"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber"
"109","2008-05-27 22:02:00-03","MO","MOBOT","1891600","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Nur Ritter","Ritter 3985","South America","Bolivia","Tarija","City of Tarjia. Marshy area along the edges of the Río Guadalquivir. Growing throughout the area. Fertile. Habitat: marshy area alongside the river, characterized by a mixture of vegetation. Soil silty clay. Some areas area dominated by Myriophyllum aquaticum and others by Eichhornia crassipes.","1800.00000000","1800.00000000",NA,NA,NA,NA,NA,NA,"Lam.","G.C. Tucker (EIU)","1966","12","7","Cercado","-64.74305","-21.53277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2009-06-25 13:34:00-03","MO","MOBOT","2051394","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Paul C. Hutchison|J. Kenneth Wright","Hutchison 3553","South America","Peru","Cajamarca","Pucará, km 127 E of Olmos, N of town up creek to and in vicinity of waterfall ca. 20 minute hike. Quebrada de las Breas.","950.00000000","1020.00000000",NA,NA,NA,NA,NA,NA,"Lam.",NA,"1964","1","12","Jaén",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"355"
"111","2008-05-27 22:02:00-03","MO","MOBOT","2075265","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Miguel Bang","Bang 1072","South America","Bolivia","Cochabamba","Vic. Cochabamba.",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","G. Tucker","1891",NA,NA,NA,"-66.15","-17.3833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2011-06-21 05:21:00-03","MO","MOBOT","2188441","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Luis Ariza Espinar","Ariza Espinar 177","South America","Argentina","Córdoba","Villa Warcalde",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","Ariza Espinar, L.","1959","1","28","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2011-04-18 17:01:00-03","MO","MOBOT","2188467","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Maria L. Giardelli","Giardelli 1131","South America","Argentina","Córdoba","Ascochinga",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1939","4","5","Colón","-64.26667","-30.950001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2011-02-18 21:15:00-02","MO","MOBOT","2188525","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Ricardo O. Vanni|Sergio Cáceres M.|G. López|Anita Radovancich","Vanni 1682","South America","Argentina","Corrientes","12 Km NE de San Miguel, Ea. Curupayty",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","López, M. G., //","1990","3","3","San Miguel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2018-05-17 05:28:00-03","MO","MOBOT","2188551","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Nélida M. Bacigalupo|Rosa Guaglianone|María E. Múlgura","Bacigalupo 178","South America","Argentina","Entre Ríos",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","Guaglianone, E. R.","1986","12","3","Gualeguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2018-05-17 05:28:00-03","MO","MOBOT","2188579","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Rosa Guaglianone|María E. Múlgura|Nélida M. Bacigalupo","Guaglianone 178","South America","Argentina","Entre Ríos","ruta 16 cercanías del Ao. El Animal",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1986","12","3","Gualeguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2008-05-27 22:02:00-03","MO","MOBOT","2188607","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","RUIZ","RUIZ 1176","South America","Argentina","Mendoza","Juxta praedia",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1933","2","19","Tupungato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2010-05-05 17:37:00-03","MO","MOBOT","2188639","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Juan H. Hunziker","Hunziker 11457","South America","Argentina","Misiones","Ribera del Paranà, entre el Balneario y El Puerto",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","Guaglianone, E. R.","1985","12","1","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2011-03-30 19:46:00-03","MO","MOBOT","2188648","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Rosa Guaglianone|L.D. Galotti|Nuncia M. Tur","Guaglianone 1589","South America","Argentina","San Juan","Ruta 20 a 22 km al E de Calingasta",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1986","1","28","Zonda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2012-05-08 08:13:00-03","MO","MOBOT","2188682","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Manuel Barros","Barros 1932","South America","Argentina","Buenos Aires","Mar del Plata",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1925","2","14","General Pueyrredón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2014-11-11 17:27:00-02","MO","MOBOT","2188705","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","A.E. Lanfranchi","Lanfranchi 1720","South America","Argentina","Buenos Aires","Laguna de los Padres",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1970","2","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2008-05-27 22:02:00-03","MO","MOBOT","2188734","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","BARROS","BARROS 1667","South America","Argentina","Buenos Aires","C. a La Plata",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1926","12","26","Avellaneda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2014-12-27 14:20:00-02","MO","MOBOT","2188761","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Anonymous","Anonymous 141","South America","Argentina","Buenos Aires","La Pastoea",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1949","1","10","Tandil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2014-11-11 17:27:00-02","MO","MOBOT","2188780","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","A.E. Lanfranchi","Lanfranchi 1845","South America","Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1973","1","24","Tigre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2011-03-03 11:29:00-03","MO","MOBOT","2188807","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Tetsuo M. Koyama","Koyama 13664","South America","Argentina","Buenos Aires","Dique Luján",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1970","1","18","Tigre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2009-12-07 22:07:00-02","MO","MOBOT","2188844","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Elisa G. Nicora","Nicora 1478","South America","Argentina","Córdoba","San Esteban",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1938","1","1","Punilla","-64.53333","-30.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2008-05-27 22:02:00-03","MO","MOBOT","2188870","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","PEDELABORDE","PEDELABORDE 12091","South America","Argentina","Entre Ríos","Arroyo Urquiza, barranca",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1940","1","12","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2009-06-25 14:15:00-03","MO","MOBOT","2188906","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Armando T. Hunziker","Hunziker 1824","South America","Argentina","Salta","Pampa Grande","1000.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1942","5","2","Guachipas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2009-08-21 07:12:00-03","MO","MOBOT","2188937","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Santiago Venturi","Venturi 1497","South America","Argentina","Tucumán","El Bañado","1200.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1921","11","26","Tafí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2011-03-30 20:01:00-03","MO","MOBOT","2198170","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Juan H. Hunziker|Juan C. Gamerro|V.T. Dudas","Hunziker 12799","South America","Argentina","Jujuy","20 Km de Calilegua hacia Valle Grande. 0,9 Km de la casa del guardaparque abajo. Arroyo","1180.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.","Guaglianone, E. R.","1994","1","24","Ledesma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-09-21 04:36:00-03","MO","MOBOT","2254899","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Rosa Guaglianone|L. P. Dopchiz","Guaglianone 2513","South America","Argentina","Buenos Aires","Dique Luján",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","Guaglianone, E. R.","1991","1","13","Tigre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2018-05-17 05:28:00-03","MO","MOBOT","2254921","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Nélida M. Bacigalupo|Rosa Guaglianone|María E. Múlgura","Bacigalupo 281","South America","Argentina","Entre Ríos","Ombúes a Paso Yunque, 2 km al S de Paso Yunque",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","Guaglianone, E. R.","1986","12","7","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2014-12-07 17:05:00-02","MO","MOBOT","2254944","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","R, Sanzin","Sanzin 263","South America","Argentina","Mendoza","Puntilla",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1913","12","15","Luján de Cuyo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2009-10-24 09:25:00-02","MO","MOBOT","2254963","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Angel L. Cabrera|Silvia M. Botta|Roberto Kiesling|A.D. Rotman|Nuncia M. Tur|Fernando O. Zuloaga","Cabrera 28815","South America","Argentina","Misiones","Puerto Rico: Club de Pesca",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1977","10","14","Libertador General San Martín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2011-02-25 07:03:00-03","MO","MOBOT","2254989","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Julio A. Hurrell","Hurrell 2305","South America","Argentina","Buenos Aires","Isla Martín García. Casa de Bombas",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1995","1","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2011-02-25 07:03:00-03","MO","MOBOT","2255009","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Julio A. Hurrell","Hurrell 2308","South America","Argentina","Buenos Aires","Isla Martín García. Cerca de la cantera",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1995","1","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2012-04-09 14:22:00-03","MO","MOBOT","2255030","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Santiago Venturi","Venturi 267","South America","Argentina","Buenos Aires","Barrancas al Sud",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"138","2012-05-08 08:13:00-03","MO","MOBOT","2255049","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Manuel Barros","Barros 2238","South America","Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1929","12","22","San Isidro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2008-05-27 22:02:00-03","MO","MOBOT","2255076","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","* VERETTONI","VERETTONI 228","South America","Argentina","Buenos Aires","Sierra de la Ventana (Pque. Pasl)",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1951","1","9","Tornquist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2009-12-07 22:07:00-02","MO","MOBOT","2255098","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Elisa G. Nicora","Nicora 2433","South America","Argentina","Córdoba","San Esteban",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1940","2","28","Punilla","-64.53333","-30.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2009-10-22 11:36:00-02","MO","MOBOT","2255113","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","W. Fischer","Fischer 200","South America","Argentina","Río Negro","Vicinity of General Roca, Rio Negro.","250.00000000","360.00000000",NA,NA,NA,NA,NA,NA,"Lam.","M.F. Denton","1914","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2008-05-27 22:02:00-03","MO","MOBOT","2298493","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","García","García 338","South America","Argentina","Entre Ríos",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","Barros, M.",NA,NA,NA,"Federación",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2009-10-18 08:02:00-02","MO","MOBOT","2298531","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","F. M. Rodríguez","Rodríguez 377","South America","Argentina","Misiones",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1910","8","27","Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2012-05-08 08:13:00-03","MO","MOBOT","2298540","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Manuel Barros","Barros 372","South America","Argentina","Buenos Aires","Mar del Plata, Laguna de los Padres",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1925","2","21","General Pueyrredón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2012-05-08 08:13:00-03","MO","MOBOT","2298563","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Manuel Barros","Barros 302","South America","Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1926","2","12","General Pueyrredón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2014-11-11 17:27:00-02","MO","MOBOT","2298583","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","A.E. Lanfranchi","Lanfranchi 33","South America","Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1943","11","19","Tigre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2012-05-08 08:13:00-03","MO","MOBOT","2298603","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Manuel Barros","Barros 397","South America","Argentina","Córdoba","Villa Allende",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1926","3","18","Colón","-64.3","-31.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-07-20 09:27:00-03","MO","MOBOT","2298618","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Maria L. Giardelli","Giardelli 30","South America","Argentina","Córdoba","Ascochinga",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1935","10",NA,"Colón","-64.26667","-30.950001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"149","2008-05-27 22:02:00-03","MO","MOBOT","2298639","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","García","García 338","South America","Argentina","Entre Ríos","Col. of. N° 1 Chajarí",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2009-07-17 06:52:00-03","MO","MOBOT","2298669","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Arturo E. Burkart","Burkart 3439","South America","Argentina","Entre Ríos","Carbó",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1930","12","2","Gualeguaychú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2008-05-27 22:02:00-03","MO","MOBOT","2343403","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","* BOFFA","BOFFA 4","South America","Argentina","Buenos Aires","Las Talas",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1945","2","20","Berisso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2010-06-19 20:20:00-03","MO","MOBOT","2343425","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Roberto Kiesling","Kiesling 4650","South America","Argentina","San Juan","Observatorio El Leoncito","2400.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1984","2","1","Calingasta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2009-08-21 07:12:00-03","MO","MOBOT","2343448","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Santiago Venturi","Venturi 4049","South America","Argentina","Tucumán","Estancia Las Parras","1200.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1925","12","9","Chicligasta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2009-08-21 07:12:00-03","MO","MOBOT","2343458","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Santiago Venturi","Venturi 4367","South America","Argentina","Tucumán","El Bañado","1650.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1926","5","1","Tafí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2013-03-16 05:32:00-03","MO","MOBOT","2406805","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","C. Muñoz","Muñoz 5328","South America","Argentina","Entre Ríos","Parque General San Martín",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","Guaglianone, E. R.","1999","1","10","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2013-03-16 05:32:00-03","MO","MOBOT","2406820","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","C. Muñoz","Muñoz 5332","South America","Argentina","Entre Ríos","Paraná, intersección de Av. Zanni y Av. J. Newbery",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","Guaglianone, E. R.","1999","1","2","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2013-03-16 05:32:00-03","MO","MOBOT","2406841","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","C. Muñoz","Muñoz 5125","South America","Argentina","Entre Ríos","Establecim. La Chiquita de M.J. González, ruta Nac. 12 km 522",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","Guaglianone, E. R.","1999","4","15","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2010-05-19 22:42:00-03","MO","MOBOT","2406858","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Fernando N. Biurrun","Biurrun 5258","South America","Argentina","La Rioja","Piedemonte oriental de la Sierra de Los Llanos",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1998","3","1","General Belgrano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2011-03-27 12:12:00-03","MO","MOBOT","2406873","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Aurelio Schinini|A. Fernández","Schinini Cacace 5948","South America","Argentina","Misiones","Ruta Prov. 17, 43 km E de Eldorado",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1973","1","20","Eldorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2011-01-31 07:11:00-02","MO","MOBOT","2430803","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","L.R. Parodi","Parodi 7862","South America","Argentina","La Rioja","Sierra de Famatina: camino a La Mejicana","1600.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.","Barros, M.","1927","2","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2015-09-18 07:23:00-03","MO","MOBOT","2454666","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Hilda M. Longhi-Wagner|Ana C. G. Araújo","Longhi-Wagner 2413","South America","Brazil","Rio Grande do Sul","Alegrete, BR 290",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1991","1","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2015-02-02 22:40:00-02","MO","MOBOT","2454684","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","A. Bertels","Bertels 1429","South America","Brazil","Rio Grande do Sul","Seival",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","Barros, M.","1953","1","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2015-02-02 22:40:00-02","MO","MOBOT","2454702","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","A. Bertels","Bertels 8","South America","Brazil","Rio Grande do Sul","Pelotas.",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1951","1","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2016-04-06 14:24:00-03","MO","MOBOT","2454719","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","A. Bertels","Bertels 1051","South America","Brazil","Rio Grande do Sul","Pelotas.",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1953","12","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"165","2009-08-21 06:32:00-03","MO","MOBOT","2454738","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Balduino Rambo","Rambo 2857","South America","Brazil","Rio Grande do Sul","Porto Alegre. Morro da Gloria",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","Barros, M.","1937","12","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2008-05-27 22:02:00-03","MO","MOBOT","2454756","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","* COSTA NETO","COSTA NETO 201","South America","Brazil","Rio Grande do Sul","Porto Alegre. Campo Exp. do L.B.A.",NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,"1943","10","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2018-06-22 05:25:00-03","MO","MOBOT","2454772","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Pe. Raulino Reitz|Roberto M. Klein","Reitz 12334","South America","Brazil","Santa Catarina","Calmón, Porto Uniao","900.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.","Barros, E., 18-11-","1962","2","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2018-06-22 05:25:00-03","MO","MOBOT","2454789","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Pe. Raulino Reitz|Roberto M. Klein","Reitz 14058","South America","Brazil","Santa Catarina","Lajes. Morro Pinheiro Sêco","950.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.","Barros, M., 28/10/","1962","12","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2010-11-13 04:25:00-02","MO","MOBOT","2454806","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Roberto M. Klein","Klein 3671","South America","Brazil","Santa Catarina","Porto União. Fazenda Frei Rogério","750.00000000",NA,NA,NA,NA,NA,NA,NA,"Lam.","Barros, M., 2/01/","1962","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
