"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber"
"49","2021-04-07 11:42:35-03","UFMS","CGMS","2151","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","C.A. Conceição","1385",NA,"Brasil","Mato Grosso do Sul","Pantanal.",NA,NA,NA,NA,"Flor amarronzada. Habitat: Palustre. Habito: Herbáceo.","CGMS1017079",NA,NA,"Lam.","A.C. Araújo","1983","04","18","Ladário","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"50","2019-11-27 13:47:28-03","UFS","ASE","14759","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Melo, DS; Nascimento - Júnior, JE; Costa, SM; Mariano, D","22","Southern America","Brasil","Sergipe","Mata de Doutor João",NA,NA,NA,NA,"Caatinga","ASE0006877","Magnoliophyta",NA,"Lam.","Costa, SM","2009","03","20","Lagarto","-37.65","-10.917222",NA,NA,NA,"2009","03","20",NA,NA,"-37.65","-10.917222",NA,NA,NA
"51","2019-11-27 13:47:28-03","UFS","ASE","9031","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Costa, SM; Prata, AP; Lemos, IC","22","Southern America","Brasil","Sergipe","trilha Vale dos Mestres",NA,NA,NA,NA,"Erva.; Erva.; caatinga","ASE0006862","Magnoliophyta",NA,"Lam.","Costa, SM","2006","06","09","Canindé de São Francisco","-37.789167","-9.66",NA,NA,NA,"2007",NA,NA,NA,NA,"-37.789167","-9.66",NA,NA,NA
"52","2019-11-19 14:06:15-03","UFRPE","PEUFR","47875","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","L.M.Pessoa","292",NA,"Brasil","Pernambuco","Estação da UFRPE","537","537",NA,NA,"Erva com cerca de 25cm de altura. Hábito: Erva, Folhas: Folhas maduras. Flor: Em plena floração, inflorescência terminal. Fruto: Sem fruto. Frequência: frequente.","PEUFR047875",NA,NA,"Lam.","S.Martins","2005","09","17","Serra Talhada","-38.2983016967773","-7.99194002151489",NA,NA,NA,"2006","02","08","55090","auto",NA,NA,NA,NA,NA
"53","2020-04-22 16:26:12-03","UFPB","JPB","37902","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Agra, MF; Barbosa, DA; Porto, N","6920","Southern America","Brasil","Paraíba","Entre a estrada de Santa Luzia e Equador.","243","243",NA,NA,"; DESC: Erva ereta ca. 30cm de alt.","JPB0037902","Angiosperma","Monocotyledon","Lam.","Alves, M","2007","07","11","Santa Luzia","-36.721306","-6.959444","JPB0037902",NA,NA,"2008","06",NA,NA,NA,"-36.721306","-6.959444",NA,NA,NA
"54","2020-12-04 13:19:05-03","UDESC","LUSC","326","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Stahelin, D.",NA,NA,"Brasil","Santa Catarina","UDESC-CAV.",NA,NA,NA,NA,NA,"LUSC006660",NA,NA,"Lam.",NA,"2006","05","06","Lages","-50.326099395752","-27.8160991668701","LUSC006660",NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"55","2019-01-17 11:23:04-02","PUCRS","MPUC","18037","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis",NA,NA,NA,NA,NA,".",NA,NA,NA,NA,NA,NA,NA,"Poales","Lam.","A. Trojan","1986","10","01",NA,NA,NA,NA,NA,NA,"1987","01","01",NA,NA,NA,NA,"Liliopsida","1",NA
"56","2019-01-17 11:23:02-02","PUCRS","MPUC","18035","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis",NA,NA,"South America","Brasil","RS",".",NA,NA,NA,NA,NA,NA,NA,"Poales","Lam.","A.C. Araujo","1987","04","10","Uruguaiana","-57.0880556","-29.755",NA,NA,NA,"1996","01","01",NA,NA,"-57.0880556000","-29.7550000000","Liliopsida","1",NA
"57","2019-01-17 11:23:02-02","PUCRS","MPUC","18032","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis",NA,NA,"South America","Brasil","RS",".",NA,NA,NA,NA,NA,NA,NA,"Poales","Lam.","P.A.P. Weber","1986","10","18","Uruguaiana","-57.0880556","-29.755",NA,NA,NA,"2013","01","01",NA,NA,"-57.0880556000","-29.7550000000","Liliopsida","1",NA
"58","2019-01-17 11:23:04-02","PUCRS","MPUC","18794","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis",NA,NA,"South America","Brasil","RS","Parque Estadual do Espinilho",NA,NA,NA,NA,NA,NA,NA,"Poales","Lam.","A. Bastos","1996","03","15","Barra do Quaraí","-57.5561111","-30.2097222",NA,NA,NA,"1996","01","01",NA,NA,"-57.5561111000","-30.2097222000","Liliopsida","1",NA
"59","2019-01-17 11:23:04-02","PUCRS","MPUC","18036","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis",NA,NA,"South America","Brasil","RS",".",NA,NA,NA,NA,NA,NA,NA,"Poales","Lam.","A.C. Araujo","1986","10","10","Uruguaiana","-57.0880556","-29.755",NA,NA,NA,"1996","01","01",NA,NA,"-57.0880556000","-29.7550000000","Liliopsida","1",NA
"60","2019-01-17 11:23:04-02","PUCRS","MPUC","18089","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis",NA,NA,"South America","Brasil","RS",".",NA,NA,NA,NA,NA,NA,NA,"Poales","Lam.",NA,"1985","11","02","Uruguaiana","-57.0880556","-29.755",NA,NA,NA,NA,NA,NA,NA,NA,"-57.0880556000","-29.7550000000","Liliopsida","1",NA
"61","2019-01-17 11:23:02-02","PUCRS","MPUC","16632","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis",NA,NA,"South America","Brasil","RS","Menino Deus, Praia de Belas",NA,NA,NA,NA,NA,NA,NA,"Poales","Lam.","P.A.P. Weber","1975","06","16","Porto Alegre","-51.2372222222","-30.0191388889",NA,NA,NA,"2013","01","01",NA,NA,"-51.2372222222","-30.0191388889","Liliopsida","3",NA
"62","2020-10-21 17:16:36-03","PUCRS","MPUC","22507","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis",NA,NA,"South America","Brasil","RS","Guará; Potreiro das Éguas",NA,NA,NA,NA,NA,NA,NA,"Poales","Lam.",NA,"1998","10","12","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,"93142","auto",NA,NA,"Liliopsida","1",NA
"63","2020-10-14 10:00:53-03","FURB","FURB","45046","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Funez, L.A.","3515",NA,"Brasil","Santa Catarina","UFSC, Bairro Trindade.",NA,NA,NA,NA,NA,"FURB22944",NA,NA,"Lam.","Funez, L.A.","2014","10","10","Florianópolis","-48.5205556","-27.6008333","FURB22944",NA,NA,"2014","10",NA,NA,NA,"-48.5205556","-27.6008333",NA,NA,NA
"64","2021-03-24 16:38:35-03","FURB","FURB","67360","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Funez, L.A.","9283",NA,"Brasil","Santa Catarina","Collato.","817","817",NA,NA,NA,"FURB67360",NA,NA,"Lam.","Funez, L.A.","2019","12","20","Xanxerê","-52.3894444","-26.8752778","FURB67360",NA,NA,"2019","12","20",NA,NA,"-52.3894444","-26.8752778",NA,NA,NA
"65","2021-03-16 17:54:16-03","UCS","HUCS","27962","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Sauquillo, V.L.","s.n.",NA,"Espanha","Tenerife",NA,NA,NA,NA,NA,"Herbário TFC 39918",NA,"Angiospermae","Poales","Lam.","Sauquillo, V.L.","1993","07","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-16 17:54:16-03","UCS","HUCS","33776","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Marchett, F.","706",NA,"Brasil","Rio Grande do Sul","Faz. Sta. Rufina",NA,NA,NA,NA,"em área úmida",NA,"Angiospermae","Poales","Lam.","Trevisan, R.","2008","12","10","Santana do Livramento","-55.5327987670898","-30.8908004760742",NA,NA,NA,"2012","04",NA,"79795","auto",NA,NA,NA,NA,NA
"67","2021-03-16 17:54:16-03","UCS","HUCS","6234","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Bertels, A.","s.n.",NA,"Brasil","Rio Grande do Sul","Seival",NA,NA,NA,NA,"PEL 10953",NA,"Angiospermae","Poales","Lam.","Barros, M.","1953","01","16","Bagé","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,NA,NA,"74087","auto",NA,NA,NA,NA,NA
"68","2021-03-16 11:58:09-03","UTFPR","HCF","20813","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","L.A. Funez","3515",NA,"Brasil","SC","UFSC, Bairro Trindade",NA,NA,NA,NA,"Em poça d'água.",NA,NA,NA,"Lam.","L.A. Funez","2014","10","10","Florianópolis","-48.520556","-27.600833",NA,NA,NA,"2014","10",NA,NA,NA,"48°31'14 W","27°36'03 S",NA,NA,NA
"69","2020-06-29 09:30:10-03","UFRRJ","RBR","20557","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","C.R. Campêlo",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"RBR00020557",NA,NA,"Lam.",NA,"1971","12","27","Itaguaí","-43.7752990722656","-22.8521995544434","RBR00020557",NA,NA,NA,NA,NA,"17747","auto",NA,NA,NA,NA,NA
"70","2020-06-29 09:30:10-03","UFRRJ","RBR","20558","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","C.R. Campêlo; R.C. Ramalho, A. Campelo","919",NA,"Brasil","Rio Grande do Sul","Guaíba Country Club. Chácara do Dr. M. Ramalho Campêlo.",NA,NA,NA,NA,NA,"RBR00020558",NA,NA,"Lam.","C.R. Campêlo","1979","12","28","Guaíba","-51.3250007629395","-30.113899230957","RBR00020558",NA,NA,"1980","01","14","28343","auto",NA,NA,NA,NA,NA
"71","2020-06-29 09:30:10-03","UFRRJ","RBR","20556","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","C.R. Campêlo",NA,NA,"Brasil","Rio de Janeiro","(Itaguaí). Campus da Universidade Federal Rural do Rio de Janeiro. Km 47.",NA,NA,NA,NA,NA,"RBR00020556",NA,NA,"Lam.",NA,"1967","06","13","Seropédica","-43.7075004577637","-22.7439002990723","RBR00020556",NA,NA,NA,NA,NA,"13730","auto",NA,NA,NA,NA,NA
"72","2021-03-21 19:40:07-03","UFC","EAC","52810","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Marchett, F.","706","Southern America","Brasil","Rio Grande do Sul","Faz. sta. Rufina","230","230",NA,NA,"Em área úmida.","EAC0052810","Monocotyledon",NA,"Lam.","Trevisan, R.","2008","12","10","Santana do Livramento","-55.5327987670898","-30.8908004760742","EAC0052810",NA,NA,"2012","04",NA,"79795","auto",NA,NA,NA,NA,NA
"73","2021-03-21 19:40:07-03","UFC","EAC","16773","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Freitas, B.","s.n.","Southern America","Brasil","Ceará","Fazenda Feijão",NA,NA,NA,NA,"Herbácea.; Caatinga","EAC0016773","Monocotyledon",NA,"Lam.","Alves, M.","1990","01","14","Caridade","-39.1925010681152","-4.23222017288208","EAC0016773",NA,NA,"2008","07",NA,"30627","auto",NA,NA,NA,NA,NA
"74","2019-11-25 12:11:47-03","UFSM","SMDB","6039","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Stefanello, S","0s.n.0",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"SMDB006039",NA,NA,"Lam.","Hefler, SM","1993","03","22","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,"2005","12","27","37819","auto",NA,NA,NA,NA,NA
"75","2019-11-25 12:11:47-03","UFSM","SMDB","4724","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Flores; et al.","s.n.",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"SMDB004724",NA,NA,"Lam.","Hefler, SM","1993","03","22","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,"2005","12","27","37819","auto",NA,NA,NA,NA,NA
"76","2019-11-25 12:11:47-03","UFSM","SMDB","6496","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Zanetti, GD","0s.n.0",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"SMDB006496",NA,NA,"Lam.","Zanetti, GD","1996","02",NA,"Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,"2005","12","27","37819","auto",NA,NA,NA,NA,NA
"77","2019-11-25 12:11:47-03","UFSM","SMDB","4746","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Giacomini.; et al.","s.n.",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"SMDB004746",NA,NA,"Lam.","Hefler, SM","1993","03","22","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,"2005","12","27","37819","auto",NA,NA,NA,NA,NA
"78","2019-11-25 12:11:47-03","UFSM","SMDB","4258","S","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Dias.; et al.","s.n.",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"SMDB004258",NA,NA,"Lam.","Heffer, SM","1993","03","22","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,"1996","12","27","37819","auto",NA,NA,NA,NA,NA
"79","2020-12-21 16:22:05-03","MBM","MBM","249711","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Lehto, E.","1379","Northern America","USA",NA,"California",NA,NA,NA,NA,NA,"MBM249711",NA,NA,"Lam.",NA,"1962","08",NA,NA,NA,NA,"MBM249711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:22:05-03","MBM","MBM","388523","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Marchett, C.A.","706","Southern America","Brazil","Rio Grande do Sul","Fazenda Santa Rufina","230","230",NA,NA,"Em área úmida.","MBM388523",NA,NA,"Lam.","Trevisan, R.","2008","12","10","Santana do Livramento","-55.5327987670898","-30.8908004760742","MBM388523",NA,NA,"2012","04",NA,"79795","auto",NA,NA,NA,NA,NA
"81","2020-12-21 16:22:05-03","MBM","MBM","174569","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Thomas, R.","s.n.","Europe","UK",NA,NA,NA,NA,NA,NA,NA,"MBM174569",NA,NA,"Lam.",NA,"1957","09",NA,NA,NA,NA,"MBM174569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:22:05-03","MBM","MBM","242112","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Seijo, G.","1328","Southern America","Argentina",NA,"Buenos Aires",NA,NA,NA,NA,NA,"MBM242112",NA,NA,"Lam.","López, M.G.","1998","12","22",NA,NA,NA,"MBM242112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:22:05-03","MBM","MBM","396895","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Funez, L.A.","3515","Southern America","Brazil","Santa Catarina","Bairro Trindade, UFSC",NA,NA,NA,NA,"Poça d'água.","MBM396895",NA,NA,"Lam.","Funez, L.A.","2014","10","10","Florianópolis","-48.520556","-27.600833","MBM396895",NA,NA,"2014","10",NA,NA,NA,"-48.520556","-27.600833",NA,NA,NA
"84","2020-12-21 16:22:05-03","MBM","MBM","82927","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Pedersen, T.M.","13293","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM082927",NA,NA,"Lam.","Pedersen, T.M.","1981","12","30",NA,NA,NA,"MBM082927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:22:05-03","MBM","MBM","13879","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Hatschbach, G.","23956","Southern America","Brazil","Paraná","Pinhais",NA,NA,NA,NA,NA,"MBM013879",NA,NA,"Lam.","Araujo, A.C.","1970","03","01","Piraquara","-49.0633010864258","-25.4416999816895","MBM013879",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"86","2020-12-21 16:22:12-03","MBM","MBM","174719","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","vegetus","Cyperus vegetus","Ferreira, M.","s.n.","Europe","Portugal",NA,NA,NA,NA,NA,NA,NA,"MBM174719",NA,NA,"Willd.","Clarke, C.B.","1901","06",NA,NA,NA,NA,"MBM174719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:22:12-03","MBM","MBM","72758","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","vegetus","Cyperus vegetus","Fritze, H.","s.n.","Europe","France",NA,NA,NA,NA,NA,NA,NA,"MBM072758",NA,NA,"Willd.",NA,"1981","05","22",NA,NA,NA,"MBM072758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2015-09-05 11:24:21-03","MNHN","RECOLNAT_MNHN_P","P00163050","PreservedSpecimen",NA,"Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Savatier, P.A.L.",NA,NA,"Ile de Pâques",NA,"s.loc.",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00163050' target='other'> <mi>dwc_moreinfo</mi></a>","P00163050",NA,NA,"Lam.","Zizka","1877","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expédition de la Magicienne, 1876-1879/1090"
"89","2015-09-18 09:49:01-03","MNHN","RECOLNAT_MNHN_P","P00582055","PreservedSpecimen",NA,"Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Bertero, C.L.G.",NA,NA,"Chili",NA,"Juan Fernandez",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00582055' target='other'> <mi>dwc_moreinfo</mi></a>","P00582055",NA,NA,"Lam.",NA,"1830","4",NA,NA,NA,NA,"P00582055_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2015-09-18 08:55:45-03","MNHN","RECOLNAT_MNHN_P","P00582056","PreservedSpecimen",NA,"Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Bertero, C.L.G.",NA,NA,"Chili",NA,"Juan Fernandez",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00582056' target='other'> <mi>dwc_moreinfo</mi></a>","P00582056",NA,NA,"Lam.",NA,"1830","4",NA,NA,NA,NA,"P00582056_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2015-09-18 08:55:53-03","MNHN","RECOLNAT_MNHN_P","P00582057","PreservedSpecimen",NA,"Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Bertero, C.L.G.",NA,NA,"Chili",NA,"Juan Fernandez",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00582057' target='other'> <mi>dwc_moreinfo</mi></a>","P00582057",NA,NA,"Lam.",NA,"1830","4",NA,NA,NA,NA,"P00582057_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2015-09-18 08:56:02-03","MNHN","RECOLNAT_MNHN_P","P00582058","PreservedSpecimen",NA,"Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Bertero",NA,NA,"Chili",NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00582058' target='other'> <mi>dwc_moreinfo</mi></a>","P00582058",NA,NA,"Lam.",NA,"1818","10",NA,NA,NA,NA,"P00582058_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-05-10 12:40:58-03","MNHN","RECOLNAT_MNHN_P","P00799420","PreservedSpecimen",NA,"Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","s.c.",NA,NA,"Ile de Pâques",NA,"Poike",NA,NA,"hb",NA,"Reçu en 1935 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00799420' target='other'> <mi>dwc_moreinfo</mi></a>","P00799420",NA,NA,"Lam.",NA,"1934","10","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","1997-02-07 13:41:53-02","MNHN","RECOLNAT_MNHN_P","P00799421","PreservedSpecimen",NA,"Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","s.c.",NA,NA,"Ile de Pâques",NA,"Poike",NA,NA,"hb",NA,"Reçu en 1935 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00799421' target='other'> <mi>dwc_moreinfo</mi></a>","P00799421",NA,NA,"Lam.","Zizka","1934","10","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2015-09-03 22:13:32-03","MNHN","RECOLNAT_MNHN_P","P01707051","PreservedSpecimen",NA,"Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","s.c.",NA,NA,"Peru",NA,"Arequipa, Caravelí. Lomas de Atiquipa. Peru","200","900","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01707051' target='other'> <mi>dwc_moreinfo</mi></a>","P01707051",NA,NA,"Lam.",NA,"1997","12","6",NA,NA,NA,"P01707051_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2015-09-03 22:00:07-03","MNHN","RECOLNAT_MNHN_P","P01926036","PreservedSpecimen",NA,"Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Saint-Hilaire, A.",NA,NA,"Uruguai",NA,"Banda Oriental del Uruguay.",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01926036' target='other'> <mi>dwc_moreinfo</mi></a>","P01926036",NA,NA,"Lam.",NA,"1816","1","1",NA,NA,NA,"P01926036_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2201"
"97","2020-12-11 11:43:44-03","UFMG","BHCB","185655","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Tameirão Neto, E; Campos, RDL","5562","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Herbáceo; Floração; Lago da Pedreira ao lado da Barragem Itabiruçu, anfíbia, 0,8m; Lagoa/represa","BHCB185655","Monocotyledon",NA,"Lam.",NA,"2014","01","24","Itabira","-43.305514","-19.708178",NA,NA,NA,"2019","09",NA,NA,NA,"-43.305514","-19.708178",NA,NA,NA
"98","2020-12-11 11:43:46-03","UFMG","BHCB","58728","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","vegetus","Cyperus vegetus","Santoro, J","s.n.","Southern America","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"Willd.",NA,NA,NA,NA,"Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"99","2021-02-11 17:18:40-03","UFPR","UPCB","4518","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Bertels, A.","1426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lam.","Barros, M.","1953","01","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-02-11 17:18:40-03","UFPR","UPCB","27335","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Cervi, A.C.","3413",NA,"Brasil","Paraná","Cataratas do Iguaçu",NA,NA,NA,NA,"Rio Iguaçu, barranco úmido..",NA,NA,NA,"Lam.","Cervi, A.C.","1991","10","15","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,"1991","10","15","39570","auto",NA,NA,NA,NA,NA
"101","2014-12-27 14:20:00-02","MO","MOBOT","2457129","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis eragrostis","Anonymous","Anonymous s.n.35","South America","Argentina","Córdoba","Calen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1908","12","10",NA,NA,NA,NA,"eragrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2010-12-07 13:49:00-02","MO","MOBOT","100328275","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","Martha Serrano","Serrano 1129","South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lam.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"103","2014-12-16 08:30:00-02","MO","MOBOT","100766433","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","eragrostis","Cyperus eragrostis","W.G. Herter","Herter 132k","South America","Uruguay","Montevideo","Miguelete.","10.00000000","20.00000000",NA,NA,NA,NA,NA,NA,"Lam.",NA,"1938","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
