"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","individualCount","phylum","order","infraspecificEpithet","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","class","minimumElevationInMeters","maximumElevationInMeters","typeStatus","relatedCatalogItem","previousCatalogNumber"
"54","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","sororia","Cattleya sororia","Rchb.f.",NA,NA,NA,NA,"Williams, S",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.(Hort.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","sororia","Cattleya sororia","Rchb.f.",NA,NA,NA,NA,"Williams",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.(Hort.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A.Rich.",NA,NA,NA,NA,"Incógnit",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,"ex. A. Richard, loc. citt",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A.Rich.",NA,NA,NA,NA,"Incógnit",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,"ex. A. Richard, loc. citt",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-02-08 12:52:12-03","UFRGS","ICN","145734","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Rich. ex Beer","Lima, LF",NA,NA,NA,"Lima, LF",NA,NA,NA,"Brasil","RS","Guaíba","BR 116 km 308 Fazenda São Maximiano","-51.3250007629395","-30.113899230957",NA,NA,NA,"ICN00039483",NA,NA,"Monocotyledon",NA,NA,"332","América do Sul",NA,"28343","auto",NA,NA,NA,NA,NA,NA
"59","2021-02-08 12:52:12-03","UFRGS","ICN","147649","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Rich. ex Beer","Paniz, RM",NA,NA,NA,"Paniz, RM","2006","12","02","Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Sobre tronco caído, entre pedras.","ICN00039474",NA,NA,"Monocotyledon",NA,NA,"s.n.","América do Sul",NA,"29946","auto",NA,NA,NA,NA,NA,NA
"60","2021-02-08 12:52:12-03","UFRGS","ICN","014962","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Rich. ex Beer","van den Berg, C",NA,NA,NA,"Dutra, J","1926","01","20","Brasil","RS","São Leopoldo","Morro das Pedras","-51.1472015380859","-29.7602996826172",NA,NA,"Espécie ameaçada de extinção (Vulnerável).","ICN00039477",NA,NA,"Monocotyledon",NA,NA,"962","América do Sul",NA,"10287","auto",NA,NA,NA,NA,NA,NA
"61","2021-02-08 12:52:12-03","UFRGS","ICN","160638","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Rich. ex Beer","Buzatto, CR",NA,NA,NA,"Buzatto, CR","2009","01","15","Brasil","RS","Taquara",NA,"-50.7806015014648","-29.6506004333496",NA,NA,NA,"ICN00039475",NA,NA,"Monocotyledon",NA,NA,"465","América do Sul",NA,"22252","auto",NA,NA,NA,NA,NA,NA
"62","2021-02-08 12:52:12-03","UFRGS","ICN","136142","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Rich. ex Beer","Musskopf, E",NA,NA,NA,"Musskopf, E; Waechter, JL","2004","12","21","Brasil","RS","Viamão","Parque Estadual de Itapuã","-51.0233001708984","-30.0811004638672",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Epífito; em Floresta de Restinga (Praia de Fora)","ICN00039478",NA,NA,"Monocotyledon",NA,NA,"348","América do Sul",NA,"41667","auto",NA,NA,NA,NA,NA,NA
"63","2021-02-08 12:52:12-03","UFRGS","ICN","189632","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Rich. ex Beer","Buzatto, CR",NA,NA,NA,"Buzatto, CR","2009","01","26","Brasil","RS","Guaíba","BR 116 Km 307 (Fazenda São Maximiliano)","-51.3250007629395","-30.113899230957",NA,NA,NA,"ICN00039484",NA,NA,"Monocotyledon",NA,NA,"502","América do Sul",NA,"28343","auto",NA,NA,NA,NA,NA,NA
"64","2021-02-08 12:52:12-03","UFRGS","ICN","110852","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Rich. ex Beer","Nunes, VF","1994","01","13","Nunes, VF","1994","01","13","Brasil","RS","Guaíba","Cerro do Poeta Fazenda São Maximiano Passo do Petim BR 116. Propriedade do Sr. Nelson Ivo Matzenbacher","-51.3250007629395","-30.113899230957",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Epífitas. Flores esverdeadas ou acastanhadas, com várias manchas purpúreas; labelo lilás; muito perfumadas. Flores em líquido.; luz difusa a direta; crescendo principalmente na orla da mata.","ICN00039482",NA,NA,"Monocotyledon",NA,NA,"1384","América do Sul",NA,"28343","auto",NA,NA,NA,NA,NA,NA
"65","2021-02-08 12:52:12-03","UFRGS","ICN","059405","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Rich. ex Beer","van den Berg, C","2003","07","01","Waechter, JL","1984","01","06","Brasil","RS","Osório","Emboaba","-50.2696990966797","-29.8866996765137",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Epifítica. Sépalas e pétalas purpúreo-pardacentas com manchas escuras; labelo purpúreo; flores intensamente aromáticas.; em restinga.","ICN00039481",NA,NA,"Monocotyledon",NA,NA,"1999","América do Sul",NA,"27350","auto",NA,NA,NA,NA,NA,NA
"66","2021-02-08 12:52:12-03","UFRGS","ICN","164220","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Rich. ex Beer","Setubal, R",NA,NA,NA,"Setubal, R; Ardissone, RE","2009","01","18","Brasil","RS","Porto Alegre","Morro São Pedro Econsciência Espaço de Conservação","-51.2299995422363","-30.0331001281738",NA,NA,"epífita, flores róseo-púrpuras; em interior de floresta de encosta","ICN00039479",NA,NA,"Monocotyledon",NA,NA,"503","América do Sul",NA,"29946","auto",NA,NA,NA,NA,NA,NA
"67","2021-02-08 12:52:12-03","UFRGS","ICN","019428","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Rich. ex Beer","van den Berg, C","2003","07","01","Irmão Bento","1955","01","09","Brasil","RS","Porto Alegre","Morro Teresópolis","-51.2299995422363","-30.0331001281738",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Epifítica.; Colhida no orquidiário.","ICN00039485",NA,NA,"Monocotyledon",NA,NA,"6","América do Sul",NA,"29946","auto",NA,NA,NA,NA,NA,NA
"68","2021-02-08 12:52:12-03","UFRGS","ICN","043917","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A. Rich. ex Beer","van den Berg, C","2003","07","01","Waechter, JL","1979","01","11","Brasil","RS","Porto Alegre","Reserva Biológica do Lami","-51.2299995422363","-30.0331001281738",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Epifítica; sépalas e pétalas pardas com pontinhos castanhos; labelo roxo-claro; coluna roxo-pálida; antera branca; flores intensamente aromáticas.; sobre figueira, a ca. 4m de altura.","ICN00039480",NA,NA,"Monocotyledon",NA,NA,"1156","América do Sul",NA,"29946","auto",NA,NA,NA,NA,NA,NA
"69","2019-11-21 10:12:59-03","IBt","SP","5342","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A.Rich.","Mamede, MCH","2011","03",NA,"Gehrt, A","1921","02","28","Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA
"70","2019-11-21 10:12:59-03","IBt","SP","32244","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A.Rich.","Mamede, MCH","2011","03",NA,"Gehrt, A",NA,NA,NA,"Brasil","São Paulo","Guarujá",NA,"-46.25","-23.9899997711182",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"18989","auto",NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:12:59-03","IBt","SP","50004","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A.Rich.","Mamede, MCH","2011","03",NA,"Handro, O",NA,NA,NA,"Brasil","São Paulo","Itanhaém",NA,"-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA
"72","2019-11-21 10:12:59-03","IBt","SP","28075","S","Plantae","Orchidaceae","Cattleya","tigrina","Cattleya tigrina","A.Rich.","Handro, O","1965","09",NA,"Edwall, G","1897","01",NA,"Brasil","São Paulo","São Paulo","Em cultivo da commissão, proc. do litoral.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SP009493","SP009493",NA,NA,NA,NA,"CGG3678",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
