"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","typeStatus","sex"
"48","2020-12-11 11:44:24-03","UFMG","BHCB","86726","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.",NA,"Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","6002","2004","03","10","Southern America","Brasil","Minas Gerais","Fazenda Duas Barras, trilha partindo da casa do ad, trilha partindo da casa do administrador","-40.05","-16.4","750","750",NA,"Prensado em álcool.; Erva, base do caule vermelha, folhas cartáceas, segmentos do perianto brancos, labelo de centro verde e borda vermelha, coluna rosada.; Borda de curso d'água sobre afloramento de granito.","BHCB001115","BHCB001115","Santa Maria do Salto",NA,"-40.05","-16.4","2007",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:44:24-03","UFMG","BHCB","88052","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.",NA,"Viana, PL; et al.","1532","2004","04","02","Southern America","Brasil","Minas Gerais","P.E. do Rio Preto, Pico 2 Irmãos (Pico I).","-43.310528","-18.207444","1830","1830",NA,"Terrestre entre rochas. Vegetação rupestre. Flores rosas com calosidade do labelo amarela; lobo lateral do labelo com venação interna lilás escura.",NA,NA,"São Gonçalo do Rio Preto",NA,"-43.310528","-18.207444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:44:24-03","UFMG","BHCB","125690","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.",NA,"Carmo, FF","2776","2008","03","23","Southern America","Brasil","Minas Gerais","Marinho da Serra, QTZ","-44.0527992248535","-20.3330993652344","1450","1450",NA,"Coletado em afloramento de quartzito",NA,NA,"Moeda",NA,NA,NA,"2009","09","14750","auto","04",NA,NA,NA,NA
"51","2020-12-11 11:44:24-03","UFMG","BHCB","180074","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.",NA,"Munhoz, ACD","23","2006",NA,NA,"Southern America","Brasil","Minas Gerais","Mata do Sossego","-42.0013999938965","-20.1238994598389",NA,NA,NA,NA,"BHCB032417",NA,"Simonésia",NA,NA,NA,"2015","12","37999","auto","18",NA,NA,NA,NA
"52","2020-12-11 11:44:24-03","UFMG","BHCB","92495","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.",NA,"Mota, RC da","2616","2003","02","01","Southern America","Brasil","Minas Gerais","Milho Verde/Serra do Ouro","-43.3793983459473","-18.604700088501",NA,NA,NA,"Planta coletada em campo rupestre; erva terrestre; calosidade do labelo amarelada e restante do mesmo lilás, demais pétalas e sépalas lilases.",NA,NA,"Serro",NA,NA,NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA
"53","2020-12-11 11:44:24-03","UFMG","BHCB","92444","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.",NA,"Mota, RC da; et al.","2565","2003","04","23","Southern America","Brasil","Minas Gerais","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,NA,"Planta coletada em campo limpo; erva terrestre; labelo lilás com calosidade verde e guias lilás-escuros, pétalas e sépalas lilás-claras.",NA,NA,"Conceição do Mato Dentro",NA,NA,NA,NA,NA,"60318","auto",NA,NA,NA,NA,NA
"54","2020-12-11 11:44:24-03","UFMG","BHCB","92445","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.",NA,"Mota, RC da; et al.","2566","2003","03","19","Southern America","Brasil","Minas Gerais","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,NA,"Planta coletada em campo limpo; erva terrestre; labelo lilás com calosidade verde e guias lilás-escuros, pétalas e sépalas lilás-claras.",NA,NA,"Conceição do Mato Dentro",NA,NA,NA,NA,NA,"60318","auto",NA,NA,NA,NA,NA
"55","2020-12-11 11:44:24-03","UFMG","BHCB","71559","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.",NA,"Lombardi, JA; et al.","4872","2002","06","14","Southern America","Brasil","Minas Gerais","P.E. do Rio Preto, do alojamento a Cachoeira dos C","-43.3908004760742","-18.0041999816895",NA,NA,NA,"Beira de água, terreno úmido. Erva, flores salmão.",NA,NA,"São Gonçalo do Rio Preto",NA,NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA
"56","2020-12-11 11:44:24-03","UFMG","BHCB","64292","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.",NA,"Barreto, HLM","4885","1934","05","06","Southern America","Brasil","Minas Gerais","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,NA,"Pouco frequente. Flor rósea, herbácea 0,25.; Campo","BHCB043457","BHCB043457","Caeté",NA,NA,NA,"2005","08","22051","auto",NA,NA,NA,NA,NA
"57","2020-12-11 11:44:24-03","UFMG","BHCB","68087","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.",NA,"Vasconcelos, MF de","s.n.","2000","03","22","Southern America","Brasil","Minas Gerais","Serra do Caraça","-43.4075012207031","-20.0746994018555","1250","1250",NA,"Planta coletada em borda de mata; erva terrestre; flores vermelhas.",NA,NA,"Catas Altas",NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA
"58","2020-12-11 11:44:24-03","UFMG","BHCB","64065","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.",NA,"Barreto, HLM","4887","1933","04","19","Southern America","Brasil","Minas Gerais","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"herbácea 0,30m, baixa frequência; Em pedras na mata;","BHCB043458","BHCB043458","Santa Bárbara",NA,NA,NA,"2005","08","33136","auto",NA,NA,NA,NA,NA
"59","2015-08-13 05:50:00-03","MO","MOBOT","2816835","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","ionoglossa","Cleistes ionoglossa","Hoehne & Schltr.",NA,"R.M. Harley","Harley 20803","1980","3","23","South America","Brazil","Bahia","Serra do Sincorá. W of Barra da Estiva on the road to Jussiape. Low grassland with scattered woodland & small streams on white quartzite soils, with occasional sandstone ridges. This plant growing on slopes of sandstone ridge.","-41.41666","-13.66666","1000.00000000","1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-07-10 09:48:15-03","MBML","MBML-HERBARIO","16317",NA,"Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","E.R. Pansarin/20-01-2009","C. N. de Fraga","174","1995","05","01",NA,"Brasil","Espírito Santo","Parque Estadual Paulo César Vinha","-40.422222","-20.605278",NA,NA,NA,"Formação de restinga aberta de Ericaceae. Terrestre, folhas verdes avermelhadas, flores com sépalas e pétalas lilás, labelo lilás com calo branco.","MBML016317","MBML016317","Guarapari",NA,"40W25'20","20S36'19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-10 09:48:15-03","MBML","MBML-HERBARIO","16318",NA,"Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","E.R. Pansarin/20-01-2009","C. N. de Fraga","618","2000","04","03",NA,"Brasil","Espírito Santo","Parque Estadual Paulo César Vinha","-40.422222","-20.605278",NA,NA,NA,"Formação de restinga aberta de Ericacea. Terrestre, folhas verdes avermelhadas, flores com sépalas e pétalas lilás, labelo lilás com calo branco.","MBML016318","MBML016318","Guarapari",NA,"40W25'20","20S36'19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-09-12 05:00:02-03","US","US","2706906","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cleistes","gracilis","Cleistes gracilis",NA,NA,"G. Hatschbach","21211","1969","3","6","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"US00319704","US00319704_01",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"63","2020-09-12 05:00:02-03","US","US","2646743","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cleistes","ionoglossa","Cleistes ionoglossa",NA,NA,"O. Handro","2032","1968","3","4","South America - Neotropics","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"US00319705","US00319705_01",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"64","2020-09-12 05:00:02-03","US","US","2625355","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cleistes","paulensis","Cleistes paulensis",NA,NA,"A. P. Duarte","9103","1965","2","16","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"US00319717","US00319717_01",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"65","2020-09-02 16:34:36-03","Cenargen","CEN","91913","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","E. R. Pansarin","Emerson Ricardo Pansarin","908","2002","01","24",NA,"Brasil","SP","Pedra Grande (datum Córrego Alegre).","-46.5499992370605","-23.1100006103516",NA,NA,"Exsicatas","Doação da Universidade de São Paulo - FFCLRP, Ribeirão Preto. Herbário SPFR.","CEN00091913","CEN00091913","ATIBAIA",NA,NA,NA,"2008",NA,"21675","auto",NA,NA,"1",NA,NA
"66","2020-09-02 16:34:36-03","Cenargen","CEN","91922","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","E. R. Pansarin","Emerson Ricardo Pansarin","1123","2003","04","16",NA,"Brasil","SP","Pedra Grande. (Datum Córrego Alegre).","-46.5499992370605","-23.1100006103516",NA,NA,"Exsicatas","Doação da Universidade de São Paulo - FFCLRP, Ribeirão Preto. Herbário SPFR.","CEN00091922","CEN00091922","ATIBAIA",NA,NA,NA,"2008",NA,"21675","auto",NA,NA,"1",NA,NA
"67","2020-09-02 16:34:36-03","Cenargen","CEN","113058","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","J. A. N. Batista","João Aguiar Nogueira Batista","3501","2018","02","01",NA,"Brasil","SP","Parque Nacional da Serra da Bocaína. Estrada para o parque.","-44.5699996948242","-22.6399993896484",NA,NA,"Exsicatas","Em plena floração. Sépalas lilázes; pétalas rosa com ápice arroxeado; labelo branco com estrias arroxeadas, lobo terminal roxo escuro, crista amarela. Ovário verde, coluna branco-roseada, antera roxo claro, estigma branco. Em barrancos a beira da estrada. Doação Herbário BHCB - Universidade Federal de Minas Gerais - BHCB 195274.","CEN00113058","CEN00113058","SAO JOSE DO BARREIRO",NA,NA,NA,"2018","02","30784","auto",NA,NA,"1",NA,NA
"68","2020-09-02 16:34:36-03","Cenargen","CEN","9609","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","ionoglossa","Cleistes ionoglossa","Hoehne & Schltr.","At Kew Garden","Lídio Coradin","6536","1983","07","05",NA,"Brasil","BA","Rodovia Brasília - Fortaleza (BR - 242), 8 km leste da entrada para Lençóis.",NA,NA,"830","830","Exsicatas",NA,"CEN00009609","CEN00009609","LENCOIS",NA,NA,NA,"1986","05",NA,NA,NA,NA,"3",NA,NA
"69","2021-03-25 13:53:02-03","UNIVILLE","JOI","10564","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr) Schltr.",NA,"Mancinelli, W.S.","844","2009","03","06",NA,"Brasil","Santa Catarina","Pico Garuva.","-48.8549995422363","-26.0266990661621",NA,NA,NA,"; HABITO: terrícola; TIPO VEGETACIONAL: Floresta Ombrófila Densa Montana","JOI010564",NA,"Garuva",NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA
"70","2021-03-25 13:53:02-03","UNIVILLE","JOI","15238","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr) Schltr.","Mancinelli, W. S.","Mancinelli, W.S.",NA,"2009","03","06",NA,"Brasil","Santa Catarina","Morro Jurapê.","-48.8456001281738","-26.3043994903564","100","100",NA,"Número de coleta: 844-B / coletada e cultivada; HABITO: erva terrícola","JOI015238",NA,"Joinville",NA,NA,NA,"2009","03","37150","auto","06",NA,NA,NA,NA
"71","2019-07-09 12:44:30-03","F","FMNH-SEEDPLANTS","V0435950F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Cleistes","ionoglossa","Cleistes ionoglossa",NA,NA,"F. C. Hoehne","5356","1921","3","7","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0435950F","V0435950F_01",NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-07-09 12:46:51-03","F","FMNH-SEEDPLANTS","V0435962F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Cleistes","paulensis","Cleistes paulensis",NA,"RRC ID Flag","H. S. Irwin & R. Reis dos Santos","22378","1969","1","21","South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"V0435962F","V0435962F_01 V0435962F_02",NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,"22378",NA,NA,NA
"73","2020-04-29 16:30:32-03","UFVJM","HDJF","1713","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","Schltr.","Otoni, TJO; Oliveira, PA","Otoni, TJO","44","2013","03","06","Southern America","Brasil","Minas Gerais","Campus JK (UFVJM), próximo ao lixão desativado de Diamantina","-43.566111","-18.203889",NA,NA,NA,NA,"HDJF001713","HDJF001713_01","Diamantina",NA,"-43.566111","-18.203889","2013","05",NA,NA,"28",NA,NA,NA,NA
"74","2021-02-12 15:02:22-03","UFSCar","SPSC","7345","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr) Schltr.","A.W.C. Ferreira","A.W.C. Ferreira",NA,"2003","02","09",NA,"Brasil","São Paulo","Saída 133 BR-369 . Estrada de terra para Ribeirao Bonito (sentido Dourado)",NA,NA,NA,NA,NA,"Brejo",NA,NA,"Brotas",NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-01 15:15:16-03","UnB","UB","181793","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cleistes","paulensis","Cleistes paulensis","(Schltr.) Schltr.","Pabst, G","Irwin, HS; Santos, RR; Souza, R; Fonseca, SF","22350","1969","01","21","Southern America","Brasil","Minas Gerais","Ca. 20km SW of Diamantina","-43.6002998352051","-18.2493991851807","1300","1300",NA,"Terrestrial, simple, to ca. 75cm tall. Perianth dull red-violet, the labellum white fringed with magenta; Cerrado on steep rocky slopes with thin gravelly soil","UB0015860","UB0015860","Diamantina",NA,NA,NA,"1975","01","101169","auto","29",NA,NA,NA,NA
"76","2021-02-23 13:22:55-03","MN","R-TIPOS","13832","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb. Rodr.) Schltr.","Pansarin, E.R.","Gehrt, A. [Hoehne, F.C.]","5356","1921","03","07",NA,"Brasil","São Paulo","Estação Biologica",NA,NA,NA,NA,NA,NA,"R000013832","R000013832_001 R000013832_002","Alto da Serra",NA,NA,NA,"2005","05",NA,NA,NA,NA,NA,"Isotypus de Cleistes ionoglossa Hoehne & Schltr.",NA
"77","2021-03-04 15:42:04-03","IF","SPSF","39454","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb. Rodr.) Schltr.","F. de Barros","C. de Moura & O. T. Aguiar & F. A. R. D. P. Arzolla & F.E.S.P.Vilela","166","2008","02","28","América do Sul","Brasil","SP","Parque Estadual da Cantareira, Hortolândia","-46.536944","-23.365278","1177","1177",NA,"COLETA: Planta terrestre, flor lilás.;",NA,NA,"Mairiporã","Liliopsida",NA,NA,"2009","04",NA,NA,"29",NA,NA,NA,NA
"78","2019-11-21 10:13:02-03","IBt","SP","195353","S","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","Barros, F","Furlan, A; et al.","CFSC8335","1982","04","21",NA,"Brasil","Minas Gerais","Serra Talhada, Trilha em direção ao Retiro do Barbado, após a Fazenda do Sr. José Correia","-43.75","-18.85",NA,NA,NA,NA,NA,NA,"Congonhas do Norte",NA,"-43.75","-18.85","1984","11",NA,NA,"21",NA,NA,NA,NA
"79","2019-11-21 10:13:02-03","IBt","SP","303127","S","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","Pansarin, ER","Godoy, SAP; Hoch, AM; Palaria, C; Bellenzani, MLR","340","1995","02","13",NA,"Brasil","São Paulo","Parelheiros. Capivari, Fazenda da SABESP ao final da Estrada do Capivari. Trilha à direita da Casa Grande","-46.680278","-23.935556",NA,NA,NA,NA,NA,NA,"São Paulo",NA,"-46.680278","-23.935556","2005","02",NA,NA,NA,NA,NA,NA,NA
"80","2019-11-21 10:13:02-03","IBt","SP","415360","S","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","Pansarin, ER","Pansarin, ER; Mickeliunas, L","908","2002","01","24",NA,"Brasil","São Paulo","Pedra Grande","-46.55","-23.116667",NA,NA,NA,NA,NA,NA,"Atibaia",NA,"-46.55","-23.116667","2008",NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-21 10:13:02-03","IBt","SP","396700","S","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","Pensarin, ER","Pirani, JR; Fiaschi, P; Lima, LR; Cometti, JP","4586","2000","03","22",NA,"Brasil","Minas Gerais","Alto da Serra pela estrada do Barão, na saída da cidade rumo ao Rio Ventania, antes do Córrego Taiobeiras","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,NA,"Grão Mogol",NA,NA,NA,"2003","10","67219","auto",NA,NA,NA,NA,NA
"82","2019-11-21 10:13:02-03","IBt","SP","29005","S","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","Pansarin, ER","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"Ouro Preto",NA,NA,NA,"2002","09","44599","auto",NA,NA,NA,NA,NA
"83","2019-11-21 10:13:02-03","IBt","SP","57530","S","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","Pansarin, ER","Mello Barreto","4898","1933","04","18",NA,"Brasil","Minas Gerais","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,NA,"Santa Bárbara",NA,NA,NA,"2002","09","33136","auto",NA,NA,NA,NA,NA
"84","2019-11-21 10:13:02-03","IBt","SP","24236","S","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","Pansarin, ER","Spannagel, C","137-a","1929",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,NA,"Petrópolis",NA,NA,NA,"2002","09","36524","auto",NA,NA,NA,NA,NA
"85","2019-11-21 10:13:02-03","IBt","SP","232427","S","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","Pansarin, ER","Sakane, M","s.n.","1982","01","17",NA,"Brasil","São Paulo","Pedra do Baú","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"Campos do Jordão",NA,NA,NA,"2005","02","21048","auto",NA,NA,NA,NA,NA
"86","2019-11-21 10:13:02-03","IBt","SP","247966","S","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","Pansarin, ER","Barros, F","2268","1991","04","09",NA,"Brasil","São Paulo","Ilha do Cardoso, Pico do Cardoso","-47.9199981689453","-25.0100002288818","840","840",NA,NA,NA,NA,"Cananéia",NA,NA,NA,"2002","09","37574","auto",NA,NA,NA,NA,NA
"87","2019-11-21 10:13:02-03","IBt","SP","52612","S","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","Pansarin, ER","Kuehn, E; Kuhlmann, M","2359","1950","02","16",NA,"Brasil","São Paulo","Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,NA,"Salesópolis",NA,NA,NA,"2005","02","18032","auto",NA,NA,NA,NA,NA
"88","2019-11-21 10:13:02-03","IBt","SP","384848","S","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.",NA,"Vinhos, F; Rodrigues, VT","12","2004","04","24",NA,"Brasil","São Paulo","Morro da Petrobrás","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,NA,"Salesópolis",NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA
"89","2019-11-21 10:13:02-03","IBt","SP","5996","S","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","Pansarin, ER","Hoehne, FC","s.n.","1923","03","21",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,"Santo André",NA,NA,NA,"2002","10","27258","auto",NA,NA,NA,NA,NA
"90","2019-11-21 10:13:02-03","IBt","SP","29009","S","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","Pansarin, ER","Hoehne, FC","s.n.","1929","02","05",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,"Terrestre na mata rala",NA,NA,"Santo André",NA,NA,NA,"2002","10","27258","auto",NA,NA,NA,NA,NA
"91","2019-11-21 10:13:02-03","IBt","SP","170304","S","Plantae",NA,NA,"Orchidaceae","Cleistes","gracilis","Cleistes gracilis","(Barb.Rodr.) Schltr.","Pansarin, ER","Handro, O","2032","1968","03","04",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba, linha São Paulo-Santos","-46.5299987792969","-23.6599998474121",NA,NA,NA,"Terrestre na mata, flores alvas, extremidade das pétalas e lobo terminal do labelo purpurascentes",NA,NA,"Santo André",NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA
"92","2019-11-21 10:13:02-03","IBt","SP","318582","S","Plantae",NA,NA,"Orchidaceae","Cleistes","ionoglossa","Cleistes ionoglossa","Hoehne & Schltr.",NA,"Coradin, L; Pereira da Silva, G; Vieira, JGA; Souza, FB; Harley, R; Linington, S; Baker, R","6536","1983","07","05",NA,"Brasil","Bahia","Rodovia Brasília - Fortaleza (BR-242), 8 km oeste da estrada para Lençois","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,NA,"Lençóis",NA,NA,NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA
"93","2019-11-21 10:13:02-03","IBt","SP","185830","S","Plantae",NA,NA,"Orchidaceae","Cleistes","ionoglossa","Cleistes ionoglossa","Hoehne & Schltr.",NA,"Barros, F","800","1983","03","26",NA,"Brasil","São Paulo",NA,"-47.060001373291","-23.9300003051758",NA,NA,NA,NA,NA,NA,"Juquitiba",NA,NA,NA,NA,NA,"24559","auto",NA,NA,NA,NA,NA
"94","2019-11-21 10:13:02-03","IBt","SP","58657","S","Plantae",NA,NA,"Orchidaceae","Cleistes","ionoglossa","Cleistes ionoglossa","Hoehne & Schltr.","Handro, O","Kuhlmann, M","4364","1958","03","18",NA,"Brasil","São Paulo","Boracéia, próxima do rio Guaratuba","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,NA,"Salesópolis",NA,NA,NA,"1986","07","18032","auto",NA,NA,NA,NA,NA
"95","2019-11-21 10:13:02-03","IBt","SP","5356","S","Plantae",NA,NA,"Orchidaceae","Cleistes","ionoglossa","Cleistes ionoglossa","Hoehne & Schltr.","Hoehne, FC","Gehrt, A","s.n.","1921","03","07",NA,"Brasil","São Paulo","Alto da Serra, Estação Biológica","-46.5299987792969","-23.6599998474121",NA,NA,NA,"Mata, flores alvas, labelo roxo","SP001997","SP001997","Santo André",NA,NA,NA,"1926",NA,"27258","auto",NA,NA,NA,"Isotype",NA
"96","2019-11-21 10:13:02-03","IBt","SP","5356a","Extra","Plantae",NA,NA,"Orchidaceae","Cleistes","ionoglossa","Cleistes ionoglossa","Hoehne & Schltr.","Hoehne, FC","Gehrt, A","s.n.","1921","03","07",NA,"Brasil","São Paulo","Alto da Serra, Estação Biológica","-46.5299987792969","-23.6599998474121",NA,NA,NA,"Mata, flores alvas, labelo roxo","SP001998","SP001998","Santo André",NA,NA,NA,"1926",NA,"27258","auto",NA,NA,NA,"Isotype",NA
"97","2019-11-21 10:13:02-03","IBt","SP","276460","S","Plantae",NA,NA,"Orchidaceae","Cleistes","paulensis","Cleistes paulensis","(Schltr.) Schltr.","Martuscelli, P","Martuscelli, P","99","1985","03","03",NA,"Brasil","São Paulo","Sítio Irapuã, km 348,5 da BR-116","-47.4599990844727","-24.2800006866455",NA,NA,NA,NA,NA,NA,"Miracatu",NA,NA,NA,"1985",NA,"43974","auto",NA,NA,NA,NA,NA
"98","2019-11-21 10:13:44-03","IBt","SP","29007","S","Plantae",NA,NA,"Orchidaceae","Pogonia","paulensis","Pogonia paulensis","Schltr.","Schlechtler, R","Brade, AC","6230","1913","03","30",NA,"Brasil","São Paulo","Jaraguá, Campo no cume","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Flor róseo-alba, com pontuaþões violáceas","SP002399","SP002399","São Paulo",NA,NA,NA,"1922",NA,"53584","auto",NA,NA,NA,"Isotype",NA
