"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","individualCount","infraspecificEpithet","continentOcean","preparationType","relationshipType","relatedCatalogItem","class","fieldNumber"
"290","2021-02-12 15:01:57-03","UFSCar","SPSC","8445","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","F.A. Botoylin","F.A. Botoylin",NA,"2011","07","04","Brasil","São Paulo",NA,"BH-5MT.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flor amarela: fruto marrom;&nf;muitos estames;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2020-11-12 17:02:25-03","UEL","FUEL","39296","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","A.P.G. de Farias","Silva, JM; Abe, LM","2419","1998","08","20","Brasil","Paraná","Tunas do Paraná","Parque Estadual do Campinhos","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,NA,NA,"2003",NA,NA,"41885",NA,"auto","Tracheophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA
"292","2020-11-12 17:02:25-03","UEL","FUEL","8519","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Gaiotto, DF","Saito, EK","s.n.","1990","06","02","Brasil","São Paulo","Santa Cruz do Rio Pardo","Sítio Saito, Bairro Córrego Grande","-49.6300010681152","-22.8899993896484",NA,NA,NA,NA,NA,NA,"2004","11",NA,"43562",NA,"auto","Tracheophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA
"293","2019-11-01 15:13:17-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Kersten, R","Kersten, R; et al.","1059","2005","07","26","Paraguay",NA,NA,"Guairá, Villarica. Serra de Villarica",NA,NA,NA,NA,"200","200","UB0002606",NA,NA,NA,NA,NA,"Epífita; Floresta aluvial. Base da encosta. Floresta estacional semidecidual bastante alterada",NA,"Monocotyledonae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"294","2019-05-06 11:54:37-03","UFU","HUFU","4595","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia distachia","(Vell.) Mez",NA,"CCJ","48","1993","09","09","Brasil","São Paulo","Jundiaí","Serra do Japí, Trilha do Paraíso III.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"HUFU00025843","HUFU00025843",NA,NA,NA,"17840","Flores esverdeadas com ápice dos lacínios azulados e anteras amarelas.; Borda de mata, no chão.","auto",NA,NA,NA,"distachia",NA,NA,NA,NA,NA,NA
"295","2019-05-06 11:54:37-03","UFU","HUFU","10648","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Proença, S.L.","Romero, R.; Nakajima, J.N.; Zanini, E. & Simão, D.G.","3231","1995","11","22","Brasil","Minas Gerais","São Roque de Minas","Trilha para Cachoeira Casca D'Anta","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"HUFU00025848","HUFU00025848","1996","03","26","57119","Epífita, brácteas róseas. Tépalas com tubo everdeado, lacíneos azulados.; Interior de mata de encosta.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2019-05-06 11:54:37-03","UFU","HUFU","52811","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia distachia","(Vell.) Mez","Martinelli, G.","Krieger, L.","16679","1977","01","29","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"HUFU00025849","HUFU00025849","1980","04",NA,"17082","Epífita. Flores esverdeadas e pontas azuladas.","auto",NA,NA,NA,"distachia",NA,NA,NA,NA,NA,NA
"297","2019-05-06 11:54:37-03","UFU","HUFU","4590","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia distachia","(Vell.) Mez",NA,"CCJ","42","1993","09","09","Brasil","São Paulo","Jundiaí","Serra do Japí, Trilha do Paraíso III.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"HUFU00025847","HUFU00025847",NA,NA,NA,"17840","Flores com pétalas esverdeadas.; Borda de mata.","auto",NA,NA,NA,"distachia",NA,NA,NA,NA,NA,NA
"298","2019-05-06 11:54:37-03","UFU","HUFU","4591","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia distachia","(Vell.) Mez",NA,"CCJ","43","1993","09","09","Brasil","São Paulo","Jundiaí","Serra do Japí, Trilha do Paraíso III.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"HUFU00025846","HUFU00025846",NA,NA,NA,"17840","Flores com pétalas esverdeadas, lacínios azulados e anteras amarelas.; Borda de mata, no chão.","auto",NA,NA,NA,"distachia",NA,NA,NA,NA,NA,NA
"299","2019-05-06 11:54:37-03","UFU","HUFU","4596","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia distachia","(Vell.) Mez",NA,"CCJ","44","1993","09","09","Brasil","São Paulo","Jundiaí","Serra do Japí, Trilha do Paraíso III.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"HUFU00025844","HUFU00025844",NA,NA,NA,"17840","Flores esverdeadas, lacínios azulados e anteras amareladas.; Borda de mata, no chão.","auto",NA,NA,NA,"distachia",NA,NA,NA,NA,NA,NA
"300","2020-08-04 12:47:54-03","UFU","HUFU","4592","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia distachia","(Vell.) Mez","Arantes, A.A.A.","CCJ","45","1993","09","09","Brasil","São Paulo","Jundiaí","Serra do Japí, Trilha do Paraíso III.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"HUFU00025845","HUFU00025845","1993","09","15","17840","Flores esverdeadas com lacínios azulados e anteras amarelas.; Borda de mata, no chão.","auto",NA,NA,NA,"distachia",NA,NA,NA,NA,NA,NA
"301","2020-08-20 20:40:56-03","UFSC","FLOR","9709","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia concolor","Reitz","Falkenberg, D.B.","Falkenberg, D.B.","2520","1985","06","28","Brasil","Santa Catarina","Florianópolis","Próximo da Lagoa do Peri, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"20","20","FLOR0009709",NA,"1985",NA,NA,"27000","epífita, flor sépalas e pétalas verde-amareladas, brácteas rosadas","auto",NA,"Poales",NA,"concolor",NA,NA,NA,NA,NA,NA
"302","2020-08-20 20:40:56-03","UFSC","FLOR","4749","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia distachia",NA,"Smith, L.B.","Klein, R.M.; Bresolin, A.","7733","1968","05","25","Brasil","Santa Catarina","Florianópolis","Vargem Grande, Cachoeira do Bom Jesus, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"250","250","FLOR0004749",NA,"1968",NA,NA,"27000","epífito, flor esverdeada, ápice azulado","auto",NA,"Poales",NA,"distachia",NA,NA,NA,NA,NA,NA
"303","2020-08-20 14:58:50-03","UFSC","FLOR","55706","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Mello, A.S.","Mello, A.S.; Daltrini, C. & Aguiar, T.","481","2009","06","24","Brasil","Santa Catarina","Ilhota",NA,"-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,"FLOR0055706",NA,NA,NA,NA,"18275","epífita, fruto verde","auto",NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA
"304","2020-08-20 14:58:50-03","UFSC","FLOR","31290","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Hoeltgebaum, M.P.","Hoeltgebaum, M.P.","8FP","2002","04","22","Brasil","Santa Catarina","Ilhota","Parque Botânico do Morro do Baú.","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,"FLOR0031290",NA,NA,NA,NA,"18275","epífita","auto",NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA
"305","2020-08-20 14:58:50-03","UFSC","FLOR","55703","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Mello, A.S.","Mello, A.S.; Daltrini, C. & Aguiar, T.","261","2009","04","23","Brasil","Santa Catarina","Itapema","Praia Grossa.","-48.611400604248","-27.0902996063232",NA,NA,"60","60","FLOR0055703",NA,NA,NA,NA,"9090","epífita de flores azuis e amarelas","auto",NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA
"306","2020-08-20 14:58:50-03","UFSC","FLOR","55566","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Mello, A.S.","Prata, A.P.; Mello, A.S.; Vitta, F.A.; Daltrini, C.; Konno, T. & Aguiar, T.","255",NA,NA,NA,"Brasil","Santa Catarina","Itapema","São Paulinho.","-48.611400604248","-27.0902996063232",NA,NA,NA,NA,"FLOR0055566",NA,NA,NA,NA,"9090","epífita, pétalas claras, brácteas vermelhas, inflorescência simples","auto",NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA
"307","2020-08-20 20:40:56-03","UFSC","FLOR","61390","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Mello, A.S.","Mello, A.S.; Daltrini, C. & Aguiar, T.","255","2009","07","06","Brasil","Santa Catarina","Itapema","São Paulinho.","-48.611400604248","-27.0902996063232",NA,NA,NA,NA,"FLOR0061390",NA,"2009",NA,NA,"9090","epífita, pétalas claras, brácteas vermelhas, inflorescência simples","auto",NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA
"308","2020-08-20 20:40:56-03","UFSC","FLOR","57569","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Bourscheid, K.","Equipe Acaraú","868","2006","08","01","Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656",NA,NA,"10","10","FLOR0057569",NA,"2006",NA,NA,"37616","epífita, fruto imaturo e verde","auto",NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA
"309","2021-03-04 15:41:57-03","IF","SPSF","38537","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","J.B.Baitello","J. B. Baitello & R.Cielo-Filho & M. T. Z. Toniato & C. R. Lima","1854","2007","07","25","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema","-48.745833","-23.538333",NA,NA,"630","630",NA,NA,"2007","11","07",NA,"COLETA: Brácteas róseas em tronco caido.; GEOGRAFIA: Trilha Ribeirão Santa Helena 2.;",NA,"Magnoliophyta","Bromeliales",NA,NA,"América do Sul",NA,NA,NA,"Liliopsida",NA
"310","2021-03-04 15:41:57-03","IF","SPSF","38676","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","J.B.Baitello","C. R. Lima & O. T. Aguiar & J. B. Baitello","42","2007","08","29","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema","-48.731389","-23.524167",NA,NA,"630","630",NA,NA,"2007","11","08",NA,"COLETA: Flores tubulosas, calice ligeiramente crenado na base, tubo corola é verde com pontos azulados e estames amarelo dourado e bracteas vinosas.; GEOGRAFIA: Trilha 3.;",NA,"Magnoliophyta","Bromeliales",NA,NA,"América do Sul",NA,NA,NA,"Liliopsida",NA
"311","2021-03-04 15:41:57-03","IF","SPSF","41132","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","R.Cielo-Filho","C.R.Lima & J.B.Baitello & R.Cielo-Filho","131","2008","11","25","Brasil","SP","Itapeva","Estação Ecológica","-49.068056","-24.080833",NA,NA,"750","750",NA,NA,"2008","12","30",NA,"COLETA: Epífita, brácteas vermelhas, estames amarelos, tépalas com as extremidades azuis.; GEOGRAFIA: trilha do rio Pirituba.;",NA,"Magnoliophyta","Bromeliales",NA,NA,"América do Sul",NA,NA,NA,"Liliopsida",NA
"312","2021-03-04 15:41:57-03","IF","SPSF","42197","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","M.G.L.Wanderley","C.R.Lima & R.Cielo-Filho & O.T. Aguiar","230","2009","07","30","Brasil","SP","Itapeva","Estação Experimental","-49.051111","-24.0625",NA,NA,"700","700",NA,NA,"2010","03","26",NA,"GEOGRAFIA: Trilha dos TrÊs Pinheiros.;",NA,"Magnoliophyta","Bromeliales",NA,NA,"América do Sul",NA,NA,NA,"Liliopsida",NA
"313","2021-03-04 15:41:57-03","IF","SPSF","50691","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","((Vell.) Mez)","A. Maruyama","A. Maruyama & L. Cicco","68","2015","09","27","Brasil","SP","Mairiporã",NA,"-46.611667","-23.370556",NA,NA,"917","917",NA,NA,"2015","09","27",NA,"COLETA: Herbácea ca. 50,0 cm de altura. Flores azuis e rosa.; GEOGRAFIA: Floresta Ombrófila Densa;",NA,"Magnoliophyta","Bromeliales",NA,NA,"América do Sul",NA,NA,NA,"Liliopsida",NA
"314","2021-03-04 15:41:57-03","IF","SPSF","43885","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","((Vell.) Mez)","G.A.D.C. Franco","R.Cielo-Filho & N.O.Costa & J.B.Baitello","1101","2010","06","30","Brasil","SP","Itapeva","Estação Experimental","-48.07","-24.062222",NA,NA,NA,NA,NA,NA,"2010","08","09",NA,"COLETA: Epífita, brácteas róseas, flores creme com as pontas das tépalas azuladas, antéras amarelas.; GEOGRAFIA: Trilha do Poço da Peroba-Mata.;",NA,"Magnoliophyta","Bromeliales",NA,NA,"América do Sul",NA,NA,NA,"Liliopsida",NA
"315","2021-03-04 15:41:57-03","IF","SPSF","08357","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia",NA,"M.G.L.Wanderley","D.Moreira",NA,"1982","07","24","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"2007","10","31","21048","COLETA: XLS: SPSFAntigo&nf;Mata latifiliada com araucaria e podocarpo;","auto","Magnoliophyta","Bromeliales",NA,NA,"América do Sul",NA,NA,NA,"Liliopsida",NA
"316","2021-03-04 15:41:57-03","IF","SPSF","22770","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia",NA,NA,"V.C.Souza","4052","1993","09","06","Brasil","SP","Itararé","mata de altitude","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729","COLETA: XLS: SPSFAntigo;","auto","Magnoliophyta","Bromeliales",NA,NA,"América do Sul",NA,NA,NA,"Liliopsida",NA
"317","2021-03-04 15:41:57-03","IF","SPSF","01886","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia",NA,"M.G.L.Wanderley","D.Bento Pickel",NA,"1943","10","25","Brasil","SP","São Paulo","Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2007","10","31","53584","COLETA: XLS: SPSFAntigo;","auto","Magnoliophyta","Bromeliales",NA,NA,"América do Sul",NA,NA,NA,"Liliopsida",NA
"318","2017-09-11 17:09:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Regnell, AF","l438",NA,NA,NA,"?",NA,NA,"et loco non indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2017-09-11 17:09:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Glaziou, AFM","13255",NA,NA,NA,"?",NA,NA,"et loco non indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2017-09-11 17:09:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Regnell, AF","l18261",NA,NA,NA,"?",NA,NA,"et loco non indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floret Julio. (V. s. spontaneam in herb. Berol. et Warming., nec non e caldario Morreniano sub nomine B. Bakeri var. elata cultam in herb. Leod.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2017-09-11 17:09:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Sellow, F","1310",NA,NA,NA,"Brazil","Minas Gerais",NA,"Minas Geraes ad Paxaobiba (mihi ignot.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"322","2017-09-11 17:09:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Glaziou, AFM","12227",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in Brasiliae australis prov. Rio de Janeiro ad S. Christovão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"323","2020-03-04 16:03:56-03","UNESP-IS","HISA","6349","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Proença,S.L","Lima, A.M","18","1998","08","31","Brasil","São Paulo","Ilha Solteira","Próximo de rodovia","-51.340278","-20.430556","51W20'25","20S25'50",NA,NA,NA,NA,"1998","10","23",NA,"Cultivada.Herbácea, ca 50cm, flores amarelo esverdeadas com estames amarelos.",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,"Liliopsida",NA
"324","2020-05-20 18:18:26-03","UFMT","CNMT","4733","S","Plantae","Bromeliaceae","Billbergia","cf. distachia","Billbergia cf. distachia","(Vell.) Mez","Cadorin, T.J.","Cadorin, T.J.; Grosch, B.; Lopes, C.P.","3085","2010","07","13","Brasil","Santa Catarina","Blumenau","Área Virgem PNSI","-49.139167","-27.096944","49°08'21W","27°05'49S","660","660","CNMT004733",NA,"2010","07","13",NA,"FlorSeca com início do desenvolvimento do fruto.Doação Herbário Dr. Roberto Miguel Klein - FURB 28190",NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2019-10-04 16:06:56-03","MCN-FZBRS","HAS","30822","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia var. straussiana","(Vell.) Mez",NA,"Strehl, T.","1002","1988","06",NA,"Brasil","Rio Grande do Sul",NA,"não especificado.",NA,NA,NA,NA,NA,NA,"HAS0030822",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"var. straussiana",NA,NA,NA,NA,NA,NA
"326","2019-10-04 16:06:56-03","MCN-FZBRS","HAS","14735","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Strehl, T.","436","1982","08",NA,"Brasil",NA,NA,"sem procedência,",NA,NA,NA,NA,NA,NA,"HAS0014735",NA,NA,NA,NA,NA,"Floresceu no JB. Hábito em roseta, infl. paniculada pendente. Flor verde, ponta das sépalas azuis. Margem da folha serreada. Base da folha arroxeada. Floresceu em maio e setembro.",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2019-10-04 16:06:56-03","MCN-FZBRS","HAS","31626","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Strehl, T.","982","1989","10",NA,"Brasil",NA,NA,"não especificado,",NA,NA,NA,NA,NA,NA,"HAS0031626",NA,NA,NA,NA,NA,"bromélia",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2019-10-04 16:06:56-03","MCN-FZBRS","HAS","30823","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia var. concolor","(Vell.) Mez",NA,"Strehl, T.","1003","1988","09",NA,"Brasil","Rio Grande do Sul",NA,"sem procedência.",NA,NA,NA,NA,NA,NA,"HAS0030823",NA,NA,NA,NA,NA,"bromélia",NA,"Magnoliophyta",NA,NA,"var. concolor",NA,NA,NA,NA,NA,NA
"329","2019-10-04 16:06:56-03","MCN-FZBRS","HAS","14744","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia var. distachia","(Vell.) Mez.","Strehl, T.","Strehl, T.","438","1982","08",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Jardim Botânico.","-51.178068","-30.051692","-51,178068","-30,051692","53","53","HAS0014744",NA,NA,NA,NA,NA,"No bromeliário do Jardim Botânico.",NA,"Magnoliophyta",NA,NA,"var. distachia",NA,NA,NA,NA,NA,NA
"330","2019-10-04 16:06:56-03","MCN-FZBRS","HAS","71246","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Silveira, N.","11854","1994","05",NA,"Brasil","Paraná","Quatro Barras","no Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"HAS0071246",NA,NA,NA,NA,"17116","bromélia; epífito Flores verdes, com ápice da corola e cálice azul.","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2019-11-21 10:02:33-03","IBt","SP","253983","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Wanderley, MGL","Buzato, S; Sazima, M","26842","1992","09","20","Brasil","São Paulo","Campos do Jordão","Horto Florestal de Campos do Jordão","-45.5","-22.75","-45.5","-22.75",NA,NA,"SP051094","SP051094","1992","07","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2019-11-21 10:02:33-03","IBt","SP","277751","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Wanderley, MGL","Tamashiro, JY; et al.","1303","1995","06","15","Brasil","São Paulo","Itaberá","Reserva Ecológica de Itaberá","-49.137333","-23.844389","-49.137333","-23.844389",NA,NA,"SP051100","SP051100","2007","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2019-11-21 10:02:33-03","IBt","SP","277752","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Wanderley, MGL","Tamashiro, JY; et al.","1325","1995","06","15","Brasil","São Paulo","Itapeva","Estação Experimental de Itapeva. Engenheiro Maia.","-49.072","-24.078611","-49.072","-24.078611",NA,NA,"SP051102","SP051102","2007","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2019-11-21 10:02:33-03","IBt","SP","299616","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Proença, SL","Árbocz, GF; et al.","2716","1996","05","23","Brasil","São Paulo","Queluz","Margem do Rio das Cruzes.","-44.781667","-22.455556","-44.781667","-22.455556",NA,NA,NA,NA,"1997","06","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2019-11-21 10:02:33-03","IBt","SP","320498","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Wanderley, MGL","Souza, VC; et al.","4052","1993","09",NA,"Brasil","São Paulo","Itararé","Fazenda São Nicolau.","-49.15","-24.266667","-49.15","-24.266667","1200","1200","SP051091","SP051091","2007","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2019-11-21 10:02:33-03","IBt","SP","347433","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Sousa, GM","Costa, CB; et al.","442","2000","12","06","Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão, Região de São José dos Alpes, Trilha Celestina.","-45.471111","-22.685","-45.471111","-22.685","1900","1900",NA,NA,"2001","02","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2019-11-21 10:02:33-03","IBt","SP","404825","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Wanderley, MGL","Meireles, LD; Nunes, JA; Egea, MM","2082","2005","10","02","Brasil","Minas Gerais","Passa Quatro","Sertão dos Martins.","-45.076028","-22.4645","-45.076028","-22.4645","1525","1525","SP051108","SP051108","2008","05","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2019-11-21 10:02:33-03","IBt","SP","41449","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Wanderley, MGL","Kuhlmann, M","s.n.","1939","08","24","Brasil","São Paulo",NA,"Cotia-Una.",NA,NA,NA,NA,NA,NA,"SP051086","SP051086","2007","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2019-11-21 10:02:33-03","IBt","SP","370295","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Moreira, BA","Moreira, BA; Martins, SE","250","2004","07","01","Brasil","Minas Gerais","Delfim Moreira","Estrada da Barreira - São Francisco dos Campos do Jordão.","-45.2799987792969","-22.5091991424561",NA,NA,"1600","1600","SP051109","SP051109","2004","07",NA,"20219",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2019-11-21 10:02:33-03","IBt","SP","396358","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Monteiro, RF","Monteiro, RF; et al.","26","2004","02","05","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Borda da mata ao lado da estrada próxima a ponta do Parque.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"SP051093","SP051093","2004","09",NA,"30417",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2019-11-21 10:02:33-03","IBt","SP","402718","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Trindade Lima, T","Trindade Lima, T","258","2006","06","03","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"SP051095","SP051095","2006","10",NA,"20815",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2019-11-21 10:02:33-03","IBt","SP","41619","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Smith, LB","Kuhlmann, M","s.n.","1939","09","02","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"SP051083","SP051083",NA,NA,NA,"25180",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
