"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","individualCount","infraspecificEpithet","continentOcean","preparationType","relationshipType","relatedCatalogItem","class","fieldNumber"
"94","2019-11-21 14:32:45-03","UFJF","CESJ","24190","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","L.M. Versieux","S.M.S. Verardo","s.n.","1989","09",NA,"Brasil","Minas Gerais","Juiz de Fora","Pirapitinga","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ024190",NA,"2003","09","03","36144",NA,"auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"95","2020-06-30 18:32:06-03","UFJF","CESJ","9277","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","R.F.Monteiro","L. Krieger; et al.","CESJ9277","1970","09","27","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ009277",NA,"2006","08","04","30417","No chão.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"96","2020-06-30 18:32:06-03","UFJF","CESJ","39338","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","L.M.Versieux, APGFaria","F.S. Araújo","233","2002","09","21","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ039338",NA,"2003","09","04","30417","Epífita em mata úmida, brácteas vermelhas, em início de frutificação.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"97","2020-06-30 18:32:06-03","UFJF","CESJ","26784","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","R.F.Monteiro","F.R.G. Salimena; et al.","s.n.,","1993","08","28","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ026784",NA,"2004","01",NA,"30417","No interior da mata terrestre, flores amarelas com lobos azulados.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"98","2019-11-21 14:32:45-03","UFJF","CESJ","54189","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","F.S. Souza","J.H.C. Ribeiro; F.S. Souza; J.A. Oliveira; J.M. Santana","184","2009","08","21","Brasil","Minas Gerais","Olaria","Serra Negra, Serrinha, Sítio do Rinaldo Degredo. Próximo à casa do Rinaldo.","-43.937198638916","-21.8607997894287",NA,NA,NA,NA,"CESJ054189",NA,"2009","08","22","15222","Erva terrestre na borda de mata. Bainha vermelha,brácteas do escapo e da inflorescência róseas, pétalas verdes com ápice azulado. Início de frutificação. 1110 m de altitude.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"99","2019-11-21 14:32:45-03","UFJF","CESJ","49316","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","T.M. Machado","A.S.M. Valente; P.O. Garcia","418","2006","10","02","Brasil","Minas Gerais","Rio Preto","Serra Negra, Mata acima da casa do Sr. Benedito, ca. 1000 m.s.m.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ049316",NA,"2008","10","01","20815","Epífita a menos de 1 m do solo. Inflorescência verde.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"100","2019-11-21 14:32:45-03","UFJF","CESJ","42732","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","V.R Almeida","C.N. Matozinhos; O.J. Bastos Neto; B.F.Mello; F.R.G. Salimena; P.H. Nobre","26","2004","08","20","Brasil","Minas Gerais","Rio Preto","Serra Negra, Vilarejo do Funil, cânion.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ042732",NA,"2004","08","31","20815","Epífita em local sombreado no interior do cânion, folhas com pontuações róseas, flores verdes com ápice das pétalas arroxeados, estames verdes, anteras amarelas, estigma verde.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"101","2019-11-21 14:32:45-03","UFJF","CESJ","180","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"L. Krieger","CESJ180","1942","07",NA,"Brasil","São Paulo","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"CESJ000180",NA,NA,NA,NA,"53584","Epífita, roseta, flores esverdeadas, com mácula azulada na extremidade das tépalas.","auto","Angiosperma",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA
"102","2021-03-01 16:19:02-03","UNICAMP","UEC","134006","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Kinoshita, LS; Fanton, JCM; Velloso, MAL; Badur, JB; Meireles, LD","04/77","2004","05","14","Brazil","Minas Gerais","Extrema","Serra do Lopo, Trilha para Pedra das Flores.","-46.326389","-22.890278","-46.326389","-22.890278","1600","1600","UEC076908","UEC076908",NA,NA,NA,NA,"Epífita, brácteas rosas, botões florais verdes com listas azuis.; Mata de altitude ao longo da trilha.",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-08-20 09:59:09-03","UNICAMP","UEC","138509","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Breier, TB","Breier, TB; Fernandes, H","1146","2003","06","10","Brazil","São Paulo","Serra da Bocaina",NA,NA,NA,NA,NA,NA,NA,"UEC043991","UEC043991","2004","09",NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-01 16:19:02-03","UNICAMP","UEC","6852","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Wanderley, MDGL","Toledo Filho, DV","9081","1978","05","29","Brazil","São Paulo","Amparo","Fazenda Cascata","-46.75","-22.7","-46.75","-22.7",NA,NA,"UEC043987","UEC043987","2007","10",NA,NA,"Margem da mata.",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-08-20 09:59:09-03","UNICAMP","UEC",NA,"S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez",NA,"Kinoshita, LS; Meireles, LD; Fanton, JCM; Velloso, MAL; Badur, JB","0477","2004","05","14","Brazil","Minas Gerais","Extrema","Serra do Lopo, Trilha para Pedra das Flo","-46.326389","-22.890278","-46.326389","-22.890278","1600","1600",NA,NA,NA,NA,NA,NA,"flor, Mata de altitude ao longo da trilha. Epífita, brácteas rosas, botões florais verdes com listas azuis.",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-08-20 09:59:09-03","UNICAMP","UEC","20432","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia concolor","Reitz","Proença, SL","Leitão Filho, HF","97","1980","09","01","Brazil","Minas Gerais","Poços de Caldas",NA,"-46.598056","-21.838889","-46.598056","-21.838889",NA,NA,"UEC043994","UEC043994","1996","05",NA,NA,"flor, Epífita; brácteas róseas; cálice e corola verdes. No interior de mata de encosta.",NA,"Liliopsida",NA,NA,"concolor",NA,NA,NA,NA,NA,NA
"107","2019-08-20 09:59:09-03","UNICAMP","UEC","120337","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Wanderley, MDGL","Meireles, LD","432","2001","06","30","Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"UEC087206","UEC087206","2001","08",NA,"22140","Epífita, escapo com brácteas róseas, flores verdes, pétalas e sépalas azuis no ápice.","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-08-20 09:59:09-03","UNICAMP","UEC","75959","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia distachia","(Vell.) Mez",NA,"Silva, JM; Barbosa, E","1344","1994","07","21","Brazil","Paraná","Paranaguá","Ipanema","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC043983","UEC043983",NA,NA,NA,"24916","flor, Brácteas vermelhas, flor creme esverdeada. Restinga. Altura: 3m","auto","Liliopsida",NA,NA,"distachia",NA,NA,NA,NA,NA,NA
"109","2019-08-20 09:59:09-03","UNICAMP","UEC","75942","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Coffani-Nunes, JV","Oliveira, PI","550","1982","06","15","Brazil","Paraná","São José dos Pinhais","Col. Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"UEC043993","UEC043993","2001","06",NA,"45291","flor, Flor esverdeada, ápice lilás. Epífita de mata.","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-08-20 09:59:09-03","UNICAMP","UEC","138510","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Breier, TB","Breier, TB; Bahrami, AK","838","2003","01","07","Brazil","São Paulo","Assis","Estação Ecológica Assis, Trilha da Parcela","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"UEC043992","UEC043992","2004","09",NA,"23972",NA,"auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-08-20 09:59:09-03","UNICAMP","UEC","140604","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Breier, TB","Breier, TB","1295","2005","06","18","Brazil","São Paulo","Atibaia","Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"UEC005080","UEC005080",NA,NA,NA,"21675",NA,"auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-01 16:19:02-03","UNICAMP","UEC","62920","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Wanderley, MDGL","Bernacci, LC; et al.","28398",NA,NA,NA,"Brazil","São Paulo","Atibaia","Parque Municipal da Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,"900","1400","UEC043986","UEC043986","2007","10",NA,"21675","Erva de epífita a terrícola, nesta ordem de preferência. Ca. de 30 cm de alt. Flores esverdeadas com o ápice das sépalas e estigma arroxeado e bracter rosada.; Mata Mesófila de Altitude com afloramentos rochosos no interior ou expostos","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-01 16:19:02-03","UNICAMP","UEC","48730","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Wanderley, MDGL","Hutchison, PC; Páffaro, JL","8938","1985","08","22","Brazil","São Paulo","Atibaia","Pedra Grande","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"UEC043984","UEC043984","2007","10",NA,"21675","Epiphytic. Petals green, tepals blue tipped, bracts pale pink as is the rachis. Anthers golden. Leaves grey-green. Photos.","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:19:02-03","UNICAMP","UEC","6789","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Wanderley, MDGL","Martins, FR; Barros, RC","8218","1978","08","03","Brazil","São Paulo","Campinas","Barão de Geraldo, Fazenda Santa Genebra - Unicamp","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC043990","UEC043990","2007","10",NA,"23900","Erva terrestre do interior da mata. Brácteas rosas, flores verdes.","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-01 16:19:02-03","UNICAMP","UEC","59278","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Wanderley, MDGL","Buzato, S; Sazima, M","26842","1992","09","20","Brazil","São Paulo","Campos do Jordão","Horto Florestal Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"UEC043985","UEC043985","2007","10",NA,"21048","Epífita. Flores de coloração esverdeada, brácteas cor de rosa.; Interior da mata.","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-01 16:19:02-03","UNICAMP","UEC","6790","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Wanderley, MDGL","Souza, HM","8361","1978","08",NA,"Brazil","São Paulo","Mogi Guaçu","Fazenda Campininha","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"UEC043996","UEC043996","2007","10",NA,"39309","Bromeliaceae de mata.","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-01 16:19:02-03","UNICAMP","UEC","28812","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Wanderley, MDGL","Vieira, AOS; Lopes, BC; Moraes, HC","13018","1981","07","15","Brazil","São Paulo","Mogi Guaçu","Fazenda Campininha","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"UEC043989","UEC043989","2007","10",NA,"39309","Planta com ca. 0,75m. Brácteas rosa escuro. Flores verdes com a ponta das pétalas e sépalas azuis.; Interior da mata.","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-01 16:19:02-03","UNICAMP","UEC","6846","S","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Wanderley, MDGL","Davis, PH; Sakane, M; et al.","D60461","1976","09","02","Brazil","São Paulo","São Paulo","Instituto Botânico, Near São Paulo.","-46.6300010681152","-23.5400009155273",NA,NA,"750","750","UEC043988","UEC043988","2007","10",NA,"53584","Inflorescense pink. Perianth green, dark-blue tipped. &nf;Brácteas do escarpo cobertas de escamas adpressas, pétalas com manchas azuis só no ápice.; Semi-deciduous forest. On ground.","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-05 16:46:27-03","UFOP","OUPR","26583","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Antônio-Silva, L.","Antônio-Silva, L.; Lucon, T.","340","2011","08","05","Brasil","Minas Gerais","Doresópolis","Sobre afloramento calcário. Cerrado - Mata seca de Pains","-45.9033012390137","-20.2868995666504",NA,NA,"722","722",NA,NA,"2012","08","29","10588","Erva epífita ou saxícola de aprox. 40cm de altura. Flor com 3 pétalas verdes com ápice azulado. Estames verdes e anteras amarelas. Escapo róseo, brácteas escapais réseas e sépalas verdes com ápice azulado","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-10-14 10:00:04-03","FURB","FURB","13973","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Rodrigues, AV","Stival-Santos, A.; Silveira, S.","794","2009","08","13","Brasil","Santa Catarina","Angelina",NA,"-48.9355555","-27.5363889","-48.9355555","-27.5363889","517","517","FURB19418","FURB19418","2010","08","10",NA,"Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; beira da estrada Habito: epífita; flor bráctea rosada, flores verdes e estames amarelos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-14 10:00:04-03","FURB","FURB","13974","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Rodrigues, AV","Stival-Santos, A.; Silveira, S.","783","2009","08","11","Brasil","Santa Catarina","Águas Mornas","Próximo ao Rio dos Porcos.","-48.9644444","-27.8027778","-48.9644444","-27.8027778","409","409","FURB01123","FURB01123","2010","08","10",NA,"Coleta Extra IFFSC (Epífita), flores verdes e estames amarelos Habitat: Floresta Ombrófila Densa; beira da estrada Habito: epífita; flor bráctea rosada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 10:00:04-03","FURB","FURB","14210","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Cadorin, TJ","Korte, A.; Kniess, A.","309","2009","09","24","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","526","526","FURB19406","FURB19406","2009","11","11",NA,"Florística IFFSC 466 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-10-14 10:00:04-03","FURB","FURB","14413","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Rodrigues, AV","Gasper, A.L. de; Cadorin, T.J. & Schmitt, J.","2330","2009","09","14","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","249","249","FURB19407","FURB19407","2010","07","22",NA,"Florística IFFSC e8001a (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento em mata ciliar Habito: epífita; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-10-14 10:00:04-03","FURB","FURB","15188","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Cadorin, TJ","Cadorin, T.J.; Schimitt, J.L. & Caglioni, E.","185","2009","10","09","Brasil","Santa Catarina","Taió","Passo Manso, Fazenda Tarumã.","-50.1294445","-27.0002778","-50.1294445","-27.0002778","812","812","FURB19412","FURB19412","2009","10","09",NA,"Epífita IFFSC e625a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de Cyathea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-10-14 10:00:04-03","FURB","FURB","15379","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Cadorin, TJ","Gasper, A.L. de; Cadorin, T.J. & Schmitt, J.","2441","2009","09","30","Brasil","Santa Catarina","Garuva","Sol Nascente.","-48.7272223","-26.055","-48.7272223","-26.0550000","13","13","FURB19405","FURB19405","2009","11","11",NA,"Florística IFFSC e8000a (Erva Terrícola) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: erva terrícola; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-10-14 10:00:04-03","FURB","FURB","15380","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Cadorin, TJ","Korte, A.; Kniess, A.","632","2009","10","21","Brasil","Santa Catarina","Vidal Ramos","Águas Frias.","-49.4105556","-27.3605556","-49.4105556","-27.3605556","895","895","FURB19404","FURB19404","2009","11","11",NA,"Florística IFFSC 422 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: flor bráctea rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-08 08:50:40-03","FURB","FURB","16688","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Cadorin, TJ","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","275","2009","10","28","Brasil","Santa Catarina","Angelina",NA,"-49.05","-27.45","-49.0500000","-27.4500000","822","822","FURB19411","FURB19411","2009","10","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-10-14 10:00:04-03","FURB","FURB","23993","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Cadorin, TJ","Korte, A.; Kniess, A.","2651","2010","04","09","Brasil","Santa Catarina","Presidente Getúlio","Santa Rita.","-49.7705556","-27.0902777","-49.7705556","-27.0902777","516","516","FURB19410","FURB19410","2010","04","29",NA,"Florística IFFSC 571 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: epífita; flor inflorescência rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-10-14 10:00:04-03","FURB","FURB","23998","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Cadorin, TJ","Stival-Santos, A.; Silveira, S.","2321","2010","04","03","Brasil","Santa Catarina","Doutor Pedrinho","Benedito Alto - Cachoeira Véu da Noiva.","-49.4825","-26.7058333","-49.4825000","-26.7058333","651","651","FURB19409","FURB19409","2010","04","29",NA,"Florística IFFSC as9 (Epífita) Habitat: Floresta Ombrófila Densa; próximo a cachoeira Habito: epífita; flor brácteas rosa com verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-08 08:50:40-03","FURB","FURB","24960","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Cadorin, TJ","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","2039","2010","05","06","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576","FURB19408","FURB19408","2010","05","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-10-14 10:00:04-03","FURB","FURB","26761","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Cadorin, TJ","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2479","2010","05","29","Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","-49.1400000","-26.2800000","770","770","FURB19425","FURB19425","2010","05","29",NA,"Florística IFFSC e1025b (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-10-14 10:00:04-03","FURB","FURB","27337","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Costa, A","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2906","2010","06","30","Brasil","Santa Catarina","Porto Belo","Margem da BR 101.","-48.6019444","-27.1494444","-48.6019444","-27.1494444","6","6","FURB19401","FURB19401","2011","10","03",NA,"Epífita IFFSC e8002c (Abaixo de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde; flor botão floral rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-10-14 10:00:04-03","FURB","FURB","28125","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Bonnet, A","Korte, A.; Kniess, A.","3283","2010","05","19","Brasil","Santa Catarina","Apiúna","Ribeirão Vinte.","-49.4108333","-27.09","-49.4108333","-27.0900000","333","333","FURB19421","FURB19421","2010","08","25",NA,"Florística IFFSC 575 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-10-14 10:00:04-03","FURB","FURB","28131","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Bonnet, A","Korte, A.; Kniess, A.","3348","2010","05","21","Brasil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí.","-49.2308334","-27.09","-49.2308334","-27.0900000","601","601","FURB19422","FURB19422","2010","08","25",NA,"Florística IFFSC 577 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor brácteas rosas, e flor branca e verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-10-14 10:00:04-03","FURB","FURB","28183","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Costa, A","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2859","2010","06","30","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","249","249","FURB19402","FURB19402","2011","10","03",NA,"Florística IFFSC e8001c (Epífita), forófito 10. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-10-14 10:00:04-03","FURB","FURB","28188","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Costa, A","Stival-Santos, A.; Meyer, D. & Silveira, S.","3281","2010","07","11","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Guarda do Cubatão.","-48.69","-27.72","-48.6900000","-27.7200000","108","108","FURB19398","FURB19398","2011","10","03",NA,"Florística IFFSC 287 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: erva terrícola; flor bráctea rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-10-14 10:00:04-03","FURB","FURB","28189","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Costa, A","Dreveck, S.","2300","2010","07","06","Brasil","Santa Catarina","Bombinhas","Praia Mariscal.","-48.51","-27.18","-48.5100000","-27.1800000","5","5","FURB19399","FURB19399","2011","10","03",NA,"Florística IFFSC 526 (Epífita) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Médio; interior do fragmento Habito: epífita; flor escapo floral rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-10-14 10:00:04-03","FURB","FURB","28190","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Cadorin, TJ","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","3085","2010","07","13","Brasil","Santa Catarina","Blumenau","Área Virgem Parque Nacional da Serra do Itajaí.","-49.1391666","-27.0969444","-49.1391666","-27.0969444","660","660","FURB19420","FURB19420","2010","07","13",NA,"Epífita IFFSC e578b (Acima de 4m). Flor seca com início do desenvolvimento do fruto. Forófito 6. Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-10-14 10:00:04-03","FURB","FURB","28197","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","distachia","Billbergia distachia","(Vell.) Mez","Verdi, M","Verdi, M.; Burkhardt, B. & Klemz, G.","5183","2010","07","06","Brasil","Santa Catarina","Anitápolis","Pousada Recanto das Cachoeiras.","-49.1280556","-27.8591667","-49.1280556","-27.8591667","567","567","FURB19424","FURB19424","2010","07","06",NA,"Florística IFFSC mva (Epífita) Habitat: Floresta Ombrófila Densa; Habito: epífita; flor brácteas rosas e flor verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
