"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"45","2020-11-04 11:06:12-03","ESALQ","ESA","130289","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35492.0","2013","02","23",NA,"Brasil","São Paulo","Fragmento 31 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.8879","-45.4403","527","527",NA,"Liana","ESA130289",NA,"Souza, V.C.","Pindamonhangaba",NA,NA,"2013",NA,NA,"-22.8879","-45.4403",NA,NA,NA,NA
"46","2021-03-31 13:37:38-03","MN","R","53040","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"Bondson",NA,"1919","02",NA,NA,"Brasil","Mato Grosso","Serra do Passo Novo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2016-02-02 14:38:04-02","BGBM","B","B 10 0004149","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"E. H. G. Ule","9178",NA,NA,NA,"Middle and South America","Brazil",NA,"am Flussufer Seringal San Francisco.",NA,NA,NA,NA,NA,"E. Ule, Herbarium Brasiliense, Amazonas Expedition <a href=http://herbarium.bgbm.org/object/B100004149 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100004149","B100004149 B100004149_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-02-15 11:39:01-02","IPA","IPA","53139","S","Plantae","Plantae",NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"Guedes, F.","165","1992",NA,NA,"Southern America","Brasil","Pernambuco","Estação Experimental do IPA.","-35.9761009216309","-8.28332996368408",NA,NA,NA,"Caatinga arbórea.","IPA0053139",NA,"Araújo, D.","Caruaru","35136","auto","2012","05","03",NA,NA,NA,NA,NA,NA
"49","2019-02-15 11:39:01-02","IPA","IPA","18402","S","Plantae","Plantae",NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"Lira, O.C.","270","1968","07","09","Southern America","Brasil","Pernambuco","Usina União Indústria. Capoeira.","-35.2235984802246","-8.35916996002197",NA,NA,NA,"Cipó de flores alvas.","IPA0018402",NA,"Araújo, D.","Escada","16695","auto","2012","05","03",NA,NA,NA,NA,NA,NA
"50","2019-02-15 11:39:01-02","IPA","IPA","18291","S","Plantae","Plantae",NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"Jesus, J.A.","573","1970","02","22","Southern America","Brasil","Bahia","Estrada Canavieiras / Ouricana, margem do rio Pardo.",NA,NA,NA,NA,NA,"Trepadeira robusta, com folhas pilosas, tubérculos discoides, flores masculinas em racimos com periponio branco.","IPA0018291",NA,"Barroso, G.M.",NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-02-15 11:39:01-02","IPA","IPA","69847","S","Plantae","Plantae",NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"Oliveira, J.B.S.; Alcina Viana; Félix, L.P.; Cabral, J.; Alcina Viana; Félix, L.P.; Cabral, J.","169","2003","07","31","Southern America","Brasil","Alagoas","Usina Serra Grande / Coimbra / Cerrado do Caetano. Vegetação: rupestre. Substrato: Latossolo amarelo distrófico.","-35.878056","-8.99625","453","453",NA,"Trepadeira, inflorescência verde, interior da mata.","IPA0069847",NA,"Araújo, D.","Ibateguara",NA,NA,"2012","05","03","-35.878056","-8.99625",NA,NA,NA,NA
"52","2020-10-20 14:17:17-03","UFOPA","HSTM","13707","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Pires, J.O.; Léda, P.H.O.","34","2018","05","20",NA,"Brasil","Pará","Bairro Cidade Nova. Coletado no quintal.","-55.8575","-1.776111",NA,NA,NA,NA,"HSTM013707","HSTM013707","Hidalgo, A.F.; Pires, O.J.","Oriximiná",NA,NA,"2019","04","10","55º51'27''W","1º46'34''S",NA,NA,NA,NA
"53","2021-04-07 11:42:59-03","UFMS","CGMS","66593","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"A. Quinet; G. Martinelli; R. Borges; A. Bevacqua; T. Serrano; N. Pougy; M. Moraes","2195","2010","11","30",NA,"Brasil","Mato Grosso do Sul","Serra do Amolar, Rio Paraguai, Porto da Penha, Reserva Particular da Penha, trilha para a sede da reserva.","-57.4925","-19.9908333","59","59",NA,"Flores com cálice verde. Folhas discolores verdes, cartáceas. Habitat: Floresta estacional semidecidual. Habito: Trepadeira, heliófila.","CGMS1099554",NA,"R.S. Couto","Corumbá",NA,NA,"2015","03","18","-57,4925","-19,9908333",NA,NA,NA,NA
"54","2019-11-27 13:48:02-03","UFS","ASE","4395","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","Knuth",NA,"Viana, G","1514","1986","07","05","Southern America","Brasil","Sergipe","Lagoa Seca","-37.484","-10.4418",NA,NA,NA,"trepadeira herbácea. Flores esverdeadas.; trepadeira herbácea. Flores esverdeadas.; Caatinga hipoxerófila","ASE0009899","ASE0009899","Araújo, D","Simão Dias",NA,NA,"2012","09","23","-37.484","-10.4418",NA,NA,NA,NA
"55","2019-08-20 10:00:12-03","UNICAMP","UEC","92659","S","Plantae","Liliopsida",NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Rezende, AA","580","1997","03","12",NA,"Brazil","São Paulo","Mirassol, Estação Ecológica do Noroeste Paulista., Interior da mata. (Estação de coleta 3).","-49.380556","-20.81",NA,NA,NA,"Liana herbácea, até 4 m, flores creme, folhas aveludadas, caule levemente avermelhada.","UEC018679","UEC018679","Araújo, D","São José do Rio Preto",NA,NA,"2014","04","15","-49.380556","-20.81",NA,NA,NA,NA
"56","2019-08-20 10:00:12-03","UNICAMP","UEC","16721","S","Plantae","Liliopsida",NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Taroda, N","s.n.","1976","03","01",NA,"Brazil","São Paulo","Beira de mata de planalto","-51.0699996948242","-21.6800003051758",NA,NA,NA,"Trepadeira, flores brancas.","UEC018680","UEC018680","Araújo, D","Adamantina","31214","auto","2014","04","15",NA,NA,NA,NA,NA,NA
"57","2019-11-06 09:54:57-03","UFOP","OUPR","13381","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Kunth.",NA,"Badini, J.","s.n.","1969","11","11",NA,"Brasil","Minas Gerais","Passagem de Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,"Trepadeira sobre arbustos, flores brancas",NA,NA,"Araujo, D.","Mariana","33524","auto","2012","08",NA,NA,NA,NA,NA,NA,NA
"58","2021-02-12 18:12:05-03","UFES","VIES","23350","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"G.M. Barroso","s.n.","1970","06","26",NA,"Brasil","Bahia",NA,"-39.2803001403809","-14.7855997085571",NA,NA,NA,NA,"VIES023350","VIES023350","Diogo Amorim de Araújo","Itabuna","30592","auto","2012","05",NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:22:55-03","MBM","MBM","143374","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmaniana","Dioscorea stegelmaniana","Knuth",NA,"Lima, A.","6293","1971","06","29","Southern America","Brazil","Pernambuco","Estação Experimental do I.P.A.","-37.0539016723633","-8.41888999938965",NA,NA,NA,NA,"MBM143374","MBM143374",NA,"Arcoverde","23066","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:22:55-03","MBM","MBM","39314","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmaniana","Dioscorea stegelmaniana","Knuth",NA,"Hatschbach, G.","246","1946","03","10","Southern America","Brazil","Paraná","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,"MBM039314","MBM039314","Pires, J.M.","Matinhos","15275","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:22:55-03","MBM","MBM","425656","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmaniana","Dioscorea stegelmaniana","Knuth",NA,"Sucre, D.; Soderstron, T.; Soderstron, T.","9057","1972","04","29","Southern America","Brazil","Rio de Janeiro","Estrada para Cachoeira de Macacu","-42.5311012268066","-22.2819004058838",NA,NA,NA,"Semi-umbrófilo. Entrenós verdes amarelados. Lâmina da folha verde amarelado lucida em ambas as faces. Rachis da inflorescêmcia verde amarelado, flor creme.; Crescendo em beira da mata secundária.","MBM425656",NA,"Couto, R.S.","Nova Friburgo","33190","auto","2010","04","27",NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:22:55-03","MBM","MBM","425668","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Barroso, G.M.","s.n.","1970","06","26","Southern America","Brazil","Bahia",NA,"-39.2803001403809","-14.7855997085571",NA,NA,NA,"Dióica. Caule, rachis da inflorescência e pecíolo verde claro discolor; inflorescência pendulo verde claro, flor masculina com tépalas albas, discolor verde e anteras amarelas. Tubérculos em cultura com referência 479.; Crescendo em","MBM425668",NA,"Araújo, D.A.","Itabuna","30592","auto","2012","05",NA,NA,NA,NA,NA,NA,NA
"63","2015-09-03 19:17:27-03","MNHN","RECOLNAT_MNHN_P","P02120267","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Blanchet",NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02120267' target='other'> <mi>dwc_moreinfo</mi></a>","P02120267","P02120267_01","Couto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1560",NA
"64","2015-09-03 19:18:01-03","MNHN","RECOLNAT_MNHN_P","P02120530","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Smith, L.B.",NA,"1965","3","5",NA,"Brasil","Distrito Federal","Limestone outcrop FERCAL",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02120530' target='other'> <mi>dwc_moreinfo</mi></a>","P02120530","P02120530_01","Couto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15035",NA
"65","2017-07-19 10:59:17-03","MNHN","RECOLNAT_MNHN_P","P02120544","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Blanchet",NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02120544' target='other'> <mi>dwc_moreinfo</mi></a>","P02120544","P02120544_01","Couto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1560",NA
"66","2017-07-19 10:11:14-03","MNHN","RECOLNAT_MNHN_P","P02131728","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Smith, L.B.",NA,"1965","3","5",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,"hb","Limestone outcrop, Fercal <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02131728' target='other'> <mi>dwc_moreinfo</mi></a>","P02131728","P02131728_01","Couto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15032",NA
"67","2017-07-19 17:08:32-03","MNHN","RECOLNAT_MNHN_P","P02131732","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brasil","Minas Gerais","Brésil. Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02131732' target='other'> <mi>dwc_moreinfo</mi></a>","P02131732","P02131732_01","Couto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 172 ter",NA
"68","2015-09-03 19:15:18-03","MNHN","RECOLNAT_MNHN_P","P02131832","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Moraes, J.C.",NA,"1953","8","10",NA,"Brasil","Paraíba","Escola de Agronomia do Nordeste","-35.6916999816895","-6.96332979202271",NA,NA,"hb","Nome vulgar: Cara de Porco <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02131832' target='other'> <mi>dwc_moreinfo</mi></a>","P02131832","P02131832_01",NA,"Areia","15425","auto",NA,NA,NA,NA,NA,NA,NA,"1032",NA
"69","2017-07-19 17:02:45-03","MNHN","RECOLNAT_MNHN_P","P02131763","PreservedSpecimen",NA,NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Froes, R.|Krukoff, B.A.",NA,"1932","9","3",NA,"Brasil","Maranhão","Ilha do Trauira. Maracassumé River Region","-45.7167015075684","-1.4466700553894",NA,NA,"hb","Nome vulgar: Cara brava. Reçu le 23 Aout 1933 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02131763' target='other'> <mi>dwc_moreinfo</mi></a>","P02131763","P02131763_01","Couto","Cândido Mendes","81500","auto",NA,NA,NA,NA,NA,NA,NA,"1860",NA
"70","2013-01-24 15:06:00-02","MO","MOBOT","2132255","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth","Holotype","Orland E. White","White 2014","1922","2",NA,"South America","Bolivia",NA,"Esperanza Falls",NA,NA,"152.40000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"71","2015-03-18 10:29:00-03","MO","MOBOT","100799797","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 36941","1972","3","14","South America","Brazil","Bahia","Espigao Mestre. Shrubby thickets deside and near creek ca. 3 km S of Cocos.",NA,NA,"535.00000000",NA,NA,NA,NA,NA,"D. A. Araújo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"72","2015-08-25 16:26:00-03","MO","MOBOT","100852485","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"Pedro Fiaschi|et al.","Fiaschi 2274","2004","6","2","South America","Brazil","Bahia","Fazenda Independência. Rod. Itaimbé-Potiraguá, ca. 15 km a partir da BR 101.","-39.5752778","-15.7033333",NA,NA,NA,NA,NA,NA,"R. Sousa Couto & D.A. do Araújo","Potiraguá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"73","2019-01-30 11:39:00-02","MO","MOBOT","101096961","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"José Schunke V.","Schunke Vigo 6017","1973","4","23","South America","Peru","San Martín","Alonso de Alvarado; Plantáno yacu, Carretera a Moyobamba. En bosque alto.",NA,NA,"800.00000000",NA,NA,NA,NA,NA,"R. S. Couto & D.A. Araujo","Lamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"74","2008-05-27 22:02:00-03","MO","MOBOT","1805579","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"Guillermo Klug","Klug 2986","1933","4",NA,"South America","Peru","Loreto","Balsapuerto.","-76.6","-5.83333","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","1805801","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"Guillermo Klug","Klug 4097","1935","4",NA,"South America","Peru","San Martín","Chuzuta, Río Huallaga.",NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2011-06-08 12:20:00-03","MO","MOBOT","1805880","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"Manuel Rimachi Y.","Rimachi Y. 630","1973","10","11","South America","Peru","Loreto","Dtto. Iquitos, Island across from Iquitos to S of Punchana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2013-10-05 06:35:00-03","MO","MOBOT","1873536","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"Gerrit Davidse|Ángel C. González","Davidse 21583","1982","11","6","South America","Venezuela","Táchira","Distrito Córdoba: Cerro La Camiri, just south of the town of Río Negro. Steep lower, forested, sandstone cliffs with open landslide areas.","-72.16666","7.6","430.00000000","530.00000000",NA,NA,NA,NA,"F. Ayala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1518",NA
"78","2013-10-05 06:35:00-03","MO","MOBOT","1873587","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"Gerrit Davidse|Ángel C. González","Davidse 21595","1982","11","6","South America","Venezuela","Táchira","Distrito Córdoba: Cerro La Camiri, just south of the town of Río Negro. Steep lower, forested, sandstone cliffs with open landslide areas.","-72.16666","7.6","430.00000000","530.00000000",NA,NA,NA,NA,"F. Ayala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1518",NA
"79","2020-08-29 16:59:00-03","MO","MOBOT","2697317","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"L. Cayola","Cayola Pérez 1572A","2005","3","11","South America","Bolivia","La Paz","Parque Nacional Madidi, Noroeste de Apolo. Bosque andino semideciduo del sector de Yarimita, con Anadenanthera colubrina, Capparis petiolaris, Oxandra espintana, fondo de valle con exposición SW, pendiente 10 %. Plantas secadas en campo.","-68.6936111","-14.5330556","916.00000000",NA,NA,NA,NA,NA,"S. Beck","Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-03","1"
"80","2012-12-04 11:22:00-02","MO","MOBOT","3036075","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"Philipp Salzmann","Salzmann s.n.","1827",NA,NA,"South America","Brazil","Bahia","In sepibus.",NA,NA,NA,NA,NA,NA,NA,NA,"F. Ayala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"81","2008-05-27 22:02:00-03","MO","MOBOT","3036157","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"Lyman B. Smith","Smith 15032","1965","3","5","South America","Brazil","Distrito Federal","Limestone outcrop, Fercal.",NA,NA,NA,NA,NA,NA,NA,NA,"F. Ayala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2012-09-07 10:58:00-03","MO","MOBOT","3036458","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth","Syntype","Miguel Bang","Bang 2577",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F. Ayala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"83","2014-04-04 05:46:00-03","MO","MOBOT","619173","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Knuth",NA,"Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 37","1980","3","31","South America","Peru","Loreto","San Alejandro: Boca del Río Napo, marginal izquierda. Bosque secundario inundable (tahuampa).","-72.66666","-3.33333","116.00000000",NA,NA,NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"328","9"
"84","2021-01-10 20:52:03-03","INPA","INPA","2342","S","Plantae","Monocotyledon","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Moraes, JC de","INPA2342","1953","07","10","Southern America","Brasil","Paraíba","E. Agron. do Nordeste. Lugares altos e frescos, terrenos incultos.","-35.6916999816895","-6.96332979202271",NA,NA,NA,NA,"INPA0002342","INPA0002342 INPA0002342_e INPA0002342_e1",NA,"Areia","15425","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-08-31 09:20:02-03","INPA","INPA","173098","S","Plantae","Monocotyledon","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Soares, E","758","1990",NA,NA,"Southern America","Brasil","Pará","Porto Trombetas, Mineração Rio do Norte, Porto Trombetas - Mineração Rio do Norte","-56.3","-1.4",NA,NA,NA,NA,"INPA0173098","INPA0173098 INPA0173098_e","Soares, E","Oriximinã",NA,NA,"1991",NA,NA,"-56.3","-1.4",NA,NA,NA,NA
"86","2020-08-31 09:20:02-03","INPA","INPA","180786","S","Plantae","Monocotyledon","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Nee, MH","34708","1987","04","10","Southern America","Brasil","Rondônia","5 Km. NE of Guajara Mirim.","-65.25","-10.733333",NA,NA,NA,NA,"INPA0180786","INPA0180786 INPA0180786_e","Mendes-Silva, I","Guajará-Mirim",NA,NA,"2014","06",NA,"-65.25","-10.733333",NA,NA,NA,NA
"87","2020-08-31 09:20:03-03","INPA","INPA","237378","S","Plantae","Monocotyledon","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Santos, JFL","509","2010","11","19","Southern America","Brasil","Amazonas","Tapiira","-62.216667","-1.766667","30","30",NA,NA,"INPA0237378",NA,"Ramos, JF","Barcelos",NA,NA,"2010","12","14","-62.216667","-1.766667",NA,NA,NA,NA
"88","2020-08-31 09:20:03-03","INPA","INPA","224133","S","Plantae","Monocotyledon","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Oliveira, DR de","2","2006","05","08","Southern America","Brasil","Pará",NA,"-55.86125","-15.003056",NA,NA,NA,NA,"INPA0224133","INPA0224133 INPA0224133_e","Ramos, JF","Oriximiná",NA,NA,"2008","06",NA,"-55.86125","-15.003056",NA,NA,NA,NA
"89","2021-01-10 20:52:03-03","INPA","INPA","181090","S","Plantae","Monocotyledon","Dioscoreales","Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"Nee, MH","35016","1987","04","24","Southern America","Brasil","Rondônia","Ca. 6 km S of Campo Novo on road to old mining area at Balateiro.","-63.616667","-10.65",NA,NA,NA,NA,"INPA0181090","INPA0181090 INPA0181090_e","Mendes-Silva, I","Porto Velho",NA,NA,"2014","06",NA,"-63.616667","-10.65",NA,NA,NA,NA
"90","2020-07-10 09:45:42-03","MBML","MBML-HERBARIO","12880",NA,"Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"V. Demuner; et al","1163","2000","06","20",NA,"Brasil","Espírito Santo","Pedra Alegre","-40.824722","-19.888889",NA,NA,NA,"Trepadeira sobre arbusto, frutos imaturos de cor verde claro. Entre a rocha e lavouras de café, ensolarado.","MBML012880","MBML012880","D. Araújo/01-04-2015","Santa Teresa",NA,NA,NA,NA,NA,"40W49'29","19S53'20",NA,NA,NA,NA
"91","2020-07-10 09:45:42-03","MBML","MBML-HERBARIO","38892",NA,"Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Kunth",NA,"C. N. de Fraga; R.C.Forzza, A.M.Amorim & L.Daneu","2519","2009","04","14",NA,"Brasil","Espírito Santo","Área de Proteção Ambiental da Pedra do Elefante. Serra de Baixo. Mata do Fuxico. Floresta Estacional Semidecidual.","-40.444167","-18.777222",NA,NA,NA,"Folhas verde discolores. Flores verde claro, estames amarelos.","MBML038892","MBML038892","R.S.Couto & F.Fraga/12-2017","Nova Venécia",NA,NA,NA,NA,NA,"40W26'39","18S46'38",NA,NA,NA,NA
"92","2020-07-16 18:37:25-03","MBML","MBML-HERBARIO","41820",NA,"Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R.Knuth",NA,"A. M. Assis; V. G. Demuner","1526","2008","04","25",NA,"Brasil","Espírito Santo","Serra de Cima (Torre 101/1 - LT 230 Kv Mascarenhas x Verona)","-40.479667","-18.780528","120","120",NA,"Liana. Botoes e flores verde. Borda. Floresta Ombrofila Densa #?# estagio medio de regeneração.","MBML041820","MBML041820","R.S.Couto & F.Fraga/12-2017","Nova Venécia",NA,NA,NA,NA,NA,"40W28'46,8","18S46'49,9",NA,NA,NA,NA
"93","2020-07-10 09:45:42-03","MBML","MBML-HERBARIO","4211",NA,"Plantae",NA,NA,"Dioscoreaceae","Dioscorea","stegelmanniana","Dioscorea stegelmanniana","R. Kunth",NA,"H. Q. Boudet Fernandes","1714","1985","12","11",NA,"Brasil","Espírito Santo","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556",NA,NA,NA,"Volúvel, ramos parte inferior das folhas castanho tomentosos, parte superior das folhas alvo-tomentosas, flores com cálice e corola verdes, verticilos reprodutores amarelo claro, semi-sombra, capoeira rupestre.","MBML004211","MBML004211","Fernanda R.M. Fraga/30-01-2018","Santa Teresa",NA,NA,NA,NA,NA,"40W40'53","19S48'20",NA,NA,NA,NA
