"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","county","locality","decimalLongitude","decimalLatitude","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber"
"53","2019-11-13 11:17:31-03","USP","SPF","17841","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Sem coletor","s.n.","1945",NA,"Brasil","Paraná",NA,NA,"SPF00017841","SPF00017841","Godoy, SAP","02","08",NA,"Serra entre Curitiba e Paranaguá.",NA,NA,"1988",NA,NA,NA,"09","19",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-13 11:17:31-03","USP","SPF","30322","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Hatschbach, G","39765","1977",NA,"Brasil","Paraná",NA,NA,"SPF00030322","SPF00030322","Hatschbach, G","02","17","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768","1977","45291","auto",NA,"03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-09-04 19:26:01-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana",NA,"Type [status unknown]","P. Dusén","14415","1914","South America","Brazil",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2015-03-07 08:42:38-03","F","FMNH-SEEDPLANTS","V0183167F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0183167F","V0183167F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2015-03-07 08:42:38-03","F","FMNH-SEEDPLANTS","V0183166F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0183166F","V0183166F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2015-03-07 08:42:38-03","F","FMNH-SEEDPLANTS","V0183168F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0183168F","V0183168F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-06-11 13:49:54-03","F","FMNH-SEEDPLANTS","V0356177F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana",NA,NA,"G. G. Hatschbach","11904","1965","South America","Brazil","Paraná",NA,NA,"V0356177F","V0356177F_01 V0356177F_02","RRC ID Flag","1","1",NA,NA,"-51","-24",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11904"
"60","2020-07-23 12:02:32-03","CEPLAC","CEPEC","32320","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana",NA,NA,"G. Hatschbach","46062","1983",NA,"Brasil","Paraná",NA,NA,NA,NA,"G. Hatschbach","01","26","SÃO JOSÉ DOS PINHAIS","Poço D'Anta.","-49.2064018249512","-25.5347003936768",NA,"45291","auto",NA,NA,NA,"0W0'0","0S0'0",NA,"01/03/1983",NA,NA,NA,NA
"61","2020-07-23 12:02:32-03","CEPLAC","CEPEC","32321","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana",NA,NA,"R. Kummrow","2151","1983",NA,"Brasil","Paraná",NA,NA,NA,NA,"G. Hatschbach","01","05","SÃO JOSÉ DOS PINHAIS","Rio Pequeno, Serra Azul.","-49.2064018249512","-25.5347003936768",NA,"45291","auto",NA,NA,NA,"0W0'0","0S0'0",NA,"01/03/1983",NA,NA,NA,NA
"62","2020-11-04 17:28:51-03","UEM","HUEM","5602","S","Plantae",NA,NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusen",NA,"Romagnolo, MB; J. Puzzi","13","1993",NA,"Brasil","Paraná",NA,"Folhas próximas da inflorescência, pequenas; látex de cheiro forte; flores roxas","HUEM000002885","HUEM000002885","Vieira, AOS","04","09","Serra Graciosa",NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-11-12 16:58:33-03","UEL","FUEL","20556","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Krieger, L","s.n.","1997",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"Godoy, SAP","02","23","Ibitipoca",NA,NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-11-12 16:58:33-03","UEL","FUEL","28091","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Romagnolo, MB; Puzzi, J","13","1933",NA,"Brasil","Paraná",NA,NA,"FUEL008366",NA,"Vieira, AOS","04","09","Serra da Graciosa",NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-11-12 16:58:33-03","UEL","FUEL","6600","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Vieira, AOS","310","1989",NA,"Brasil","Paraná",NA,NA,"FUEL008368",NA,"Vieira, AOS","03","18","Serra da Graciosa","Estrada da Graciosa, Beira da estrada.",NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-11-12 16:58:33-03","UEL","FUEL","834","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Vieira, AOS","16811","1985",NA,"Brasil","Paraná",NA,NA,"FUEL008370",NA,NA,"01","20",NA,"Estrada Curitiba-Paranguá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-10-16 14:11:21-03","UEL","FUEL","10403","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Hertel, R","281","1946",NA,"Brasil","Paraná",NA,NA,"FUEL008365",NA,"Vieira, AOS","02","06","Morretes","Vista Cavalcanti, Estrada da Graciosa","-48.834400177002","-25.476900100708","1999","30514","auto",NA,"01","29",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-10-16 14:11:21-03","UEL","FUEL","8112","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Ruas, PM; et al.","s.n.","1990",NA,"Brasil","Paraná",NA,NA,"FUEL008369",NA,NA,"03","05","São José dos Pinhais","Guaricana, Serra Usina do Chaminé","-49.2064018249512","-25.5347003936768",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-01 14:56:02-03","UnB","UB","119094","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Hatschbach, G","39765","1977","Southern America","Brasil","Paraná ",NA,"Flor violeta.; Ereta 2m.",NA,NA,"Hatschbach, G","02","17","São José dos Pinhais","Malhada","-49.2064018249512","-25.5347003936768",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-08-20 14:55:24-03","UFSC","FLOR","46997","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Caxambu, M.G.; et al.","2117","2008",NA,"Brasil","Paraná",NA,"erva ereta, heliófita, flores roxas Habitat: em solos úmidos; relevo: forte ondulado; vegetação: Floresta Ombrófila Densa Montana","FLOR0046997",NA,"Caxambu, M.G.","04","19","Piraquara","Mananciais da Serra.","-49.0633010864258","-25.4416999816895","2008","12577","auto",NA,"05","20",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-08-20 20:38:17-03","UFSC","FLOR","27525","PreservedSpecimen","Plantae",NA,"Asterales","Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Cordeiro, J.; Cruz, J.M.","1437","1997",NA,"Brasil","Paraná",NA,"erva, 1,7m altura, flor lilás, látex alvo Habitat: orla da mata, solo úmido","FLOR0027525",NA,"Hatschbach, G.","03","20","São José dos Pinhais","Estrada para Usina de Guaricana, Palmital Grande.","-49.2064018249512","-25.5347003936768","1997","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-08 12:39:06-03","UFRGS","ICN","197594","S","Plantae","Dicotyledon",NA,"Campanulaceae","Lobelia","langeana","Lobelia langeana","Dusén",NA,"Coelho, GP; Ely, CV; Lucas, DB","GPC264","2018","América do Sul","Brasil","SC",NA,"Erva ca. 2 m alt., latescente, flores róseas; Borda de Floresta Ombrófila de transição entre Mista e Densa",NA,NA,"Coelho, GP","02","16","Joinville","Estrada do Rio do Júlio","-49.097222","-26.217778","2018",NA,NA,NA,NA,NA,"-49.097222","-26.217778",NA,NA,NA,NA,NA,NA
