"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"47","2019-08-20 10:17:32-03","UNICAMP","UEC","117650","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Batalha, MA","2404","1998","12","10",NA,"Brazil",NA,NA,"flor, Herb. Planta inteira. Flores rosas. Em campo cerrado recém-queimado.",NA,"Magnoliopsida",NA,"A.Juss.","Goiás","Chapadão do Céu","Parque Nacional das Emas. Próxima ao pon","-52.883333","-17.816667",NA,NA,NA,"Batalha, MA",NA,NA,"2000","02","-52.883333","-17.816667",NA,NA,NA,NA,NA,NA,NA
"48","2019-08-20 10:17:32-03","UNICAMP","UEC","44425","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Oliveira Filho, AT","215","1984","10","20",NA,"Brazil",NA,NA,"Subarbusto com cerca de 0,5 m de altura. Flores róseas.",NA,"Magnoliopsida",NA,"A.Juss.","Mato Grosso","Chácara Guimarães","Fazenda Buriti, Fruticeto rupestre.",NA,NA,NA,NA,NA,"Elias, SI",NA,NA,"2001","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:33:27-03","UNICAMP","UEC","9663","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Shepherd, GJ; Kinoshita, LS; Tamashiro, JY; Andrade, JB; Andrade, LS","3611","1976","11","26",NA,"Brazil",NA,NA,"Subarbusto 40 cm. Flores rosa claro.",NA,"Magnoliopsida",NA,"A.Juss.","Goiás",NA,"Estrada de Goiania a Anápolis, Km 42.",NA,NA,NA,NA,NA,"Elias, SI",NA,NA,"2001","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:33:27-03","UNICAMP","UEC","41935","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Heringer, EP","18014","1980","12","15",NA,"Brazil",NA,NA,"Planta bulbosa coim 20cm, flores roseas em cerrado sujieto a incêndio periódico.",NA,"Magnoliopsida",NA,"A.Juss.","Goiás","Luziânia","15 km ao Sul da cidade","-47.9502983093262","-16.2525005340576",NA,NA,NA,"Elias, SI","83221","auto","2001","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-08-20 10:17:32-03","UNICAMP","UEC","49648","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Semir, J; Martins, AB; Miotto, STS; Sales, MF; Medeiros, L; Fonseca, CRSD; Zick","2061","1987","12","08",NA,"Brazil",NA,NA,"Subarbusto de 15cm. Flores rosadas.",NA,"Magnoliopsida",NA,"A.Juss.","Goiás","Pirenópolis","Serra dos Pirineus, Campo Rupestre.","-48.9592018127441","-15.852499961853","1350","1350",NA,"Elias, SI","40887","auto","2001","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-20 10:17:32-03","UNICAMP","UEC","49751","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Semir, J; Martins, AB; Miotto, STS; Sales, MF; Medeiros, L; Fonseca, CRSD","20611","1987","12","09",NA,"Brazil",NA,NA,"Subarbusto com xilopódio, até 20cm. Flores de pétalas rosa claro; unhas com manchas na base, rosa forte crescendo em campo.",NA,"Magnoliopsida",NA,"A.Juss.","Goiás","Pirenópolis","Serra dos Pirineus, Campo Rupestre.","-48.9592018127441","-15.852499961853","1350","1350",NA,"Elias, SI","40887","auto","2001","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-08-20 10:17:32-03","UNICAMP","UEC","3448","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Semir, J; Martins, AB; Miotto, STS; Sales, MF; Medeiros, L; Fonseca, CRSD; Zick","2061","1987","12","08",NA,"Brazil",NA,NA,"Subarbusto de 15cm. Flores rosadas.","UEC137076","Magnoliopsida",NA,"A.Juss.","Goiás","Pirenópolis","Serra dos Pirineus, Campo Rupestre.","-48.9592018127441","-15.852499961853","1350","1350","UEC137076","Elias, SI","40887","auto","2001","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-08-20 10:17:32-03","UNICAMP","UEC","47861","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Bernacci, LC; Cardoso; Nogueira-Borges, HB; Morellato, LPC; Carvalho, MC; Meira Neto, JAA","19982","1987","12","08",NA,"Brazil",NA,NA,"Erva de aproximadamente 40cm. Flores róseas. Solo rochoso.",NA,"Magnoliopsida",NA,"A.Juss.","Goiás","Pirenópolis","Serra dos Pirineus, Cerca de 3 Km da torre de retransmissão. Campo Rupestre / Cerrado.","-48.9592018127441","-15.852499961853","1350","1350",NA,"Elias, SI","40887","auto","2001","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:33:27-03","UNICAMP","UEC","9785","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Setz, EZF","9197","1978","11","03",NA,"Brazil",NA,NA,"Subarbusto até 50cm. Flors rosa com miolo amarelo. &nf;Usada como remédio para febre de criança.",NA,"Magnoliopsida",NA,"A.Juss.","Mato Grosso","Aripuanã","Reserva Nambiquara - Aldeia Juina","-59.459400177002","-10.1667003631592",NA,NA,NA,"Elias, SI","273871","auto","2001","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:33:27-03","UNICAMP","UEC","30796","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Semir, J; Stubblebine, WH","1941","1983","02","07",NA,"Brazil",NA,NA,"Planta rasteira com xilopódio, 15cm; floires rosa salmão.",NA,"Magnoliopsida",NA,"A.Juss.","Minas Gerais","Poços de Caldas","Campo do Saco","-46.5614013671875","-21.7877998352051",NA,NA,NA,"Elias, SI","23696","auto","2001","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:32:41-03","MBM","MBM","155256","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","58257",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM155256",NA,NA,"A. Juss.","Goiás","Catalão","Rod. BR-050, 8-10km ao norte de Catalão","-47.9463996887207","-18.1658000946045",NA,NA,"MBM155256","Anderson, W.R.","94621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:32:41-03","MBM","MBM","35436","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Anderson, W.R.","11505","1975","02",NA,"Southern America","Brazil",NA,NA,NA,"MBM035436",NA,NA,"A. Juss.","Goiás","Luziânia","Luziânia","-47.9502983093262","-16.2525005340576",NA,NA,"MBM035436","Elias-Rolim, S.I.","83221","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:32:41-03","MBM","MBM","35447","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Anderson, W.R.; et al.; et al.","11371",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM035447",NA,NA,"A. Juss.","Mato Grosso","Chapada dos Guimarães","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,"MBM035447","Anderson, W.R.","107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:32:41-03","MBM","MBM","185762","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Hatschbach, G.; Pott, A.; Barboza, E.; Pott, A.; Barboza, E.","63620",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM185762",NA,NA,"A. Juss.","Mato Grosso","Chapada dos Guimarães","Chapada dos Guimarães, arredores","-55.749698638916","-15.460599899292",NA,NA,"MBM185762",NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:32:41-03","MBM","MBM","30062","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Hatschbach, G.","34073",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM030062",NA,NA,"A. Juss.","Mato Grosso","Cuiabá","São José da Serra","-56.0966987609863","-15.5960998535156",NA,NA,"MBM030062","Anderson, W.R.","74875","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:32:41-03","MBM","MBM","132381","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Krapovickas, A.; et al.; et al.","43156",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM132381",NA,NA,"A. Juss.","Mato Grosso",NA,"1km da Rod. BR-364",NA,NA,NA,NA,"MBM132381","Anderson, W.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:32:41-03","MBM","MBM","264624","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Guillén, R.; et al.; et al.","2199","1994","07",NA,"Southern America","Bolivia",NA,NA,NA,"MBM264624",NA,NA,"A. Juss.",NA,NA,"Velasco",NA,NA,NA,NA,"MBM264624","Anderson, W.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:32:41-03","MBM","MBM","52581","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Shepherd, G.J.; et al.; et al.","3611","1976","11","26","Southern America","Brazil",NA,NA,NA,"MBM052581",NA,NA,"A. Juss.","Goiás",NA,"Estrada Goiânia - Anápolis, km 42",NA,NA,NA,NA,"MBM052581","Elias-Rolim, S.I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:32:41-03","MBM","MBM","28246","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Hatschbach, G.; Koczicki, C.; Koczicki, C.","33236","1973","11","15","Southern America","Brazil",NA,NA,NA,"MBM028246",NA,NA,"A. Juss.","Mato Grosso","Alto Garças","Rod. BR-364","-53.5280990600586","-16.9438991546631",NA,NA,"MBM028246","Elias-Rolim, S.I.","58359","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:32:41-03","MBM","MBM","38558","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Hatschbach, G.","37637",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM038558",NA,NA,"A. Juss.","Mato Grosso","Chapada dos Guimarães","Rio Cachoeirinha","-55.749698638916","-15.460599899292",NA,NA,"MBM038558","Anderson, W.R.","107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:32:41-03","MBM","MBM","38547","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Hatschbach, G.","37476",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM038547",NA,NA,"A. Juss.","Mato Grosso","Cuiabá","São José da Serra","-56.0966987609863","-15.5960998535156",NA,NA,"MBM038547","Anderson, W.R.","74875","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:32:41-03","MBM","MBM","35527","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Anderson, W.R.","11314",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM035527",NA,NA,"A. Juss.","Mato Grosso","Rondonópolis","Rod. BR-163","-54.6356010437012","-16.4708003997803",NA,NA,"MBM035527","Anderson, W.R.","69781","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:32:41-03","MBM","MBM","30057","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Macedo, A.; et al.; et al.","5056","1971","11","20","Southern America","Brazil",NA,NA,NA,"MBM030057",NA,NA,"A. Juss.","Minas Gerais","Ituiutaba","Taboca","-49.4650001525879","-18.968900680542",NA,NA,"MBM030057","Elias-Rolim, S.I.","50022","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-08-15 09:03:50-03","UESC","UESC","8564","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Romero, R.","4994","1998","01","11",NA,"Brasil",NA,NA,"Campo cerrado.; Subarbusto prostrado.","UESC0008564","Angiospermae","Florideophycidae","A.Juss.","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,NA,"A.Amorim","57119","auto","2013","12",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"71","2000-08-07 13:11:35-03","MNHN","RECOLNAT_MNHN_P","P02428668","PreservedSpecimen",NA,"Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Gaudichaud, C.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428668' target='other'> <mi>dwc_moreinfo</mi></a>","P02428668",NA,NA,"A.Juss.",NA,NA,"Prov. de Mato-Grosso",NA,NA,NA,NA,"P02428668_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","152",NA,NA,NA
"72","2020-10-01 14:22:42-03","JBB","HEPH","2999","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Maury, CM","340","1982","12","07","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas","-47.5625","-15.604167","100","100",NA,"Mamede, MCH",NA,NA,"2008",NA,"-47.5625","-15.604167",NA,NA,NA,NA,NA,NA,NA
"73","2020-10-01 14:22:42-03","JBB","HEPH","27711","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Carvalho, FJ de; Moreira, HJC","377","2010","11","08","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Planaltina","Nùcleo Rural Pipiripau.",NA,NA,NA,NA,NA,"Oliveira, MS",NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-10-01 14:22:42-03","JBB","HEPH","27725","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Carvalho, FJ de; Moreira, HJC","390","2010","12","07","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Planaltina","Nùcleo Rural Pipiripau.",NA,NA,NA,NA,NA,"Oliveira, MS",NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-10-01 14:22:42-03","JBB","HEPH","28676","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Alkimim, W; Bringel Júnior, JBA","85","2009","11","10","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Trilha Ecológica","-47.835","-15.874167",NA,NA,NA,"Alkimim, W",NA,NA,"2009","11","-47.835","-15.874167",NA,"17",NA,NA,NA,NA,NA
"76","2020-10-01 14:22:42-03","JBB","HEPH","2906","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Ramos, AE","130A","1982","10","01","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Planaltina","Reserva Ecológica de Águas Emendadas-DF.",NA,NA,NA,NA,NA,"Mamede, MCH",NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-10-01 14:22:42-03","JBB","HEPH","30082","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Chacon, RG; Sampaio, RC","1088","2014","01","09","Southern America","Brasil",NA,NA,"Raro no local",NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Brasília","Estação Ecológica Jardim Botânico de Brasília, cerrado em direção á area do Cristo beirando o IBGE","-47.881556","-15.9205","1135","1135",NA,"Oliveira, MS",NA,NA,"2014","02","-47.881556","-15.9205",NA,"28",NA,NA,NA,NA,NA
"78","2020-10-01 14:22:42-03","JBB","HEPH","31646","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Gouvêa, APML; Chacon, RG; Oliveira, RC; Sosin, J; Correia, LG","19","2016","01","13","Southern America","Brasil",NA,NA,"planta frequente",NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Brasília","Parque Ecológico Bernardo Sayão, Altura do conjunto 4-5 da QI 27, Lago Sul, à esquerda da DF-027 (EPJK - pista que dá acesso a ponte JK)","-47.816944","-15.8425","1087","1087",NA,"Chacon, RG",NA,NA,"2016","01","-47.816944","-15.8425",NA,"13",NA,NA,NA,NA,NA
"79","2020-10-01 14:22:42-03","JBB","HEPH","6331","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Heringer, EP","15741","1981","09","21","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Brasília","Estação Ecológica do IBGE.","-47.55","-15.533333","100","100",NA,"Mamede, MCH",NA,NA,"2008",NA,"-47.55","-15.533333",NA,NA,NA,NA,NA,NA,NA
"80","2020-10-01 14:22:42-03","JBB","HEPH","6344","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Heringer, EP","17201","1978","12","06","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,"Mamede, MCH","70570","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-10-01 14:22:42-03","JBB","HEPH","1364","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Heringer, EP","8805","1961","10","10","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Brasília","Brasília-DF, Fundação Zoobotânica.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Mamede, MCH","70570","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-10-01 14:22:42-03","JBB","HEPH","3720","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Alves, MA","258","1983","12","07","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358","1025","1025",NA,"Mamede, MCH","70570","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-10-01 14:22:42-03","JBB","HEPH","27601","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Carvalho, FJ de; Moreira, HJC","331","2010","11","29","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília. (Área do Cristo.)","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Oliveira, MS","70570","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-10-01 14:22:42-03","JBB","HEPH","23639","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Chacon, RG; Azevedo, INC de","261","2008","01","31","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - campo após a Área de lazer","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Caires, CS","70570","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-10-01 14:22:42-03","JBB","HEPH","29990","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Soares, ACA; Oliveira, MS","88","2013","11","29","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Brasília","Estação Ecológica Jardim Botânico de Brasília, área do Cristo Redentor","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Oliveira, MS","70570","auto","2013","11",NA,NA,NA,"29",NA,NA,NA,NA,NA
"86","2020-10-01 14:22:42-03","JBB","HEPH","4670","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Equipe do Jardim Botânico de Brasília","640","1985","12","09","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358","1025","1025",NA,"Mamede, MCH","70570","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-10-01 14:22:42-03","JBB","HEPH","24990","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Paiva, VF","555","2009","01","28","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Brasília","Jardim Botânico de Brasília - àrea administrativa do Herbário.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Caires, CS","70570","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-10-01 14:22:42-03","JBB","HEPH","26275","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Paiva, VF; et al.","636","2009","11","12","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Brasília","Jardim Botânico de Brasília - Jardim Botânico de Brasília. (Parcela à 100 m dos Pinheiros - próximo a Trilha Ecológica.)","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Bringel Júnior, JBA","70570","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-10-01 14:22:42-03","JBB","HEPH","26258","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Carvalho-Silva, M; et al.","862","2009","10","20","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Brasília","Jardim Botânico de Brasília. Trilha Eco-Histórica após o mirante. Campo sujo com Vellozias.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Bringel Júnior, JBA","70570","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-10-01 14:22:42-03","JBB","HEPH","5619","S","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Equipe do Jardim Botânico de Brasília","866","1987","04","03","Southern America","Brasil",NA,NA,"Área queimada em setembro de 1986.",NA,"Dicotyledon","Malpighiales","A.Juss.","Distrito Federal","Brasília","Reserva Ecológica do IBGE.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Mamede, MCH","70570","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-11 11:37:33-03","UFMG","BHCB","33697","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Tameirão Neto, E","2221","1996","12","04","Southern America","Brasil",NA,NA,"herbáceo.",NA,"Dicotyledon",NA,"A.Juss.","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-11 11:37:33-03","UFMG","BHCB","33697","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","Tameirão Neto, E","2221","1996","12","04","Southern America","Brasil",NA,NA,"herbáceo.",NA,"Dicotyledon",NA,"A.Juss.","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-11 11:37:33-03","UFMG","BHCB","25817","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"A.Juss.","Minas Gerais","Perdizes",NA,"-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2009-06-25 13:32:00-03","MO","MOBOT","2851406","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","William R. Anderson","Anderson 11505","1975",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Griseb.","Goiás",NA,"Mun. Luzânia: Cerrado near highway between Brasília and Cristalina.",NA,NA,"1000.00000000",NA,NA,"W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2008-05-27 22:02:00-03","MO","MOBOT","2851508","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","Ghillean T. Prance","Prance 18928","1973","10","13","South America","Brazil",NA,NA,NA,NA,NA,NA,"Griseb.",NA,NA,"Mato Grosso. Chapada dos Guimarães. Road Buriti to Agua Fria. Open cerrado.",NA,NA,"720.00000000",NA,NA,"W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2008-05-27 22:02:00-03","MO","MOBOT","2851625","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","Howard S. Irwin","Irwin 25576","1970","1","29","South America","Brazil",NA,NA,NA,NA,NA,NA,"Griseb.","Minas Gerais",NA,"Campo on red clay, with very low generally sparse shrubs. ca. 26km N.E. of Patrocínio.",NA,NA,"1000.00000000",NA,NA,"W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2012-12-20 10:13:00-02","MO","MOBOT","2851322","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","gaultherioides","Byrsonima gaultherioides","Taxonomy Class of the Universidade de Brasilia","Taxonomy Class of the Universidade de Brasilia 507","1977","11","16","South America","Brazil",NA,NA,NA,NA,NA,NA,"Griseb.","Distrito Federal",NA,"South side of campus of Universidade de Brasília. (wet season). Cerrado low-tree & scrub savanna (the natural vegetation here, with woody layer slightly opened by fores from the oringinal tree & scrub woodland form). Burned last dry season.","-47.85","-15.75",NA,NA,NA,"G. Eiten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2009-06-25 13:32:00-03","MO","MOBOT","2849887","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","rigida","Byrsonima rigida","William R. Anderson","Anderson 11371","1975","2","13","South America","Brazil",NA,NA,NA,NA,NA,NA,"A. Juss.",NA,NA,"Mato Grosso. Mun. Chapada dos Guimaráes; Sandstone cliffs and adjacent cerrados and campos at western edge of the Chapada dos Guimaráes.",NA,NA,"550.00000000","680.00000000",NA,"W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
