"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"49","2015-09-24 19:49:53-03","MNHN","RECOLNAT_MNHN_P","P00642318","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"Glaziou, A.",NA,NA,"Brésil",NA,"Corcovado",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00642318' target='other'> <mi>dwc_moreinfo</mi></a>","P00642318","P00642318_01",NA,"1867","8","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1710",NA
"50","2008-08-11 11:47:23-03","MNHN","RECOLNAT_MNHN_P","P00642319","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"Glaziou, A.",NA,NA,"Brésil",NA,"Corcovado",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00642319' target='other'> <mi>dwc_moreinfo</mi></a>","P00642319","P00642319_01",NA,"1867","8","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1710",NA
"51","2015-09-29 08:44:28-03","MNHN","RECOLNAT_MNHN_P","P00642334","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin","syntype","Glaziou, A.",NA,NA,"Brésil",NA,"Serra do Couto. Petropolis au Paraiso. Rio Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00642334' target='other'> <mi>dwc_moreinfo</mi></a>","P00642334","P00642334_01",NA,"1869","3","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3167",NA
"52","2015-09-24 21:02:15-03","MNHN","RECOLNAT_MNHN_P","P00642335","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin","syntype","Glaziou, A.",NA,NA,"Brésil",NA,"Serra do Couto. Petropolis au Paraiso. Rio Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00642335' target='other'> <mi>dwc_moreinfo</mi></a>","P00642335","P00642335_01",NA,"1869","3","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3167",NA
"53","2015-09-03 17:12:08-03","MNHN","RECOLNAT_MNHN_P","P01393287","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"Day, J.",NA,NA,"Brazil",NA,"Tijuca",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01393287' target='other'> <mi>dwc_moreinfo</mi></a>","P01393287","P01393287_01",NA,"1884","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-09-03 18:05:52-03","MNHN","RECOLNAT_MNHN_P","P01520028","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin","isosyntype","Glaziou, A.",NA,NA,"Brésil",NA,"Serra do Couto. Petropolis au Paraiso. Rio Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01520028' target='other'> <mi>dwc_moreinfo</mi></a>","P01520028","P01520028_01 P01520028_02",NA,"1869","3","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3167",NA
"55","2017-01-19 11:18:37-02","MNHN","RECOLNAT_MNHN_P","P01611272","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"Glaziou, A.",NA,NA,"Brésil",NA,"Corcovado",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01611272' target='other'> <mi>dwc_moreinfo</mi></a>","P01611272","P01611272_01 P01611272_02",NA,"1867","8","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1710",NA
"56","2017-01-20 15:22:41-02","MNHN","RECOLNAT_MNHN_P","P01611273","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"Glaziou, A.",NA,NA,"Brésil",NA,"Corcovado",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01611273' target='other'> <mi>dwc_moreinfo</mi></a>","P01611273","P01611273_01 P01611273_02",NA,"1867","8","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1710",NA
"57","2015-09-03 18:16:50-03","MNHN","RECOLNAT_MNHN_P","P01611282","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin","isosyntype","Glaziou, A.",NA,NA,"Brésil",NA,"Serra do Couto. Petropolis au Paraiso. Rio Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01611282' target='other'> <mi>dwc_moreinfo</mi></a>","P01611282","P01611282_01 P01611282_02",NA,"1869","3","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3167",NA
"58","2016-08-01 14:32:21-03","MNHN","RECOLNAT_MNHN_P","P02142008","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin","syntype","Glaziou, A.",NA,NA,"Brésil",NA,"s.l.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02142008' target='other'> <mi>dwc_moreinfo</mi></a>","P02142008","P02142008_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-09-29 14:53:15-03","UFPR","UPCB","68432","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","Domin",NA,"Matos, F.B.","334",NA,"Brasil","Bahia","Serra da Pedra Lascada. 13,7Km de Barro Preto, na estrada que passa pela fazenda São Miguel, em direção à serra.","-39.202778","-14.770278",NA,"Arborescente 2,10m altura, no interior da mata. Fronde ca. 2m compr., pecíolo 40cm. Floresta Montana..","UPCB0003311","UPCB0003311 UPCB0003311_1","Matos, F.B.","2005","02","08","Barro Preto","600","900","2010","05",NA,NA,NA,NA,"-39.202778","-14.770278",NA,NA
"60","2020-09-29 14:53:15-03","UFPR","UPCB","58435","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","Domin",NA,"Aquije, G.M.de F.V.","285",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Planta ca. 2m..","UPCB0003306","UPCB0003306",NA,"1999","10","27","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA
"61","2020-09-29 14:53:15-03","UFPR","UPCB","66934","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","Domin",NA,"Labiak, P.H.","4631",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Planta arbórea, ca. 3m altura. Frondes ca. 2m compr. Caule ca. 5cm diam..","UPCB0003308","UPCB0003308 UPCB0003308_1","Labiak, P.H.","2008","02","15","Cariacica","600","600","2008","10",NA,NA,NA,NA,"9999","9999",NA,NA
"62","2020-09-29 14:53:15-03","UFPR","UPCB","66962","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","Domin",NA,"Labiak, P.H.","5023",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Arbórea, ca. 2m de altura. Caule ca. 5cm diam., com cicatrizes dos pecíolos evidentes. Frondes 1,3m compr, pecíolo de 30-40cm compr..","UPCB0003312","UPCB0003312",NA,"2008","10","21","Cariacica","591","591",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA
"63","2020-09-29 14:53:15-03","UFPR","UPCB","68404","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","Domin",NA,"Matos, F.B.","402",NA,"Brasil","Bahia","Serra das Lontras, ca. 7 km no ramal que liga o povoado de Itatinguí à Serra das Lontras.","-39.408056","-15.202778",NA,"Arborescente ca. 1,60m de altura, fronde ca. 1,20m compr. Base dos pecíolos não persistente. Vegetação montana..","UPCB0003309","UPCB0003309 UPCB0003309_1 UPCB0003309_2","Matos, F.B.","2005","02","12","Arataca","600","600","2010","05",NA,NA,NA,NA,"-39.408056","-15.202778",NA,NA
"64","2020-09-29 14:53:15-03","UFPR","UPCB","68438","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","Domin",NA,"Matos, F.B.","322",NA,"Brasil","Bahia","Fazenda Serra Bonita, 9,7 km W de Camacan na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel.","-39.565278","-15.391667",NA,"Arborescente, ca. 4,5m de altura, frondes ca. 1,2m compr., e pecíolo 30 cm. Base dos pecíolos persistentes. Interior de mata bem preservada. Floresta Ombrófila Densa Montana..","UPCB0003307","UPCB0003307 UPCB0003307_1 UPCB0003307_2 UPCB0003307_3","Matos, F.B.","2005","02","03","Camacan","835","835","2008","05",NA,NA,NA,NA,"-39.565278","-15.391667",NA,NA
"65","2020-09-29 14:53:15-03","UFPR","UPCB","68630","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","Domin",NA,"Matos, F.B.","636",NA,"Brasil","Bahia","Fazenda Serra Bonita, Reserva Serra Bonita, 9,7 km W de Camacan, na estrada para Jacarecí, daí 6 km SW na estrada para RPPN Serra Bonita e Torre da Embratel.","-39.565278","-15.391667",NA,"Terrestre arborescente, ca. 1,80m de altura, no interior da mata. Base dos pecíolos e frondes velhas persistentes. Floresta Ombrófila Densa.","UPCB0003310","UPCB0003310 UPCB0003310_1","Matos, F.B.","2005","07","09","Camacan","835","835","2008","05",NA,NA,NA,NA,"-39.565278","-15.391667",NA,NA
"66","2020-09-29 14:53:15-03","UFPR","UPCB","69171","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","Domin",NA,"Labiak, P.H.","3696",NA,"Brasil","Bahia","Serra do Peito de Moça. Estrada que liga Arataca à Una, ramal ca. 22,4 Km de Arataca com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras.","-39.341667","-15.173611",NA,"Terrestre no interior da mata. Caule ca. 1,5 m e fronde ca. 2 m. Floresta Ombrófila Densa Montana..","UPCB0003313","UPCB0003313 UPCB0003313_1 UPCB0003313_2","Matos, F.B.","2006","08","06","Arataca",NA,NA,"2010","05",NA,NA,NA,NA,"-39.341667","-15.173611",NA,NA
"67","2020-11-10 04:40:00-03","MO","MOBOT","100306388","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"Pedro L. R. de Moraes|H. van der Werff|Lukas H. Daneu|R. Perdiz","Moraes 2716","South America","Brazil","Bahia","Serra do Peito-de-Moça.","-39.4080556","-15.2027778",NA,NA,NA,NA,"F. Matos","2009","8","11","Arataca","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"68","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","17994",NA,"Plantae",NA,NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","(Fú) Domin",NA,"G. M. F. V. Aquije; et al","375",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Terrestre.","MBML017994","MBML017994","I. K. Flausino/07-XI-2005","2002","09","11","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA
"69","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","18100",NA,"Plantae",NA,NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","(Fú) Domin",NA,"G. M. F. V. Aquije; et al","307",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Planta de 1,30cm de altura, 3m de comprimento.","MBML018100","MBML018100","I. K. Flausino/III-2005","2000","01","12","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"70","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","19386",NA,"Plantae",NA,NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","(Fú) Domin",NA,"G. M. F. V. Aquije; et al","285",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Planta com aproximadamente 2m de altura.","MBML019386","MBML019386_1 MBML019386_2 MBML019386_3 MBML019386_4","I. K. Flausino/07-XI-2005","1999","10","27","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"71","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","37453",NA,"Plantae",NA,NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"P. Labiak; R.C.Forzza, L.Kollmann & C.N.Fraga.","5023",NA,"Brasil","Espírito Santo","Reserva Biológica de Duas Bocas. Localidade de Alegre, trilha do Pau Oco. Floresta Ombrófila Densa Montana.","-40.525","-20.276111",NA,"Arbórea, ca. 2m altura. Caule ca. 5cm diam., com cicatrizes dos pecíolos evidentes. Frondes 1,3 m compr., pecíolo de 30-40 cm compri.","MBML037453","MBML037453_1 MBML037453_2",NA,"2008","10","21","Cariacica","592","592",NA,NA,NA,NA,NA,NA,"40W31'30","20S16'34",NA,NA
"72","2020-11-09 10:36:21-03","UFLA","ESAL","14624","S","Plantae",NA,NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"Villela, EA; et al.","s.n.",NA,"Brasil","Minas Gerais","Mata dos Dourados","-47.5416984558105","-19.9372005462646",NA,"; 1.50; ;; floresta",NA,NA,"Salino, A",NA,NA,NA,"Conquista","5","5","2017","09","06","30156","auto",NA,NA,NA,NA,NA
"73","2021-03-01 11:56:43-03","UFPE","UFP","73322","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"Dittrich, VAO; Lima, RAF","1553",NA,"Brasil","São Paulo",NA,"-45.753889","-23.721667",NA,"Arborescente de 1, m de altura e 15 cm de PAP. Restos de pecíolos ao longo do caule, folhas de 139-173 cm comprimento, pecíolos de 30-42 cm comprimento, lâmina de 106-131 cm compr. Interior de Floresta Ombrófila Densa de Costa.; Interi","UFP073322",NA,"Salino, A","2008","03","13","São Sebastião","100","100","2008","42",NA,NA,NA,NA,"-45.753889","-23.721667",NA,NA
"74","2021-03-01 11:56:43-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"Dittrich, VAO; Lima, RAF","1553",NA,"Brasil","São Paulo",NA,"-45.753889","-23.721667",NA,"Arborescente de 1, m de altura e 15 cm de PAP. Restos de pecíolos ao longo do caule, folhas de 139-173 cm comprimento, pecíolos de 30-42 cm comprimento, lâmina de 106-131 cm compr. Interior de Floresta Ombrófila Densa de Costa.; Interior da floresta.",NA,NA,"Salino, A","2008","03","13","São Sebastião","100","100","2008","42",NA,NA,NA,NA,"-45.753889","-23.721667",NA,NA
"75","2020-09-12 05:00:02-03","US","US","830567","PreservedSpecimen","Plantae",NA,"Cyatheales","Cyatheaceae","Alsophila","glaziovii","Alsophila glaziovii","Fée","Syntype","A. F. M. Glaziou","3167","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,"US00066251","US00066251_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1"
"76","2019-10-07 09:38:37-03","UEFS","HUEFS","163268","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"Moraes, P.L.R.de","2716",NA,"Brasil","Bahia","Serra do Peito-de-Moça","-39.4143981933594","-15.2632999420166",NA,NA,"HUEFS0163268","HUEFS0163268 HUEFS0163268_01",NA,"2009","08","11","Arataca",NA,NA,NA,NA,NA,"19859","auto","Polypodiopsida",NA,NA,NA,NA
"77","2019-06-24 08:12:33-03","IAC","IAC","56502","S","Plantae",NA,NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"A.C.O. Souza; L.C. Bernacci & R. Belinelo","124",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleos Santa Virgínia/Picinguaba, trilha da Pipoca","-45.109914","-23.360372",NA,NA,NA,NA,"A.C.O. Souza et al.","2011","04","13","Ubatuba",NA,NA,"2011","04","13",NA,NA,NA,"-45.109914","-23.360372",NA,NA
"78","2020-07-23 12:04:01-03","CEPLAC","CEPEC","127902","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii",NA,NA,"P.L.R. de Moraes","2716",NA,"Brasil","Bahia","Serra do Peito-de-Moça","-39.408056","-15.202778",NA,NA,NA,NA,"F. Matos","2009","08","11","arataca",NA,NA,NA,NA,NA,NA,NA,NA,"39W24'29","15S12'10",NA,NA
"79","2020-07-23 12:04:01-03","CEPLAC","CEPEC","124838","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii",NA,NA,"P. H. Labiak","5023",NA,"Brasil","Espírito Santo",NA,"-40.4199981689453","-20.2639007568359",NA,"<ll>dwc_commonname:</ll>",NA,NA,"P. H. Labiak",NA,NA,NA,"cariacica",NA,NA,NA,NA,NA,"18507","auto",NA,NA,NA,NA,NA
"80","2021-01-12 15:23:51-03","UFMG","BHCB-SL","57652","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"Salino, A; Dittrich, VAO; Meinberg, AC; Morais, PO","6234","América","Brasil","São Paulo","Estação Ecológica de Bananal; nas trilhas da Estaç","-44.366111","-22.819444",NA,"Terrestre e arborescente no interior de floresta. Caule com 2m de altura, pecíolo 30-31cm compr. e l",NA,NA,"Salino, A","2001","03","08","Bananal","1130","1350","2001","03",NA,NA,NA,NA,"-44.366111","-22.819444",NA,NA
"81","2019-12-19 16:20:34-03","UFMG","BHCB-SL","141451","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"Salino, A; Almeida, TE; Heringer, G; Souza, FF; Ramalho, AJ","14961","América","Brasil","Espírito Santo","Reserva Biológica de Duas Bocas, Floresta Ombrófila Densa. Área em Alegre.","-40.519778","-20.292278",NA,"Arborescente, com 2,5m de altura, no interior de floresta. Circunferência na altura do peito = 15-17cm.","BHCB000653","BHCB000653 BHCB000653_1","Salino, A","2010","06","14","Cariacica","530","530","2011","03","23",NA,NA,NA,"-40.519778","-20.292278",NA,NA
"82","2019-11-07 11:15:57-03","UFMG","BHCB-SL","64995","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"Salino, A; Dittrich, VAO; Morais, PO; Carvalho, FA; Teixeira, LCRS; Oliveira, AM","7743","América","Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleo Picinguaba. Trilha da Cachoeira dos Macacos. Floresta Ombrófila Densa Montana e Altomontana.","-45.169972","-23.412361",NA,"Arborescente com 2m de altura, na trilha. Base de pecíolos persistentes.",NA,NA,"Salino, A","2001","10","30","Ubatuba","900","950","2001","12",NA,NA,NA,NA,"-45.169972","-23.412361",NA,NA
"83","2021-01-12 15:23:51-03","UFMG","BHCB-SL","90262","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"Salino, A; Mota, RC; Negreiros, D; Garcia, PA; Santos, LMM dos","9802","América","Brasil","Minas Gerais","RPPN do Matutu","-45.080528","-22.136917",NA,NA,NA,NA,"Salino, A","2004","10","11","Aiuruoca","1300","1300","2005","04",NA,NA,NA,NA,"-45.080528","-22.136917",NA,NA
"84","2021-01-12 15:23:51-03","UFMG","BHCB-SL","62031","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"Salino, A; Dittrich, VAO; Morais, PO; Meinberg, AC","7362","América","Brasil","Rio de Janeiro","Parque Nacional da Serra da Bocaína, Parque Nacional da Serra da Bocaína, Serra do Mar, trilha para o Pico do Cuscuzeiro. Floresta Ombrófila Densa Montana","-44.787861","-23.304",NA,NA,NA,NA,"Salino, A","2001","08","07","Paraty",NA,NA,"2011","03","23",NA,NA,NA,"-44.787861","-23.304",NA,NA
"85","2021-03-04 15:47:00-03","IF","SPSF","42333","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Cyathea","glaziovii","Cyathea glaziovii","(Fée) Domin",NA,"R.T.Polisel & N.M.Ivanauskas & M.C.Assis","739","América do Sul","Brasil","SP","Estação Ecológica de Bananal","-44.366111","-22.806389",NA,"COLETA: Soros castanhos. Cerca de 3,5 m de altura.; GEOGRAFIA: Na área de estudo fitossociolófico em Floresta Ombrófila Mista.;",NA,NA,"J.Prado","2008","05","31","Bananal","1115","1115","2010","05","28",NA,NA,"Polypodiopsida",NA,NA,NA,NA
