"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","relatedCatalogItem","infraspecificEpithet"
"46","2014-10-14 15:56:40-03","BS","M","M-0185788","S","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0185788",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,NA
"47","2014-10-14 15:56:40-03","BS","M","M-0098347","S","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Minas geraes.",NA,NA,NA,NA,NA,NA,"M0098347",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,NA
"48","2014-10-14 15:56:40-03","BS","M","M-0185789","S","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Prov. Minas geraes. Vil. Rica.",NA,NA,NA,NA,NA,NA,"M0185789",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,NA
"49","2020-12-21 16:29:12-03","MBM","MBM","243774","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E. Moore","Mello-Silva, R.; et al.; et al.","1653",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Rio Preto","Funil","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"MBM243774","MBM243774",NA,"Chautems, A.",NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:29:12-03","MBM","MBM","275226","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E. Moore","Krieger, L.","14630","1977","02","28","Southern America","Brazil","Minas Gerais","Ibitipoca","Ibitipoca",NA,NA,NA,NA,NA,NA,"MBM275226","MBM275226",NA,"Chautems, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:29:12-03","MBM","MBM","275227","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E. Moore","Krieger, L.","16657","1952","05","04","Southern America","Brazil","Minas Gerais",NA,"Serra do Ibitipoca",NA,NA,NA,NA,NA,NA,"MBM275227","MBM275227",NA,"Chautems, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:29:12-03","MBM","MBM","275228","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E. Moore","Krieger, L.","8591","1970","05","16","Southern America","Brazil","Minas Gerais",NA,"Serra do Ibitipoca",NA,NA,NA,NA,NA,NA,"MBM275228","MBM275228",NA,"Chautems, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:29:12-03","MBM","MBM","275229","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E. Moore","Krieger, L.","12255","1973","11","03","Southern America","Brazil","Minas Gerais",NA,"Serra do Ibitipoca",NA,NA,NA,NA,NA,NA,"MBM275229","MBM275229",NA,"Chautems, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-04-03 06:51:32-03","MNHN","RECOLNAT_MNHN_P","P03555692","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Glaziou, A.",NA,"1893","12","27",NA,"Brasil","Minas Gerais","Ouro Preto","Avec M.M. Magalhães et Schusc.","-43.5080986022949","-20.2875003814697",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03555692' target='other'> <mi>dwc_moreinfo</mi></a>","P03555692","P03555692_01",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,"20387",NA,NA,NA
"55","2020-12-11 11:36:43-03","UFMG","BHCB","134378","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Giacomin, LL; Oliveira, CT","777","2009","03","17","Southern America","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Gruta dos Coelhos","-43.883056","-21.716667","1437","1437",NA,"Em paredão rochoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.883056","-21.716667",NA,NA,NA,NA,NA
"56","2020-12-11 11:36:43-03","UFMG","BHCB","63726","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Krieger, L","s.n.","1989","02","10","Southern America","Brasil","Minas Gerais",NA,"Serra de Ibitipoca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:36:43-03","UFMG","BHCB","3570","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Leite, RS; et al.","s.n.","1982","02","22","Southern America","Brasil","Minas Gerais","Ouro Preto","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo;solo silicoso;herbáceo;caule subterrâneo;1 folha;flor laranja avermelhada;",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:36:43-03","UFMG","BHCB","63721","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Krieger, L","s.n.","1977","02","28","Southern America","Brasil","Minas Gerais","Lima Duarte","Conceição do Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"59","2020-12-11 11:36:43-03","UFMG","BHCB","15834","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Andrade, PM de; et al.","s.n.","1987","02","17","Southern America","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"60","2020-12-11 11:36:43-03","UFMG","BHCB","15841","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Andrade, PM de; et al.","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:36:43-03","UFMG","BHCB","15843","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Andrade, PM de","927","1987","04","08","Southern America","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:36:43-03","UFMG","BHCB","128778","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Giacomin, LL; Oliveira, CT; Gontijo, FD; Shimabukuro, MT","767","2009","03","17","Southern America","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Gruta do Monjolinho","-43.793098449707","-21.8425006866455",NA,NA,NA,"Erva crescendo em paredão rochoso granítico. Flores vermelhas.",NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"63","2020-09-12 05:00:02-03","US","US","1979076","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E. Moore","H. S. Irwin",NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"64","2020-09-12 05:00:02-03","US","US","2687426","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E. Moore","G. Eiten","7022","1965","11","30","South America - Neotropics","Brazil","Minas Gerais",NA,"Mun. of Ouro Preto, about half way up N faces of the mountain, Itacolomi, 3.5 km due ESE of center of city of Ouro Preto",NA,NA,"1300",NA,NA,NA,"US00320865","US00320865_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"65","2020-09-12 05:00:02-03","US","US","2687427","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E. Moore","G. Eiten","7022","1965","11","30","South America - Neotropics","Brazil","Minas Gerais",NA,"Mun. of Ouro Preto, about half way up N faces of the mountain, Itacolomi, 3.5 km due ESE of center of city of Ouro Preto",NA,NA,"1300",NA,NA,NA,"US00320864","US00320864_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"66","2020-09-12 05:00:02-03","US","US","3587390","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E. Moore","L. E. Skog & J. K. Boggan","7805","1997","8","11","South America - Neotropics","Brazil",NA,NA,"Smithsonian Institution Dept. of Botany Research Greenhouses, Suitland, Maryland, U.S.A.",NA,NA,NA,NA,NA,NA,"US00993443","US00993443_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"67","2019-11-13 11:20:21-03","USP","SPF","134958","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Mello-Silva, R","1653","1999","02","26",NA,"Brasil","Minas Gerais","Rio Preto",NA,"-43.883333","-22","930","930",NA,NA,"SPF00134958","SPF00134958",NA,"Chautems, A","1999","05",NA,NA,NA,"-43.883333","-22",NA,NA,NA,NA,NA
"68","2019-11-13 11:20:21-03","USP","SPF","196653","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Mello-Silva, R","3252","2010","01","26",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.897444","-21.696806","1660","1660",NA,NA,"SPF00196653","SPF00196653",NA,"Chautems, A","2013","11",NA,NA,NA,"-43.897444","-21.696806",NA,NA,NA,NA,NA
"69","2019-11-13 11:20:21-03","USP","SPF","71809","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Simão-Bianchini, R","173","1989","12","18",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"SPF00071809","SPF00071809",NA,"Araújo, AO","2003","05",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"70","2019-11-13 11:20:21-03","USP","SPF","41605","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Cordeiro, I","CFCR9214","1986","01","25",NA,"Brasil","Minas Gerais","Ouro Preto","Lavras Novas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"SPF00041605","SPF00041605",NA,"Chautems, A","1987",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"71","2019-11-13 11:20:21-03","USP","SPF","106421","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Grandi, TSM","2681","1989","09","30",NA,"Brasil","Minas Gerais","Rio Preto",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"SPF00106421","SPF00106421",NA,"Lombardi, JA","1995","03",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"72","2019-11-13 11:20:21-03","USP","SPF","106420","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Braga, MMN","213","1988","07","24",NA,"Brasil","Minas Gerais","Rio Preto",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"SPF00106420","SPF00106420",NA,"Lombardi, JA","1995","03",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"73","2019-11-13 11:20:21-03","USP","SPF","106418","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Grandi, TSM","307","1989","07",NA,NA,"Brasil","Minas Gerais","Rio Preto",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"SPF00106418","SPF00106418",NA,"Chautems, A","1998","01",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"74","2015-03-13 19:26:20-03","F","FMNH-SEEDPLANTS","V0280320F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0280320F","V0280320F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-07-23 12:08:41-03","CEPLAC","CEPEC","40703","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa",NA,"P. L. Krieger","13255","1973","11","01",NA,"Brasil","Minas Gerais","LIMA DUARTE","Serra de Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,"A. Chautems",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,"30/10/1986",NA
"76","2019-11-01 15:01:25-03","UnB","UB","148245","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) Wiehler","Irwin, HS","29414","1971","01","30","Southern America","Brasil","Minas Gerais","Ouro Preto","Lower slopes of Pico de Itacolomí,ca.2km S. of Ouro Preto.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Tuberous herb,corolla scarlet.; Cerrado on steep schist slopes.",NA,NA,NA,"Chautems, A","1990",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-03 15:27:50-03","MN","R-TIPOS","97059","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Ule, E.H.G.","2664","1892","02",NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"R000097059","R000097059_001 R000097059_002",NA,"Chautems, A.","2011",NA,NA,"44599","auto",NA,NA,"Syntypus de Rechsteineria tuberosa f. acaulis Hoehne",NA,NA,NA,NA
"78","2021-03-03 15:27:50-03","MN","R-TIPOS","96974","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Ule, E.H.G.","2664","1892","02",NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"R000096974","R000096974_001",NA,"Chautems, A.","2011",NA,NA,"44599","auto",NA,NA,"Holotypus de Rechsteineria tuberosa f. intermedia Hoehne",NA,NA,NA,NA
"79","2021-03-03 15:27:50-03","MN","R-TIPOS","11038","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Glaziou, A.F.M.","20387","1893","12","27",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"R000011038","R000011038_001",NA,"Chautems, A.","2011",NA,NA,"44599","auto",NA,NA,"Syntypus de Rechsteineria tuberosa f. acaulis Hoehne",NA,NA,NA,NA
"80","2017-09-11 17:10:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Gesneriaceae","Gesneria","tuberosa","Gesneria tuberosa","Mart.","Sello, HL","1438",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"prope Ouro Preto",NA,NA,NA,NA,NA,"rel. Fl. m. Februario, Martio. Pl. Oreas.&nf;Erro INB revisado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-09-11 17:10:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Gesneriaceae","Gesneria","tuberosa","Gesneria tuberosa","Mart.","Martins, AB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Crescit in rupium fissuris prope Ouro Preto prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-21 10:07:00-03","IBt","SP","56660","S","Plantae",NA,NA,"Gesneriaceae","Rechsteineria","tuberosa","Rechsteineria tuberosa caulescens","Hoehne","Brade, AC","s.n.","1957","05","23",NA,"Brasil","Espírito Santo",NA,"cult. no Jardim Botânico",NA,NA,NA,NA,NA,NA,"SP000761","SP000761",NA,"Chautems, A","1989","03",NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,"caulescens"
"83","2020-08-27 12:19:40-03","IBt","SP","305805","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Kirizawa, M","3329","1997","02","13",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-10-08 08:53:11-03","IBt","SP","337225","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","tuberosa","Sinningia tuberosa","(Mart.) H.E.Moore","Mello-Silva, R","1653","1999","02","26",NA,"Brasil","Minas Gerais","Rio Preto",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
