"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount"
"100","2020-11-04 11:17:57-03","ESALQ","ESA","47104","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Rizzo, J.A. et al.","2893.0","1968","12","02",NA,"Brasil",NA,NA,NA,"ESA047104","Magnoliophyta",NA,NA,NA,"Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793","ESA047104",NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-11-04 11:17:57-03","ESALQ","ESA","14973","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Barreto, K.D. et al.","1481.0","1993","10","21",NA,"Brasil",NA,NA,NA,"ESA014973","Magnoliophyta",NA,NA,NA,"São Paulo","Itirapina",NA,"-47.8199996948242","-22.25","ESA014973",NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-11-04 11:17:57-03","ESALQ","ESA","39411","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Rozza, A.F.","164.0","1995","11","19",NA,"Brasil",NA,NA,NA,"ESA039411","Magnoliophyta",NA,NA,NA,"São Paulo","Matão",NA,"-48.3600006103516","-21.6000003814697","ESA039411",NA,NA,NA,NA,"26922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-11-04 11:17:57-03","ESALQ","ESA","5546","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Kampf, E.","121.0","1989","09","22",NA,"Brasil",NA,NA,NA,"ESA005546","Magnoliophyta",NA,"Reissek","Lima, R.B.","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545","ESA005546",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-11-04 11:17:57-03","ESALQ","ESA","10122","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Barreto, K.D. et al.","46.0","1993","02","11",NA,"Brasil",NA,NA,NA,"ESA010122","Magnoliophyta",NA,NA,NA,"São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545","ESA010122",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-11-04 11:17:57-03","ESALQ","ESA","98146","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Kotchtkoff, H.","656.0","2001","12","11",NA,"Brasil",NA,NA,NA,"ESA098146","Magnoliophyta",NA,NA,"Bernacci, L.C. & Kotchetkoff-Henriques","São Paulo","Ribeirão Preto",NA,"-47.810001373291","-21.1700000762939","ESA098146",NA,NA,NA,NA,"24390","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-11-04 11:17:57-03","ESALQ","ESA","17831","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Tamashiro, J.Y. et al.","152.0","1994","05","26",NA,"Brasil",NA,NA,NA,"ESA017831","Magnoliophyta",NA,"Reissek","Lima, R.B.","São Paulo","Bauru",NA,"-49.060001373291","-22.3099994659424","ESA017831",NA,NA,NA,NA,"29186","auto","2005","01","01",NA,NA,NA,NA,NA,NA
"107","2020-11-04 11:17:57-03","ESALQ","ESA","65990","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Gorenstein, M.R.","5234.0","1999","06","01",NA,"Brasil",NA,NA,NA,"ESA065990","Magnoliophyta",NA,NA,NA,"São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-11-04 11:17:57-03","ESALQ","ESA","112074","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Aguirre, G.H.",NA,"2007","10","24",NA,"Brasil",NA,NA,NA,"ESA112074","Magnoliophyta",NA,NA,"Aguirre, G.H. et al.","São Paulo","Quatá",NA,"-50.689998626709","-22.2399997711182","ESA112074",NA,NA,NA,NA,"24407","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-11-04 11:17:57-03","ESALQ","ESA","20875","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Maestro, A.L. Silveira, A.M.","79.0","1994","10","10",NA,"Brasil",NA,NA,NA,"ESA020875","Magnoliophyta",NA,"Reissek","Lima, R.B.","São Paulo","Riolândia",NA,"-49.6800003051758","-19.9899997711182","ESA020875",NA,NA,NA,NA,"23145","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-11-04 11:17:57-03","ESALQ","ESA","79524","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Farah, F.T.","1827.0","2000","01","01",NA,"Brasil",NA,NA,NA,"ESA079524","Magnoliophyta",NA,NA,NA,"São Paulo","Orlândia","Faz. Vale do Rosário","-47.8800010681152","-20.7199993133545","ESA079524",NA,NA,NA,NA,"16147","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-11-04 11:17:57-03","ESALQ","ESA","79434","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Farah, F.T.","1527.0","2000","01","01",NA,"Brasil",NA,NA,NA,"ESA079434","Magnoliophyta",NA,NA,NA,"São Paulo","Orlândia","Faz. Vale do Rosário","-47.8800010681152","-20.7199993133545","ESA079434",NA,NA,NA,NA,"16147","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-11-04 11:17:57-03","ESALQ","ESA","99501","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Santos, A.P.M.","297.0","2004","09","17",NA,"Brasil",NA,NA,NA,"ESA099501","Magnoliophyta",NA,NA,NA,"Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975","ESA099501",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-11-04 12:15:57-03","ESALQ","ESA","133122","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","238.0","2015","07","08",NA,"Brasil",NA,NA,"Árvore.","ESA133122",NA,NA,"Reissek","Souza, V. C.; Rodrigues, R. R.; Ivanauskas, N. M. & Tamashiro, J. Y.","São Paulo","Piracicaba","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual, próxima à área de agropecuária.","-47.82393","-22.7782","ESA133122","553","553","-47.82393","-22.7782",NA,NA,"2015","07","09",NA,NA,NA,NA,NA,NA
"114","2020-11-04 11:17:57-03","ESALQ","ESA","32672","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Nave, A.G.",NA,"1994","11","03",NA,"Brasil",NA,NA,NA,"ESA032672","Magnoliophyta",NA,NA,NA,"São Paulo","Oriundiúva",NA,NA,NA,"ESA032672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-11-04 11:17:57-03","ESALQ","ESA","51866","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Maria, V.R.B.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA051866","Magnoliophyta",NA,NA,"Maria, V.R.B.","Mato Grosso do Sul","Bonito",NA,"-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-11-04 11:17:57-03","ESALQ","ESA","103546","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mendes, S.","6.0","2002","05","17",NA,"Brasil",NA,NA,NA,"ESA103546","Magnoliophyta",NA,NA,NA,"Minas Gerais","Perdizes",NA,"-47.2928009033203","-19.3528003692627","ESA103546",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-11-04 11:17:57-03","ESALQ","ESA","99507","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Santos, A.P.M.","150.0","2003","11","07",NA,"Brasil",NA,NA,NA,"ESA099507","Magnoliophyta",NA,NA,NA,"Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975","ESA099507",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-11-04 11:17:57-03","ESALQ","ESA","99506","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Santos, A.P.M.","158.0","2003","11","07",NA,"Brasil",NA,NA,NA,"ESA099506","Magnoliophyta",NA,NA,NA,"Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975","ESA099506",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-11-04 11:17:57-03","ESALQ","ESA","99504","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Milla, A.P.","229.0","2003","12","12",NA,"Brasil",NA,NA,NA,"ESA099504","Magnoliophyta",NA,NA,NA,"Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975","ESA099504",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-11-04 11:17:57-03","ESALQ","ESA","20715","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Souza, J.P. et al.","17.0","1994","10","14",NA,"Brasil",NA,NA,NA,"ESA020715","Magnoliophyta",NA,"Reissek","Lima, R.B.","São Paulo","Paulo de Faria",NA,"-49.3800010681152","-20.0300006866455","ESA020715",NA,NA,NA,NA,"29574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-11-04 11:17:57-03","ESALQ","ESA","47105","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Rizzo, J.A. et al.","2550.0","1968","10","06",NA,"Brasil",NA,NA,NA,"ESA047105","Magnoliophyta",NA,NA,NA,"Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-11-04 11:17:57-03","ESALQ","ESA","111431","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Caliari, C.P.","1535.0","2007","07","19",NA,"Brasil",NA,NA,NA,"ESA111431","Magnoliophyta",NA,NA,"Caliari, C.P.","Mato Grosso","Barão de Melgaço",NA,"-55.9674987792969","-16.1944007873535","ESA111431",NA,NA,NA,NA,"145819","auto","2008","01","22",NA,NA,NA,NA,NA,NA
"123","2020-11-04 11:17:57-03","ESALQ","ESA","99505","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Santos, A.P.M.","269.0","2004","02","17",NA,"Brasil",NA,NA,NA,"ESA099505","Magnoliophyta",NA,NA,"Arantes, A.A.","Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975","ESA099505",NA,NA,NA,NA,"58223","auto","2004","04","02",NA,NA,NA,NA,NA,NA
"124","2020-11-04 11:17:57-03","ESALQ","ESA","99508","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Santos, A.P.M.","137.0","2003","10","10",NA,"Brasil",NA,NA,NA,"ESA099508","Magnoliophyta",NA,NA,NA,"Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975","ESA099508",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-11-04 11:17:57-03","ESALQ","ESA","99502","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Santos, A.P.M.","299.0","2004","10","29",NA,"Brasil",NA,NA,NA,"ESA099502","Magnoliophyta",NA,NA,"Milla, A.P.","Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975","ESA099502",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-11-04 11:17:57-03","ESALQ","ESA","85228","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pavão, O.C. ; Francisco, E.M.",NA,"2001","03","29",NA,"Brasil",NA,NA,NA,"ESA085228","Magnoliophyta",NA,"Reissek","Vieira, A.O.S.","Paraná","Primeiro de Maio",NA,"-51.0283012390137","-22.8505992889404","ESA085228",NA,NA,NA,NA,"18944","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-11-04 11:17:57-03","ESALQ","ESA","96433","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Bertoncini, A.P. ; Bertoncini, M.P.","926.0","1998","10","07",NA,"Brasil",NA,NA,NA,"ESA096433","Magnoliophyta",NA,"Reiss.","Bertoncini, A.P.","São Paulo","Avaí",NA,"-49.3300018310547","-22.1399993896484","ESA096433",NA,NA,NA,NA,"23140","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-11-04 11:17:57-03","ESALQ","ESA","110026","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Franco, G.A.D.C. ; Furlan, E.","4591.0",NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA110026","Magnoliophyta",NA,NA,NA,"São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273","ESA110026",NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-11-04 11:17:57-03","ESALQ","ESA","104072","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Polisel, R.T.","134.0",NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA104072","Magnoliophyta",NA,NA,"Franco, G.A.D.C. & Durigan, G.","São Paulo","Pedregulho",NA,"-47.4700012207031","-20.25","ESA104072",NA,NA,NA,NA,"27552","auto","2006","09","27",NA,NA,NA,NA,NA,NA
"130","2020-11-04 11:17:57-03","ESALQ","ESA","118776","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Colletta, G.D.","561.0","2011","11","01",NA,"Brasil",NA,NA,"Árvore, 6m. Flores brancas, (sílica).","ESA118776","Magnoliophyta",NA,NA,"Colletta, G.D.","São Paulo","Piratininga","Sítio Lagoa Azul, Mata em volta da represa","-49.1300010681152","-22.4099998474121","ESA118776",NA,NA,NA,NA,"19389","auto","2011","11","03",NA,NA,NA,NA,NA,NA
"131","2020-11-04 11:17:57-03","ESALQ","ESA","10542","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Barreto, K.D. et al.","536.0","1993","05","21",NA,"Brasil",NA,NA,NA,"ESA010542","Magnoliophyta",NA,NA,NA,"São Paulo","Charqueada",NA,"-47.7700004577637","-22.5100002288818","ESA010542",NA,NA,NA,NA,"12465","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-11-04 11:17:57-03","ESALQ","ESA","13342","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Barreto, K.D. et al.","1513.0","1993","10","27",NA,"Brasil",NA,NA,NA,"ESA013342","Magnoliophyta",NA,NA,NA,"São Paulo","Corumbataí",NA,"-47.6199989318848","-22.2199993133545","ESA013342",NA,NA,NA,NA,"14989","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-11-04 11:17:57-03","ESALQ","ESA","103618","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Gorenstein, M.R.","12676.0","2005","06","15",NA,"Brasil",NA,NA,NA,"ESA103618","Magnoliophyta",NA,NA,"Durigan, G. & Franco, G.A.D.C.","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273","ESA103618",NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-11-04 11:17:57-03","ESALQ","ESA","64967","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Gorenstein, M.R.","5234.0","1999","06","01",NA,"Brasil",NA,NA,NA,"ESA064967","Magnoliophyta",NA,NA,NA,"São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273","ESA064967",NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-11-04 11:17:57-03","ESALQ","ESA","36863","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Hoehne, W.",NA,"1952","04","09",NA,"Brasil",NA,NA,NA,"ESA036863","Magnoliophyta",NA,"Reissek","Lima, R.B.","São Paulo","Jales",NA,"-50.5400009155273","-20.2600002288818","ESA036863",NA,NA,NA,NA,"16486","auto","2005","01","01",NA,NA,NA,NA,NA,NA
"136","2020-11-04 11:17:57-03","ESALQ","ESA","9861","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Zandoval, J.A.","4.0","1984","10","10",NA,"Brasil",NA,NA,NA,"ESA009861","Magnoliophyta",NA,NA,NA,"São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545","ESA009861",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-11-04 11:17:57-03","ESALQ","ESA","20766","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Maestro, A.L. et al.","7.0","1994","10","10",NA,"Brasil",NA,NA,NA,"ESA020766","Magnoliophyta",NA,NA,NA,"São Paulo","Riolândia",NA,"-49.6800003051758","-19.9899997711182","ESA020766",NA,NA,NA,NA,"23145","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-11-04 12:15:57-03","ESALQ","ESA","137156","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Colletta, G. D","2335.0","2015","11","10",NA,"Brasil",NA,NA,"Árvore, 4m, (estéril)","ESA137156",NA,NA,"Reissek",NA,"São Paulo","Gália","Estação Ecológica de Caetetus, trilha do 1 e do jipe","-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-01-14 15:33:23-03","MN","R","74353","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Freire Allemão, F. 318; Cysneiros, M.",NA,"1861","02","26",NA,"Brasil",NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010052700",NA,NA,"Reissek",NA,"Ceará",NA,"Serra de Aratanha",NA,NA,"R010052700_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-01-14 15:33:23-03","MN","R","74434","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Glaziou, A.F.M.","13668 a","1877","02","12",NA,"Brasil",NA,NA,"Plantae Flum. Ex Herb. Glaziou; Herb. J. de Saldanha, 7533","R000074434",NA,NA,"Reissek",NA,"Rio de Janeiro",NA,NA,NA,NA,"R000074434_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-04-02 11:40:58-03","UFPI","TEPB","21970","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Walter, B. M. T.",NA,"1995","10","05",NA,"Brasil",NA,NA,"arbusto, solo areno-argiloso com grossa camada de serrapilheira Ambiente: Mata de Galeria inundável",NA,NA,NA,"Reiss.","Rita Lima","Goiás","Campinaçu","Região da Praia Grande, cerca de 7,5 km da Sede da fazenda a noroeste.","-48.5710983276367","-13.789999961853",NA,NA,NA,NA,NA,"43965","auto","1999","01","01",NA,NA,NA,NA,NA,NA
"142","2020-11-19 10:25:09-03","CPAP","CPAP","6906","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pott, A.","5062","1989","10","06",NA,"Brasil",NA,NA,"Arboreta 5m de altura. FLOR: creme. FRUTO: não visto. INTERESSE: Apícola; madeira; forrageira. FREQUÊNCIA: Ocasional. AMBIENTE: Caapão (ilha de mata) de Cordia; não alagável. SUBSTRATO: solo areno-argiloso. RELEVO: plano convexo. <ll>dwc_commonname:</ll> Cabrito",NA,NA,NA,"Reissek",NA,"MT","Poconé","Fazenda Porto Jofre; Sub-região de Poconé; Pantanal - retiro Santa Isabel",NA,"-17.55",NA,"90","90","56°77' W","17°33' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-11-19 10:25:09-03","CPAP","CPAP","20668","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Salis, S.M.","1361","2005","11","24",NA,"Brasil",NA,NA,"Árvore. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerradão. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Cabrito",NA,NA,NA,"Reissek","D.R.C.Padilha & S.M.Salis","MS","Aquidauana","Fazenda Baía das Pedras - invernada Barragem","-55.7872009277344","-20.4710998535156",NA,NA,NA,"55 45'23''W","19 15'31''S","212961","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-11-19 10:25:09-03","CPAP","CPAP","18522","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Salis, S. M.","1141","2000","12","07",NA,"Brasil",NA,NA,"Árvore, 9m de altura. FLOR: não vista. FRUTO: verde. INTERESSE: . FREQUÊNCIA: . AMBIENTE: Interior de cerradão queimado. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Cabrito",NA,NA,NA,"Reissek",NA,"MS","Aquidauana","Fazenda Rio Negro; Sub-região da Nhecolândia; Pantanal - invernada 4","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-11-19 10:25:09-03","CPAP","CPAP","13110","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mattos, P. P. de","12","1994","07","06",NA,"Brasil",NA,NA,"Arbóreo, 11m de altura. FLOR: não vista. FRUTO: não visto. INTERESSE: Madeireira; apícola. FREQUÊNCIA: Frequente. AMBIENTE: Cerradão. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Cabrito",NA,NA,NA,"Reissek",NA,"MS","Corumbá","Fazenda Nhumirim, Sub-região da Nhecolândia, Pantanal","-56.65","-18.983333",NA,"90","90","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-11-19 10:25:09-03","CPAP","CPAP","14547","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pott, A.","7511","1995","10","02",NA,"Brasil",NA,NA,"Arvoreta (rebrota) 1,2m de altura. FLOR: esverdeada. FRUTO: não visto. INTERESSE: Florestal. FREQUÊNCIA: Esparsa. AMBIENTE: Cerradão. SUBSTRATO: solo arenoso. RELEVO: ondulado. <ll>dwc_commonname:</ll> Cabrito",NA,NA,NA,"Reissek",NA,"MS","Caracol","Fazenda Tereré, a Oeste de Caracol na MS-467","-57.191389","-22.028611",NA,"140","140","57°11'29'' W","22°01'43'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-11-19 10:25:09-03","CPAP","CPAP","21138","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Jesus, E. M.","294","2008","10","29",NA,"Brasil",NA,NA,"Arbusto 2m~. FLOR: branca meio esverdeada. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Muito frequente. AMBIENTE: Beira de mata decídua. SUBSTRATO: solo argiloso. RELEVO: suave ondulado.",NA,NA,NA,"Reissek","E. M. Jesus; S. M. Salis","MS","Corumbá","Assentamento Taquaral - sítio 3 Irmãos - lote: 225 - trilha 1","-57.696389","-19.100556",NA,"165","165","57°41'47'' W","19°06'02'' S",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-11-19 10:25:09-03","CPAP","CPAP","21752","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Jesus, E. M.","608","2009","07","22",NA,"Brasil",NA,NA,"Arbusto 2m~. FLOR: meio esverdeada. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Muito frequente. AMBIENTE: Beira de mata decídua. SUBSTRATO: solo argiloso. RELEVO: suave ondulado.",NA,NA,NA,"Reissek","A. M. Almeida; D. T. Azevedo","MS","Corumbá","Assentamento Taquaral - sítio 3 Irmãos - lote-225 - trilha 1","-57.696389","-19.100556",NA,"165","165","57°41'47'' W","19°06'02'' S",NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-11-19 10:25:09-03","CPAP","CPAP","22566","PreserverdSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pott, A.","8454","2000","11","11",NA,"Brasil",NA,NA,"Sem flores e fruto, planta . Frequente.. Remanescente e Vegetação Secundária de Cerradão,. Solo: litos.Solo: fértil,. Relevo: topo da serra.",NA,NA,NA,"Reissek","A. Pott","MS","Nioaque","Estrada BR 60, Km 510 entre Nioaque e Sidrolândia","-55.616667","-21.166667",NA,NA,NA,"55°37' W","21°10' S",NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA
