"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount"
"46","2020-11-26 18:09:32-03","CPAN-UFMS","COR","14109","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Damasceno Jr,G.A.;Melo,W.F.","338","1992","11","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek","G.A. Damasceno Jr.","Mato Grosso do Sul","Corumbá","Base de Pesquisa da UFMS - Passo do Lontra. Mata ciliar do Rio MIranda; ; Plano.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-26 18:09:32-03","CPAN-UFMS","COR","8806","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Damasceno Junior, G.A.; Nakajima, J.N.; Romero, R. Pott, V.J.","3023","2001","11","23",NA,"Brasil",NA,NA,"Com fruto:verde",NA,NA,NA,"Reissek","Damasceno-Junior, G.A.","Mato Grosso do Sul","Corumbá","Córrego Chapada ou Tatú Canastra - Morraria do Acurizal. Mata de galeria; arenoso; morro.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-26 18:09:32-03","CPAN-UFMS","COR","17170","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Takahasi, A.; Campos, V.C.","635","2004","10","26",NA,"Brasil",NA,NA,"Flor esverdeada. Fruto verde Habito: Árvore",NA,NA,NA,"Reissek","Takahasi, A.","Mato Grosso do Sul","Corumbá","Estrada Parque Pantanal.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-26 18:09:32-03","CPAN-UFMS","COR","3965","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Damasceno Jr,G.A.; Bezerra,M.A.O.;Bortolotto,I.M.","644","1993","08","15",NA,"Brasil",NA,NA,"Habito: árvore de 8m",NA,NA,NA,"Reissek",NA,"Mato Grosso do Sul","Corumbá","Fazenda Santa Helena.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-26 18:09:32-03","CPAN-UFMS","COR","3861","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Damasceno Jr,G.A.;Bezerra,M.A.O.","554","1992","11","27",NA,"Brasil",NA,NA,"Habito: árvore de 7m",NA,NA,NA,"Reissek",NA,"Mato Grosso do Sul","Corumbá","Fazenda Santa Helena. Capão de mata; arenoso com concreção calcárea no horizonte subsuperficial; Plano.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-26 18:09:32-03","CPAN-UFMS","COR","3860","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Damasceno Jr,G.A.;Bezerra,M.A.O.;Bortolotto,I.M.","555","1993","10","06",NA,"Brasil",NA,NA,"Habito: árvore de 8m",NA,NA,NA,"Reissek",NA,"Mato Grosso do Sul","Corumbá","Fazenda Santa Helena. Capão de mata; arenoso com concreção calcárea no horizonte subsuperficial; Plano.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-26 18:09:32-03","CPAN-UFMS","COR","2064","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Bueno,N.R.; et al.","72","1990","10","06",NA,"Brasil",NA,NA,"Material de monografia; Importância Econômica: madeira",NA,NA,NA,"Reissek","Pott,V.J.","Mato Grosso do Sul","Corumbá","Morro Bocaina. Floresta decídua; Pedregoso com afloramento de rocha calcárea; Ondulado.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-26 18:09:32-03","CPAN-UFMS","COR","5477","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pereira,S.R.","21","1997","11","16",NA,"Brasil",NA,NA,"Com Flor: verde",NA,NA,NA,"Reissek","Damasceno, G.A.Jr.","Mato Grosso do Sul","Corumbá","Morro Jacadigo. mata semi-decidua; Calcáreo; inclinado.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-26 18:09:32-03","CPAN-UFMS","COR","3742","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Damasceno Júnior, G. A.",NA,"1992","10","31",NA,"Brasil",NA,NA,"Habito: árvore",NA,NA,NA,"Reissek",NA,"Mato Grosso do Sul","Corumbá","Morro Tromba dos macacos, próximo ao SAMC","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-11-26 18:09:32-03","CPAN-UFMS","COR","15709","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","T.S.Amaral",NA,"2008","12","11",NA,"Brasil",NA,NA,"Frutos maduros.; Com Fruto: Preto",NA,NA,NA,"Reissek","T.S.Amaral","Mato Grosso do Sul","Corumbá","Pantanal, sub-região do Miranda-Abobral, Fazenda São Bento. Pantanal. Capão de mata.; ;.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-11-26 18:09:32-03","CPAN-UFMS","COR","12252","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Neves, M.S.; Martins, Tatiane; Saab, Juliane; David, Jaqueline","21","2005","10","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek","Damasceno-Junior, G.A.","Mato Grosso do Sul","Corumbá","terreno baldio particular da Itaú. mata decídua; argiloso; plano.","-57.6533012390137","-19.0091991424561",NA,"158","158",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-26 18:09:32-03","CPAN-UFMS","COR","4811","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Conceição, T.S.; Rodriguez, D.P.; Bortolotto, I.M.",NA,"1996","10","22",NA,"Brasil",NA,NA,"Com fruto:verde Habito: Árvore",NA,NA,NA,"Reissek",NA,"Mato Grosso do Sul","Ladário","Fazenda São João.","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-10-09 11:23:17-03","UFBA","ALCB","023929","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Guedes, ML; et al.","s/n","1992","11","27","Southern America","Brasil",NA,NA,"Com folhas discolores, peninérveas. Pedúnculos frutíferos não intumecido. Fruto drupa com um","ALCB034697","Dicotyledon",NA,"Reissek",NA,"Bahia","Itanajé",NA,NA,NA,"ALCB034697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-10-09 11:23:17-03","UFBA","ALCB","68835","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Carneiro, J","1241","2001","11","14","Southern America","Brasil",NA,NA,"até 5 m.; Floresta","ALCB034699","Dicotyledon",NA,"Reissek","Hatschbach, G","Paraná","Alvorada do Sul","arredores","-51.216667","-22.766667","ALCB034699",NA,NA,"-51.216667","-22.766667",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-10-09 11:23:17-03","UFBA","ALCB","75508","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Valadão, RM; Guedes, ML","193","2006","01","25","Southern America","Brasil",NA,NA,"Árvore de ca. 10 e 12m de altura, CAPs de 24,0cm e 43cm respectivamente. Folhas simples, coriáceas, discolores, com nervuras impressas na face abaxial.; Arbórea.","ALCB034698","Dicotyledon",NA,"Reissek","Guedes, ML; Valadão, RM","Bahia","Ituberá","Litoral Sul, Faz. da Mishellin, Mata do fragmento da Pancada Grande. Parcela 03, Nº 654","-39.133333","-13.716667","ALCB034698",NA,NA,"-39.133333","-13.716667",NA,NA,"2007","01",NA,NA,NA,NA,NA,NA,NA
"61","2019-10-09 11:23:17-03","UFBA","ALCB","032184","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Hatschbach, G; Hatschbach, M; Silva, JM","65521","1996","11","11","Southern America","Brasil",NA,NA,"Pequena árvore; Cerrado","ALCB034700","Dicotyledon",NA,"Reissek","Hatschbach, G","Mato Grosso","Porto Esperidião","Rodovia entre Destacamento Militar de Santa Rita e Fortuna","-58.4603004455566","-15.8528003692627","ALCB034700",NA,NA,NA,NA,"113725","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-02-08 10:26:00-03","NBC","NL-BOTANY","L.1077261","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Lindeman JC; Haas JH de",NA,"1966","08","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1077261 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1077261",NA,"Rosales","Reissek",NA,"Paraná",NA,NA,NA,NA,"NL-L1077261",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13637",NA,NA,NA,NA
"63","2020-02-08 10:26:00-03","NBC","NL-BOTANY","L.1077262","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Lindeman JC; Haas JH de",NA,"1966","08","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1077262 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1077262",NA,"Rosales","Reissek",NA,"Paraná",NA,NA,NA,NA,"NL-L1077262",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13637",NA,NA,NA,NA
"64","2020-02-08 10:26:00-03","NBC","NL-BOTANY","L.2324891","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Hassler E",NA,"1913","09","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2324891 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2324891",NA,"Rosales","Reissek",NA,"Central",NA,"Paraguay, Paraguaria centralis, prope Sapucay",NA,NA,"NL-L2324891",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0553898",NA,NA,NA,NA
"65","2020-02-08 10:26:00-03","NBC","NL-BOTANY","L.2324892","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Herzog T",NA,"1910","12","01","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2324892 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2324892",NA,"Rosales","Reissek",NA,NA,NA,"Am Rio Grande.",NA,NA,"NL-L2324892",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0652131",NA,NA,NA,NA
"66","2020-02-08 10:26:00-03","NBC","NL-BOTANY","L.2324893","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Herzog T",NA,"1910","12","01","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2324893 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2324893",NA,"Rosales","Reissek",NA,NA,NA,"Am Rio Grande.",NA,NA,"NL-L2324893",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0652130",NA,NA,NA,NA
"67","2020-02-08 10:26:00-03","NBC","NL-BOTANY","L.2324966","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pereira E; Egler W; Graciela",NA,"1953","10","06","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2324966 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2324966",NA,"Rosales","Reissek","Pereira E","Mato Grosso",NA,"Brazil, M. Grosso, Mun. de Corumbá, Fazenda Marilândia",NA,NA,"NL-L2324966",NA,NA,NA,NA,NA,NA,"1954","10","13","Magnoliopsidae","L 0553905",NA,NA,NA,NA
"68","2020-02-08 10:26:00-03","NBC","NL-BOTANY","L.2324967","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Reitz R; Klein RM",NA,"1956","03","22","Southern America","Brazil",NA,NA,"Capoeirão<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2324967 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2324967",NA,"Rosales","Reissek","Johnston MC","Santa Catarina",NA,"Brasil, Santa Catarina, Braço Joaquim, Luis Alves",NA,NA,"NL-L2324967",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0553904",NA,NA,NA,NA
"69","2020-02-08 10:26:00-03","NBC","NL-BOTANY","L.2324968","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Duarte AP",NA,"1965","10","24","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2324968 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2324968",NA,"Rosales","Reissek","Carvalho LAF de","Goiás",NA,"Brazil, Goiás, de Monte Alegre para Campos Belos",NA,NA,"NL-L2324968",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0553903",NA,NA,NA,NA
"70","2020-02-08 10:26:00-03","NBC","NL-BOTANY","L.2324969","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pedersen TM",NA,"1969","11","13","Southern America","Paraguay",NA,NA,"Woodland<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2324969 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2324969",NA,"Rosales","Reissek","Pedersen TM","Central",NA,"Paraguay, Dep. Central, Villa Elisa",NA,NA,"NL-L2324969",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0553902",NA,NA,NA,NA
"71","2020-02-08 10:26:00-03","NBC","NL-BOTANY","L.2324970","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pedersen TM",NA,"1956","11","03","Southern America","Paraguay",NA,NA,"Patch of woodland by the roadside<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2324970 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2324970",NA,"Rosales","Reissek","Pedersen TM","La Cordillera",NA,"Paraguay, Dep. la Cordillera, near Caacupé",NA,NA,"NL-L2324970",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0553901",NA,NA,NA,NA
"72","2020-02-08 10:26:00-03","NBC","NL-BOTANY","L.2324971","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Hatschbach GG",NA,"1968","11","12","Southern America","Brazil",NA,NA,"Clareiras da mata pluvial, base oriental da serra<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2324971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2324971",NA,"Rosales","Reissek","Hatschbach GG","Paraná",NA,"Brazil, Paraná, mun. Campina Gde. do Sul, Serra Virgem Maria",NA,NA,"NL-L2324971",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0553900",NA,NA,NA,NA
"73","2020-02-08 10:26:00-03","NBC","NL-BOTANY","L.4197546","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Pedersen TM",NA,"1986","10","24","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4197546 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4197546",NA,"Rosales","Reissek",NA,NA,NA,"Mato Grosso, xxx do Sul, mun. Guia Lopes da Laguna: on road (BR-267) from Maracajú to Guia Lopes about 12 km W of Ervania.",NA,NA,"NL-L4197546",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"74","2020-02-08 10:26:00-03","NBC","NL-BOTANY","L.4206610","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Hoehne W",NA,"1952","04","09","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4206610 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4206610",NA,"Rosales","Reissek",NA,NA,NA,"Brasil, Sao Paulo, Jales. Pastos do Retiro. Arvore.",NA,NA,"NL-L4206610",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"75","2020-02-08 10:26:00-03","NBC","NL-BOTANY","L.4206620","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Killeen TJ; Guillén R",NA,"1994","12","07","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4206620 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4206620",NA,"Rosales","Reissek",NA,NA,NA,"Velasco, 10 km al 5 de San Ignacio. Cerradao y matorral denso (guapasal).","-60","-16.459361","NL-L4206620",NA,NA,"-60.0","-16.459361",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"76","2020-02-08 10:26:00-03","NBC","NL-BOTANY","L.4206621","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Lewis MA",NA,"1990","11","16","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4206621 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4206621",NA,"Rosales","Reissek",NA,NA,NA,"Beni: Ballivian province. ''Isla de Taita'' (EBB) -- Estacion Biologica Beni in the savannahs and forest edges of Isla de Taita, 1500 m NE of El Porvenir.","-66.5","-14.5","NL-L4206621",NA,NA,"-66.5","-14.5",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"77","2020-02-08 10:26:00-03","NBC","NL-BOTANY","L.4206622","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Lewis MA",NA,"1990","11","16","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4206622 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4206622",NA,"Rosales","Reissek",NA,NA,NA,"Beni: Ballivian province. ''Isla de Taita'' (EBB) -- Estacion Biologica Beni in the savannahs and forest edges of Isla de Taita, 1500 m NE of El Porvenir.","-66.5","-14.5","NL-L4206622",NA,NA,"-66.5","-14.5",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"78","2020-02-08 10:26:00-03","NBC","NL-BOTANY","U 0055279","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Lindeman JC; Haas JH de",NA,"1966","08","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200055279 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0055279",NA,"Rosales","Reissek",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 13637",NA,NA,NA,NA
"79","2020-02-08 10:26:00-03","NBC","NL-BOTANY","U 0055280","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Lindeman JC; Haas JH de",NA,"1966","08","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200055280 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0055280",NA,"Rosales","Reissek",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 13637",NA,NA,NA,NA
"80","2020-02-08 10:26:00-03","NBC","NL-BOTANY","U 0283821","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Schunke Vigo J",NA,NA,NA,NA,"Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200283821 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0283821",NA,"Rosales","Reissek",NA,"San Martin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw31265",NA,NA,NA,NA
"81","2020-02-08 10:26:00-03","NBC","NL-BOTANY","U 0292741","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Lindeman JC; Haas JH de",NA,"1966","08","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200292741 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0292741",NA,"Rosales","Reissek",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13637",NA,NA,NA,NA
"82","2020-02-08 10:26:00-03","NBC","NL-BOTANY","U 0292752","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200292752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0292752",NA,"Rosales","Reissek",NA,"Paraná",NA,"Cêrro Azul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13693",NA,NA,NA,NA
"83","2020-02-08 10:26:00-03","NBC","NL-BOTANY","U 0292761","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200292761 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0292761",NA,"Rosales","Reissek",NA,"Paraná",NA,"ca. 10 km W of Cêrro Azul, near Casa Branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13657",NA,NA,NA,NA
"84","2020-02-08 10:26:00-03","NBC","NL-BOTANY","U.1555442","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Lindeman JC; Haas JH de",NA,"1966","08","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1555442 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1555442",NA,"Rosales","Reissek",NA,"Paraná",NA,NA,NA,NA,"NL-U1555442",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0137209",NA,NA,NA,NA
"85","2020-02-08 10:26:00-03","NBC","NL-BOTANY","U.1555443","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Dubs B",NA,"1987","10","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1555443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1555443",NA,"Rosales","Reissek",NA,NA,NA,"PANTANAL MATO-GROSSENSE. Fazenda Salina, Pantanal do Rio Negro.",NA,NA,"NL-U1555443",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"86","2020-02-08 10:26:00-03","NBC","NL-BOTANY","U.1555444","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Krukoff BA",NA,"1933","03","28","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1555444 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1555444",NA,"Rosales","Reissek",NA,NA,NA,"on terra firma - 'carrasco', high land. State of Maranhao. Region of River Grajahu.",NA,NA,"NL-U1555444",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"87","2020-02-08 10:26:00-03","NBC","NL-BOTANY","U.1555445","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Prance GT; Silva NT",NA,"1964","10","19","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1555445 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1555445",NA,"Rosales","Reissek",NA,NA,NA,"New Brazilian Highways. Serra do Caiapó, Goiás. 20 km south of Caiaponia, road to Jatai. Beside small creek.",NA,NA,"NL-U1555445",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
