"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","individualCount","typeStatus"
"51","2021-02-11 17:20:46-03","UFPR","UPCB","43578","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M.","Dala Rosa, S.","45","1999","11","03",NA,"Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi. Trilha do Facãozinho.","-48.834400177002","-25.476900100708",NA,NA,NA,"Arbusto ca. 70cm altura com flores. 1140m s.n.m..","UPCB0023804","UPCB0023804","30514","auto","2001","02",NA,NA,NA,NA,NA,NA
"52","2021-02-11 17:20:46-03","UFPR","UPCB","34523","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M.","Santos, E.P.","355","1997","10","15",NA,"Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,"Arvoreta de ± 3,5m, flores alvas. Campo de altitude, 1200m de altitude..","UPCB0023803","UPCB0023803","41937","auto","1999","04","05",NA,NA,NA,NA,NA
"53","2009-08-23 08:49:00-03","MO","MOBOT","2477393","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D. Legrand",NA,"Lyman B. Smith|Roberto M. Klein","Smith 8487","1956","12","9","South America","Brazil","Santa Catarina",NA,"Rancho Pailo Walter, no Rio Negro, base do Morro Iquererim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2014-09-19 05:33:00-03","MO","MOBOT","3401408","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D. Legrand",NA,"Cordeiro, *","Cordeiro 578","1988",NA,NA,"South America","Brazil","Paraná",NA,"Morro Sete (mun Quatro Barras)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-08-31 09:08:03-03","INPA","INPA","147083","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, MEG","Pires, MJ","1784","1987","10","02","Southern America","Brasil","Pará","Almeirim","Monte Dourado. Gleba Monte Dourado. Floresta tropical de terra firme.","-52.533333","-0.866667",NA,NA,NA,NA,"INPA0147083","INPA0147083 INPA0147083_e INPA0147083_e1 INPA0147083_nd1",NA,NA,"2014",NA,NA,NA,"-52.533333","-0.866667",NA,NA
"56","2020-08-31 09:08:03-03","INPA","INPA","203607","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, MEG","Silva, JM da","2766","1998","12","29","Southern America","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"INPA0203607","INPA0203607 INPA0203607_e","37493","auto","1999",NA,NA,NA,NA,NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","2580258","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D. Legrand",NA,"R. Reitz & R. Klein","10321","1960","11","4","South America - Neotropics","Brazil","Santa Catarina","São Francisco do Sul","Morro de Campo Alegre","-48.6380996704102","-26.2432994842529","1300",NA,NA,NA,"US01892862","US01892862_01 US01892862_02","23627","auto",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"58","2020-09-12 05:00:02-03","US","US","2743329","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D. Legrand",NA,"L. B. Smith & R. M. Klein","8487","1956","12","9","South America","Brazil","Santa Catarina","Campo Alegre","Pinheiral, near Rio Negro, base of Morro Iquererim.","-49.2655982971191","-26.1924991607666","900","1000",NA,NA,"US00007728","US00007728_01","37493","auto",NA,NA,NA,"Dicotyledonae",NA,NA,"1","Isotype"
"59","2020-09-12 05:00:02-03","US","US","2403150","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D. Legrand",NA,"R. Reitz & R. Klein","5895","1957","12","22","South America - Neotropics","Brazil","Santa Catarina","Garuva","Monte Crista","-48.8549995422363","-26.0266990661621","850",NA,NA,NA,"US01892861","US01892861_01 US01892861_02","22441","auto",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"60","2020-09-12 05:00:02-03","US","US","3466696","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D. Legrand",NA,"J. Cordeiro & J. M. Silva","578","1988","11","23","South America - Neotropics","Brazil","Paraná","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"US01892859","US01892859_01 US01892859_02","17116","auto",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US","2564686","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D. Legrand",NA,"G. Hatschbach","15942","1967","2","3","South America - Neotropics","Brazil","Paraná","São José dos Pinhais","Col. S. Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"US01294007","US01294007_01","45291","auto",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"62","2019-11-13 11:27:11-03","USP","SPF","122147","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M","Ferretti, AR","62","1996","12","13",NA,"Brasil","São Paulo","Cunha","Estação Experimental da Serra do Mar","-45.004722","-23.239444",NA,NA,NA,NA,"SPF00122147",NA,NA,NA,"2018","04",NA,NA,"-45.004722","-23.239444",NA,NA
"63","2021-03-25 13:52:56-03","UNIVILLE","JOI","17973","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Vieira, F.C.S.","Vieira, F.C.S.","2390","2019","01","03",NA,"Brasil","Santa Catarina","Campo Alegre","Encostas ocidentais inferiores do Quiriri, junto ao rio Negro.",NA,"-26.014722","870","870",NA,"Flor Botão Habitat: Floresta Ombrófila Mista Habito: Árvore","JOI017973","JOI017973",NA,NA,"2019","01","18",NA,NA,"26º0'53''S",NA,NA
"64","2021-03-25 13:52:56-03","UNIVILLE","JOI","7320","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","F.C.S. Vieira","F.C.S. Vieira","1969","2007","11","14",NA,"Brasil","Santa Catarina","Garuva","Serra Quiriri, Morro Pirabeiraba.","-48.8549995422363","-26.0266990661621","1230","1230",NA,"; HABITAT: borda da mata, topo; HABITO: arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa Alto Montana","JOI007320","JOI007320","22441","auto","2008","05","29",NA,NA,NA,NA,NA
"65","2021-03-25 13:52:56-03","UNIVILLE","JOI","13616","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","F.C.S. Vieira","F.C.S. Vieira","2147","2009","04","22",NA,"Brasil","Santa Catarina","Garuva","Serra Quiriri, próximo ao rancho São Tiago, no caminho para Monte Crista.","-48.8549995422363","-26.0266990661621","1140","1140",NA,"; HABITAT: borda da floresta; HABITO: arbusto; TIPO VEGETACIONAL: Floresta Ombrófila Densa Alto Montana","JOI013616","JOI013616","22441","auto","2009","05","20",NA,NA,NA,NA,NA
"66","2021-03-25 13:52:56-03","UNIVILLE","JOI","7331","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","F.C.S. Vieira","F.C.S. Vieira","1983","2007","11","15",NA,"Brasil","Santa Catarina","Garuva","Serra Quiriri, sopé do morro dos Alemães, rio dos Alemães.","-48.8549995422363","-26.0266990661621","1200","1200",NA,"; HABITAT: mata ciliar; HABITO: arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa Alto Montana","JOI007331","JOI007331","22441","auto","2008","05","29",NA,NA,NA,NA,NA
"67","2021-03-25 13:52:56-03","UNIVILLE","JOI","7334","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","F.C.S. Vieira","F.C.S. Vieira","1986","2007","11","15",NA,"Brasil","Santa Catarina","Garuva","Serra Quiriri - Sopé do Morro dos Alemães, rio dos Alemães.","-48.8549995422363","-26.0266990661621","1200","1200",NA,"; HABITAT: mata ciliar; HABITO: arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa Alto Montana","JOI007334","JOI007334","22441","auto","2008","05","29",NA,NA,NA,NA,NA
"68","2021-03-04 11:17:34-03","UEFS","HUEFS","86866","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D. Legrand",NA,"Maguire, B.","30045","1930","12","08",NA,"Venezuela",NA,NA,"Cerro Hunchamacari, Rio Cunucunuma, Amazonas.",NA,NA,"1800","1900",NA,NA,"HUEFS0086866",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,"Isótipo"
"69","2019-02-27 14:03:15-03","UFSJ","HUFSJ","5135","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M","Antunes, K; et al.","378","2012","12","01",NA,"Brasil","Minas Gerais","Olaria","Serra Negra, Degredo.","-43.937198638916","-21.8607997894287",NA,NA,NA,"Arbusto de 1m de altura. Campo quartizítico. Botões com sépalas avermelhadas e flores com pétalas amareladas.","HUFSJ005135",NA,"15222","auto","2013",NA,NA,NA,NA,NA,NA,NA
"70","2019-02-27 14:03:15-03","UFSJ","HUFSJ","8146","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M","?","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Cunha","Parque Estadual da Serra do mar - Núcleo Cunha. Floresta Ombrófila Densa Altomontana. parcela S, indivíduo 83.","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"HUFSJ008146",NA,"38855","auto","2015",NA,NA,NA,NA,NA,NA,NA
"71","2021-03-23 08:08:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D. Legrand","Vieira, FCS","Vieira, FCS","2390","2019","01","03","Southern America","Brasil","Santa Catarina","Campo Alegre","Encostas ocidentais inferiores do Quiriri, junto ao rio Negro","-49.013611","-26.014722","870","870",NA,"Árvore, flor botão; Floresta Ombrófila Mista",NA,NA,NA,NA,"2019","01","18",NA,"-49.013611","-26.014722",NA,NA
"72","2019-11-01 15:06:26-03","UnB","UB","132169","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D. Legrand","Sobral, M","Ribas, OS","5728","2004","01","09","Southern America","Brasil","Paraná ","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Flor alva.; Arbusto 2m.; Matinha nebular",NA,NA,"12577","auto","2005",NA,NA,NA,NA,NA,NA,NA
"73","2020-08-20 14:58:26-03","UFSC","FLOR","60485","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Wagner, M.A.","Wagner, M.A.","161","2014","11","29",NA,"Brasil","Santa Catarina","Lages","Bairro do Tributo - Rancho Aparecida - perto do riacho.","-50.306389","-27.7725",NA,NA,NA,"Hábito árvore, flores brancas Habitat: Matinha ao lado do rio","FLOR0060485",NA,NA,NA,"2017","08","02",NA,"50º18'23''W","27º46'21''S",NA,NA
"74","2020-08-20 20:40:33-03","UFSC","FLOR","957","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Legrand, C.D.","Reitz, R.; Klein, R.M.","10321","1960","11","04",NA,"Brasil","Santa Catarina","São Francisco do Sul","Morro do Campo Alegre.","-48.6380996704102","-26.2432994842529",NA,NA,NA,"arbusto, flor branca","FLOR0000957",NA,"23627","auto","1963",NA,NA,NA,NA,NA,NA,NA
"75","2021-03-04 15:45:35-03","IF","SPSF","21510","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","L.Lima","E.R.N.Franciosi","18","1996","12","16","América do Sul","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: pastagem&nf;;",NA,NA,"38855","auto","2017","10","25","Magnoliopsida",NA,NA,NA,NA
"76","2020-08-26 10:50:13-03","MCN-FZBRS","HAS","55085","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Legrand, C. D.","Reitz","5895","1957","12",NA,NA,"Brasil","Santa Catarina","São Francisco do Sul","Monte Crista, Garuva","-48.6380996704102","-26.2432994842529","850","850",NA,"Arvoreta 4m altura, flor branca. Capão do campo.","HAS0055085",NA,"23627","auto","1960",NA,NA,NA,NA,NA,NA,"Paratypus"
"77","2019-11-21 10:12:19-03","IBt","SP","310874","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand",NA,"Ferretti, AR; Vanini, A; Nave, AG; Peneireiro, FM; Rodrigues, RR; Souza, VC; et al.","62","1996","12","13",NA,"Brasil","São Paulo","Cunha","Estação Experimental da Serra do Mar, Núcleo Cunha, trilha da Pedreira, floresta ambrófila densa, vegetação secundária, foi pastagem há 20anos","-45.004722","-23.406111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.004722","-23.406111",NA,NA
"78","2019-11-21 10:12:19-03","IBt","SP","329872","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M","Ribas, OS; et al.","2220","1997","12","31",NA,"Brasil","Paraná","Tijucas do Sul","Serra Papanduva.","-49.1988983154297","-25.9281005859375","1400","1400",NA,"Subarbusto 2m alt., fruto negro. Encosta do morro, beira de córrego.",NA,NA,"25228","auto","2007",NA,NA,NA,NA,NA,NA,NA
