"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","yearIdentified","monthIdentified","dayIdentified","year","month","day","individualCount","occurrenceRemarks","class","scientificNameAuthorship","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","recordedBy","recordNumber","continentOcean","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","typeStatus","relatedCatalogItem"
"52","2020-11-04 17:30:12-03","UEM","HUEM","22251","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2012","03",NA,"2012","11",NA,NA,"Epífita; flor de coloração amarelo claro.",NA,"Schltr.","Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.583333","-24.35",NA,NA,"Milaneze-Gutierre, MA","Milaneze-Gutierre, MA; colaboradores","s.n.",NA,NA,"HUEM000009651","HUEM000009651","-50.583333","-24.35",NA,NA,NA,NA,NA
"53","2020-11-04 17:30:12-03","UEM","HUEM","24259","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2013",NA,NA,"2013","02",NA,NA,"Epífita; flores típicas (com dois ocelos vermelhos na base do labelo).",NA,"Schltr.","Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.6156005859375","-24.3239002227783","35037","auto","Milaneze-Gutierre, MA","Milaneze-Gutierre, MA","s.n.",NA,NA,"HUEM000009653","HUEM000009653",NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 17:30:12-03","UEM","HUEM","28130","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2012","02",NA,"2012","02",NA,NA,"Epífita. Flores amarelas, odor forte de gelol.",NA,"Schltr.","Brasil","Paraná","Telêmaco Borba","UHE Mauá.","-50.6156005859375","-24.3239002227783","35037","auto","Milaneze-Gutierre, MA","Milaneze-Gutierre, MA","s.n.",NA,NA,"HUEM000016034","HUEM000016034",NA,NA,NA,NA,NA,NA,NA
"55","2020-11-04 17:30:12-03","UEM","HUEM","28131","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2018","03",NA,"2012","02",NA,NA,"Epífita. Odor forte de gelol.",NA,"Schltr.","Brasil","Paraná","Telêmaco Borba","UHE Mauá.","-50.6156005859375","-24.3239002227783","35037","auto","Milaneze-Gutierre, MA","Milaneze-Gutierre, MA","s.n.",NA,NA,"HUEM000016627","HUEM000016627",NA,NA,NA,NA,NA,NA,NA
"56","2019-11-01 15:15:33-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Stanhopea","graveolens","Stanhopea graveolens","1961","10","21","1960","12","03",NA,"Sobre rochas calcares",NA,"Lindl.","Brasil","Minas Gerais","Cordisburgo","Fazenda do Sr. José do Alfredo","-44.32080078125","-19.125","32963","auto","Pabst, G","Heringer, EP","Herb7804","Southern America",NA,"UB0019104","UB0019104",NA,NA,NA,NA,NA,NA,NA
"57","2020-08-20 20:37:56-03","UFSC","FLOR","2535","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Stanhopea","graveolens","Stanhopea graveolens","1971",NA,NA,"1971","01","21",NA,"rupícola, flor amarelo-creme salpicado de marrom",NA,"C.Morr.","Brasil","Santa Catarina","Florianópolis","Pântano do Sul, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","27000","auto","Pabst, G.","Bresolin, A.","132",NA,NA,"FLOR0002535",NA,NA,NA,"200","200",NA,NA,NA
"58","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stanhopea","graveolens","Stanhopea graveolens",NA,NA,NA,NA,NA,NA,NA,"Floret Novembri - Decembri",NA,"Lindl.","Peru",NA,NA,"Etiam in Peruvia",NA,NA,NA,NA,NA,"Tate","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stanhopea","graveolens","Stanhopea graveolens",NA,NA,NA,NA,NA,NA,NA,"Floret Novembri - Decembri",NA,"Lindl.","Peru",NA,NA,"Etiam in Peruvia",NA,NA,NA,NA,NA,"Tate","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stanhopea","graveolens","Stanhopea graveolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil",NA,NA,"ad Casa da Pedra",NA,NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo","285?","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stanhopea","graveolens","Stanhopea graveolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil",NA,NA,"in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,"Lietze","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stanhopea","graveolens","Stanhopea graveolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil",NA,NA,"in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,"Lietze","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stanhopea","graveolens","Stanhopea graveolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Minas Gerais","Caldas","Habitat in arboribus ad Caldas prov. Minas Geraes","-46.3861","-21.9236","25710","auto",NA,"Regnell, AF","1117?","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stanhopea","graveolens","Stanhopea graveolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Minas Gerais","Caldas","Habitat in arboribus ad Caldas prov. Minas Geraes","-46.3861","-21.9236","25710","auto",NA,"Regnell, AF","1117","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stanhopea","graveolens","Stanhopea graveolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil",NA,NA,"ad Casa da Pedra",NA,NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo","285","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:13:51-03","IBt","SP","25612","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2000","03","20",NA,NA,NA,NA,NA,NA,"(Regel) Schltr.","Brasil",NA,NA,"Proc. ignorada. Cultivada em Petrópolis, Rio de Janeiro",NA,NA,NA,NA,"Pinheiro, F","Spannagel, C","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 10:13:51-03","IBt","SP","9510","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2000","03","20","1924","01","20",NA,NA,NA,"(Regel) Schltr.","Brasil","Santa Catarina",NA,"Cultivada no Horto do Museu Paulista",NA,NA,NA,NA,"Pinheiro, F","Luederwaldt, H","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:13:51-03","IBt","SP","9547","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2000","03","20",NA,NA,NA,NA,NA,NA,"(Regel) Schltr.","Brasil",NA,NA,"Proc. ignorada. Cultivada em São Bernardo, São Paulo, fl. 5/II/1924",NA,NA,NA,NA,"Pinheiro, F","Mello, P","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 10:13:51-03","IBt","SP","27165","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2011","06",NA,"1868","12","22",NA,NA,NA,"(Regel) Schltr.","Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641","25710","auto","Mamede, MCH","Regnell, A","1634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 10:13:51-03","IBt","SP","4168","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2001","11","14","1919","12",NA,NA,NA,NA,"(Regel) Schltr.","Brasil","Minas Gerais","Caldas","Cultivada em São Paulo (Butantan na estufa do Horto Oswaldo Cruz)","-46.386100769043","-21.9235992431641","25710","auto","Gerlach, G","Hoehne, FC","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:13:51-03","IBt","SP","373868","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2005","02",NA,"2001","01",NA,NA,NA,NA,"(Regel) Schltr.","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807","101169","auto","Pinheiro, F","Pinheiro, F","246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 10:13:51-03","IBt","SP","340096","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2000","03",NA,"1978","04","07",NA,NA,NA,"(Regel) Schltr.","Brasil","São Paulo","Boracéia","Sítio da Juréia. Cultivada no Orquidário do Instituto de Botânica, sob nº 10803, floresceu em I/2000","-48.7700004577637","-22.1900005340576","10241","auto","Pinheiro, F","Silva, MB; Neto, G; Augusto, MJ","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 10:13:51-03","IBt","SP","344283","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2000","11",NA,"1963","07",NA,NA,NA,NA,"(Regel) Schltr.","Brasil","São Paulo","Brotas","Fazenda Santa Eliza. Sítio do Sr. Pinheiro. Cultivada no Orquidário do Instituto de Botânica sob nº 3478, floresceu em I/2000","-48.1199989318848","-22.2800006866455","26585","auto","Pinheiro, F","Nascimento, LR; Pereira, MA","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 10:13:51-03","IBt","SP","343322","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2001","11","14",NA,NA,NA,NA,NA,NA,"(Regel) Schltr.","Brasil","São Paulo","Iguape","Praia da Juréia. Local do bambu. Cultivada no Orquidário do Instituto de Botânica do estado de São Paulo sob nº 3868, floresceu em II.2000","-47.5499992370605","-24.7000007629395","55628","auto","Gerlach, G","Brolio, P","1963B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 10:13:51-03","IBt","SP","36597","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2000","03","20",NA,NA,NA,NA,NA,NA,"(Regel) Schltr.","Brasil","São Paulo","Itú","Reserva Florestal Washington Luiz. Cultivada em São Paulo (Pinheiros), fl. 11/I/1936","-47.2900009155273","-23.2600002288818","22309","auto","Pinheiro, F","Gehrt, A","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:13:51-03","IBt","SP","36208","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2000","03","20",NA,NA,NA,NA,NA,NA,"(Regel) Schltr.","Brasil","São Paulo","Itú","Reserva Florestal Washington Luiz. Cultivada em São Paulo (Pinheiros), fl. 23/I/1939","-47.2900009155273","-23.2600002288818","22309","auto","Pinheiro, F","Gehrt, A","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
