"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","infraspecificEpithet","sex"
"228","2020-06-29 11:31:00-03","UFRJ","RFA","18006","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Ida de Vattino",NA,NA,NA,"Pessoal do Horto Florestal","1927","06","13","Brasil","Rio de Janeiro","Rio de Janeiro","Horto Florestal","-43.2075004577637","-22.9027996063232",NA,NA,NA,"RFA15296",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-06-29 11:31:00-03","UFRJ","RFA","16187","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Ida de Vattino","1978","01","09","P. Occhioni","1975","01","00","Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, próximo Barreira do Soberbo","-43.2075004577637","-22.9027996063232",NA,NA,"Arbusto de 4 a 5 m de altura; Flores esverdeadas","RFA13882",NA,"6683",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-06-29 11:31:00-03","UFRJ","RFA","16097","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Ida de Vattino","1978","01","09","P. Occhioni","1975","02","15","Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, Soberbo","-43.2075004577637","-22.9027996063232",NA,NA,"Arvoreta de 7 a 8 m de altura. Flor verde","RFA13813",NA,"6924","1000","1000",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-06-29 11:31:01-03","UFRJ","RFA","6614","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Ida de Vattino","1957",NA,NA,"R. Klein","1955","02","08","Brasil","Santa Catarina","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,"Arbusto 3 m de altura. Flor verde","RFA26488",NA,"1127","10","10",NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-11-24 17:10:45-03","UTFPR","DVPR","3580","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Cordeiro, J; Barboza, E","2007",NA,NA,"Silva, AR","2007","03","24","Brasil","Paraná","Campo Mourão","Parque Estadual do lago Azul (PELA)","-52.18043","-24.06215","-52.18043","-24.06215","árvore ca. 7 m de altura, na beira do rio.; Relevo: suave-ondulado.","DVPR003580",NA,"284","589","589",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-11-24 17:10:45-03","UTFPR","DVPR","5628","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Brotto, ML","2016","12","05","Silva, JM; Brotto, ML; Völtz, RR; Lozano, ED","2016","11","30","Brasil","Paraná","Adrianópolis","Tatupeba; Estrada para João Surrá.","-48.4528","-24.4104","-48.4528","-24.4104","Árvore com 6 m de altura; Frutos imaturos verdes .; Floresta Ombrófila Densa Submontana, vegetação em estágio inicial de sucessão.","DVPR005628",NA,"9664",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-11-24 17:10:45-03","UTFPR","DVPR","3557","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Caxambu, MG","2015","04","04","Caxambu, MG; Siqueira, EL","2015","03","04","Brasil","Paraná","Fênix","RPPN Vila Rica. Propriedade de Bernard Philippe Marie Philibert de Laguche.","-51.58015","-23.51365","-51.58015","-23.51365","árvore ca. 2,5m, semi-ciófila. Flores amareladas.; Relevo: plano. Vegetação: Floresta Estacional Semideciadual Submontana.","DVPR003557",NA,"5932","340","340",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-11-24 17:10:45-03","UTFPR","DVPR","5651","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Brotto, ML","2016","11","22","Silva, JM","2016","03","26","Brasil","Paraná","Sengés","PCH Fazenda Entre Rios.","-49.3726","-24.0717","-49.3726","-24.0717","Árvore com 5 m de altura; flor rosada.; Cerrado","DVPR005651",NA,"9254","625","625",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-11-24 17:10:45-03","UTFPR","DVPR","3627","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Caxambu, MG","2015","04","04","Caxambu, MG; et al.","2015","03","04","Brasil","Paraná","Fênix","RPPN cagibi. Propriedade de Bernard Philippe Marie Philibert de Laguiche.","-51.58221","-23.525","-51.58221","-23.525","árvore ca. 4,5 m, semi-ciólifila. Flores amarelas, diminutas.; Relevo: suave- ondulado- Vegetação: Floresta Estacional Semidecidual Submontana.","DVPR003627",NA,"5941","352","352",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-11-24 17:10:45-03","UTFPR","DVPR","2719","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Dias, MC","1998",NA,NA,"Francisco, EM; Alves, J","1998","10","07","Brasil","Paraná","Bela Vista do Paraíso","Fazenda Horizonte","-51.190601348877","-22.9967002868652",NA,NA,"Árvore 8m, frutos imaturos verdes.; Beira do rio Bonitão.","DVPR002719",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"15605","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2020-11-24 17:10:45-03","UTFPR","DVPR","971","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Estevan, DA","2008",NA,NA,"Estevan, DA","2008","06","25","Brasil","Paraná","Ibiporã","Pq. Estadual","-51.0480995178223","-23.2691993713379",NA,NA,"Árvore 3m, frutos.","DVPR000971","DVPR000971","1338",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"20625","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2020-11-24 17:10:45-03","UTFPR","DVPR","970","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Dias, MC","2005",NA,NA,"Lolata, GB; et al.","2005","03","05","Brasil","Paraná","Londrina","Pq. Municipal Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore 4,5m, flores creme, ramos da inflorescência avermelhados, cálice avermelhado.; Beira da mata, trilha do canal.","DVPR000970","DVPR000970","s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-11-24 17:10:45-03","UTFPR","DVPR","2579","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Estevan, DA","2016",NA,NA,"Gerber, D","2015","06","06","Brasil","Santa Catarina","Palmeira","Propriedade rural, proximidades da balsa na divisa","-50.1594009399414","-27.582799911499",NA,NA,"Árvore 6m, frutos de coloração verde.","DVPR002579",NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"18238","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2021-03-30 12:39:11-03","EAO","IAN","115521","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Alves, FM","2010","11","18","Oliveira, E","1963","10","21","Brasil","Amazonas",NA,"Kms 65-70 da Rod. Manáus-Itacoatiára, mata alta de terra firme, beira da estrada.",NA,NA,NA,NA,NA,"IAN115521",NA,"2738",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2021-03-30 12:39:11-03","EAO","IAN","197908","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"Catarino, L; Freitas, JC","2018","08","30","Brasil","Pará","São Geraldo do Araguaia","Parque Estadual da Serra dos Martírios-Andorinhas / APA Araguaia.","-48.994333","-6.353917","-48.994333","-6.353917","Árvore c. 8m, folhas lanceoladas grandes no extremo dos ramos, com inflorescências e frutos tipo bolota.; Mata ciliar. Cachoeira do Paulinho","IAN197908",NA,"2780",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-01-20 14:40:31-03","UPM","MACK","1237","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.)J.F.Macbr.","M. L. Brotto","2010","06","22","L. R. M. Souza","1997","07","09","Brasil","PR","Guaraqueçaba","Beira da estrada- Planície Atlântica","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"199",NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-01-20 14:40:31-03","UPM","MACK","3236","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J. F. Macbr.","L. M. Cabral",NA,NA,NA,"R. G. Teixeira - Filho","2015","03","28","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","-46.7200012207031","-23.3199996948242",NA,NA,NA,"HMACK00003236-R.G.Teixeira-Filho8-28/3/2015,ParqueEstadualdoJuquery,FrancodaRocha,SP,Brasil",NA,"8",NA,NA,NA,NA,NA,NA,NA,"12135","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-01-20 14:40:31-03","UPM","MACK","2829","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","B. F. Mellado","2012","06","01","S. Honda; et al","2012","02","09","Brasil","SP","São Paulo","Parque Tizo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"953",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-01-20 14:40:31-03","UPM","MACK","2647","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(spreng.) J. F. Macbr.","B. F. Mellado","2012","06","29","S Honda","2011","12","08","Brasil","SP","São Paulo","Parque TIZO","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"931",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2020-01-20 14:40:31-03","UPM","MACK","3211","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","L. M. Cabral",NA,NA,NA,"R. G. Teixeira - Filho; D. Cabricel; L.M.Marlon","2015","03","28","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","-23.341771","-46.673572","-23,341771","-46,673572",NA,"HMACK00003211-R.G.Teixeira-Filho7-28/3/2015,ParqueEstadualdoJuquery,FrancodaRocha,SP,Brasil-46,673572-23,341771",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2019-12-04 15:26:04-03","PUCPR","HUCP","19286","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.",NA,NA,NA,NA,"Bolson, M","2008","02","13","Brasil","Paraná","Foz do Iguaçu","Itaipu","-54.5881004333496","-25.5478000640869",NA,NA,NA,"HUCP00012615","HUCP00012615","122",NA,NA,NA,NA,NA,"Magnoliidae",NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2019-12-04 15:26:04-03","PUCPR","HUCP","18912","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Selusniaki, M",NA,NA,NA,"Shirata, MT","1992","01","09","Brasil","Paraná","Guaraqueçaba","Ilha do Rabelo","-48.3288993835449","-25.3066997528076",NA,NA,NA,"HUCP00012512","HUCP00012512","059",NA,NA,NA,NA,NA,"Magnoliidae",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2019-12-04 15:26:04-03","PUCPR","HUCP","24445","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Bonaldi, R",NA,NA,NA,"Bochorny, T; Michelon, C","2012","02","17","Brasil","Paraná","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,NA,"HUCP00012680","HUCP00012680","612",NA,NA,NA,NA,NA,"Magnoliidae",NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2019-12-04 15:26:04-03","PUCPR","HUCP","9908","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Mikich, SB",NA,NA,NA,"Wangler, MS","1997","01","08","Brasil","Paraná","Fênix","Parque Estadual Vila Rica do Espirito Santo.","-51.9791984558105","-23.9160995483398",NA,NA,NA,"HUCP00012784","HUCP00012784","059",NA,NA,NA,NA,NA,"Magnoliidae",NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2019-12-04 15:26:04-03","PUCPR","HUCP","20269","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","2008",NA,NA,"Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,"HUCP00012562","HUCP00012562","2654",NA,NA,NA,NA,NA,"Magnoliidae",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2019-12-04 15:26:04-03","PUCPR","HUCP","16568","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Hatschbach, GG",NA,NA,NA,"Ribas, OS","2002","02","06","Brasil","Paraná","Paranaguá","Colônia Pereira","-48.5092010498047","-25.5200004577637",NA,NA,NA,"HUCP00012689","HUCP00012689","4305",NA,NA,NA,NA,NA,"Magnoliidae",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2019-12-04 15:26:04-03","PUCPR","HUCP","3299","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Britez, RM","1988","03","01","Britez, RM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro do Meio.","-48.5092010498047","-25.5200004577637",NA,NA,NA,"HUCP00012718","HUCP00012718","1832",NA,NA,NA,NA,NA,"Magnoliidae",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2019-12-04 15:26:04-03","PUCPR","HUCP","23323","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Brotto, M",NA,NA,NA,"Brotto, M","2014","09","23","Brasil","Paraná","Piraquara","Chácara Recreio da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,"HUCP00012732","HUCP00012732","s.n.",NA,NA,NA,NA,NA,"Magnoliidae",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2019-12-04 15:26:04-03","PUCPR","HUCP","19380","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.",NA,NA,NA,NA,"Bolson, M","2008","07","16","Brasil","Paraná","São Pedro do Iguaçu",NA,"-53.8553009033203","-24.9356002807617",NA,NA,NA,"HUCP00012510","HUCP00012510","090",NA,NA,NA,NA,NA,"Magnoliidae",NA,"24343","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2019-12-04 15:26:04-03","PUCPR","HUCP","22014","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Bonaldi, R",NA,NA,NA,"Bochorny, T; Michelon, C","2012","02","17","Brasil","Paraná","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,NA,"HUCP00012617","HUCP00012617","032",NA,NA,NA,NA,NA,"Magnoliidae",NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2019-12-04 15:26:04-03","PUCPR","HUCP","22576","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Ribas, OS",NA,NA,NA,"Ribas, OS; Silva, JM","2005","06","30","Brasil","Paraná","Fênix","Parque Estadual Vila Rica do Espírito Santo.","-51.9791984558105","-23.9160995483398",NA,NA,NA,"HUCP00012620","HUCP00012620","6927",NA,NA,NA,NA,NA,"Magnoliidae",NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-12-04 15:26:04-03","PUCPR","HUCP","13106","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Baitello, JB",NA,NA,NA,"Souza, LRM","1997","12","09","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,"Nº 25705.","HUCP00012741","HUCP00012741","213",NA,NA,NA,NA,NA,"Magnoliidae",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-12-04 15:26:04-03","PUCPR","HUCP","3645","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Silva, SM","1988","07","02","Britez, RM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves.","-48.5092010498047","-25.5200004577637",NA,NA,NA,"HUCP00012770","HUCP00012770","1289/1931",NA,NA,NA,NA,NA,"Magnoliidae",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2019-12-04 15:26:04-03","PUCPR","HUCP","18298","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Selusniaki, M","2007","11","23","Bonaldi, R","2006","10","20","Brasil","Paraná","Paranaguá","Serra da Prata","-48.5092010498047","-25.5200004577637",NA,NA,NA,"HUCP00012776","HUCP00012776","146",NA,NA,NA,NA,NA,"Magnoliidae",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2019-12-04 15:26:04-03","PUCPR","HUCP","23399","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Brotto, M",NA,NA,NA,"Silva, JM","2014","05","20","Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,"HUCP00012666","HUCP00012666","8560",NA,NA,NA,NA,NA,"Magnoliidae",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-12-04 15:26:04-03","PUCPR","HUCP","23805","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Brotto, M",NA,NA,NA,"Dunaiski, A","2005","07","29","Brasil","Paraná","São José dos Pinhais","Cunhãy","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"2643",NA,NA,NA,NA,NA,"Magnoliidae",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-12-04 15:26:04-03","PUCPR","HUCP","19285","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.",NA,NA,NA,NA,"Bolson, M","2008","03","02","Brasil","Paraná","São Pedro do Iguaçu","Parque Estadual Cabeça do Cachorro","-53.8553009033203","-24.9356002807617",NA,NA,NA,NA,NA,"181",NA,NA,NA,NA,NA,"Magnoliidae",NA,"24343","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2019-12-04 15:26:04-03","PUCPR","HUCP","16947","S","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Selusniaki, M","2007","10","18","Selusniaki, M","2004","12","30","Brasil","São Paulo","Mairiporã","Serra da Cantareira","-46.5800018310547","-23.3099994659424",NA,NA,NA,"HUCP00012672","HUCP00012672","261",NA,NA,NA,NA,NA,"Magnoliidae",NA,"15840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2020-11-26 18:08:32-03","CPAN-UFMS","COR","6260","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","J. Nakajima",NA,NA,NA,"Resende,U.M.; Nakajima,J.;Damasceno Júnior,G.A. e equipe do aquarap cabeceiras","1998","08","31","Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Morro Alto. Cerrado na margem do rio; ;.","-53.369722","-18.295833","53º22'11''W","18º17'45''S","Habitat: cerrado Habito: arbórea",NA,NA,"1541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2020-11-26 18:08:32-03","CPAN-UFMS","COR","10445","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","O.S. Ribas",NA,NA,NA,"Ribas, O.S.; Silva, J.M.","2005","06","30","Brasil","Paraná","Fênix","Parque Estadual Vila Rica do Espírito Santo. Floresta estacional semidecidual.; ;.","-51.9791984558105","-23.9160995483398",NA,NA,"Com fruto:Fruto maduro negro.",NA,NA,"6927",NA,NA,NA,NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2020-11-26 18:08:32-03","CPAN-UFMS","COR","8921","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","G. Hatschbach, 2002",NA,NA,NA,"G. Hatschbach, J. M. Silva & R. Goldenberg","2002","09","26","Brasil","Paraná","Guaraqueçaba","Ligação da Rod. PR-405 a Itaqui. Planície litorânea; floresta junto ao Rio ; ;.","-48.3288993835449","-25.3066997528076",NA,NA,"Com fruto:preto",NA,NA,"73846",NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2019-10-09 11:18:06-03","UFBA","ALCB","64651","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.Macbride","Moraes, PLR de","2007","11",NA,"Loureiro, DM; Magalhães, LO; Meyer, LMN; Bispo, RB; Guedes, ML","2003","12","19","Brasil","Bahia","Igrapiúna","Litoral Sul, Papuã, Cachoeira da Dona Maria. Rio Juliana","-39.133333","-13.816667","-39.133333","-13.816667","5,0m. Folhas coriáceas, discolores, pubescentes. Inflorescência terminal, botões esverdeados, flores róseas. Ocasional.; Estádio secundário médio.","ALCB002972","ALCB002972","759",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2019-10-09 11:18:06-03","UFBA","ALCB","133501","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.Macbride","Ribeiro, HL","2019","05","14","Martins, K; Figueredo, A","2017","08","16","Brasil","Bahia","São Desidério",NA,"-44.9733009338379","-12.3633003234863",NA,NA,"ca. 13 m alt.; caule cinza com manchas esbranquiçadas, liso; folhas coriáceas; flores em botões jovens. Frequente.","ALCB054113","ALCB054113","24",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"175149","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2019-10-09 11:18:06-03","UFBA","ALCB","82761","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.Macbride","Ribas, OS","2006",NA,NA,"Ribas, OS; Silva, JM","2006","06","30","Brasil","Paraná","Fênix","Parque Estadual Vila Rica do Espírito Santo.","-51.9791984558105","-23.9160995483398",NA,NA,"5 m. Fruto imaturo.","ALCB002973","ALCB002973","7313",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2019-10-09 11:18:06-03","UFBA","ALCB","036800","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.Macbride","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","1996","04","27","Brasil","São Paulo","Pariquera-Açu","Propriedade de Antônio Povinski","-47.876944","-24.675833","-47.876944","-24.675833","12m. Frutos imaturos verdes.","ALCB002974","ALCB002974","786",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2019-10-09 11:18:06-03","UFBA","ALCB","68731","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.Macbride","Moraes, PLR de","1996","10",NA,"Cavalcanti, DC","1996","01","24","Brasil","São Paulo","Guaratinguetá","Reserva Florestal da Escola de especialistas de Aeronautica - EEAR","-45.183333","-22.8","-45.183333","-22.8","ca. 5 m. Início de floração.","ALCB002975","ALCB002975","309",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2019-10-09 11:18:06-03","UFBA","ALCB","040485","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.Macbride","Rohwer, JG","1998",NA,NA,"Hatschbach, G; Hatschbach, M; Silva, JM","1995","01","17","Brasil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1347007751465","-20.3397006988525",NA,NA,"5m. Odorífera. Flor creme.; da Encosta de morro.","ALCB002971","ALCB002971","61580","1100","1100","Southern America",NA,NA,"Dicotyledon",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2019-10-09 11:18:06-03","UFBA","ALCB","112029","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.Macbride","Cordeiro, J","2009",NA,NA,"Carneiro, J","2009","02","26","Brasil","Paraná","Jundiaí do Sul","Fazenda Monte verde.","-50.247501373291","-23.4367008209229",NA,NA,"8m, flores esverdiadas.; Orla da mata do Cruzeiro.","ALCB002970","ALCB002970","1639",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"17300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
