"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","infraspecificEpithet","sex"
"1495","2021-02-11 17:19:19-03","UFPR","UPCB","26783","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Silva, S.M.","1996","05",NA,"Mikich, S.B.","1996","04","24","Brasil","Paraná","Fênix","Fazenda Cagibi","-51.9791984558105","-23.9160995483398",NA,NA,"Árvore, flor creme, fruto negro com a cúpula vermelha. Floresta..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496","2021-02-11 17:19:19-03","UFPR","UPCB","26388","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Silva, S.M.","1996","05",NA,"Mikich, S.B.","1996","02","13","Brasil","Paraná","São João do Ivaí","Fazenda Urutagua","-51.8180999755859","-23.9799995422363",NA,NA,"Árvore, flor creme, fruto negro, cúpula avermelhada. Floresta..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16608","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497","2021-02-11 17:19:19-03","UFPR","UPCB","19505","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Soares e Silva, L.H.","1989","07",NA,"Soares e Silva, L.H.","1989","06","17","Brasil","Paraná","Londrina","Floresta Godoy","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore, 3m; fruto imaturo verde, cúpula avermelhada, freqüente..",NA,NA,"210",NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1498","2021-02-11 17:19:19-03","UFPR","UPCB","19489","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Baitello, J.B.","1989","05","08","Soares e Silva, L.H.","1989","01","18","Brasil","Paraná","Londrina","Floresta Godoy","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore, 10m, botões florais e flor esverdeadas, muito freqüente..",NA,NA,"176",NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499","2021-02-11 17:19:19-03","UFPR","UPCB","1973","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Vattimo, I. de","1957","01","01","Gevieski, A.","1955","04","25","Brasil","Santa Catarina","Ibirama","Horto Florestal I.N.P.","-49.5177993774414","-27.0569000244141",NA,NA,"Arvoreta, 8m. Capoeira. Nome vulgar: canela burra..",NA,NA,NA,"250","250",NA,NA,NA,NA,NA,"18533","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500","2021-02-11 17:19:19-03","UFPR","UPCB","24339","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Silva, S.M.","1988","08",NA,"Britez, R.M.","1988","03","11","Brasil","Paraná","Paranaguá","Ilha do Mel, Morro do Meio","-48.5092010498047","-25.5200004577637",NA,NA,"Arvoreta, 4m, inflorescência alvescente. Sub-bosque da floresta pluvial de encosta..",NA,NA,"1832",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","2021-02-11 17:19:19-03","UFPR","UPCB","52409","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Reginato, M.","2005","01","01","Reginato, M.","2005","07",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,"Arvoreta 2m, frutos verdes..",NA,NA,"504",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502","2021-02-11 17:19:19-03","UFPR","UPCB","74552","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Brotto, M.L.","2010","12","08","Bolson, M.","2010","12","08","Brasil","Paraná","Honório Serpa","Margem do rio Chopim.","-52.3869018554688","-26.1410999298096",NA,NA,"Floresta Ombrófila Mista. Árvore. 7m. UPCB-DNA N°1812.",NA,NA,"458",NA,NA,NA,NA,NA,NA,NA,"20942","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503","2021-02-11 17:19:19-03","UFPR","UPCB","50890","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Silva, S.M.",NA,NA,NA,"Silva, S.M.","1996","02","07","Brasil","Paraná","Londrina","Mata do Barão, Fazenda Figueira, Maravilha","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore 10m, fruto jovem, flor creme, floresta estacional semidecidual..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1504","2021-02-11 17:19:19-03","UFPR","UPCB","22374","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride",NA,NA,NA,NA,"Guapiassú, M.","1993","10","26","Brasil","Paraná","Maringá","Parque do Ingá","-51.9385986328125","-23.4253005981445",NA,NA,"Nome vulgar: canela peluda..",NA,NA,"298",NA,NA,NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505","2021-02-11 17:19:19-03","UFPR","UPCB","68147","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Brotto, M.L.","2008","11","25","Brotto, M.L.","2008","11","25","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas.","-48.9911003112793","-24.6571998596191",NA,NA,"Árvore de 4 m de alt., fruto verde com cúpula vermelha. Floresta Ombrófila Densa Montana..",NA,NA,"256","900","900",NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506","2021-02-11 17:19:19-03","UFPR","UPCB","85325","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng) Macbride","Ribas, O.S.","2005",NA,NA,"Ribas, O.S | Silva, J.M.","2005","06","30","Brasil","Paraná","Fênix","Parque Estadual de Vila Rica do Espírito Santo","-51.9791984558105","-23.9160995483398",NA,NA,"Arvoreta, 4m, fruto maduro negro. Floresta estacional semidecidual..",NA,NA,"6927",NA,NA,NA,NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","2021-02-11 17:19:19-03","UFPR","UPCB","55214","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Ribas, O.S.","2005","01","01","Ribas, O.S.","2005","06","30","Brasil","Paraná","Fênix","Parque Estadual de Vila Rica do Espírito Santo.","-51.9791984558105","-23.9160995483398",NA,NA,"Arvoreta 4m, fruto maduro negro. Floresta estacional semidecidual..",NA,NA,"6927",NA,NA,NA,NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508","2021-02-11 17:19:19-03","UFPR","UPCB","20088","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Soares e Silva, L.H.","1989","01","01","Soares e Silva, L.H.","1989","06","30","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore, 5m, fruto imaturo verde, com cúpula vermelha, freqüente..",NA,NA,"216",NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509","2021-02-11 17:19:19-03","UFPR","UPCB","30171","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Silva, S.M.","1997","04",NA,"Mikich, S.B.","1997","02","08","Brasil","Paraná","Fênix","Parque Estadual Vila Rica","-51.9791984558105","-23.9160995483398",NA,NA,"Árvore, flor esverdeada, fruto negro com cúpula avermelhada, em floresta..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510","2021-02-11 17:19:19-03","UFPR","UPCB","26831","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Silva, S.M.","1996","05",NA,"Mikich, S.B.","1995","07","14","Brasil","Paraná","Fênix","Parque Estadual Vila Rica","-51.9791984558105","-23.9160995483398",NA,NA,"Árvore, 4m, fruto negro, cúpula vermelha. Interior de floresta..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511","2021-02-11 17:19:19-03","UFPR","UPCB","25615","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Cervi, A.C.","1991","10",NA,"Cervi, A.C.","1991","10","19","Brasil","Paraná","Foz do Iguaçu","Parque Nacional, Trilha do Macuco","-54.5881004333496","-25.5478000640869",NA,NA,"Arvoreta, 4m, fruto preto..",NA,NA,"3435",NA,NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512","2021-02-11 17:19:19-03","UFPR","UPCB","47225","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Guimarães, O.A.","2003","11","25","Cervi, A.C.","2000","03","09","Brasil","Santa Catarina","Camboriú","Pico da Gurita","-48.6543998718262","-27.0252990722656",NA,NA,"Arvoreta 4m, flores verdes, odorífera..",NA,NA,"7020",NA,NA,NA,NA,NA,NA,NA,"19854","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513","2021-02-11 17:19:19-03","UFPR","UPCB","20899","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Baitello, J.B.","1993","06",NA,"Negrelle, R.R.B.","1993","03","02","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,"Árvore, ca. 2,5m, com botões e flores..",NA,NA,"A780",NA,NA,NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514","2021-02-11 17:19:19-03","UFPR","UPCB","18538","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Baitello, J.B.","1988","01","01","Hatschbach, G.","1979","11","22","Brasil","Paraná","Cerro Azul","Rio Bom Sucesso","-49.261100769043","-24.823600769043",NA,NA,"Arbusto, 3m, flor creme. Mata pluvial ao longo do rio..",NA,NA,"42573",NA,NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515","2021-02-11 17:19:19-03","UFPR","UPCB","32746","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Hatschbach, G.","1998","01","01","Hatschbach, G.","1997","10","16","Brasil","Paraná","Tomazina","Rio das Cinzas, Corredeira","-49.9496994018555","-23.778299331665",NA,NA,"Arvoreta, 5m, fruto preto. Da mata..",NA,NA,"67135",NA,NA,NA,NA,NA,NA,NA,"29630","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516","2021-02-11 17:19:19-03","UFPR","UPCB","86479","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","van der Werff, H.","2003",NA,NA,"Silva, J.M.","2002","02","10","Brasil","Santa Catarina","Itapoá","Rio Saí-guaçu, Ponte dos Quinze","-48.6161003112793","-26.1168994903564",NA,NA,"Árvore, 4m, flor esverdeada. Floresta atlântica da planície litorânea..",NA,NA,"3568","5","10",NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517","2021-02-11 17:19:19-03","UFPR","UPCB","45631","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Hatschbach, G.","2002","01","01","Silva, J.M.","2002","01","18","Brasil","Santa Catarina","Itapoá","Rodovia Guaratuba-Itapoá","-48.6161003112793","-26.1168994903564",NA,NA,"Arbusto 3m, flor esverdeada. Restinga arbórea, na beira do rio..",NA,NA,"3504",NA,NA,NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1518","2021-02-11 17:19:19-03","UFPR","UPCB","87386","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","Völtz, R.R.","2016","05","15","Völtz, R.R. et al.","2016","05","15","Brasil","Paraná","Tibagi","RPPN Itaytyba","-50.4136009216309","-24.5093994140625",NA,NA,"Arvoreta 5 m alt; frutos com cúpula avermelhada e frutos gradando de verde a enegrecido; interior de Floresta Estacional Semidecídual..",NA,NA,"900",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1519","2021-02-11 17:19:19-03","UFPR","UPCB","44511","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Blum, C.T. & Santos, E.P.","2001","10",NA,"Santos, E.P.","2001","09","28","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,"Arvoreta de ± 3 m, fruto verde. Floresta Ombrófila Densa Montana..",NA,NA,"1045","800","800",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520","2021-02-11 17:19:19-03","UFPR","UPCB","31185","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Hatschbach, G.","1996","10","17","Schütz, A.L.","1996","09","13","Brasil","Paraná","Paranaguá","Viveiro Banestado","-48.5092010498047","-25.5200004577637",NA,NA,"Árvore, 7m, fruto verde com receptáculo vermelho. Floresta ombrófila densa de terras baixas..",NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521","2021-02-11 17:19:19-03","UFPR","UPCB","11336","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Hatschbach, G.","1980","01","01","Oliveira, P.I.","1980","03","06","Brasil","Paraná","Guaratuba","Arredores","-48.5746994018555","-25.8827991485596",NA,NA,"Arbusto, 3m, flor esverdeada. Mata pluvial planície litorânea..",NA,NA,"256",NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522","2021-02-11 17:19:19-03","UFPR","UPCB","19578","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Van der Werf, H.","1991","01","01","Hatschbach, G.","1988","10","01","Brasil","Santa Catarina","Laguna","Cabeçuda","-48.7807998657227","-28.4825000762939",NA,NA,"Arbusto odorífero, 2m, fruto preto. Capão de mata pluvial..",NA,NA,"52332","3","5",NA,NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523","2021-02-11 17:19:19-03","UFPR","UPCB","43221","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Vattimo, I. de","1957","01","01","Gevieski, A.","1955","04","25","Brasil","Santa Catarina","Ibirama","Horto Florestal I.N.P.","-49.5177993774414","-27.0569000244141",NA,NA,"Arvoreta, 8m. Capoeira. Nome vulgar: canela burra..",NA,NA,NA,"250","250",NA,NA,NA,NA,NA,"18533","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","2021-02-11 17:19:19-03","UFPR","UPCB","32144","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Silva, S.M.","1996","02",NA,"Silva, S.M.","1996","01","30","Brasil","Paraná","Paranaguá","Ilha do Mel, Estação Ecológica","-48.5092010498047","-25.5200004577637",NA,NA,"Árvore de 4,5m, PB = 13cm, em floresta paludosa de planície litorânea. Material estéril..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525","2021-02-11 17:19:19-03","UFPR","UPCB","93189","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Voltz, R.R","2018","09",NA,"Voltz, R.R | Vieira, R.S","2018","09","27","Brasil","Paraná","Guaratuba","interior de Floresta Ombrófila Densa das Terras Baixas","-48.5746994018555","-25.8827991485596",NA,NA,"Balneário Brejatuba . Arvoreta 5 m alt.; frutos verdes com cúpula avermelhada; interior de Floresta Ombrófila Densa das Terras Baixas","UPCB0037615","UPCB0037615","1782","15","15",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526","2021-02-11 17:19:19-03","UFPR","UPCB","46390","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Hatschbach, G.","2002","01","01","Hatschbach, G.","2002","09","26","Brasil","Paraná","Guaraqueçaba","Ligação Rod. PR 405 a Itaqui","-48.3288993835449","-25.3066997528076",NA,NA,"Arbusto 3m, fruto preto. Planície litorânea, floresta junto ao rio..",NA,NA,"73846",NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","2021-02-11 17:19:19-03","UFPR","UPCB","55184","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Ribas, O.S.","2005","01","01","Ribas, O.S.","2005","06","30","Brasil","Paraná","Fênix","Parque Estadual de Vila Rica do Espírito Santo.","-51.9791984558105","-23.9160995483398",NA,NA,"Arvoreta 4m, fruto maduro negro. Floresta estacional semidecidual..",NA,NA,"6927",NA,NA,NA,NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528","2021-02-11 17:19:19-03","UFPR","UPCB","20898","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Baitello, J.B.","1993","06",NA,"Negrelle, R.R.B.","1992","08","25","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha (trilha próx. parcelas)","-48.6161003112793","-26.1168994903564",NA,NA,"Árvore, ca. 4m, fruto verde..",NA,NA,"A348",NA,NA,NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529","2021-02-11 17:19:19-03","UFPR","UPCB","12792","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride",NA,NA,NA,NA,"Hatschbach, G.","1960","11","06","Brasil","Paraná","Guaratuba","Rio Divisa","-48.5746994018555","-25.8827991485596",NA,NA,"Árvore da mata, fruto preto..",NA,NA,"7408",NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530","2021-02-11 17:19:19-03","UFPR","UPCB","51051","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride","Van der Werf, H.","2004","01","01","Hatschbach, G.","2004","02","19","Brasil","Paraná","Santa Maria do Oeste","Rod. Pitanga-Santa Maria do Oeste, próx. da divisa dos municípios","-51.8624992370605","-24.9391994476318",NA,NA,"Árvore 8m, araucarieto. Alt.: 800m s.n.m..",NA,NA,"76860",NA,NA,NA,NA,NA,NA,NA,"29384","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531","2020-11-10 04:40:00-03","MO","MOBOT","100636801","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","H. van der Werff (MO)",NA,NA,NA,"Pedro L. R. de Moraes","2012","12","20","Brazil","Espírito Santo","Santa Teresa","Estaçao Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,"Moraes 3554",NA,NA,"South America",NA,NA,NA,NA,"23813","auto",NA,NA,NA,"1",NA,NA,NA,NA,NA
"1532","2020-11-10 04:40:00-03","MO","MOBOT","100636803","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","P. Moraes",NA,NA,NA,"Pedro L. R. de Moraes","2012","12","22","Brazil","Minas Gerais","Santa Bárbara do Monte Verde",NA,"-43.7022018432617","-21.9591999053955",NA,NA,NA,NA,NA,"Moraes 3561",NA,NA,"South America",NA,NA,NA,NA,"16174","auto",NA,NA,NA,"1",NA,NA,NA,NA,NA
"1533","2014-06-04 05:45:00-03","MO","MOBOT","100661447","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","H. van der Werff (MO)",NA,NA,NA,"Pedro Fiaschi|Adriana Lobão|S. Vieira","2001","4","14","Brazil","Rio de Janeiro","Teresópolis","Teresópolis. Parque Nacional da Serra dos Órgãos, sede Guapimirim (sub-sede). Estrada de acesso para Trilha da capela do Rio Soberbo.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"Fiaschi 799",NA,NA,"South America",NA,NA,NA,NA,"38539","auto",NA,NA,NA,"1",NA,NA,NA,NA,NA
"1534","2012-04-19 16:56:00-03","MO","MOBOT","1564158","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","A. Chanderbali (MO)",NA,NA,NA,"Aurelio Schinini|Guillermo Caballero M.","1990","10","9","Paraguay","Alto Paraná",NA,"Reserva Biol. Itabo, 35 Km W rio Parana.","-54.5833333","-24.45",NA,NA,NA,NA,NA,"Schinini Cacace 27009",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA
"1535","2015-11-19 07:33:00-02","MO","MOBOT","2627201","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","Chanderbali, A. (MO)",NA,NA,NA,"John S. Brandbyge|Eduardo Asanza C.|Lasse Werling|Søren Leth-Nissen","1981","8","28","Ecuador","Napo",NA,"Río Wai si ayá. Primary forest on non-flooded ground.","-76.35","-0.25",NA,NA,NA,NA,NA,"Brandbyge 36206","300.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1536","2012-03-02 05:15:00-03","MO","MOBOT","2396479","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","H. van der Werff (MO)",NA,NA,NA,"H. van der Werff|Bruce Gray|Juan C. Ronquillo|Wilson Quizhpe","2004","11","5","Ecuador","Zamora-Chinchipe",NA,"In the vicinity of the mining camp at the Río Tundaime. Along road to military base El Condor. Pastures with scattered trees and patches of montane forest.","-78.44055","-3.62527",NA,NA,NA,NA,NA,"van der Werff 19324","1000.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,"365",NA,NA
"1537","2008-05-27 22:02:00-03","MO","MOBOT","1863701","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.",NA,NA,NA,NA,"Genevieve Bourdy","1996","8","17","Bolivia","La Paz","Abel Iturralde","Buena Vista Tacana, parcela permanente de Buena Vista. Monte alto, inundado","-67.05","-14.41666",NA,NA,NA,NA,NA,"Bourdy 164","180.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538","2008-05-27 22:02:00-03","MO","MOBOT","1820677","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F. Macbr.","H. van der Werff (MO)",NA,NA,NA,"Carla Maldonado|et al.","1998","11","30","Bolivia","Beni","Cercado","Río Mamoré, aproximadamente a 2 Km río abajo del puerto Varador. Bosque ribereño.","-65","-14.91666",NA,NA,NA,NA,NA,"Maldonado Goyzueta 115","150.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
