"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","coordinatePrecision","geoFlag","individualCount","fieldNumber","relatedCatalogItem"
"55","2021-01-14 15:21:34-03","MN","R","183232","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","Souza, A.","3388","1990","12","14",NA,"Brasil","Rio de Janeiro","Carapebus",NA,NA,NA,NA,"Macaé","-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA
"56","2021-01-14 15:21:34-03","MN","R","195851","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","Sampaio, R. 99",NA,"1996","02","22",NA,"Brasil","Rio de Janeiro","Ouro Verde",NA,NA,NA,NA,"Rio das Ostras","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17620","auto",NA,NA,NA
"57","2021-01-14 15:21:34-03","MN","R","165156","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","Palma, M.",NA,"1883","02","01",NA,"Brasil","São Paulo","Socavão",NA,"Herb. J. de Saldanha | Gabinete de Botanica da Escola Polytechnica número 6990",NA,NA,"Bananal","-44.3199996948242","-22.6800003051758",NA,NA,"Sales, M.F.","1992","06","25",NA,NA,NA,NA,"26795","auto",NA,NA,NA
"58","2021-03-01 16:21:59-03","UNICAMP","UEC","180412","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","Scatigna, AV; Monge, M","230","2012","09","14",NA,"Brazil","Rio de Janeiro","Serra do Capim. Pedra das Flores. Afloramento rochoso.",NA,"Arbusto ca. 1,5m. Botão rosado. Frutos secos.","UEC086770","UEC086770","São José do Vale do Rio Preto","-42.873056","-22.153889",NA,NA,NA,NA,NA,NA,"-42.873056","-22.153889",NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:21:59-03","UNICAMP","UEC","180414","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","Scatigna, AV; Monge, M","220","2012","09","13",NA,"Brazil","Rio de Janeiro","Serra do Capim. Pedra das Flores. Afloramento rochoso.",NA,"Arbusto ca. 1m. Corola branca com lobos externamente rosados, tubo amarelo. Látex branco.","UEC086772","UEC086772","São José do Vale do Rio Preto","-42.874167","-22.153889",NA,NA,NA,NA,NA,NA,"-42.874167","-22.153889",NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:21:59-03","UNICAMP","UEC","193176","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","Trovó, MLO; et al.","577","2013","02","23",NA,"Brazil","Rio de Janeiro","Parque Nacional da restinga de Jurubatiba. Estrada para a lagoa",NA,"Trepadeira.Flores de corola alva com o interior amarelo; Em moita","UEC128901","UEC128901","Quissamã","-41.433333","-22.101389",NA,NA,NA,NA,NA,NA,"-41.433333","-22.101389",NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:21:59-03","UNICAMP","UEC","152216","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","Kollmann, L; Bausen, E; Pizziolo, W","4066","2001","06","28",NA,"Brazil","Espírito Santo","Terreno de Bepi Mass.",NA,"Liana no sol. Vagens verdes. Latex.","UEC170614","UEC170614","Santa Leopoldina","-40.5297012329102","-20.1005992889404","450","450","Morales, JF","2018","06",NA,NA,NA,NA,NA,"23799","auto",NA,NA,NA
"62","2019-08-20 10:03:30-03","UNICAMP","UEC","132323","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","Kollmann, L; Bausen, E; Pizziolo, W","3838","2001","06","07",NA,"Brazil","Espírito Santo","Rio Saltinho",NA,"Trepadeira no sol flores brancas.","UEC158220","UEC158220","Santa Teresa","-40.6002998352051","-19.9356002807617","300","300","Castello, ACD","2018","06","19",NA,NA,NA,NA,"23813","auto",NA,NA,NA
"63","2019-08-20 10:03:30-03","UNICAMP","UEC","135443","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","Pansarin, ER; Mickeliunas, L","1022","2003","03","06",NA,"Brazil","Minas Gerais","Morro do carrapato, Grande morro de pedra com entrada em frente a uma oficina.",NA,NA,NA,NA,"Córrego Danta","-45.9043998718262","-19.823600769043",NA,NA,"Simões, AO",NA,NA,NA,NA,NA,NA,NA,"25561","auto",NA,NA,NA
"64","2020-06-29 09:29:14-03","UFRRJ","RBR","5839","S","Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","G.V. Somner","1087","2002","07","27",NA,"Brasil","Rio de Janeiro","Restinga da Marambaia, Liana com flores brancas, fauce da corola amarela, lactecente.",NA,NA,"RBR00005839","RBR00005839","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA
"65","2020-06-29 09:29:14-03","UFRRJ","RBR","5855","S","Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","M.C. Souza","175","2001","01","20",NA,"Brasil","Rio de Janeiro","Restinga da Marambaia, Praia da Armação, estrada para a Gaeta.",NA,NA,"RBR00005855","RBR00005855","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA
"66","2020-12-21 16:12:39-03","MBM","MBM","429368","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","Lozano, E.D.; Bochorny, T.; Bochorny, T.","3119","2015","12","12","Southern America","Brazil","Rio de Janeiro","Serra das Araras, Crista para o Morro Pedra da Cuca",NA,"Subarbusto, 50 cm, flores róseas, interior do tubo amarelo, campo pedregoso.; Campo de Altitude.","MBM429368",NA,"Petrópolis","-43.275222","-22.417417",NA,NA,"Lozano, E.D.","2019",NA,NA,"-43.275222","-22.417417",NA,NA,NA,NA,NA,NA,NA
"67","2013-06-19 13:03:59-03","MNHN","RECOLNAT_MNHN_P","P00646628","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","Riedel",NA,NA,NA,NA,NA,"Brasilia",NA,NA,"hb","donné par le Jardin Imp. de St Pétersbourg 1859 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646628' target='other'> <mi>dwc_moreinfo</mi></a>","P00646628","P00646628_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-11 11:31:50-03","UFMG","BHCB","70037","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans",NA,"Alves, M; Sousa, G; Konno, T; Fiaschi, P; Unwin, M","2359","2001","03","13","Southern America","Brasil","Rio de Janeiro","Parque Nacional da Restinga de Jurubatiba, Estrada para a praia de Carapebus.",NA,"Arbusto escandente, látex branco leitoso, corola branca, interior do tubo amarelo intenso, odorífera.; Mata de restinga e restinga em formação de moitas.",NA,NA,"Carapebus","-41.593611","-22.226667","20","30",NA,NA,NA,NA,"-41.593611","-22.226667",NA,NA,NA,NA,NA,NA,NA
"69","2020-04-17 10:14:00-03","MO","MOBOT","2809699","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","Woodson","Flora Falcón","Flora Falcón 840","1979","6","26","South America","Venezuela","Falcón","Sierra de San Luis, alrededores de la cueva de carrialito",NA,NA,NA,NA,NA,NA,NA,"1100.00000000",NA,"J. Francisco Morales, May",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","422688","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","Woodson","James C. Solomon","Solomon 7475","1982","4","21","South America","Bolivia","La Paz","Valley of the Río Zongo, Cahua Hydroø electric Plant. Moist forest on very steep slopes.",NA,NA,NA,NA,"Murillo","-68.05","-16.08333","1400.00000000",NA,"J.Francisco Moraleses (INB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","132",NA
"71","2020-07-10 09:43:21-03","MBML","MBML-HERBARIO","14665",NA,"Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","L. Kollmann; et al","4066","2001","06","28",NA,"Brasil","Espírito Santo","Santa Lúcia",NA,"Liana no sol. Vagens verdes. Látex.","MBML014665","MBML014665","Santa Leopoldina","-40.5297012329102","-20.1005992889404",NA,NA,"J.F. Morales/11-X-2007",NA,NA,NA,NA,NA,NA,NA,"23799","auto",NA,NA,NA
"72","2020-07-10 09:43:21-03","MBML","MBML-HERBARIO","10245",NA,"Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","L. Kollmann; E. Bausen & W. Pizziolo","2179","1999","03","17",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,"Mata baixa, solo arenoso. Trepadeira. Flores brancas.","MBML010245","MBML010245","Santa Teresa","-40.530278","-19.971389",NA,NA,"J.F. Morales/11-X-2007",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"73","2020-07-10 09:43:21-03","MBML","MBML-HERBARIO","10628",NA,"Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","W. P. Lopes; E. Bausen & W. Pizziolo","616","1999","05","05",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,"Liana. Sobre a vegetação, a sol pleno. Frutos imaturos verdes. Exsudato leitoso intenso.","MBML010628","MBML010628","Santa Teresa","-40.530278","-19.971389",NA,NA,"J.F. Morales/11-X-2007",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"74","2020-07-10 09:43:21-03","MBML","MBML-HERBARIO","11212",NA,"Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","Cintia C. Chamas; et al","359","1995","01","12",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,"Trepadeira, látex branco, flor branca com interior do tubo amarelo. Trilha margem direita rio Timbuí, pleno sol.","MBML011212","MBML011212","Santa Teresa","-40.530278","-19.971389",NA,NA,"J.F. Morales/11-X-2007",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"75","2020-07-22 12:15:08-03","MBML","MBML-HERBARIO","12188",NA,"Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","V. Demuner; et al","845","2000","03","22",NA,"Brasil","Espírito Santo","Mata do Tabajara",NA,"Trepadeira sobre arvoreta, 4m de altura, flor tubular branca, base interior cor abobora. Latex branco","MBML012188","MBML012188","Santa Teresa","-40.556389","-19.951389",NA,NA,"J.F. Morales/11-X-2007",NA,NA,NA,"40W33'23","19S57'5",NA,NA,NA,NA,NA,NA,NA
"76","2020-07-10 09:43:21-03","MBML","MBML-HERBARIO","14356",NA,"Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","L. Kollmann; et al","3838","2001","06","07",NA,"Brasil","Espírito Santo","Rio Saltinho",NA,"Trepadeira no sol. Flores brancas.","MBML014356","MBML014356","Santa Teresa","-40.506944","-19.936111",NA,NA,"J.F. Morales/11-X-2007",NA,NA,NA,"40W30'25","19S56'10",NA,NA,NA,NA,NA,NA,NA
"77","2020-07-10 09:43:21-03","MBML","MBML-HERBARIO","23888",NA,"Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","L. Kollmann; et al","7464","2005","03","18",NA,"Brasil","Espírito Santo","Goiapaba-Açu",NA,"Liana no sol. Flores brancas.","MBML023888","MBML023888","Fundão","-40.472222","-19.914167",NA,NA,"J.F. Morales/11-X-2007",NA,NA,NA,"40W28'20","19S54'51",NA,NA,NA,NA,NA,NA,NA
"78","2020-07-10 09:43:21-03","MBML","MBML-HERBARIO","5861",NA,"Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","H. Q. Boudet Fernandes; et al","2910","1990","03","13",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,"Trepadeira volúvel latescente, flor com corola branca com interior do tubo alaranjado. Sobre cipó e sobre vegetação baixa de paredão rochoso. Base da cachoeira, margem esquerda. Floresta.","MBML005861","MBML005861","Santa Teresa","-40.530278","-19.971389",NA,NA,"J.F. Morales/11-X-2007",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"79","2020-07-10 09:43:21-03","MBML","MBML-HERBARIO","9271",NA,"Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","L. Kollmann; E. Bausen","1478","1999","01","06",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,"Trepadeira a 5m no sol. Flores brancas. Seiva branca.","MBML009271","MBML009271","Santa Teresa","-40.530278","-19.971389",NA,NA,"J.F. Morales/11-X-2007",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA
"80","2020-09-12 05:00:02-03","US","US","1199854","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","E. H. Ule","3829","1897","1",NA,"South America - Neotropics","Brazil","Rio de Janeiro","State of Rio.",NA,NA,"US03247678","US03247678_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"81","2019-10-07 09:13:29-03","UEFS","HUEFS","192297","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","Silva, U.C.S","223","2013","03","07",NA,"Brasil","Rio de Janeiro","Parque Nacional da Restinga de Jurubatiba.",NA,NA,"HUEFS0192297","HUEFS0192297","Carapebus","-41","-22",NA,NA,NA,NA,NA,NA,"41W","22S","Asteranae",NA,NA,NA,NA,NA,NA
"82","2019-10-07 09:13:29-03","UEFS","HUEFS","189120","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","Alves, M.","2359","2001","03","13",NA,"Brasil","Rio de Janeiro","Parque Nacional da Restinga de Juturnaíba, estrada para a praia de Carapebus.",NA,NA,"HUEFS0189120","HUEFS0189120","Carapebus","-41.593611","-22.226667","20","20",NA,NA,NA,NA,"41W35'37''","22S13'36''","Asteranae",NA,NA,NA,NA,NA,NA
"83","2019-09-04 19:26:11-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Dipladenia","riedelii","Dipladenia riedelii",NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA,NA,NA
"84","2019-06-13 10:41:51-03","F","FMNH-SEEDPLANTS","V0424808F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans",NA,"J. G. Sánchez V.","821","1993","7","20","South America","Peru","Cajamarca","Cedropata",NA,NA,"V0424808F","V0424808F_01 V0424808F_02","Chota",NA,NA,"2000",NA,"RRC ID Flag",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"821",NA
"85","2018-10-25 11:28:12-03","F","FMNH-SEEDPLANTS","V0424807F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans",NA,"T. Plowman","5153","1975","2","22","South America","Bolivia","La Paz",NA,NA,NA,"V0424807F","V0424807F_01 V0424807F_02",NA,"-68","-15.5",NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"5153",NA
"86","2020-08-11 15:54:02-03","CEPLAC","CEPEC","93290","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans",NA,"M. Alves","2359","2001","03","13",NA,"Brasil","Rio de Janeiro","Parque Nacional da restinga de Juturnaíba, estrada para a praia de Carapebus.",NA,NA,NA,NA,"CARAPEBUS","-41.593611","-22.226667",NA,NA,"M. Alves",NA,NA,NA,"41W35'37","22S13'36",NA,NA,NA,NA,NA,NA,"30/12/2001"
"87","2020-11-05 13:53:41-03","UNIRIO","HUNI","2036","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","S.Z. Cordeiro","20","2007","12","06",NA,"Brasil","Rio de Janeiro","Entrada do Metrô Estação Botafogo. Planta comprada em florista.",NA,"Erva volúvel, caule lenhoso na porção basal, ramos distais finos e maleáveis. Látex translúcido, em pouca quantidade. Flores brancas com interior da corola de cor amarela. Frutos verdes, com ca. 20 cm, utilizado em experimento. Habi","HUNI00002036",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"M.F. Castilhori",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA
"88","2016-10-27 13:32:14-02","UFMT","UFMT","1396","S","Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","Duarte, A.P.; Falcão, J.","3190","1950","11","30",NA,"Brasil","Santa Catarina","Reserva Florestal das Pilões, 250m SC.",NA,"Planta volúvel em formação, com flores amarelas cor de ouro, entre rochas de granito; Formação próxima a margem do Rio",NA,NA,NA,NA,NA,NA,NA,"Woodson Jr, R.E.","1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-09-11 17:06:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Dipladenia","fragrans","Dipladenia fragrans","(Stadelm.) A.DC.","Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"ad Castelnovo",NA,NA,NA,"P06P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2017-09-11 17:06:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Dipladenia","fragrans","Dipladenia fragrans","(Stadelm.) A.DC.","Riedel, L","s.n.",NA,NA,NA,NA,"?",NA,"ad Castelnovo",NA,NA,NA,"P06P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2017-09-11 17:06:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Dipladenia","fragrans","Dipladenia fragrans","(Stadelm.) A.DC.","Blanchet","3960",NA,NA,NA,NA,"?",NA,"in prov. Bahiensis",NA,NA,NA,"P06P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-09-11 17:06:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Dipladenia","fragrans","Dipladenia fragrans","(Stadelm.) A.DC.","Sellow, F","s.n.",NA,NA,NA,NA,"?",NA,"Habitat inter Campos et Vittoria",NA,NA,NA,"P06P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-09-11 17:06:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Dipladenia","fragrans","Dipladenia fragrans","(Stadelm.) A.DC.","Mikan, JC","s.n.",NA,NA,NA,NA,"?",NA,"in Tocoja",NA,"Pl. Vaga",NA,"P06P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2017-09-11 17:06:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Dipladenia","fragrans","Dipladenia fragrans","(Stadelm.) A.DC.","Pohl, JBE","s.n.",NA,NA,NA,NA,"?",NA,"in prov. Minarum",NA,NA,NA,"P06P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2017-09-11 17:06:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Dipladenia","fragrans","Dipladenia fragrans","(Stadelm.) A.DC.","Schott, HW","s.n.",NA,NA,NA,NA,"?",NA,"in Serra do Macacu",NA,NA,NA,"P06P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2017-09-11 17:06:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Dipladenia","fragrans","Dipladenia fragrans","(Stadelm.) A.DC.","Mikan, JC","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in Tocoja",NA,"Pl. Vaga",NA,"P06P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-09-11 17:06:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Dipladenia","fragrans","Dipladenia fragrans","(Stadelm.) A.DC.","Schott, HW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in Serra do Macacu",NA,NA,NA,"P06P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2017-09-11 17:06:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Dipladenia","fragrans","Dipladenia fragrans","(Stadelm.) A.DC.","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat inter Campos et Vittoria",NA,NA,NA,"P06P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2017-09-11 17:06:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Dipladenia","fragrans","Dipladenia fragrans","(Stadelm.) A.DC.","Blanchet, JS","3960",NA,NA,NA,"Southern America","Brazil","Bahia","in prov. Bahiensis",NA,NA,NA,"P06P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2017-09-11 17:06:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Dipladenia","fragrans","Dipladenia fragrans","(Stadelm.) A.DC.","Pohl, JBE","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in prov. Minarum",NA,NA,NA,"P06P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2017-09-11 17:06:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Dipladenia","riedelii","Dipladenia riedelii","Müll.Arg.","Riedel, L","s.n.",NA,NA,NA,NA,"?",NA,"Habitat ad Cabo Frio",NA,"Pl. Dryas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2017-09-11 17:06:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Dipladenia","riedelii","Dipladenia riedelii","Müll.Arg.","Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat ad Cabo Frio",NA,"Pl. Dryas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-03 13:40:37-03","IBt","SP","360804","S","Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","Alves, M","2359","2001","03","13",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Carapebus","-41.6610984802246","-22.1872005462646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13257","auto",NA,NA,NA
"104","2019-11-21 09:58:44-03","IBt","SP","296267","S","Plantae",NA,NA,"Apocynaceae","Mandevilla","fragrans","Mandevilla fragrans","(Stadelm.) Woodson","Kinoshita, LS; Sartori, A","94-23","1994","11","07",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Aguaí","-46.9700012207031","-22.0499992370605",NA,NA,"Kinoshita, LS","1994",NA,NA,NA,NA,NA,NA,"25812","auto",NA,NA,NA
