"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","typeStatus","infraspecificEpithet","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"342","2019-10-09 11:13:13-03","UFBA","ALCB","06062","PreservedSpecimen","Plantae","Dicotyledon",NA,"Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Black, GA","51-12547","1951","08","15","Southern America","Brasil","Rio Branco","campo nos arredores da cidade",NA,NA,NA,"flores brancas. Fruto verde quando novo e vermelho quando maduro, pelo decíduo.","ALCB036576","ALCB036576","Gomes, K",NA,"fulvus","Boa Vista",NA,NA,NA,NA,NA,NA,"1998","07",NA,NA,NA,NA,NA,NA
"343","2019-10-09 11:13:13-03","UFBA","ALCB","025103","PreservedSpecimen","Plantae","Dicotyledon",NA,"Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Esteves, F","s/n","1990","09","28","Southern America","Brasil","Bahia","Oeste, Cachoeira do Acaba Vida","-44.9900016784668","-12.1527996063232",NA,"2,5 m. Frutos imaturos (bastante frutificada). Frequente.","ALCB036582","ALCB036582","Gomes, K",NA,"fulvus","Barreiras",NA,NA,NA,NA,"152720","auto","1998","07",NA,NA,NA,NA,NA,NA
"344","2019-10-09 11:13:13-03","UFBA","ALCB","06062","PreservedSpecimen","Plantae","Dicotyledon",NA,"Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Black, GA","51-12547","1951","08","15","Southern America","Brasil","Rio Branco","campo nos arredores da cidade",NA,NA,NA,"flores brancas. Fruto verde quando novo e vermelho quando maduro, pelo decíduo.","ALCB036576","ALCB036576","Gomes, K",NA,"fulvus","Boa Vista",NA,NA,NA,NA,NA,NA,"1998","07",NA,NA,NA,NA,NA,NA
"345","2020-02-08 10:08:50-03","NBC","NL-BOTANY","L.1914779","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","fulvus","Connarus fulvus","Planch.","Fosberg FR",NA,"1962","10","27","Southern America","Brazil",NA,"Plants of Brazil. São Paolo. Emas, near Cachoeira, Mun. de Piracicaba. Rare in campo cerrado vegetation badlu invaded by Melinis.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1914779 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1914779","NL-L1914779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"346","2020-02-08 10:08:50-03","NBC","NL-BOTANY","L.1914780","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","fulvus","Connarus fulvus","Planch.","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,"Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1914780 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1914780","NL-L1914780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"347","2020-02-08 10:08:51-03","NBC","NL-BOTANY","L.3762715","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Pereira BAS; Alvarenga D",NA,"1995","08","16","Southern America","Brazil",NA,"Goiás, Município de Teresina de Goiás. Cerrado em terreno pedregoso no Km 5 da estrada GO-118, Nova Roma.","-47.25","-13.833333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3762715 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3762715","NL-L3762715",NA,NA,NA,NA,NA,NA,"-47.25","-13.833333",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"348","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211852","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Oldenburger FHF; Mecenas VV",NA,"1975","09","23","Southern America","Brazil",NA,"Brasília, University Campus.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211852 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211852","NL-U1211852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"349","2020-02-08 10:08:51-03","NBC","NL-BOTANY","WAG.1382998","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Oldenburger FHF; Mecenas VV",NA,"1975","09","23","Southern America","Brazil",NA,"Brasília, University Campus.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1382998 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1382998","NL-WAG1382998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"350","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211818","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Forero E; Eiten G",NA,"1977","09","18","Southern America","Brazil",NA,"Brasil. Brasilia D.F. Peninsula norte.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211818 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211818","NL-U1211818",NA,NA,"fulvus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"351","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211853","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Hunt DR; Ramos JF",NA,"1966","06","21","Southern America","Brazil",NA,"Central Brazilian Plateau. State of Goiás and Mato Grosso. Goiaz: Caiaponia-Aragarcas road, about 75 km from Aragarcas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211853 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211853","NL-U1211853",NA,NA,"fulvus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"352","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211854","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Ratter JA; Castro RA de; Andrelinho",NA,"1968","07","11","Southern America","Brazil",NA,"Anglo/Brazilian. Mato Grosso. 2 km E. of the Base Camp of the Expedition. (Base Camp, c. 270 km N. of Xavantina).","-51.866667","-12.9",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211854 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211854","NL-U1211854",NA,NA,"fulvus",NA,NA,NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"353","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211855","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Argent GCG; Ramos J; Richards PW; Souza R",NA,"1967","01","01","Southern America","Brazil",NA,"Central Brazilian Plateau. State of Mato Grosso. Xavantina.","-52.233333","-14.633333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211855 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211855","NL-U1211855",NA,NA,"fulvus",NA,NA,NA,"-52.233333","-14.633333",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"354","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211856","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Ratter JA; Castro RA de",NA,"1967","07","27","Southern America","Brazil",NA,"Anglo/Brazilian. Northern Mato Grosso. Coracão de Negro. c. 2km W. of Xavantina.","-52.333333","-14.733333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211856 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211856","NL-U1211856",NA,NA,"fulvus",NA,NA,NA,"-52.333333","-14.733333",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"355","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211857","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Ratter JA; Ramos J",NA,"1967","08","14","Southern America","Brazil",NA,"Anglo/Brazilian. Northern Mato Grosso. Coracão de Negro 7 km SW of Xavantina.","-52.333333","-14.733333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211857 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211857","NL-U1211857",NA,NA,"fulvus",NA,NA,NA,"-52.333333","-14.733333",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"356","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211858","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Ratter JA; Ramos J",NA,"1967","08","02","Southern America","Brazil",NA,"Anglo/Brazilian. Northern Mato Grosso. Coracão de Negro 6 km SW of Xavantina.","-52.333333","-14.733333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211858","NL-U1211858",NA,NA,"fulvus",NA,NA,NA,"-52.333333","-14.733333",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"357","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211859","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Ratter JA; Castro RA de",NA,"1967","07","20","Southern America","Brazil",NA,"Anglo/Brazilian. Northern Mato Grosso. Coracão de Negro do Cerrado c 1 km S. of Xavantina, near airfield.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211859 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211859","NL-U1211859",NA,NA,"fulvus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"358","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211860","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Irwin HS; Souza R; Grear JW; Reis dos Santos R",NA,"1966","06","23","Southern America","Brazil",NA,"The Planalto do Brasil. Drainage of the upper Rio Araguaia. Estado de Goias. Cerrado ca. 70 km S.E. of Aragarcas, road ro Piranhas, Goias.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211860 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211860","NL-U1211860",NA,NA,"fulvus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"359","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211861","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Irwin HS; Sousa R; Reis dos Santos R",NA,"1965","11","06","Southern America","Brazil",NA,"The Planalto do Brasil. Serra dos Cristais, Estado de Goias. Cerrado, 25 km W. of Cristalina.","-48","-17",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211861 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211861","NL-U1211861",NA,NA,"fulvus",NA,NA,NA,"-48.0","-17.0",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"360","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211862","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Irwin HS; Sousa R; Reis dos Santos R",NA,"1965","11","17","Southern America","Brazil",NA,"The Planalto do Brasil. Serra do Rio Preto, Estado de Goias. Cerrado, rocky ridge, ca. 15 km E. of Cabeceiras.","-47","-16",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211862","NL-U1211862",NA,NA,"fulvus",NA,NA,NA,"-47.0","-16.0",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"361","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211863","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus suberosus",NA,"Lindeman JC; Haas JH de",NA,"1967","06","30","Southern America","Brazil",NA,"Flora Brasiliae Centralis. Est. D.F. Peninsula Norte in Lago de Brasilia. Campo cerrado arbustivo on red sandy loam.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211863 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211863","NL-U1211863",NA,NA,"suberosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"362","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211864","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus suberosus",NA,"Harley RM; Souza R",NA,"1968","09","20","Southern America","Brazil",NA,"Central Brazilian Plateau. State of Mato Grosso. R 10, c. 12 km SW of base camp.","-51.766667","-12.816667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211864 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211864","NL-U1211864",NA,NA,"suberosus",NA,NA,NA,"-51.766667","-12.816667",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"363","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211818","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Forero E; Eiten G",NA,"1977","09","18","Southern America","Brazil",NA,"Brasil. Brasilia D.F. Peninsula norte.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211818 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211818","NL-U1211818",NA,NA,"fulvus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"364","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211853","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Hunt DR; Ramos JF",NA,"1966","06","21","Southern America","Brazil",NA,"Central Brazilian Plateau. State of Goiás and Mato Grosso. Goiaz: Caiaponia-Aragarcas road, about 75 km from Aragarcas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211853 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211853","NL-U1211853",NA,NA,"fulvus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"365","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211854","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Ratter JA; Castro RA de; Andrelinho",NA,"1968","07","11","Southern America","Brazil",NA,"Anglo/Brazilian. Mato Grosso. 2 km E. of the Base Camp of the Expedition. (Base Camp, c. 270 km N. of Xavantina).","-51.866667","-12.9",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211854 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211854","NL-U1211854",NA,NA,"fulvus",NA,NA,NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"366","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211855","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Argent GCG; Ramos J; Richards PW; Souza R",NA,"1967","01","01","Southern America","Brazil",NA,"Central Brazilian Plateau. State of Mato Grosso. Xavantina.","-52.233333","-14.633333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211855 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211855","NL-U1211855",NA,NA,"fulvus",NA,NA,NA,"-52.233333","-14.633333",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"367","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211856","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Ratter JA; Castro RA de",NA,"1967","07","27","Southern America","Brazil",NA,"Anglo/Brazilian. Northern Mato Grosso. Coracão de Negro. c. 2km W. of Xavantina.","-52.333333","-14.733333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211856 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211856","NL-U1211856",NA,NA,"fulvus",NA,NA,NA,"-52.333333","-14.733333",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"368","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211857","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Ratter JA; Ramos J",NA,"1967","08","14","Southern America","Brazil",NA,"Anglo/Brazilian. Northern Mato Grosso. Coracão de Negro 7 km SW of Xavantina.","-52.333333","-14.733333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211857 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211857","NL-U1211857",NA,NA,"fulvus",NA,NA,NA,"-52.333333","-14.733333",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"369","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211858","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Ratter JA; Ramos J",NA,"1967","08","02","Southern America","Brazil",NA,"Anglo/Brazilian. Northern Mato Grosso. Coracão de Negro 6 km SW of Xavantina.","-52.333333","-14.733333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211858","NL-U1211858",NA,NA,"fulvus",NA,NA,NA,"-52.333333","-14.733333",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"370","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211859","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Ratter JA; Castro RA de",NA,"1967","07","20","Southern America","Brazil",NA,"Anglo/Brazilian. Northern Mato Grosso. Coracão de Negro do Cerrado c 1 km S. of Xavantina, near airfield.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211859 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211859","NL-U1211859",NA,NA,"fulvus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"371","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211860","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Irwin HS; Souza R; Grear JW; Reis dos Santos R",NA,"1966","06","23","Southern America","Brazil",NA,"The Planalto do Brasil. Drainage of the upper Rio Araguaia. Estado de Goias. Cerrado ca. 70 km S.E. of Aragarcas, road ro Piranhas, Goias.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211860 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211860","NL-U1211860",NA,NA,"fulvus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"372","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211861","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Irwin HS; Sousa R; Reis dos Santos R",NA,"1965","11","06","Southern America","Brazil",NA,"The Planalto do Brasil. Serra dos Cristais, Estado de Goias. Cerrado, 25 km W. of Cristalina.","-48","-17",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211861 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211861","NL-U1211861",NA,NA,"fulvus",NA,NA,NA,"-48.0","-17.0",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"373","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211862","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus fulvus","(Planch.) Forero","Irwin HS; Sousa R; Reis dos Santos R",NA,"1965","11","17","Southern America","Brazil",NA,"The Planalto do Brasil. Serra do Rio Preto, Estado de Goias. Cerrado, rocky ridge, ca. 15 km E. of Cabeceiras.","-47","-16",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211862","NL-U1211862",NA,NA,"fulvus",NA,NA,NA,"-47.0","-16.0",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"374","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211863","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus suberosus",NA,"Lindeman JC; Haas JH de",NA,"1967","06","30","Southern America","Brazil",NA,"Flora Brasiliae Centralis. Est. D.F. Peninsula Norte in Lago de Brasilia. Campo cerrado arbustivo on red sandy loam.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211863 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211863","NL-U1211863",NA,NA,"suberosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"375","2020-02-08 10:08:51-03","NBC","NL-BOTANY","U.1211864","PreservedSpecimen","Plantae",NA,"Oxalidales","Connaraceae","Connarus","suberosus","Connarus suberosus suberosus",NA,"Harley RM; Souza R",NA,"1968","09","20","Southern America","Brazil",NA,"Central Brazilian Plateau. State of Mato Grosso. R 10, c. 12 km SW of base camp.","-51.766667","-12.816667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1211864 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1211864","NL-U1211864",NA,NA,"suberosus",NA,NA,NA,"-51.766667","-12.816667",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"376","2020-11-04 10:55:24-03","ESALQ","ESA","135065","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","cf. suberosus","Connarus cf. suberosus",NA,"Paula-Souza, J.","11573.0","2013","02","10",NA,"Brasil","Mato Grosso",NA,"-53.2153015136719","-17.3146991729736",NA,NA,"ESA135065",NA,NA,NA,NA,"Alto Araguaia",NA,NA,NA,NA,"100273","auto",NA,NA,NA,NA,NA,NA,NA,NA
"377","2020-11-04 10:55:24-03","ESALQ","ESA","140175","PreservedSpecimen","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus",NA,"Souza, V.C.","41035.0","2017","07","24",NA,"Brasil","Goiás","31 km de Luziânia em direção a Alexânia (GO 425). Cerrado.","-48.0393981933594","-16.0592002868652",NA,"Arbusto, ca. 1,5m alt.; botões ferrugíneos","ESA140175",NA,"Souza, V.C.",NA,NA,"Novo Gama","900","900","-48,130,599","-16,165,947","16125","auto","2017","07","25",NA,NA,NA,NA,NA
"378","2020-11-04 11:05:13-03","ESALQ","ESA","43100","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20178.0","1997","10","07",NA,"Brasil","Mato Grosso","Estrada entre Riolândia (Frieira) e Marzagão. ca 25km NNW (em linha reta) de Nova Brasilândia. Savana arborizada (cerrado)","-55.04","-14.45",NA,"Árvore, ca. 5 m alt.; frutos imaturos verdes.","ESA043100","ESA043100","Souza, V.C.",NA,NA,"Nova Brasilândia",NA,NA,"-55.04","-14.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2020-11-04 11:05:13-03","ESALQ","ESA","43101","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20533.0","1997","10","09",NA,"Brasil","Mato Grosso","Estrada Nova Brasilândia - Marzagão, ca 65km de Nova Brasilândia. Estrada secundária sobre a Serra Azul (ca. 10km do seu início). Savana arborizada (cerrado) sobre solo pedregoso","-55.14","-14.38",NA,"Arbusto, ca. 3 m alt.; frutos castanhos.","ESA043101","ESA043101","Souza, V.C.",NA,NA,"Rosário Oeste",NA,NA,"-55.14","-14.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2020-11-04 11:05:13-03","ESALQ","ESA","109082","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Flores, T.B.","455.0","2010","02","01",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,"ESA109082",NA,"Souza, V.C.",NA,NA,"Luiz Eduardp Magalhães",NA,NA,NA,NA,NA,NA,"2012","12","26",NA,NA,NA,NA,NA
"381","2020-11-04 11:05:13-03","ESALQ","ESA","43102","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20703.0","1997","10","10",NA,"Brasil","Mato Grosso","Estrada Nova Brasilândia - Planalto da Serra, ca 20km NE (em linha reta) de Nova Brasilândia. Savana arborizada (cerrado)","-54.49","-14.52",NA,"Arbusto, ca. 2,5 m alt.; frutos imaturos verdes.","ESA043102","ESA043102","Souza, V.C.",NA,NA,"Nova Brasilândia",NA,NA,"-54.49","-14.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2020-11-04 11:05:13-03","ESALQ","ESA","28294","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Dubs, B.","1709.0","1994","08","24",NA,"Brasil","Mato Grosso",NA,"-56.4824981689453","-14.5136003494263",NA,NA,"ESA028294","ESA028294","Dubs, B.",NA,NA,"Alto Paraguai",NA,NA,NA,NA,"78022","auto",NA,NA,NA,NA,NA,NA,NA,NA
