"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"756","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275723","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Granville J-J de; Roesel C; Brothers L",NA,"1991","04","18","Southern America","French Guiana",NA,NA,"Chablis de forêt de terre ferme sur sol argileux.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275723 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275723",NA,NA,"Malpighiales","A.St.-Hil.","Granville J-J de","Bassin du Sinnamary",NA,"Guyane Francaise. Haut-Kourcibo, Bassin du Sinnamary.","-53.288333","4.473056",NA,NA,"NL-U1275723",NA,NA,NA,"-53.288333","4.473056",NA,NA,NA,"Magnoliopsidae","U 0245678",NA,NA,NA
"757","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U 0076478","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Maas PJM; Westra LYT",NA,"1979","10","22","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200076478 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0076478",NA,NA,"Malpighiales","A.St.-Hil.",NA,"Rupununi District",NA,NA,"-59.683333","3.466667",NA,NA,NA,NA,NA,NA,"-59.683333","3.466667",NA,NA,NA,"Magnoliopsidae","Uw24795",NA,NA,NA
"758","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275740","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Jansen-Jacobs MJ; Welle BJH ter; Gopaul D; James V",NA,"1991","01","16","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275740 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275740",NA,NA,"Malpighiales","A.St.-Hil.","Boon EJMC","Rupununi District",NA,NA,"-59.416667","2.833333",NA,NA,"NL-U1275740",NA,NA,NA,"-59.416667","2.833333",NA,NA,NA,"Magnoliopsidae","U 0106225",NA,NA,NA
"759","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U 0076438","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Jansen-Jacobs MJ; Welle BJH ter; Görts-van Rijn ARA; Ek RC",NA,"1987","11","19","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200076438 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0076438",NA,NA,"Malpighiales","A.St.-Hil.",NA,"Rupununi District",NA,NA,"-59.483333","3.383333",NA,NA,NA,NA,NA,NA,"-59.483333","3.383333",NA,NA,NA,"Magnoliopsidae","Uw32200",NA,NA,NA
"760","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275721","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Clarke HD; Adkins S; Barnard C",NA,"1996","07","07","Southern America","Guyana",NA,NA,"Edge of bush island with Bauhinia, Curatella & Lippia.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275721 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275721",NA,NA,"Malpighiales","A.St.-Hil.","Tripp EA","Upper Takutu - Upper Essequibo",NA,"Guyana. U.Takutu-U.Essequibo Region. Dadanawa Ranch, near compound; Nantun Bush Island, 0.5 km W of Rupununi R.","-59.535","2.811111",NA,NA,"NL-U1275721",NA,NA,NA,"-59.535","2.811111",NA,NA,NA,"Magnoliopsidae","U 0246025",NA,NA,NA
"761","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275745","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Prance GT; Steward JR; Ramos JF; Farias LG",NA,"1969","01","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275745 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275745",NA,NA,"Malpighiales","A.St.-Hil.","Plowman TC","Roraima",NA,NA,"-60.216667","2.45",NA,NA,"NL-U1275745",NA,NA,NA,"-60.216667","2.45",NA,NA,NA,"Magnoliopsidae","U 0106246",NA,NA,NA
"762","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275749","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Gottsberger IS",NA,"1972","09","28","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275749 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275749",NA,NA,"Malpighiales","A.St.-Hil.","A; Amaral Jr","São Paulo",NA,NA,"-48.416667","-22.75",NA,NA,"NL-U1275749",NA,NA,NA,"-48.416667","-22.75",NA,NA,NA,"Magnoliopsidae","U 0106242",NA,NA,NA
"763","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275724","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Pedersen TM",NA,"1986","10","24","Southern America","Brazil",NA,NA,"Open apparently undisturbed woodland.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275724 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275724",NA,NA,"Malpighiales","A.St.-Hil.","Schinini A","Mato Grosso do Sul",NA,"On road (BR-267) from Maracajú to Guia Lopes, c. 12 km W of Ervania.Mun. Guia Lopes da Laguna, Mato Grosso do Sul.",NA,NA,NA,NA,"NL-U1275724",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0119563",NA,NA,NA
"764","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275725","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Lindeman JC; Haas JH de",NA,"1967","07","04","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275725 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275725",NA,NA,"Malpighiales","A.St.-Hil.","Plowman TC","São Paulo",NA,NA,NA,NA,NA,NA,"NL-U1275725",NA,NA,NA,NA,NA,"1987","07","01","Magnoliopsidae","U 0106240",NA,NA,NA
"765","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275741","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Schomburgk RH",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275741 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275741",NA,NA,"Malpighiales","A.St.-Hil.","Tiwari S",NA,NA,NA,NA,NA,NA,NA,"NL-U1275741",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0148825",NA,NA,NA
"766","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275742","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Schomburgk RH",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275742 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275742",NA,NA,"Malpighiales","A.St.-Hil.","Tiwari S",NA,NA,NA,NA,NA,NA,NA,"NL-U1275742",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0148826",NA,NA,NA
"767","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275743","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","McDowell T; Feuillet CPGA; Tiwari S; Raphael A; Acevedo-Rodríguez P",NA,"1990","03","07","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275743 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275743",NA,NA,"Malpighiales","A.St.-Hil.","Berry PE","Upper Takutu-Upper Essequibo",NA,NA,"-59.5","4.05",NA,NA,"NL-U1275743",NA,NA,NA,"-59.5","4.05",NA,NA,NA,"Magnoliopsidae","U 0155999",NA,NA,NA
"768","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275744","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Prance GT; Pena BS; Ramos JF",NA,"1966","11","27","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275744 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275744",NA,NA,"Malpighiales","A.St.-Hil.","Plowman TC","Amazonas",NA,NA,NA,NA,NA,NA,"NL-U1275744",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0097916",NA,NA,NA
"769","2020-02-08 09:46:55-03","NBC","NL-BOTANY","WAG.1930503","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Irwin HS; Soderstrom TR",NA,"1964","10","14","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1930503 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1930503",NA,NA,"Malpighiales","A.St.-Hil.",NA,NA,NA,"Vicinity of Barro do Garças, Mao Grosso. Cerrado, ca. 50km N. of Barra do Garças on road to Xavantina.","-52.25","-15.883333",NA,NA,"NL-WAG1930503",NA,NA,NA,"-52.25","-15.883333",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"770","2020-02-08 09:46:55-03","NBC","NL-BOTANY","L.2121677","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Pedersen TM",NA,"1969","11","21","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2121677 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2121677",NA,NA,"Malpighiales","A.St.-Hil.",NA,NA,NA,"Estancia #La Manima'. Distr. San Estanislao. Dep. San Pedro.",NA,NA,NA,NA,"NL-L2121677",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"771","2020-02-08 09:46:55-03","NBC","NL-BOTANY","L.2121678","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Pedersen TM",NA,"1967","10","05","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2121678 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2121678",NA,NA,"Malpighiales","A.St.-Hil.",NA,NA,NA,"Estancia 'Carumbe'. Distr. Lima. Dep. San Pedro.",NA,NA,NA,NA,"NL-L2121678",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"772","2020-02-08 09:46:55-03","NBC","NL-BOTANY","L.2121679","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Fiebrig K",NA,"1908","01","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2121679 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2121679",NA,NA,"Malpighiales","A.St.-Hil.",NA,NA,NA,"N. Paraguay: Zwischen Rio Apa und Rio Aquidaban.",NA,NA,NA,NA,"NL-L2121679",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"773","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U 0076480","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Plowman TC; et al.",NA,"1980","02","03","Southern America","Brazil",NA,NA,"in open disturbed hillside cerrado<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200076480 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0076480",NA,NA,"Malpighiales","A.St.-Hil.",NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw32329",NA,NA,NA
"774","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U 0076483","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Stoffers AL; Görts-van Rijn ARA; Welle BJH ter; Bonsen KJ",NA,"1982","11","19","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200076483 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0076483",NA,NA,"Malpighiales","A.St.-Hil.",NA,NA,NA,NA,"-59.25","2.5",NA,NA,NA,NA,NA,NA,"-59.25","2.5",NA,NA,NA,"Magnoliopsidae","Uw30195",NA,NA,NA
"775","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275722","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Clarke HD; Adkins S; Barnard C",NA,"1996","07","02","Southern America","Guyana",NA,NA,"Savanna, with Curatella, Trachypogon & Byrsonima.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275722 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275722",NA,NA,"Malpighiales","A.St.-Hil.","Tripp EA","Upper Takutu-Upper Essequibo",NA,"Guyana. U.Takutu-U.Essequibo Region. Lethem, 0-1 km SE.","-59.666667","3.466667",NA,NA,"NL-U1275722",NA,NA,NA,"-59.666667","3.466667",NA,NA,NA,"Magnoliopsidae","U 0246012",NA,NA,NA
"776","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U 0076473","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Plowman TC",NA,"1980","04","03","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200076473 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0076473",NA,NA,"Malpighiales","A.St.-Hil.",NA,"Distrito Federal",NA,NA,"-48.083333","-15.583333",NA,NA,NA,NA,NA,NA,"-48.083333","-15.583333",NA,NA,NA,"Magnoliopsidae","Uw32351",NA,NA,NA
"777","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275726","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Lindeman JC; Haas JH de",NA,"1966","10","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275726 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275726",NA,NA,"Malpighiales","A.St.-Hil.","Plowman TC","Paraná",NA,NA,NA,NA,NA,NA,"NL-U1275726",NA,NA,NA,NA,NA,"1987","07","01","Magnoliopsidae","U 0106239",NA,NA,NA
"778","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275727","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Bernardi L",NA,"1978","12","19","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275727 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275727",NA,NA,"Malpighiales","A.St.-Hil.","Plowman TC","Amambay",NA,NA,NA,NA,NA,NA,"NL-U1275727",NA,NA,NA,NA,NA,"1987","07","01","Magnoliopsidae","U 0106238",NA,NA,NA
"779","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275730","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Krukoff BA",NA,"1933","05","22","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275730 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275730",NA,NA,"Malpighiales","A.St.-Hil.",NA,"Amazonas",NA,NA,NA,NA,NA,NA,"NL-U1275730",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0106235",NA,NA,NA
"780","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275731","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Cooper A",NA,"1974","02","01","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275731 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275731",NA,NA,"Malpighiales","A.St.-Hil.","Tiwari S","Upper Takutu-Upper Essequibo",NA,NA,"-59.75","3.4",NA,NA,"NL-U1275731",NA,NA,NA,"-59.75","3.4",NA,NA,NA,"Magnoliopsidae","U 0106234",NA,NA,NA
"781","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275732","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Stoffers AL; Görts-van Rijn ARA; Welle BJH ter; Bonsen KJ",NA,"1982","11","19","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275732 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275732",NA,NA,"Malpighiales","A.St.-Hil.",NA,NA,NA,NA,"-59.25","2.5",NA,NA,"NL-U1275732",NA,NA,NA,"-59.25","2.5",NA,NA,NA,"Magnoliopsidae","U 0106233",NA,NA,NA
"782","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275733","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Oldenburger FHF; Norde R; Schulz JP",NA,"1968","10","19","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275733 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275733",NA,NA,"Malpighiales","A.St.-Hil.","Tiwari S",NA,NA,NA,NA,NA,NA,NA,"NL-U1275733",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0106232",NA,NA,NA
"783","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275734","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Oldenburger FHF; Norde R; Schulz JP",NA,"1969","01","13","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275734 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275734",NA,NA,"Malpighiales","A.St.-Hil.","Tiwari S",NA,NA,NA,NA,NA,NA,NA,"NL-U1275734",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0106231",NA,NA,NA
"784","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275735","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Donselaar J van; Lanjouw J; Donselaar- Bokkel Huinink WAE van",NA,"1959","02","19","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275735 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275735",NA,NA,"Malpighiales","A.St.-Hil.","Tiwari S",NA,NA,NA,NA,NA,NA,NA,"NL-U1275735",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0106230",NA,NA,NA
"785","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275736","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Donselaar J van",NA,"1959","03","07","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275736 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275736",NA,NA,"Malpighiales","A.St.-Hil.","Tiwari S",NA,NA,NA,NA,NA,NA,NA,"NL-U1275736",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0106229",NA,NA,NA
"786","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275737","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Smith AC",NA,"1937","10","15","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275737 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275737",NA,NA,"Malpighiales","A.St.-Hil.","Tiwari S",NA,NA,NA,NA,NA,NA,NA,"NL-U1275737",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0106228",NA,NA,NA
"787","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275729","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Plowman TC",NA,"1980","04","03","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275729 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275729",NA,NA,"Malpighiales","A.St.-Hil.",NA,"Distrito Federal",NA,NA,"-48.083333","-15.583333",NA,NA,"NL-U1275729",NA,NA,NA,"-48.083333","-15.583333",NA,NA,NA,"Magnoliopsidae","U 0106236",NA,NA,NA
"788","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275746","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Hatschbach GG; Lindeman JC; Haas JH de",NA,"1965","12","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275746 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275746",NA,NA,"Malpighiales","A.St.-Hil.","Plowman TC","Paraná",NA,NA,NA,NA,NA,NA,"NL-U1275746",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0106245",NA,NA,NA
"789","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275747","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Mantovani W",NA,"1980","09","15","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275747 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275747",NA,NA,"Malpighiales","A.St.-Hil.","Mantovani W","São Paulo",NA,NA,NA,NA,NA,NA,"NL-U1275747",NA,NA,NA,NA,NA,"1980","09","01","Magnoliopsidae","U 0106244",NA,NA,NA
"790","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275748","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Maciel UN; Cordeiro MR",NA,"1978","12","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275748 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275748",NA,NA,"Malpighiales","A.St.-Hil.","Silva MG","Pará",NA,NA,NA,NA,NA,NA,"NL-U1275748",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0106243",NA,NA,NA
"791","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275752","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Oldenburger FHF; Mecenas VV",NA,"1975","10","23","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275752",NA,NA,"Malpighiales","A.St.-Hil.","Nieuwenhuyzen A van","Distrito Federal",NA,NA,NA,NA,NA,NA,"NL-U1275752",NA,NA,NA,NA,NA,"1991","04","01","Magnoliopsidae","U 0106248",NA,NA,NA
"792","2020-02-08 09:46:55-03","NBC","NL-BOTANY","WAG.1930502","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Irwin HS; Grear JW; JW; Souza R; Reis dos Santos R",NA,"1966","03","03","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1930502 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1930502",NA,NA,"Malpighiales","A.St.-Hil.",NA,NA,NA,"Serra dos Cristais, Estado de Goiás. Rocky slope, ca. 3 km S. of Cristalina, Goiás.","-48","-17",NA,NA,"NL-WAG1930502",NA,NA,NA,"-48.0","-17.0",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"793","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275751","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Harley RM; et al.",NA,"1974","01","22","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275751 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275751",NA,NA,"Malpighiales","A.St.-Hil.","Grey-Wilson C","Bahia",NA,NA,"-41.916667","-13.533333",NA,NA,"NL-U1275751",NA,NA,NA,"-41.916667","-13.533333",NA,NA,NA,"Magnoliopsidae","U 0106247",NA,NA,NA
"794","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275739","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Harley RM; et al.",NA,"1974","01","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275739 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275739",NA,NA,"Malpighiales","A.St.-Hil.","Plowman TC","Bahia",NA,NA,"-41.833333","-13.466667",NA,NA,"NL-U1275739",NA,NA,NA,"-41.833333","-13.466667",NA,NA,NA,"Magnoliopsidae","U 0106226",NA,NA,NA
"795","2020-02-08 09:46:55-03","NBC","NL-BOTANY","WAG.1930504","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Irwin HS; Soderstrom TR",NA,"1964","10","04","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1930504 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1930504",NA,NA,"Malpighiales","A.St.-Hil.",NA,NA,NA,"Vicinity of Garapú, Mato Grosso, Cerrado, ca. 15km S. of Garapú.","-52.566667","-13.2",NA,NA,"NL-WAG1930504",NA,NA,NA,"-52.566667","-13.2",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
