"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","relationshipType","individualCount","fieldNumber","infraspecificEpithet","previousCatalogNumber"
"130","2019-08-27 13:34:02-03","IAP","PACA-AGP","54648","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","B. Rambo SJ","1954","08","01","Rambo, B.","1954","01","01","Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"sicher, 01.8.1954.; ster. Habitat: in araucarieto","PACA054648",NA,NA,"Magnoliophyta","Violales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"131","2019-08-27 13:34:02-03","IAP","PACA-AGP","9418","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Emrich-Rambo","1954","08","01","Rambo, B.","1942","01","26","Brasil","RS","Tupanciretã","p. Jari","-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,"sterilis Habitat: in silva campestri","PACA009418",NA,NA,"Magnoliophyta","Violales",NA,NA,"59498","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"132","2019-08-27 13:34:02-03","IAP","PACA-AGP","65963","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","H. Sleumer","1956",NA,NA,"R. Klein","1955","04","22","Brasil","SC","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"HBR 10104 Habitat: mata Hábito: arbusto Ecossistema: Mata Atlântica","PACA065963","1318",NA,"Magnoliophyta","Violales",NA,NA,"27253","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"133","2019-08-27 13:34:02-03","IAP","PACA-AGP","64789","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","H. Sleumer","1958",NA,NA,"R. Reitz & Klein","1957","06","15","Brasil","SC","Vidal Ramos","Sabia","-49.3558006286621","-27.3918991088867",NA,NA,NA,NA,"HBR 16343 Habitat: mata Fenofase: fruto Hábito: arbusto Ecossistema: Mata Atlântica","PACA064789","4364",NA,"Magnoliophyta","Violales",NA,NA,"21797","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"134","2019-11-27 11:47:50-03","IAP","PACA-AGP","33574","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler","Emrich-Rambo","1954","08","01","B. Rosengurtt","1945","10","10","Uruguai",NA,NA,"Treinta y Tres, Santa Clara",NA,NA,NA,NA,NA,NA,"sicher, 1.8.1954.; fl. Habitat: in campestribus dumetosis","PACA033574",NA,NA,"Magnoliophyta","Violales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"135","2019-08-27 13:34:02-03","IAP","PACA-AGP","98336","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler","A. Sehnem","1980",NA,NA,"Sehnem, A.","1980","10","30","Brasil","RS","Esmeralda","Perto da reserva Ecológica","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,"Habitat: arbor parva, in campestribus","PACA098336","17098",NA,"Magnoliophyta","Violales",NA,NA,"38649","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"136","2019-11-27 11:47:50-03","IAP","PACA-AGP","33574","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler","Emrich-Rambo","1954","08","01","B. Rosengurtt","1945","10","10","Uruguai",NA,NA,"Treinta y Tres, Santa Clara",NA,NA,NA,NA,NA,NA,"sicher, 1.8.1954.; fl. Habitat: in campestribus dumetosis","PACA033574",NA,NA,"Magnoliophyta","Violales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"137","2019-08-27 13:34:02-03","IAP","PACA-AGP","98336","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos) Eichler","A. Sehnem","1980",NA,NA,"Sehnem, A.","1980","10","30","Brasil","RS","Esmeralda","Perto da reserva Ecológica","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,"Habitat: arbor parva, in campestribus","PACA098336","17098",NA,"Magnoliophyta","Violales",NA,NA,"38649","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"138","2020-02-27 16:44:22-03","UFSC","CTBS","4042","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Scipioni, M.C.","2008","12","19","Scipioni, M.C.","2008","12","19","Brasil","Rio Grande do Sul","Encruzilhada do Sul",NA,"-52.521900177002","-30.5438995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62084","auto",NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-02-27 16:44:22-03","UFSC","CTBS","2422","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Scipioni, M.C.","2017","04","05","Santos, V. dos","2013","03","10","Brasil","Santa Catarina","Curitibanos","Trilha ecológica do Pessegueirinho. Parcela permanente K1, árvore 08","-50.584400177002","-27.2828006744385",NA,NA,NA,NA,"Floresta ombrófila mista montana",NA,NA,NA,NA,NA,NA,NA,"25987","auto",NA,NA,NA,NA,NA,NA,NA,NA
"140","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0030686","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","G. Hatschbach",NA,NA,NA,"J. M. Silva; A. R. Campos","2001","6","15","Brazil","Parana",NA,"Usina Hidreletrica Parigot de Souza, Costa 800 (Mun. Antonina).","-48.7167","-25.45",NA,NA,NA,NA,"Arbusto do morro.",NA,"3370",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-21 14:44:54-03","UFJF","CESJ","34883","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","R. Marquete","2003","10","23","L.C.S. Assis; R.C. Forzza; R.M. Castro; A.S.M. Valente; M.C.M. Garcia; G.E.P.Silva","2001","09","21","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,"Árvore ca. 6m, borda da mata, tronco acinzentado, folhas discolores, frutos verdes e resquícios do cálice marrons. Pouco freqüente.","CESJ034883","345",NA,"Angiosperma",NA,"América do Sul",NA,"7934","auto",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-21 14:44:54-03","UFJF","CESJ","X-257","PreservedSpecimen","Plantae","Salicaceae","Xylosma","salzmanni","Xylosma salzmanni","(Clos) Eichler",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noem vulgar:Espinho de judeu","CESJ00X257","s.n.",NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-21 14:44:54-03","UFJF","CESJ","X-257","PreservedSpecimen","Plantae","Salicaceae","Xylosma","salzmanni","Xylosma salzmanni","(Clos) Eichler",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noem vulgar:Espinho de judeu","CESJ00X257","s.n.",NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:40:35-03","UNICAMP","UEC","104175","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Lima, HC","1990","10","30","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima.Sítio Sophronites.","-42.05","-22","-42.05","-22","1100","1100","Árvore com 10m de altura, ramos raramente espinhosos. Frutos jovens esverdeados. Ocasional.","UEC095957","4009","UEC095957","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-01 16:40:35-03","UNICAMP","UEC","174185","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Torres, RB; Ramos, E","2004","11",NA,"Koch, I; Goldenberg, R","1995","04","06","Brazil","São Paulo","Lavrinhas","Vale do Ribeirão do Braço.","-44.881667","-22.462778","-44.881667","-22.462778",NA,NA,"Arbusto, 1m alt; flores brancas a rosadas.","UEC095963","195","UEC095963","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:40:35-03","UNICAMP","UEC","73704","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Torres, RB; Ramos, E","2004","12",NA,"Kinoshita, LS; Moreira, JLA","1995","04","06","Brazil","São Paulo","Lavrinhas","12km ao Norte de Lavrinhas, vale do Ribeirão do Braço.","-44.881667","-22.462778","-44.881667","-22.462778",NA,NA,"Arbusto de 2m alt.; flores velhas; frutos submaduros verdes.","UEC095960","9519","UEC095960","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:40:35-03","UNICAMP","UEC","73772","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Torres, RB; Ramos, E","2004","11",NA,"Koch, I; Goldenberg, R","1995","04","06","Brazil","São Paulo","Lavrinhas","Vale do Ribeirão do Braço.","-44.881667","-22.462778","-44.881667","-22.462778",NA,NA,"Arbusto, 1m alt; flores brancas a rosadas.","UEC095959","195","UEC095959","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-01 16:40:35-03","UNICAMP","UEC","95670","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Torres, RB; Ramos, E","2004","11",NA,"s/ coletor","1996","02","26","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski.","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"Floresta Atlântica.","UEC095958","708","UEC095958","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:40:35-03","UNICAMP","UEC","37050","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Andrade, PM; Lopes, MA","1984","11","17","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga.","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"Arbóreo, 8m. Com fruto verde.; Mata Atlântica.","UEC095962","474","UEC095962","Magnoliopsida",NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:40:35-03","UNICAMP","UEC","57402","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Torres, RB; Ramos, E","2005","01",NA,"Alvares, SMR","1989","10","09","Brazil","São Paulo","Capão Bonito","Fazenda Intervales(Fundação Florestal Secr.Meio Ambiente).","-48.3400001525879","-24",NA,NA,NA,NA,"Arbusto 3m, frutos maturos vermelho escuro","UEC095961","23327","UEC095961","Magnoliopsida",NA,NA,NA,"39505","auto",NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-04-22 16:24:49-03","UFPB","JPB","64140","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Gadelha Neto, PC","2017","03","11","Brasil","Paraíba","Areia","Parque Estadual Mata do Pau-Ferro","-35.756111","-6.977778","-35.756111","-6.977778","542","542","Arbusto com cerca de 3m, ramos armados, lenticelados na extremidade. Folhas simples, alternas, membranáceas, crenadas. Fascículos axilares. Fruto baga alaranjada na maturação com pericarpo pouco carnoso. Substrato areno-argiloso.; HAB","JPB0064140","4097",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-04-22 16:19:34-03","UFPB","JPB","31054","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","salzmanni","Xylosma salzmanni","(Clos) Eichl.","Gadelha Neto, PC",NA,NA,NA,"Gadelha Neto, PC","1999","11","15","Brasil","Paraíba","Sousa","Faz.Jangada.","-38.228056","-6.759444","-38.228056","-6.759444","220","220","; DESC: Arbustivo.",NA,"468",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-04-22 16:19:34-03","UFPB","JPB","31054","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","salzmanni","Xylosma salzmanni","(Clos) Eichl.","Gadelha Neto, PC",NA,NA,NA,"Gadelha Neto, PC","1999","11","15","Brasil","Paraíba","Sousa","Faz.Jangada.","-38.228056","-6.759444","-38.228056","-6.759444","220","220","; DESC: Arbustivo.",NA,"468",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-11-06 09:57:35-03","UFOP","OUPR","4632","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Zurlo, M.A.; Kassis, A.; Silva, J.L. & Peron, M.V.","1986","07","10","Brasil","Minas Gerais","Belo Horizonte","Lagoa dos Ingleses","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Campo.",NA,"s.n.",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-11-06 09:57:35-03","UFOP","OUPR","15331","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Badini, J.","1976","06","15","Brasil","Minas Gerais","Ouro Preto","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto, flores amareladas.",NA,"s.n.",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-06 09:57:35-03","UFOP","OUPR","15330","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Badini, J.; Lúcia","1976","06","15","Brasil","Minas Gerais","Ouro Preto","Campo Grande","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto, flores amareladas. Capoeira.",NA,"s.n.",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-06 09:57:35-03","UFOP","OUPR","15329","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Badini, J.","1984","07","18","Brasil","Minas Gerais","Ouro Preto","Campo Grande","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto, flores amarelas.",NA,"s.n.",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-03-12 10:29:34-03","UFOP","OUPR","34879","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Pedrosa, L.G.","2019","12",NA,"Pedrosa, L.G.","2019","12","12","Brasil","Minas Gerais","Ouro Preto","Lessa, Barragem da Cachoeira","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arvoreta ca. 4m, com frutos avermelhados. Capão de mata",NA,"2335",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-12-04 13:19:44-03","UDESC","LUSC","7517","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Stival-Santos, A.",NA,NA,NA,"Stival-Santos, A.; Silveira, S.","2010","07","08","Brasil","Santa Catarina","Antônio Carlos","RPPN Caraguatá.","-48.7675018310547","-27.5168991088867",NA,NA,NA,NA,NA,"LUSC009064","3278","LUSC009064",NA,NA,NA,NA,"15769","auto",NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-01-17 11:26:23-02","PUCRS","MPUC","10434","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Equipe do Projeto",NA,NA,NA,NA,"2000","11","27","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","South America",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA,NA
"161","2019-01-17 11:26:23-02","PUCRS","MPUC","15923","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","M. Perazzolo","1975","01","01",NA,"1975","08","12","Brasil","RS","Porto Alegre","Av.Ipiranga, em frente ao Hospital da PUCRS","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,"Solo argilodo micassio",NA,NA,NA,NA,"Malpighiales","South America",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA,NA
"162","2019-01-17 11:26:23-02","PUCRS","MPUC","9328","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","N.I. Matzenbacher",NA,NA,NA,NA,"1999","02","20","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"Cognição da Mata de Araucária do CPCN Pró-Mata",NA,NA,NA,NA,"Malpighiales","South America",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA,NA
"163","2019-01-17 11:26:23-02","PUCRS","MPUC","4596","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Equipe do Projeto","2000","01","01",NA,"2000","10","23","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,NA,"Malpighiales","South America",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA,NA
"164","2020-10-14 10:06:23-03","FURB","FURB","10908","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Oliveira, AA de","2010","04","12","Grippa, C.R.; Souza, N.L. de; Costa Silva, F. da & Bachmann, V.","2007","07","12","Brasil","Santa Catarina","Indaial","Warnow Alto.","-49.2683334","-27.0475","-49.2683334","-27.0475000","300","300","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo IV. Habitat: Floresta Ombrófila Densa; Habito: Fruto verde;","FURB03442","688","FURB03442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-10-14 10:06:23-03","FURB","FURB","14441","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Oliveira, AA de","2010","04","12","Korte, A.; Kruger, A.","2009","09","14","Brasil","Santa Catarina","Vidal Ramos","Mulungu.","-49.32","-27.45","-49.3200000","-27.4500000","761","761","Florística IFFSC 383 (Arbórea)","FURB42958","106","FURB42958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-10-14 10:06:23-03","FURB","FURB","24064","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Oliveira, AA de","2010","04","29","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","07","Brasil","Santa Catarina","Armazém","São José dos Macacos/Mineração.","-48.9594444","-28.2625","-48.9594444","-28.2625000","412","412","Regeneração IFFSC 123 /S/80 Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto; Fruto bordô;","FURB42976","4243","FURB42976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-10-14 10:06:23-03","FURB","FURB","24312","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Oliveira, AA de","2010","05","24","Korte, A.; Kniess, A.","2009","10","21","Brasil","Santa Catarina","Vidal Ramos","Águas Frias.","-49.4105556","-27.3605556","-49.4105556","-27.3605556","895","895","Florística IFFSC 422 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: Fruto vermelho;","FURB42974","597","FURB42974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-10-14 10:06:23-03","FURB","FURB","26840","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Oliveira, AA de","2010","06","29","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2010","05","19","Brasil","Santa Catarina","Águas Mornas","Vargem Grande.","-48.8713889","-27.7188889","-48.8713889","-27.7188889","250","250","Florística IFFSC 285","FURB42972","2740","FURB42972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-10-14 10:06:23-03","FURB","FURB","26919","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Oliveira, AA de","2010","07","22","Korte, A.; Kniess, A.","2009","11","05","Brasil","Santa Catarina","Leoberto Leal","Rio Feijão.","-49.2305556","-27.4502778","-49.2305556","-27.4502778","850","850","Florística IFFSC 384 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arvoreta; Fruto negro;","FURB42975","747","FURB42975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-10-14 10:06:23-03","FURB","FURB","27910","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Gasper, AL de","2010","08","25","Korte, A.; Kniess, A.","2010","07","14","Brasil","Santa Catarina","Nova Trento","Valsugana.","-49.0505556","-27.3586111","-49.0505556","-27.3586111","307","307","Florística IFFSC 426 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; Fruto com fruto;","FURB42965","3993","FURB42965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-10-14 10:06:23-03","FURB","FURB","27938","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Stival-Santos, A","2010","08","25","Stival-Santos, A.; Silveira, S.","2010","07","08","Brasil","Santa Catarina","Antônio Carlos","RPPN Caraguatá.","-48.87","-27.45","-48.8700000","-27.4500000","710","710","Florística IFFSC 388 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; Fruto vermelho;","FURB42963","3278","FURB42963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-10-14 10:06:23-03","FURB","FURB","27988","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Oliveira, AA de","2010","08","25","Dreveck, S.; Carneiro, F.E.","2010","02","25","Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","-49.1400000","-26.2800000","744","744","Regeneração IFFSC 1025 /L/11 Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: arbustiva; Fruto verde;","FURB42962","1840","FURB42962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-10-14 10:06:23-03","FURB","FURB","28635","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Verdi, M","2010","06","17","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","06","17","Brasil","Santa Catarina","Alfredo Wagner","Alto Rio Lessa.","-49.2291667","-27.7211111","-49.2291667","-27.7211111","803","803","Florística IFFSC 281 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva;","FURB42973","5080","FURB42973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-10-14 10:06:23-03","FURB","FURB","29813","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Sobral, M","2010","08","15","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","28","Brasil","Santa Catarina","Garopaba","Morro da Ressacada.","-48.69","-28.08","-48.6900000","-28.0800000","147","147","Florística IFFSC 175 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto; flor verde","FURB42971","4507","FURB42971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-10-14 10:06:23-03","FURB","FURB","29814","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Sobral, M","2010","08","15","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","02","01","Brasil","Santa Catarina","Angelina","Rancho das Tábuas.","-49.0494444","-27.6302778","-49.0494444","-27.6302778","590","590","Florística IFFSC 314 (Arbusto) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: arbusto; flor esverdeada","FURB42964","1649","FURB42964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-10-14 10:06:23-03","FURB","FURB","29815","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Sobral, M","2010","08","15","Dreveck, S.; Carneiro, F.E.","2010","03","15","Brasil","Santa Catarina","São Francisco do Sul","Vila da Glória.","-48.69","-26.19","-48.6900000","-26.1900000","430","430","Florística IFFSC 1052 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; flor botão floral verde","FURB42977","1920","FURB42977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-10-14 10:06:23-03","FURB","FURB","30105","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Sobral, M","2010","08","15","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2010","04","24","Brasil","Santa Catarina","Angelina","Barra Clara.","-49.14","-27.54","-49.1400000","-27.5400000","630","630","Florística IFFSC 347 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arvoreta; Fruto verde;","FURB42967","2567","FURB42967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
