"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","dayIdentified","class"
"52","2019-09-04 18:51:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Seris","polyphylla","Seris polyphylla",NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,"Dicotyledoneae"
"53","2020-04-29 16:29:37-03","UFVJM","HDJF","5630","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Chaves, DA","141","2013","12","20","Southern America","Brasil","Minas Gerais",NA,"Cadeia do Espinhaço: Diamantina, 20 Km sentido Gouveia","-43.683883","-18.359",NA,NA,"HDJF005630","HDJF005630_01","Chaves, DA","1377","1377","-43.683883","-18.359","2014","07",NA,NA,NA,NA,NA,"29",NA
"54","2020-04-29 16:29:37-03","UFVJM","HDJF","5631","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Chaves, DA","142","2013","12","20","Southern America","Brasil","Minas Gerais",NA,"Cadeia do Espinhaço: Diamantina, 20 Km sentido Gouveia","-43.683883","-18.359",NA,NA,"HDJF005631","HDJF005631_01","Chaves, DA","1377","1377","-43.683883","-18.359","2014","07",NA,NA,NA,NA,NA,"29",NA
"55","2020-04-29 16:29:37-03","UFVJM","HDJF","5738","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Chaves, DA; Gonçalves, MF; Silva, MG","357","2014","05","01","Southern America","Brasil","Minas Gerais",NA,"Cadeia do Espinhaço: Subida para a Chapada dos Coutos passando pela mata dos crioulos","-43.3433","-18.2655",NA,NA,"HDJF005738","HDJF005738_01","Chaves, DA","1554","1554","-43.3433","-18.2655","2014","07",NA,NA,NA,NA,NA,"29",NA
"56","2020-04-29 16:29:37-03","UFVJM","HDJF","5811","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Chaves, DA; Gonçalves, MF; Moreira, PH","571","2014","10","07","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 2","-43.34295","-18.223283",NA,NA,"HDJF005811","HDJF005811_01","Chaves, DA","1504","1504","-43.34295","-18.223283","2014","10",NA,NA,NA,NA,NA,"20",NA
"57","2019-11-01 14:54:28-03","UnB","UB","123845","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Irwin, HS","28597","1970","03","29","Southern America","Brasil","Minas Gerais",NA,"Ca. 7km N of São João da Chapada, road to Inhaí",NA,NA,NA,"Heads yellowish.; Subshrub 0,5m.; Sandy campo among outcrops. Rocky hillside",NA,NA,"Roque, N","1150","1150",NA,NA,"2013","01",NA,NA,NA,NA,NA,NA,NA
"58","2019-11-01 14:54:28-03","UnB","UB","123915","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Irwin, HS","22395","1969","01","21","Southern America","Brasil","Minas Gerais",NA,"Ca. 20km SW of Diamantina",NA,NA,NA,"Heads in bud.; Herb 0,5m.; Cerrado on steep rocky slopes with thin gravelly soil",NA,NA,"Roque, N","1300","1300",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-01 14:54:28-03","UnB","UB","123916","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Splett, S","626","1994","09","23","Southern America","Brasil","Minas Gerais",NA,"Estrada Diamantina-Conselheiro Mata, 20,3km depois do asfalto","-43.883333","-18.333333",NA,"Planta perene com bulba nodosa. Caule ereto. Flores com pétalas amarelas.",NA,NA,"Roque, N","1999","1999","-43.883333","-18.333333","1999",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-01 14:54:28-03","UnB","UB","207087","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Chaves, DA","141","2013","12","20","Southern America","Brasil","Minas Gerais",NA,"Cadeia do Espinhaço: Diamantina, 20 Km sentido Gouveia","-43.683883","-18.359",NA,"Complexo Rupestre",NA,NA,"Chaves, DA","1377","1377","-43.683883","-18.359","2014","07",NA,NA,NA,NA,NA,"29",NA
"61","2019-11-01 14:54:28-03","UnB","UB","207088","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Chaves, DA","142","2013","12","20","Southern America","Brasil","Minas Gerais",NA,"Cadeia do Espinhaço: Diamantina, 20 Km sentido Gouveia","-43.683883","-18.359",NA,"Complexo Rupestre",NA,NA,"Chaves, DA","1377","1377","-43.683883","-18.359","2014","07",NA,NA,NA,NA,NA,"29",NA
"62","2019-11-01 14:54:28-03","UnB","UB","207303","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Chaves, DA; Gonçalves, MF; Silva, MG","357","2014","05","01","Southern America","Brasil","Minas Gerais",NA,"Cadeia do Espinhaço: Subida para a Chapada dos Coutos passando pela mata dos crioulos","-43.3433","-18.2655",NA,"Complexo Rupestre",NA,NA,"Chaves, DA","1554","1554","-43.3433","-18.2655","2014","07",NA,NA,NA,NA,NA,"29",NA
"63","2019-11-01 14:54:28-03","UnB","UB","207352","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Chaves, DA; Gonçalves, MF","406","2014","05","03","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, subida para a Chapada dos Coutos","-43.336417","-18.187167",NA,"Complexo Rupestre",NA,NA,"Chaves, DA","1336","1336","-43.336417","-18.187167","2014","07",NA,NA,NA,NA,NA,"29",NA
"64","2019-11-01 14:54:28-03","UnB","UB","207498","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Chaves, DA; Hiago, F; Pinheiro, M; Pacheco, MA","552","2014","09","18","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 2","-43.331717","-18.206983",NA,"Complexo Rupestre",NA,NA,"Chaves, DA","1455","1455","-43.331717","-18.206983","2014","10",NA,NA,NA,NA,NA,"20",NA
"65","2019-11-01 14:54:28-03","UnB","UB","207499","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Chaves, DA; Hiago, F; Pinheiro, M; Pacheco, MA","553","2014","09","18","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 2","-43.331717","-18.206983",NA,"Complexo Rupestre",NA,NA,"Chaves, DA","1455","1455","-43.331717","-18.206983","2014","10",NA,NA,NA,NA,NA,"20",NA
"66","2019-11-01 14:54:28-03","UnB","UB","207517","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Chaves, DA; Gonçalves, MF; Moreira, PH","571","2014","10","07","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, área do Módulo PERP 2","-43.34295","-18.223283",NA,"Complexo Rupestre",NA,NA,"Chaves, DA","1504","1504","-43.34295","-18.223283","2014","10",NA,NA,NA,NA,NA,"20",NA
"67","2019-05-06 11:54:02-03","UFU","HUFU","49753","S","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Rosa, P.O.; Santos, A.P.M.; Nakajima, J.N. & Mello, F.N.A.","926","2007","10","21",NA,"Brasil","Minas Gerais","Conselheiro Mata","Trilha para o Telésforo",NA,NA,NA,"Subarbusto, ca. 0,60 m. Brácteas involucrais albolanosas, corola e anteras creme.; Campo rupestre.","HUFU00049883","HUFU00049883","Franco, I.M.",NA,NA,NA,NA,"2013","03",NA,NA,NA,NA,NA,NA,NA
"68","2019-05-06 11:54:02-03","UFU","HUFU","49808","S","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Nakajima, J.N.; Rosa, P.O.; Santos, A.P.M. & Mello, F.N.A.","4675","2007","10","20",NA,"Brasil","Minas Gerais",NA,"Estrada Conselheiro Mata - Diamantina, Km 09.",NA,NA,NA,"Subarbusto, ca. 0,8 m. Brácteas involucrais creme, corola alva, anteras amarelas.; Campo rupestre.","HUFU00049886","HUFU00049886","Franco, I.M.",NA,NA,NA,NA,"2013","03",NA,NA,NA,NA,NA,NA,NA
"69","2019-05-06 11:54:02-03","UFU","HUFU","58116","S","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Hemsing, P.K.B.; Hemsing, P.K.B.; Soares, P.N.; Deus, F.F. & Marzineck, J.","224","2010","09","21",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Cachoeira dos Cristais.","-43.601944","-18.161667",NA,"Subarbusto. ca, de 40 cm alt. Brácteas involucrais creme.; Campo Rupestre.","HUFU00049881","HUFU00049881","Franco, I.M.","1054","1054","-43.601944","-18.161667","2012","03",NA,NA,NA,NA,NA,"26",NA
"70","2019-05-06 11:54:02-03","UFU","HUFU","61892","S","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Quaresma, A.S.; Costa, F.N.; Araújo, I.M.; Silva, B.G. & Andrino, C.O.","39","2009","12","10",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.29","-17.814444",NA,"Herbácea. Corola e estigma brancos, anteras amarelas, brácteas pubescentes, verde claro.","HUFU00049877","HUFU00049877","Franco, I.M.",NA,NA,"-44.29","-17.814444","2012","03",NA,NA,NA,NA,NA,"23",NA
"71","2019-05-06 11:54:02-03","UFU","HUFU","66418","S","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Franco, I.M.; Versiane, A.F.A. & Silva, K.R.","1147","2012","12","03",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Campo do beija-flor.","-43.606944","-18.176389",NA,"Subarbusto entre gramíneas. Flores alvas.","HUFU00049878","HUFU00049878",NA,"1326","1326","-43.606944","-18.176389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-05-06 11:54:02-03","UFU","HUFU","66419","S","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Franco, I.M.; Versiane, A.F.A. & Silva, K.R.","1159","2012","12","04",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Jatobazeiro.","-43.569167","-18.147778",NA,"Flores passadas.; Campo rupestre.","HUFU00049879","HUFU00049879",NA,NA,NA,"-43.569167","-18.147778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-05-06 11:54:02-03","UFU","HUFU","71431","S","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Fontelas, J.C.; Silva, E.P.; Gobbo, M.S.I.A.; Medeiros, N.F.; Maciel, T.A. & Pimenta, V.R.A.","56","2015","10","06",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina-Conselheiro Mata, Km 174","-43.752778","-18.293889",NA,"Subarbusto, ca. 0,5m. Brácteas invol. creme esverdeadas, pápus creme, corola alva, anteras amarelas.; Campo rupestre","HUFU00049885","HUFU00049885",NA,"1310","1310","-43.752778","-18.293889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-11-27 11:33:30-03","UFU","HUFU","74993","S","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Duarte, D.V.; Silva, G.M.; Marinho, P. & Alves, R.F.","16","2017","10","17",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina-Conselheiro Mata, km 184, próximo aos eucaliptos.","-43.850556","-18.295833",NA,"Arbusto, ca 40 cm, corola branca, estames amarelos.; Campo rupestre","HUFU00072923","HUFU00072923","Zanuzzo, A.V.","1250","1250","-43.850556","-18.295833","2017","11",NA,NA,NA,NA,NA,"01",NA
"75","2019-05-06 11:54:02-03","UFU","HUFU","71264","S","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Fontelas, J.C.; Silva, E.P.; Gobbo, M.S.L.A.; Medeiros, N.F.; Maciel, T.A. & Pimenta, V.R.A.","25","2015","10","05",NA,"Brasil","Minas Gerais","Diamantina","Estrada Conselheiro Mata km 175","-43.6002998352051","-18.2493991851807",NA,"Subarbusto, ca 0,5 m. Capítulos brancos, estames creme. Brácteas involucrais creme-esverdeadas; Campo Rupestre","HUFU00049884","HUFU00049884",NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
"76","2019-05-06 11:54:02-03","UFU","HUFU","52633","S","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Rosa, P.O.; Sousa, K.M.O.; Silva, L.O.; Cunha, M.J.R. & Carvalho, M.S.","1229","2008","09","23",NA,"Brasil","Minas Gerais","Diamantina","Estrada Gouveia - Curvelo, Cerca de 15 km de Gouveia.","-43.6002998352051","-18.2493991851807",NA,"Herbácea, ca. 0,7 m. Brácteas involucrais lanugunosa, papilhos creme.; Campo rupestre.","HUFU00049882","HUFU00049882","Franco, I.M.",NA,NA,NA,NA,"2013","03","101169","auto",NA,NA,NA,NA,NA
"77","2019-05-06 11:54:02-03","UFU","HUFU","62404","S","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Sano, P.T.; Forzza, R.C.; Lima, L.R. & Marcato, A.C.","386","1997","12","08",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Biri-biri, Ponte do Ribeirão das Pedras.","-43.6002998352051","-18.2493991851807",NA,"Arbusto, ca. 0,5 cm alt. Brácteas involucrais cremes, papus cinéreos. Capítulos passados.; Afloramento rochoso. Solo úmido arenoso.","HUFU00049880","HUFU00049880","Roque, N.",NA,NA,NA,NA,"1999",NA,"101169","auto",NA,NA,NA,NA,NA
"78","2017-09-11 17:08:28-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Seris","polyphylla","Seris polyphylla","Baker","Sello, HL","s.n.",NA,NA,NA,NA,"?",NA,NA,"Habitat in Brasilia austro-orientali, loco speciali mihi ignoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:08:28-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Seris","polyphylla","Seris polyphylla","Baker","Sello, HL","s.n.",NA,NA,NA,NA,"?",NA,NA,"Habitat in Brasilia austro-orientali, loco speciali mihi ignoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:08:28-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Seris","polyphylla","Seris polyphylla","Baker","Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia austro-orientali, loco speciali mihi ignoto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-02-08 12:37:04-03","UFRGS","ICN","020430","S","Plantae","Dicotyledon",NA,"Asteraceae","Seris","polyphylla","Seris polyphylla","Baker","Magalhães, M","1627",NA,NA,NA,"América do Sul","Brasil","MG",NA,"Serra do Cipó, Km 128",NA,NA,NA,"Arbusto de 30 - 40 cm de altura, flor rósea, alpina; Campo, entre pedras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-21 10:01:16-03","IBt","SP","474096","S","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Hatschbach, G; Spichiger, R; Cervi, AC; Barbosa, E","69641","1999","10","24",NA,"Brasil","Minas Gerais","Gouveia","Serra do Espinhaço, Rodovia para Barão de Guaicuhy","-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,"Dematteis, R",NA,NA,NA,NA,"2006",NA,"37970","auto",NA,NA,NA,NA,NA
