"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","typeStatus","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"48","2019-08-20 10:00:49-03","UNICAMP","UEC","17381","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","Lindl.","Barros, F","2001","08",NA,"Carnielli, V; et al.","8024","1978","06","17","Brazil","São Paulo","Jundiaí","Serra do Japi, Próximo ao riacho.","-46.8800010681152","-23.1800003051758",NA,NA,"Só frutos.","UEC034503","Liliopsida",NA,NA,NA,NA,"UEC034503",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"49","2019-08-20 10:00:49-03","UNICAMP","UEC","133870","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","Lindl.","Pansarin, ER","2004","05",NA,"Pansarin, ER; Mickeliunas, L","1112","2004","01","15","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido Bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"UEC034506","Liliopsida",NA,NA,NA,NA,"UEC034506",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-10-14 10:04:09-03","FURB","FURB","10539","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Ceolin, LM","2009","03","23","Gasper, A.L. de; Dreveck, S. & Carneiro, F.E.","2022","2009","01","24","Brasil","Santa Catarina","Ipumirim","Linha Silvano.","-52.2","-27","-52.2000000","-27.0000000","Florística IFFSC 602(Erva Terrícola) Habitat: Floresta Ombrófila Mista; local ensolarado Habito: terrícola; flor pétalas brancas e pintas roxas","FURB35342",NA,NA,NA,NA,NA,"FURB35342","874","874",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-10-14 10:04:09-03","FURB","FURB","10540","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Ceolin, LM","2009","03","23","Verdi, M.; Hasckel, R.P. & Klemz, G.","422","2009","01","27","Brasil","Santa Catarina","Cerro Negro","Araça.","-50.9397222","-27.6297223","-50.9397222","-27.6297223","Florística IFFSC 1195(Erva Terrícola) Habitat: Floresta Ombrófila Mista; Habito: terrestre; flor branca","FURB35341",NA,NA,NA,NA,NA,"FURB35341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-14 10:04:09-03","FURB","FURB","10541","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Ceolin, LM","2009","03","23","Verdi, M.; Grosch, B. & Klemz, G.","1525","2009","01","30","Brasil","Santa Catarina","Celso Ramos",NA,"-51.4327778","-27.5869444","-51.4327778","-27.5869444","Florística IFFSC 1249(Erva Terrícola) Habitat: Ecótono Floresta Estacional Decidual/Floresta Ombrófila Mista; Habito: terrícola; flor branca","FURB02778",NA,NA,NA,NA,NA,"FURB02778","742","742",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-10-14 10:04:09-03","FURB","FURB","12393","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Fraga, CN","2009","08","07","Stival-Santos, A.; Silveira, S.","546","2009","03","23","Brasil","Santa Catarina","Anchieta",NA,"-53.2813889","-26.4611111","-53.2813889","-26.4611111","Florística IFFSC 918(Erva Terrícola) Habitat: Ecótono Floresta Estacional Decidual/Floresta Ombrófila Mista; Estágio médio de regeneração; interior do fragmento Habito: herbácea; Fruto verde; flor branca com pontos lilás","FURB35339",NA,NA,NA,NA,NA,"FURB35339","830","830",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-10-14 10:04:09-03","FURB","FURB","12404","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Gasper, AL de","2009","06","01","Verdi, M.; Hasckel, R.P. & Klemz, G.","1801","2009","03","16","Brasil","Santa Catarina","Zortéa","Fazenda Tupitinga.","-51.525","-27.5402777","-51.5250000","-27.5402777","Florística IFFSC 1318(Erva Terrícola) Habitat: Ecótono Floresta Estacional Decidual/Floresta Ombrófila Mista; Estágio Médio a avançado Habito: herbácea; flor branca","FURB35338",NA,NA,NA,NA,NA,"FURB35338","657","657",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-10-14 10:04:09-03","FURB","FURB","14211","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Gasper, AL de","2009","10","10","Korte, A.; Kniess, A.","262","2009","09","22","Brasil","Santa Catarina","Vidal Ramos","Mina Bugre.","-49.32","-27.3597222","-49.3200000","-27.3597222","Florística IFFSC 423 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio a avançado Habito: erva terrícola;","FURB35120",NA,NA,NA,NA,NA,"FURB35120","598","598",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-14 10:04:09-03","FURB","FURB","14325","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Gasper, AL de","2009","10","10","Korte, A.; Kniess, A.","253","2009","09","22","Brasil","Santa Catarina","Vidal Ramos","Mina Bugre.","-49.32","-27.3597222","-49.3200000","-27.3597222","Florística IFFSC 423 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio a avançado Habito: herbácea;","FURB35344",NA,NA,NA,NA,NA,"FURB35344","598","598",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 10:04:09-03","FURB","FURB","295","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Gasper, AL de","2009","05","12","Verdi, M.; Hasckel, R.P. & Klemz, G.","1886","2009","04","01","Brasil","Santa Catarina","Capinzal","Linha Lindemberg.","-51.7061111","-27.405","-51.7061111","-27.4050000","Herbácea IFFSC 1542/N/3. Habitat: Ecótono Floresta Estacional Decidual/Floresta Ombrófila Mista; Estágio médio de regeneração Habito: herbácea;","FURB35345",NA,NA,NA,NA,NA,"FURB35345","584","584",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-14 10:04:09-03","FURB","FURB","31077","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Korte, A.; Kniess, A.","3676","2010","06","10","Brasil","Santa Catarina","Itaiópolis","Rio do Bispo.","-49.8605556","-26.6402777","-49.8605556","-26.6402777","Florística IFFSC 853 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola; Fruto com fruto;","FURB04697",NA,NA,NA,NA,NA,"FURB04697","601","601",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:04:09-03","FURB","FURB","31355","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Verdi, M.; Souza, N.L. de & Klemz, G.","4155","2010","03","30","Brasil","Santa Catarina","Orleans","Barracão.","-49.3191667","-28.2608333","-49.3191667","-28.2608333","Florística IFFSC 119 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: erva terrícola;","FURB35334",NA,NA,NA,NA,NA,"FURB35334","314","314",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:04:09-03","FURB","FURB","34753","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Engels, ME","2013","05","02","Korte, A.","6657","2011","04","16","Brasil","Santa Catarina","Campos Novos",NA,"-51.12","-27.36","-51.1200000","-27.3600000","Florística IFFSC 403 (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Médio Habito: erva terrícola;","FURB35336",NA,NA,NA,NA,NA,"FURB35336","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 10:04:09-03","FURB","FURB","35095","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Engels, ME","2013","05","02","Korte, A.","6932","2011","06","01","Brasil","Santa Catarina","São José do Cerrito",NA,"-50.58","-27.54","-50.5800000","-27.5400000","Florística IFFSC 331 (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Habito: erva terrícola;","FURB35199",NA,NA,NA,NA,NA,"FURB35199","864","864",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-08 08:54:24-03","FURB","FURB","44059","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Caetano, JO","2014","03",NA,"Caetano, J.O.","75","2014","03","21","Brasil","Santa Catarina","Benedito Novo","propriedade de Herberth Thrun.","-49.4086111","-26.7686111","-49.4086111","-26.7686111",NA,"FURB35337",NA,NA,NA,NA,NA,"FURB35337","463","463",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-10-14 10:04:09-03","FURB","FURB","48485","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,"2015","03","21","Schwirkowski, P.","1112","2015","03","21","Brasil","Santa Catarina","São Bento do Sul",NA,"-49.3030556","-26.3388889","-49.3030556","-26.3388889",NA,"FURB48485",NA,NA,NA,NA,NA,"FURB48485","575","575",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-10-14 10:04:09-03","FURB","FURB","49598","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,"2016","01","30","Schwirkowski, P.","1530","2016","01","30","Brasil","Santa Catarina","São Bento do Sul","Trilha do Parque 23 de Setembro.","-49.3836111","-26.2755556","-49.3836111","-26.2755556","Habitat: FOM Habito: Herbácea, flores brancas, em interior de floresta","FURB49598",NA,NA,NA,NA,NA,"FURB49598","830","830",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-10-14 10:04:09-03","FURB","FURB","51828","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Schwirkowski, p.","2016","05","26","Schwirkowski, P.","1722","2016","05","26","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Ao longo da estrada de ferro, antes da igreja de Rio Natal.","-49.3063889","-26.3413889","-49.3063889","-26.3413889","Semiciófita, terrícola, flores branco rosadas","FURB51828",NA,NA,NA,NA,NA,"FURB51828","346","346",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-10-14 10:04:09-03","FURB","FURB","52285","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Funez, L.A.","2017","01","17","Funez, L.A.","5786","2017","01","17","Brasil","Santa Catarina","Apiúna","Cachoeira das Andorinhas.","-49.4241667","-27.2202778","-49.4241667","-27.2202778","Flores brancas Habitat: Borda da trilha Habito: Erva terrícola","FURB52285",NA,NA,NA,NA,NA,"FURB52285","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-10-14 10:04:09-03","FURB","FURB","53912","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Kassner-Filho, A.","2017","05","16","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","504","2017","05","16","Brasil","Santa Catarina","Concórdia",NA,"-52.0197223","-27.2719445","-52.0197223","-27.2719445","fruto imaturo Habitat: interior da U.A. Habito: erva","FURB53912",NA,NA,NA,NA,NA,"FURB53912","702","702",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-10-14 10:04:09-03","FURB","FURB","53913","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Kassner-Filho, A.","2017","05","13","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","489","2017","05","13","Brasil","Santa Catarina","Seara","Linha Dois Irmãos.","-52.29","-27.18","-52.2900000","-27.1800000","flor branca Habitat: interior da U.A. Habito: erva","FURB53913",NA,NA,NA,NA,NA,"FURB53913","620","620",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-10-14 10:04:09-03","FURB","FURB","57204","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Kassner-Filho, A.","2018","02","16","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2048","2018","02","16","Brasil","Santa Catarina","José Boiteux",NA,"-49.68","-26.82","-49.6800000","-26.8200000","flor branca Habitat: interior do fragmento florestal Habito: erva","FURB57204",NA,NA,NA,NA,NA,"FURB57204","394","394",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-10-14 10:04:09-03","FURB","FURB","59492","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Kassner-Filho, A.","2018","06","16","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2857","2018","06","16","Brasil","Santa Catarina","Urussanga",NA,"-49.23","-28.4402777","-49.2300000","-28.4402777","fruto imaturo Habitat: interior da unidade amostral Habito: erva terrícola","FURB59492",NA,NA,NA,NA,NA,"FURB59492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-10-14 10:04:09-03","FURB","FURB","63216","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Kassner-Filho, A.","2018","11","24","Kassner-Filho, A.","4057","2018","11","24","Brasil","Santa Catarina","Capinzal","Alto São Roque.","-51.5677778","-27.3611111","-51.5677778","-27.3611111","Erva; flor branca","FURB63216",NA,NA,NA,NA,NA,"FURB63216","717","717",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-10-14 10:04:09-03","FURB","FURB","64039","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Kassner-Filho, A.","2019","03","28","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","4857","2019","03","28","Brasil","Santa Catarina","Lages",NA,"-50.67","-28.2602778","-50.6700000","-28.2602778","Flor branca Habitat: Interior do fragmento florestal; Ecótono entre Floresta ombrófila Mista e Floresta ombrófila densa; Estágio Avançado a médio Habito: Erva","FURB64039",NA,NA,NA,NA,NA,"FURB64039","825","825",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-09 14:47:24-03","FURB","FURB","64207","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","KASSNER-FILHO, A.","2019","03","27","Kassner-Filho, A.","4994","2019","03","27","Brasil","Santa Catarina","Herval d'Oeste","Linha Barreiras.","-51.3872222","-27.1788889","-51.3872222","-27.1788889","Erva, fruto imaturo Habitat: Interior da unidade amostral; ecótono entre Floresta Estacional Decidual e Floresta Ombrófila Mista; Estágio avançado / médio Habito: Erva","FURB64207",NA,NA,NA,NA,NA,"FURB64207","809","809",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-10-14 10:04:09-03","FURB","FURB","9010","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Ceolin, LM","2008","10","01","Verdi, M.; Dreveck, S. & Godoy, M.B.","189","2008","01","21","Brasil","Santa Catarina","Ibiam","Santo Lupércio.","-51.2994444","-27.1813889","-51.2994444","-27.1813889","Florística IFFSC 495. Habitat: Floresta Ombrófila Mista; Estágio Inicial a Médio Habito: terrícola; flor branca","FURB35340",NA,NA,NA,NA,NA,"FURB35340","788","788",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-10-14 10:04:09-03","FURB","FURB","9940","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Ceolin, LM","2008","07","29","Gasper, A.L. de","1319","2008","01","21","Brasil","Santa Catarina","Arroio Trinta","Linha São Roque.","-51.2991666","-26.9102778","-51.2991666","-26.9102778","Florística IFFSC 669. Habitat: Floresta Ombrófila Mista; Habito: terrícola; flor branca","FURB35343",NA,NA,NA,NA,NA,"FURB35343","1012","1012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-16 17:50:18-03","UCS","HUCS","29005","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Heberle, W.","2008","03",NA,"Wasum, R.A.","3723","2006","04","30","Brasil","Paraná","Dorizon",NA,"-50.861389","-25.923333","-50.861389","-25.923333","interior da mata primária - solo",NA,"Angiospermae","Asparagales",NA,NA,NA,NA,"804","804",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-16 17:50:18-03","UCS","HUCS","13612","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Smith, S.F.","1999","10",NA,"Wasum, R.A.","07","1999","02","24","Brasil","Rio Grande do Sul","Igrejinha","estrada para São Francisco de Paula","-47.8125","-29","-47.8125","-29","solo -próximo ao caminho",NA,"Angiospermae","Asparagales",NA,NA,NA,NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-16 17:50:18-03","UCS","HUCS","2530","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Smith, S.F.","1987","04",NA,"Poloni, M.","s.n.","1987","02","21","Brasil","Rio Grande do Sul","São Francisco de Paula","Carapina","-50.5835990905762","-29.4480991363525",NA,NA,"interior da mata - no solo",NA,"Angiospermae","Asparagales",NA,NA,NA,NA,"950","950","76715","auto",NA,NA,NA,NA,NA,NA,NA
"79","2021-03-16 17:50:18-03","UCS","HUCS","51092","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Gonzatti, F.","2020","08",NA,"Gonzatti, F.","s.n.","2020","07",NA,"Brasil","Rio Grande do Sul","Monte Belo do Sul","Linha 80 de Leopoldina","-51.6316986083984","-29.1627998352051",NA,NA,"No interior de mata ciliar secundária. Flores alvas",NA,"Angiospermae","Asparagales",NA,NA,NA,NA,NA,NA,"9187","auto",NA,NA,NA,NA,NA,NA,NA
"80","2020-03-09 17:50:06-03","UFES","VIES","46535","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"Silva, H.L.; Aguiar, M.I.H.; Calazans, L.S.B.; Mônico, P.I.; Silva, C.A.P.; Ventorin, M.L.; Ulian, C.M.V.","429","2020","02","29","Brasil","Espírito Santo","Iúna","São João do Príncipe, Sítio São João do Príncipe (propriedade do Sr. Rui Aguiar). Zona de Amortecimento do Parque Nacional do Caparaó.","-41.821944","-20.341944","41º49'19''W","20º20'31''S",NA,"VIES046535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-16 11:58:09-03","UTFPR","HCF","31142","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","M.G. Caxambu","2021","03","16","M.G. Caxambu","9174","2021","02","25","Brasil","PR","Prudentópolis","Propriedade particular do Sr. Marcos","-51.225556","-25.064722","51°13'32 W","25°03'53 S","erva terrícola, ca. 0,50 m, semi-ciófila. Caule na metade basal, arroxeado, túrgido. Flores tuberosas, branco-amareladas com manchas roxas.",NA,NA,NA,NA,NA,NA,NA,"935","935",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-08-16 08:40:23-03","UTFPR","HCF","12356","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","E.C. Smidt","2013",NA,NA,"E.D. Lozano","1241","2013","03","06","Brasil","PR","Tijucas do Sul","BR-101, Curitiba-Joinville, próximo ao1°","-49.1988983154297","-25.9281005859375",NA,NA,"terrícola, 50 cm, flores alvas, interior de fragmento de Floresta Ombrófila Mista em estágio de regeneração.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:38:30-03","MBM","MBM","49607","PreservedSpecimen","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.","Hoehne, F.C.",NA,NA,NA,"Hatschbach, G.","1202","1949","02","06","Brazil","Paraná","Paranaguá","Florestal","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM049607",NA,NA,NA,"Southern America",NA,"MBM049607",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:38:30-03","MBM","MBM","2637","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","16158","1967","03","12","Brazil","Paraná","Rio Branco do Sul","Curiola","-49.3142013549805","-25.1900005340576",NA,NA,"Terrícola.","MBM002637",NA,NA,NA,"Southern America",NA,"MBM002637",NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:38:30-03","MBM","MBM","2150","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","16206","1967","03","20","Brazil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,"Terrícola.","MBM002150",NA,NA,NA,"Southern America",NA,"MBM002150",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:38:30-03","MBM","MBM","49608","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","18181","1967","12","27","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,"Terrícola.","MBM049608",NA,NA,NA,"Southern America",NA,"MBM049608",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:38:30-03","MBM","MBM","396169","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Engels, M.E.","2014","05","01","Engels, M.E.","2427","2014","05","01","Brazil","Paraná","Carambeí","Catanduva de Fora","-50.0971984863281","-24.9178009033203",NA,NA,"Erva humícola. Folha verde com bainha arroxeada. Flores alvas com pintas vináceas. Ovário arroxeado. UNICATA.; Floresta Ombrófila Mista, no interior da floresta.","MBM396169",NA,NA,NA,"Southern America",NA,"MBM396169",NA,NA,"26641","auto",NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:38:30-03","MBM","MBM","115326","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"Kummrow, R.; Berry, P.; Brako, L.; Berry, P.; Brako, L.","2851","1987","01","19","Brazil","Paraná","Colombo","Gruta de Bacaetava","-49.2242012023926","-25.2917003631592",NA,NA,"Terrícola.","MBM115326",NA,NA,NA,"Southern America",NA,"MBM115326",NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:38:30-03","MBM","MBM","416744","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Marinero, F.","2018","05","17","Marinero, F.; Fiuza, F.; Fiuza, F.","721","2018","05","08","Brazil","Paraná","Guarapuava","Propriedade particular","-51.606389","-25.965278","-51.606389","-25.965278","PM-06; Herbácea 40 cm; frutos verdes.; Floresta Ombrofila Mista Montana","MBM416744",NA,NA,NA,"Southern America",NA,NA,"943","943",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:38:30-03","MBM","MBM","321918","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"Véliz, M.","s.n.","1995","06","01","Guatemala",NA,NA,"Volcán de Fuego",NA,NA,NA,NA,"Orquidea terrestre, muy frecuente rescimento dentro del sotobosque de Alnus sp. Las inflorecencias en racimos menores de 30 cm. Flores de color blanco en antesis, abiertas presentam una coloración crema con el labio de color purpura.","MBM321918",NA,NA,NA,"Southern America",NA,"MBM321918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:38:30-03","MBM","MBM","408636","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Engels, M.E.","2019","04","12","Silva, J.M.","9804","2017","02","14","Brazil","Paraná","Pitanga","PCH Itaguaçu, Rio Pitanga","-51.523056","-24.698333","-51.523056","-24.698333","Erva terrícola; flor bege.; Interior de Floresta Estacional Semidecidual.","MBM408636",NA,NA,NA,"Southern America",NA,"MBM408636","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:38:30-03","MBM","MBM","416882","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Engels, M.E.","2018","12","19","Engels, M.E.; Meyer, T.A.; Meyer, T.A.","6535","2018","12","19","Brazil","Paraná","Coronel Domingos Soares","Resgate de flora da PCH Foz do Estrela, Canteiro de Obras","-51.905556","-26.079167","-51.905556","-26.079167","Erva humícola. Pecíolo foliar e escapo floreal roxos. Folhas com limbo verde discolor. Flor alva, pétalas com pequenas pintas roxas. Labelo com 3 pintas castanho-amareladas.; Floresta Ombrófila Mista, no sub-bosque.","MBM416882",NA,NA,NA,"Southern America",NA,"MBM416882","703","703",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:38:30-03","MBM","MBM","64700","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"McPherson, G.","828","1973","07","23","Mexico",NA,NA,"12-13km N of Ixtlán de Juárez",NA,NA,NA,NA,"Terrícola.","MBM064700",NA,NA,NA,"Northern America",NA,"MBM064700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:38:30-03","MBM","MBM","71017","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Correa",NA,NA,NA,"Krapovickas, A.; et al.; et al.","35469","1980","01","24","Brazil","Minas Gerais","Caldas","Pedra Branca","-46.386100769043","-21.9235992431641",NA,NA,"Terrícola.","MBM071017",NA,NA,NA,"Southern America",NA,"MBM071017",NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:38:30-03","MBM","MBM","68201","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Hatschbach, G.",NA,NA,NA,"Kummrow, R.","1439","1980","12","30","Brazil","Paraná","Bocaiúva do Sul","Bacaetava","-49.1150016784668","-25.2061004638672",NA,NA,"Terrícola.","MBM068201",NA,NA,NA,"Southern America",NA,"MBM068201",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
