"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","typeStatus","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"199","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Miers, J","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Serra dos Orgãos altit. 1000-1200m",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Weddell, HA","1593?",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Moura, JT de","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro","Teresópolis","in sylvis prope Theresopolis","-42.9656","-22.4122",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"202","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Schenck, H","2742",NA,NA,NA,"Brazil","Rio de Janeiro","Teresópolis","in sylvis prope Theresopolis","-42.9656","-22.4122",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"203","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Warming, JEB","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"ad Lagoa Santa in solo sylvarum satis frequens",NA,NA,NA,NA,"Floret Decembri ad Februario",NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Gardner, G","670",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Serra dos Orgãos altit. 1000-1200m",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Moura, JT de","37?",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in locis humidis solo pingui secus flum. Paquequer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","sulphurea","Govenia sulphurea","Rchb.f.",NA,NA,NA,NA,"Incógnit","s.n.",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","sulphurea","Govenia sulphurea","Rchb.f.",NA,NA,NA,NA,"Incógnit","s.n.",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-08-29 08:15:32-03","CAS","CAS-BOT","629428","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","L. A. Garay",NA,NA,NA,"Bowman, Robert I.","s.n.","1957","9",NA,"Ecuador","Galápagos","Santa Cruz Island","*",NA,NA,"*","*","* Data from these fields are not available on the web.",NA,"Magnoliophyta","Orchidales",NA,"South America",NA,NA,"236.22",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"209","2021-02-08 12:52:15-03","UFRGS","ICN","015195","S","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.","Canísio, P",NA,NA,NA,"Dutra, J","1195","1937","06","01","?",NA,NA,NA,NA,NA,NA,NA,NA,"ICN00040037","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-02-08 12:52:15-03","UFRGS","ICN","031287","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Waechter, JL",NA,NA,NA,"Baptista, MLL","s.n.","1976","04","24","Brasil","RS","Torres","Colônia São Pedro","-49.7268981933594","-29.3353004455566",NA,NA,NA,"ICN00040031","Monocotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"211","2021-02-08 12:52:15-03","UFRGS","ICN","033314","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Waechter, JL",NA,NA,NA,"Waechter, JL; Baptista, LRM","485","1977","03","26","Brasil","RS","Torres","mato do Sr. Felisberto","-49.7268981933594","-29.3353004455566",NA,NA,"Flores brancas.; Terrestre em mato.","ICN00040029","Monocotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"212","2021-02-08 12:52:15-03","UFRGS","ICN","163856","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Singer, RB",NA,NA,NA,"Dettke, GA","267","2010","01","28","Brasil","RS","Maquiné","Barra do Ouro, Cascata do Garapiá","-50.242778","-29.506389","-50.242778","-29.506389","flores brancas/creme; herbácea, interior de mata","ICN00040033","Monocotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-02-08 12:52:15-03","UFRGS","ICN","129008","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Rocha, F",NA,NA,NA,"Gauer, J Hofman; E.","s.n.","2003","09","25","Brasil","RS","Barra do Ribeiro","Horto Florestal Barba Negra","-51.3011016845703","-30.2910995483398",NA,NA,"apenas inflorescência","ICN00040027","Monocotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,"31686","auto",NA,NA,NA,NA,NA,NA,NA
"214","2021-02-08 12:52:15-03","UFRGS","ICN","129007","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Rocha, F",NA,NA,NA,"Gauer, J Hofman; E.","s.n.","2003","09","25","Brasil","RS","Barra do Ribeiro","Horto Florestal Barba Negra","-51.3011016845703","-30.2910995483398",NA,NA,NA,"ICN00040030","Monocotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,"31686","auto",NA,NA,NA,NA,NA,NA,NA
"215","2021-02-08 12:52:15-03","UFRGS","ICN","143867","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Weachter, JL",NA,NA,NA,"Turatti, A","s.n.","2006","06","28","Brasil","RS","Caxias do Sul","São Vergilho 6° Légua","-51.1794013977051","-29.1681003570557",NA,NA,"Frutos verdes imaturos; No interior da mata","ICN00040032","Monocotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"216","2021-02-08 12:52:15-03","UFRGS","ICN","176954","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Colla, FB",NA,NA,NA,"Colla, FB","s.n.","2013","12","20","Brasil","RS","Veranópolis",NA,"-51.5494003295898","-28.9361000061035",NA,NA,"Mata de encosta, terrestre.","ICN00040036","Monocotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,"16670","auto",NA,NA,NA,NA,NA,NA,NA
"217","2021-02-08 12:52:15-03","UFRGS","ICN","163794","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Singer, RB",NA,NA,NA,"Dettke, GA","325","2010","01","21","Brasil","SC","Treviso","Pousada Santo Antônio","-49.4575004577637","-28.5156002044678",NA,NA,"terrestre, interior de mata úmida, pétalas alvas, interior lilás","ICN00040034","Monocotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,"11745","auto",NA,NA,NA,NA,NA,NA,NA
"218","2021-02-08 12:52:15-03","UFRGS","ICN","170593","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Colla, FB","2012","11","06","Ritter, MR; Beretta, ME","s.n.","2005","01","22","Brasil","RS","Pinhal da Serra","Vacas Gordas.",NA,NA,NA,NA,NA,"ICN00040035","Monocotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2019-11-21 10:13:23-03","IBt","SP","1576","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Mamede, MCH","2011","07",NA,"Hoehne, FC","s.n.","1918","03","01","Brasil","São Paulo",NA,"Serra da Cantareira, Margem da estrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-10-22 10:13:28-03","IBt","SP","385074","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Menini Neto, L","2008","01","17","Lombardi, JA; Tsuji, R; Baggio, L","6264","2006","01","18","Brasil","Rio de Janeiro","Parati","Estrada de Parati/Cunha, BR 459","-44.828861","-23.180333","-44.828861","-23.180333",NA,NA,NA,NA,NA,NA,NA,NA,"1259","1259",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2019-11-21 10:13:23-03","IBt","SP","5191","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Mamede, MCH","2011","03",NA,"Hoehne, FC","s.n.","1921","01","28","Brasil","Minas Gerais","Miguel Burnier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-11-21 10:13:23-03","IBt","SP","201610","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Barros, F","1985","04","19","Kautsky, RA","869","1985","03","13","Brasil","Espírito Santo","Domingos Martins","Morro do redentor","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA
"223","2019-11-21 10:13:23-03","IBt","SP","29395","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Udulutsch, RG","2007","04","09","Regnell, A","I-420","1854","11","24","Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA
"224","2019-11-21 10:13:23-03","IBt","SP","382464","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Menini Neto, L","2008","01","17","Kirizawa, M; Xifreda, CC","3515","2006","01","14","Brasil","Minas Gerais","Camanducaia","Serra da Mantiqueira, rodovia Camanducaia-Vila Monte Verde, em direção à estrada para cachoeira dos Pretos","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA
"225","2019-11-21 10:13:23-03","IBt","SP","200277","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Barros, F","1984","08","09","Kummrow, R","2195","1983","01","25","Brasil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"226","2019-11-21 10:13:23-03","IBt","SP","316427","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Pabst, G","1974","04","02","Amaral Jr, A","1435","1973","02","10","Brasil","São Paulo","Botucatu","Distrito de Rubião Junior, mata localizada atrás da Igreja de Sto. Antonio","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"900","900","40412","auto",NA,NA,NA,NA,NA,NA,NA
"227","2019-11-21 10:13:23-03","IBt","SP","29405","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Mamede, MCH","2011","05",NA,"Edwall, G","CGG2931","1895","02",NA,"Brasil","São Paulo","São Paulo","Em cultivo da Comissão (Pirituba)","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SP009571",NA,NA,NA,NA,NA,"SP009571",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"228","2010-08-16 16:41:17-03","AMES","HU-HERB","AMES 00099618","PreservedSpecimen","Plantae","Orchidaceae","Govenia","ernstii","Govenia ernstii","Schlechter",NA,NA,NA,NA,"A. Ernst",NA,"1896",NA,NA,"Venezuela",NA,NA,"Caracas",NA,NA,NA,NA,NA,NA,NA,NA,"Drawing of type","South America","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"229","2013-08-12 08:48:02-03","GH","HU-HERB","GH 00099619","PreservedSpecimen","Plantae","Orchidaceae","Govenia","platyglossa","Govenia platyglossa","Schlechter",NA,NA,NA,NA,"Herbert H. Smith","2490",NA,NA,NA,"Colombia",NA,NA,"Santa Marta",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","South America","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,"2490",NA,NA,"undetermined"
