"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","previousCatalogNumber"
"49","2019-10-07 09:23:54-03","UEFS","HUEFS","13038","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C.Sm.",NA,"Ganev, W.","1773","1996","01","02",NA,"Brasil","Bahia","Abaíra","Catolés Mata do Engenho de Baixo.","-41.816667","-13.316667",NA,"De até 15 m de altura, com solo arenoso emanescentes de água.","HUEFS0013038","HUEFS0013038",NA,"Rosanae",NA,NA,NA,NA,NA,NA,"41W49'","13S19'","1000","1000",NA,NA,NA
"50","2018-05-14 17:04:43-03","F","FMNH-SEEDPLANTS","V0281163F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva",NA,"RRC ID Flag","J. Y. Tamashiro","4181",NA,NA,NA,"South America","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,"V0281163F","V0281163F_01 V0281163F_02",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4181",NA,NA
"51","2015-03-13 19:26:45-03","F","FMNH-SEEDPLANTS","V0281164F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0281164F","V0281164F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-09-04 19:52:08-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Hippocratea","campestris","Hippocratea campestris",NA,NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Type [status unknown]","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-09-05 17:48:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Hippocratea","festiva","Hippocratea festiva",NA,NA,"W. J. Burchell","4965",NA,NA,NA,"South America","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,NA,NA,"Isotype","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-01-23 12:50:53-02","F","FMNH-SEEDPLANTS","V0060693F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Hippocratea","festiva","Hippocratea festiva",NA,NA,"W. J. Burchell","4965",NA,NA,NA,"South America","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,"V0060693F","V0060693F_01","Isotype","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-01-25 15:39:17-02","IAC","IAC","27148","S","Plantae",NA,NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C.Sm.","J.A. Lombardi","J.C. Novaes","s/nº",NA,NA,NA,NA,"Brasil","São Paulo","Campinas",NA,"-47.0608","-22.9056",NA,"Planta doada por José de Campos Novaes",NA,NA,NA,NA,"2001","01","15",NA,NA,NA,"-47.0608","-22.9056",NA,NA,NA,NA,NA
"56","2016-08-23 11:00:34-03","NHMLondon","NHM-LONDON-BOT","BM000080280","S","Plantae","Angiosperm",NA,"Celastraceae","Hippocratea","festiva","Hippocratea festiva","Miers",NA,"William John Burchell; b.1781; d.1863; Burch.","4965",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/86951957c4961991f36a32c6ea846798c46901e3/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Isotype",NA,"1998",NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"NHMUK:ecatalogue:462795"
"57","2021-03-04 15:42:21-03","IF","SPSF","01454","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Hippocrateaceae","Elachyptera","festiva","Elachyptera festiva",NA,NA,"D.Bento Pickel",NA,"1941","12","06","América do Sul","Brasil","SP","Helvetia",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-04 15:42:21-03","IF","SPSF","04980","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Hippocrateaceae","Hippocratea","campestris","Hippocratea campestris",NA,NA,"J.C. Moraes","1644","1956","01","20","América do Sul","Brasil","PE","Nazaré da Mata",NA,"-35.2277984619141","-7.74167013168335",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"9456","auto",NA,NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:09:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Celastraceae","Hippocratea","campestris","Hippocratea campestris","Peyr.",NA,"Luschnath, B","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"ad Lagoa dos Indios",NA,NA,NA,"(sub nom. Calypso silvestris Martius in herb. proprio).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:09:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Celastraceae","Hippocratea","campestris","Hippocratea campestris","Peyr.",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"Habitat in prov. S. Paulo, in camporum marginibus et silvis ,,Capões",NA,NA,NA,"(sub nomine Calypso campestris St.-Hil. in herb. Monac., forma pauciflora)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2017-09-11 17:09:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Celastraceae","Hippocratea","festiva","Hippocratea festiva","Miers",NA,"Burchell, WJ","4965","1827","08","03","Southern America","Brazil","São Paulo","Campinas","IBB/Campinas, SP, Campinas, woods east of rancho","-47.083333","-22.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.083333","-22.883333",NA,NA,NA,NA,NA
"62","2017-09-11 17:09:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Celastraceae","Hippocratea","festiva","Hippocratea festiva","Miers",NA,"Burchell, WJ","4965","1827","08","03","Southern America","Brazil","São Paulo","Campinas","IBB/Campinas, SP, Campinas, woods east of rancho","-47.083333","-22.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.083333","-22.883333",NA,NA,NA,NA,NA
"63","2021-01-21 15:28:45-03","IBt","SP","491382","S","Plantae",NA,NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C.Sm.",NA,"Daly, DC","7071","1991","11","01",NA,"Brasil","Acre","Brasiléia",NA,"-68.7481002807617","-11.0160999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107952","auto",NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:03:08-03","IBt","SP","13930","S","Plantae",NA,NA,"Celastraceae","Elachyptera","festiva","Elachyptera festiva","(Miers) A.C.Sm.","Lombardi, JA; Lara, ACM","Loefgren, A","CGG463","1887","12","12",NA,"Brasil","São Paulo","Itapetininga","Fazenda French","-48.0499992370605","-23.5900001525879",NA,NA,"SP023417","SP023417",NA,NA,"2003",NA,NA,NA,"40712","auto",NA,NA,NA,NA,NA,NA,NA
