"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus"
"163","2019-08-27 13:34:31-03","IAP","PACA-AGP","52067","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Emrich-Rambo","1954","Rambo, B.","1952","02","20","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA052067",NA,NA,"Jaquirana",NA,NA,"sp. confirmada por Paulo Brack em 03.1989. Habitat: In paludosis alte dumentosis Fenofase: flor","09","26",NA,NA,NA,"Magnoliophyta","Urticales","76715","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"164","2019-08-27 13:34:31-03","IAP","PACA-AGP","36968","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Emrich-Rambo","1954","Henz, E.","1947","03","10","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA036968",NA,NA,NA,NA,NA,"sp. confirmada por Paulo Brack em 03,1989. Habitat: In paludosis dumentosis Fenofase: fruto","09","26",NA,NA,NA,"Magnoliophyta","Urticales","10287","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"165","2019-08-27 13:34:31-03","IAP","PACA-AGP","46201","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Emrich-Rambo","1954","Rambo, B.","1950","03","10","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA046201",NA,NA,"Cristo Rei",NA,NA,"sp. confirmada por Paulo Brack em 03.1989. Habitat: In paludosis dumentosis Fenofase: flor masculina","09","26",NA,NA,NA,"Magnoliophyta","Urticales","10287","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"166","2019-08-27 13:34:31-03","IAP","PACA-AGP","11689","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Emrich-Rambo","1954","Rambo, B.","1943","09",NA,"Brasil","RS","Sapucaia do Sul","-51.1483001708984","-29.8246994018555",NA,NA,"PACA011689",NA,NA,NA,NA,NA,"sp. confirmada por Paulo Brack em 03.1989. Habitat: Ad rivum in dumentosis, umbrosis Fenofase: flor masculina","09","26",NA,NA,NA,"Magnoliophyta","Urticales","7291","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"167","2019-08-27 13:34:31-03","IAP","PACA-AGP","45896","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Emrich-Rambo","1954","Rambo, B.","1950","02","21","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"PACA045896",NA,NA,"Lagoa dos Quadros",NA,NA,"sp. confirmada por Paulo Brack com 03.1989. Habitat: In paludosis dumentosis Fenofase: flor masculina","09","26",NA,NA,NA,"Magnoliophyta","Urticales","20837","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"168","2019-08-27 13:34:31-03","IAP","PACA-AGP","45977","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Emrich-Rambo","1954","Rambo, B.","1950","02","21","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"PACA045977",NA,NA,"Lagoa dos Quadros",NA,NA,"sp. confirmada por Paulo Brack em 03.1989. Habitat: In paludosis dumentosis Fenofase: flor masculina","09","26",NA,NA,NA,"Magnoliophyta","Urticales","20837","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"169","2019-08-27 13:34:31-03","IAP","PACA-AGP","9811","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Emrich-Rambo","1954","Rambo, B.","1942","01","29","Brasil","RS","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,NA,"PACA009811",NA,NA,NA,NA,NA,"sp. confirmada por Paulo Brack em 03.1989. Habitat: In paludosis dumentosis Fenofase: flor masculina","09","26",NA,NA,NA,"Magnoliophyta","Urticales","59498","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"170","2019-08-27 13:34:31-03","IAP","PACA-AGP","34668","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Emrich-Rambo","1954","Rambo, B.","1946","12","30","Brasil","RS","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"PACA034668",NA,NA,"Faz. Ronda",NA,NA,"sp. confirmada por Paulo Brack em 03.1989. Habitat: In paludosis dumentosis Fenofase: flor masculina","09","26",NA,NA,NA,"Magnoliophyta","Urticales","63451","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"171","2019-08-27 13:34:31-03","IAP","PACA-AGP","51677","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Emrich-Rambo","1954","Rambo, B.","1951","12","28","Brasil","RS","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"PACA051677",NA,NA,"Passo do Socorro",NA,NA,"sp. confirmada por Paulo Brack em 03.1989. Habitat: In humidis dumentosis Fenofase: flor e fruto","09","26",NA,NA,NA,"Magnoliophyta","Urticales","63451","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"172","2019-08-27 13:34:31-03","IAP","PACA-AGP","51398","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Emrich-Rambo","1954","Rambo, B.","1951","12","26","Brasil","RS","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"PACA051398",NA,NA,"Passo do Socorro",NA,NA,"sp. confirmada por Paulo Brack em 03.1989. Habitat: In dumentosis paludosis Fenofase: flor","09","26",NA,NA,NA,"Magnoliophyta","Urticales","63451","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"173","2019-08-27 13:34:31-03","IAP","PACA-AGP","64274","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Emrich-Rambo","1958","Mattos","1958","01","20","Brasil","SC","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"PACA064274",NA,"5798",NA,NA,NA,"sp. confirmada por Paulo Brack em 03.1989. Habitat: In dumentosis humidis Fenofase: flor","09","19",NA,NA,NA,"Magnoliophyta","Urticales","48290","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"174","2019-08-27 13:34:31-03","IAP","PACA-AGP","31479","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Emrich-Rambo","1964","Rambo, B.","1946","02","01","Brasil","SC","Sombrio","-49.61669921875","-29.113899230957",NA,NA,"PACA031479",NA,NA,NA,NA,NA,"sp. confirmada por Paulo Brack em 03.1989. Habitat: In humidis dumentosis Fenofase: flor masculina","09","26",NA,NA,NA,"Magnoliophyta","Urticales","16515","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"175","2020-12-20 21:19:38-03","UFV","VIC","023365","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Pedralli; et al.","1998","10","16","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"VIC023365","VIC023365","s.n.","Mata da Prefeitura",NA,NA,"Coletada em local brejoso.",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"176","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0049772","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","A. Schinini",NA,"S. G. Tressens; M. Beccaceci, R. Vanni","1992","12","9","Argentina","Corrientes",NA,"-57.181118","-28.482643",NA,NA,NA,NA,"4425","Dep. San Martin; Reserva Natural Provincial del Ibera. Costa W de Laguna Ibera.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-04-07 11:49:03-03","UFMS","CGMS","46047","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","A. Pott",NA,"A.K.D. Salomão; V.J. Pott; A. Pott","2007","02","12","Brasil","Mato Grosso do Sul","Campo Grande","-54.7183334","-20.4255556","-54,7183334","-20,4255556","CGMS1076016",NA,"176","Reserva da Embrapa Gado de Corte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-04-07 11:49:03-03","UFMS","CGMS","65309","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","V.J. Pott","2017","M.H. Silva; D.R. Fonseca; A.S. Rodrigues; V.J. Pott","2017","10","22","Brasil","Mato Grosso do Sul","Alcinópolis","-53.4125","-18.1569444","-53,4125","-18,1569444","CGMS1098270",NA,"85","Parque Estadual Nascentes do Rio Taquari, próximo a sede do Cuitelo.","400","400","Infrutescência esverdeada. Habitat: Campo úmido de vereda, sem buritis em domínio de floresta estacional semidecidual. Solo hidromórfico orgânico. Relevo plano em fundo de vale. Habito: Erva anfíbia. 0,80 - 1,00 m de altura.","10","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-04-07 11:49:03-03","UFMS","CGMS","65458","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","V.J. Pott","2017","V.J. Pott; A. Pott","2016","03","10","Brasil","Mato Grosso do Sul","Sidrolândia","-54.7780556","-21.24","-54,7780556","-21,24","CGMS1098419",NA,"12124","Capão Bonito II. Rodovia MS-455.","378","378","Flor esverdeada. Habitat: Brejo graminoso com arbustos, 20-30 cm de profundidade, ao longo de rodovia. Solo hidromórfico orgânico. Relevo plano. Habito: Subarbusto anfíbio. 1,0-1,2 m de altura. Mancha ocasional.","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-04-07 11:49:03-03","UFMS","CGMS","45808","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","A. Pott",NA,"A.K.D. Salomão; V.J. Pott; A. Pott","2006","09","05","Brasil","Mato Grosso do Sul","Campo Grande","-54.7252778","-20.4436111","-54,7252778","-20,4436111","CGMS1075775",NA,"36","Reserva da Embrapa Gado de Corte, área próxima ao restaurante.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-01 16:42:30-03","UNICAMP","UEC","188347","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Funez, LA","2013","Funez, LA; Kemmelmeier, K","2013","01","07","Brazil","Santa Catarina","Navegantes","-48.642222","-29.798611","-48.642222","-29.798611","UEC118544","UEC118544","1474","Rua adolfo Antônio cabral (Fundos).","7","7","Erva terrícola.; Floresta Ombrófila Densa,de terras baixas.Capoeira.","07",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-03-01 16:42:30-03","UNICAMP","UEC","4527","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Gaglioti, AL","2010","Mattos, J","1961","09","29","Brazil","São Paulo",NA,NA,NA,NA,NA,"UEC088245",NA,"9150","Capão Bonito/Guaíra, 15km ao Norte da cidade, 1,5km da BR-2",NA,NA,"40cm alt., infl. espiga, num vassoural","06","14",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-03-01 16:42:30-03","UNICAMP","UEC","89275","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Kozera, C; Ribas, OS","1997","Kozera, C","1997","02","25","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"UEC059410","UEC059410","497","Parque Barigui.",NA,NA,"Arbusto com ca. de 50cm, frutos avermelhados.; Brejo.","03",NA,NA,NA,NA,"Magnoliopsida",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"184","2021-03-01 16:42:30-03","UNICAMP","UEC","49052","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Britez, RM",NA,"Britez, RM; Motta, JT; Kierski, MI","1986","01","08","Brazil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,"UEC059409","UEC059409","295","Faz. do Durgo.",NA,NA,"Arbusto de 1,8m com flores verdes.; Em campo de inundação do Rio Iguaçu.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA
"185","2021-03-01 16:42:30-03","UNICAMP","UEC","4542","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Gaglioti, AL","2010","Monteiro, R; et al.",NA,NA,NA,"Brazil","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,"UEC088238",NA,"5624","Rodovia Fernâo Dias., sítio Natal",NA,NA,"subarbusto até 1m; inflorescências esverdeadas.","03","03",NA,NA,NA,"Magnoliopsida",NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA
"186","2021-03-01 16:42:30-03","UNICAMP","UEC","134532","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Gaglioti, AL","2009","Amaral, MCE; Bittrich, V","2001","02","28","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC059407","UEC059407","2001/52","Margem da lagoa. estação experimental do Inst. Agron. de Campinas (IAC), Faz. Sta. Elisa.",NA,NA,"Arbusto ca. 1m. frutos esverdeados castanhos.","05","05",NA,NA,NA,"Magnoliopsida",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"187","2021-03-01 16:42:30-03","UNICAMP","UEC","90582","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Corrêa, FC","2003","Souza, JP; Albuquerque, LB; Franciosi, ERN; Bertani, DF; Yamamoto, LF","1996","12","11","Brazil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"UEC059411","UEC059411","746",NA,NA,NA,"Erva, 50cm alt. Inflorescências verdes.; Floresta Ombrófila Densa com ação antrópica.","04","16",NA,NA,NA,"Magnoliopsida",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"188","2021-03-01 16:42:30-03","UNICAMP","UEC","170460","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Corrêa, FC","2003","Kirizawa, M; Rapini, A; Costa, CB","1996","03","19","Brazil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"UEC059408","UEC059408","3256","Parque Esradual da Serra so Mar, núcleo Cunha. 23°13'28 e 23°16'10 lat. sul e 45°02'53 e 45°05'15 long. oeste Gr. Mata Tropical Pluvial de Altitude em fase de regeneração, altitude média 1100m.",NA,NA,"Subarbusto ca. 50-0cm alt.; flores esverdeadas.","04","16",NA,NA,NA,"Magnoliopsida",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"189","2021-03-01 16:42:30-03","UNICAMP","UEC","73608","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Corrêa, FC","2003","Baitello, JB","1994","03","29","Brazil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"UEC059412","UEC059412","533","Parque Estadual da Serra do Mar, estrada do rio Bonito e Paraibuna.",NA,NA,"Herbácea, flores brancas.","04","16",NA,NA,NA,"Magnoliopsida",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"190","2021-03-01 16:42:30-03","UNICAMP","UEC","91253","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Gaglioti, AL","2010","Souza, JP; Souza, VC; Rodrigues, RR; Tamashiro, JY; Ivanauskas, NM","1996","12","12","Brazil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"UEC007006",NA,"778","Parque estadual da Serra do Mar, Núcleo Cunha; estrada em direção à trilha do Rio Bonito; floresta ombrófila densa, entorno da estrada.",NA,NA,"erva, 40cm alt., infl. verdes.","03","04",NA,NA,NA,"Magnoliopsida",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"191","2021-03-01 16:42:30-03","UNICAMP","UEC","186235","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Romaniuc","2007","Ferreira, MI; Yamaki, HO; Silva, MAL","2006","08","17","Brazil","São Paulo","Guaratinguetá","-45.189998626709","-22.8099994659424",NA,NA,"UEC110693","UEC110693","023","Brasil; São Paulo; Município de Guaratinguetá, Fazenda Esperança, vale das orquídeas e bromélias. (-22.8164N, -45.1925L).","907","907","Arbusto 2m alt.; Flores rosas ou brancas. Planta feminina.","12",NA,NA,NA,NA,"Magnoliopsida",NA,"27040","auto",NA,NA,NA,NA,NA,NA,NA
"192","2021-03-01 16:42:30-03","UNICAMP","UEC","82041","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Gaglioti, AL","2010","Simão-Bianchini, R; Ferreira, GMP; Garcia, RJF; Neves, LF","1996","01","17","Brazil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"UEC007002",NA,"865","Clube da Mata Ana Paula - Estrada Pedro Tico 4000",NA,NA,"Arbusto 1,0m alt. Flores verdes com antera creme. Solo brejoso","03","04",NA,NA,NA,"Magnoliopsida",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"193","2020-04-22 16:25:42-03","UFPB","JPB","62281","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Gadelha Neto, PC; Coutinho, JS","2015","07","13","Brasil","Paraíba","João Pessoa","-34.86","-7.138056","-34.86","-7.138056","JPB0062281",NA,"4010","Jardim Botânico, Trilha do Rio","13","13","; HABITAT: Floresta Estacional Semidecidual das Terras Baixas; DESC: Subarbusto ramificado com cerca de 70cm. Ramos cilíndricos. Folhas simples, alternas e subopostas nos ramos secundários. Lâmina de margem crenada-dentada. Flores inc",NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-04-22 16:25:42-03","UFPB","JPB","64122","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Gadelha Neto, PC","2017","02","16","Brasil","Paraíba","Areia","-35.715","-6.969722","-35.715","-6.969722","JPB0064122",NA,"4079","UFPB, Centro de Ciências Agrárias, Arboreto Jayme Coelho de Moraes","529","529","Arbusto palustre, ramificado de folhas simples, alternas, margem serrada. Flores diminutas reunidas em glomérulos ao longo dos ramos jovens. Substrato areno-argiloso.; HABITAT: Floresta Ombrófila Aberta; DESC: Arbusto palustre, ramifi",NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-04-22 16:25:42-03","UFPB","JPB","64218","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.",NA,NA,"Gadelha Neto, PC","2017","08","03","Brasil","Paraíba","Areia","-35.715","-6.970833","-35.715","-6.970833","JPB0064218",NA,"4178","UFPB, Centro de Ciências Agrárias, Arboreto Jayme Coelho de Moraes","555","555","Erva com cerca de 80cm. Folhas simples de lâmina crenada-dentada. Flores inconspícuas reunidas em espigas axilares ou ao longo dos ramos. Substrato brejoso.; HABITAT: Floresta Ombrófila Aberta; DESC: Erva com cerca de 80cm. Folhas sim",NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-07-06 21:42:42-03","UFPB","JPB","24115","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","phyllostachya","Boehmeria phyllostachya","Mig.",NA,NA,"Larocca; Schlindwein, C","1991","01","12","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"JPB24115",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon","50525","auto",NA,NA,NA,NA,NA,NA,NA
"197","2019-11-06 09:57:50-03","UFOP","OUPR","8005","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Wilmot-Dear, C. .M.; Friss, I (LEFB)","2012","Badini, J.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"s.n.","Taquaral",NA,NA,"Beira de estrada. Arbusto. Flores pálidas",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"198","2020-12-04 13:19:46-03","UDESC","LUSC","4573","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Vieira, E.",NA,"Vieira, E.","2008","08","18","Brasil","Santa Catarina","Lages","-50.326099395752","-27.8160991668701",NA,NA,"LUSC001304","LUSC001304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"199","2020-12-04 13:19:46-03","UDESC","LUSC","6750","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Floriani, M.M.P.",NA,"Floriani, M.M.P.","2012","02","29","Brasil","Santa Catarina","Rio Rufino","-49.7792015075684","-27.8605995178223",NA,NA,"LUSC005166","LUSC005166","205","Fazenda Santo Antônio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29300","auto",NA,NA,NA,NA,NA,NA,NA
"200","2020-09-24 17:43:01-03","PUCRS","MPUC","9344","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw","N.I. Matzenbacher","1999",NA,"1999","02","20","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,"CPCN Pró-Mata",NA,NA,"Cognição dos Aspectos Vegetacionais do CPCN Pró-Mata","06","02","South America",NA,NA,NA,"Rosales",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA
"201","2019-12-19 09:15:25-03","PUCRS","MPUC","12785","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw","C.A. Mondin","2005",NA,"2005","02","28","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,"CPCN Pró-Mata",NA,NA,NA,"07","01","South America",NA,NA,NA,"Rosales",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA
"202","2020-09-24 17:43:01-03","PUCRS","MPUC","535","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw","Ir. Augusto","1942",NA,"1942","09","12","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,"Bairro São João",NA,NA,NA,"01","01","South America",NA,NA,NA,"Rosales","29946","auto",NA,"Magnoliopsida",NA,NA,"1",NA,NA
"203","2019-12-19 09:15:25-03","PUCRS","MPUC","21880","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw",NA,NA,NA,"2015","04","02","Brasil","Santa Catarina","Sao Joao Do Oeste","-53.5938987731934","-27.0981006622314",NA,NA,NA,NA,NA,"Linha Medianeira (estrada)",NA,NA,"Propriedade de José Anselmo Rambo. Regeneração.",NA,NA,"South America",NA,NA,NA,"Rosales","9928","auto",NA,"Magnoliopsida",NA,NA,"1",NA,NA
"204","2019-12-19 09:15:25-03","PUCRS","MPUC","10071","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw","Equipe do Projeto","2001",NA,"2001","01","29","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,"CPCN Pró-Mata",NA,NA,NA,"01","29","South America",NA,NA,NA,"Rosales",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA
"205","2021-01-28 13:24:38-03","PUCRS","MPUC","9319","S","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw","N.I. Matzenbacher","1999",NA,"1999","02","20","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,".",NA,NA,"Cognição dos Aspectos Vegetacionais do CPCN Pró-Mata","06","02","South America",NA,NA,NA,"Rosales","76715","auto",NA,"Magnoliopsida",NA,NA,"1",NA,NA
"206","2019-11-08 08:56:52-03","FURB","FURB","58446","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Kassner-Filho, A.","2018","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","04","02","Brasil","Santa Catarina","Alfredo Wagner","-49.4091667","-27.7222223","-49.4091667","-27.7222223","FURB58446","FURB58446","2515",NA,"612","612",NA,"04","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-10-14 10:06:59-03","FURB","FURB","21","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Sobral, M","1997","Sobral, M.","1997","03","01","Brasil","Santa Catarina","Rio do Campo","-49.9875","-26.8286111","-49.9875000","-26.8286111","FURB03672","FURB03672",NA,"Varaneira.",NA,NA,"Nº antigo 2701.","03","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-10-14 10:06:59-03","FURB","FURB","35309","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Cabral F.S.","2017","Korte, A.","2011","05","18","Brasil","Santa Catarina","Major Vieira","-50.4","-26.46","-50.4000000","-26.4600000","FURB45051","FURB45051","6871","Paiol Velho.","800","800","Florística IFFSC 940 (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Inicial Habito: erva terrícola; flor verde","03","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-10-14 10:06:59-03","FURB","FURB","3694","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","cylindrica","Boehmeria cylindrica","(L.) Sw.","Gonzatti, F","2015","Gonzatti, F.; Valduga, E.","2015","04","18","Brasil","Rio Grande do Sul","Osório","-50.2269445","-29.9661111","-50.2269445","-29.9661111","FURB47408","FURB47408","1757","Lagoa da Emboaba.","15","15",NA,"05","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
