"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","decimalLatitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","county","decimalLongitude","identifiedBy","imagecode","verbatimLongitude","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","sex"
"108","2021-03-16 17:54:13-03","UCS","HUCS","38667","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Grizzon, M.","38",NA,"Brasil","Campus da UNICAMP","-22.8999996185303",NA,NA,NA,NA,NA,"Epífita",NA,"Angiospermae","Poales","Baker","2011","08","27","São Paulo","Campinas","-47.060001373291","Grizzon, M.",NA,NA,NA,"2012","04","20","23900","auto",NA,NA,NA,NA
"109","2021-03-16 17:54:13-03","UCS","HUCS","5085","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Poloni, M.","s.n.",NA,"Brasil","Epífita - na mata","-29.5018997192383",NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Poales","Baker","1989","01","04","Rio Grande do Sul","Estrela","-51.9664001464844","Smith, L.B.",NA,NA,NA,"1989","03",NA,"14416","auto",NA,NA,NA,NA
"110","2021-03-16 17:54:13-03","UCS","HUCS","39904","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Grizzon, M.","39",NA,"Brasil","Moradia dos Estudantes UNICAMP","-22.8999996185303",NA,NA,NA,NA,NA,"Epífita",NA,"Angiospermae","Poales","Baker","2011","07","28","São Paulo","Campinas","-47.060001373291","Grizzon, M.",NA,NA,NA,"2011",NA,NA,"23900","auto",NA,NA,NA,NA
"111","2021-03-16 17:54:13-03","UCS","HUCS","2630","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Wasum, R.A.","s.n.",NA,"Brasil","Morro Reuter","-29.5802993774414",NA,NA,NA,NA,NA,"Epífita na mata",NA,"Angiospermae","Poales","Baker","1987","03","29","Rio Grande do Sul","Dois Irmãos","-51.0853004455566","Smith, L.B.",NA,NA,NA,"1987","05",NA,"7716","auto",NA,NA,NA,NA
"112","2021-03-16 17:54:13-03","UCS","HUCS","38917","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Valduga, E.","361",NA,"Brasil","São Cristóvão - Quinta da Boa Vista","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Poales","Baker","2012","03","25","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","Valduga, E.",NA,NA,NA,"2012","05",NA,"57442","auto",NA,NA,NA,NA
"113","2021-03-16 17:54:13-03","UCS","HUCS","39055","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Valduga, E.","372",NA,"Brasil","Vale dos Vinhedos - Linha Ceará da Graciema","-29.1714000701904",NA,NA,NA,NA,NA,"Sobre troncos",NA,"Angiospermae","Poales","Baker","2012","05","06","Rio Grande do Sul","Bento Gonçalves","-51.5191993713379","Valduga, E.",NA,NA,NA,"2012","07",NA,"21248","auto",NA,NA,NA,NA
"114","2020-04-27 16:09:08-03","UFES","VIES","13603","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Valduga, E.","372",NA,"Brasil","Vale dos Vinhedos.","-29.1714000701904",NA,"600","600",NA,NA,NA,"VIES013603",NA,NA,"Baker","2012","05","06","Rio Grande do Sul","Bento Gonçalves","-51.5191993713379","Valduga, E.","VIES013603",NA,NA,"2012","07",NA,"21248","auto",NA,NA,NA,NA
"115","2019-08-16 08:38:53-03","UTFPR","HCF","26549","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"L.R. Barbieri","45",NA,"Brasil","Parque Municipal Antônio Sestak","-24.17","24°10'12 S","456","456",NA,NA,"erva epífita, heliófita. Flores amarelas.",NA,NA,NA,"Baker","2018","10","07","PR","Goioerê","-53.019167","M.G. Caxambu",NA,"53°01'09 W",NA,"2018","10","25",NA,NA,NA,NA,NA,NA
"116","2019-08-16 08:38:53-03","UTFPR","HCF","18804","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"M.G. Caxambu","7133",NA,"Brasil","Parque Nacional do Iguaçu - Posto de","-25.153833","25°09'13,8 S","658","658",NA,NA,"erva epífita, semi-ciófila. Flores amarelas. Forófito: Sorocea bonplandii (Baill.) W.C. Burger et al. (Moraceae).",NA,NA,NA,"Baker","2015","12","10","PR","Céu Azul","-53.845194","M.G. Caxambu",NA,"53°50'42,7 W",NA,"2016","01","29",NA,NA,NA,NA,NA,NA
"117","2019-08-16 08:38:53-03","UTFPR","HCF","13967","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"M.G. Caxambu","5224",NA,"Brasil","RPPN Vila Rica - Propriedade de Bernard","-23.8725","23°52'21 S","323","323",NA,NA,"erva heliófita, epífita. Frutos imaturos verdes.",NA,NA,NA,"Baker","2014","05","16","PR","Fênix","-51.962778","M.G. Caxambu",NA,"51°57'46 W",NA,"2014","05","28",NA,NA,NA,NA,NA,NA
"118","2019-08-16 08:38:53-03","UTFPR","HCF","6563","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"M.G. Caxambu","1989",NA,"Brasil","Parque Estadual Lago Azul (PELA)","-24.104278","24°06'15,4 S","595","595",NA,NA,"erva epífita, entouceirada, com folhas cinéreo-pilosas. Flores amarelas.",NA,NA,NA,"Baker","2007","12","21","PR","Campo Mourão","-52.324833","M.G. Caxambu",NA,"52°19'29,4 W",NA,"2008","02","07",NA,NA,NA,NA,NA,NA
"119","2019-08-16 08:38:53-03","UTFPR","HCF","25270","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"L.R. Barbieri","31",NA,"Brasil","arborização urbana de Peabiru","-23.200278","23°12'01 S","520","520",NA,NA,"erva epífita. Forófito: Handroanthus heptaphyllus (Vell.) Mattos (Bignoniaceae).",NA,NA,NA,"Baker","2018","04","07","PR","Peabiru","-52.573889","G.A. Dettke",NA,"52°34'26 W",NA,"2018","04","07",NA,NA,NA,NA,NA,NA
"120","2019-08-16 08:38:53-03","UTFPR","HCF","14805","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"M.G. Caxambu","5495",NA,"Brasil","RPPN Cagibi. Propriedade de Bernard","-23.888","23°53'16,8 S","327","327",NA,NA,"erva epífita, heliófita, ca. 0,07 m. Frutos imaturos verdes.",NA,NA,NA,"Baker","2014","07","18","PR","Fênix","-51.976444","M.G. Caxambu",NA,"51°58'35,2 W",NA,"2014","09","22",NA,NA,NA,NA,NA,NA
"121","2019-08-16 08:38:53-03","UTFPR","HCF","5472","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"J.M. Franco",NA,NA,"Brasil","próximo ao cemitério",NA,NA,NA,NA,NA,NA,"erva epífita, em coqueiro.",NA,NA,NA,"Baker","2007","04","06","SP","Santo Inácio",NA,"J. Cordeiro & E. Barboza",NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-08-16 08:38:53-03","UTFPR","HCF","3603","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"H.C.L. Geraldino","274",NA,"Brasil","Capela do Calvário","-24.0456008911133",NA,NA,NA,NA,NA,"aporx. 4 m (tronco) com presença de inflorescências verdes e pequenas flores de cor creme.",NA,NA,NA,"Baker","2005","11","05","PR","Campo Mourão","-52.3830986022949","H.C.L. Geraldino",NA,NA,NA,"2006","04","18","28572","auto",NA,NA,NA,NA
"123","2019-08-16 08:38:53-03","UTFPR","HCF","6523","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"M.G. Caxambu","1950",NA,"Brasil","Parque Estadual Lago Azul (PELA)","-24.0456008911133",NA,NA,NA,NA,NA,"Erva epífita, heliófita. Flores amareladas. Forófito: Citrus sp.",NA,NA,NA,"Baker","2007","11","21","PR","Campo Mourão","-52.3830986022949","M.G. Caxambu",NA,NA,NA,"2008","02","07","28572","auto",NA,NA,NA,NA
"124","2019-08-16 08:38:53-03","UTFPR","HCF","1141","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"E.G. Paulino",NA,NA,"Brasil","Parque Municipal do Lago","-24.0456008911133",NA,NA,NA,NA,NA,"planta herbácea, epífita, com presença de frutos deiscentes com sementes aladas.",NA,NA,NA,"Baker","2004","06","13","PR","Campo Mourão","-52.3830986022949","J. Cordeiro & O.S. Ribas",NA,NA,NA,"2004","09",NA,"28572","auto",NA,NA,NA,NA
"125","2019-11-07 18:26:16-03","UTFPR","HCF","29580","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"G. Hatschbach","15827",NA,"Brasil","Porto Camargo","-23.3955993652344",NA,NA,NA,NA,NA,"Dos paredões de arenito da beira do Rio Paraná.",NA,NA,NA,"Baker","1967","01","22","PR","Icaraíma","-53.613899230957","L.B. Smith",NA,NA,NA,"1968",NA,NA,"21289","auto",NA,NA,NA,NA
"126","2019-08-16 08:38:53-03","UTFPR","HCF","23313","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"R. Kersten","1346",NA,"Brasil",NA,"-23.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baker","2009","01","02","SP","Atibaia","-46.5499992370605","R. Kersten",NA,NA,NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA
"127","2020-06-18 10:56:21-03","UFRRJ","RBR","44371","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"L. Nascimento-Martins; R. Guedes","28",NA,"Brasil","Guapiaçu. Palmeiras isoladas em áreas de pastagem. Reserva Ecológica de Guapiaçu","-22.424722","22º25'29''S",NA,NA,NA,NA,NA,"RBR00044371",NA,NA,"Baker","2018","02","28","Rio de Janeiro","Cachoeiras de Macacu","-42.746111","L. Nascimento-Martins","RBR00044371","42º44'46''W",NA,"2018","02","28",NA,NA,NA,NA,NA,NA
"128","2020-06-29 09:29:55-03","UFRRJ","RBR","44606","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"I.B. Veloso-Freitas","2",NA,"Brasil","Universidade Federal Rural do Rio de Janeiro.","-22.763333","22º45'48''S",NA,NA,NA,NA,NA,"RBR00044606",NA,NA,"Baker","2014",NA,NA,"Rio de Janeiro","Seropédica","-43.69","I.B. Veloso-Freitas","RBR00044606","43º41'24''W",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-06-29 09:29:55-03","UFRRJ","RBR","44846","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"N.M. Corrêa; M.M.S. Murakami, A.C.R. Cruz","189",NA,"Brasil","Guapiaçu. Pastagem ao lado da estrada para a casa de Pesquisa da REGUA, próximo à bezerreira.","-22.4325","22º25'57''S","95","95",NA,NA,NA,"RBR00044846",NA,NA,"Baker","2017","05","28","Rio de Janeiro","Cachoeiras de Macacu","-42.7525","A.C.R. Cruz","RBR00044846","42º45'9''W",NA,"2017","05","28",NA,NA,NA,NA,NA,NA
"130","2020-06-29 09:29:55-03","UFRRJ","RBR","6676","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"M.C. Souza","155",NA,"Brasil","Restinga da Marambaia, Duna da linha 04.",NA,NA,NA,NA,NA,NA,NA,"RBR00006676",NA,NA,"Baker","2000","12","23","Rio de Janeiro","Barra de Guaratiba",NA,NA,"RBR00006676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-06-29 09:29:55-03","UFRRJ","RBR","3694","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"J. Eugênio","1896",NA,"Brasil",NA,"-29.7602996826172",NA,NA,NA,NA,NA,NA,"RBR00003694",NA,NA,"Baker","1941","11",NA,"Rio Grande do Sul","São Leopoldo","-51.1472015380859","L.B. Smith","RBR00003694",NA,NA,"1941","09",NA,"10287","auto",NA,NA,NA,NA
"132","2020-06-29 09:29:55-03","UFRRJ","RBR","44607","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"T.C. Rocha-Pessôa","58",NA,"Brasil","Ilha Grande. Abraão.","-23.0067005157471",NA,NA,NA,NA,NA,NA,"RBR00044607",NA,NA,"Baker","2003","04","04","Rio de Janeiro","Angra dos Reis","-44.3180999755859",NA,"RBR00044607",NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA
"133","2020-06-29 09:29:55-03","UFRRJ","RBR","14471","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"H.R.P. Lima","367",NA,"Brasil","Universidade Federal Rural do Rio de Janeiro, Dentro do jardim botânico próximo a sede.","-22.7439002990723",NA,NA,NA,NA,NA,NA,"RBR00014471",NA,NA,"Baker","2000","04","15","Rio de Janeiro","Seropédica","-43.7075004577637",NA,"RBR00014471",NA,NA,NA,NA,NA,"13730","auto",NA,NA,NA,NA
"134","2020-06-29 09:29:55-03","UFRRJ","RBR","44608","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"A.F. Nunes-Freitas; D. Vircibradic, L. Morgado","34",NA,"Brasil","Ilha Grande. Vila do Abraão.","-23.0067005157471",NA,NA,NA,NA,NA,NA,"RBR00044608",NA,NA,"Baker","2002","03",NA,"Rio de Janeiro","Angra dos Reis","-44.3180999755859",NA,"RBR00044608",NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA
"135","2021-03-21 19:40:03-03","UFC","EAC","41690","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Monteiro, F.J.S.","36","Southern America","Brasil","Cachoeira da Serrinha.","-4.514722","-4.514722",NA,NA,NA,NA,NA,"EAC0041690","Monocotyledon",NA,"Baker","2007","09","21","Ceará","Itatira","-39.499444",NA,"EAC0041690","-39.499444",NA,"2009","03","23",NA,NA,NA,NA,NA,NA
"136","2021-03-21 19:40:03-03","UFC","EAC","46970","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Castro, A.S.F.","2248","Southern America","Brasil","Gravatá","-7.58249998092651",NA,NA,NA,NA,NA,"Epífita.; Mata subúmida","EAC0046970","Monocotyledon",NA,"Baker","2010","01","07","Ceará","Jardim","-39.2980995178223","Castro, A.S.F.","EAC0046970",NA,NA,"2010","05","14","26671","auto",NA,NA,NA,NA
"137","2020-12-21 16:19:31-03","MBM","MBM","143157","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Nee, M.","34245","Southern America","Bolivia","Depto. Santa Cruz, Prov. Andres Ibañez",NA,NA,NA,NA,NA,NA,"Epífita.","MBM143157",NA,NA,"Baker","1987","02","24",NA,NA,NA,"Smith, L.B.","MBM143157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:19:31-03","MBM","MBM","180549","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Krapovickas, A.; et al.; et al.","12987","Southern America","Argentina","Depto. San Cosme, Corrientes",NA,NA,NA,NA,NA,NA,"Epífita.","MBM180549",NA,NA,"Baker","1967","05","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:19:31-03","MBM","MBM","353542","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Sabino, M.","21296","Southern America","Brazil","Faz. Santana",NA,NA,NA,NA,NA,NA,"Epífita, sobre plantas culticadas (Erythrina). Em frutificação.","MBM353542",NA,NA,"Baker","1986","08","31","Minas Gerais","São José das Três Ilhas",NA,"Martinelli, G.","MBM353542",NA,NA,"1989","07","22",NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:19:31-03","MBM","MBM","38995","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Krapovickas, A.; Cristóbal, C.L.; Irigoyen, J.; Cristóbal, C.L.; Irigoyen, J.","27065","Southern America","Argentina","Ruta 27, 27 Km S de Esquina, Prov. Corrientes, Dep. Esquina",NA,NA,NA,NA,NA,NA,"Epífita.","MBM038995",NA,NA,"Baker","1974","12","01",NA,NA,NA,NA,"MBM038995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:19:31-03","MBM","MBM","408723","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9071","Southern America","Brazil","PCH Ouro Branco, Rio da Várzea","-24.006111","-24.006111","450","450",NA,NA,"Erva epífita; flor alva.; Floresta Estacional Semidecidual.","MBM408723",NA,NA,"Baker","2015","10","31","Paraná","Campo Mourão","-52.256944","Barboza, E.",NA,"-52.256944",NA,"2017","03","31",NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:19:31-03","MBM","MBM","12089","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","21720","Southern America","Brazil","Rio Paranapanema, Porto Alvorada","-22.7803001403809",NA,NA,NA,NA,NA,"Epífita.","MBM012089",NA,NA,"Baker","1969","07","10","Paraná","Alvorada do Sul","-51.2310981750488","Hatschbach, G.","MBM012089",NA,NA,NA,NA,NA,"20708","auto",NA,NA,NA,NA
"143","2020-12-21 16:19:31-03","MBM","MBM","199067","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Tomé, M.V.F.","846","Southern America","Brazil","Campus da FFALM","-23.1100006103516",NA,NA,NA,NA,NA,NA,"MBM199067",NA,NA,"Baker","1996","06","11","Paraná","Bandeirantes","-50.3675003051758","Faria, A.P.G.","MBM199067",NA,NA,NA,NA,NA,"19645","auto",NA,NA,NA,NA
"144","2020-12-21 16:19:31-03","MBM","MBM","3126","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Hatschbach, G.; Haas, H.; Haas, H.","15827","Southern America","Brazil","Rio Paraná, Porto Camargo","-23.3955993652344",NA,NA,NA,NA,NA,"Epífita.","MBM003126",NA,NA,"Baker","1967","01","22","Paraná","Icaraíma","-53.613899230957","Smith, L.B.","MBM003126",NA,NA,NA,NA,NA,"21289","auto",NA,NA,NA,NA
"145","2020-12-21 16:19:31-03","MBM","MBM","87588","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Kuniyoshi, Y.S.","4701","Southern America","Brazil","Horto Florestal","-23.4253005981445",NA,NA,NA,NA,NA,"Epífita.","MBM087588",NA,NA,"Baker","1983","09","06","Paraná","Maringá","-51.9385986328125","Leme, E.M.C.","MBM087588",NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA
"146","2020-12-21 16:19:31-03","MBM","MBM","290895","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Ribas, O.S.; Straube, F.C.; Urben, A.; Straube, F.C.; Urben, A.","5534","Southern America","Brazil","Fazenda Barbacena","-23.8652992248535",NA,NA,NA,NA,NA,NA,"MBM290895",NA,NA,"Baker","2003","10","15","Paraná","São Pedro do Ivaí","-51.8563995361328","Ribas, O.S.","MBM290895",NA,NA,NA,NA,NA,"16604","auto",NA,NA,NA,NA
"147","2020-12-21 16:19:31-03","MBM","MBM","202994","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Falkenberg, D.B.","6764","Southern America","Brazil","Campinas","-22.8999996185303",NA,NA,NA,NA,NA,NA,"MBM202994",NA,NA,"Baker","1994","11","07","São Paulo","Campinas","-47.060001373291","Falkenberg, D.B.","MBM202994",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA
"148","2020-12-21 16:19:31-03","MBM","MBM","384454","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Dunaiski Jr.; A.","4413","Southern America","Brazil","Rio congonhas.","-23.1811008453369",NA,NA,NA,NA,NA,"Epífita.","MBM384454",NA,NA,"Baker","2011","05","14","Paraná","Cornélio Procópio","-50.6467018127441","Barboza, E.","MBM384454",NA,NA,"2012",NA,NA,"23842","auto",NA,NA,NA,NA
"149","2020-12-21 16:19:31-03","MBM","MBM","379077","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Valduga, E.","361","Southern America","Brazil","São Cristóvão, Quinta da Boa Vista.","-22.9027996063232",NA,NA,NA,NA,NA,NA,"MBM379077",NA,NA,"Baker","2012","03","25","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","Valduga, E.","MBM379077",NA,NA,"2012",NA,NA,"57442","auto",NA,NA,NA,NA
"150","2020-12-21 16:19:31-03","MBM","MBM","115733","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Sobral, M.; et al.; et al.","5356","Southern America","Brazil","Cerro Loreto","-29.6916999816895",NA,NA,NA,NA,NA,"Epífita.","MBM115733",NA,NA,"Baker","1986","12",NA,"Rio Grande do Sul","São Vicente do Sul","-54.6794013977051","Leme, E.M.C.","MBM115733",NA,NA,NA,NA,NA,"42672","auto",NA,NA,NA,NA
"151","2020-12-21 16:19:31-03","MBM","MBM","394738","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Grizzon, M.","38","Southern America","Brazil","Campus da UNICAMP","-22.8999996185303",NA,"603","603",NA,NA,"Epífita.","MBM394738",NA,NA,"Baker","2011","07","27","São Paulo","Campinas","-47.060001373291","Grizzon, M.","MBM394738",NA,NA,"2012","04","20","23900","auto",NA,NA,NA,NA
"152","2020-12-21 16:19:31-03","MBM","MBM","384452","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Dunaiski Jr.; A.","3002","Southern America","Brazil",NA,"-23.4253005981445",NA,NA,NA,NA,NA,"Flores azuis.; Epífita.","MBM384452",NA,NA,"Baker","2006","01","18","Paraná","Maringá","-51.9385986328125","Barboza, E.","MBM384452",NA,NA,"2012",NA,NA,"19250","auto",NA,NA,NA,NA
"153","2020-12-21 16:19:31-03","MBM","MBM","224769","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Pott, A.; et al.; et al.","7094","Southern America","Brazil","Córrego Tererê, Fazenda Bodoquena","-20.2406005859375",NA,NA,NA,NA,NA,NA,"MBM224769",NA,NA,"Baker","1995","03","19","Mato Grosso do Sul","Miranda","-56.3782997131348","Nunes, J.V.C.","MBM224769",NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA
"154","2020-12-21 16:19:31-03","MBM","MBM","353544","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Krieger, L.","11825","Southern America","Brazil","Próximo a Juiz de Fora, Cedofeita","-21.8691997528076",NA,NA,NA,NA,NA,"Epífita, em densas formações, lugar descoberto, ensolarado. Com frutos e botões","MBM353544",NA,NA,"Baker","1972","10","28","Minas Gerais","Matias Barbosa","-43.3194007873535","Martinelli, G.","MBM353544",NA,NA,"1980","04",NA,"10884","auto",NA,NA,NA,NA
"155","2020-12-21 16:19:31-03","MBM","MBM","297428","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Paulino, E.G.","s.n.","Southern America","Brazil","Parque do Lago","-24.0456008911133",NA,NA,NA,NA,NA,NA,"MBM297428",NA,NA,"Baker","2004","06","13","Paraná","Campo Mourão","-52.3830986022949","Cordeiro, J.; Ribas, O.S.","MBM297428",NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA
"156","2020-12-21 16:19:31-03","MBM","MBM","34089","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Hatschbach, G.; Haas, H.; Haas, H.","15827","Southern America","Brazil","Rio Paraná, Porto Camargo","-23.3955993652344",NA,NA,NA,NA,NA,"Epífita.","MBM034089",NA,NA,"Baker","1967","01","22","Paraná","Icaraíma","-53.613899230957","Smith, L.B.","MBM034089",NA,NA,NA,NA,NA,"21289","auto",NA,NA,NA,NA
"157","2020-12-21 16:19:31-03","MBM","MBM","34076","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Hatschbach, G.","13250","Southern America","Brazil","Horto Florestal","-23.4253005981445",NA,NA,NA,NA,NA,"Epífita.","MBM034076",NA,NA,"Baker","1965","12","02","Paraná","Maringá","-51.9385986328125","Smith, L.B.","MBM034076",NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA
"158","2020-12-21 16:19:31-03","MBM","MBM","411106","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Estevan, D.A.","850","Southern America","Brazil","Sítio do Pinheiro","-24.2458000183105",NA,NA,NA,NA,NA,"Epífita; frutos seco.","MBM411106",NA,NA,"Baker","2005","09","16","Paraná","Ventania","-50.2428016662598","Tardivo, R.C.","MBM411106",NA,NA,"2005",NA,NA,"32424","auto",NA,NA,NA,NA
"159","2020-12-21 16:19:31-03","MBM","MBM","384457","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Dunaiski Jr.; A.","2336","Southern America","Brazil",NA,"-23.1800003051758",NA,NA,NA,NA,NA,"Epífita.","MBM384457",NA,NA,"Baker","2004","03","13","São Paulo","Jundiaí","-46.8800010681152","Barboza, E.","MBM384457",NA,NA,"2012",NA,NA,"17840","auto",NA,NA,NA,NA
"160","2020-12-21 16:19:31-03","MBM","MBM","200483","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Silva, M.R.P.","2425","Southern America","Brazil","Potirendaba","-21.0400009155273",NA,NA,NA,NA,NA,NA,"MBM200483",NA,NA,"Baker","1995","10","21","São Paulo","Potirendaba","-49.3699989318848","et al.; Versieux, L.M.","MBM200483",NA,NA,NA,NA,NA,"17988","auto",NA,NA,NA,NA
"161","2019-11-01 15:28:05-03","PUC-RIO","FCAB","0691","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","polytrichoides","Tillandsia polytrichoides",NA,"P. Amarante S.J.","s.n.",NA,"Brasil","Itaicí","-20.4641990661621",NA,NA,NA,NA,NA,NA,"000691",NA,"Angiospermae","E.Morren","1953","12",NA,"Espírito Santo","Muniz Freire","-41.4131011962891","P. Capell S.J.",NA,NA,NA,NA,NA,NA,"30072","auto",NA,NA,NA,NA
