"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","decimalLatitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","county","decimalLongitude","identifiedBy","imagecode","verbatimLongitude","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","sex"
"357","2020-09-12 05:00:02-03","US","US","2526873","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"E. Pereira","10504","South America - Neotropics","Brazil","Jardim Botânico","-22.9027996063232",NA,NA,NA,NA,NA,NA,"US01913779",NA,"Bromeliales","Baker","1966","11","27","Rio de Janeiro","Rio de Janeiro","-43.2075004577637",NA,"US01913779_01",NA,NA,NA,NA,NA,"57442","auto","Monocotyledonae",NA,"1",NA
"358","2020-09-12 05:00:02-03","US","US","2539164","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"N. Santos, H. Sandim, J. Martins & H. Sandim","5964","South America - Neotropics","Brazil","Recreio dos Bandeirantes. Pedra de Itauna","-22.9027996063232",NA,NA,NA,NA,NA,NA,"US01913787",NA,"Bromeliales","Baker","1965","7","22","Rio de Janeiro","Rio de Janeiro","-43.2075004577637",NA,"US01913787_01",NA,NA,NA,NA,NA,"57442","auto","Monocotyledonae",NA,"1",NA
"359","2020-09-12 05:00:02-03","US","US","3080939","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"R. Wasum & et al.","2630","South America - Neotropics","Brazil","Morro Reuter",NA,NA,NA,NA,NA,NA,NA,"US01913782",NA,"Bromeliales","Baker","1987","3","29","Rio Grande do Sul","Dois Irmãos dasissões",NA,NA,"US01913782_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"360","2020-09-12 05:00:02-03","US","US","2565458","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"G. Hatschbach","15827","South America - Neotropics","Brazil","Rio Paraná, Pôrto Camargo","-23.3955993652344",NA,NA,NA,NA,NA,NA,"US01913780",NA,"Bromeliales","Baker","1967","1","22","Paraná","Icaraíma","-53.613899230957",NA,"US01913780_01",NA,NA,NA,NA,NA,"21289","auto","Monocotyledonae",NA,"1",NA
"361","2020-09-12 05:00:02-03","US","US","2530282","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis","Type collection","G. Mandon","1179","South America - Neotropics","Bolivia","Andes de Bolivia, Larecaja, prop. Poquerani, San Pedro",NA,NA,"2500","2650",NA,NA,"Annotated (L.B. Smith script), =no. 1179, in part; annotated as isotype by L.B. Smith (1966), as isolectotypus by W. Till (1984).","US00091125",NA,"Bromeliales","Baker","1858","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"362","2020-09-12 05:00:02-03","US","US","3423487","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"J. R. Grant","99/3461","South America - Neotropics","Brazil","Jardim Botanical do Rio de Janeiro","-22.9728",NA,NA,NA,NA,NA,NA,"US01913785",NA,"Bromeliales","Baker","1999","5","7","Rio de Janeiro","Rio de Janeiro","-43.2311",NA,"US01913785_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"363","2020-09-12 05:00:02-03","US","US","3146340","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"M. Poloni","5085","South America - Neotropics","Brazil",NA,"-29.5018997192383",NA,NA,NA,NA,NA,NA,"US01913781",NA,"Bromeliales","Baker","1989","1","4","Rio Grande do Sul","Estrela","-51.9664001464844",NA,"US01913781_01",NA,NA,NA,NA,NA,"14416","auto","Monocotyledonae",NA,"1",NA
"364","2020-09-12 05:00:02-03","US","US","1989782","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"H. C. Cutler","8431","South America - Neotropics","Brazil","20 k. West of Caninde",NA,NA,NA,NA,NA,NA,NA,"US01913777",NA,"Bromeliales","Baker","1945","9","21","Ceará",NA,NA,NA,"US01913777_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"365","2020-09-12 05:00:02-03","US","US","2086214","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"W. T. Swingle","s.n.","South America - Neotropics","Brazil","Botanical Garden","-22.9027996063232",NA,NA,NA,NA,NA,NA,"US01913786",NA,"Bromeliales","Baker","1939","6",NA,"Rio de Janeiro","Rio de Janeiro","-43.2075004577637",NA,"US01913786_01",NA,NA,NA,NA,NA,"57442","auto","Monocotyledonae",NA,"1",NA
"366","2020-09-12 05:00:02-03","US","US","2530288","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis","Possible type","G. Mandon","1179 p.p.","South America - Neotropics","Bolivia","Andeum Boliviensium.",NA,NA,NA,NA,NA,NA,"Type status uncertain. Originally labeled as isotype of Tillandsia tricholepis Baker; annotated as Tillandsia bryoides Griseb. by L.B. Smith (1968), W. Till (1984, No Type!!!). Mandon 1179 is the type collection of Tillandsia tricholepis Baker but is apparently a mixed collection (T. tricholepis & T. bryoides); unclear whether both elements of Mandon 1179 should be regarded as syntypes.","US01106048",NA,"Bromeliales","Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"367","2020-09-12 05:00:02-03","US","US","2141939","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"L. B. Smith, A. Magnanini, G. Machline, S. L. O. Silva & J. Augusto","6533","South America - Neotropics","Brazil","Praia de Grumari, próximo à Guaratiba","-22.9027996063232",NA,NA,NA,NA,NA,NA,"US01913778",NA,"Bromeliales","Baker","1952","4","11","Rio de Janeiro","Rio de Janeiro","-43.2075004577637",NA,"US01913778_01",NA,NA,NA,NA,NA,"57442","auto","Monocotyledonae",NA,"1",NA
"368","2020-09-12 05:00:02-03","US","US","2645322","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"W. Anderson, M. Stieber & J. H. Kirkbride","36277","South America - Neotropics","Brazil","ca.10km S of Serra do Cipó, at Cardelaota",NA,NA,"1000",NA,NA,NA,NA,"US01913784",NA,"Bromeliales","Baker","1972","2","19","Minas Gerais",NA,NA,NA,"US01913784_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"369","2020-09-12 05:00:02-03","US","US","2688205","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"G. Eiten & L. T. Eiten","7882","South America - Neotropics","Brazil","Km 47. I.P.E.A.C.S. agricultural station","-22.77",NA,NA,NA,NA,NA,NA,"US01913789",NA,"Bromeliales","Baker","1966","11","21","Rio de Janeiro","Itaguaí","-43.6847",NA,"US01913789_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"370","2020-09-12 05:00:02-03","US","US","1175533","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis macrophylla","Holotype","O. Buchtien","1270","South America - Neotropics","Bolivia","Charopampa near Mapiri.",NA,NA,"570","570",NA,NA,NA,"US00091126",NA,"Bromeliales","L.B. Sm.","1907","11",NA,"La Paz","Larecaja",NA,NA,NA,NA,"macrophylla",NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"371","2020-09-02 16:22:30-03","Cenargen","CEN","85788","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"A. E. M. Rosa","361",NA,"Brasil","(23 k 351190 - 7564949,) 1187 m,","-21.9235992431641",NA,"1187","1187","Exsicatas",NA,"Epífita em Araucária, beira de estrada, próximo a fragmento de floresta estacional semidecidual montana, com escapo, floresceu em 1812/2010, pétalas amarelas, , Doação Herbarium Rioclarense HRCB 54298","CEN00085788",NA,NA,"Baker","2010","11","13","MG","CALDAS","-46.386100769043","A. E. M. Rosa","CEN00085788",NA,NA,"2010","12",NA,"25710","auto",NA,NA,"1",NA
"372","2019-12-09 17:29:36-03","UFPR","EFC","16528","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Souza, I.","241",NA,"Brasil","Bairro Jardim Botânico","-22.9641","-22.9641","15","15",NA,NA,"Epífita presente em todo o fuste das árvores em arborização urbana. Frutos esverdeados. Área urbana","EFC016528",NA,NA,"Baker","2018","03","31","Rio de Janeiro","Rio de Janeiro","-43.2227","Souza, I.",NA,"-43.2227",NA,"2018","04","01",NA,NA,NA,NA,NA,NA
"373","2019-12-09 17:29:36-03","UFPR","EFC","9698","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Kersten, R.","295",NA,"Brasil","Fazenda Doralice","-23.2541999816895",NA,NA,NA,NA,NA,"Epífita a 2m de altura em árvore cultivada.","EFC009698",NA,NA,"Baker","1998","05","08","Paraná","Jataizinho","-50.9799995422363",NA,NA,NA,NA,NA,NA,NA,"16845","auto",NA,NA,NA,NA
"374","2021-03-15 18:26:13-03","USP","SPF","209875","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Zappi, DC","2649",NA,"Brasil","Serra do Cipó, Rio das Pedras, propriedade do Sr Luiz, acesso por Inhame.","-19.025047","-19.025047",NA,NA,NA,NA,"Epífita com folhas suculentas, frutos acastanhados.; Cerrado rupestre beirando o rio.","SPF00209875",NA,NA,"Baker","2009","11","29","Minas Gerais","Santana de Pirapama","-43.753699","Forzza, RC",NA,"-43.753699",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"375","2014-04-04 18:26:52-03","PNFM","IRAI","6912","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Valduga, E.","372",NA,"Brasil","Vale dos Vinhedos, Linha Ceará da Graciema, propriedade de Raul Crestani","-29.169972","-29.169972","600","600",NA,NA,"Sobre troncos de Matayba","IRAI00006912","Magnoliophyta",NA,"Baker","2012","05","06","Rio Grande do Sul","Bento Gonçalves","-51.56075","Valduga, E.",NA,"-51.56075",NA,"2012","07",NA,NA,NA,NA,NA,NA,NA
"376","2021-03-25 13:51:53-03","UNIVILLE","JOI","9689","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Mancinelli, W.S.","1073",NA,"Brasil","Campus UEM.","-23.4253005981445",NA,NA,NA,NA,NA,"; HABITO: Epífita; TIPO VEGETACIONAL: Floresta estacional semidecídua","JOI009689",NA,NA,"Baker","2009","11","23","Paraná","Maringá","-51.9385986328125","Mancinelli, W. S.",NA,NA,NA,"2009","11","23","19250","auto",NA,NA,NA,NA
"377","2019-10-07 09:20:42-03","UEFS","HUEFS","127863","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Conceição, A.A.","2544",NA,"Brasil","Estrada lbitiara para Mucambo.","-12.648611","12S38'55''","794","794",NA,NA,"Caatinga arbórea.","HUEFS0127863","Angiospermae","Poales","Baker","2007","10","11","Bahia","Ibitiara","-42.297222","L.Fiorato","HUEFS0127863","42W17'50''",NA,"2009","12",NA,NA,NA,"Lilianae",NA,NA,NA
"378","2019-10-07 09:20:42-03","UEFS","HUEFS","189043","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Gadelha Neto, P.C.","2723",NA,"Brasil","APA das Onças: Cachoeira Poço do João. Mata ciliar.","-8.121111","8S7'16''","891","891",NA,NA,NA,"HUEFS0189043","Angiospermae","Poales","Baker","2010","03","13","Paraíba","São João do Tigre","-36.688611",NA,"HUEFS0189043","36W41'19''",NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA
"379","2019-10-07 09:20:42-03","UEFS","HUEFS","207376","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Oliveira, R.C.","2202",NA,"Brasil","Estrada para Cachoeira do Rela.","-6.3975","6S23'51''",NA,NA,NA,NA,NA,"HUEFS0207376","Angiospermae","Poales","Baker","2008","05","31","Rio Grande do Norte","Luís Gomes","-38.381111",NA,"HUEFS0207376","38W22'52''",NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA
"380","2019-10-11 14:19:10-03","UEFS","HUEFS","252189","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Guedes, M.L.","15942",NA,"Brasil","Serra Geral, caminho para Licínio de Almeida.","-14.756111","14S45'22''","710","710",NA,NA,NA,"HUEFS0252189","Angiospermae","Poales","Baker","2009","08","06","Bahia","Urandi","-42.629444","M.M.Lodegario","HUEFS0252189","42W37'46''",NA,"2019","09",NA,NA,NA,"Lilianae",NA,NA,NA
"381","2019-10-07 09:20:42-03","UEFS","HUEFS","143875","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Pereira, R.","2108",NA,"Brasil","Reserva Ecológica do Catimbau. Serra de Jerusalem.","-8.62306022644043",NA,NA,NA,NA,NA,NA,"HUEFS0143875","Angiospermae","Poales","Baker","2001","03",NA,"Pernambuco","Buíque","-37.1557998657227",NA,"HUEFS0143875",NA,NA,NA,NA,NA,"38964","auto","Lilianae",NA,NA,NA
"382","2020-01-24 12:27:42-03","F","FMNH-SEEDPLANTS","V0527238F","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"T. Meyer","4808a","South America","Argentina",NA,"-35.3869",NA,NA,NA,NA,NA,NA,"V0527238F","Spermatophyta",NA,NA,"1943","2","25",NA,NA,"-64.9208",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"383","2020-01-24 12:27:43-03","F","FMNH-SEEDPLANTS","V0527242F","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"L. Monetti","1424","South America","Argentina",NA,"-35.3869",NA,NA,NA,NA,NA,NA,"V0527242F","Spermatophyta",NA,NA,"1913","11","13",NA,NA,"-64.9208",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"384","2019-07-09 12:56:13-03","F","FMNH-SEEDPLANTS","V0412148F","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"T. J. Killeen","2507A","South America","Bolivia",NA,"-16.7261",NA,NA,NA,NA,NA,NA,"V0412148F","Spermatophyta",NA,NA,"1987","6","7",NA,NA,"-64.435",NA,"V0412148F_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"385","2019-07-09 12:54:55-03","F","FMNH-SEEDPLANTS","V0493285F","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"A. H. Gentry & M. C. Peña","75291","South America","Bolivia",NA,"-17.5",NA,NA,NA,NA,NA,NA,"V0493285F","Spermatophyta",NA,NA,"1991","10","26","Santa Cruz",NA,"-61.5","RRC ID Flag","V0493285F_01 V0493285F_02",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae","75291",NA,NA
"386","2020-04-18 17:34:20-03","F","FMNH-SEEDPLANTS","V0527236F","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"A. Krapovickas et al.","19437","South America","Bolivia",NA,"-16.7261",NA,NA,NA,NA,NA,NA,"V0527236F","Spermatophyta",NA,NA,"1971","6","3",NA,NA,"-64.435",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"387","2020-01-24 12:27:42-03","F","FMNH-SEEDPLANTS","V0527237F","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"M. Cárdenas","2611","South America","Bolivia",NA,"-16.7261",NA,NA,NA,NA,NA,NA,"V0527237F","Spermatophyta",NA,NA,"1934","4",NA,NA,NA,"-64.435",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"388","2020-01-24 12:27:42-03","F","FMNH-SEEDPLANTS","V0527239F","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"A. Krapovickas & A. Schinini","30975","South America","Argentina",NA,"-35.3869",NA,NA,NA,NA,NA,NA,"V0527239F","Spermatophyta",NA,NA,"1977","4","7",NA,NA,"-64.9208",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"389","2020-01-24 12:27:43-03","F","FMNH-SEEDPLANTS","V0527240F","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"G. Hieronymus","482","South America","Argentina",NA,"-35.3869",NA,NA,NA,NA,NA,NA,"V0527240F","Spermatophyta",NA,NA,"1876",NA,NA,NA,NA,"-64.9208",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"390","2020-01-24 12:27:43-03","F","FMNH-SEEDPLANTS","V0527241F","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"P. Jörgensen","37097","South America","Argentina",NA,"-35.3869",NA,NA,NA,NA,NA,NA,"V0527241F","Spermatophyta",NA,NA,"1918","1",NA,NA,NA,"-64.9208",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"391","2020-01-24 12:27:43-03","F","FMNH-SEEDPLANTS","V0527243F","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"P. Jörgensen","37097","South America","Argentina",NA,"-35.3869",NA,NA,NA,NA,NA,NA,"V0527243F","Spermatophyta",NA,NA,"1918","1",NA,NA,NA,"-64.9208",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"392","2020-01-24 12:27:43-03","F","FMNH-SEEDPLANTS","V0527244F","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,NA,"139","South America","Peru",NA,"-9.1839",NA,NA,NA,NA,NA,NA,"V0527244F","Spermatophyta",NA,NA,"1936","11","15",NA,NA,"-74.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"393","2020-01-24 12:27:43-03","F","FMNH-SEEDPLANTS","V0527245F","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"H. C. Cutler","8431","South America","Brazil",NA,"-10.8339",NA,NA,NA,NA,NA,NA,"V0527245F","Spermatophyta",NA,NA,"1945","9","21",NA,NA,"-52.8731",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"394","2020-01-24 12:27:43-03","F","FMNH-SEEDPLANTS","V0527246F","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"J. P. P. Carauta","1318","South America","Brazil",NA,"-10.8339",NA,NA,NA,NA,NA,NA,"V0527246F","Spermatophyta",NA,NA,"1971","3","23",NA,NA,"-52.8731",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"395","2020-01-24 12:27:43-03","F","FMNH-SEEDPLANTS","V0527247F","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"G. G. Hatschbach","13250","South America","Brazil",NA,"-10.8339",NA,NA,NA,NA,NA,NA,"V0527247F","Spermatophyta",NA,NA,"1965","12","2",NA,NA,"-52.8731",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"396","2020-01-24 12:27:43-03","F","FMNH-SEEDPLANTS","V0527248F","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"H. C. Cutler","7084B","South America","Bolivia",NA,"-16.7261",NA,NA,NA,NA,NA,NA,"V0527248F","Spermatophyta",NA,NA,"1962","9","14",NA,NA,"-64.435",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"397","2020-01-24 12:27:43-03","F","FMNH-SEEDPLANTS","V0527249F","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"C. A. M. Lindman","1781","South America","Paraguay",NA,"-23.2025",NA,NA,NA,NA,NA,NA,"V0527249F","Spermatophyta",NA,NA,"1893","8","10",NA,NA,"-58.1689",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"398","2020-01-24 12:27:43-03","F","FMNH-SEEDPLANTS","V0527250F","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"C. A. M. Lindman","1781","South America","Paraguay",NA,"-23.2025",NA,NA,NA,NA,NA,NA,"V0527250F","Spermatophyta",NA,NA,"1893","8","10",NA,NA,"-58.1689",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"399","2019-09-05 16:41:44-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis tricholepis",NA,"P. G. Lorentz","128","South America","Argentina",NA,"-35.3869",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"Baker",NA,NA,NA,NA,NA,"-64.9208",NA,NA,NA,"tricholepis",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"400","2019-01-25 15:34:19-02","IAC","IAC","24544","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"J.P. Carauta","1318",NA,"Brasil","Jardim Botânico, perto do Rio dos Macacos","-22.9028","-22.9028",NA,NA,NA,NA,"muito comum nas outras arvores proximas",NA,NA,NA,"Baker","1971","03","23","Rio de Janeiro","Rio de Janeiro","-43.2075","J.P.P. Carauta",NA,"-43.2075",NA,"1971","06","23",NA,NA,NA,NA,NA,NA
"401","2019-06-24 08:12:32-03","IAC","IAC","29179","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"L.C. Bernacci; E.G. Cardoso; A.M.C. Silva & J.C.A. Bom","526",NA,"Brasil","Instituto Agronômico","-23.1019","-23.1019",NA,NA,NA,NA,NA,NA,NA,NA,"Baker","1994","07","20","São Paulo","Tietê","-47.7147","T. Trindade-Lima",NA,"-47.7147",NA,"2007","04","25",NA,NA,NA,NA,NA,NA
"402","2019-01-25 15:34:19-02","IAC","IAC","32171","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"J.C.R. Macedo","s/nº",NA,"Brasil","IAC, Fazenda Santa Elisa, mata","-22.86361","-22.86361",NA,NA,NA,NA,NA,NA,NA,NA,"Baker",NA,NA,NA,"São Paulo","Campinas","-47.06861","K. Ogawa",NA,"-47.06861",NA,"1998","02","19",NA,NA,NA,NA,NA,NA
"403","2020-11-04 17:28:49-03","UEM","HUEM","30356","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"A.P.Freitas","32",NA,"Brasil","Parque do Japão.","-23.4475","-23.4475",NA,NA,NA,NA,"Substrato: galho de pinheiro","HUEM000002734",NA,NA,"Baker","2015","09","22","Paraná","Maringá","-51.974722","Milaneze-Gutierre, MA","HUEM000002734","-51.974722",NA,"2018","08","13",NA,NA,NA,NA,NA,NA
"404","2020-12-17 17:06:59-03","UEM","HUEM","13243","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"V.Tomazini","483",NA,"Brasil","rio Ivinhema, Floresta ripária da Lagoa do Finado Raimundo.","-22.4818992614746",NA,NA,NA,NA,NA,"Epífita. Flores coloração amarela, murchas.","HUEM000028422",NA,NA,"Baker","2005","08","05","Mato Grosso do Sul","Jateí","-54.3025016784668","V.Tomazini",NA,NA,NA,"2005","11",NA,"85335","auto",NA,NA,NA,NA
"405","2020-12-17 17:06:59-03","UEM","HUEM","13527","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"V.Tomazini","307",NA,"Brasil","rio Ivinhema, Floresta ripária da Lagoa do Finado Raimundo. Área próxima ao varjão.","-22.4818992614746",NA,NA,NA,NA,NA,"Epífita.","HUEM000028423",NA,NA,"Baker","2004","12","13","Mato Grosso do Sul","Jateí","-54.3025016784668","V.Tomazini",NA,NA,NA,"2004","12",NA,"85335","auto",NA,NA,NA,NA
"406","2019-07-02 15:55:11-03","UEM","HUEM","29913","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"V. Tomazini","s.n.",NA,"Brasil","Mata da Fazenda da Usina,, Rio Pirapó","-22.9619007110596",NA,NA,NA,NA,NA,"Epífita; frutos imaturos e secos; forófito: R. cereuscula - nº16; coletada em solo sujeito a alagamento.","HUEM000002723",NA,NA,"Baker","2005","03","17","Paraná","Cruzeiro do Sul","-52.1605987548828","V. Tomazini","HUEM000002723",NA,NA,"2005","03",NA,"14271","auto",NA,NA,NA,NA
"407","2020-11-04 17:28:49-03","UEM","HUEM","31935","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"A.P.Freitas","50",NA,"Brasil","ADUEM.","-23.4253005981445",NA,NA,NA,NA,NA,NA,"HUEM000015986",NA,NA,"Baker","2017","02","16","Paraná","Maringá","-51.9385986328125","Milaneze-Gutierre, MA","HUEM000015986",NA,NA,"2018","08","13","19250","auto",NA,NA,NA,NA
"408","2020-11-04 17:28:49-03","UEM","HUEM","18033","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"Micheletti, PL","02",NA,"Brasil","Câmpus sede da Universidade Estadual de Maringá, próximo ao bloco J-12","-23.4253005981445",NA,NA,NA,NA,NA,"Epífita com frutos","HUEM000002731",NA,NA,"Baker","2007","04","16","Paraná","Maringá","-51.9385986328125","Milaneze-Gutierre, MA","HUEM000002731",NA,NA,"2018","08","13","19250","auto",NA,NA,NA,NA
"409","2020-11-04 17:28:49-03","UEM","HUEM","32758","S","Plantae","Bromeliaceae","Tillandsia","tricholepis","Tillandsia tricholepis",NA,"V.Y.Watanabe","s.n.",NA,"Brasil","Campus Sede UEM., Ao lado do bloco C67.","-23.4253005981445",NA,NA,NA,NA,NA,NA,"HUEM000015691",NA,NA,"Baker","2017","10","03","Paraná","Maringá","-51.9385986328125","Milaneze-Gutierre, MA","HUEM000015691",NA,NA,"2018","03",NA,"19250","auto",NA,NA,NA,NA
