"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","recordedBy","county","decimalLongitude","decimalLatitude","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","individualCount","infraspecificEpithet","fieldNumber","typeStatus","relatedCatalogItem"
"151","2021-02-08 12:33:04-03","UFRGS","ICN","035667","S","Plantae","Dicotyledon",NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek","Schwarz, EA","s.n.","1977","12","15","América do Sul","Brasil","RS","Granja Piratini",NA,NA,"ICN00011855","ICN00011855","Irgang, B","Santo Antônio",NA,NA,"2010",NA,NA,NA,NA,NA,"02",NA,NA,"25",NA,NA,NA,NA,NA
"152","2021-02-08 12:33:04-03","UFRGS","ICN","187687","S","Plantae","Dicotyledon",NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek","Vogel-Ely, C","CVE458","2016","10","28","América do Sul","Brasil","RS","Morro do Osso",NA,"indivíduo isolado, flores vináceas; Campo limpo","ICN00026970","ICN00026970","Vogel Ely, C; et al.","Porto Alegre","-51.234167","-30.115","2016","-51.234167","-30.115",NA,NA,NA,"10","8","8","28",NA,NA,NA,NA,NA
"153","2021-02-08 12:33:04-03","UFRGS","ICN","190295","S","Plantae","Dicotyledon",NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek","Silva Filho, PJS","1725","2011","11","05","América do Sul","Brasil","RS",NA,NA,"Erva ereta, de flores vináceas; campo seco à beira da estrada","ICN00011478","ICN00011478","Silva Filho, PJS","Caçapava do Sul","-53.499444","-30.428056",NA,"-53.499444","-30.428056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-02-08 12:33:04-03","UFRGS","ICN","190296","S","Plantae","Dicotyledon",NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek","Silva Filho, PJS","1726","2011","12","18","América do Sul","Brasil","RS",NA,NA,"Em campo seco no topo do Cerro Palomas","ICN00011481","ICN00011481","Silva Filho, PJS","Santana do Livramento","-55.348333","-30.824444",NA,"-55.348333","-30.824444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-02-08 12:33:04-03","UFRGS","ICN","033254","S","Plantae","Dicotyledon",NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek","Schwarz, EA","102","1976","12","03","América do Sul","Brasil","RS","Estrada para Itapeva",NA,"Butiazal","ICN00011846","ICN00011846","Miotto, S; et al.","Torres","-49.7268981933594","-29.3353004455566","2003",NA,NA,"20837","auto",NA,"01",NA,NA,"23",NA,NA,NA,NA,NA
"156","2021-02-08 12:33:04-03","UFRGS","ICN","083416","S","Plantae","Dicotyledon",NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek","Schwarz, EA","5320","1986","12",NA,"América do Sul","Brasil","RS",NA,NA,"Erva, flores roxo-negras ou negras, brancas no centro.; Em campo á beira da estrada","ICN00011844","ICN00011844","Sobral, M; et al.","Tupanciretã","-53.8358001708984","-29.0806007385254","2010",NA,NA,"59498","auto",NA,"02",NA,NA,"26",NA,NA,NA,NA,NA
"157","2021-02-08 12:33:04-03","UFRGS","ICN","186345","S","Plantae","Dicotyledon",NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek",NA,"362","2012","10","17","América do Sul","Brasil","RS","Águas Claras, Banhado dos Pachecos",NA,"Campo arenoso com braquiaria",NA,NA,"Schmidt-Silveira, F","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-10-04 16:06:14-03","MCN-FZBRS","HAS","96286","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H. Buek ex E.Fourn","Seger, G. D. S.","s.n.","2019","02",NA,NA,"Brasil","Rio Grande do Sul","Em remanescente de campo seco no bairro Mal. Rondon",NA,"Erva ereta, com aproximadamente 20 cm de altura","HAS0096286",NA,"Molz, M.","Canoas","-51.157053","-29.909093","2019","-51,1570530","-29,9090930",NA,NA,NA,"02",NA,NA,"21",NA,NA,NA,NA,NA
"159","2019-11-21 09:58:52-03","IBt","SP","84382","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H.Buek","Maruffa, AC","s.n.","1948","11","28",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,"Hatschbach, G","Lapa","-49.7158012390137","-25.7696990966797","1982",NA,NA,"49965","auto",NA,"01",NA,NA,"07",NA,NA,NA,NA,NA
"160","2019-11-21 09:58:52-03","IBt","SP","217270","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H.Buek",NA,"5320","1986","12",NA,NA,"Brasil","Rio Grande do Sul","Erva em campo à beira da estrada",NA,"0,5-1m alt., fl. roxo ou negras, brancas no centro",NA,NA,"Sobral, M","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,NA,NA,"59498","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-11-21 09:58:52-03","IBt","SP","370518","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","arnottianum","Oxypetalum arnottianum","H.Buek","Farinaccio, MA","490","2001","12","27",NA,"Brasil","São Paulo","Jardim Floridiana. Terrenos baldios próximos ao SESI",NA,NA,NA,NA,"Farinaccio, MA; Farinaccio, FC","Rio Claro","-47.560001373291","-22.4099998474121","2005",NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
