"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber"
"183","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1267175","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Lindeman JC; Haas JH de",NA,"1966","06","27","Southern America","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná. Pôrto Byington; levee of Rio Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267175 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267175","NL-U1267175",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"184","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1267176","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Harley RM; et al.",NA,"1974","03","26","Southern America","Brazil",NA,NA,"Estado do Bahia. Coastal Zone. Belmonte, on S.W. outskirts of town. Disturbed restinga, riverside pasture and roadside.","-38.883333","-15.866667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267176 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267176","NL-U1267176",NA,NA,NA,NA,"-38.883333","-15.866667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"185","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1267177","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Lindeman JC; Haas JH de",NA,"1966","03","18","Southern America","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná. Bank of Rio Ivaí, forest reserve of CMNP ca. 30 km E. of Cianorte.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267177 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267177","NL-U1267177",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"186","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1267178","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Woolston AL",NA,"1957","10","18","Southern America","Paraguay",NA,NA,"Recollection on No. 108, Depto. San Pedro, Alto Paraguay: Primavera.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267178 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267178","NL-U1267178",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"187","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1267705","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Riina R","Hatschbach GG; Hatschbach M; Silva JM",NA,"1996","01","15","Southern America","Brazil","Minas Gerais",NA,"Várzea de Palma, estrada para Serra do Cabral, ponte Rio das Velhas (mun. Várzea de Palma) Minas Gerais.",NA,NA,NA,NA,NA,"Margens do rio.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1267705 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1267705","NL-U1267705",NA,NA,NA,NA,NA,NA,"2014","09","01","Magnoliopsidae","U 0100459",NA,NA,NA
"188","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1271451","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Rosengurtt B",NA,"1942","11","20","Southern America","Argentina",NA,NA,"Corrientes. Isla Correntina, en el Rio Uruguay, cerca de Monte Caseros.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271451 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271451","NL-U1271451",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"189","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1271452","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Sesmero E",NA,"1944","01","01","Southern America","Argentina",NA,NA,"Gob:Misiones. Loc.: Posadas.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271452 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271452","NL-U1271452",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"190","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1271456","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Huidobro AMR",NA,"1945","05","04","Southern America","Argentina",NA,NA,"Provincia Correintes. Dep.: J.Tati. Loc.: Yacarey.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271456 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271456","NL-U1271456",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"191","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1271457","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Huidobro AMR",NA,"1947","01","06","Southern America","Argentina",NA,NA,"Provincia Corrientes,Dep. Mercedes. Ruta 14 Km. 763 Estero Yuguery.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271457 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271457","NL-U1271457",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"192","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1271458","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Huidobro AMR",NA,"1947","01","06","Southern America","Argentina",NA,NA,"Provincia Corrientes,Dep. Mercedes. Ruta 14 Km. 763 Estero Yuguery.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271458 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271458","NL-U1271458",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"193","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1271459","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Huidobro AMR",NA,"1947","01","28","Southern America","Argentina",NA,NA,"Povincia Corrientes, Dep. Santo Come. Puerto Hormiguero.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271459 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271459","NL-U1271459",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"194","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1271480","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Riina R","Meyer T",NA,"1944","02","16","Southern America","Argentina",NA,NA,"Gob. de Misiones. Loc. Posadas.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271480 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271480","NL-U1271480",NA,NA,NA,NA,NA,NA,"2014","09","01","Magnoliopsidae",NA,NA,NA,NA
"195","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1271481","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Riina R","Meyer T",NA,"1944","01","24","Southern America","Argentina",NA,NA,"Prov. de Corrientes. Loc. Capital. Dep. Capital.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271481 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271481","NL-U1271481",NA,NA,NA,NA,NA,NA,"2014","09","01","Magnoliopsidae",NA,NA,NA,NA
"196","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1271483","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Riina R","Meyer T",NA,"1944","01","24","Southern America","Argentina",NA,NA,"Prov. de Corrientes. Loc. Capital. Dep. Capital.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271483 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271483","NL-U1271483",NA,NA,NA,NA,NA,NA,"2014","09","01","Magnoliopsidae",NA,NA,NA,NA
"197","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1271485","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Riina R","Meyer T",NA,"1944","03","31","Southern America","Argentina",NA,NA,"Prov. de Corrientes. Dep. Ituzaingo. Loc. Ituzaingo.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271485 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271485","NL-U1271485",NA,NA,NA,NA,NA,NA,"2014","09","01","Magnoliopsidae",NA,NA,NA,NA
"198","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1271453","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Schulz AG",NA,"1937","05","01","Southern America","Argentina",NA,NA,"Hab.: Margen del Rio Parana. El Chaco. Argentina Anteguera.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271453 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271453","NL-U1271453","genuinus",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"199","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1271454","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Schulz AG",NA,"1937","05","01","Southern America","Argentina",NA,NA,"Hab.: Margen del Rio Parana. El Chaco. Argentina Anteguera.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271454 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271454","NL-U1271454","genuinus",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"200","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1271455","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Schulz AG",NA,"1937","05","01","Southern America","Argentina",NA,NA,"Hab.: Margen del Rio Parana. El Chaco. Argentina Anteguera.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271455 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271455","NL-U1271455","genuinus",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"201","2020-02-08 09:48:16-03","NBC","NL-BOTANY","L.2212211","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana hasslerianus","(Chodat) Müll.Arg.",NA,"Hassler E",NA,"1913","03","01","Southern America","Paraguay",NA,NA,"Lake Ypacaray",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2212211 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2212211","NL-L2212211","hasslerianus",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0145684 | 922591050",NA,NA,NA
"202","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1271453","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Schulz AG",NA,"1937","05","01","Southern America","Argentina",NA,NA,"Hab.: Margen del Rio Parana. El Chaco. Argentina Anteguera.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271453 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271453","NL-U1271453","genuinus",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"203","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1271454","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Schulz AG",NA,"1937","05","01","Southern America","Argentina",NA,NA,"Hab.: Margen del Rio Parana. El Chaco. Argentina Anteguera.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271454 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271454","NL-U1271454","genuinus",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"204","2020-02-08 09:48:16-03","NBC","NL-BOTANY","U.1271455","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","urucurana","Croton urucurana genuinus","Müll.Arg.",NA,"Schulz AG",NA,"1937","05","01","Southern America","Argentina",NA,NA,"Hab.: Margen del Rio Parana. El Chaco. Argentina Anteguera.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1271455 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1271455","NL-U1271455","genuinus",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"205","2020-11-04 11:07:41-03","ESALQ","ESA","121318","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana",NA,"Garcia, L.C.","Garcia, L.C.","27.0","2008","05","01",NA,"Brasil","São Paulo","Santa Bárbara d#?#Oeste","Represa São Luis.","-47.427549","-22.826148","554","554",NA,NA,"ESA121318",NA,NA,NA,NA,NA,"-47.427549","-22.826148",NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-11-04 11:07:41-03","ESALQ","ESA","130528","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Souza, V.C.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35731.0","2013","04","19",NA,"Brasil","São Paulo","Pindamonhangaba","Fragmento 32 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.8629","-45.3505","527","527",NA,"Árvore","ESA130528",NA,NA,NA,NA,NA,"-22.8629","-45.3505","2013",NA,NA,NA,NA,NA,NA,NA
"207","2020-11-04 11:07:41-03","ESALQ","ESA","34826","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Nave, A.G. & Dário, F.R.","Nave, A.G. et al.","1167.0","1997","02","21",NA,"Brasil","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,NA,"ESA034826","ESA034826",NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-11-04 11:07:41-03","ESALQ","ESA","51702","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana",NA,"Maria, V.R.B.","Maria, V.R.B.",NA,NA,NA,NA,NA,"Brasil","Mato Grosso do Sul","Bonito",NA,"-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"ESA051702",NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-11-04 11:07:41-03","ESALQ","ESA","96711","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Riina, R.","Riina, R. et al.","1341.0","2004","01","21",NA,"Brasil","Minas Gerais","Congonhas do Norte",NA,"-43.6814002990723","-18.8071994781494",NA,NA,NA,NA,"ESA096711","ESA096711",NA,NA,"30386","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-11-04 11:07:41-03","ESALQ","ESA","99321","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana",NA,"Santos, A.P.M.","Romero, R.","6653.0","2003","01","27",NA,"Brasil","Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"ESA099321","ESA099321",NA,NA,"58223","auto",NA,NA,"2003","10","13",NA,NA,NA,NA,NA
"211","2020-11-04 10:55:26-03","ESALQ","ESA","136406","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","D.P.P. Braga","D.P.P. Braga","81.0","2014","03","03",NA,"Brasil","Pará","São Félix do Xingu",NA,"-51.9949989318848","-6.64472007751465",NA,NA,NA,NA,"ESA136406",NA,NA,NA,"354043","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-11-04 11:07:41-03","ESALQ","ESA","36926","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Soares-Silva, L.H. & Chagas e Silva, F.","Chagas e Silva, F. ; Soares e Silva, L.H.","1871.0","1995","11","15",NA,"Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"ESA036926","ESA036926",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-11-04 11:07:41-03","ESALQ","ESA","5106","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Souza, V.C.","Cônsoli, L.",NA,"1988","12","24",NA,"Brasil","São Paulo","Jardinópolis",NA,"-47.7599983215332","-21.0100002288818",NA,NA,NA,NA,"ESA005106","ESA005106",NA,NA,"24259","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-11-04 11:07:41-03","ESALQ","ESA","86499","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana",NA,"Souza, V.C.","Bopp, L.T.",NA,"2002","10","01",NA,"Brasil","São Paulo","Luís Antônio",NA,"-47.7000007629395","-21.5499992370605",NA,NA,NA,NA,"ESA086499","ESA086499",NA,NA,"26872","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-11-04 11:07:41-03","ESALQ","ESA","2538","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Lima, A.S.","Mendes, O.T.","4733.0","1939","01","10",NA,"Brasil","São Paulo","Pindorama",NA,"-48.9000015258789","-21.1800003051758",NA,NA,NA,NA,"ESA002538","ESA002538",NA,NA,"14884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-11-04 11:07:41-03","ESALQ","ESA","70759","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Zacarias, M.S.",NA,"1998","04","14",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA070759","ESA070759",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-11-04 11:07:41-03","ESALQ","ESA","70769","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Zacarias, M.S.","48.0","1998","12","01",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA070769","ESA070769",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-11-04 11:07:41-03","ESALQ","ESA","84396","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baillon",NA,"Brejão, G.L. et al.",NA,"2003","05","24",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA084396","ESA084396",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-11-04 11:07:41-03","ESALQ","ESA","10650","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Brizighello, C.H.","10.0","1990","02","01",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA010650","ESA010650",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-11-04 11:07:41-03","ESALQ","ESA","10652","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Rodrigues, R.R.","Brizighello, C.H.",NA,"1990","02","01",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA010652","ESA010652",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-11-04 11:07:41-03","ESALQ","ESA","13919","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Andrade, C.A.","1.0",NA,NA,NA,NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA013919","ESA013919",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-11-04 11:07:41-03","ESALQ","ESA","126177","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana",NA,"V.C. Souza","Castillo, D.","31.0","1905","07","04",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA126177",NA,NA,NA,"44778","auto",NA,NA,"1905","07","04",NA,NA,NA,NA,NA
"223","2020-11-04 11:07:41-03","ESALQ","ESA","70760","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.",NA,"Zacarias, M.S.","49.0","1998","12","01",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA070760","ESA070760",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-11-04 11:07:41-03","ESALQ","ESA","126148","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana",NA,"V.C. Souza","Castillo, D.","2.0","1905","07","04",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA126148",NA,NA,NA,"44778","auto",NA,NA,"1905","07","04",NA,NA,NA,NA,NA
"225","2020-11-04 11:07:41-03","ESALQ","ESA","51066","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana",NA,"Lima, A.D.","Lima, A.D. et al.",NA,"2005","01","10",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA051066","ESA051066",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-11-04 11:07:41-03","ESALQ","ESA","112878","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana",NA,NA,"Machado, I.C.",NA,"2010","10","30",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA112878","ESA112878",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-11-04 11:07:41-03","ESALQ","ESA","103852","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana",NA,"Lima, L.","Bazarian, S.V.","14.0","2006","05","01",NA,"Brasil","São Paulo","Ribeirão Grande",NA,"-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"ESA103852","ESA103852",NA,NA,"25028","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"228","2020-11-04 11:07:41-03","ESALQ","ESA","103853","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana",NA,"Lima, L.","Bazarian, S.V.","13.0","2006","03","01",NA,"Brasil","São Paulo","Ribeirão Grande",NA,"-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"ESA103853","ESA103853",NA,NA,"25028","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"229","2020-11-04 11:07:41-03","ESALQ","ESA","126171","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana",NA,"V.C. Souza","Castillo, D.","25.0","1905","07","04",NA,"Brasil","São Paulo","Santa Bárbara d'Oeste",NA,"-47.4099998474121","-22.75",NA,NA,NA,NA,"ESA126171",NA,NA,NA,"17443","auto",NA,NA,"1905","07","04",NA,NA,NA,NA,NA
"230","2020-11-04 11:07:41-03","ESALQ","ESA","51605","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana",NA,"Souza, V.C.","Mortara, S.R.",NA,"2005","03","19",NA,"Brasil","São Paulo","São Carlos",NA,"-47.8899993896484","-22.0100002288818",NA,NA,NA,NA,"ESA051605","ESA051605",NA,NA,"45913","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-11-04 11:07:41-03","ESALQ","ESA","8635","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana","Baill.","Caruzo, M.B.R.","Souza, V.C. et al.","1005.0","1990","01","07",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA008635","ESA008635",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-11-04 11:07:41-03","ESALQ","ESA","21830","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","urucurana","Croton urucurana",NA,NA,"Tamashiro, J.Y. et al.","989.0","1995","05","09",NA,"Brasil","São Paulo","Socorro",NA,"-46.5200004577637","-22.5900001525879",NA,NA,NA,NA,"ESA021830","ESA021830",NA,NA,"17674","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
