"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","locality","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"50","2021-02-11 17:21:49-03","UFPR","UPCB","88559","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Hinoshita, L.K.R. et al.","26","2013","10","26",NA,"Brasil",NA,NA,"Erva reptante, flor roxa..",NA,NA,NA,"(Spreng.) Bitter","Hinoshita, L.K.R.","Paraná","Fênix","-51.9791984558105","-23.9160995483398",NA,"Parque Estadual Vila Rica do Espírito Santo",NA,NA,"2013","12",NA,NA,NA,"06","16297","auto",NA,NA,NA,NA
"51","2013-12-09 13:01:00-02","MO","MOBOT","2939033","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Gert G. Hatschbach|J.M. Silva","Hatschbach 61463","1994",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Spreng.) Bitter","M. Nee","Paraná",NA,NA,NA,NA,"Cabeciras do Ribeirão do Tigre (mun. Cerro Azul)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500.00000000",NA,NA,"1"
"52","2008-05-27 22:02:00-03","MO","MOBOT","2940937","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Per Dusén","Dusén 11315","1911",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Spreng.) Bitter","William G. D'Arcy","Paraná",NA,NA,NA,NA,"Prudentapolis, in silvula.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","3343229","PreservedSpecimen","Plantae","Solanaceae","Solanum","violifolium","Solanum violifolium","Henry H. Rusby","Rusby 2678","1886","5",NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"Schott ex Spreng.","Foster's 1958 catalog notes file",NA,NA,NA,NA,NA,"Mapiri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"762.00000000",NA,NA,NA
"54","2020-07-10 09:49:28-03","MBML","MBML-HERBARIO","3517",NA,"Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","D. Espinosa",NA,"1953","12",NA,NA,"Brasil",NA,NA,"Ex Herb. Secretaria de Agricultura, Terras e Colonização do ES.","MBML003517",NA,NA,"Bitter","L.L. Giacomin/Fev.2011","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-01-26 13:58:47-03","IMA","MAC","2927","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","M.J.B.Mendes","98","1981","04","14",NA,"Brasil",NA,NA,"Espinho no caule e folhas.Botões brancos.","MAC0002927",NA,NA,"(Spreng.) Bitter",NA,"Alagoas","Marechal Deodoro","-35.893411","-9.697808",NA,"Trecho da AL .215, em direção à Pilar.",NA,NA,NA,NA,"-35.893411","-9.697808",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-01-26 13:58:47-03","IMA","MAC","43602","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Chagas-Mota","5106","2009","08","27",NA,"Brasil",NA,NA,"Rasteira. Flores cremes.; Cultivada.","MAC0043602",NA,NA,"(Spreng.) Bitter","E.C.O.Chagas","Alagoas","Maceió","-35.753056","-9.644236",NA,"Farol.",NA,NA,"2009","08","-35.753056","-9.644236",NA,"27",NA,NA,NA,NA,NA,NA
"57","2021-03-01 11:52:33-03","UFPE","UFP","3463","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Leão, IC","148","1971","09","01",NA,"Brasil",NA,NA,"Erva rastejante, flores alvas.; Erva rastejante, flores alvas.","UFP003463",NA,NA,"(Spring) Bitter","Stehmann, JR","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA
"58","2021-03-01 11:52:33-03","UFPE","UFP","33823","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Araújo, AGA","s.n.","2002","08","15",NA,"Brasil",NA,NA,"Herbácea, flor branco amarelada, hermafriduta, anteras poricidas.; Herbácea, flor branco amarelada, hermafriduta, anteras poricidas.","UFP033823",NA,NA,"(Spring) Bitter","Stehmann, JR","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA
"59","2021-03-01 11:52:33-03","UFPE","UFP","3026","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Corrêa, MCA","s.n.","1970","09",NA,NA,"Brasil",NA,NA,"Erva rastejante, flores alvas.; Erva rastejante, flores alvas.","UFP003026",NA,NA,"(Spring) Bitter","Stehmann, JR","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"2017","04",NA,NA,NA,"25","18865","auto",NA,NA,NA,NA
"60","2021-03-01 11:52:33-03","UFPE","UFP","73778","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Sampaio, VS; Amorim, BS; Chagas, MA; Porto, NM; Maciel, JR","60","2012","02","15",NA,"Brasil",NA,NA,"Liana com folhas cordadas, flores alvas com anteras amarelas.","UFP073778",NA,NA,"(Spring) Bitter","Sampaio, VS","Pernambuco","Recife","-34.966797","-8.077886",NA,NA,NA,NA,"2012","02","-34.966797","-8.077886",NA,"15",NA,NA,NA,NA,NA,NA
"61","2021-03-01 11:52:33-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Sampaio, VS; Amorim, BS; Chagas, MA; Porto, NM; Maciel, JR","60","2012","02","15",NA,"Brasil",NA,NA,"Liana com folhas cordadas, flores alvas com anteras amarelas.",NA,NA,NA,"(Spring) Bitter","Sampaio, VS","Pernambuco","Recife","-34.966797","-8.077886",NA,NA,NA,NA,"2012","02","-34.966797","-8.077886",NA,"15",NA,NA,NA,NA,NA,NA
"62","2020-09-25 10:40:47-03","UFPE","UFP","1243","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Dedecca, DM","s.n.","1950","03","15",NA,"Brasil",NA,NA,"Herbáceo, Fazenda Santa Elisa, Seção de Raízes e Tubérculos.; Herbáceo, Fazenda Santa Elisa, Seção de Raízes e Tubérculos.","UFP001243",NA,NA,"(Spring) Bitter","Stehmann, JR","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA
"63","2020-09-25 10:40:47-03","UFPE","UFP","1246","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Campos, RF; Pacheco, C","s.n.","1949","04","11",NA,"Brasil",NA,NA,"Rasteiro, jardim ao lado da Administração Instituto Agronômico.; Rasteiro, jardim ao lado da Administração Instituto Agronômico.","UFP001246",NA,NA,"(Spring) Bitter","Stehmann, JR","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA
"64","2020-09-12 05:00:02-03","US","US","2705827","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","G. Hatschbach","21591","1969","5","21","South America - Neotropics","Brazil",NA,NA,NA,"US01934239",NA,"Solanales","Bitter",NA,"Paraná","Cianorte","-52.6049995422363","-23.6632995605469","US01934239_01 US01934239_02","Fda. Água do Índio",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"32009","auto",NA,NA,NA,"1"
"65","2020-09-12 05:00:02-03","US","US","2830339","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","J. De Jesus","661","1970","5","18","South America - Neotropics","Brazil",NA,NA,NA,"US01934237",NA,"Solanales","Bitter",NA,"Bahia","Ilhéus","-39.0494003295898","-14.7889003753662","US01934237_01 US01934237_02","Salobrinho",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"61245","auto",NA,NA,NA,"1"
"66","2020-09-12 05:00:02-03","US","US","2703540","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","M. Nee","3447","1970","10","21","South America - Neotropics","Brazil",NA,NA,NA,"US01934238",NA,"Solanales","Bitter",NA,"Rio de Janeiro","Rio de Janeiro","-43.5","-23","US01934238_01 US01934238_02","Common weed in lawns of Jardim Botânico",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"5",NA,NA,"1"
"67","2020-09-12 05:00:02-03","US","US","98775","PreservedSpecimen","Plantae","Solanaceae","Solanum","violifolium","Solanum violifolium decadontum","T. Morong","920","1888",NA,NA,"South America","Paraguay",NA,NA,NA,"US01014240",NA,"Solanales","Hassl.",NA,NA,NA,NA,NA,NA,"Pilcomayo River.","decadontum","Isotype",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"68","2020-09-12 05:00:02-03","US","US","1417071","PreservedSpecimen","Plantae","Solanaceae","Solanum","violifolium","Solanum violifolium decadontum","T. Morong","920","1888",NA,NA,"South America","Paraguay",NA,NA,NA,"US00027851",NA,"Solanales","Hassl.",NA,NA,NA,NA,NA,NA,NA,"decadontum","Isotype",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"69","2019-11-13 11:32:09-03","USP","SPF","160216","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Melo, PHA","267","2003","12","30",NA,"Brasil",NA,NA,NA,"SPF00160216",NA,NA,"(Spreng.) Bitter","Stehmann, JR","Minas Gerais","Pains","-45.649722","-20.387222",NA,NA,NA,NA,NA,NA,"-45.649722","-20.387222",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-10-07 09:18:08-03","UEFS","HUEFS","21638","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Hatschbach, G.","61463","1994","12","07",NA,"Brasil",NA,NA,"Mata pluvial.","HUEFS0021638","Angiospermae","Solanales","(Spreng.) Bitter","L.L.Giacomin","Paraná","Cerro Azul","-49.261100769043","-24.823600769043","HUEFS0021638","Cabeceiras do Ribeirão do Tigre",NA,NA,"2013","09",NA,NA,"Asteranae",NA,"32006","auto","500","500",NA,NA
"71","2019-10-07 09:18:08-03","UEFS","HUEFS","75208","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Melo, P.H.A.","267","2002","12","30",NA,"Brasil",NA,NA,NA,"HUEFS0075208","Angiospermae","Solanales","(Spreng.) Bitter",NA,"Minas Gerais","Pains","-45.649722","-20.387222","HUEFS0075208","Fazenda Amargoso, MG 439 Km 16.",NA,NA,NA,NA,"45W38'59''","20S23'14''","Asteranae",NA,NA,NA,NA,NA,NA,NA
"72","2015-03-07 08:26:51-03","F","FMNH-SEEDPLANTS","V0124645F","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens",NA,NA,NA,NA,NA,"South America","Peru",NA,NA,NA,"V0124645F","Spermatophyta",NA,NA,NA,NA,NA,"-74.14","-9.1839","V0124645F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"73","2015-03-07 08:26:51-03","F","FMNH-SEEDPLANTS","V0124643F","PreservedSpecimen","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0124643F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0124643F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"74","2020-04-07 16:32:10-03","IAC","IAC","11247","S","Plantae","Solanaceae-8.Solanoideae","Solanum","violifolium","Solanum violifolium","D.M. Dedecca","s/nº","1950","03","15",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Schott ex Spreng.","D.M. Dedecca","São Paulo","Campinas","-47.077171","-22.870251",NA,"IAC, Fazenda Santa Elisa, Escção de Raízes e Tubérculos",NA,NA,"1950","03","-47.077171","-22.870251",NA,"15",NA,NA,NA,NA,NA,NA
"75","2020-04-07 16:32:10-03","IAC","IAC","25396","S","Plantae","Solanaceae-8.Solanoideae","Solanum","violifolium","Solanum violifolium","J. Heraldo","91","1983","11","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Schott ex Spreng.","J. Heraldo","São Paulo","Campinas","-47.077171","-22.870251",NA,"IAC, Fazenda Santa Elisa",NA,NA,"1983","11","-47.077171","-22.870251",NA,"16",NA,NA,NA,NA,NA,NA
"76","2020-04-07 16:32:50-03","IAC","IAC","57544","S","Plantae","Solanaceae-8.Solanoideae","Solanum","violifolium","Solanum violifolium","D.A. Rodrigues; L.C. Bernacci; E.G. Fabri","146","2019","11","23",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Schott ex Spreng.","L.C. Bernacci","São Paulo","Campinas","-47.077171","-22.87025",NA,NA,NA,NA,"2020","02","-47.077171","-22.87025",NA,"17",NA,NA,NA,NA,NA,NA
"77","2016-08-23 10:23:10-03","NHMLondon","NHM-LONDON-BOT","BM000949189","S","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Johannes Eugenius (Eugen) Bülow Warming; b.1841; d.1924; Warm.","s.n.","1866","02",NA,NA,"Brasil",NA,"NHMUK:ecatalogue:2356255","Habitat: In solo sylvestris.",NA,"Angiosperm",NA,NA,"Carvalho, Lúcia D. F. de - RB, Instituto de Pesquisas, Jardim Botânico do Rio de Janeiro - Jardim",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"2000",NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA
"78","2015-02-26 09:30:56-03","NHMLondon","NHM-LONDON-BOT","BM000949188","S","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","P. Dusen","s.n.","1903","12",NA,NA,"Brasil",NA,"NHMUK:ecatalogue:2356291",NA,NA,"Angiosperm",NA,NA,"Carvalho, Lúcia D. F. de - RB, Instituto de Pesquisas, Jardim Botânico do Rio de Janeiro - Jardim","Paraná",NA,"-51.351336","-24.611486",NA,NA,NA,NA,"2000","01","-51.351336","-24.611486",NA,"01",NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:14:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Solanaceae","Solanum","violifolium","Solanum violifolium","Schott, HW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Schott ex Spreng.",NA,NA,NA,NA,NA,NA,"in prov. Sebastianopolitana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:14:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Solanaceae","Solanum","violifolium","Solanum violifolium","D'Orbigny, A","619",NA,NA,NA,"Southern America","Bolivia",NA,NA,NA,NA,NA,NA,"Schott ex Spreng.",NA,NA,NA,NA,NA,NA,"forma major in provincia S. Cruz de la Sierra Boliviae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-09-11 16:28:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Solanaceae","Solanum","violifolium","Solanum violifolium","Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Aprili florens",NA,NA,NA,"Schott ex Spreng.",NA,"Minas Gerais","São João Batista do Glória","-46.51","-20.64",NA,"In sylvis perpetuis provinciae Minarum ad praesidium Sti. Joannis Baptistae",NA,NA,NA,NA,"-46.51","-20.64",NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:14:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Solanaceae","Solanum","violifolium","Solanum violifolium","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Schott ex Spreng.",NA,NA,NA,NA,NA,NA,"in prov. S. Pauli prope Ypanema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-02-08 12:45:36-03","UFRGS","ICN","089111","S","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Sobral, M","3623","1984","12",NA,"América do Sul","Brasil",NA,NA,NA,"ICN00033981","Dicotyledon",NA,"(Spreng.) Bitter","Mentz, LA","BA","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"2016","09",NA,NA,NA,"16","61245","auto",NA,NA,NA,NA
"84","2021-02-08 12:45:36-03","UFRGS","ICN","185395","S","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Pott, VJ; Bezerra, A; Isquierdo, S","536","1988","05","21","América do Sul","Brasil",NA,NA,"Doação CPAP 5258; Estames amarelos, erva rizomatosa; Beira de mata, solo argiloso, local úmido","ICN00033979","Dicotyledon",NA,"(Spreng.) Bitter","Mentz, LA","MS","Corumbá","-57.6533012390137","-19.0091991424561",NA,"Albuquerque, Fazenda Seu Isidoro",NA,NA,"2016","09",NA,NA,NA,"16","295160","auto","141","141",NA,NA
"85","2020-02-06 10:41:58-03","IBt","SP","79309A","S","Plantae","Solanaceae","Lycianthes","repens","Lycianthes repens","Kuhlmann","2790","1951","12","18",NA,"Brasil",NA,NA,NA,"SP059968",NA,NA,"(Spreng.) Bitter","Stehmann, JR","São Paulo","Limeira","-47.4000015258789","-22.5599994659424","SP059968",NA,NA,NA,"2005","04",NA,NA,NA,"27","20999","auto",NA,NA,NA,NA
