"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","class","order","individualCount","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","imagecode","coordinatePrecision","geoFlag","fieldNumber","infraspecificEpithet","typeStatus","relatedCatalogItem","previousCatalogNumber"
"50","2020-12-21 16:38:42-03","MBM","MBM","385495","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.) Garay & Pabst","Ariati, V.","2012","02","14","Ariati, V.","2012","02","14","Brasil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556","-50.706944","-24.100556","Resgate de flora da UHE Mauá; Epífita. Fruto com cápsulas amarelas. Borda superior do labelo lilás, o restante alvo. Sépalas e pétalas levemente verdes.","MBM385495",NA,NA,NA,NA,"581",NA,"520","750",NA,"MBM385495",NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:10:43-03","MBM","MBM","387303","PreservedSpecimen","Plantae",NA,"Ornithophora","radicans","Ornithophora radicans","(Rchb. f.) Garay & Pabst","Michelon, C.",NA,NA,NA,"Canestraro, B.K.","2012","03","21","Brazil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556","-50.706944","-24.100556","Flores amarelas com pequenas pontuações marrons.","MBM387303",NA,NA,NA,NA,"340","Southern America","520","750",NA,"MBM387303",NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:38:42-03","MBM","MBM","161916","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.) Garay & Pabst","Hatschbach, G.",NA,NA,NA,"Imaguire, N.","1971","03","17","Brazil","Paraná","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,NA,"MBM161916",NA,NA,NA,NA,"2598","Southern America",NA,NA,NA,"MBM161916","12577","auto",NA,NA,NA,NA,NA
"53","2020-12-21 16:38:42-03","MBM","MBM","189954","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.) Garay & Pabst",NA,NA,NA,NA,"Silva, J.M.","1996","02","05","Brazil","Paraná","Curitiba","Conjunto Marumbi","-49.2731018066406","-25.4277992248535",NA,NA,NA,"MBM189954",NA,NA,NA,NA,"1642","Southern America",NA,NA,NA,"MBM189954","25180","auto",NA,NA,NA,NA,NA
"54","2020-12-21 16:38:42-03","MBM","MBM","6627","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.) Garay & Pabst","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1968","01","30","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,"MBM006627",NA,NA,NA,NA,"18500","Southern America",NA,NA,NA,"MBM006627","37295","auto",NA,NA,NA,NA,NA
"55","2020-12-21 16:38:42-03","MBM","MBM","6623","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.) Garay & Pabst","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1968","02","26","Brazil","Paraná","Guaratuba","Rio São João, Porto Miranda","-48.5746994018555","-25.8827991485596",NA,NA,NA,"MBM006623",NA,NA,NA,NA,"18636","Southern America",NA,NA,NA,"MBM006623","41937","auto",NA,NA,NA,NA,NA
"56","2020-12-21 16:38:42-03","MBM","MBM","113252","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.) Garay & Pabst","Waechter, J.L.",NA,NA,NA,"Hagelund, K.","1978","02","04","Brazil","Rio Grande do Sul","Arroio dos Ratos","Fazenda Faxinal","-51.7291984558105","-30.0771999359131",NA,NA,NA,"MBM113252",NA,NA,NA,NA,"12258","Southern America",NA,NA,NA,"MBM113252","29956","auto",NA,NA,NA,NA,NA
"57","2015-09-03 19:48:01-03","MNHN","RECOLNAT_MNHN_P","P00441565","PreservedSpecimen",NA,"Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.","Walter",NA,NA,NA,"Wittig, E.","1873","3","15","Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441565' target='other'> <mi>dwc_moreinfo</mi></a>","P00441565",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P00441565_01",NA,NA,"6724",NA,NA,NA,NA
"58","2015-09-03 19:48:01-03","MNHN","RECOLNAT_MNHN_P","P00441566","PreservedSpecimen",NA,"Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.",NA,NA,NA,NA,"Dusén, P.","1911","3","20","Brésil",NA,NA,"Parana : Porto Dom Pedro II",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441566' target='other'> <mi>dwc_moreinfo</mi></a>","P00441566",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P00441566_01",NA,NA,"11582",NA,NA,NA,NA
"59","2020-10-01 14:26:14-03","JBB","HEPH","6905","S","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.","Silva, JBF da",NA,NA,NA,"Salles, AEH","1990","02","07","Brasil","Pará","Belém",NA,"-48.5043983459473","-1.4558299779892",NA,NA,"Proveniente da coleção do Sr. João Batista",NA,"Monocotyledon",NA,"Asparagales",NA,"1534","Southern America",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"60","2020-12-11 11:44:48-03","UFMG","BHCB","91142","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb) Garay & Pabst",NA,"2005","04",NA,"Stehmann, JR; Lombardi, JA; Mota, RC da","2005","02","21","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras; estrada para a divisa com a B","-40.0435","-16.403333","-40.0435","-16.403333","Epífita; sépalas, pétalas e ápice da coluna verde-claro, restante da coluna púrpura escuro; lobo frontal do labelo branco com calosidade amarelada no ápice e alaranjada na base; Em remanescente de Floresta Ombrófila Densa","BHCB001459","Monocotyledon",NA,NA,NA,"4051","Southern America","763","847",NA,"BHCB001459",NA,NA,NA,NA,NA,NA,NA
"61","2021-02-11 17:20:57-03","UFPR","UPCB","63276","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Reichb.f.) M.W. Chase & N.H. Williams","Meneguzzo, T.E.C.","2017",NA,NA,"Bonnet, A.","2008","02","09","Brasil","Paraná","Telêmaco Borba","Epífita. Ecótono (FOM e FES).","-50.6156005859375","-24.3239002227783",NA,NA,"Floresta nas margens do rio Tibagi (Ilha Cavalos)..","UPCB0032966",NA,NA,NA,NA,"630107",NA,"630","630",NA,"UPCB0032966","35037","auto",NA,NA,NA,NA,NA
"62","2021-02-11 17:20:57-03","UFPR","UPCB","85683","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","Smidt, E.C.",NA,NA,NA,"Klein, J.",NA,NA,NA,"Brasil","Rio Grande do Sul","Rolante",NA,"-50.5758018493652","-29.6506004333496",NA,NA,"Amostra conservada em solução de glicerina com álcool..",NA,NA,NA,NA,NA,"202",NA,NA,NA,NA,NA,"18269","auto",NA,NA,NA,NA,NA
"63","2021-02-11 17:20:57-03","UFPR","UPCB","86669","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.)M.W.Chase & N.H.Williams","Meneguzzo, T.E.C.","2017",NA,NA,"Klein, J.","2016","02",NA,"Brasil","Rio Grande do Sul","Rolante",NA,"-50.5758018493652","-29.6506004333496",NA,NA,"Cultivado na UFPR. DNA preservado..","UPCB0033285",NA,NA,NA,NA,"202",NA,NA,NA,NA,"UPCB0033285","18269","auto",NA,NA,NA,NA,NA
"64","2021-02-11 17:20:57-03","UFPR","UPCB","72475","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Reichb.f.) M.W. Chase & N.H. Williams","Meneguzzo, T.E.C.","2017",NA,NA,"Mancinelli, W.S.","2011","02","22","Brasil","Santa Catarina","Joinville","Rio do Braço","-48.8456001281738","-26.3043994903564",NA,NA,"Epífita..","UPCB0032963",NA,NA,NA,NA,"1425",NA,NA,NA,NA,"UPCB0032963","37150","auto",NA,NA,NA,NA,NA
"65","2021-02-11 17:20:57-03","UFPR","UPCB","7164","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Reichb.f.) M.W. Chase & N.H. Williams","Meneguzzo, T.E.C.","2017",NA,NA,"Hatschbach, G.","1968","01","30","Brasil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,"Sépalas e pétalas verde claras, labelo alvo. Epífita, mata pluvial, margens de rio. Alt. ca. 20 - 50m s/ mar..","UPCB0032965",NA,NA,NA,NA,"18500",NA,NA,NA,NA,"UPCB0032965","37295","auto",NA,NA,NA,NA,NA
"66","2021-02-11 17:21:02-03","UFPR","UPCB","44197","PreservedSpecimen","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.","Borgo, M.","2001","03","06","Borgo, M.","2001","03","06","Brasil","Paraná","Curitiba","Bosque Municipal Reinhard Maack, bairro Hauer","-49.2731018066406","-25.4277992248535",NA,NA,"Epífita a 2m do solo, com flores brancas com labelo amarelo e marrom, em Floresta ombrófila mista submontana..",NA,NA,NA,NA,NA,"973",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"67","2021-02-11 17:21:02-03","UFPR","UPCB","27117","PreservedSpecimen","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.","Dittrich, V.A.O.","1998","07",NA,"Dittrich, V.A.O.","1996","02",NA,"Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,"Epífita a 3,5m alt. Flor branca com callo amarelo. Floresta com Araucária..",NA,NA,NA,NA,NA,"91",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"68","2021-02-11 17:21:02-03","UFPR","UPCB","9038","PreservedSpecimen","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans","Rchb.f.","Borgo, M.","2001","04","26","Hatschbach, G.","1970","04","06","Brasil","Paraná","Arapoti","Rio das perdizes","-49.8266983032227","-24.1578006744385",NA,NA,"Flor verde, labelo alvo. Epífita em mata de galeria..",NA,NA,NA,NA,NA,"24121",NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA
"69","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","12338",NA,"Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017",NA,NA,NA,"L. Kollmann; et al","2000","03","30","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17","Mata baixa com solo de areia. Epifita na sombra. Sepalos e pétalos amarelos. Labelo branco. Coluna vinacea.","MBML012338",NA,NA,NA,NA,"2775",NA,NA,NA,NA,"MBML012338",NA,NA,NA,NA,NA,NA,NA
"70","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","12671",NA,"Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017",NA,NA,NA,"L. Kollmann; et al","2000","05","24","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17","Mata Atlântica. Epífita a 2m. Frutos verdes.","MBML012671",NA,NA,NA,NA,"2956",NA,NA,NA,NA,"MBML012671",NA,NA,NA,NA,NA,NA,NA
"71","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","4488",NA,"Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017",NA,NA,NA,"Orlando Perini; Evandro","1988","04","07","Brasil","Espírito Santo","Santa Teresa","Penha","-40.552778","-19.953333","40W33'10","19S57'12","Epífita formando touceira densa nos primeiros ramos de árvore a 6m do solo, flores alvas, base do labelo amarela, coluna vinho, floresta secundária, meio de encosta, nome vulgar: barba de bode das árvores.","MBML004488",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBML004488",NA,NA,NA,NA,NA,NA,NA
"72","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","4690",NA,"Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017",NA,NA,NA,"E. Lagasa","1973","02","20","Brasil","Espírito Santo","Santa Teresa","Museu de Biologia Mello Leitão","-40.6","-19.936111","40W36'0","19S56'10","In herb/alcool.","MBML004690",NA,NA,NA,NA,"152",NA,NA,NA,NA,"MBML004690",NA,NA,NA,NA,NA,NA,NA
"73","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","9898",NA,"Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017",NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","1999","03","17","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17","Mata baixa. Solo arenoso. Epifít a 1m. Flores amarelas. Coluna vinho.","MBML009898",NA,NA,NA,NA,"2176",NA,NA,NA,NA,"MBML009898",NA,NA,NA,NA,NA,NA,NA
"74","2020-07-10 09:48:28-03","MBML","MBML-HERBARIO","49886",NA,"Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans var. alba",NA,"T.E.C. Meneguzzo/2017",NA,NA,NA,"R.X. Bolsanello","1997","02",NA,"Brasil","Espírito Santo","Cariacica","Pau Amarelo","-40.4199981689453","-20.2639007568359",NA,NA,"Floração em fev. a maio","MBML049886",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBML049886","18507","auto",NA,"var. alba","HOLOTIPO",NA,NA
"75","2017-11-24 14:11:54-02","UFLA","ESAL","22120","S","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.f.) Garay & Pabst","Laércio Loures",NA,NA,NA,"Loures, L",NA,NA,NA,"Brasil","Minas Gerais","Santa Rita de Caldas","Pedra Rajada","-46.3367004394531","-22.028600692749",NA,NA,"; ; branca;; campo rupestre",NA,NA,NA,NA,NA,"s.n.",NA,"1","1",NA,NA,"29392","auto",NA,NA,NA,NA,NA
"76","2019-11-07 11:44:47-03","FUVATES","HVAT","1705","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","J. B. Castro","2017","05","25","E. Freitas","2005","02","22","Brasil","Rio Grande do Sul","Estrela","Novo Paraíso.","-51.966389","-29.501944","-51º57'59''W","-29º30'7''S","Epífita","HVAT00001705",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-07 11:44:47-03","FUVATES","HVAT","245","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","J. B. Castro","2017","05","25","E. Freitas","2000","03","18","Brasil","Rio Grande do Sul","Lajeado","Bairro Carneiros.","-51.961389","-29.466944","-51º57'41''W","-29º28'1''S",NA,"HVAT00000245",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-07 11:44:47-03","FUVATES","HVAT","309","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","J. B. Castro","2017","05","25","E. Freitas","2000","04","02","Brasil","Rio Grande do Sul","Estrela","Novo Paraíso.","-51.966389","-29.501944","-51º57'59''W","-29º30'7''S",NA,"HVAT00000309",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-07 11:44:53-03","FUVATES","HVAT","39","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.f.) Garay & Pabst","E. Freitas","2000","09","25","E. Musskopf","1996","02","02","Brasil","Rio Grande do Sul","Lajeado","Jardim Botânico.","-51.996111","-29.455833","-51º59'46''W","-29º27'21''S","Epífita.; Interior da mata.","HVAT00000039",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-06-10 10:11:22-03","FZB-BH","BHZB","6381","S","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans",NA,"R.C. Mota","2008","04",NA,"Fernandes, M.G.C.","2007","02","16","Brasil","MG","Belo Horizonte","Jardim Botânico da FZB/BH - Coleção","-43.937801361084","-19.9207992553711",NA,NA,"Coleção viva Orch 2004 024.Doada por: Astor, em 20/11/2004.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"81","2020-09-12 05:00:02-03","US","US","2706786","PreservedSpecimen","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans",NA,NA,NA,NA,NA,"G. Hatschbach","1970","4","6","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"US00009161",NA,"Monocotyledonae","Orchidales","1","24121","South America",NA,NA,NA,"US00009161_01",NA,NA,NA,NA,NA,NA,NA
"82","2020-09-12 05:00:02-03","US","US","2279689","PreservedSpecimen","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans",NA,NA,NA,NA,NA,"R. Reitz & R. M. Klein","1956","2","16","Brazil","Santa Catarina","Itajaí",NA,"-48.6618995666504","-26.9078006744385",NA,NA,NA,"US00009164",NA,"Monocotyledonae","Orchidales","1","2675","South America","200","200",NA,"US00009164_01","27253","auto",NA,NA,NA,NA,NA
"83","2020-09-12 05:00:02-03","US","US","2403487","PreservedSpecimen","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans",NA,NA,NA,NA,NA,"R. Reitz & R. M. Klein","1959","3","14","Brazil","Santa Catarina","Rio do Sul",NA,"-49.6431007385254","-27.2141990661621",NA,NA,NA,"US00009163",NA,"Monocotyledonae","Orchidales","1","8592","South America","400","400",NA,"US00009163_01","15163","auto",NA,NA,NA,NA,NA
"84","2020-09-12 05:00:02-03","US","US","2708141","PreservedSpecimen","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans",NA,NA,NA,NA,NA,"G. Hatschbach","1968","2","26","Brazil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,"US00009162",NA,"Monocotyledonae","Orchidales","1","18636","South America",NA,NA,NA,"US00009162_01","41937","auto",NA,NA,NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","2403497","PreservedSpecimen","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans",NA,NA,NA,NA,NA,"R. Reitz & R. M. Klein","1959","3","14","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"US00009159",NA,"Monocotyledonae","Orchidales","1","8638","South America","350","350",NA,"US00009159_01",NA,NA,NA,NA,NA,NA,NA
"86","2020-09-12 05:00:02-03","US","US","2757958","PreservedSpecimen","Plantae","Orchidaceae","Sigmatostalix","radicans","Sigmatostalix radicans",NA,NA,NA,NA,NA,"O. Handro","1975","5","10","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"US00009160",NA,"Monocotyledonae","Orchidales","1","2274","South America - Neotropics",NA,NA,NA,"US00009160_01",NA,NA,NA,NA,NA,NA,NA
"87","2020-09-02 16:35:18-03","Cenargen","CEN","10600","PreservedSpecimen","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.f.) Garay & Pabst","L. B. Bianchetti","1986","05",NA,"Francisco das Chagas e Silva","1985","03","02","Brasil","PR","LONDRINA","BR - 269 km 74. Londrina - Ortigueira. Serra do Cadeado, Pr.","-51.1627998352051","-23.3103008270264",NA,NA,"Doação da Universidade Estadual de Londrina - Centro de Ciências Biológicas.","CEN00010600",NA,NA,NA,"1","714",NA,NA,NA,"Exsicatas","CEN00010600","63728","auto",NA,NA,NA,NA,NA
"88","2019-12-09 17:30:35-03","UFPR","EFC","18049","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","DALL AGNOL, R. T.","2019","03","15","DALL AGNOL, R. T.; BATISTA, R. L. M.","2019","03","15","Brasil","Paraná","Fazenda Rio Grande","Estre Ambiental - CGR Iguaçu.","-49.342629","-25.654797","-49,342629","-25,654797","Erva epífita a 1 m; tépalas esverdeadas, labelo alvo, ginostêmio esverdeado com máculas vináceas, políneas lúteas.","EFC018049",NA,NA,NA,NA,"933",NA,"914","914",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-12-09 17:30:35-03","UFPR","EFC","16582","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","Engels, M. E.","2009","01",NA,"Engels, M. E.","2009","01","15","Brasil","Paraná","Carambeí","Mangabeira","-50.0971984863281","-24.9178009033203",NA,NA,"Epífita, corola branca","EFC016582",NA,NA,NA,NA,"65",NA,NA,NA,NA,NA,"26641","auto",NA,NA,NA,NA,NA
"90","2019-12-09 17:30:36-03","UFPR","EFC","17945","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","SOUZA, I.","2019","02","18","DALL AGNOL, R. T.","2019","02","17","Brasil","Paraná","Piraquara","Rod. Dep. João Leopoldo Jacomel, 5020.","-49.1151277777778","-25.4501416666667","-49,1151277777778","-25,4501416666667","Erva epífita a 4 m, em denso agrupamento; tépalas esverdeadas, labelo alvo, ginostêmio esverdeado com máculas vináceas, políneas lúteas.","EFC017945",NA,NA,NA,NA,"920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2014-04-04 18:28:05-03","PNFM","IRAI","7372","S","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.f.) Garay & Pabst","Viana, L.H.O.","2013","02","20","Ristow, R.","2013","02","19","Brasil","Paraná","Curitiba","Universidade Positivo, Campo Comprido","-49.356861","-25.445417","-49.356861","-25.445417","Epífita. Floresta Ombrófila Mista","IRAI00007372","Magnoliophyta",NA,NA,NA,"2630",NA,"940","940",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-10-07 09:20:02-03","UEFS","HUEFS","113053","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","T.E.C.Meneguzzo","2014","10",NA,"Amorim, A.M.","2006","02","09","Brasil","Minas Gerais","Santa Maria do Salto","Divisa entre Bahia e Minas Gerais. Fazenda Duas Barras. Reserva do Alto Cariri. Trilha da Divisa Bahia-Minas Gerais.","-40.054444","-16.406389","40W3'16''","16S24'23''","Floresta Ombrófila Densa Montana.","HUEFS0113053","Angiospermae","Lilianae","Asparagales",NA,"5628",NA,"950","950",NA,"HUEFS0113053",NA,NA,NA,NA,NA,NA,NA
"93","2019-07-09 12:42:54-03","F","FMNH-SEEDPLANTS","V0434611F","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans",NA,NA,NA,NA,NA,"P. Dusén & R. Lange","1910","3","8","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0434611F","Spermatophyta","Monocotyledoneae",NA,NA,NA,"South America",NA,NA,NA,"V0434611F_01",NA,NA,NA,NA,NA,NA,NA
"94","2019-07-09 12:46:53-03","F","FMNH-SEEDPLANTS","V0447073F","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans",NA,NA,NA,NA,NA,"R. Reitz & R. M. Klein","1959","3","14","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0447073F","Spermatophyta","Monocotyledoneae",NA,NA,"8.638","South America",NA,NA,NA,"V0447073F_01",NA,NA,NA,NA,NA,NA,NA
"95","2019-07-09 12:46:49-03","F","FMNH-SEEDPLANTS","V0447074F","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans",NA,NA,NA,NA,NA,"G. Hatschbach","1968","1","30","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"V0447074F","Spermatophyta","Monocotyledoneae",NA,NA,"18500","South America",NA,NA,NA,"V0447074F_01 V0447074F_02",NA,NA,"18500",NA,NA,NA,NA
"96","2019-01-25 15:43:46-02","IAC","IAC","4187","S","Plantae","Orchidaceae","Ornithophora","radicans","Ornithophora radicans","(Rchb.f.) Garay & Pabst","F. Barros","1993","05","07","N.G. Blanco","1938","12","18","Brasil","São Paulo","Campinas","Fazenda Campo Grande","-47.169767","-22.922308","-47.169767","-22.922308",NA,NA,NA,NA,NA,NA,"s/nº",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-07-23 12:17:19-03","CEPLAC","CEPEC","102981","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans",NA,"T. E. C. Meneguzzo",NA,NA,NA,"W. W. Thomas","2004","01","30","Brasil","Minas Gerais","BANDEIRAS","Fazenda Boi Rajado, 5.9Km a E da Rod. Macarani/Bandeiras. Ca. 12Km ao N da Rod. p/ Bandeiras (Fazenda Canadá).","-40.518056","-15.806389","40W31'5","15S48'23",NA,NA,NA,NA,NA,NA,"13639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2014",NA
"98","2020-11-04 17:30:10-03","UEM","HUEM","19318","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","Milaneze-Gutierre, MA","2018","03","29","Milaneze-Gutierre, MA","2009","12",NA,"Brasil","Paraná","Mauá da Serra",NA,"-51.2294006347656","-23.9013996124268",NA,NA,"Flores típicas","HUEM000009636",NA,NA,NA,NA,"63",NA,NA,NA,NA,"HUEM000009636","16036","auto",NA,NA,NA,NA,NA
"99","2020-11-04 17:30:10-03","UEM","HUEM","28132","S","Plantae","Orchidaceae","Gomesa","radicans","Gomesa radicans","(Rchb.f.) M.W.Chase & N.H.Williams","Milaneze-Gutierre, MA","2018","03",NA,"Milaneze-Gutierre, MA","2012","02",NA,"Brasil","Paraná","Telêmaco Borba","UHE Mauá.","-50.6156005859375","-24.3239002227783",NA,NA,"Epífita.","HUEM000016629",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"HUEM000016629","35037","auto",NA,NA,NA,NA,NA
