"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"50","2020-12-21 16:19:58-03","MBM","MBM","120751","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Hatschbach, G.","Krul; et al.; et al.","135","1987","12","05","Southern America","Brazil","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"MBM120751","MBM120751",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:19:58-03","MBM","MBM","120750","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Hatschbach, G.","Cordeiro, J.; Hatschbach, G.; Hatschbach, G.","504","1987","12","15","Southern America","Brazil","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"MBM120750","MBM120750",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:19:58-03","MBM","MBM","220962","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Smith, L.B.","Mattos, A.","s.n.","1951","11","09","Southern America","Brazil","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"MBM220962",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:19:58-03","MBM","MBM","220959","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don",NA,"Dombrowski, L.T.; et al.; et al.","3004","1970","10","12","Southern America","Brazil","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"MBM220959",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:19:58-03","MBM","MBM","210508","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Hatschbach, G.","Motta, J.T.","111","1985","11","13","Southern America","Brazil","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"MBM210508","MBM210508",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:19:58-03","MBM","MBM","388304","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Brotto, M.L.","Felitto, G.; Saridakis, D.P.; Lozano, E.D.; Saridakis, D.P.; Lozano, E.D.","475","2012","12","19","Southern America","Brazil","Paraná","Palmeira","Rodovia BR-376, Km 543","-50.0064010620117","-25.4293994903564",NA,"Herbácea, 50cm, flores vermelhas.; Crescendo em barranco de rio.","MBM388304","MBM388304",NA,NA,NA,NA,NA,"35166","auto","2014","02","25",NA,NA,NA
"56","2020-12-21 16:19:58-03","MBM","MBM","51932","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Hatschbach, G.","Kummrow, R.","973","1975","11","03","Southern America","Brazil","Paraná","Palmeira","Rodovia do Café, Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,"MBM051932","MBM051932",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:19:58-03","MBM","MBM","42044","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Hatschbach, G.","Hatschbach, G.","33484","1973","12","12","Southern America","Brazil","Paraná","Pitanga","Rio Bonito","-51.7613983154297","-24.7572002410889",NA,NA,"MBM042044","MBM042044",NA,NA,NA,NA,NA,"37178","auto",NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:19:58-03","MBM","MBM","135472","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Hatschbach, G.","Cervi, A.C.; Hatschbach, G.; Hatschbach, G.","3016","1989","11","09","Southern America","Brazil","Paraná","Ponta Grossa","Rio São João","-50.1618995666504","-25.0949993133545",NA,NA,"MBM135472","MBM135472",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:19:58-03","MBM","MBM","51926","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Hatschbach, G.","Kummrow, R.","1067","1976","02","03","Southern America","Brazil","Paraná","Porto Amazonas","Fazenda São Roque","-49.8903007507324","-25.5447006225586",NA,NA,"MBM051926","MBM051926",NA,NA,NA,NA,NA,"14684","auto",NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:19:58-03","MBM","MBM","197505","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Hatschbach, G.","Ziller, S.R.","1494","1996","09","19","Southern America","Brazil","Paraná","Tibagi","Rio Iapó, Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"MBM197505","MBM197505",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:19:58-03","MBM","MBM","225947","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Souza, V.C.","Souza, V.C.; et al.; et al.","4001","1993","07","15","Southern America","Brazil","São Paulo","Itararé","Estrada Itararé - Bonsucesso","-49.3400001525879","-24.1100006103516",NA,NA,"MBM225947","MBM225947",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:19:58-03","MBM","MBM","374289","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Coelho, G.P.","Silva, J.M.; Martin, L.A.; Martin, L.A.","8159","2012","01","05","Southern America","Brazil","Paraná","Ponta Grossa","Cachoeira da Mariquinha","-49.952583","-25.195139",NA,"Herbácea, flor avermelhada.; Margem de rio encachoeirado.","MBM374289","MBM374289",NA,NA,NA,"-49.952583","-25.195139",NA,NA,"2019","08","13",NA,NA,NA
"63","2020-12-21 16:19:58-03","MBM","MBM","416533","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Barboza, E.","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3190","2018","11","20","Southern America","Brazil","Paraná","Jaguariaíva","Rio Diamante","-49.8075","-24.354722",NA,"Erva com 70 cm de altura; flor alaranjada.; Savana (Campo cerrado).","MBM416533",NA,"1102","1102",NA,"-49.8075","-24.354722",NA,NA,"2019","02","05",NA,NA,NA
"64","2020-12-21 16:19:58-03","MBM","MBM","428121","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Lozano, E.D.","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","1991","2013","11","28","Southern America","Brazil","Paraná","Piraí do Sul","Fazenda Esterco, Propriedade da Iguaçu Celulose","-50.008083","-24.426083",NA,"Herbácea, 40 cm, flores laranja, margem de rio lajeado.; Campos Gerais.","MBM428121",NA,NA,NA,NA,"-50.008083","-24.426083",NA,NA,"2018",NA,NA,NA,NA,NA
"65","2020-12-21 16:19:58-03","MBM","MBM","428122","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Lozano, E.D.","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","1952","2013","11","27","Southern America","Brazil","Paraná","Piraí do Sul","Pousada Pirahy da Serra, no entorno","-50.020306","-24.466972",NA,"Herbácea, 40 cm, flores laranja, margem de rio lajeado.; Campos Gerais.","MBM428122",NA,NA,NA,NA,"-50.020306","-24.466972",NA,NA,"2018",NA,NA,NA,NA,NA
"66","2020-12-21 16:19:58-03","MBM","MBM","63407","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Mcvaugh, R.","Irwin, H.S.; et al.; et al.","5195","1964","08","16","Southern America","Brazil","Distrito Federal",NA,"Chapada da Contagem, 20 Km E of Brasília",NA,NA,NA,NA,"MBM063407","MBM063407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:19:58-03","MBM","MBM","120752","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Coelho, G.P.","Hatschbach, G.; Cordeiro, J.; Cordeiro, J.","51791","1988","01","24","Southern America","Brazil","Goiás","Cristalina","Cachoeira do Arrojado","-47.6136016845703","-16.7686004638672",NA,"Erva, flor amarela, ápice verde.; Margens do rio.","MBM120752","MBM120752",NA,NA,NA,NA,NA,"85457","auto","2019","08","13",NA,NA,NA
"68","2020-12-21 16:19:58-03","MBM","MBM","68919","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Hatschbach, G.","Hatschbach, G.","43846","1981","04","12","Southern America","Brazil","Goiás","Cristalina","Cristalina, 5 Km","-47.6136016845703","-16.7686004638672",NA,NA,"MBM068919","MBM068919",NA,NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:19:58-03","MBM","MBM","8572","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Mcvaugh, R.","Hatschbach, G.","19966","1968","10","10","Southern America","Brazil","Paraná","Arapoti","Rio das Cinzas","-49.8266983032227","-24.1578006744385",NA,NA,"MBM008572","MBM008572",NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:19:58-03","MBM","MBM","5269","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Godoy, S.A.P.","Lindeman, J.; Haas, H.; Haas, H.","2524","1966","09","25","Southern America","Brazil","Paraná","Balsa Nova","Rodovia do Café","-49.6356010437012","-25.5839004516602",NA,NA,"MBM005269","MBM005269",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:19:58-03","MBM","MBM","42046","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Hatschbach, G.","Hatschbach, G.","35463","1974","11","13","Southern America","Brazil","Paraná","Jaguariaíva","Fazenda Samambaia","-49.7057991027832","-24.2511005401611",NA,NA,"MBM042046","MBM042046",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:19:58-03","MBM","MBM","5409","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Hatschbach, G.","Hatschbach, G.; Fontella, J.P.; Fontella, J.P.","17693","1967","11","05","Southern America","Brazil","Paraná","Palmeira","Fazenda Santa Amélia","-50.0064010620117","-25.4293994903564",NA,NA,"MBM005409","MBM005409",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:19:58-03","MBM","MBM","220967","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Dombrowski, L.T.","Dombrowski, L.T.","13988","1987","09","18","Southern America","Brazil","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"MBM220967",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:19:58-03","MBM","MBM","385905","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Lozano, E.D.","Lozano, E.D.; Ariati, V.; Ariati, V.","1104","2012","10","10","Southern America","Brazil","Paraná","Ponta Grossa","Fazenda Capão das Almas, Margem do rio Tibagi.","-50.1618995666504","-25.0949993133545",NA,"Herbácea, 30cm, flores laranjas.; Campos Gerais.","MBM385905",NA,NA,NA,NA,NA,NA,"46557","auto","2012",NA,NA,NA,NA,NA
"75","2020-12-21 16:19:58-03","MBM","MBM","32652","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Smith, L.B.","Hatschbach, G.","5137","1958","10","09","Southern America","Brazil","Paraná","Jaguariaíva","Joaquim Murtinho","-49.7057991027832","-24.2511005401611",NA,NA,"MBM032652","MBM032652",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:19:58-03","MBM","MBM","220961","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Smith, L.B.","Hatschbach, G.","5137","1958","10","09","Southern America","Brazil","Paraná","Jaguariaíva","Joaquim Murtinho","-49.7057991027832","-24.2511005401611",NA,NA,"MBM220961",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:19:58-03","MBM","MBM","32653","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Brade, A.C.","Hatschbach, G.","1739","1950","01","15","Southern America","Brazil","Paraná","Morretes","Pico Olimpo","-48.834400177002","-25.476900100708",NA,"Erva até 40cm, flor vermelha.","MBM032653",NA,"1547","1547",NA,NA,NA,"30514","auto","1951",NA,NA,NA,NA,NA
"78","2020-12-21 16:19:58-03","MBM","MBM","236657","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) D. Don","Bassani, G.","Bassani, G.","1","1999","01","15","Southern America","Brazil","Paraná","Palmeira","Colônia Witmarsum","-50.0064010620117","-25.4293994903564",NA,NA,"MBM236657","MBM236657",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"79","2019-11-12 14:46:56-03","IFGoiano","IFRV","799","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don",NA,"Valdinéa Casagrande Dalvi; Alex Batista Moreira Rios",NA,"2017","01","28",NA,"Brasil","Minas Gerais","Minas Gerais","Estrada sentido Serra do Cipó para Conceição do Mato Dentro, bifurcação entre morro do Pilar e Conceição do Mato Dentro, área de campo rupestre úmido, Serra do Cipó",NA,NA,NA,NA,"IFRV00000697",NA,NA,NA,NA,"-435380555.0","-193669445.0",NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-12 14:46:56-03","IFGoiano","IFRV","10092","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don",NA,"Valdnéa Casagrande Dalvi; Alex Batista Moreira Rios",NA,"2017","01","28",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Estrada sentido Serra do Cipó para Conceição do Mato Dentro, bifurcação entre morro do Pilar e Conceição do Mato Dentro, área de campo rupestre úmido, Serra do Cipó #?# MG","-43.4249992370605","-19.0372009277344",NA,"Arbusto com 0,9 m de altura. Uma flor em cada indivíduo, cor vermelha na base e corola em formato tubular.","IFRV00000978",NA,NA,NA,NA,"-435380555.0","-193669445.0","60318","auto",NA,NA,NA,NA,NA,NA
"81","2015-09-04 08:12:33-03","MNHN","RECOLNAT_MNHN_P","P02893623","PreservedSpecimen",NA,NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","São Paulo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02893623' target='other'> <mi>dwc_moreinfo</mi></a>","P02893623","P02893623_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1519",NA,NA
"82","2017-12-14 14:10:01-02","MNHN","RECOLNAT_MNHN_P","P02893624","PreservedSpecimen",NA,NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don",NA,"Kummrow, R.",NA,"1975","11","3",NA,"Brasil","Paraná","Palmeira","Rod. do Café, Rio Tibagi.","-50.0064010620117","-25.4293994903564","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02893624' target='other'> <mi>dwc_moreinfo</mi></a>","P02893624","P02893624_01",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,"973",NA,NA
"83","2021-02-11 17:18:28-03","UFPR","UPCB","60643","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Muelbert, A.E.","Muelbert, A.E.","40","2008","09","26",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá.","-50.219444","-24.281667",NA,"Herbácea, corola com interior e exterior amarelos, próximo ao rio. Cerrado..",NA,NA,NA,NA,NA,"-50.219444","-24.281667",NA,NA,"2008","01","01",NA,NA,NA
"84","2021-02-11 17:18:28-03","UFPR","UPCB","60608","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Pereira, J.B.S. & Falleiros, R.","Pereira, J.B.S.","318","2008","09","27",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá.","-50.283333","-24.533333",NA,"Herbácea, beira de rio, flores vermelhas..",NA,NA,"1100","1100",NA,"-50.283333","-24.533333",NA,NA,"2008","01","01",NA,NA,NA
"85","2021-02-11 17:18:28-03","UFPR","UPCB","88570","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Bobato, R.","Bobato, R. et al.","23","2013","10","25",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.283333","-24.533333",NA,NA,NA,NA,NA,NA,NA,"-50.283333","-24.533333",NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-02-11 17:18:28-03","UFPR","UPCB","94320","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","(Cham.) G.Don","Bobato, R.","Bobato, R. | Duran, A | Felippe, C.","23","2013","10","25",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.283333","-24.533333",NA,NA,"UPCB0042517","UPCB0042517","1200","1200",NA,"-50.283333","-24,533333",NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-02-11 17:18:28-03","UFPR","UPCB","36548","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Bassani, G.","Bassani, G.","5","1999","01","15",NA,"Brasil","Paraná","Palmeira","Arredores da Colônia Witmarsum","-50.0064010620117","-25.4293994903564",NA,"Herbácea, flores alaranjadas, com anteras soldadas, ambiente extremamente úmido..",NA,NA,NA,NA,NA,NA,NA,"35166","auto","1999","01","01",NA,NA,NA
"88","2021-02-11 17:18:28-03","UFPR","UPCB","10369","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Hatschbach, G.","Kummrow, R.","1067","1976","02","03",NA,"Brasil","Paraná","Porto Amazonas","Fazenda São Roque","-49.8903007507324","-25.5447006225586",NA,"Erva, 60cm, flor vermelha. Campo, beira de córrego..",NA,NA,NA,NA,NA,NA,NA,"14684","auto","1977","02",NA,NA,NA,NA
"89","2021-02-11 17:18:28-03","UFPR","UPCB","34688","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Smith, L.B.","Hatschbach, G.","5137","1958","10","09",NA,"Brasil","Paraná","Jaguariaíva","Joaquim Murtinho","-49.7057991027832","-24.2511005401611",NA,"Erva, flor vermelha, ápice amarelo. Beira de riacho (zona de campo)..",NA,NA,NA,NA,NA,NA,NA,"44368","auto","1959","01","01",NA,NA,NA
"90","2021-02-11 17:18:28-03","UFPR","UPCB","1773","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Smith, L.B.","Hatschbach, G.","5137","1958","10","09",NA,"Brasil","Paraná","Jaguariaíva","Joaquim Murtinho","-49.7057991027832","-24.2511005401611",NA,"Erva, flor vermelha, ápice amarelo. Beira de riacho (zona de campo)..",NA,NA,NA,NA,NA,NA,NA,"44368","auto","1959","01","01",NA,NA,NA
"91","2021-02-11 17:18:28-03","UFPR","UPCB","51276","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Becker, F.G.","Vieira, M.E.M.","20","2003","11","29",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,"Alt.: 1200m s.n.m..",NA,NA,NA,NA,NA,NA,NA,"56988","auto","2003","01","01",NA,NA,NA
"92","2021-02-11 17:18:28-03","UFPR","UPCB","7633","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","McVaugh, R.","Hatschbach, G.","19966","1968","10","10",NA,"Brasil","Paraná","Arapoti","Rio das Cinzas","-49.8266983032227","-24.1578006744385",NA,"Erva semi-aquática, flor vermelha. Margens úmidas do rio..",NA,NA,NA,NA,NA,NA,NA,"41852","auto","1969","05",NA,NA,NA,NA
"93","2021-02-11 17:18:28-03","UFPR","UPCB","36302","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Melo, E. & França, F.","Melo, E.de","164","1989","11","02",NA,"Brasil","Paraná","Jaguariaíva","Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,"Caule vinoso, flores vermelhas, solo brejoso, beira do rio..",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"94","2021-02-11 17:18:28-03","UFPR","UPCB","29236","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Cervi, A.C.","Santos, E.P.","208","1996","11","07",NA,"Brasil","Paraná","Jaguariaíva","Rio das Mortes, estrada Jaguariaíva-Sengés","-49.7057991027832","-24.2511005401611",NA,"Erva, ca. 40cm, flor vermelha. Beira de rio..",NA,NA,NA,NA,NA,NA,NA,"44368","auto","1996","11","07",NA,NA,NA
"95","2021-02-11 17:18:28-03","UFPR","UPCB","16466","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don",NA,"Cervi, A.C.","2204","1983","10","28",NA,"Brasil","Paraná","Ponta Grossa","Rio dos Papagaios","-50.1618995666504","-25.0949993133545",NA,"Flor avermelhada, dentro do tubo amareladas. Beira do rio..",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"96","2021-02-11 17:18:28-03","UFPR","UPCB","23062","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Cervi, A.C.","Cervi, A.C.","4095","1993","04","23",NA,"Brasil","Paraná","Ponta Grossa","Rio dos Papagaios, Recanto dos Papagaios.","-50.1618995666504","-25.0949993133545",NA,"Flor vermelho-alaranjada, ápice amarelo. Margem de rio..",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"97","2021-02-11 17:18:28-03","UFPR","UPCB","18970","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G.Don","Hatschbach, G.","Cervi, A.C.","3016","1989","11","09",NA,"Brasil","Paraná","Ponta Grossa","Rio São Jorge","-50.1618995666504","-25.0949993133545",NA,"Erva, flor vermelha com ápice amarelo. Zona de campo, barrancos às margens do rio..",NA,NA,NA,NA,NA,NA,NA,"46557","auto","1989","12",NA,NA,NA,NA
"98","2009-07-21 23:34:00-03","MO","MOBOT","2456025","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G. Don","F.E. Wimmer","Per Dusén","Dusén 6950","1908",NA,NA,"South America","Brazil","Paraná",NA,"Serrinha, ad rivulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2010-10-07 15:39:00-03","MO","MOBOT","2875889","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G. Don","Luteyn","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 8468","1965","9","19","South America","Brazil","Distrito Federal",NA,"Cerrado slopes, Chapada da Contagem, ca. 30km N.E> of Brasília,",NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2009-08-21 06:48:00-03","MO","MOBOT","2875963","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G. Don","R. McVaugh","Howard S. Irwin|Thomas R. Soderstrom","Irwin 5195","1964","8","16","South America","Brazil","Distrito Federal",NA,"Cerrado and fields, limestone slopes, Chapada da Contagem, ca 20km E. of Brasília.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2012-04-25 13:19:00-03","MO","MOBOT","2878937","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G. Don",NA,"Gert G. Hatschbach","Hatschbach 43846","1981","4","12","South America","Brazil","Goiás",NA,"Cristalina, 5km O,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"102","2008-05-27 22:02:00-03","MO","MOBOT","2879115","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G. Don","F.E. Wimm.","Per Dusén","Dusén 13437a","1911",NA,NA,"South America","Brazil","Paraná",NA,"Serrimha, ad rivulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2008-05-27 22:02:00-03","MO","MOBOT","2879179","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","lycioides","Siphocampylus lycioides","G. Don","Ronald L.Liesner","Per Dusén","Dusén 15602","1914",NA,NA,"South America","Brazil","Paraná",NA,"Serrinha, ad rivulum",NA,NA,NA,NA,NA,NA,"840.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
