"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","individualCount","typeStatus"
"52","2020-09-12 05:00:02-03","US","US","1127300","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.",NA,NA,"E. W. D. Holway & M. M. Holway","1922","5","2","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","1803","South America - Neotropics","Campos do Jordao.",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"53","2020-09-12 05:00:02-03","US","US","1108630","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.",NA,NA,"P. K. Dusén","1914","10","14","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","1136a","South America","Pinhaes in aggere viae ferreae.","900",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"54","2020-09-12 05:00:02-03","US","US","2252121","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.",NA,NA,"-- Reitz & Klein, --","1957","10","18","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","5314","South America","Morro do Iquererim, Campo Alegre.","1400",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"55","2020-09-12 05:00:02-03","US","US","1257243","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.",NA,NA,"A. Chase","1925","5","20","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","9887","South America - Neotropics","Campos do Jardão, Serra Mantiqueira.","1575",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"56","2020-09-12 05:00:02-03","US","US","2433667","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.",NA,NA,"L. Smith & R. M. Klein","1956","11","21","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","7803","South America","Mun. Bom Retiro: Campo between Fazenda Campo dos Padres and Fazenda Santo Antônio, Campo dos Padres.","1400","1650",NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","2205143","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.",NA,NA,"B. Rambo S. J.","1955","1","2","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","56354","South America","Fazenda Englert p.S.Fr. de Paula.",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"58","2020-09-12 05:00:02-03","US","US","2433668","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.",NA,NA,"L. Smith & R. M. Klein","1956","11","8","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","7424","South America","Mun. Campo Alegre: Alpine campo, Morro Iquererim.","1300","1500",NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"59","2020-09-12 05:00:02-03","US","US","2383735","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.",NA,NA,"-- Reitz & Klein, --","1960","11","10","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","10390","South America","Serra da Boa Vista, São José.","1000",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"60","2020-09-12 05:00:02-03","US","US","2618808","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.",NA,NA,"L. Smith & R. M. Klein","1964","12","3","Brazil","Santa Catarina",NA,"-51.4","-26.75",NA,NA,NA,NA,NA,"Cyperales","13400","South America","Mun. Agua Doce: Campo, Campos de Palmas, 30 km. southeast of Horizonte (Paraná).","1000","1200",NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US","2379266","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.",NA,NA,"G. Hatschbach","1960","11","13","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","7476","South America","Mun. Campina Gde. do Sul. Estr. Rio Taquary - Rio Divisa.",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"62","2020-09-12 05:00:02-03","US","US","2380677","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.",NA,NA,"-- Reitz & Klein, --","1958","12","11","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","7811","South America","Bom Jardim da Serra: Curral Falso, Bom Jardim, S. Joaquim.","1500",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"63","2020-09-12 05:00:02-03","US","US","601227","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.",NA,NA,"P. K. Dusén",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","13369","South America","Pinhaes.",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"64","2020-09-12 05:00:02-03","US","US","2383723","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.",NA,NA,"-- Reitz & Klein, --","1960","11","4","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","10330","South America","Morro do Campo Alegre, São Francisco do Sul.","1300",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"65","2020-09-12 05:00:02-03","US","US","866060A","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.",NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"US00157500","US00157500_01",NA,"Cyperales","s.n.","South America - Neotropics","[This is a collection event record attached to numerous Sellow specimens from Brazil without collection date or locality. Do not modify.]",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1","Type fragment"
"66","2020-09-02 16:36:55-03","Cenargen","CEN","3773","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.","J. F. M. Valls",NA,"José Francisco Montenegro Valls","1970","12","30","Brasil","RS","BOM JESUS","-50.4166984558105","-28.6678009033203",NA,NA,"CEN00003773","CEN00003773",NA,NA,"1417",NA,"Serra da Rocinha, em margem de sanga que corta a estrada Araranguá - Bom Jesus, a cerca de 3 km a oeste da borda da serra.",NA,NA,"Exsicatas","Doação Herb. Depto. Bot. da U.F.R.G.S. - Porto Alegre ICN Nº 10173.","55856","auto",NA,NA,NA,"1",NA
"67","2020-09-02 16:36:55-03","Cenargen","CEN","12712","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.","J. F. M. Valls","2015","Hilda Maria Longhi Wagner","1988","11","27","Brasil","RS","CAMBARA DO SUL","-50.1446990966797","-29.0478000640869",NA,NA,"CEN00012712","CEN00012712",NA,NA,"1800",NA,"20 km após a celulose Cambará.",NA,NA,"Exsicatas","Doação Herb. Depto. Bot. da U.F.R.G.S. Porto Alegre - ICN 80184","30776","auto",NA,"09",NA,"1",NA
"68","2020-09-02 16:36:55-03","Cenargen","CEN","12713","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.","J. F. M. Valls","2015","Ana Zanin- FLOR","1987","01","05","Brasil","RS","CAMBARA DO SUL","-50.1446990966797","-29.0478000640869",NA,NA,"CEN00012713","CEN00012713",NA,NA,"39",NA,"Fortaleza, 1,60 de altura , beira do Rio",NA,NA,"Exsicatas","Doação Herb. Depto. Bot. da U.F.R.G.S. - Porto Alegre - ICN 68112","30776","auto",NA,"09",NA,"1",NA
"69","2020-09-02 16:36:55-03","Cenargen","CEN","3772","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.","J. F. M. Valls","2015","José Francisco Montenegro Valls","1971","12","30","Brasil","RS","CAMBARA DO SUL","-50.1446990966797","-29.0478000640869",NA,NA,"CEN00003772","CEN00003772",NA,NA,"1910",NA,"Itaimbezinho, á beira do Perau",NA,NA,"Exsicatas","Doação - Herb. U.F.R.G.S. - Porto Alegre. n°: 10188","30776","auto",NA,"09",NA,"1",NA
"70","2020-09-02 16:36:55-03","Cenargen","CEN","12698","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.","J. F. M. Valls","2015","Ana Zanin- FLOR","1989","11","18","Brasil","RS","CAMBARA DO SUL","-50.1446990966797","-29.0478000640869",NA,NA,"CEN00012698","CEN00012698",NA,NA,"194",NA,"Itambezinho",NA,NA,"Exsicatas",NA,"30776","auto",NA,"09",NA,"1",NA
"71","2019-11-13 11:29:03-03","USP","SPF","196234","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.","Longhi-Wagner, HM","2008","Silva, JM","2008","10","06","Brasil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"SPF00196234","SPF00196234",NA,NA,"7029",NA,"Serra de São Luiz do Purunã",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"72","2019-11-13 11:29:03-03","USP","SPF","174421","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.","Renvoize, SA","2004","Cordeiro, J","1999","11","19","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"SPF00174421","SPF00174421",NA,NA,"1647",NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"73","2019-10-07 09:22:31-03","UEFS","HUEFS","208823","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin.& Rupr.",NA,NA,"Barboza, E.","2013","10","31","Brasil","Santa Catarina","Garuva","-48.979167","-26.032222","48W58'45''","26S1'56''","HUEFS0208823","HUEFS0208823","Angiospermae","Poales","4027",NA,"Campos do Quiriri.","1350","1350",NA,"Refúgio Vegetacional Altomontano (campo de altitude).",NA,NA,"Lilianae",NA,NA,NA,NA
"74","2020-11-12 17:02:39-03","UEL","FUEL","38940","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.","Renvoize, SA","2004","Silva, JM; Barbosa, E; Cordeiro, J","2000","02","25","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Tracheophyta","Poales","3268",NA,"Serra de Araçatuba","1300","1300",NA,NA,"41937","auto",NA,"10","17",NA,NA
"75","2019-11-01 15:17:15-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Trin. & Rupr.","Cordeiro, J","2013","Barboza, E; et al.","2013","10","31","Brasil","Santa Catarina","Garuva","-48.979167","-26.032222","-48.979167","-26.032222","UB0031909","UB0031909","Monocotyledonae",NA,"4027","Southern America","Campos do Quiriri","1350","1350",NA,"Planta formando touceiras; Campo de altitude",NA,NA,NA,"12","03",NA,NA
"76","2020-08-20 14:59:47-03","UFSC","FLOR","34499","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.","Zannin, A.","2017","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","2006","03","08","Brasil","Santa Catarina","Urubici","-49.3375","-27.9475","49º20'15''W","27º56'51''S","FLOR0034499","FLOR0034499",NA,"Poales","885",NA,"Campo dos Padres, em direção ao Morro Boa Vista.","1508","1508",NA,"erva Habitat: beira de caminho, próxima a mata de araucária",NA,NA,NA,"10","16",NA,NA
"77","2020-08-20 20:41:34-03","UFSC","FLOR","35556","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.",NA,"2017","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","2006","12","05","Brasil","Santa Catarina","Urubici","-49.331389","-27.949444","49º19'53''W","27º56'58''S","FLOR0035556","FLOR0035556_01 FLOR0035556_02",NA,"Poales","1157",NA,"Fazenda do Sr. Arno Philippe, proximidade da casa da Fazenda, Campo dos Padres.",NA,NA,NA,"erva. Esparsa, isolada. Habitat: campo",NA,NA,NA,NA,NA,NA,NA
"78","2020-08-20 14:59:47-03","UFSC","FLOR","67017","PreservedSpecimen","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Nees ex Trin. & Rupr.) Peñail.","Funez, L.A.","2019","Funez, L.A.; Costa-Rezende, D.H.; Ribeiro-Nardes, W.; Comin, M.","2018","11","10","Brasil","Santa Catarina","Bom Jardim da Serra","-49.606389","-28.162222","49º36'23''W","28º9'44''S","FLOR0067017","FLOR0067017",NA,"Poales","8402",NA,"Parque Nacional de São Joaquim. Campos de Santa Bárbara. Parque Nacional de São Joaquim","1665","1665",NA,"Erva. Capítulos amarelos Habitat: Campo úmido, encharcado Habito: Erva",NA,NA,NA,"04","10",NA,NA
"79","2020-08-20 15:00:02-03","UFSC","FLOR","47658","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.","Campestrini, S.","2012","Campestrini, S.; Zanin, A.","2012","11","28","Brasil","Santa Catarina","Rancho Queimado","-49.148333","-27.685","49º8'54''W","27º41'6''S","FLOR0047658",NA,NA,"Poales","188",NA,"Serra da Boa Vista.",NA,NA,NA,"erva cespitosa, 1m altura. pouco frequente. Panícula típica laxa.",NA,NA,NA,"12","05",NA,NA
"80","2020-08-20 15:00:02-03","UFSC","FLOR","48046","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.",NA,NA,"Santos, E.D.","2012","11","27","Brasil","Santa Catarina","Rancho Queimado","-49.148333","-27.683611","49º8'54''W","27º41'1''S","FLOR0048046",NA,NA,"Poales","20",NA,"campo nativo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-08-20 15:00:02-03","UFSC","FLOR","48234","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.","Weber, P.","2012","Weber, P.; Zanin, A.","2012","11","29","Brasil","Santa Catarina","Rancho Queimado","-49.148333","-27.685","49º8'54''W","27º41'6''S","FLOR0048234",NA,NA,"Poales","150",NA,"Serra da Boa Vista.","1155","1155",NA,"herbácea. Rara.",NA,NA,NA,"12","05",NA,NA
"82","2020-08-20 15:00:02-03","UFSC","FLOR","48416","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.","Bertoletto, A.C.","2012","Bertoletto, A.C.; Zanin, A.","2012","11","08","Brasil","Santa Catarina","Rancho Queimado","-49.148333","-27.685","49º8'54''W","27º41'6''S","FLOR0048416",NA,NA,"Poales","25",NA,"Morro das Antenas.","1155","1155",NA,"Esparso, próximo das antenas.",NA,NA,NA,"11","28",NA,NA
"83","2020-08-20 15:00:02-03","UFSC","FLOR","47617","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.",NA,NA,"Dalmolim, E.B.; Bastos, F.E.A. & Zanin, A.","2011","12","15","Brasil","Santa Catarina","Urubici","-49.623333",NA,"49º37'24''W","28º9'61''S","FLOR0047617",NA,NA,"Poales","116a",NA,"Morro do Baú - Campos de Santa Bárbara - Parque Nacional de São Joaquim.","1698","1698",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-08-20 15:00:02-03","UFSC","FLOR","60605","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.","Cordeiro, J.","2013","Barboza, E.; Cordeiro, J.; Silva, J.M. & Motta, J.T.","2013","10","31","Brasil","Santa Catarina","Garuva","-48.979167","-26.032222","48º58'45''W","26º1'56''S","FLOR0060605","FLOR0060605",NA,"Poales","4027",NA,"Campos do Quiriri.","1350","1350",NA,"Planta formando touceiras.",NA,NA,NA,"12","03",NA,NA
"85","2020-08-20 15:00:02-03","UFSC","FLOR","22792","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.","Zanin, A.",NA,"Longhi-Wagner, H.M.; Zanin, A.; et alii","1988","11","27","Brasil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"FLOR0022792",NA,NA,"Poales","1800",NA,"20 km após a Celulose Cambará.",NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA
"86","2020-08-20 20:41:45-03","UFSC","FLOR","6585","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.",NA,"1982","Smith, L.B.; Klein, R.M.","1964","12","03","Brasil","Santa Catarina","Água Doce","-51.5560989379883","-26.9978008270264",NA,NA,"FLOR0006585",NA,NA,"Poales","13400",NA,"Campos de palmas.","1000","1000",NA,NA,"52743","auto",NA,NA,NA,NA,NA
"87","2020-08-20 20:41:45-03","UFSC","FLOR","34587","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.","Zanin, A.","2006","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","2006","03","09","Brasil","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484",NA,NA,"FLOR0034587","FLOR0034587",NA,"Poales","973",NA,"Caminho entre a casa da Fazendo do Sr. Arno Philippe e o Morro do Campo dos Padres, Campo dos Padres.",NA,NA,NA,"raro.","30102","auto",NA,NA,NA,NA,NA
"88","2020-08-20 15:00:02-03","UFSC","FLOR","36314","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.",NA,NA,"Zanin, A.; Santos, B.H.","2007","12","28","Brasil","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484",NA,NA,"FLOR0036314",NA,NA,"Poales","1482",NA,"Campos de Santa Bárbara.",NA,NA,NA,"Pouco freqüente","30102","auto",NA,NA,NA,NA,NA
"89","2020-08-20 15:00:02-03","UFSC","FLOR","56488","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.","Dalmolim, E.B.","2012","Falkenberg, D.B.","1996","12","06","Brasil","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484",NA,NA,"FLOR0056488",NA,NA,"Poales","8975",NA,"Morro da Igreja, dentro da área cercada pelo CINDACTA, no afloramento basáltico junto do edifício.","1800","1800",NA,"Graminóide, espiguetas violáceas; 1m altura","30102","auto",NA,"09","19",NA,NA
"90","2020-08-20 15:00:02-03","UFSC","FLOR","56489","PreservedSpecimen","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.","Dalmolim, E.B.","2012","Falkenberg, D.B.","1996","08","20","Brasil","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484",NA,NA,"FLOR0056489",NA,NA,"Poales","8210",NA,"Morro da Igreja, no interior do CINDACTA, sobre o afloramento rochoso mais alto.","1810","1810",NA,"graminóide, 1m altura. Planta muito rara na região. Ocorreu na margem de matinha nebular arbustiva (1,5 m altura) instalada sobre afloramento rochoso. Único indivíduo observado","30102","auto",NA,"09","19",NA,NA
"91","2017-09-11 17:13:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.",NA,NA,"Müller, JFT",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America","in insula S. Catharinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-09-11 17:13:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.",NA,NA,"Müller, C",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America","in insula S. Catharinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-09-11 17:13:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.",NA,NA,"Sellow, F",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America","in Brasilia meridionali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2017-09-11 17:13:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Stipa","sellowiana","Stipa sellowiana","Nees ex Trin. & Rupr.",NA,NA,"Sellow, F",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America","in Brasilia meridionali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-02-08 12:53:51-03","UFRGS","ICN","080231","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.","Valls, JFM","1983","Valls, JFM; et al.","1983","11","24","Brasil","SC","Bom Jesus da Serra",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"7478","América do Sul","Borda da Serra do Rio do Rastro ao longo da rodovia São Joaquim-Laura Müller",NA,NA,NA,"160cm; Em afloramento em campo a beira de estrada",NA,NA,NA,"11","24",NA,NA
"96","2021-02-08 12:53:51-03","UFRGS","ICN","148385","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.","Trevisan, R",NA,"Trevisan, R; et al.","2006","11","24","Brasil","RS","São Francisco de Paula","-50.325278","-29.268611","-50.325278","-29.268611",NA,NA,"Monocotyledon",NA,"732","América do Sul","RS 020. 29°16'07 7S 50°19'31 7W","941","941",NA,"em afloramento rochoso.",NA,NA,NA,NA,NA,NA,NA
"97","2021-02-08 12:53:51-03","UFRGS","ICN","150551","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.",NA,NA,"Zanin, A; et al.","2006","12","05","Brasil","SC","Urubici","-49.331111","-27.949167","-49.331111","-27.949167",NA,NA,"Monocotyledon",NA,"1157","América do Sul","Campo dos Padres Fazenda do Sr. Arno Philippe proximidades da casa da Fazenda 27°56'96 S 49°19'88 W",NA,NA,NA,"Doação Herbário FLOR.; Erva. Esparsa, isolada.; Campo.",NA,NA,NA,NA,NA,NA,NA
"98","2021-02-08 12:53:51-03","UFRGS","ICN","181816","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.","Cordeiro, J","2013","Barboza, E; Cordeiro, J; Silva, JM; Motta, JT","2013","10","31","Brasil","SC","Garuva","-48.979167","-26.032222","-48.979167","-26.032222",NA,NA,"Monocotyledon",NA,"4027","América do Sul","Campos do Quiriri","1350","1350",NA,"Doação do MBM; Planta formando touceiras; Refúgio Vegetacional Altomontano (campo de altitude)",NA,NA,NA,"12","03",NA,NA
"99","2021-02-08 12:53:51-03","UFRGS","ICN","192678","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.",NA,NA,"Valls, JM; Gomes, KE; Miotto, STS; Silva, GP","1987","11","21","Brasil","PR","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Monocotyledon",NA,"11109","América do Sul",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"100","2021-02-08 12:53:51-03","UFRGS","ICN","080184","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.",NA,NA,"Longhi-Wagner, H; et al.","1988","11","27","Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Monocotyledon",NA,"1800","América do Sul",NA,NA,NA,NA,"Beira de estrada, solo humoso","30776","auto",NA,NA,NA,NA,NA
"101","2021-02-08 12:53:51-03","UFRGS","ICN","068112","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.","Zanin, A",NA,"Longhi-Wagner, H; Zanin, A","1988","01","05","Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Monocotyledon",NA,"39","América do Sul",NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA
"102","2021-02-08 12:53:51-03","UFRGS","ICN","041065","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.","Valls, JFM",NA,"Boechat, SC","1977","11",NA,"Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","América do Sul","Cânion Itaimbezinho",NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA
"103","2021-02-08 12:53:51-03","UFRGS","ICN","080284","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.","Zanin, A",NA,"Zanin, A; et al.","1988","11","18","Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Monocotyledon",NA,"152","América do Sul","Cânion Itaimbezinho",NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA
"104","2021-02-08 12:53:51-03","UFRGS","ICN","145023","S","Plantae","Poaceae","Nassella","sellowiana","Nassella sellowiana","(Trin. & Rupr.) Peñail.",NA,NA,"Longhi-Wagner, HM","2003","01","29","Brasil","SC","Bom Retiro","-49.489200592041","-27.7971992492676",NA,NA,NA,NA,"Monocotyledon",NA,"8741","América do Sul","Campo dos Padres junto à antena antiga da CETESC (subida pela Pousada do Rio Canoas)",NA,NA,NA,"Rara; perto encosta de matinha com Mimosa.","35974","auto",NA,NA,NA,NA,NA
