"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","class","relatedCatalogItem"
"48","2015-09-04 20:48:39-03","MNHN","RECOLNAT_MNHN_P","P05261117","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","Cogn.",NA,"Riedel",NA,"1863","2","2",NA,"Brasil","Rio de Janeiro","Corcovado, a Lagoinha.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05261117' target='other'> <mi>dwc_moreinfo</mi></a>","P05261117","P05261117_01","Rio de Janeiro",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,"562",NA,NA,NA,NA
"49","2015-09-04 20:48:39-03","MNHN","RECOLNAT_MNHN_P","P05261122","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","Cogn.",NA,"Glaziou, A.",NA,"1867","2","10",NA,"Brasil","Rio de Janeiro","Corcovado, à Lagoinha.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05261122' target='other'> <mi>dwc_moreinfo</mi></a>","P05261122","P05261122_01","Rio de Janeiro",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,"1268",NA,NA,NA,NA
"50","2015-09-16 18:33:24-03","MNHN","RECOLNAT_MNHN_P","P00115619","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora oblongifolia","Cogn.","Cogniaux","Vauthier, M.",NA,"1836",NA,NA,NA,"Brésil",NA,"Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00115619' target='other'> <mi>dwc_moreinfo</mi></a>","P00115619","P00115619_01",NA,NA,NA,NA,NA,"oblongifolia",NA,NA,NA,NA,NA,"63","isosyntype",NA,NA,NA
"51","2016-07-28 11:53:37-03","MNHN","RECOLNAT_MNHN_P","P00115620","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora oblongifolia","Cogn.","Cogniaux","Vauthier, M.",NA,"1836",NA,NA,NA,"Brésil",NA,"Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00115620' target='other'> <mi>dwc_moreinfo</mi></a>","P00115620","P00115620_01",NA,NA,NA,NA,NA,"oblongifolia",NA,NA,NA,NA,NA,"63","isosyntype",NA,NA,NA
"52","2015-09-04 06:11:55-03","MNHN","RECOLNAT_MNHN_P","P00115621","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora oblongifolia","Cogn.","Cogniaux","Vauthier, M.",NA,"1836",NA,NA,NA,"Brésil",NA,"Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00115621' target='other'> <mi>dwc_moreinfo</mi></a>","P00115621","P00115621_01",NA,NA,NA,NA,NA,"oblongifolia",NA,NA,NA,NA,NA,"63","isosyntype",NA,NA,NA
"53","2015-09-04 06:11:55-03","MNHN","RECOLNAT_MNHN_P","P00115622","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora oblongifolia","Cogn.","Cogniaux","Vauthier",NA,NA,NA,NA,NA,"Brésil",NA,"s.l.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00115622' target='other'> <mi>dwc_moreinfo</mi></a>","P00115622","P00115622_01",NA,NA,NA,NA,NA,"oblongifolia",NA,NA,NA,NA,NA,"69","isosyntype",NA,NA,NA
"54","2020-12-11 11:38:15-03","UFMG","BHCB","32166","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:38:15-03","UFMG","BHCB","32166","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:38:15-03","UFMG","BHCB","7314","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.",NA,"Andrade, PM de; et al.","218","1984","02","23","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,"Mata atlântica;sub-arbusto;duplicata;",NA,NA,"Caratinga",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-02-11 17:19:48-03","UFPR","UPCB","53415","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Goldenberg, R.","Kollmann, R.L.","8847","2006","04","07",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Arbusto 1,5m, frutos verdes, meia sombra..","UPCB0014505","UPCB0014505","Santa Teresa","810","810",NA,NA,NA,"2006","01","01","9999","9999",NA,NA,NA,NA,NA
"58","2021-02-11 17:19:48-03","UFPR","UPCB","53416","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Goldenberg, R.","Kollmann, R.L.","8624","2006","01","26",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Arbusto 2m, pétalas brancas rosadas e estames rosa..","UPCB0014503","UPCB0014503","Santa Teresa",NA,NA,NA,NA,NA,"2006","01","01","9999","9999",NA,NA,NA,NA,NA
"59","2021-02-11 17:19:48-03","UFPR","UPCB","54526","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Goldenberg, R.","Kollmann, R.L.","7884","2005","07","05",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Arbusto 1m, fruto vináceo. Na Meia-sombra..","UPCB0014484","UPCB0014484","Santa Teresa",NA,NA,NA,NA,NA,"2006","01","01","9999","9999",NA,NA,NA,NA,NA
"60","2021-02-11 17:19:48-03","UFPR","UPCB","54527","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Goldenberg, R.","Fontana, A.P.","300","2002","01","26",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Arbusto, ovário verde, cálice verde e corola lilás..","UPCB0014483","UPCB0014483","Santa Teresa",NA,NA,NA,NA,NA,"2006","01","01","9999","9999",NA,NA,NA,NA,NA
"61","2021-02-11 17:19:48-03","UFPR","UPCB","54528","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Goldenberg, R.","Kollmann, R.L.","2421","1999","04","07",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Arbusto 2m, fruto verde..","UPCB0014504","UPCB0014504","Santa Teresa","800","800",NA,NA,NA,"2006","01","01","9999","9999",NA,NA,NA,NA,NA
"62","2021-02-11 17:19:48-03","UFPR","UPCB","54529","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Goldenberg, R.","Hoffmann, W.A.","65","1984","05","07",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Arbustinho 80cm, fruto vermelho quando maduro. Solo barro avermelhado..","UPCB0014502","UPCB0014502",NA,"750","750",NA,NA,NA,"2006","01","01","9999","9999",NA,NA,NA,NA,NA
"63","2021-02-11 17:19:48-03","UFPR","UPCB","54530","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Goldenberg, R.","Vimercat, J.M.","325","1985","12","04",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Arbusto 2m , com flor de cálice alvo, corola branca. Semi - sombra, capoeira..","UPCB0014486","UPCB0014486","Santa Teresa",NA,NA,NA,NA,NA,"2006","01","01","9999","9999",NA,NA,NA,NA,NA
"64","2021-02-11 17:19:48-03","UFPR","UPCB","54531","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Goldenberg, R.","Fontana, A.P.","510","2003","03","01",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Arbusto, fruto verde com pelos brancos..","UPCB0014474","UPCB0014474","Santa Teresa",NA,NA,NA,NA,NA,"2006","01","01","9999","9999",NA,NA,NA,NA,NA
"65","2021-02-11 17:19:48-03","UFPR","UPCB","54532","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Goldenberg, R.","Kollmann, R.L.","2629","1999","06","17",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Arbusto 2m, fruto avermelhado. Mata de encosta, na sombra..","UPCB0014491","UPCB0014491","Santa Teresa","800","800",NA,NA,NA,"2006","01","01","9999","9999",NA,NA,NA,NA,NA
"66","2021-02-11 17:19:48-03","UFPR","UPCB","57437","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.",NA,"Goldenberg, R.","917","2007","07","12",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Arbusto 2m, frutos maduros vinosos. Mata Atlântica de encosta..","UPCB0014480","UPCB0014480","Santa Teresa","750","750",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA
"67","2021-02-11 17:19:48-03","UFPR","UPCB","62636","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Goldenberg, R.","Amorim, A.M.","7338","2008","05","04",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Arbusto ca. 2,5m alt. Frutos verdes..","UPCB0014488","UPCB0014488","Cariacica","600","600",NA,NA,NA,"2008","01","01","9999","9999",NA,NA,NA,NA,NA
"68","2021-02-11 17:19:48-03","UFPR","UPCB","63764","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Goldenberg, R.","Goldenberg, R.","1216","2008","07","22",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Arbusto 1,5m, à sombra. Frutos imaturos verdes, maduros enegrecidos. Floresta Ombrófila Densa Montana..","UPCB0014489","UPCB0014489","Cariacica","525","525",NA,NA,NA,"2008","01","01","9999","9999",NA,NA,NA,NA,NA
"69","2021-02-11 17:19:48-03","UFPR","UPCB","65931","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Goldenberg, R.","Goldenberg, R.","1243","2009","01","17",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Arbusto 1m, à sombra, flores com hipanto verde-claro, pétalas e estames brancos, algumas flores velhas (nem todas) tem pétalas e e estames com coloração rosada intensa. Floresta ombrófila densa montana..","UPCB0014477","UPCB0014477","Santa Leopoldina","340","340",NA,NA,NA,"2009","01","01","9999","9999",NA,NA,NA,NA,NA
"70","2021-02-11 17:19:48-03","UFPR","UPCB","66814","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Goldenberg, R.","Daneu, L.","19","2009","04","11",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Arbusto ca. 2m de altura. Folhas verde-escura com a face inferior mais clara, frutos imaturos verdes..","UPCB0014481","UPCB0014481","Viana","507","507",NA,NA,NA,"2009","01","01","9999","9999",NA,NA,NA,NA,NA
"71","2021-02-11 17:19:48-03","UFPR","UPCB","68238","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Goldenberg, R.","Fontana, A.P.","2582","2007","01","10",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Arbusto ca. 1m, cálice verde, corola lilás. Floresta ombrófila densa, mata de encosta..","UPCB0014482","UPCB0014482","Cariacica","605","605",NA,NA,NA,"2010","01","01","9999","9999",NA,NA,NA,NA,NA
"72","2021-02-11 17:19:48-03","UFPR","UPCB","71700","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Goldenberg, R.","Souza, G.R.","136","2008","11","22",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Arbustiva. Floresta estacional semidecidual..","UPCB0014476","UPCB0014476","Cachoeiro de Itapemirim",NA,NA,NA,NA,NA,"2010","01","01","9999","9999",NA,NA,NA,NA,NA
"73","2021-02-11 17:19:48-03","UFPR","UPCB","71762","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Reginato, M.","Michelangeli, F.A.","1613","2011","02","08",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Shrub up to 1.5 m tall; hypanthium pale green; petals and anthers white.","UPCB0014485","UPCB0014485","Santa Teresa","660","660",NA,NA,NA,"2011","02",NA,"9999","9999",NA,NA,NA,NA,NA
"74","2021-02-11 17:19:48-03","UFPR","UPCB","84062","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Goldenberg, R.","Souza, G.R.de","136","2008","11","22",NA,"Brasil","Espírito Santo","Burarama: Barra Alegre. Floresta Estacional Semideidual Submontana. Coleta realizada próximo ao curso de um córrego, entre dois maciços graníticos...","-41.1128005981445","-20.8488998413086",NA,"Arbustiva.","UPCB0014473","UPCB0014473","Cachoeiro de Itapemirim",NA,NA,"35694","auto",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-11 17:19:48-03","UFPR","UPCB","72938","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Reginato, M.","Reginato, M.","1331","2012","02","15",NA,"Brasil","Rio de Janeiro","P.N. do Itatiaia. Ultimo Adeus e trilha do Véu de Noiva","-44.5633010864258","-22.4960994720459",NA,"Arbusto 1m. Pétalas e estames alvos, depois róseos. Beira da estrada..","UPCB0014487","UPCB0014487","Itatiaia",NA,NA,"19648","auto",NA,"2012","03","01",NA,NA,NA,NA,NA,NA,NA
"76","2021-02-11 17:19:48-03","UFPR","UPCB","82827","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","Cogn.","Goldenberg, R.","Kollmann, L.","12224","2011","03","29",NA,"Brasil","Espírito Santo","Santo Antônio, terreno do Boza","-40.6002998352051","-19.9356002807617",NA,"Arbusto 1m na beira da estrada, frutos verdes..","UPCB0014478","UPCB0014478","Santa Teresa","700","700","23813","auto",NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-02-11 17:19:48-03","UFPR","UPCB","82830","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","Cogn.","Goldenberg, R.","Kollmann, L.","12882","2013","12","10",NA,"Brasil","Espírito Santo","Timbui Seco","-40.5297012329102","-20.1005992889404",NA,"Arbusto 2m, flores brancas..","UPCB0014479","UPCB0014479","Santa Leopoldina",NA,NA,"23799","auto",NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2018-05-14 15:23:00-03","MO","MOBOT","101045994","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","M. Reginato","Fabián A. Michelangeli|Renato Goldenberg|Mayara K. Caddah|Marcelo Reginato|Ludovic Kollmann","Michelangeli 1613","2011","2","8","South America","Brazil","Espírito Santo","Reserva Santa Lucia, Ridge (Bonita) trail, near the river trail.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Santa Teresa","660.00000000",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"79","2015-08-08 05:51:00-03","MO","MOBOT","3220176","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","Brade","Apparicio Altamiro|Edmund Walter","Altamiro 4","1946","2","6","South America","Brazil","Distrito Federal","Caminho para o Pica da Tijuca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"80","2018-05-14 14:15:00-03","MO","MOBOT","101045953","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","M. Reginato","Marcelo Reginato|F.S. Meyer","Reginato 1331","2012","2","15","South America","Brazil","Rio de Janeiro","P.N. do Itatiaia. Ultimo Adeus.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Itatiaia",NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"81","2019-08-02 13:54:00-03","MO","MOBOT","101147150","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","strigilliflora","Miconia strigilliflora","(Naudin) R. Goldenb.","fide Michelangeli et al.","C. Gaudichaud-Beaupré","Gaudichaud-Beaupré 726",NA,NA,NA,"South America","Brazil","Rio de Janeiro","prope urbem Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Original Material","1",NA,NA
"82","2019-08-02 14:14:00-03","MO","MOBOT","101147164","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","strigilliflora","Miconia strigilliflora","(Naudin) R. Goldenb.","fide Michelangeli et al.","Lalande","Lalande s.n.",NA,NA,NA,"South America","Brazil",NA,"Rio de Janeiro?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Original Material","1",NA,NA
"83","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","34687",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn","L. Kollmann/14-04-2008","L. Kollmann; A.P. Fontana & K. Brahim","10825","2008","04","14",NA,"Brasil","Espírito Santo",NA,"-40.5297012329102","-20.1005992889404",NA,"Arbusto 2m no sol. Frutos verdes.","MBML034687","MBML034687","Santa Leopoldina",NA,NA,"23799","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-07-10 09:47:25-03","MBML","MBML-HERBARIO","47307",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","Cogn.","R. Goldenberg/2015","L. Kollmann; A.P. Fontana","12882","2013","12","10",NA,"Brasil","Espírito Santo","Timbui Seco","-40.5297012329102","-20.1005992889404",NA,"Arbusto 2m, flores brancas.","MBML047307","MBML047307","Santa Leopoldina",NA,NA,"23799","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","10137",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","R. Goldenberg/03-05-2005","L. Kollmann; E. Bausen & W. Pizziolo","2629","1999","06","17",NA,"Brasil","Espírito Santo","São Lourenço, Mata Fria","-40.683611","-19.931111",NA,"Mata de encosta . Arbusto 2m na sombra. Frutos avermelhados.","MBML010137","MBML010137","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA
"86","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","16518",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","R. Goldenberg/03-05-2005","A. P. Fontana; et al","300","2002","01","26",NA,"Brasil","Espírito Santo","Propriedade de Sebastião A. Cazoto","-40.5675","-19.926111",NA,"Arbusto, ovário verde, cálice verde e corola lilás.","MBML016518","MBML016518","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W34'3","19S55'34",NA,NA,NA,NA,NA
"87","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","20954",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","R. Goldenberg/03-05-2005","A. P. Fontana","510","2003","03","01",NA,"Brasil","Espírito Santo","São Lourenço","-40.620556","-19.931111",NA,"Arbusto, frutos verdes com pelos brancos.","MBML020954","MBML020954","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W37'14","19S55'52",NA,NA,NA,NA,NA
"88","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","24405",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","R. Goldenberg/Julho-2007","A. P. Fontana; et al","1270","2005","04","05",NA,"Brasil","Espírito Santo","Santo Antônio","-40.589167","-19.922222",NA,"Arbusto herbácea 1,5m, frutos verdes.","MBML024405","MBML024405","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W35'21","19S55'20",NA,NA,NA,NA,NA
"89","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","24481",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","R. Goldenberg/2006","L. Kollmann; et al","7884","2005","07","05",NA,"Brasil","Espírito Santo","Penha, Propriedade do Tabajará","-40.5625","-19.951667",NA,"Arbusto 1m na meia sombra, frutos vináceos.","MBML024481","MBML024481","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W33'45","19S57'6",NA,NA,NA,NA,NA
"90","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","25410",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","R. Goldenberg/2006","L. Kollmann","8624","2006","01","26",NA,"Brasil","Espírito Santo","São Lourenço, Country Club","-40.635556","-19.925556",NA,"Arbusto 2m, pétalas brancas rosadas e estames rosas.","MBML025410","MBML025410","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W38'8","19S55'32",NA,NA,NA,NA,NA
"91","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","25544",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","R. Goldenberg/2006","L. Kollmann; et al","8847","2006","04","07",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arbusto 1,5m na meia sombra. Frutos verdes.","MBML025544","MBML025544","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA
"92","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","26369",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","R. Goldenberg/Julho-2007","V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1707","2006","01","19",NA,"Brasil","Espírito Santo","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551111","-19.348333",NA,"Arbusto 1,5m, botões florais verdes, flor rosa e branca. Interior de mata, pedregosa na base de afloramentos rochosos (Gruta a base da mata).","MBML026369","MBML026369","Marilândia","150","150",NA,NA,NA,NA,NA,NA,"40W33'4","19S20'54",NA,NA,NA,NA,NA
"93","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","29333",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","R. Goldenberg/Julho-2007","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3341","2007","03","21",NA,"Brasil","Espírito Santo","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini","-40.549389","-19.345972",NA,"Arbusto 1m frutos jovens verdes. Interior de mata.","MBML029333","MBML029333","Marilândia","200","200",NA,NA,NA,NA,NA,NA,"40W32'57,8","19S20'45,5",NA,NA,NA,NA,NA
"94","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","33342",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.",NA,"R. Goldenberg; et al","917","2007","07","12",NA,"Brasil","Espírito Santo","Alto de Santo Antônio, terreno do Boza","-40.591667","-19.909167",NA,"Arbusto 2m, frutos maduros vinosos.","MBML033342","MBML033342","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,NA,"40W35'30","19S54'33",NA,NA,NA,NA,NA
"95","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","34445",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","R.Goldenberg/Out.2008","A. M. Amorim; et al","7338","2008","05","04",NA,"Brasil","Espírito Santo","Reserva Biológica Duas Bocas","-40.519444","-20.291389",NA,NA,"MBML034445","MBML034445","Cariacica",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'10","20S17'29",NA,NA,NA,NA,NA
"96","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","35816",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","(Naudin) Cogn.","R. Goldenberg/17/11/2008","R. Goldenberg; et al","1216","2008","07","22",NA,"Brasil","Espírito Santo","Reserva Biológica Duas Bocas","-40.525","-20.267778",NA,NA,"MBML035816","MBML035816","Cariacica",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'30","20S16'4",NA,NA,NA,NA,NA
"97","2020-07-10 09:47:25-03","MBML","MBML-HERBARIO","37017",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","strigilliflora","Leandra strigilliflora","Cogn.",NA,"R. Goldenberg; et al","1243","2009","01","17",NA,"Brasil","Espírito Santo","Arredores da Reserva Biológica de Duas Bocas","-40.522222","-20.242222",NA,NA,"MBML037017","MBML037017","Santa Leopoldina",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'20","20S14'32",NA,NA,NA,NA,NA
