"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"201","2019-11-21 14:46:18-03","UFJF","CESJ","38243","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","G. Hatschbach","G. Hatschbach; R. Goldenberg; J.M. Silva","72402","2001","09","19","Brasil","Paraná","Foz do Jordão","-52.1027984619141","-25.6417007446289",NA,NA,"CESJ038243",NA,"2001",NA,NA,"Rod-BR-373, descida para o Rio Iguaçu","Arbusto, 1,80 m, flor com interior lilás e exterior creme. Capoeira. Alt: 500 m.",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"17067","auto",NA,NA,NA,NA,NA,NA
"202","2019-11-21 14:46:18-03","UFJF","CESJ","26048","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","L.L. Giocomis","L. Krieger","CESJ26048","1987","09","04","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"CESJ026048",NA,"2009","05",NA,NA,"Arbusto alto ao longo da cerca da estrada, flores campanuladas, esverdeadas, com traços arroxeados.",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"203","2019-11-21 14:46:18-03","UFJF","CESJ","40886","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","J.R. Stehmann","J.R. Stehmann; A.P. Lorenz; P.K.Santos","3155","2002","10","08","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"CESJ040886",NA,NA,NA,NA,"BR 153, antes do trevo Bagé-Caçapava do Sul, UTM 22 J 0272706 662556. Alt: 99 m.","Arbusto, ca. 2,5 m alt., flores com corola violeta. Material para estudo genético.",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"204","2019-11-21 14:46:18-03","UFJF","CESJ","69454","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","A.C. Cervi","A.C. Cervi; et al.","9111","2007","11","25","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"CESJ069454",NA,"2002","11","29","Jardim Botânico Municipal",NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"205","2019-11-21 14:46:19-03","UFJF","CESJ","7285","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.",NA,"L. Krieger","CESJ7285","1969","10",NA,"Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"CESJ007285",NA,NA,NA,NA,NA,"Arbusto alto 3 m, em terreno baldio. Flores com veios purpúreos, esbranquiçadas. Frutos ainda verdes.",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"206","2019-11-21 14:46:19-03","UFJF","CESJ","9809","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","L.L. Giocomis","L. Krieger","CESJ9809","1970","12","28","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"CESJ009809",NA,"2009","05",NA,NA,"Arbusto alto, sarmentoso, frutos vermelhos, zarcão.",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"207","2019-11-21 14:46:18-03","UFJF","CESJ","43226","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) A.T.Hunz.","J.R. Stehmann","J.R. Stehmann; A.P. Lorenz; P.K.Santos","3173","2002","10","09","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"CESJ043226",NA,NA,NA,NA,"estrada Caçapava do Sul-Lavras do Sul, UTM 22 J 0258375 6613342. Alt: 407 m.","Arbusto, ca. 2,5 m de altura, em borda de capão; flores violetas. Material para estudo de genética (20).",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"208","2021-04-07 11:48:58-03","UFMS","CGMS","66020","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","A. Pott","A. Pott; V.J. Pott","15884","2010","03","06","Brasil","Mato Grosso do Sul","Sete Quedas","-55.0383333","-23.9663889","-55,0383333","-23,9663889","CGMS1098981",NA,NA,NA,NA,"Parque Natural Municipal de Sete Quedas.","Flor roxa. Fruto imaturo verde. Habitat: Floresta estacional semidecidual com espécies de Mata Atlântica (Peltophorum dubium, Balfourodendron riedelianum e Cariniana estrellensis). Solo argilo-arenoso vermelho. Relevo encosta suave.","380","380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2019-11-27 13:53:04-03","UFS","ASE","39526","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Funez, LA","Kassner-Filho, A; Santos, D; Bolmann, G; Silva, DA","522","2017","05","16","Brasil","Santa Catarina","Concordia","-52.0111","-27.1619","-52.0111","-27.1619","ASE0041047",NA,"2017","06",NA,NA,"Arbusto, fruto imaturo; Beira de estrada","702","702","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-11-27 13:53:04-03","UFS","ASE","41380","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Caxambu, MG","Caxambu, MG; Siqueira, EL","2470","2008","12","08","Brasil","Paraná","Turvo","-51.3329","-25.0242","-51.3329","-25.0242","ASE0042894",NA,"2009","01","20","Própriedade da família Rickli","Arbusto heliófito, ca. 2,5 m, armado com espinhos. Frutos imaturos verdes e maduros avermelhados.; Floresta Ombrófila Mista Montana.","961","961","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-11-27 13:53:04-03","UFS","ASE","41379","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Caxambu, MG","Caxambu, MG","2362","2008","11","13","Brasil","Paraná","Luiziana","-52.1837","-24.1221","-52.1837","-24.1221","ASE0042893",NA,"2009","01","20","RPPN Depositozinho, Propriedade da COAMO - Agroindustrial Cooperativa.","Arbusto semi-ciófilo, ca. 2 m. Frutos imaturos verdes e maduros alaranjados.","633","633","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-11-27 13:53:04-03","UFS","ASE","41378","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Caxambu, MG","Caxambu, MG; Siqueira, EL; Ré, TM; Vasques, AT","8647","2018","11","09","Brasil","Paraná","Mamborê","-52.3429","-24.3017","-52.3429","-24.3017","ASE0042892",NA,"2018","11","30","Estação Ecológica Municipal Affonso Brunetta","Arbusto ca. 2 m, semi-ciófilo. Flores com cálice verde e corola rosa. Frutos imaturos verdes.","547","547","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-03-01 16:41:57-03","UNICAMP","UEC","069898","S","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Stehmann, JR","Stehmann, JR; Dutilh, JHA; Sobral, M","1526","1994","11","02","Brazil","Rio Grande do Sul","Barra do Ouro",NA,NA,NA,NA,"UEC078395","UEC078395",NA,NA,NA,"Estrada para Riozinho","Arbusto, flores branco-esverdeadas; frutos maduros alaranjados.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-03-01 16:41:57-03","UNICAMP","UEC","65680","S","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.",NA,"Stehmann, JR; Vieira, AOS; Falkenberg, DB","1357","1994","01","22","Brazil","Rio Grande do Sul","Encruzilhada do Sul","-52.790667","-30.593139","-52.790667","-30.593139","UEC082221","UEC082221",NA,NA,NA,"Estrada para Amaral Ferrador.","Arbusto, até 1,5m altura, em mata com podocarpus, perturbada; corola branco-arroxeadas.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-03-01 16:41:57-03","UNICAMP","UEC","14679","S","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Hatschbach, G","Hatschbach, G","40666","1977","12","19","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"UEC082215","UEC082215",NA,NA,NA,"Centro Civico","Arbusto 1m50, frutos amarelos alaranjados.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"216","2021-03-01 16:41:57-03","UNICAMP","UEC","48992","S","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Britez, RM","Britez, RM","168","1985","10","30","Brazil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,"UEC082216","UEC082216",NA,NA,NA,"Faz. do Durgo","Arbusto de 1,5m com flores brancas com roxo no interior das pétalas em floresta de Araucária.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA
"217","2021-03-01 16:41:57-03","UNICAMP","UEC","48998","S","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.",NA,"Motta, JT; Britez, RM; Kierski, MI","120","1987","01","03","Brazil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,"UEC082217","UEC082217",NA,NA,NA,"Faz. do Durgo","Arbusto de aproximadamente 3m de altura, ramos com espinhos e flores brancas-arroxeadas em floresta de Araucária.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA
"218","2021-03-01 16:41:57-03","UNICAMP","UEC","49000","S","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Britez, RM","Silva, SM; Britez, RM","800","1986","10","14","Brazil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,"UEC082218","UEC082218",NA,NA,NA,"Faz. Durgo","Arbusto bastante ramificado, armado, de flores branco-arroxeadas, frequente em floresta de Araucária.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA
"219","2021-03-01 16:41:57-03","UNICAMP","UEC","65681","S","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.",NA,"Stehmann, JR; Vieira, AOS; Falkenberg, DB","1335","1994","01","21","Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"UEC082219","UEC082219",NA,NA,NA,"Segredo","Arbusto, 2-3m de altura; flores brancas, com manchas arroxeadas.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"220","2021-03-01 16:41:57-03","UNICAMP","UEC","77342","S","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.",NA,"Stehmann, JR; Semir, J; Dutilh, JHA","2067","1995","11","01","Brazil","Rio Grande do Sul","Pântano Grande","-52.3736000061035","-30.1914005279541",NA,NA,"UEC082220","UEC082220",NA,NA,NA,"BR290","Arbusto, flores brancas com manchas violetas.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34187","auto",NA,NA,NA,NA,NA,NA
"221","2021-03-01 16:41:57-03","UNICAMP","UEC","65745","S","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Stehmann, JR","Stehmann, JR; Dutilh, JHA","1167","1994","07",NA,"Brazil","São Paulo","Bom Sucesso de Itararé","-49.1399993896484","-24.3099994659424",NA,NA,"UEC082222",NA,"1994","09",NA,"Estrada Itararé-Bom Sucesso","Arbusto, ca. 3m altura, na borda da mata em beira de estrada; frutos alaranjados.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"14955","auto",NA,NA,NA,NA,NA,NA
"222","2021-03-01 16:41:57-03","UNICAMP","UEC","83757","S","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.",NA,"Stehmann, JR; Semir, J","2198","1996","04","11","Brazil","São Paulo","Ribeirão Grande","-48.3600006103516","-24.0900001525879",NA,NA,"UEC082213","UEC082213",NA,NA,NA,"Parque Estadual Intervales","Arbusto, em capoeira, caule com espinhos na base",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"25028","auto",NA,NA,NA,NA,NA,NA
"223","2019-01-17 11:27:12-02","PUCRS","MPUC","112","S","Plantae","Solanaceae","Acnistus","breviflorus","Acnistus breviflorus","Sendtn.","Ir. Augusto",NA,NA,"1944","05","24","Brasil","RS","Canoas","-51.1836111","-29.9180556","-51.1836111000","-29.9180556000",NA,NA,"1944","01","01",".",NA,NA,NA,"South America",NA,NA,NA,"Solanales",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA
"224","2019-01-17 11:27:12-02","PUCRS","MPUC","15603","S","Plantae","Solanaceae","Acnistus","breviflorus","Acnistus breviflorus","Sendtn.",NA,NA,NA,"1995","01","01","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,"CPCN Pró-Mata",NA,NA,NA,"South America",NA,NA,NA,"Solanales",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA
"225","2019-01-17 11:27:12-02","PUCRS","MPUC","1914","S","Plantae","Solanaceae","Acnistus","breviflorus","Acnistus breviflorus","Sendtn.","S.M. Nunes",NA,NA,"1978","12","20","Brasil","RS","Três Coroas","-50.7791667","-29.5152778","-50.7791667000","-29.5152778000",NA,NA,"1979","01","01",".",NA,NA,NA,"South America",NA,NA,NA,"Solanales",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA
"226","2021-01-28 13:24:38-03","PUCRS","MPUC","8658","S","Plantae","Solanaceae","Acnistus","breviflorus","Acnistus breviflorus","Sendtn.",NA,NA,NA,NA,NA,NA,"Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,".",NA,NA,NA,"South America",NA,NA,NA,"Solanales",NA,NA,"76715","auto","Magnoliopsida",NA,NA,"1",NA,NA
"227","2019-01-17 11:27:21-02","PUCRS","MPUC","17080","S","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.",NA,NA,NA,"1997","09","30","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,"CPCN Pró-Mata",NA,NA,NA,"South America",NA,NA,NA,"Solanales",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2",NA,NA
"228","2019-01-17 11:27:21-02","PUCRS","MPUC","11939","S","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","P.J.S. Silva Filho",NA,NA,"2008","07","17","Brasil","RS","Dom Pedro de Alcântara","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,"2008","01","01",".","Pé do morro",NA,NA,"South America",NA,NA,NA,"Solanales",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA
"229","2019-01-17 11:27:21-02","PUCRS","MPUC","16862","S","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","C.A. Mondin",NA,NA,"2010","11","21","Brasil","RS","Viamão","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,"2010","01","01","Entorno do lago",NA,NA,NA,"South America",NA,NA,NA,"Solanales",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"1","1219",NA
"230","2020-10-14 10:06:50-03","FURB","FURB","10363","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Gasper, AL de","Dreveck, S.; Carneiro, F.E.","610","2009","02","20","Brasil","Santa Catarina","Xavantina","-52.3794445","-27.045","-52.3794445","-27.0450000","FURB44745","FURB44745","2009","02","20","Linha Guararapes.","Florística IFFSC 2310 (Arbusto) Habitat: Floresta Estacional Decidual; borda da mata Habito: arbustiva; flor vinho","898","898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-10-14 10:06:50-03","FURB","FURB","10577","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Gasper, AL de","Dreveck, S.; Carneiro, F.E.","428","2008","11","25","Brasil","Santa Catarina","Concórdia","-51.975","-27.135","-51.9750000","-27.1350000","FURB44742","FURB44742","2009","03",NA,"Lageado Cascudo.","Florística IFFSC 2088(Arbusto) Habitat: Floresta Estacional Decidual; Habito: arbustiva; Fruto vermelho;","633","633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-10-14 10:06:50-03","FURB","FURB","11001","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Sobral, M","Gasper, A.L. de; Dreveck, S. & Carneiro, F.E.","2063","2009","01","28","Brasil","Santa Catarina","Seara","-52.2897222","-27.1797223","-52.2897222","-27.1797223","FURB03640","FURB03640","2009","03",NA,"Linha Dois Irmãos.","Florística IFFSC 1965(Arbórea) Habitat: Floresta Estacional Decidual; borda do fragmento Habito: arbórea; flor roxa","620","620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-10-14 10:06:50-03","FURB","FURB","11380","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Gasper, AL de","Verdi, M.; Grosch, B. & Klemz, G.","940","2008","12","11","Brasil","Santa Catarina","Capão Alto","-50.7608333","-28.17","-50.7608333","-28.1700000","FURB44743","FURB44743","2009",NA,NA,"Fazenda Pessegueirinho.","Florística IFFSC 529. Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Habito: Fruto verde;","762","762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-10-14 10:06:50-03","FURB","FURB","11725","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Gasper, AL de","Gasper, A.L. de; Dreveck, S. & Carneiro, F.E.","2041","2009","01","24","Brasil","Santa Catarina","Ipumirim","-52.2","-27","-52.2000000","-27.0000000","FURB44744","FURB44744","2009","01","24","Linha Silvano.","Florística IFFSC 602(Arbusto), componente da regeneração no local. Habitat: Floresta Ombrófila Mista; borda do fragmento Habito: arbustiva;","874","874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-10-14 10:06:50-03","FURB","FURB","37619","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Funez, L.A.","Funez, L.A.","215","2011","12","17","Brasil","Santa Catarina","Xanxerê","-52.3994444","-26.8722223","-52.3994444","-26.8722223","FURB44747","FURB44747_1 FURB44747_2","2013","09","03","Centro - Terreno alagadiço.",NA,"793","793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-10-14 10:06:50-03","FURB","FURB","4439","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Cordeiro, J","Nascimento, D.S.; Cordeiro, J.","41","2004","10","07","Brasil","Paraná","Curitiba","-49.2388889","-25.4419444","-49.2388889","-25.4419444","FURB44741","FURB44741","2006",NA,NA,"Jardim Botânico Municipal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-10-14 10:06:50-03","FURB","FURB","46270","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Oliveira, AA de","Oliveira, A.A. de","1232","2015","02","27","Brasil","Santa Catarina","Ipumirim","-52.1997222","-26.9997222","-52.1997222","-26.9997222","FURB44736","FURB44736","2015","02","27","Linha Silvano.","Regeneração IFFSC 602 /L/14 Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: arbustiva;","874","874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2020-10-14 10:06:50-03","FURB","FURB","47862","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Adenesky-Filho, E","Adenesky-Filho, E.",NA,"2011","04","01","Brasil","Paraná","Telêmaco Borba","-50.7069444","-24.1005556","-50.7069444","-24.1005556","FURB47862","FURB47862",NA,NA,NA,NA,"Resgate de flora da UHE Mauá","520","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2019-11-08 08:56:42-03","FURB","FURB","51822","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Funez, L.A.","Funez, L.A.","5760","2016","11","28","Brasil","Santa Catarina","Rio dos Cedros","-49.3255556","-26.6697223","-49.3255556","-26.6697223","FURB51822","FURB51822","2016","11","28","Estrada Rio Bonito-Palmeiras.","Frutos maduros alaranjadas Habitat: Borda da floresta Habito: Arbusto","241","241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-10-14 10:06:50-03","FURB","FURB","52083","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Schwirkowski, P.","Schwirkowski, P.","1979","2016","10","22","Brasil","Santa Catarina","São Bento do Sul","-49.3561111","-26.24","-49.3561111","-26.2400000","FURB52083","FURB52083","2016","10","22","Pátio da Assoc. Func. Do SAMAE.","Árvore espinescente, 3 m alt. Heliófita, flores roxas","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-10-14 10:06:50-03","FURB","FURB","53149","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Funez, L.A.","Uller, H.F.; Klitzke, A.R; Bollmann, G.O.","820","2016","10","30","Brasil","Santa Catarina","Porto União","-51.12","-26.28","-51.1200000","-26.2800000","FURB53149","FURB53149","2017","03","27","Barreiros.","arbusto frequente, pétalas de coloração roxa, frutos verdes Habitat: área de jardim abandonado Habito: arbusto","963","963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-10-14 10:06:50-03","FURB","FURB","54266","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Funez, L.A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","522","2017","05","16","Brasil","Santa Catarina","Concórdia","-52.0197223","-27.2719445","-52.0197223","-27.2719445","FURB54266","FURB54266","2017","06",NA,NA,"fruto imaturo Habitat: beira de estrada Habito: arbusto","702","702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-10-14 10:06:50-03","FURB","FURB","57690","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Gonzatti, F.","Gonzatti, F.; Valduga, E.","1832","2015","04","19","Brasil","Rio Grande do Sul","Osório","-50.2211111","-29.8522222","-50.2211111","-29.8522222","FURB57690","FURB57690","2015","05","02","Canal entre as Lagoas de Peixoto e Pinguela.","flores abundantes Habitat: Bordo de mata Habito: arvoreta","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-10-14 10:06:50-03","FURB","FURB","61374","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","3671","2018","10","10","Brasil","Santa Catarina","Santa Helena","-53.6413889","-26.9094444","-53.6413889","-26.9094444","FURB61374","FURB61374","2018","10","10","Sanga Joaçaba.","flor violácea Habitat: borda do fragmento florestal Habito: arbusto","373","373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-10-14 10:06:50-03","FURB","FURB","61631","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","3905","2018","11","09","Brasil","Santa Catarina","Concórdia","-52.0663889","-27.1788889","-52.0663889","-27.1788889","FURB61631","FURB61631","2018","11","09","Linha Grando.","fruto imaturo Habitat: Borda de fragmento florestal Habito: Arvoreta","530","530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-12-09 14:47:26-03","FURB","FURB","61755","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Barboza, E","Oliveira, A.A. de","3749","2016","10","21","Brasil","Paraná","Curitiba","-49.32","-25.38","-49.3200000","-25.3800000","FURB61755","FURB61755","2017","05","24",NA,"Arbusto 2,4m; pouco exsudado aquoso incolor, com odor Habito: Arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2020-10-14 10:06:50-03","FURB","FURB","62118","PreservedSpecimen","Plantae","Solanaceae","Vassobia","breviflora","Vassobia breviflora","(Sendtn.) Hunz.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","4386","2018","12","19","Brasil","Santa Catarina","Capão Alto","-50.7608333","-28.17","-50.7608333","-28.1700000","FURB62118","FURB62118","2018","12","19","Fazenda Pessegueirinho. Fazenda Pessegueirinho.","Fruto imaturo Habitat: Borda da unidade amostral. Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Estágio Avançado Habito: Arbusto","772","772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
