"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"49","2019-11-13 16:05:05-03","UNISANTA","HUSC","10453","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Artibano, J.; Louzada, R.B.","20",NA,"Brasil","Ilha de Urubuqueçaba.",NA,NA,"Árvore encontrada no topo e na encosta.",NA,"Magnoliophyta",NA,"Engler","2003","03","24","São Paulo","Santos","-46.3300018310547","-23.9599990844727",NA,"Martins, S.E.; et al.",NA,NA,"2003","08","26836","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-11-12 17:03:15-03","UEL","FUEL","36842","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"França, GS","365",NA,"Brasil","Lagoa Jacaré",NA,NA,NA,NA,"Tracheophyta","Sapindales","Engl.","2003","06","06","Minas Gerais","Dionísio","-42.7766990661621","-19.8428001403809",NA,"França, GS",NA,NA,NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA
"51","2019-11-01 15:10:06-03","UnB","UB","165313","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Pinto, GCP; et al.","38083","Southern America","Brasil","Reserva Florestal do Instituto Baiano do Fumo (IBF).",NA,NA,"Arvoreta erecta, indivisa com 1 a 3m de altura; folhas longas, unifolioladas; inflorescências em espiga, flores alvas pequenas; fruto cápsula.; Tensão Florestal Úmida x Floresta Estacional.",NA,"Dicotyledoneae",NA,"Engl.","1983","11","12","Bahia","Cruz das Almas","-39.1018981933594","-12.6700000762939",NA,"Lima, MPM",NA,NA,"1988","08","14660","auto",NA,NA,NA,"24",NA,NA,NA
"52","2017-09-11 17:13:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Riedel, L","470","Southern America","Brazil","Habitat in prov. Rio de Janeiro in silvis ad Macahé.",NA,NA,NA,NA,NA,NA,"Engl.",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"P12P2N0029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 16:28:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Schott, HW","s.n.","Southern America","Brazil","loco haud addicto..",NA,NA,NA,NA,NA,NA,"Engl.",NA,NA,NA,NA,NA,NA,NA,"P12P2N0029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:13:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rutaceae","Pilocarpus","macrocarpus","Pilocarpus macrocarpus",NA,"Sello, HL","5998","Southern America","Brazil","Habitat in Brasilia, loco haud accuratius addicto.",NA,NA,NA,NA,NA,NA,"Engl.",NA,NA,NA,NA,NA,NA,NA,"P12P2N0031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-21 10:18:46-03","IBt","SP","335353","S","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Kallunki, JA; Pirani, JR; Fernandes Bulhão, C","698",NA,"Brasil","Fazenda Santo Antônio, on dirt road turning S at 18 km from bridge at W edge of Linhares on road to Bananal.",NA,NA,NA,"SP048782",NA,NA,"Engl.","1995","04","19","Espírito Santo","Linhares","-40.166667","-19.266667","SP048782",NA,NA,NA,NA,NA,NA,NA,"-40.166667","-19.266667",NA,NA,NA,NA,NA
"56","2019-11-21 10:18:46-03","IBt","SP","19824","S","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Usteri, A","s.n.",NA,"Brasil",NA,NA,NA,NA,"SP048781",NA,NA,"Engl.","1907","01","13","São Paulo","Guarujá","-46.25","-23.9899997711182","SP048781","Pirani, JR",NA,NA,"2002",NA,"18989","auto",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 10:18:46-03","IBt","SP","9137","S","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Loefgren, A","CGG4178",NA,"Brasil","Beira costão, Itaipu.",NA,NA,NA,"SP008350",NA,NA,"Engl.","1898","10","17","São Paulo","Praia Grande","-46.4000015258789","-24","SP008350","Kaastra, RC",NA,NA,"1977",NA,"22363","auto",NA,NA,NA,NA,NA,NA,NA
"58","2019-11-21 10:18:46-03","IBt","SP","262570","S","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Yano, O; Mello, ZR; Marcelli, MP","18409",NA,"Brasil","Ilha Urubuqueçaba. Quase na divisa com São Vicente.",NA,NA,NA,"SP048779",NA,NA,"Engl.","1993","03","25","São Paulo","Santos","-46.3300018310547","-23.9599990844727","SP048779","Pirani, JR",NA,NA,"2002",NA,"26836","auto",NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 10:18:46-03","IBt","SP","262570a","Extra","Plantae","Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus",NA,"Yano, O; Mello, ZR; Marcelli, MP","18409",NA,"Brasil","Ilha Urubuqueçaba. Quase na divisa com São Vicente.",NA,NA,NA,"SP048780",NA,NA,"Engl.","1993","03","25","São Paulo","Santos","-46.3300018310547","-23.9599990844727","SP048780","Pirani, JR",NA,NA,"2002",NA,"26836","auto",NA,NA,NA,NA,NA,NA,NA
