"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","class","typeStatus","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"50","2021-02-08 12:40:59-03","UFRGS","ICN","131285","S","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Kinupp, VF","2004","01","11","Brasil","RS","Cambará do Sul","Parque Nacional da Serra Geral","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Kinupp, VF",NA,NA,NA,"2845",NA,NA,"América do Sul",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Arbusto; 1,50 m; flores e botões róseos; estigma verde típico do gênero Escallonia; altamente ornamental e pelo pequeno porte merece cultivada.; Lajeado do arroio que forma a Cachoeira do Tigre Preto; em ilh","Dicotyledon",NA,NA,NA,NA,"30776","auto",NA,NA
"51","2021-02-08 12:40:59-03","UFRGS","ICN","123153","S","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Sobral, M; Pinheiro, M; Miotto, STS",NA,NA,NA,"Brasil","SC","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,NA,NA,NA,NA,NA,NA,NA,"8998","850","850","América do Sul",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Arbusto 2-3m, entre rochas na Serra do Rio do Rastro; flores róseo-claras.; Região de campos rupestres entremeados com mata nebular ou matas de araucária.","Dicotyledon",NA,NA,NA,NA,"32577","auto",NA,NA
"52","2021-02-08 12:40:59-03","UFRGS","ICN","171951","S","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Sobral, M; Stehmann, JR; Dutylh, J",NA,NA,NA,"Brasil","SC","Bom Jardim da Serra","Serra do Rio do Rastro.","-49.624698638916","-28.3369007110596",NA,NA,NA,NA,"Sobral, M",NA,NA,NA,"7726",NA,NA,"América do Sul",NA,NA,"Arvoreta 3m altura, flores róseas.; Vegetação de campos rupestres de rocha basáltica entremeada com mata atlântica, em beira de estrada junto à curso d'água.","Dicotyledon",NA,NA,NA,NA,"32577","auto",NA,NA
"53","2021-02-08 12:40:59-03","UFRGS","ICN","048606","S","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Sobral, M","1980","12","01","Brasil","SC","Praia Grande","Desfiladeiro do Churriado","-49.9502983093262","-29.1966991424561",NA,NA,NA,NA,"Marchioretto, MS","1990","09","12","s.n.",NA,NA,"América do Sul",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Arbusto; flores róseas.; na beira do arroio que desce o desfiladeiro.","Dicotyledon",NA,NA,NA,NA,"21549","auto",NA,NA
"54","2021-02-08 12:40:59-03","UFRGS","ICN","178234","S","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Grings, M; Turma da 1ª Excursão Botânica Práticas em Botânica, M","2014","05","18","Brasil","RS","Cambará do Sul","Canion Fortaleza, na trilha de subida ao mirante","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Grings, M",NA,NA,NA,"1829",NA,NA,"América do Sul",NA,NA,"arbusto de 0,8 m de altura; flores passadas; em barranco","Dicotyledon",NA,NA,NA,NA,"30776","auto",NA,NA
"55","2021-02-08 12:40:59-03","UFRGS","ICN","120733","S","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Sobral, M; Jarenkow, JA",NA,NA,NA,"Brasil","RS","Morrinhos do Sul","Tajuva","-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"Sobral, M",NA,NA,NA,"8013","750","750","América do Sul",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Arbusto 1,5m; flores róseas, com odor agradável.; Região intermediária entre formação de mata atlântica e mata nebular, na subida da trilha Tajuva-Josafá. Em fenda de rochas basálticas","Dicotyledon",NA,NA,NA,NA,"12766","auto",NA,NA
"56","2021-02-08 12:40:59-03","UFRGS","ICN","123649","S","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Sobral, M; et al.",NA,NA,NA,"Brasil","RS","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,NA,NA,NA,NA,"9416",NA,NA,"América do Sul",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Arbusto 3m; flores róseo-avermelhadas.; Região de campos rupestres entremeados com matas de araucária. Em beira de mata junto a estrada, na Serra da Rocinha.","Dicotyledon",NA,NA,NA,NA,"42598","auto",NA,NA
"57","2021-02-08 12:40:59-03","UFRGS","ICN","119300","S","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Stehmann, JR; Borba, EL; Ippolito, A; dos Reis, C","1995","12","09","Brasil","SC","Lauro Müller","Serra do Rio de Janeiro","-49.3967018127441","-28.3927993774414",NA,NA,NA,NA,"Sobral, M",NA,NA,NA,"1822",NA,NA,"América do Sul",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Arbusto. Flores rosadas, anteras amarelas.; muito frequente nos barrancos úmidos.","Dicotyledon",NA,NA,NA,NA,"15992","auto",NA,NA
"58","2020-08-26 10:49:10-03","MCN-FZBRS","HAS","50054","PreservedSpecimen","Plantae","Grossulariaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Mattos, J.","1977","11",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Entre a Serra da Rocinha e Cambará do Sul,","-50.1446990966797","-29.0478000640869",NA,NA,"HAS0050054",NA,"Marchioretto, M.S.","1977","11","10","17930",NA,NA,NA,NA,NA,"; arvoreta;","Magnoliophyta",NA,NA,NA,NA,"30776","auto",NA,NA
"59","2020-08-26 10:49:10-03","MCN-FZBRS","HAS","50101","PreservedSpecimen","Plantae","Grossulariaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Silveira, N.","1984","05",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fortaleza,","-50.1446990966797","-29.0478000640869",NA,NA,"HAS0050101",NA,NA,NA,NA,NA,"1263",NA,NA,NA,NA,NA,"; arbusto Flores passadas.","Magnoliophyta",NA,NA,NA,NA,"30776","auto",NA,NA
"60","2020-08-26 10:49:10-03","MCN-FZBRS","HAS","50085","PreservedSpecimen","Plantae","Grossulariaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Mattos, J.","1982","05",NA,"Brasil","Rio Grande do Sul","Pelotas","Estação Florestal Experimental do IBDF,","-52.3424987792969","-31.771900177002",NA,NA,"HAS0050085",NA,"Marchioretto, M.S.","1990","09","12","23334",NA,NA,NA,NA,NA,"arbusto; Muito ramoso.","Magnoliophyta",NA,NA,NA,NA,"51462","auto",NA,NA
"61","2020-08-26 10:49:10-03","MCN-FZBRS","HAS","67003","PreservedSpecimen","Plantae","Grossulariaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Silveira, N.","1991","05",NA,"Brasil","Santa Catarina","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,NA,"HAS0067003",NA,NA,NA,NA,NA,"9798",NA,NA,NA,NA,NA,"; arbusto 1,80m altura. Frutos passados.","Magnoliophyta",NA,NA,NA,NA,"32577","auto",NA,NA
"62","2020-03-12 10:23:53-03","IBt","SP","357644","S","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Hatschbach, G; et al.","2000","12","10","Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco","-49.2146987915039","-28.1849994659424",NA,NA,NA,NA,"Hatschbach, G","2001",NA,NA,"71779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24844","auto",NA,NA
"63","2020-03-12 10:23:53-03","IBt","SP","319162","S","Plantae","Escalloniaceae","Escallonia","petrophila","Escallonia petrophila","Rambo & Sleumer","Hatschbach, G; Ribas, OS","1994","11","23","Brasil","Santa Catarina","Praia Grande","Serra do Faxinal, Rod. SC-450","-49.9502983093262","-29.1966991424561",NA,NA,NA,NA,"Zapata, F","2010",NA,NA,"61252","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21549","auto",NA,NA
