"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"205","2019-11-01 14:54:15-03","UnB","UB","122766","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hoehne, W","4074","1955","09","18","Southern America","Brasil","São Paulo",NA,NA,NA,NA,"Flores amareladas.; Escandente.; Brejo",NA,NA,"-46.3899993896484","-23.9599990844727","São Vicente","Ritter, M","25482","auto","1989",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-08-20 14:55:12-03","UFSC","FLOR","62576","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Setubal, R.B.","1035","2012","09","08",NA,"Brasil","Santa Catarina","Reserva Volta Velha.","5","5",NA,"liana coletada em altura de ca. 1,5-2 m de altura; capítulos de 4 flores de corola creme","FLOR0062576","FLOR0062576","-48.633333","-26.066667","Itapoá","Setubal, R.B.",NA,NA,"2012","48º38'W","26º4'0''S","09","08",NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-08-20 20:38:09-03","UFSC","FLOR","45272","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Matzenbacher, N.I.","s.n.","1988","12","01",NA,"Brasil","Rio Grande do Sul","Fazenda Maximiniano, BR-116 km 307.",NA,NA,NA,NA,"FLOR0045272",NA,"-51.3250007629395","-30.113899230957","Guaíba","Matzenbacher, N.I.","28343","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-08-20 14:55:12-03","UFSC","FLOR","39395","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Queiroz, M.H. de","s.n.","1992","02","04",NA,"Brasil","Santa Catarina","Armação, Ilha de Santa Catarina.",NA,NA,NA,"Tombo original: 31796a.","FLOR0039395","FLOR0039395_01 FLOR0039395_02","-48.5491981506348","-27.596700668335","Florianópolis","Miranda, J.V.R.","27000","auto","2018",NA,NA,"12","17",NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-08-20 14:55:13-03","UFSC","FLOR","48317","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","obsoleta","Mikania obsoleta","(Vell.) G.M.Barroso","Mello, A.S.; Weber, P.","s.n.","2011","08","08",NA,"Brasil","Santa Catarina","Floresta atrás do porto.",NA,NA,NA,"trepadeira, flor papus brancos","FLOR0048317",NA,"-48.6161003112793","-26.1168994903564","Itapoá","Mello, A.S.","18121","auto","2011",NA,NA,"08","08",NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-03-04 15:42:35-03","IF","SPSF","15794","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis","DC.","A.Amaral Junior","4","1982","02","04","América do Sul","Brasil","SP","Pico do Itapeva","1800","1900",NA,"COLETA: XLS: SPSFAntigo&nf;Mata baixa latifoliada sem araucaria.&nf;Trepadeira com inflorescências verde-esbranquçadas; botões verdes.;",NA,NA,"-45.5900001525879","-22.7299995422363","Campos do Jordão","J.A.Pastore","21048","auto","2012",NA,NA,"07","13","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"211","2021-03-04 15:42:35-03","IF","SPSF","30300","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis",NA,"J.R.Guillaumon",NA,"2002","08","13","América do Sul","Brasil","SP","Condominio Estancia Marambaia, rua Marília",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: borda de mata natural&nf;;",NA,NA,"-46.9700012207031","-23.0300006866455","Vinhedo",NA,"9595","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"212","2021-03-04 15:42:35-03","IF","SPSF","28158","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis",NA,"M.D.Moraes","148","1995","09","24","América do Sul","Brasil","SP","P.E.Serra do Mar, Núcleo Picinguaba",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"-45.0699996948242","-23.4300003051758","Ubatuba",NA,"34265","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"213","2021-03-04 15:42:35-03","IF","SPSF","28128","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","biformis","Mikania biformis",NA,"M.D.Moraes","146","1995","09","24","América do Sul","Brasil","SP","P.E.Serra do Mar, Núcleo Picinguaba",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"-45.0699996948242","-23.4300003051758","Ubatuba",NA,"34265","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"214","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Lund, PW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Pohl, JBE","542",NA,NA,NA,NA,"?",NA,"loco non indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Blanchet, JS","1557",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Bahia in sylvis at Ilheos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2017-09-11 17:08:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"ad Victoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-10-26 09:32:03-03","UNEMAT","NX-FANEROGAMAS","311","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Forster W. , Atanasio C.; Siqueira L.P.; Sorreano M.C.M.; Souza S.C.; Buchianeri V.; Scalon V.R.; Souza V.C.; Rodrigues R.R.; Tamashiro J.Y.","273","2000","04","21",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar Cachoeira do Sítio Urucurana, Trilha do Escorrega, às margens do Rio Una, 130msm. Interior de mata. Encosta - bem preservada.",NA,NA,NA,"[HABITAT=Floresta Ombrófila Densa Submontana]",NA,NA,"-45.7",NA,"São Sebastião","Moraes M.",NA,NA,"2000","-45.70",NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-02-08 12:36:37-03","UFRGS","ICN","191640","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Marchett, F","585","2007","09","21","América do Sul","Brasil","SC","Praia do Mariscal",NA,NA,NA,"Doação HUCS 31711; Na restinga.",NA,NA,"-48.5169982910156","-27.1380004882812","Bombinhas","Ritter, MR","11943","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-02-08 12:36:37-03","UFRGS","ICN","032104","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Reitz, R; Klein, RM","1042","1953","09","24","América do Sul","Brasil","SC","Campo do Massiambú","3","3",NA,"Liana, flor branca, perfume de mel; Restinga",NA,NA,"-48.6678009033203","-27.645299911499","Palhoça","Ritter, MR","31105","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2014-09-23 11:01:06-03","G","G-DC","G00495471","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Blanchet, J. S.","1551",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Bahia",NA,NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00495471",NA,"-41.99722222","-12.18305556",NA,"CAT.HERB.PRODR.",NA,NA,"2013","-41.99722222","-12.18305556","01","01",NA,NA,NA,"HOLOTYPUS of Mikania biformis DC.",NA,NA,NA,NA
"222","2014-09-23 11:01:06-03","G","G-DC","G00495475","S","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Lund, P. W.","296",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00495475",NA,"-42.9125","-22.48222222",NA,"CAT.HERB.PRODR.",NA,NA,"2013","-42.9125","-22.48222222","01","01",NA,NA,NA,"HOLOTYPUS of Mikania diversifolia DC.",NA,NA,NA,NA
"223","2019-11-21 10:00:58-03","IBt","SP","178678","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Rosa, NA; Murça Pires, J","3918","1980","11","26",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba","750","890",NA,"Cipó sobre árvore a 10m alt., flor branca",NA,NA,"-45.3","-23.75","Santo André","Nascimento, GS",NA,NA,"2011","-45.3","-23.75","10","10",NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-11-21 10:00:58-03","IBt","SP","360878","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Sampaio, PSP; Martins, SE","337","1999","08","26",NA,"Brasil","São Paulo","Praia do Itaguaré",NA,NA,NA,NA,NA,NA,"-45.966667","-23.783333","Bertioga","Magenta, M",NA,NA,"2001","-45.966667","-23.783333","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-11-21 10:00:58-03","IBt","SP","154511","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Oliveira, F","s.n.","1978","09","08",NA,"Brasil","São Paulo",NA,NA,NA,NA,"Material referência de estudo Químico",NA,NA,"-46.138599395752","-23.8544006347656","Bertioga",NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-11-21 10:00:58-03","IBt","SP","360880","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Magenta, MAG; Sampaio, PSP","194","1999","08","19",NA,"Brasil","São Paulo","Guaratuba. fazenda Três Marias, estrada da captação",NA,NA,NA,NA,NA,NA,"-46.138599395752","-23.8544006347656","Bertioga","Magenta, M","37616","auto","2001",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-11-21 10:00:58-03","IBt","SP","360879","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Sampaio, PSP; Boldrin, AHL","320","1999","08","12",NA,"Brasil","São Paulo","São Lourenço, Rod. SP-55, Km 211,5. Fazenda da Família Pinto",NA,NA,NA,NA,NA,NA,"-46.138599395752","-23.8544006347656","Bertioga","Magenta, M","37616","auto","2001",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-11-21 10:00:58-03","IBt","SP","64639","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Mattos, J","9178","1961","10","01",NA,"Brasil","São Paulo","Ilha Comprida, Na costa leste",NA,NA,NA,NA,NA,NA,"-47.9199981689453","-25.0100002288818","Cananéia","Simão Bianchini, R","37574","auto","1993",NA,NA,"10","13",NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-11-21 10:00:58-03","IBt","SP","197984","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Forero, E; Chiea, SC; Muniz, C; Silva, J","8797","1980","10","10",NA,"Brasil","São Paulo","Ilha do Cardoso",NA,NA,NA,NA,NA,NA,"-47.9199981689453","-25.0100002288818","Cananéia","Souza, FO","37574","auto","1990",NA,NA,"11","14",NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-11-21 10:00:58-03","IBt","SP","180672","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Chiea, SAC","191","1982","09","21",NA,"Brasil","São Paulo","Ilha do Cardoso, Morro do Sambaqui-Mirim",NA,NA,NA,NA,NA,NA,"-47.9199981689453","-25.0100002288818","Cananéia","Leitão Filho, HF","37574","auto","1990",NA,NA,"11","14",NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-11-21 10:00:58-03","IBt","SP","382450","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Souza, FO; Sugiyama, M; Romanini, RP; Oliva, PR","256","2005","08","26",NA,"Brasil","São Paulo","Ilha do Cardoso, Próximo ao antigo gerador",NA,NA,NA,NA,NA,NA,"-47.9199981689453","-25.0100002288818","Cananéia","Souza, FO","37574","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-11-21 10:00:58-03","IBt","SP","382429","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Souza, FO; Barros, F; Romanini, RP","269","2005","09","28",NA,"Brasil","São Paulo","Ilha do Cardoso, Trilha da Captação de Água",NA,NA,NA,NA,NA,NA,"-47.9199981689453","-25.0100002288818","Cananéia","Souza, FO","37574","auto","2006",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-11-21 10:00:58-03","IBt","SP","388304","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Udulutsch, RG; et al.","2414","2003","09","26",NA,"Brasil","São Paulo","Parque Estadual da Ilha do Cardoso",NA,NA,NA,NA,NA,NA,"-47.9199981689453","-25.0100002288818","Cananéia","Souza-Buturi, FO","37574","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-11-21 10:00:58-03","IBt","SP","382449","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Souza, FO; Sugiyama, M; Romanini, RP; Oliva, PR","263","2005","08","24",NA,"Brasil","São Paulo","Parque Estadual da Ilha do Cardoso, Estrada da Captação",NA,NA,NA,NA,NA,NA,"-47.9199981689453","-25.0100002288818","Cananéia","Souza, FO","37574","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2019-11-21 10:00:58-03","IBt","SP","24268","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Hoehne, FC","s.n.","1929","09","20",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"-47.5499992370605","-24.7000007629395","Iguape","Robinson, BL","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-11-21 10:00:58-03","IBt","SP","156370","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Kuhlmann, M","s.n.","1958","09","04",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"-46.7799987792969","-24.1800003051758","Itanhaém","Simão Bianchini, R","26998","auto","1993",NA,NA,"10","13",NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-11-21 10:00:58-03","IBt","SP","169622","S","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Oliveira, F","55","1981","04","07",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"-46.4000015258789","-24","Praia Grande",NA,"22363","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-11-21 10:00:58-03","IBt","SP","305314","S","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hoehne, W","4074","1955","09","18",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"-46.3899993896484","-23.9599990844727","São Vicente","Ritter, MR","25482","auto","1989",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2010-08-16 16:37:38-03","GH","HU-HERB","GH 00010251","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","de Candolle","J. S. Blanchet","1557",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type","1557",NA,NA,"undetermined"
