"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"48","2019-02-15 11:34:20-02","IPA","IPA","67238","S","Plantae","Plantae",NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Leal, J.; Alcina Viana; Oliveira, J.B.S.; Alcina Viana; Oliveira, J.B.S.","45","2003","09","11","Southern America","Brasil","Pernambuco","RPPN - frei Caneca/Pedra do Cruzeiro. Substrato pedregoso.",NA,NA,NA,"Inflorescência paniculada de cor verde claro. Laboratório de Fanerógamos.","IPA0067238","IPA0067238","-35.845278","-8.732778","Jaqueira","Rita Pereira",NA,NA,"2003","-35.845278","-8.732778","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-02-15 11:34:20-02","IPA","IPA","60010","S","Plantae","Plantae",NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Staviski, M.N.R.; Esteves, G.L.; Esteves, G.L.","512","1983","03","21","Southern America","Brasil","Alagoas","Serra do Ouro, Bititinga",NA,NA,NA,"Trepadeira; botões verdes.; Mata Pluvial Tropical; solo bem drenado.","IPA0060010",NA,"-35.8417015075684","-9.38333034515381","Messias","Rita Pereira","13570","auto","1996",NA,NA,"05","05",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-02-15 11:34:20-02","IPA","IPA","70175","S","Plantae","Plantae",NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Bocage, A.;; Rita Pereira; Costa e Silva, M.B.; Marques, J.S.; Ferreira, C.; Rita Pereira; Costa e Silva, M.B.; Marques, J.S.; Ferreira, C.","1100","2005","11","23","Southern America","Brasil","Pernambuco","Vale do Catimbau, Trilha da Pedra da Concha",NA,NA,NA,"Flores creme. Frequência média","IPA0070175",NA,"-37.1557998657227","-8.62306022644043","Buíque","Rita Pereira","38964","auto","2018",NA,NA,"09","12",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-02-15 11:34:20-02","IPA","IPA","7191","S","Plantae","Plantae",NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Pickel, B.","3331","1933","05","26","Southern America","Brasil","Pernambuco","Gurjaú",NA,NA,NA,"Cipó com flores brancas.; Mata.","IPA0007191",NA,"-35.0349998474121","-8.28666973114014","Cabo de Santo Agostinho","Barroso, G.M.","25282","auto","1955",NA,NA,"05","24",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-27 13:27:40-03","IAP","PACA-AGP","34442","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Mikania","diversifolia","Mikania diversifolia","DC.","Hatschbach, G.",NA,"1946","09","18",NA,"Brasil","PR","Matinhos",NA,NA,NA,"Habitat: ad silvulam litoraneum Fenofase: flor","PACA034442",NA,NA,NA,"Paranangua","M. R. Ritter",NA,NA,"1988",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"53","2019-08-27 13:27:40-03","IAP","PACA-AGP","50836","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Mikania","diversifolia","Mikania diversifolia","DC.","Hatschbach, G.","1391","1949","05","01",NA,"Brasil","PR","Rio do Corvo",NA,NA,NA,"Habitat: in silva primaeva scandens Fenofase: flor","PACA050836",NA,"-49.0633010864258","-25.4416999816895","Piraquara","Asplund","12577","auto","1954",NA,NA,"07","04","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"54","2021-03-24 17:08:41-03","UFES","SAMES","8064","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Tressmann,L.K.; Ribeiro,I.F.;Menezes,L.F.T.;Gasparini,A.","32","2017","08","08",NA,"Brasil","Espírito Santo","Praia de cacimbas.",NA,NA,NA,"Habitat: Restinga","SAMES08064",NA,"-40.0722007751465","-19.3910999298096","Linhares","Siqueira,G.S.","48094","auto","2018","-397358333.0","-194791667.0","08","18",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-24 17:08:41-03","UFES","SAMES","9148","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Ribeiro, M.; Rozario, E.M.","1490","2019","07","26",NA,"Brasil","Bahia","Coleta ao longo da estrada, área ensolarada, borda. Reserva Biológica de Córrego Grande","65","65",NA,"Planta com indumento alvacento. Folhas verde-claras. Inflorescência: raque ao cálice verde-claro, corola e partes reprodutivas brancas. Coleta em área ensolarada. Habito: Trepadeira","SAMES09148",NA,"-39.5508003234863","-18.0863990783691","Mucuri","Ribeiro, M.","78440","auto","2019","-398200000.0","-182363889.0","11","22",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-04-07 11:41:29-03","UFMS","CGMS","41190","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","E.L. Siqueira; L.F. Kochem","250","2009","08","07",NA,"Brasil","Paraná","RPPN Depositozinho - Propriedade da COAMO- Agroindustrial Cooperativa.","600","600",NA,"Botões florais verdes-claros. Doação HCF 8097. Habitat: Relevo suave-ondulado. Habito: Trepadeira volúvel, heliófita, pilosa.","CGMS1071177",NA,"-52.325","-24.1972222","Luiziana",NA,NA,NA,"2021","-52,325","-24,1972222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:24:42-03","UNICAMP","UEC","103945","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","biformis","Mikania biformis","A.DC.","Moraes, MD","146","1995","09","24",NA,"Brazil","São Paulo","Planície Litorânea de Picinguaba, trilha das três lagoas",NA,NA,NA,"liana a 3m de altura, flores brancas, perfumadas, estames castanhos. Pleno sol. Ocasional","UEC162967","UEC162967","-44.8","-23.333333","Ubatuba",NA,NA,NA,NA,"-44.8","-23.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-02-10 17:50:31-03","UNICAMP","UEC","151107","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","biformis","Mikania biformis","A.DC.","Torres, RB; Figueiredo, N; Oliveira, AR","240","1987","07","08",NA,"Brazil","São Paulo","Estação Ecológica de Angatuba. Mata Secundária.",NA,NA,NA,"Trepadeira, frutos com papus branco.","UEC125946","UEC125946","-48.591778","-23.711492","Angatuba","Souza, T",NA,NA,"1988","-48.591778","-23.711492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-02-10 17:50:31-03","UNICAMP","UEC","144656","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","biformis","Mikania biformis","A.DC.","Miranda, AM; Silva, MI","5116","2005","07","16",NA,"Brazil","Bahia","Povoado de Barcelos do Sul., Orla da mata.",NA,NA,NA,"Volúvel; caule verde; folhas levemente papiráceas, inflorescência alva.","UEC162965","UEC162965","-39.1039009094238","-13.9447002410889","Camamu",NA,"33730","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-02-10 17:50:31-03","UNICAMP","UEC","52500","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","biformis","Mikania biformis","A.DC.","Pereira, OJ; Weinberg, B; Fontennele, GB","123","1982","08","30",NA,"Brazil","Espírito Santo","Lagoa do Milho.",NA,NA,NA,NA,"UEC125934","UEC125934","-40.5110015869141","-20.6580009460449","Guarapari",NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-02-10 17:50:31-03","UNICAMP","UEC","49462","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","biformis","Mikania biformis","A.DC.","Pereira, OJ; Weinberg, B; Fontennele, GB","123","1982","08","30",NA,"Brazil","Espírito Santo","Lagoa do Milho.",NA,NA,NA,NA,"UEC125932","UEC125932","-40.5110015869141","-20.6580009460449","Guarapari",NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:24:42-03","UNICAMP","UEC","49461","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","biformis","Mikania biformis","A.DC.","Pereira, OJ; Weinberg, B; Fontennele, GB","124","1982","08","30",NA,"Brazil","Espírito Santo","Lagoa do Milho.",NA,NA,NA,"Restinga.","UEC125935","UEC125935","-40.2924995422363","-20.3297004699707","Vila Velha",NA,"27156","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:24:42-03","UNICAMP","UEC","77813","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","biformis","Mikania biformis","A.DC.","Monteiro, CA; Souza, JP; Ferraro, L; Wongtschowski, M","11","1994","09","08",NA,"Brazil","São Paulo","Ilha Comprida. Estrada entre a balsa e a Praia da Ilha Comprida. 25°01'04S; 47°54'43W.",NA,NA,NA,"Escandente. Flores alvas.; Mata de restinga com transição para dunas.","UEC125930","UEC125930","-47.9199981689453","-25.0100002288818","Cananéia","Oliveira, CT","37574","auto","2015",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:24:42-03","UNICAMP","UEC","77812","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","biformis","Mikania biformis","A.DC.","Monteiro, CA; Souza, JP; Ferraro, L; Wongtschowski, M","05","1994","09","08",NA,"Brazil","São Paulo","Ilha Comprida. Estrada entre a balsa e a Praia da Ilha Comprida. 25°01'04S; 47°54'43W.",NA,NA,NA,"Flores alvas.; Mata de restinga com transição para dunas.","UEC125931","UEC125931","-47.9199981689453","-25.0100002288818","Cananéia","Oliveira, CT","37574","auto","2015",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:24:42-03","UNICAMP","UEC","91934","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","biformis","Mikania biformis","A.DC.","Forero, E; Chiea, SAC; Muniz, C; Silva, J","8797","1980","05","10",NA,"Brazil","São Paulo","Ilha do Cardoso",NA,NA,NA,"Enredaderas. Flores brancas.; Restinga.","UEC125933","UEC125933","-47.9199981689453","-25.0100002288818","Cananéia","Leitão Filho, HF","37574","auto","1990",NA,NA,"11","14",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:24:42-03","UNICAMP","UEC","3734","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","biformis","Mikania biformis","A.DC.","Shepherd, GJ","8597B","1978","10","13",NA,"Brazil","São Paulo","Ilha do Cardoso",NA,NA,NA,"Compositae de flores creme, entre mata e restinga","UEC162961","UEC162961","-47.9199981689453","-25.0100002288818","Cananéia",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-02-10 17:50:31-03","UNICAMP","UEC","2244","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","biformis","Mikania biformis","A.DC.","Shepherd, GJ; et al.","8590","1978","10","16",NA,"Brazil","São Paulo","Ilha do Cardoso",NA,NA,NA,NA,"UEC125937","UEC125937","-47.9199981689453","-25.0100002288818","Cananéia","Neto, M","37574","auto","1987",NA,NA,"04","24",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:24:42-03","UNICAMP","UEC","2180","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","biformis","Mikania biformis","A.DC.","Davis, PH; Shepherd, GJ; Sakane, M; et al.","60615","1976","09","07",NA,"Brazil","São Paulo","Ilha do Cardoso, Opposite Cananeia.",NA,NA,NA,"Flowers creamy white, fragrant.; Near sea level. Coastal rain forest, on white sand and humus. Climber. Leaves dimorphic.","UEC125936","UEC125936","-47.9199981689453","-25.0100002288818","Cananéia","Vieira, MF","37574","auto","1989",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-02-10 17:50:31-03","UNICAMP","UEC","148289","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","biformis","Mikania biformis","A.DC.","Dahlström, L","129","2008","04","02",NA,"Brazil","São Paulo","Dentro e próximo à água",NA,NA,NA,NA,"UEC125945","UEC125945","-47.7000007629395","-21.5499992370605","Luís Antônio","Dinato, DO","26872","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:24:42-03","UNICAMP","UEC","103946","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","biformis","Mikania biformis","A.DC.","Moraes, MD","148","1995","09","24",NA,"Brazil","São Paulo","Planície litorânea de Picinguaba, 44°48'-44°52'W e 23°20'-23°22'S. Trilha do Noel.",NA,NA,NA,"Liana a 4 metros de altura. Flores brancas, perfumadas, estames castanhos.; Pleno sol. Associada a local encharcado.","UEC125939","UEC125939","-45.0699996948242","-23.4300003051758","Ubatuba","Moraes, MD","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:24:42-03","UNICAMP","UEC","76710","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","A.DC.","Souza, JP; Ferraro, L; Wongtschowski, M; Monteiro, CA","145","1994","09","07",NA,"Brazil","São Paulo","Acesso de terra Pariquera-mirim - Sabaúna.",NA,NA,NA,"Inflorescência creme.","UEC128585","UEC128585","-47.742333","-24.815083","Pariquera-Açu","Ritter, MR",NA,NA,"2000","-47.742333","-24.815083","09","25",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:24:42-03","UNICAMP","UEC","92414","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","A.DC.","Britez, RM","24909","1986","09","07",NA,"Brazil","Paraná","Fortaleza.",NA,NA,NA,"Trepadeira de flores brancas.; Em restinga.","UEC128587","UEC128587","-48.5092010498047","-25.5200004577637","Paranaguá",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:24:42-03","UNICAMP","UEC","74666","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","A.DC.","Proença, SL; Rapini, A; Kirizawa, M; Ferreira, C","66","1995","08","21",NA,"Brazil","São Paulo","Rodovia BR-101, km 216. Loteamento Chácaras de Itapanhau.",NA,NA,NA,"Trepadeira. Flores brancas, estames brancos.; Floresta de Restinga.","UEC128584","UEC128584","-46.138599395752","-23.8544006347656","Bertioga","Moraes, MD","37616","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:24:42-03","UNICAMP","UEC","87062","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","A.DC.","Hoehne, W","4074","1955","09","18",NA,"Brazil","São Paulo",NA,NA,NA,NA,"Escadente. Flores amareladas.; Brejo.","UEC128586","UEC128586","-46.3899993896484","-23.9599990844727","São Vicente","Ritter, MR","25482","auto","1989",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:24:47-03","UNICAMP","UEC","115391","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","obsoleta","Mikania obsoleta","(Vell.) G.M.Barroso","Hanazaki, N; Veríssimo, MM; Peroni, N","13","1998","11","16",NA,"Brazil","São Paulo","São Paulo Bagre.",NA,NA,NA,"Liana;&nf;Nome local: Guaco do mato;&nf;Uso: medicinal;&nf;Status: nativa.; Floresta Ombrófila Densa das Terras Baixas. Beira de estrada.","UEC126360","UEC126360","-47.89","-24.956944","Cananéia","Tamashiro, JY",NA,NA,NA,"-47.89","-24.956944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:24:47-03","UNICAMP","UEC","115396","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","obsoleta","Mikania obsoleta","(Vell.) G.M.Barroso","Hanazaki, N; Peroni, N; Mendonça, AP","229","2000","02","15",NA,"Brazil","São Paulo",NA,NA,NA,NA,"Liana.&nf;Nome loca: Guaco;&nf;Uso: medicinal;&nf;Status: nativa.; Agrossolar. Floresta Ombrófila Densa das Terras Baixas.","UEC126359","UEC126359","-47.912222","-24.964444","Cananéia","Tamashiro, JY",NA,NA,NA,"-47.912222","-24.964444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-04-22 16:17:50-03","UFPB","JPB","63772","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Mikania","biformis","Mikania biformis","DC.","Coutinho, TS; Zelenski, A; Bazante, ML; Silva, FP; Luna, LK","62","2015","08","28","Southern America","Brasil","Pernambuco","RPPN Frei Caneca, Estrada para Lagoa dos Gatos",NA,NA,NA,"Trepadeira, tricomas ferrugíneos, folhas discolores, face abaxial esbranquiçada, flores verdes a cremes, perfumadas; HABITAT: Floresta Atlântica","JPB0063772",NA,"-35","-8","Jaqueira","Luna, NK",NA,NA,"2016","-35","-8","11","18",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-10-14 09:59:14-03","FURB","FURB","5907","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Vieira, F.C.S.","1214","2005","08","21",NA,"Brasil","Santa Catarina","Sambaqui do Cubatão.","5","5",NA,NA,"FURB00849","FURB00849","-48.8456001281738","-26.3043994903564","Joinville","Vieira, FCS","37150","auto","2005",NA,NA,"09","21",NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-16 17:50:58-03","UCS","HUCS","28492","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Sartori, M.","55","2006","04","30",NA,"Brasil","Paraná","Colônia Iguaçu",NA,NA,NA,"Orla da mata",NA,NA,"-50.3828010559082","-25.8742008209229","São Mateus do Sul","Robinson, H.","31353","auto","2006",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-06-27 10:24:10-03","UFES","VIES","125","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Pereira, O.J.; Fontenelle, G.B. & Behar, L.","123","1982","08","30",NA,"Brasil","Espírito Santo","Setiba - Lagoa do Milho.",NA,NA,NA,NA,"VIES000125","VIES000125","-40.5110015869141","-20.6580009460449","Guarapari","Leitão Filho, H.F.","28401","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-06-27 10:24:10-03","UFES","VIES","126","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Pereira, O.J.; Fontenelle, G.B. & Behar, L.","124","1982","08","30",NA,"Brasil","Espírito Santo","Setiba - Lagoa do Milho.",NA,NA,NA,NA,"VIES000126","VIES000126","-40.5110015869141","-20.6580009460449","Guarapari","Leitão Filho, H.F.","28401","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-08-16 08:38:36-03","UTFPR","HCF","8083","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","M.G. Caxambu","2675","2009","08","06",NA,"Brasil","PR","arredores","1034","1034",NA,"trepadeira volúvel, heliófita. Botões florais alvo-esverdeados.",NA,NA,"-51.528056","-25.040472","Turvo","J. Cordeiro & E. Barboza",NA,NA,"2010","51°31'41 W","25°02'25,7 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-08-16 08:38:36-03","UTFPR","HCF","22861","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","E. Barboza","3980","2013","10","12",NA,"Brasil","PR","Bairro Brejatuba","17","17",NA,"liana, capítulos alvos.",NA,NA,"-48.581389","-25.899167","Guaratuba","C.T. Oliveira",NA,NA,"2013","48°34'53 W","25°53'57 S","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-08-16 08:38:36-03","UTFPR","HCF","17511","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","M.G. Caxambu","6658","2015","08","05",NA,"Brasil","PR","Estação Ecológica Municipal Reinaldo","565","565",NA,"trepadeira volúvel, heliófita. Capítulos alvos.",NA,NA,"-51.94525","-24.370056","Nova Tebas","E. Barboza",NA,NA,"2018","51°56'42,9 W","24°22'12,2 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-08-16 08:38:36-03","UTFPR","HCF","8097","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","E.L. Siqueira","250","2009","08","07",NA,"Brasil","PR","RPPN Depositozinho - Propriedade da","600","600",NA,"trepadeira volúvel, heliófita, pilosa, com botões florais verde-claros.",NA,NA,"-52.325","-24.197167","Luiziana","J. Cordeiro & E. Barboza",NA,NA,"2010","52°19'30 W","24°11'49,8 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-06-29 09:29:32-03","UFRRJ","RBR","31","S","Plantae",NA,NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","D. Sousa-Brito","78","1917",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"RBR00000031","RBR00000031","-43.2075004577637","-22.9027996063232","Rio de Janeiro",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-21 19:32:57-03","UFC","EAC","10558","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","biformis","Mikania biformis","DC.","Nunes, E.; Martins, P.","EAC10558","1981","06","28","Southern America","Brasil","Ceará","topo da Serra de Maranguape.",NA,NA,NA,"Trepadeira;&nf;Flor branca.; Mata","EAC0010558","EAC0010558","-38.6856002807617","-3.89083003997803","Maranguape","Quaresma, A.S.; Honório, A.C.","40608","auto","2014",NA,NA,"09","12",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:16:36-03","MBM","MBM","382650","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Barboza, E.","3980","2013","10","12","Southern America","Brazil","Paraná","Bairro Brejatuba","17","17",NA,"Liana, capítulos alvos.; Floresta Ombrófila Densa das Terras Baixas","MBM382650","MBM382650","-48.581267","-25.899269","Guaratuba","Oliveira, C.T.",NA,NA,"2013","-48.581267","-25.899269","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:16:36-03","MBM","MBM","930","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hatschbach, G.","4981","1958","08","04","Southern America","Brazil","Paraná","Figueira de Braço",NA,NA,NA,NA,"MBM000930","MBM000930","-48.7118988037109","-25.4286003112793","Antonina","Holmes, W.C.","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:16:36-03","MBM","MBM","53305","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hatschbach, G.","4981","1958","08","04","Southern America","Brazil","Paraná","Figueira de Braço",NA,NA,NA,NA,"MBM053305","MBM053305","-48.7118988037109","-25.4286003112793","Antonina","Holmes, W.C.","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:16:36-03","MBM","MBM","8827","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hatschbach, G.","20257","1968","11","11","Southern America","Brazil","Paraná","Serra Virgem Maria",NA,NA,NA,NA,"MBM008827","MBM008827","-49.1150016784668","-25.2061004638672","Bocaiúva do Sul","Robinson, H.","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:16:36-03","MBM","MBM","190380","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Dombrowski, L.T.","15513","1978","10",NA,"Southern America","Brazil","Paraná","Centro de Pesquisa Experimental (CPE)",NA,NA,NA,NA,"MBM190380",NA,"-48.834400177002","-25.476900100708","Morretes","Dombrowski, L.T.","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:16:36-03","MBM","MBM","75801","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Tessmann, G.","1206","1953","09","04","Southern America","Brazil","Paraná","Ilha do Mel",NA,NA,NA,NA,"MBM075801","MBM075801","-48.5092010498047","-25.5200004577637","Paranaguá","Holmes, W.C.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:16:36-03","MBM","MBM","38277","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hatschbach, G.","12738","1965","09","08","Southern America","Brazil","Paraná","Tabuleiro do Guarani",NA,NA,NA,NA,"MBM038277","MBM038277","-48.5092010498047","-25.5200004577637","Paranaguá","Barroso, G.M.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:16:36-03","MBM","MBM","201346","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hoehne, W.","4074","1955","09","18","Southern America","Brazil","São Paulo","São Vicente",NA,NA,NA,NA,"MBM201346","MBM201346","-46.3899993896484","-23.9599990844727","São Vicente","Ritter, M.R.","25482","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:16:36-03","MBM","MBM","38276","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hatschbach, G.","8628","1961","11","12","Southern America","Brazil","Paraná","Rod. BR-2, Ribeirão do Cedro",NA,NA,NA,NA,"MBM038276","MBM038276","-49.0553016662598","-25.3055992126465","Campina Grande do Sul","Barroso, G.M.","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:16:36-03","MBM","MBM","38288","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hatschbach, G.","6216","1959","08","17","Southern America","Brazil","Paraná","Matinhos",NA,NA,NA,NA,"MBM038288","MBM038288","-48.5092010498047","-25.5200004577637","Paranaguá","Barroso, G.M.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:16:36-03","MBM","MBM","53354","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","diversifolia","Mikania diversifolia","DC.","Hatschbach, G.","371","1946","09","18","Southern America","Brazil","Paraná","Matinhos",NA,NA,NA,NA,"MBM053354","MBM053354","-48.5092010498047","-25.5200004577637","Paranaguá","Holmes, W.C.","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
