"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","typeStatus","individualCount"
"51","2021-01-26 14:12:26-03","CPACT","ECT","6383","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","G.Heiden","2020","01","03","A.Demétrio",NA,"2019","04","17","Brasil","Santa Catarina","Florianópolis","Dunas da Lagoa da Conceição. Altitude obtida secundariamente, a partir dos dados de coordenadas geográficas.","-48.455556","-27.611944","48º27'20''W","27º36'43''S",NA,"ECT0006383",NA,"Embryophyta",NA,NA,NA,"4","4",NA,NA,NA,NA,NA
"52","2021-01-26 14:12:26-03","CPACT","ECT","5139","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","J.Gaio","2015","08","06","J.Gaio; C.Demeda | F.Gonzatti","433","2015","07","12","Brasil","Rio Grande do Sul","Osório","Rodovia Estrada do Mar.","-50.237778","-29.902778","50º14'16''W","29º54'10''S",NA,"ECT0005139","ECT0005139","Embryophyta",NA,NA,NA,"13","13",NA,NA,NA,NA,NA
"53","2021-01-26 14:12:26-03","CPACT","ECT","5215","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","J.Gaio","2015","06","11","F.Gonzatti; E.Valduga","1705","2015","04","18","Brasil","Rio Grande do Sul","Osório","Butiazal paralelo à Estrada do Mar.","-50.223889","-29.889167","50º13'26''W","29º53'21''S",NA,"ECT0005215","ECT0005215","Embryophyta",NA,NA,NA,"21","21",NA,NA,NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","3232973","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini",NA,NA,NA,NA,"G. Hatschbach & E. M. Zardini","41024","1978","2","13","Brazil","Santa Catarina",NA,"Nova Esperanca (mun. Imbituba)",NA,NA,NA,NA,NA,"US01709981","US01709981_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"55","2021-03-15 18:25:32-03","USP","SPF","208501","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","Heiden, G","2014","07","24","Heiden, G; Oliveira, CT","1810","2011","11","14","Brasil","Santa Catarina","Laguna","Barra da Laguna. Dunas próximas ao molhe.","-48.762222","-28.495833","-48.762222","-28.495833","Subarbusto decumbente. Folhas verdes. Brácteas involucrais verdes. Flores do raio alvas. Flores do disco amarelas.","SPF00208501",NA,NA,NA,NA,NA,"6","6",NA,NA,NA,NA,NA
"56","2021-03-15 18:25:32-03","USP","SPF","208693","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","Heiden, G","2012","10","13","Heiden, G; Iganci, JRV","1964","2012","10","13","Brasil","Santa Catarina","Florianópolis","Parque Estadual do Rio Vermelho, Rio Vermelho, praia do Moçambique.","-48.413889","-27.517778","-48.413889","-27.517778","Subarbusto decumbente. Folhas verdes. Brácteas involucrais verde-claras. Flores do raio alvas. Flores do disco amarelo-claras.","SPF00208693",NA,NA,NA,NA,NA,"3","3",NA,NA,NA,NA,NA
"57","2019-10-07 09:11:52-03","UEFS","HUEFS","14053","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini",NA,NA,NA,NA,"Hatschbach, G.","57896","1992","08","21","Brasil","Santa Catarina","Imbituba",NA,"-48.6702995300293","-28.2399997711182",NA,NA,NA,"HUEFS0014053","HUEFS0014053","Angiospermae","Asterales",NA,NA,"3","5","Asteranae","18719","auto",NA,NA
"58","2020-08-20 14:55:15-03","UFSC","FLOR","37226","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini",NA,NA,NA,NA,"Falkenberg, D.B.; Rosa, L.","11077","2008","11","09","Brasil","Santa Catarina","Laguna","Beira da BR 101, ca. 1,5 km ao N do trevo de acesso à cidade, entre a estrada (bem mais perto desta, ca. 50 m dela) e a lagoa Imaruí.","-48.796111","-28.416667","48º47'46''W","28º25'0''S","subarbusto, flor ligulada branca, tubulosa amarela, 0,5m altura. Pêlos glandulosos na planta toda","FLOR0037226",NA,NA,"Asterales",NA,NA,"20","20",NA,NA,NA,NA,NA
"59","2020-08-20 14:55:15-03","UFSC","FLOR","61877","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","Trevisan, R.","2011","11","10","Ardissone, R.E.","298","2011","11","10","Brasil","Santa Catarina","Florianópolis","Entre a Lagoa da Conceição e a Praia da Joaquina, Ilha de SC.","-48.5491981506348","-27.596700668335",NA,NA,NA,"FLOR0061877","FLOR0061877",NA,"Asterales",NA,NA,NA,NA,NA,"27000","auto",NA,NA
"60","2020-08-20 14:55:14-03","UFSC","FLOR","23003","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","Miranda, J.V.R.","2018","12","03","Falkenberg, D.B.; Meil Jr, J.","6157","1983","04",NA,"Brasil","Santa Catarina","Florianópolis","Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"subarbusto, 0,4m altura, flor ligulada branca, tubulosa amarela. Lígulas com 10-11mm x 1,5mm Habitat: restinga","FLOR0023003","FLOR0023003",NA,"Asterales",NA,NA,"5","5",NA,"27000","auto",NA,NA
"61","2020-08-20 20:38:13-03","UFSC","FLOR","1914","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","Zardini, E.M.","1978",NA,NA,"Klein, R.M.; Bresolin, A.","6598","1966","01","18","Brasil","Santa Catarina","Florianópolis","Pântano do Sul, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"flor periclíneo branco. PARATYPUS Noticastrum hatschbachii - Publicado em Hickenia 1(25):135-6, 1978.","FLOR0001914",NA,NA,"Asterales",NA,NA,"2","2",NA,"27000","auto","Paratypus",NA
"62","2020-08-20 14:55:15-03","UFSC","FLOR","35033","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","Heiden, G.","2018","12","03","Guimarães, T.B.; Falkenberg, D.B.","948","2005","04","14","Brasil","Santa Catarina","Florianópolis","Parque Municiapal das Dunas da Lagoa da Conceição, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"subarbusto, 0,4m altura Habitat: baixada seca entre dunas, na restinga","FLOR0035033","FLOR0035033",NA,"Asterales",NA,NA,NA,NA,NA,"27000","auto",NA,NA
"63","2020-08-20 14:55:14-03","UFSC","FLOR","35032","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","Heiden, G.","2018","12","03","Guimarães, T.B.; Falkenberg, D.B.","947","2005","04","14","Brasil","Santa Catarina","Florianópolis","Parque Municipal das Dunas da Lagoa da Conceição, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"subarbusto, flor ligulada branca, central amarela Habitat: baixada seca entre dunas, na restinga","FLOR0035032","FLOR0035032",NA,"Asterales",NA,NA,NA,NA,NA,"27000","auto",NA,NA
"64","2020-08-20 14:55:15-03","UFSC","FLOR","35034","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","Heiden, G.","2018","12","14","Guimarães, T.B.; Falkenberg, D.B.","513","2004","03","26","Brasil","Santa Catarina","Florianópolis","Parque Municipal das Dunas da Lagoa da Conceição, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"subarbusto, flor ligulada branca, central amarela, 0,4m altura Habitat: duna frontal da restinga","FLOR0035034","FLOR0035034",NA,"Asterales",NA,NA,NA,NA,NA,"27000","auto",NA,NA
"65","2020-08-20 14:55:15-03","UFSC","FLOR","35035","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","Heiden, G.","2018","12","03","Guimarães, T.B.; Falkenberg, D.B.","442","2004","01","30","Brasil","Santa Catarina","Florianópolis","Parque Municipal das Dunas da Lagoa da Conceição, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"subarbusto, flor ligulada branca, central amarela Habitat: base de uma duna interna semifixa","FLOR0035035","FLOR0035035",NA,"Asterales",NA,NA,NA,NA,NA,"27000","auto",NA,NA
"66","2020-08-20 14:55:15-03","UFSC","FLOR","35036","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","Heiden, G.","2018","12","03","Guimarães, T.B.; Falkenberg, D.B.","1047","2004","01","30","Brasil","Santa Catarina","Florianópolis","Parque Municipal das Dunas da Lagoa da Conceição, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"flor ligulada branca, central amarela, 0,4m altura Habitat: baixada seca entre dunas, na restinga","FLOR0035036","FLOR0035036",NA,"Asterales",NA,NA,NA,NA,NA,"27000","auto",NA,NA
"67","2020-08-20 20:38:13-03","UFSC","FLOR","15167","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","Falkenberg, D.B.","1995",NA,NA,"Falkenberg, D.B.","3244","1985","11","30","Brasil","Santa Catarina","Florianópolis","Praia da Galheta, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"flor ligulada jovem: branca. Depois de coletadas as flores ficaram rosadas; pêlos glandulosos nas brácteas.","FLOR0015167",NA,NA,"Asterales",NA,NA,"10","10",NA,"27000","auto",NA,NA
"68","2020-08-20 14:55:14-03","UFSC","FLOR","33594","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","Heiden, G.","2018","12","03","Oliveira, J.S.","37","1984","08","31","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"erva, flor branca e amarela, 0,3m altura Habitat: dunas","FLOR0033594","FLOR0033594",NA,"Asterales",NA,NA,NA,NA,NA,"27000","auto",NA,NA
"69","2020-08-20 14:55:14-03","UFSC","FLOR","25857","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","Heiden, G.","2018","12","03","Souza, M.L.; Falkenberg, D.B.","373","1984","10","26","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"subarbusto com pilosidade lanosa, flor ligulada branca (quando jovem), rosada (velha), 0,4m altura Habitat: restinga, campo antrópico em planície pós-dunas","FLOR0025857","FLOR0025857",NA,"Asterales",NA,NA,"10","10",NA,"27000","auto",NA,NA
"70","2020-08-20 20:38:13-03","UFSC","FLOR","23131","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","Falkenberg, D.B.","1995",NA,NA,"Falkenberg, D.B.","6178","1993","07","17","Brasil","Santa Catarina","Laguna","Margem E da BR 101.","-48.7807998657227","-28.4825000762939",NA,NA,"subarbusto, flor ligulada branca, tubulosa amarela, 0,6m altura. Pêlos glandulosos.","FLOR0023131",NA,NA,"Asterales",NA,NA,"10","10",NA,"21199","auto",NA,NA
"71","2020-08-20 20:38:13-03","UFSC","FLOR","8031","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","Hatschbach, G.","1985",NA,NA,"Hatschbach, G.","49372","1985","05","22","Brasil","Santa Catarina","Laguna","Praia da Teresa.","-48.7807998657227","-28.4825000762939",NA,NA,"erva, flor amarela, lígulas alvas Habitat: restinga","FLOR0008031","FLOR0008031",NA,"Asterales",NA,NA,NA,NA,NA,"21199","auto",NA,NA
"72","2021-02-08 12:36:49-03","UFRGS","ICN","153993","S","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","Falkenberg, DB",NA,NA,NA,"Falkenberg, DB","6178","1993","07","17","Brasil","SC","Laguna","margem E da BR-101","-48.7807998657227","-28.4825000762939",NA,NA,"Doação do Herbário Flor. Uma duplicata.; Subarbusto, 0,6 m de altura. Flores linguladas brancas, tubulosas amarelas. Pêlos glandulosos.; Restinga, em butiazal.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"10","10",NA,"21199","auto",NA,NA
"73","2021-02-08 12:36:49-03","UFRGS","ICN","157940","S","Plantae","Asteraceae","Noticastrum","hatschbachii","Noticastrum hatschbachii","Zardini","Schneider, AA",NA,NA,NA,"Hentschel, R","s.n.","2007","08","20","Brasil","SC","Garopaba",NA,"-48.6133003234863","-28.0233001708984",NA,NA,"Erva com folhas viscosas; Dunas internas",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,"11115","auto",NA,NA
