"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","imagecode","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"45","2015-09-03 16:29:57-03","MNHN","RECOLNAT_MNHN_P","P01247703","PreservedSpecimen",NA,"Pteridophyta","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Wettstein, R.|Schiffner, V.",NA,NA,"Brésil","Ad confines Rio de Janeiro - Minas Geraes. In rupestribus montis Itatiaya","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01247703' target='other'> <mi>dwc_moreinfo</mi></a>","P01247703","1300","2750",NA,NA,"(Fée) Christ","P01247703_01","1901","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2015-09-03 16:29:57-03","MNHN","RECOLNAT_MNHN_P","P01247704","PreservedSpecimen",NA,"Pteridophyta","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Schenck, H.",NA,NA,"Brésil","An Felsen .. über des Inwaldgrige, Cüfsin zü des Campos des Antes, Serra dos Orgaos","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01247704' target='other'> <mi>dwc_moreinfo</mi></a>","P01247704",NA,NA,NA,NA,"(Fée) Christ","P01247704_01","1887","2","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2832",NA
"47","2015-09-04 17:45:43-03","MNHN","RECOLNAT_MNHN_P","P01348628","PreservedSpecimen",NA,"Pteridophyta","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Glaziou, A.",NA,NA,"Brésil","Pedra do Couto","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01348628' target='other'> <mi>dwc_moreinfo</mi></a>","P01348628","1742",NA,NA,NA,"(Fée) Christ","P01348628_01 P01348628_02","1869","3","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3158",NA
"48","2015-09-03 16:29:57-03","MNHN","RECOLNAT_MNHN_P","P01247701","PreservedSpecimen",NA,"Pteridophyta","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Dusén, P.",NA,NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01247701' target='other'> <mi>dwc_moreinfo</mi></a>","P01247701","2300",NA,NA,NA,"(Fée) Christ","P01247701_01","1902","5","19","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,NA,NA,"19648","auto","148",NA
"49","2020-09-29 14:53:46-03","UFPR","UPCB","81881","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Matos, F.B.","2208",NA,"Brasil","Serra da Mantiqueira, Parque Nacional do Itatiaia, trilha para o Pico das Agulhas Negras Campo de altitude.",NA,NA,"Terrestrial among rocks, along the trail to the summit.","UPCB0008461",NA,NA,"Polypodiophyta",NA,"(Fée) Christ","UPCB0008461","2013","02","12","Rio de Janeiro","Itatiaia","-44.671","-22.385","Matos, F.B.","2013","-44.671","-22.385","02",NA,NA,NA,NA,NA,NA,NA
"50","2020-09-29 14:53:46-03","UFPR","UPCB","61031","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Labiak, P.H.","4397",NA,"Brasil","Parque Nacional do Itatiaia, Trilha para a Cachoeira Itaporani.",NA,NA,"Rupícola de local exposto à beira do rio. Floresta Atlântica..","UPCB0008464","1150","1150","Polypodiophyta",NA,"(Fée) Christ","UPCB0008464","2008","01","09","Rio de Janeiro","Itatiaia","-44.619444","-22.878333","Labiak, P.H.","2008","-44.619444","-22.878333","01",NA,NA,NA,NA,NA,NA,NA
"51","2020-09-29 14:53:46-03","UFPR","UPCB","68002","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Pereira, J.B.S.","276",NA,"Brasil","Parque Estadual Pico Paraná.",NA,NA,"Rupícula, Campo de Altitude. Floresta Ombrófila Densa Altomontana.","UPCB0008467","1650","1650","Polypodiophyta",NA,"(Fée) Christ","UPCB0008467","2008","05","22","Paraná","Campina Grande do Sul","-48.8","-25.25","Pereira, J.B.S.","2008","-48.8","-25.25","01","01",NA,NA,NA,NA,NA,NA
"52","2020-09-29 14:53:46-03","UFPR","UPCB","61057","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Labiak, P.H.","4464",NA,"Brasil","Parque Nacional do Itatiaia, subida para o Pico das Agulhas Negras.",NA,NA,"Rupícola. Campos de altitude..","UPCB0008463","2350","2350","Polypodiophyta",NA,"(Fée) Christ","UPCB0008463","2008","01","11","Rio de Janeiro","Itatiaia","-44.663056","-22.38","Labiak, P.H.","2008","-44.663056","-22.38","01",NA,NA,NA,NA,NA,NA,NA
"53","2020-09-29 14:53:46-03","UFPR","UPCB","61101","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Labiak, P.H.","4283",NA,"Brasil","Parque Nacional da Serra da Bocaina, Cachoeira São Izidro.",NA,NA,"Rupícola, em local exposto ao sol. Floresta Atlântica..","UPCB0008462","1450","1450","Polypodiophyta",NA,"(Fée) Christ","UPCB0008462","2008","01","06","São Paulo","São José do Barreiro","-44.616667","-22.741944","Labiak, P.H.","2008","-44.616667","-22.741944","01",NA,NA,NA,NA,NA,NA,NA
"54","2020-09-29 14:53:46-03","UFPR","UPCB","68001","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Pereira, J.B.S.","275",NA,"Brasil","Parque Estadual Pico Paraná.",NA,NA,"Rupícola, Campo de Altitude. Floresta Ombrófila Densa Altomontana.","UPCB0008466","1750","1750","Polypodiophyta",NA,"(Fée) Christ","UPCB0008466","2008","05","22","Paraná","Campina Grande do Sul","-48.833333","-25.233333","Pereira, J.B.S.","2008","-48.833333","-25.233333","01","01",NA,NA,NA,NA,NA,NA
"55","2020-09-29 14:53:46-03","UFPR","UPCB","69433","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Pereira, J.B.S.","74",NA,"Brasil","Parque Estadual Pico Paraná.",NA,NA,"Rupícola,em Campo de Altitude. Floresta Ombrófila Densa Altomontana..","UPCB0008468","1700","1700","Polypodiophyta",NA,"(Fée) Christ","UPCB0008468","2007","09","29","Paraná","Campina Grande do Sul","-48.833333","-25.25","Pereira, J.B.S.","2008","-48.833333","-25.25","01","01",NA,NA,NA,NA,NA,NA
"56","2020-09-29 14:53:46-03","UFPR","UPCB","75516","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Pereira, J.B.S.","557",NA,"Brasil","Parque Nacional da Serra dos Órgãos. Trilha Pedra do Sino.",NA,NA,"Rupícola em local sombreado..",NA,"1500","1600","Polypodiophyta",NA,"(Fée) C.Chr.",NA,"2011","01","07","Rio de Janeiro","Teresópolis","-42.988611","-22.456944","Pereira, J.B.S.","2013","-42.988611","-22.456944","03","02",NA,NA,NA,NA,NA,NA
"57","2020-09-29 14:53:04-03","UFPR","UPCB","81174","PreservedSpecimen","Plantae","Adiantaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Dinato, D.O.","78",NA,"Brasil","Parque Nacional da Serra dos Órgãos. Trilha entre o Abrigo 04 e a Pedra do Sino.",NA,NA,"PRENSADO EM ÁLCOOL. Amostra em sílica. Campo de altitude. Erva rupícola..","UPCB0029926","2248","2248","Polypodiophyta",NA,"(Fée) Christ","UPCB0029926","2012","10","25","Rio de Janeiro","Teresópolis","-43.019","-22.277",NA,NA,"-43.019","-22.277",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-09-29 14:53:46-03","UFPR","UPCB","49611","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Labiak, P.H.","1236",NA,"Brasil","Parque Nacional do Itatiaia, subida do Pico das Agulhas Negras",NA,NA,"Rupícola em lcoal exposto ao sol. Alt.: 2390m s.n.m..","UPCB0008465",NA,NA,"Polypodiophyta",NA,"(Fée) Christ","UPCB0008465","2000","06",NA,"Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","Labiak, P.H.","2000",NA,NA,"08",NA,NA,NA,"19648","auto",NA,NA
"59","2009-10-24 06:22:00-02","MO","MOBOT","3316899","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"George Eiten|Liene T. Eiten","Eiten 6601","South America","Brazil","Município de Resende. Mt. Itatiaia, planalto. Base of rock outcrop, Pedra Assentada on west side. The planalto is a steep hilly terrain, many hills toped with ountainous outcrops of bare sienite quartz. Hillsides with frequent rounded outcropping quartz rocks & boulders, and a thin, black almost pur humus soil supporting a periodically-burned, natural tussock sedge-grassland (mainly Cladium) with scattered low chusquea bamboo & occasionally othe shrubs.",NA,NA,NA,NA,"2300.00000000",NA,NA,NA,"(Fée) C. Chr.",NA,"1965","11","4","Rio de Janeiro",NA,"-44.68333","-22.41666","Lellinger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2011-08-17 13:55:00-03","MO","MOBOT","3628455","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Eric Schuettpelz|Jefferson Prado|Pedro B. Schwartsburd|George Yatskievych","Schuettpelz 1442","South America","Brazil","Itatiaia. Serra da Mantiqueira: Itatiaia National Park (upper portion), off Estrada do Parque Nacional (BR-485), SE of ranger station and microwave tower, in Planalto do Itatiaia.",NA,NA,NA,NA,"2410.00000000",NA,NA,NA,"(Fée) C. Chr.",NA,"2010","1","20","Rio de Janeiro",NA,"-44.6813889","-22.3847222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"61","2016-01-26 15:06:14-02","F","FMNH-PTERIDOPHYTES","C0659891F","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"R. M. Tryon","6710","South America","Brazil",NA,NA,NA,NA,"C0659891F",NA,NA,"Pteridophyta","Polypodiales","(Fée) C. Chr.","C0659891F_01","1965","11","4",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Pteridopsida",NA,NA,NA,NA,NA
"62","2016-01-26 15:12:13-02","F","FMNH-PTERIDOPHYTES","C0659902F","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,NA,"s.n.","South America","Brazil",NA,NA,NA,NA,"C0659902F",NA,NA,"Pteridophyta","Polypodiales","(Fée) C. Chr.","C0659902F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Pteridopsida",NA,NA,NA,NA,NA
"63","2020-09-12 05:00:02-03","US","US","762626","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"J. N. Rose & P. G. Russell","20532","South America","Brazil","Vicinity of Itatiaya.",NA,NA,NA,"US01498096","2300",NA,NA,"Polypodiales","(Fée) Christ","US01498096_01","1915","7","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"64","2020-09-12 05:00:02-03","US","US","2291296","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"L. Emygdio de Mello Filho","1463","South America - Neotropics","Brazil","Itatiaia, Fenda da Pedra.",NA,NA,NA,"US01498095",NA,NA,NA,"Polypodiales","(Fée) Christ","US01498095_01",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"65","2020-09-12 05:00:02-03","US","US","600609","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"L. Damazio","s.n.","South America - Neotropics","Brazil","S. Brapt. Ouro-Trete, Minas Geraes. [interpreted]",NA,NA,NA,"US01498094",NA,NA,NA,"Polypodiales","(Fée) Christ","US01498094_01","1907",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"66","2019-12-19 16:21:03-03","UFMG","BHCB-SL","99506","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Salino, A","10461","América","Brasil","Parque Estadual da Serra do Papagaio, Trilha para o Pico do Papagaio. Área com Floresta Ombrófila Densa Montana e Alto Montana e Campos de Altitude",NA,NA,"Rupícola no alto do pico do papagaio","BHCB002194","1400","2020",NA,NA,"(Fée) Christ","BHCB002194","2005","05","18","Minas Gerais","Aiuruoca","-45.072917","-20.042361","Salino, A","2005","-45.072917","-20.042361","05",NA,NA,NA,NA,NA,NA,NA
"67","2019-11-07 11:19:46-03","UFMG","BHCB-SL","135877","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Heringer, G; Machado, TM; Reis, SB","215","América","Brasil","Parque Nacional do Caparaó, Trilha entre Tronqueira e Terreirão.",NA,NA,"Encontrada na fenda de rochas.",NA,"1970","1970",NA,NA,"(Fée) Christ",NA,"2010","03","03","Minas Gerais","Alto Caparaó","-41.836944","-20.409722","Souza, FS","2011","-41.836944","-20.409722",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-07 11:19:46-03","UFMG","BHCB-SL","141133","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Neves, DRM; Martins, LC; Martins, APV; Hughes, FM","870","América","Brasil","Parque Nacional do Caparaó, Trilha entre o Terreirao e o Pico da Bandeira",NA,NA,NA,NA,"2638","2638",NA,NA,"(Fée) Christ",NA,NA,NA,NA,"Minas Gerais","Alto Caparaó","-41.801972","-20.42825","Neves, DRM","2010","-41.801972","-20.42825","03","10",NA,NA,NA,NA,NA,NA
"69","2019-11-07 11:19:46-03","UFMG","BHCB-SL","132747","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Salino, A; Megale, ME; Arruda, AJ","14549","América","Brasil","Parque Nacional do Caparaó, Entre a Casa Queimada e o Pico da Bandeira.",NA,NA,"Terrestre junto a rocha.",NA,"2609","2609",NA,NA,"(Fée) Christ",NA,"2009","08","29","Espírito Santo","Dores do Rio Preto","-41.800139","-20.445083","Megale, ME; Salino, A","2010","-41.800139","-20.445083","07",NA,NA,NA,NA,NA,NA,NA
"70","2019-11-07 11:19:46-03","UFMG","BHCB-SL","59287","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Salino, A; Carvalho, FA; Morais, RO","6838","América","Brasil","Parque Natural do Caraça, Na trilha para o Pico do Sol. Área com predomínio de Campo Rupestre.",NA,NA,"Rupícola na margem de riacho, crescendo entre Sphagnum, no campo rupestre.",NA,"1650","1650",NA,NA,"(Fée) Christ",NA,"2001","05","19","Minas Gerais","Catas Altas","-43.455889","-20.108639","Salino, A","2001","-43.455889","-20.108639","05",NA,NA,NA,NA,NA,NA,NA
"71","2019-12-19 16:21:03-03","UFMG","BHCB-SL","124581","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Gasper, AL de; Dreveck, S; Brogni, E","1681","América","Brasil","Morro do Taió",NA,NA,NA,"BHCB002195","765","765",NA,NA,"(Fée) Christ","BHCB002195","2008","04","08","Santa Catarina","Santa Terezinha","-70.719417","-6.596556","Gasper, AL de","2008","-70.719417","-6.596556","08","20",NA,NA,NA,NA,NA,NA
"72","2019-11-07 11:19:46-03","UFMG","BHCB-SL","141844","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Arruda, AJ; Salino, A; Viana, PL","136","América","Brasil","RPPN Capivari, Porção leste da RPPN Capivari. Próximo a divisa com a RPPN do Caraça.",NA,NA,"Rupícola na beira do rio.",NA,"850","850",NA,NA,"(Fée) Christ",NA,"2009","07","23","Minas Gerais","Santa Bárbara","-43.581667","-20.1325","Arruda, AJ","2009","-43.581667","-20.1325","07","23",NA,NA,NA,NA,NA,NA
"73","2020-03-04 20:43:34-03","UFMG","BHCB-SL","113875","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Salino, A","12933","América","Brasil","Parque Estadual da Serra do Papagaio, Subida para o Pico do Garrafão",NA,NA,"Terrestre em campo de altitude.",NA,"2300","2300",NA,NA,"(Fée) Christ",NA,"2007","12","11","Minas Gerais","Alagoa","-45.286111","-22.205","Salino, A",NA,"-45.286111","-22.205",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-07 11:19:46-03","UFMG","BHCB-SL","135889","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Heringer, G; Machado, TM; Reis, SB","227","América","Brasil","Parque Nacional do Caparaó, Trilha entre Tronqueira e Terreirão.",NA,NA,"Terrestre em beira de trilha.",NA,"2132","2132",NA,NA,"(Fée) Christ",NA,"2010","03","03","Minas Gerais","Alto Caparaó","-41.835833","-20.414167",NA,NA,"-41.835833","-20.414167",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-07 11:19:46-03","UFMG","BHCB-SL","148965","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Souza, FS; Machado, TM","1499","América","Brasil","Parque Nacional do Caparaó, Trilha da Tronqueira para o Terreirão, campo de altitude. DATUM WGS 84.",NA,NA,"Rupícola.",NA,"2141","2141",NA,NA,"(Fée) Christ",NA,NA,NA,NA,"Minas Gerais","Alto Caparaó","-41.832","-20.415139","Souza, FS","2011","-41.832","-20.415139","04","05",NA,NA,NA,NA,NA,NA
"76","2021-01-12 15:24:46-03","UFMG","BHCB-SL","87139","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Salino, A","9432","América","Brasil","Fazenda Santana, Ao longo do riacho da Penha",NA,NA,"Terrestre em mata.",NA,"134","134",NA,NA,"(Fée) Christ",NA,"2004","03","04","Minas Gerais","Salto da Divisa","-40.101467","-16.061528","Salino, A","2004","-40.101467","-16.061528","05",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-07 11:19:46-03","UFMG","BHCB-SL","141526","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Viveros, RS; Oliveira, CT; Echternacht, LA; Bastos, TV","69","América","Brasil","RPPN Santuário do Caraça, Caminho para o Pico do Sol. Campo rupestre",NA,NA,"Rupícola, próxima a curso d'água.",NA,"1564","1564",NA,NA,"(Fée) Christ",NA,"2009","03","01","Minas Gerais","Catas Altas","-43.465556","-20.106389","Viveros, RS","2009","-43.465556","-20.106389","06",NA,NA,NA,NA,NA,NA,NA
"78","2019-11-07 11:19:46-03","UFMG","BHCB-SL","103522","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Salino, A; Almeida, TE; Heringer, G; Assis, FC; Melo, LCN; Viana, PL; Teles, A;","11444","América","Brasil","Parque Nacional do Caparaó, trilha entre Tronqueira e base do Pico da Bandeira, na região das Três Lagoas na trilha para o Pico do Cristal. Campo de Altitude e trechos de Mata Nebular",NA,NA,"Rupícola em campo de altitude",NA,"1800","2560",NA,NA,"(Fée) Christ",NA,"2006","11","23","Minas Gerais","Alto Caparaó","-41.815667","-20.418139","Salino, A","2006","-41.815667","-20.418139","12",NA,NA,NA,NA,NA,NA,NA
"79","2019-11-07 11:19:46-03","UFMG","BHCB-SL","145367","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Souza, FS; Machado, TM; Gomides, SC","1298","América","Brasil","Parque Nacional do Caparaó, Cachoeira dos Sete Pilões.",NA,NA,"Rupícola na cachoeira.",NA,"1873","1873",NA,NA,"(Fée) Christ",NA,"2010","12","15","Minas Gerais","Alto Caparaó","-41.830806","-20.482694","Souza, FS","2011","-41.830806","-20.482694",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-01-12 15:24:46-03","UFMG","BHCB-SL","82364","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Salino, A; Mota, RC","8859","América","Brasil","Parque Natural Municipal do Ribeirão do Campo",NA,NA,"Rupícola em paredão na margem de rio",NA,"600","600",NA,NA,"(Fée) Christ",NA,NA,NA,NA,"Minas Gerais","Conceição do Mato Dentro","-43.910572","-19.072278","Salino, A","2003","-43.910572","-19.072278","08",NA,NA,NA,NA,NA,NA,NA
"81","2019-11-07 11:19:46-03","UFMG","BHCB-SL","114309","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Mota, NFO","1041","América","Brasil","Serra de Santo Agostinho",NA,NA,"Terrestre.",NA,"2397","2397",NA,NA,"(Fée) Christ",NA,"2007","11","10","Minas Gerais","Alagoa","-44.769444","-22.204444","Almeida, TE","2007","-44.769444","-22.204444","12",NA,NA,NA,NA,NA,NA,NA
"82","2019-11-07 11:19:46-03","UFMG","BHCB-SL","82311","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Souza, VC","23551","América","Brasil","Parque Nacional do Caparaó, Morro da Jumenta. Campo de Altitude",NA,NA,"entre as rochas",NA,"2370","2370",NA,NA,"(Fée) Christ",NA,"2000","02","20","Minas Gerais","Alto Caparaó","-41.820139","-20.422972","Salino, A","2004","-41.820139","-20.422972","04",NA,NA,NA,NA,NA,NA,NA
"83","2021-01-12 15:24:46-03","UFMG","BHCB-SL","106625","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Heringer, G","173","América","Brasil","São Bartolomeu;, Serra da Capanema.",NA,NA,"Rupícola em campo rupestre de Quartizito.",NA,"1652","1652",NA,NA,"(Fée) Christ",NA,"2007","02","10","Minas Gerais","Ouro Preto","-43.585194","-20.217556",NA,NA,"-43.585194","-20.217556",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-07 11:19:46-03","UFMG","BHCB-SL","30857","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Salino, A","2255","América","Brasil","Parque Nacional do Caparaó, entre a Tronqueira e o Terreirão",NA,NA,"Erva terrestre, crescendo na base de rocha, no campo de altitude",NA,"2000","2000",NA,NA,"(Fée) Christ",NA,"1995","09","29","Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105","Salino, A","1995",NA,NA,"11",NA,NA,NA,"21645","auto",NA,NA
"85","2019-11-07 11:19:46-03","UFMG","BHCB-SL","48019","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Salino, A","4870","América","Brasil","Parque Natural da Serra do Caraça, Cascatinha.",NA,NA,"Erva rupícola, em afloramento rochoso, local sombreado, acima da Cascatinha, depois de passar a mata.",NA,NA,NA,NA,NA,"(Fée) Christ",NA,"1999","07","03","Minas Gerais","Catas Altas","-43.4075012207031","-20.0746994018555","Salino, A","1999",NA,NA,"09",NA,NA,NA,"11966","auto",NA,NA
"86","2019-11-07 11:19:46-03","UFMG","BHCB-SL","74179","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"Salino, A","7942","América","Brasil","Parque Natural do Caraça",NA,NA,"Rupícola no Campo Rupestre",NA,NA,NA,NA,NA,"(Fée) Christ",NA,"2002","03","09","Minas Gerais","Catas Altas","-43.4075012207031","-20.0746994018555","Salino, A","2002",NA,NA,"08",NA,NA,NA,"11966","auto",NA,NA
"87","2020-03-06 11:04:46-03","UNIRIO","HUNI","5840","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","paradoxa","Doryopteris paradoxa",NA,"E.R. Damasceno; L.S. Sylvestre; T.V. Costa","735",NA,"Brasil","Três Picos, Vale dos Deuses, trilha para a Cabeça do Dragão",NA,NA,"Habitat: Rupícola Habito: Erva","HUNI00005840",NA,NA,NA,NA,"(Fée) Christ",NA,"2013","08","17","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838","E.R. Damasceno",NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA
