"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","individualCount"
"48","2021-02-09 10:14:17-03","UENF","HUENF","4416","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Rafaela","588","2003","10","01",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"50X50","HUENF00004419",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"49","2021-02-09 10:14:17-03","UENF","HUENF","468","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","322","1995","12","05",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MP3; Árvore","HUENF00000470",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"50","2021-02-09 10:14:17-03","UENF","HUENF","6653","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Dan, M.L.; Souza, T.P.; Nascimento M.T.","1740","2008","08","15",NA,"Brasil","Rio de Janeiro","Mata do Emboque",NA,NA,"HUENF00006656",NA,NA,NA,NA,NA,"São José de Ubá","-41.918056","-21.375556",NA,NA,"41º55'5''W","21º22'32''S","205","205",NA,NA,NA
"51","2021-02-09 10:14:17-03","UENF","HUENF","461","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","645","1996","02","06",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MD5; Árvore","HUENF00000463",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"52","2021-02-09 10:14:17-03","UENF","HUENF","471","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","172","1996","04","01",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MP2; Árvore","HUENF00000473",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"53","2021-02-09 10:14:17-03","UENF","HUENF","5173","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.",NA,"2004","01","21",NA,"Brasil","Rio de Janeiro","Mata do Funil",NA,NA,"HUENF00005176",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.204167","-21.554722",NA,NA,"41º12'15''W","21º33'17''S","31","31",NA,NA,NA
"54","2021-02-09 10:14:17-03","UENF","HUENF","5163","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.",NA,"2004","01","21",NA,"Brasil","Rio de Janeiro","Mata do Funil",NA,NA,"HUENF00005166",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.204167","-21.554722",NA,NA,"41º12'15''W","21º33'17''S","31","31",NA,NA,NA
"55","2021-02-09 10:14:17-03","UENF","HUENF","4983","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Archanjo, K.M.P.A.; Nascimento, M.T.","504","2009","06","17",NA,"Brasil","Rio de Janeiro","Fazenda Santo Antônio",NA,NA,"HUENF00004986",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.090278","-21.296944",NA,NA,"41º5'25''W","21º17'49''S","61","61",NA,NA,NA
"56","2021-02-09 10:14:17-03","UENF","HUENF","470","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; Da Silva, G.C.","232","1996","08","26",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MP; Árvore","HUENF00000472",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.094444","-21.391389",NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"57","2021-02-09 10:14:17-03","UENF","HUENF","4984","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Archanjo, K.M.P.A.; Nascimento, M.T.","2043","2008","10","13",NA,"Brasil","Rio de Janeiro","Fazenda Palmeiras",NA,NA,"HUENF00004987",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.119722","-21.321667",NA,NA,"41º7'11''W","21º19'18''S","81","81",NA,NA,NA
"58","2021-04-07 16:08:51-03","UENF","HUENF","11326","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Haroldo C. de Lima; E.A. Fortes, M.A. Faitainin, H.B.N. Viana, N.B. Neves Neto","8694","2018","07","19",NA,"Brasil","Rio de Janeiro","Estação Estadual Ecológica de Guaxindiba. Módulo PPBio, Parcela P4, próximo ao piquete 40. Estação Ecológica Estadual de Guaxindiba",NA,"Árvore ca. 18 m alt. Tronco com casca levemente fissurada e pardo-clara, DAP 33 cm. Frutos castanho-ferrugíneos. Frequente. Amostra banco DNA. Fotos HCL.","HUENF00012175",NA,"H.C. Lima",NA,NA,NA,"São Francisco de Itabapoana","-41.084167","-21.386667",NA,NA,"41º5'3''W","21º23'12''S","2","2",NA,NA,NA
"59","2021-03-25 12:04:04-03","UENF","HUENF","139","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Gaglianone, M.C.; et al.","1069","2009","03","17",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"CARP00010325",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-40.9613990783691","-21.3019008636475","48091","auto",NA,NA,NA,NA,NA,NA,NA
"60","2021-02-09 10:14:17-03","UENF","HUENF","7808","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Gaglianone, M.C.; et al.","1069","2009","03","17",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"HUENF00007812",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-40.9613990783691","-21.3019008636475","48091","auto",NA,NA,NA,NA,NA,NA,NA
"61","2021-02-09 10:14:17-03","UENF","HUENF","10559","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Faitanin, M.A.; Viana, H.; Reis, B.N.",NA,"2017","09","05",NA,"Brasil","Rio de Janeiro","Estação Ecológica de Guaxindiba, E.E.E. Guaxindiba.",NA,"P06 (90-100) (col 03)","HUENF00011295",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-40.9613990783691","-21.3019008636475","48091","auto",NA,NA,NA,NA,NA,NA,NA
"62","2021-02-09 10:14:17-03","UENF","HUENF","10561","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Faitanin, M.A.; Viana, H.; Reis, B.N.",NA,"2017","09","05",NA,"Brasil","Rio de Janeiro","Estação Ecológica de Guaxindiba, E.E.E. Guaxindiba.",NA,NA,"HUENF00011296",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-40.9613990783691","-21.3019008636475","48091","auto",NA,NA,NA,NA,NA,NA,NA
"63","2021-02-09 10:14:17-03","UENF","HUENF","9302","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Nascimento, M.T.; et al.",NA,"2011","11","16",NA,"Brasil","Rio de Janeiro","Mata do Mico",NA,NA,"HUENF00009306",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-40.9613990783691","-21.3019008636475","48091","auto",NA,NA,NA,NA,NA,NA,NA
"64","2021-02-25 10:12:55-03","CVRD","CVRD","12068","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F. Guim. & Miguel","Folli, D.A.","6293","2009","01","19","América do Sul","BRASIL","ES",NA,NA,"Sede da Fazenda <ll>dwc_commonname:</ll> Torradinho","CVRD012068",NA,"João R. Miguel & Elsie F. Guimarães","2011","02","23","Cachoeiro de Itapemirim","-41.231639","-20.751909",NA,NA,"-41,231639","-20,751909","120","120","Magnoliopsida",NA,NA
"65","2021-02-25 10:12:55-03","CVRD","CVRD","12960","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F. Guim. & Miguel","Folli, D.A.","6574","2010","03","19","América do Sul","BRASIL","ES","Morro do Mestre Álvaro",NA,"<ll>dwc_commonname:</ll> Torradinho","CVRD012960",NA,"João R. Miguel & Elsie F. Guimarães","2011","02","23","Serra","-40.318495","-20.179212",NA,NA,"-40,318495","-20,179212","110","110","Magnoliopsida",NA,NA
"66","2021-02-25 10:12:55-03","CVRD","CVRD","1136","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F. Guim. & Miguel","Farias, G.L.","19","1984","10","23","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Torradinho","CVRD001136","CVRD001136","Elsie F. Guimaraes","1987","02","09","Linhares","-40.065684","-19.144572",NA,NA,"-40,065684","-19,144572","37","37","Magnoliopsida",NA,NA
"67","2021-02-25 10:12:55-03","CVRD","CVRD","6912","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F. Guim. & Miguel","Luz, A.A. da","13","2001","07","02","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Torradinho","CVRD006912",NA,"João R. Miguel & Elsie F. Guimarães","2011","02","23","Baixo Guandu","-41.0158004760742","-19.5188999176025","34474","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"68","2021-02-25 10:12:55-03","CVRD","CVRD","11993","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F. Guim. & Miguel","Folli, D.A.","6223","2008","11","04","América do Sul","BRASIL","ES",NA,NA,"Propriedade Calegari <ll>dwc_commonname:</ll> Torradinho","CVRD011993",NA,"João R. Miguel & Elsie F. Guimarães","2011","02","23","Cachoeiro de Itapemirim","-41.1128005981445","-20.8488998413086","35694","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"69","2021-02-25 10:12:55-03","CVRD","CVRD","3173","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F. Guim. & Miguel","Souza, V.D.","69","1991","04","16","América do Sul","BRASIL","ES","Na estrada indo para o Quarenta e Um, lado esquerdo da estrada, 5m da estrada.",NA,"Projeto coleta de sementes. <ll>dwc_commonname:</ll> Torradinho","CVRD003173",NA,"João R. Miguel","2001","01","09","Jaguaré","-40.076099395752","-18.9055995941162","43085","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"70","2021-02-25 10:12:55-03","CVRD","CVRD","9214","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F. Guim. & Miguel","Siqueira, G.S.","189","2005","08","03","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Torradinho","CVRD009214","CVRD009214","João R. Miguel & Elsie F. Guimarães","2011","02","23","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"71","2021-02-25 10:12:55-03","CVRD","CVRD","104","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F. Guim. & Miguel","Spada, J.","15","1977","11","11","América do Sul","BRASIL","ES","Talhão 507.",NA,"<ll>dwc_commonname:</ll> Torradinho","CVRD000104","CVRD000104","Elsie F. Guimaraes","1987","02","09","Linhares","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,"Magnoliopsida","HOLOTYPUS",NA
"72","2021-02-25 10:12:55-03","CVRD","CVRD","15831","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F. Guim. & Miguel","Siqueira, G.S.","1218","2017","12","06","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Torradinho","CVRD015831",NA,"Geovane S. Siqueira","2017","12","06","Sooretama","-40.0978012084961","-19.1968994140625","33715","auto","-40.088.745","-19.145.255",NA,NA,"Magnoliopsida",NA,NA
"73","2020-09-02 16:40:12-03","Cenargen","CEN","109609","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Haroldo Cavalcante de Lima","8694","2018","07","19",NA,"Brasil","RJ","São Francisco de Itabapoana, Estação Ecologica Estadual de Guaxindiba, Módulo PPBio parcela P4, próximo ao piquete 40","Exsicatas","Tronco com casca levemente fissurada e pardo-clara, frutos castanho-ferrugíneos, amostras benco DNA fotos HCL, Doação Jardim Botânico do Rio de Janeiro - RB 772576.","CEN00109609",NA,"H. C. Lima","2018","07",NA,"RIO DE JANEIRO","-41.084166","-21.386666",NA,NA,"-41.084166","-21.386666","2","2",NA,NA,"1"
"74","2020-09-02 16:40:12-03","Cenargen","CEN","10581","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","G. L. Farias - Pau-Brasil","19","1984","10","23",NA,"Brasil","ES","Reserva Florestal CVDR.","Exsicatas","Doação da Reserva Floretal da CVRD - Espírito Santo. N° reg. 1136. (Det. in dupl. CVRD)","CEN00010581","CEN00010581","E. F. Guimarães","1987","02",NA,"LINHARES","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,NA,"1"
"75","2019-10-07 09:32:48-03","UEFS","HUEFS","246513","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Lima, H.C.de","8694","2018","07","19",NA,"Brasil","Rio de Janeiro","Estação Ecológica Estadual de Guaxindiba. Módulo PPBio, Parcela P4, próximo ao piquete 40.",NA,NA,"HUEFS0246513",NA,NA,NA,NA,NA,"São Francisco de Itabapoana","-41.084167","-21.386667",NA,NA,"41W5'3''","21S23'12''","2","2","Rosanae",NA,NA
"76","2020-12-10 11:28:22-03","IBt","SP","392528","S","Plantae",NA,NA,"Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F.Guim. & Miguel","Lima, HC","5343","1997","04","24",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"São João da Barra","-41.0511016845703","-21.6403007507324","31235","auto",NA,NA,NA,NA,NA,NA,NA
