"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","geoFlag","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"48","2020-12-11 11:31:06-03","UFMG","BHCB","55411","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa",NA,NA,"Barreto, HLM","11328","1942","04","07","Southern America","Brasil","Minas Gerais","Estrada para S. João da Serra",NA,"Arbusto 0,5ctm, baixa frequência e flôr amarela; Mata","BHCB041770","BHCB041770","Santos Dumont","-43.5525016784668","-21.4566993713379","25699",NA,"auto",NA,"1949",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:31:06-03","UFMG","BHCB","32687","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa",NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro","Parque Nacional do Itatiaia",NA,NA,NA,NA,"Itatiaia","-44.5633010864258","-22.4960994720459","19648",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:31:06-03","UFMG","BHCB","32687","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa",NA,NA,"Vasconcelos, MF de","s.n.","1996","03","31","Southern America","Brasil","Rio de Janeiro","Parque Nacional do Itatiaia",NA,"Herbáceo.; Mata primária.","BHCB052816","BHCB052816","Itatiaia","-44.5633010864258","-22.4960994720459","19648","1200","auto","1200","1997","09",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-02-11 17:17:46-03","UFPR","UPCB","67200","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees","Caddah, M.K.","Caddah, M.K.","732","2010","01","19",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, trilha para Pedra do Sino.",NA,"Erva ca. 50 cm, brácteas e pétalas amarelas. Coleta em sílica..",NA,NA,"Teresópolis","-43.006111",NA,NA,"1100",NA,"1100","2010","02",NA,"-43.006111",NA,NA,NA,NA,NA,NA
"52","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","16198",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees","S. Profice/2006","L. Kollmann; et al","4147","2001","07","11",NA,"Brasil","Espírito Santo","Rio Saltinho",NA,"Erva na sombra. Brácteas verdes. Flores brancas. Herb/Culta.","MBML016198","MBML016198","Santa Teresa","-40.506944","-19.936111",NA,NA,NA,NA,NA,NA,NA,"40W30'25","19S56'10",NA,NA,NA,NA,NA
"53","2020-06-15 15:28:05-03","UNESP-RC","HRCB","55393","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees","Azevedo, I.H.F.","Lombardi","8438","2011","04","12",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos",NA,"Erva 1m, brácteas amarelas com bordos esverdeados, flores amarelas, estames castanhos.",NA,NA,"Guapimirim","-43.001361","-22.493944",NA,"390",NA,"390","2017","05","18","43º00'04.9W","22º29'38,2S",NA,NA,NA,NA,NA
"54","2020-06-15 15:28:05-03","UNESP-RC","HRCB","65077","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees","I.H.F. Azevedo","Grupo Azul",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia -Trilha ao redor da Casa do Pesquisador",NA,NA,NA,NA,"Itatiaia","-44.608101","-22.454642",NA,"718",NA,"718",NA,NA,NA,"44°36'29.163W","22°27'16.7106S",NA,NA,NA,NA,NA
"55","2021-03-03 13:56:05-03","UFF","NIT","NIT739","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"J. Garcia","98","2012","06","16",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"NIT00000738",NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838","33190",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-03 13:56:05-03","UFF","NIT","NIT1108","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"A. Lobão","1865","2012","03","24",NA,"Brasil","Rio de Janeiro","Parque Estadual dos Três Picos,mata em frente da sede.",NA,NA,"NIT00001117",NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838","33190",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-03 13:56:05-03","UFF","NIT","NIT543","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"C. Marques","52","2013","05","26",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"NIT00000542",NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-03 13:56:05-03","UFF","NIT","NIT815","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"L.G. Quintanilha","177","2013","09","27",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"NIT00000814",NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US","3091276","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"S. Mayo, G. M. Barroso, H. C. Lima, M. P. Morim de Lima & G. Martinelli","s.n.","1981","2","18","South America - Neotropics","Brazil","Rio de Janeiro","Município de Santa Maria Madalena, Fazenda Mãe de Bom Conselho, Mata de Urugão.",NA,NA,"US02867848","US02867848_01",NA,NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"60","2020-09-12 05:00:02-03","US","US","2144757","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"L. Smith","6684","1952","4","20","South America - Neotropics","Brazil","Rio de Janeiro","Município de Nova Friburgo, entre Teodoro de Oliveira e Nova Friburgo.",NA,NA,"US02867865","US02867865_01",NA,"-42.5","-22.42",NA,"800",NA,"1000",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"61","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"H. Wawra & -. Maly","2001/411",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"62","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"E. Gounelle","s.n.","1899","2",NA,"South America - Neotropics","Brazil","Rio de Janeiro","Itatiaya, Fazenda Henrique.",NA,NA,NA,NA,NA,NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"63","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"-- Pohl","6034",NA,NA,NA,"South America","Brazil",NA,"Serra de Macacu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"64","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"-- Pohl","6051",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"65","2020-09-12 05:00:02-03","US","US","2601368","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"L. Karwinski","s.n.","1823",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Prope Rio de Janeiro.",NA,NA,"US02867863","US02867863_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"66","2020-09-12 05:00:02-03","US","US","2601374","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"L. Karwinski","s.n.","1823",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Probe Rio de Janeiro.",NA,NA,"US02867862","US02867862_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"67","2020-09-12 05:00:02-03","US","US","3036677","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"W. R. Anderson","11703","1976","2","24","South America - Neotropics","Brazil","Rio de Janeiro","Serra dos Orgãos, Parque Nacional.",NA,NA,"US02867855","US02867855_01",NA,NA,NA,NA,"1150",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"68","2020-09-12 05:00:02-03","US","US","3357614","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"M. Vasconcelos","32687?","1996","3","31","South America - Neotropics","Brazil","Rio de Janeiro","Parque Nacional do Itaiaia, Itaiaia, RJ.",NA,NA,"US02867851","US02867851_01",NA,NA,NA,NA,"1200",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"69","2020-09-12 05:00:02-03","US","US","2563082","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"E. Pereira","594","1948","3","7","South America - Neotropics","Brazil","Rio de Janeiro","Serra dos Orgãos.",NA,NA,"US02867864","US02867864_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"70","2020-09-12 05:00:02-03","US","US","2563080","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"Armando Frasão","8621","1918","4",NA,"South America - Neotropics","Brazil","Rio de Janeiro","Therezapolis.",NA,NA,"US02867843","US02867843_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"71","2020-09-12 05:00:02-03","US","US","2798644","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"J. Lanna Sobrinho","1262","1966","11","23","South America - Neotropics","Brazil","Rio de Janeiro","Rezende, pr. Penedo, Sítio Palmital.",NA,NA,"US02867860","US02867860_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"72","2020-09-12 05:00:02-03","US","US","3102793","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"D. Araujo, R. Oliveira, M. C. Vianna & N. Maciel","2084","1978","7","7","South America - Neotropics","Brazil","Rio de Janeiro","Mun. Nova Friburgo, Serra de Macaé de Cima.",NA,NA,"US02867854","US02867854_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"73","2020-09-12 05:00:02-03","US","US","2270777","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"L. Emigdio","1141",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Estrada para Friburgo, Km. 70.",NA,NA,"US02867844","US02867844_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"74","2020-09-12 05:00:02-03","US","US","2948868","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"G. Martinelli & et al.","2488","1977","6","8","South America - Neotropics","Brazil","Rio de Janeiro","Municipio de Nova Friburgo, Morro da Caledonea.",NA,NA,"US02867856","US02867856_01",NA,NA,NA,NA,"1400",NA,"1600",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"75","2020-09-12 05:00:02-03","US","US","2639520","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"Guillemin, --","249","1839","5",NA,"South America - Neotropics","Brazil","Rio de Janeiro","Brésil Méridional. Serra dos Orgãos.",NA,NA,"US02867837","US02867837_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"76","2020-09-12 05:00:02-03","US","US","2563091","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"L. E. Paes","s.n.","1944","5","20","South America - Neotropics","Brazil","Rio de Janeiro","Parque Nacional da Serra dos Orgãos.",NA,NA,"US02867872","US02867872_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"77","2020-09-12 05:00:02-03","US","US","2949251","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"D. Sucre & P. I. S. Braga","2459/301","1968","3","16","South America - Neotropics","Brazil","Rio de Janeiro","Petrópolis, Rocio.",NA,NA,"US02867857","US02867857_01",NA,NA,NA,NA,"700",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"78","2020-09-12 05:00:02-03","US","US","2562115","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"E. Pereira","1344","1953","3","25","South America - Neotropics","Brazil","Rio de Janeiro","Entre Cachoeira de Macacú e Friburgo.",NA,NA,"US02867858","US02867858_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"79","2020-09-12 05:00:02-03","US","US","2144758","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"L. Smith, S. Oliveira, L. Dau, W. T. Ormond & et al.","6684","1952","4","20","South America - Neotropics","Brazil","Rio de Janeiro","Mun. Nova Friburgo: Between Teodoro de Oliveira and Nova Friburgo.",NA,NA,"US02867869","US02867869_01",NA,"-42.5","-22.42",NA,"800",NA,"1000",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"80","2020-09-12 05:00:02-03","US","US","2798643","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"D. Araujo","964","1976","1","21","South America - Neotropics","Brazil","Rio de Janeiro","Mun. Santa Maria. Madalena, Parque do Desengano, Santa Clara.",NA,NA,"US02867859","US02867859_01",NA,NA,NA,NA,"800",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"81","2020-09-12 05:00:02-03","US","US","3259407","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"D. Pedrosa & et al.","24844","1983","4","1","South America - Neotropics","Brazil","Rio de Janeiro","RJ, Trajano de Morais, Serra do Macaba.",NA,NA,"US02867852","US02867852_01",NA,NA,NA,NA,"1200",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"82","2020-09-12 05:00:02-03","US","US","2564915","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"E. Constantino","49352","1944","2","21","South America - Neotropics","Brazil","Rio de Janeiro","Friburgo.",NA,NA,"US02867846","US02867846_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"83","2020-09-12 05:00:02-03","US","US","2601375","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"ex herb. United States National","s.n.","1842",NA,NA,"South America - Neotropics","Brazil","Pernambuco","Pernambuco in eâdem provinciâ. (h. Mart.).",NA,NA,"US02867839","US02867839_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"84","2020-09-12 05:00:02-03","US","US","3357621","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"M. Vasconcelos","32687?","1996","3","31","South America - Neotropics","Brazil","Rio de Janeiro","Parque Nacional do Itaiaia, Itaiaia, RJ.",NA,NA,"US02867850","US02867850_01",NA,NA,NA,NA,"1200",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"85","2020-09-12 05:00:02-03","US","US","2601364","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"Binot","38","1879",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Petropolis.",NA,NA,"US02867870","US02867870_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"86","2020-09-12 05:00:02-03","US","US","2562116","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"V. Gomes","2483","1956","2","21","South America - Neotropics","Brazil","Minas Gerais","Est. Experimental, Agua Leimpa.",NA,NA,"US02867873","US02867873_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"87","2020-09-12 05:00:02-03","US","US","3013602","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"L. Mautone & E. Guimaraes","040",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","RJ, Mun. de Teresópolis, Parque Nacional da Serra dos Orgãos-Caminho para a Pedra do Sino.",NA,NA,"US02867853","US02867853_01",NA,NA,NA,NA,"1200",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"88","2020-09-12 05:00:02-03","US","US","2563078","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"O. C. Goes","120","1947",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Est. do Rio, Petropolis.",NA,NA,"US02867874","US02867874_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"89","2020-09-12 05:00:02-03","US","US","2798636","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"J. P. P. Carauta","1341","1971","3","28","South America - Neotropics","Brazil","Rio de Janeiro","Serra dos Orgãos, entre a Barragem e o Abrigo 2.",NA,NA,"US02867861","US02867861_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"90","2020-09-12 05:00:02-03","US","US","2563090","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"A. C. Brade","15046","1936","2","21","South America - Neotropics","Brazil","Rio de Janeiro","Est. do Rio, Itaiaia, Monte Serrat.",NA,NA,"US02867868","US02867868_01",NA,NA,NA,NA,"800",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"91","2020-09-12 05:00:02-03","US","US","3724065","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"C. Baez, P. Rosa, T. Lima, R. Negrão & et al.","659",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Nova Friburgo. Área de Proteção Ambiental de Macaé de Cima. Rio Bonito de Macaé de Cima. Rio próximo a pousada Estalagem.",NA,NA,"US03473214","US03473214_01",NA,"-42.4303","-22.4019",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"92","2020-09-12 05:00:02-03","US","US","3433691","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"J. A. Lombardi","3633","2000","3","24","South America - Neotropics","Brazil","Minas Gerais","Estação Biológica de Caratinga, Fazenda Montes Claros, Caratinga-MG.",NA,NA,"US02867849","US02867849_01",NA,"-41.8189","-19.7364",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"93","2020-09-12 05:00:02-03","US","US","2562114","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"A. P. Duarte","9595",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Serra de Terezópolis.",NA,NA,"US02867871","US02867871_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"94","2020-09-12 05:00:02-03","US","US","2338488","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"O. Barth","I198","1960","2","17","South America - Neotropics","Brazil","Rio de Janeiro","Procedencia Est. do Rio, Parque Nacional de Itatiaia.",NA,NA,"US02867867","US02867867_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"95","2020-09-12 05:00:02-03","US","US","3317106","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"J. R. Pirani & R. Silva","2850","1993","5","14","South America - Neotropics","Brazil","Rio de Janeiro","Mun. Campos, Serra do Imbé, morros perto do Pico São Mateus, Ao lado da Cachoeira do Tombo d'Água acima do Córrego Mocotó.",NA,NA,"US02867847","US02867847_01",NA,NA,NA,NA,"400",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"96","2020-09-12 05:00:02-03","US","US","2639505","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"H. Wawra & -. Maly","411","1859",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Petrópolis.",NA,NA,"US02867840","US02867840_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"97","2019-06-05 10:33:04-03","UFG","HJ","2636","S","Plantae",NA,NA,"Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"Gielf, F.S.","8","2008","04","25",NA,"Brasil","São Paulo","Zona urbana",NA,"viveiro","HJ00002636","HJ00002636","São José do Rio Preto","-49.446389","-20.819722",NA,"510",NA,"510",NA,NA,NA,"49º26'47''W","20º49'11''S",NA,NA,NA,NA,NA
"98","2021-03-15 18:24:20-03","USP","SPF","65615","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees","Hirao, YV","Sem coletor","s.n.","1989","03","02",NA,"Brasil","Minas Gerais","Reserva Biológica Municipal do Poço D'Anta",NA,"Erva ereta, espiga com brácteas amarelas, flores amarelas, 2 m altura.","SPF00065615","SPF00065615","Juiz de Fora","-43.3502998352051","-21.7642002105713","36144",NA,"auto",NA,"2012","05","10",NA,NA,NA,NA,NA,NA,NA
"99","2021-03-15 18:24:20-03","USP","SPF","65616","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees","Hirao, YV","Moreira, OST","s.n.","1989","03","02",NA,"Brasil","Minas Gerais","Reserva Biológica Municipal do Poço D'Anta",NA,"Erva ereta, 2 m de altura.","SPF00065616","SPF00065616","Juiz de Fora","-43.3502998352051","-21.7642002105713","36144",NA,"auto",NA,"2012","05","10",NA,NA,NA,NA,NA,NA,NA
"100","2019-10-07 09:15:02-03","UEFS","HUEFS","187322","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa","Nees",NA,"Flores, T.B.","407","2010","01","26",NA,"Brasil","Rio de Janeiro","Macaé de cima - Rio das Flores.",NA,NA,"HUEFS0187322","HUEFS0187322","Nova Friburgo","-42.502222","-22.428611",NA,NA,NA,NA,NA,NA,NA,"42W30'8''","22S25'43''","Asteranae",NA,NA,NA,NA
"101","2019-09-04 18:36:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Aphelandra","oostachya","Aphelandra oostachya",NA,NA,"H. Wawra","200a",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Type [status unknown]",NA
"102","2019-09-04 19:29:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa",NA,NA,"J. B. E. Pohl","6051",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Type [status unknown]",NA
"103","2019-09-04 19:29:21-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Aphelandra","squarrosa","Aphelandra squarrosa angustifolia",NA,NA,"A. Glaziou","4165",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Type [status unknown]","angustifolia"
