"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount"
"51","2015-09-04 13:01:16-03","MNHN","RECOLNAT_MNHN_P","P03848945","PreservedSpecimen",NA,"Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Simão-Bianchini",NA,NA,NA,"Dusén, P.",NA,"1908","12","8","Brésil",NA,NA,"Parana : Serrinha, in campo",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03848945' target='other'> <mi>dwc_moreinfo</mi></a>","P03848945","P03848945_01",NA,NA,NA,"hb",NA,NA,NA,NA,"7385",NA
"52","2020-12-11 11:34:44-03","UFMG","BHCB","129199","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"Arruda, LJ; Santos, LM dos","283","2008","01","14","Brasil","Minas Gerais","Itabirito","Mina do Pico. Cava do Sapecado","-43.879764","-20.255969","-43.879764","-20.255969","1515","1515","Plantas do Brasil. Campo rupestre laterítico",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"53","2021-02-11 17:18:36-03","UFPR","UPCB","50020","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Bianchini, R.S.","2005","10","13","Schwartsburd, P.B.","417a","2004","10","23","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, entre a Piscina e o Capão da Fortaleza, 25°14'S 50°00'W","-50","-25.233333","-50","-25.233333",NA,NA,"Do acero, reptante, cálice verde avermelhado, corola rosa com feixes roxos. Campos Gerais. Alt.: 1000m s.n.m...",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-02-11 17:18:36-03","UFPR","UPCB","28024","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Bianchini, R.S.","2005","10","13","Cervi, A.C.","3229","1990","11","22","Brasil","Paraná","Castro",NA,"-50.0119018554688","-24.7910995483398",NA,NA,NA,NA,"Herbácea rastejante, flor rósea, em beira de estrada..",NA,NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA
"55","2021-02-11 17:18:36-03","UFPR","UPCB","33841","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Bianchini, R.S.","2005","10","13","Dunaiski Jr., A.",NA,"1990","11","07","Brasil","Paraná","Ponta Grossa","Capão das Onças","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Flor rosa..",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"56","2021-02-11 17:18:36-03","UFPR","UPCB","43254","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Bianchini, R.S.","2005","10","13","Souza, M.K.F.",NA,"2000","12","28","Brasil","Paraná","Jaguariaíva","Fazenda Chapada do Restingão","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"Erva, flor rosa, coletada no campo transição floresta. Floresta ombrófila mista aluvial..",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
"57","2021-02-11 17:18:36-03","UFPR","UPCB","7328","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Bianchini, R.S.","2005","10","13","Moreira Filho, H.","456","1968","10","18","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Trepadeira..",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"58","2021-02-11 17:18:36-03","UFPR","UPCB","33745","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Bianchini, R.S.","2005","10","13","Cervi, A.C.","2920","1989","10","27","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Reptante, flor lilás, campo limpo seco..",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"59","2021-02-11 17:18:36-03","UFPR","UPCB","87528","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Barboza, E.","2015","04","14","Engels, M.E. | Lozano, E.D.","2082","2013","12","10","Brasil","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Planta rastejante. Caule castanho. Folhas verdes. Flores rosas. Floresta Ombrófila Mista, em campo..",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA
"60","2021-02-11 17:18:36-03","UFPR","UPCB","24431","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Bianchini, R.S.","2005","10","13","Bidá, A.","174","1983","12","14","Brasil","Paraná","Colombo","Santa Mônica Clube de Campo","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"Rastejante..",NA,NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA
"61","2021-02-11 17:18:36-03","UFPR","UPCB","7355","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Bianchini, R.S.","2005","10","13","Hatschbach, G.","18713","1968","03","14","Brasil","Paraná","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Reptante, flor lilás, campo limpo seco..",NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA
"62","2009-08-18 12:11:00-03","MO","MOBOT","2197289","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"Erik L. Ekman","Ekman 1418","1908","1","20","Argentina","Misiones","Candelaria","Bonpland","-55.48333","-27.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"63","2009-08-18 12:11:00-03","MO","MOBOT","2197318","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"Erik L. Ekman","Ekman 1417","1908","1","20","Argentina","Misiones","Candelaria","Bonpland","-55.48333","-27.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"64","2010-11-21 08:41:00-02","MO","MOBOT","2197346","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"G.J. Schwarz","Schwarz 1812","1946","1","14","Argentina","Misiones","San Ignacio","Colonia Ñacaguazú","-55.43333","-27.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"65","2010-11-21 08:41:00-02","MO","MOBOT","2254157","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"G.J. Schwarz","Schwarz 25","1947","10","25","Argentina","Misiones","San Ignacio","Ñacanguazú","-55.43333","-27.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"66","2010-11-21 08:41:00-02","MO","MOBOT","2292383","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"G.J. Schwarz","Schwarz 3530","1946","12","2","Argentina","Misiones","Candelaria","Santa Ana","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"67","2010-11-21 08:41:00-02","MO","MOBOT","2402900","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"G.J. Schwarz","Schwarz 5098","1947","11","3","Argentina","Misiones","San Ignacio","Santo Pipó","-55.4","-27.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"68","2010-11-21 08:41:00-02","MO","MOBOT","2402923","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"G.J. Schwarz","Schwarz 5099","1947","11","4","Argentina","Misiones","San Ignacio","Sato Pipó","-55.4","-27.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"69","2010-11-21 08:41:00-02","MO","MOBOT","2402947","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"G.J. Schwarz","Schwarz 5121","1947","11","5","Argentina","Misiones","San Ignacio","Sato Pipó","-55.4","-27.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"70","2010-11-21 08:41:00-02","MO","MOBOT","2425243","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"G.J. Schwarz","Schwarz 6605","1948","11","19","Argentina","Misiones","Libertador General San Martín","Oasis","-55.25","-26.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","2428647","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"Schulz","Schulz 7167","1948","2","19","Argentina","Misiones","San Ignacio","Sato Pipó","-55.4","-27.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"72","2010-04-30 10:27:00-03","MO","MOBOT","2455576","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"C.L. Spegazzini","Spegazzini s.n.50","1907",NA,NA,"Argentina","Misiones","Candelaria","Santa Ana","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"73","2014-03-29 16:57:00-03","MO","MOBOT","2455591","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"H. Van de Venne","Van de Venne s.n.5","1906",NA,NA,"Argentina","Misiones","Candelaria","Bonpland","-55.48333","-27.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"74","2016-11-15 05:15:00-02","MO","MOBOT","2458107","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Krapovickas, A., //",NA,NA,NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 43574","1990","2","5","Brazil","Santa Catarina",NA,"23 Km E de Campos Novos, BR-470, 1 Km E de rio Inferno Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"75","2018-04-26 14:53:57-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Austin, DF","2009",NA,NA,"Landrum, LR","4045","1978","01","01","Brazil","Paraná",NA,"Parque Iguacu, Curitiba, Parque Iguacu (ca. 25°30'S 49°15'W). Remnants of Araucaria forests and campos.","-49.25","-25.5","-49.25","-25.5",NA,NA,"elev. ca. 900m. Vine in campo; fls pink; lvs either 3 lobed or entire.","CONV007143",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"76","2018-04-26 14:53:57-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Austin, DF","2009",NA,NA,"Landrum, LR","4045","1978","01","01","Brazil","Paraná",NA,"Parque Iguacu, Curitiba, Parque Iguacu (ca. 25°30'S 49°15'W). Remnants of Araucaria forests and campos.","-49.25","-25.5","-49.25","-25.5",NA,NA,"elev. ca. 900m. Vine in campo; fls pink; lvs either 3 lobed or entire.","CONV007142",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"77","2020-09-12 05:00:02-03","US","US","2049787","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"G. J. Schwarz","6605","1948","11","19","Argentina","Misiones",NA,"Gob. Misiones, Dep. San Ignacio, Oasis.",NA,NA,NA,NA,NA,NA,NA,"US03151999",NA,NA,"Solanales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"78","2018-06-12 17:14:50-03","F","FMNH-SEEDPLANTS","V0441394F","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala",NA,NA,NA,NA,NA,"A. Zanin & et al.","105","1988","1","8","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0441394F","V0441394F_01","Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"79","2019-06-11 13:44:45-03","F","FMNH-SEEDPLANTS","V0441395F","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala",NA,"RRC ID Flag",NA,NA,NA,"A. Krapovickas","42007","1988","1","14","Brazil","Santa Catarina",NA,NA,"-50","-27",NA,NA,NA,NA,NA,"V0441395F","V0441395F_01 V0441395F_02","Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,"42007",NA
"80","2018-06-12 17:14:55-03","F","FMNH-SEEDPLANTS","V0441396F","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala",NA,NA,NA,NA,NA,"A. Krapovickas & C. L. Cristóbal","43574","1990","2","5","Brazil","Santa Catarina",NA,NA,"-50","-27",NA,NA,NA,NA,NA,"V0441396F","V0441396F_01","Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"81","2020-11-04 17:28:55-03","UEM","HUEM","27510","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"P.P.A.Ferreira; S.T.S.Miotto; Durigon, J; Fernandes, AC","659","2011","02","06","Brasil","Santa Catarina","Ponte Alata do Norte","km 163","-50.458333","-27.129167","-50.458333","-27.129167",NA,NA,"Prostrada com ápice volúveis, latescente, corola rosa. Herbário ICN 184089.","HUEM000003270","HUEM000003270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-11-12 17:03:29-03","UEL","FUEL","32604","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Ferreira, PPA","2012","12","11","Kranz, WM","17","1986","11","11","Brasil","Paraná","Castro","Km 160 da rodovia entre Castro e Piraí do Sul","-50.0119018554688","-24.7910995483398",NA,NA,"900","900",NA,"FUEL020481",NA,"Tracheophyta","Solanales",NA,NA,"50779","auto",NA,NA,NA,NA
"83","2020-11-12 17:03:29-03","UEL","FUEL","32605","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Ferreira, PPA","2010","10","21","Kranz, WM","21","1986","11","12","Brasil","Paraná","Tibagi","BR 153, a 17 km da cidade de Tibagi, ambiente de campo","-50.4136009216309","-24.5093994140625",NA,NA,"700","700",NA,"FUEL020480",NA,"Tracheophyta","Solanales",NA,NA,"56988","auto",NA,NA,NA,NA
"84","2019-05-06 11:54:57-03","UFU","HUFU","7140","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Simão-Bianchi, R.","1997","03","14","Nakajima, J.N.; Romero, R.","738","1994","12","09","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento. Garagem de Pedras.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Herbácea rasteira. Cálice verde com ápice dos lacínios vinho. Corola rósea.; Campo sujo.","HUFU00052154","HUFU00052154",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA
"85","2019-05-06 11:54:57-03","UFU","HUFU","17708","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Andrade, T.","2004","12","03","Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","5001","1998","01","11","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Torre de observação, estrada para Sacramento - São Roque de Minas.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Herbácea rasteira. Cálice verde - vinho. Corola rósea, lacínias e fauce pink. Estames lilases. Estilete creme.; Campo limpo, cerca de 4 meses após queimada.","HUFU00052155","HUFU00052155",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA
"86","2019-05-06 11:54:57-03","UFU","HUFU","996","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Rosa, P.O.",NA,NA,NA,"Araújo, G.M.","243","1987","04","03","Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"Trepadeira, flor azul clara.; Mata de Galeria.","HUFU00005091","HUFU00005091",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA
"87","2020-08-20 16:36:46-03","UFSC","FLOR","50390","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Campestrini, S.","2013","03","06","Campestrini, S.; Trevisan, R.; Weber, P.; Venturi, S.","252","2013","01","19","Brasil","Paraná","Palmas","No interior do Refúgio de Vida Silvestre (REVIS) dos Campos de Palmas","-51.606389","-26.535556","51º36'23''W","26º32'8''S","1300","1300","Erva com flores lilases Habitat: Beira de estrada, campo natural","FLOR0050390",NA,NA,"Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-08-20 16:36:46-03","UFSC","FLOR","55617","PreservedSpecimen","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"Ferreira, P.P.A.; Miotto, S.T.S.; Durigon, J.; Fernandes, A.C.","609","2011","01","31","Brasil","Rio Grande do Sul","Vacaria","BR 116, km 10","-50.8025","-28.285833","50º48'9''W","28º17'9''S",NA,NA,"prostrada com ápices volúveis, latescente, corola rosa. Recebida de ICN 184039","FLOR0055617",NA,NA,"Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-02-08 12:39:22-03","UFRGS","ICN","199300","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Ferreira, PPA","2019","01","31","Soares, ELC","364","2012","11","29","Brasil","PR","Candói","Depois de Candói, Rio Pai João","-52.0558013916016","-25.5722007751465",NA,NA,NA,NA,NA,"ICN00039042",NA,"Dicotyledon",NA,"América do Sul",NA,"42664","auto",NA,NA,NA,NA
"90","2021-02-08 12:39:22-03","UFRGS","ICN","068688","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Ferreira, PPA","2010","05","03","Occhioni, P","8434","1978","05","24","Brasil","PR","Ponta Grossa","Rodovia do Café","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Volúvel, flor lilás-escura; Campo","ICN00031142",NA,"Dicotyledon",NA,"América do Sul",NA,"46557","auto",NA,NA,NA,NA
"91","2021-02-08 12:39:22-03","UFRGS","ICN","144060","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Ferreira, PPA","2011","09","01","Hagelund, K","15898","1986","03","19","Brasil","RS","Torres","Butiazal","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Doação de Karner Hagelund","ICN00031149",NA,"Dicotyledon",NA,"América do Sul",NA,"20837","auto",NA,NA,NA,NA
"92","2021-02-08 12:39:22-03","UFRGS","ICN","144062","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Ferreira, PPA","2011","09","01","Hagelund, K","15903","1986","03","19","Brasil","RS","Torres","Butiazal","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Doação de Karner Hagelund","ICN00031152",NA,"Dicotyledon",NA,"América do Sul",NA,"20837","auto",NA,NA,NA,NA
"93","2021-02-08 12:39:22-03","UFRGS","ICN","009502","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Ferreira, PPA","2011","09","01","Lindeman, JC; Valls, JFM","s.n.","1971","12","05","Brasil","RS","Vacaria","6km E da BR 116 km 255 1/2 25km NE de Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"erva reptante, corola lilás; barranco do morro","ICN00031141",NA,"Dicotyledon",NA,"América do Sul",NA,"63451","auto",NA,NA,NA,NA
"94","2021-02-08 12:39:22-03","UFRGS","ICN","068178","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Ferreira, PPA","2011","09","01","Zanin, A; Longhi-Wagner, HM; Santos, A","105","1988","01","08","Brasil","RS","Vacaria","Fazenda Bataglia estrada para rio Santana dentro da Fazenda","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"barranco em beira de estrada","ICN00031146",NA,"Dicotyledon",NA,"América do Sul",NA,"63451","auto",NA,NA,NA,NA
"95","2021-02-08 12:39:22-03","UFRGS","ICN","184079","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"Ferreira, PPA; Miotto, STS; Durigon, J; Fernandes, AC; Dettke, GA","649","2011","02","04","Brasil","PR","Castro",NA,"-50.1475","-24.762222","-50.1475","-24.762222",NA,NA,"prostrada com ápices volúveis, latescente, corola rosa","ICN00031154",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"96","2021-02-08 12:39:22-03","UFRGS","ICN","184089","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"Ferreira, PPA; Miotto, STS; Durigon, J; Fernandes, AC; Dettke, GA","659","2011","02","06","Brasil","SC","Ponte Alta do Norte","km 163 27° 07' 45.0 S 50° 27' 30.0 W","-50.458333","-27.129167","-50.458333","-27.129167",NA,NA,"prostrada com ápices volúveis, latescente, corola rosa","ICN00031144",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"97","2021-02-08 12:39:22-03","UFRGS","ICN","178219","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Ferreira, PPA","2019","01","31","Pasini, E; Filho, PJ; Soares, ELC","1009","2014","01","28","Brasil","PR","Tijucas do Sul","Serra do Quiriri","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"erva rasteira; campo nativo, rochoso","ICN00031422",NA,"Dicotyledon",NA,"América do Sul",NA,"25228","auto",NA,NA,NA,NA
"98","2021-02-08 12:39:22-03","UFRGS","ICN","163515","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Ferreira, PPA",NA,NA,NA,"Ferreira, PPA; Dettke, GA; Welker, CAD; Hattori, EKO","376","2010","03","04","Brasil","SC","Lages","BR 116 entre o km 253 e o 254 27° 51' 42.3 S 50° 23' 25.7 W","-50.390278","-27.861667","-50.390278","-27.861667",NA,NA,"prostrada, latescente, corola rosa; beira da estrada","ICN00031157",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"99","2021-02-08 12:39:22-03","UFRGS","ICN","163519","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Ferreira, PPA",NA,NA,NA,"Ferreira, PPA; Dettke, GA; Welker, CAD; Hattori, EKO","380","2010","03","04","Brasil","SC","Lages","BR 116 entre o km 255 e o 256 27° 51' 42.3 S 50° 23' 25.7 W","-50.390278","-27.861667","-50.390278","-27.861667",NA,NA,"prostrada, latescente, corola rosa; beira da estrada","ICN00031156",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"100","2021-02-08 12:39:22-03","UFRGS","ICN","163521","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Ferreira, PPA",NA,NA,NA,"Ferreira, PPA; Dettke, GA; Welker, CAD; Hattori, EKO","382","2010","03","05","Brasil","SC","Campo Belo do Sul",NA,"-50.816111","-27.863333","-50.816111","-27.863333",NA,NA,"prostrada, latescente, corola rosa; beira da estrada","ICN00031155",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"101","2021-02-08 12:39:22-03","UFRGS","ICN","163523","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Ferreira, PPA",NA,NA,NA,"Ferreira, PPA; Dettke, GA; Welker, CAD; Hattori, EKO","384","2010","03","05","Brasil","RS","Vacaria",NA,"-50.804722","-28.319444","-50.804722","-28.319444",NA,NA,"prostrada, latescente, corola rosa; beira da estrada","ICN00031150",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"102","2021-02-08 12:39:22-03","UFRGS","ICN","171400","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"Ferreira, PPA; Durigon, J; Welker, CAD","814","2012","01","10","Brasil","SC","Caçador",NA,"-51.4325","-26.710833","-51.4325","-26.710833",NA,NA,"prostrada com ápices volúveis, latescente, corola rosa","ICN00031145",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"103","2021-02-08 12:39:22-03","UFRGS","ICN","182538","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell","Ferreira, PPA","2012","12","11","Rodriguez, ME","1187","2002","03","17","Argentina","Misiones","Candelaria",NA,NA,NA,NA,NA,NA,NA,NA,"ICN00031158",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"104","2021-02-08 12:39:22-03","UFRGS","ICN","184039","S","Plantae","Convolvulaceae","Ipomoea","acutisepala","Ipomoea acutisepala","O'Donell",NA,NA,NA,NA,"Ferreira, PPA; Miotto, STS; Durigon, J; Fernandes, AC; Dettke, GA","609","2011","01","31","Brasil","RS","Vacaria","BR 116 km 10 28° 17' 09.4 S 50° 48' 09.2 W","-50.8025","-28.285833","-50.8025","-28.285833",NA,NA,"prostrada com ápices volúveis, latescente, corola rosa","ICN00031151",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
