"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","infraspecificEpithet","previousCatalogNumber"
"47","2014-10-14 15:57:00-03","BS","M","M-0136808","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel",NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia pr. St. Pauli",NA,NA,NA,NA,NA,"M0136808",NA,"Magnoliophyta","Myrtales","NOTATYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:37:04-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Brotto, M.L.","Dalmaso, C.A.","384","2013","06","26","Brazil","Paraná","Bituruna",NA,"-51.479997","-26.280003","-51.479997","-26.280003","Árvore.","IFN000655",NA,NA,NA,NA,"Southern America",NA,NA,NA,"2013","08","16",NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:37:04-03","MBM","MBM","232267","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Legrand, D.","Saito, Y.","205","1964","09","30","Brazil","Paraná","Almirante Tamandaré","Tranqueira","-49.310001373291","-25.3246994018555",NA,NA,NA,"MBM232267",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"18684","auto",NA,NA,NA,NA
"50","2020-12-21 16:37:04-03","MBM","MBM","35148","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel",NA,"Nilsa; Mattos; Mattos","8","1960",NA,NA,"Brazil","São Paulo","Mogi das Cruzes","Mogi das Cruzes","-46.1883010864258","-23.5228004455566",NA,NA,NA,"MBM035148","MBM035148",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA
"51","2020-12-21 16:37:04-03","MBM","MBM","41358","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Mattos, J.","Brade, A.C.","7407",NA,NA,NA,"Brazil","São Paulo","São Bernardo do Campo","São Bernardo do Campo","-46.560001373291","-23.6900005340576",NA,NA,NA,"MBM041358","MBM041358",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA
"52","2020-12-21 16:37:04-03","MBM","MBM","41362","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Mattos, J.","Hoehne, F.C.","s.n.","1931","09","28","Brazil","São Paulo","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"MBM041362","MBM041362",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"53","2020-12-21 16:37:04-03","MBM","MBM","34881","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Legrand, D.","Hatschbach, G.","8247","1961","09","11","Brazil","Paraná","Antonina","Tunas","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM034881","MBM034881",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA
"54","2020-12-21 16:37:04-03","MBM","MBM","297956","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Sobral, M.","Silva, J.M.; Hatschbach, G.; Hatschbach, G.","4091","2004","08","19","Brazil","Paraná","Bocaiúva do Sul","Estrada para a Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,NA,"MBM297956","MBM297956",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA
"55","2020-12-21 16:37:04-03","MBM","MBM","232268","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Dombrowski, L.T.","Dombrowski, L.T.","14192","1989","12",NA,"Brazil","Paraná","Curitiba","Umbará","-49.2731018066406","-25.4277992248535",NA,NA,NA,"MBM232268",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"56","2020-12-21 16:37:04-03","MBM","MBM","4906","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Landrum, L.R.","Hatschbach, G.","18309","1968","01","18","Brazil","Paraná","Guarapuava","Guará","-51.4580993652344","-25.395299911499",NA,NA,NA,"MBM004906","MBM004906",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA
"57","2020-12-21 16:37:04-03","MBM","MBM","232269","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Mattos, J.R.","Mattos, N.","8","1960","08","28","Brazil","São Paulo","Mogi das Cruzes","Mogi das Cruzes","-46.1883010864258","-23.5228004455566",NA,NA,NA,"MBM232269",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA
"58","2020-12-21 16:37:04-03","MBM","MBM","67631","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Landrum, L.R.","Oliveira, P.I.","277","1980","10","09","Brazil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,"MBM067631","MBM067631",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA
"59","2020-12-21 16:37:04-03","MBM","MBM","59587","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Landrum, L.R.","Hatschbach, G.","32319","1973","08","15","Brazil","Paraná","Castro","Volta Grande","-50.0119018554688","-24.7910995483398",NA,NA,NA,"MBM059587","MBM059587",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA
"60","2020-12-21 16:37:04-03","MBM","MBM","289155","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Sobral, M.","Mazine, F.F.; et al.; et al.","972","2003","11","02","Brazil","Paraná","Tunas do Paraná","Estrada para a Serra da Bocaina","-49.0858001708984","-24.9743995666504",NA,NA,NA,"MBM289155","MBM289155",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"41885","auto",NA,NA,NA,NA
"61","2020-12-21 16:37:04-03","MBM","MBM","41351","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Mattos, J.","Hoehne, F.C.","s.n.","1918","09","14","Brazil","São Paulo","São Paulo","Vila Cerqueira Cezar","-46.6300010681152","-23.5400009155273",NA,NA,NA,"MBM041351","MBM041351",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"62","2019-11-01 15:28:29-03","PUC-RIO","FCAB","7156","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","D. Legrand; Kausel","P. Capell S.J.","1369","1952","12","12","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"Bimestrale árvores fora da floresta atrás da nossa casa.","007156",NA,NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"63","2020-01-07 10:26:58-03","UESC","UESC","16401","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(D.C.) D. Legrand & Kausel","F.C.S. Vieira","F.C.S. Vieira","2098","2008","08","16","Brasil","Santa Catarina","Garuva",NA,"-48.8549995422363","-26.0266990661621",NA,NA,"Arbusto. Altura: 2 - 3m.","UESC0016401",NA,"Angiospermae","Florideophycidae",NA,NA,NA,NA,NA,"2010",NA,NA,"Dicotyledoneae","22441","auto",NA,NA,NA,NA
"64","2020-01-07 10:26:58-03","UESC","UESC","16436","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(D.C.) D. Legrand & Kausel","F.C.S. Vieira","F.C.S. Vieira","2102","2008","08","17","Brasil","Santa Catarina","Garuva",NA,"-48.8549995422363","-26.0266990661621",NA,NA,"Arbusto 1,5 m.; Altura 1,5m, Habitat: cambissolo","UESC0016436",NA,"Angiospermae","Florideophycidae",NA,NA,NA,NA,NA,"2010",NA,NA,"Dicotyledoneae","22441","auto",NA,NA,NA,NA
"65","2015-10-04 05:59:23-03","MNHN","RECOLNAT_MNHN_P","P00798880","PreservedSpecimen",NA,"Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Mazine-Capelo","Sello, F.",NA,NA,NA,NA,"Brésil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00798880' target='other'> <mi>dwc_moreinfo</mi></a>","P00798880","P00798880_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-10-05 03:35:25-03","MNHN","RECOLNAT_MNHN_P","P00798881","PreservedSpecimen",NA,"Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Mazine-Capelo","Sello, F.",NA,NA,NA,NA,"Brésil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00798881' target='other'> <mi>dwc_moreinfo</mi></a>","P00798881","P00798881_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2016-03-09 18:11:23-03","MNHN","RECOLNAT_MNHN_P","P05258357","PreservedSpecimen",NA,"Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel",NA,"Riedel",NA,"1833","11","1","Brasil",NA,NA,"Pr. Mugy.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258357' target='other'> <mi>dwc_moreinfo</mi></a>","P05258357","P05258357_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"1394",NA,NA,NA
"68","2016-03-09 18:11:23-03","MNHN","RECOLNAT_MNHN_P","P05258358","PreservedSpecimen",NA,"Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel",NA,"Riedel",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258358' target='other'> <mi>dwc_moreinfo</mi></a>","P05258358","P05258358_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2015-09-04 20:55:19-03","MNHN","RECOLNAT_MNHN_P","P05258360","PreservedSpecimen",NA,"Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel",NA,"Fönsson, G.",NA,"1914","9","27","Brasil","Paraná","Itaperuçu",NA,"-49.3478012084961","-25.2199993133545",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258360' target='other'> <mi>dwc_moreinfo</mi></a>","P05258360","P05258360_01",NA,NA,NA,NA,"880",NA,"hb",NA,NA,NA,NA,"36235","auto",NA,NA,NA,NA
"70","2016-03-09 18:11:23-03","MNHN","RECOLNAT_MNHN_P","P05258359","PreservedSpecimen",NA,"Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel",NA,"Gaudichaud",NA,"1833","1","1","Brasil","Rio Grande do Sul","Rio Grande",NA,"-52.0985984802246","-32.0349998474121",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258359' target='other'> <mi>dwc_moreinfo</mi></a>","P05258359","P05258359_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"82892","auto","1355",NA,NA,NA
"71","2020-10-01 14:24:09-03","JBB","HEPH","32368","S","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(A.DC.) D.Legrand & Kausel","Meireles, L; Maruyama, A","Maruyama, A; Cicco, L","550","2016","09","07","Brasil","São Paulo","Cunha",NA,"-45.013889","-23.229167","-45.013889","-23.229167","Floresta Ombrófila",NA,NA,"Dicotyledon","Myrtales",NA,"Southern America","1046","1046",NA,"2016","09","07",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-11 11:39:19-03","UFMG","BHCB","197832","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D. Legrand & Kausel",NA,"Mazine, FF; Capelo, FA; Lucas, E; Silva, JM","972","2003","11","02","Brasil","Paraná","Tunas do Paraná","Estrada para Serra da Bocaina","-49.0858001708984","-24.9743995666504",NA,NA,"Arbusto; cerca de 1 m de altura","BHCB197832",NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,NA,"2003","11",NA,NA,"41885","auto",NA,NA,NA,NA
"73","2020-12-11 11:39:19-03","UFMG","BHCB","102392","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D. Legrand & Kausel",NA,"Estevan, DA; et al.","677","2004","12","07","Brasil","Paraná","Ventania","Fazenda Santa Inês","-50.2428016662598","-24.2458000183105",NA,NA,"Árvore 4m; frutos maduros verdes.","BHCB011941","BHCB011941","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,"2005",NA,NA,NA,"32424","auto",NA,NA,NA,NA
"74","2020-12-11 11:39:19-03","UFMG","BHCB","109880","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D. Legrand & Kausel",NA,"Araújo, FS; Valente, ASM","224","2002","08","17","Brasil","Minas Gerais","Santa Rita de Ibitipoca","Próximo ao Sítio do Léo.","-43.9146995544434","-21.5627994537354",NA,NA,"Arvoreta ca. 3 m de altura, cálice verde ferrugíneo, corola alva, estames e anteras creme, folhas coriáceas e descolores.; Em borda de mata próximo à mata de galeria.","BHCB012142",NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,NA,"2013","11","18",NA,"17739","auto",NA,NA,NA,NA
"75","2021-02-11 17:20:42-03","UFPR","UPCB","95060","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","cf. rufescens","Myrceugenia cf. rufescens","(DC.) D.Legrand & Kausel","Maruyama, A.","Maruyama, A. | Cicco, L.","1007","2018","02","11","Brasil","São Paulo","Cunha","Sítio Vivenda das Meninas","-45.014444","-23.229722","-45.014444","-23.229722","Floresta Ombrófila densa. Árvore ca. 5,0 m alt. Frutos maduros amarronzados","UPCB0046289",NA,NA,NA,NA,NA,"1120","1120",NA,"2018","02","11",NA,NA,NA,NA,NA,NA,NA
"76","2021-02-11 17:20:43-03","UFPR","UPCB","3535","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Legrand, C.D.","Hatschbach, G.","8247","1961","09","11","Brasil","Paraná","Bocaiúva do Sul","Tunas","-49.1150016784668","-25.2061004638672",NA,NA,"Árvore, 5m, flor alva. Mata..","UPCB0030159","UPCB0030159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA
"77","2018-06-22 05:25:00-03","MO","MOBOT","2476697","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D. Legrand & Kausel",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 4788","1957","9","5","Brazil","Santa Catarina",NA,"Morro do Iquererim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2008-05-27 22:02:00-03","MO","MOBOT","3204798","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D. Legrand & Kausel","L.R. Landrum","Gert G. Hatschbach","Hatschbach 32319","1973","8","15","Brazil","Paraná",NA,"Volta Grande (mun Castro).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-06-25 16:06:21-03","FUVATES","HVAT","4472","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","F. C. S. Vieira","F. C. S. Vieira","2107","2008","08","18","Brasil","Santa Catarina","Garuva","Serra Quiriri, Morro da Quesnelia, entrada próximo.","-48.855","-26.026667","-48º51'18''W","-26º1'36''S","Doação do Herbário JOI, registro JOI 13601; Casca áera, altura 2m, arbusto ramificado desde a base, flores brancas e em botões, globo petalífero visível; Neossolo","HVAT00004472",NA,NA,NA,NA,NA,NA,NA,NA,"2010","02","01",NA,NA,NA,NA,NA,NA,NA
"80","2021-02-04 10:29:27-03","UFRPE","HST","20646","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","F.C.S.Vieira","F.C.S.Vieira","2099","2008","08","16","Brasil","Santa Catarina","Garuva","Serra Quiriri, estrada entre a Fazenda Quiriri e o Morro do Bolo","-48.8549995422363","-26.0266990661621",NA,NA,"Arbusto ca. 2 m alt.; flores brancas e em botão (4), tricomas ferrugíneas.","HST020646",NA,NA,NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,"22441","auto",NA,NA,NA,NA
"81","2020-09-12 05:00:02-03","US","US","2790592","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens",NA,NA,"F. C. Hoehne","s.n.","1931","9","28","Brazil","São Paulo","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,"US01891733","US01891733_01 US01891733_02",NA,"Myrtales",NA,"South America - Neotropics",NA,NA,NA,NA,NA,NA,"Dicotyledonae","53584","auto",NA,"1",NA,NA
"82","2020-09-12 05:00:02-03","US","US","2780099","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens",NA,NA,"A. Usteri","s.n.","1906","9","19","Brazil","São Paulo","São Paulo","Avenida Paulista","-46.6300010681152","-23.5400009155273",NA,NA,NA,"US01891736","US01891736_01 US01891736_02",NA,"Myrtales",NA,"South America - Neotropics",NA,NA,NA,NA,NA,NA,"Dicotyledonae","53584","auto",NA,"1",NA,NA
"83","2020-09-12 05:00:02-03","US","US","2622748","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens",NA,NA,"A. C. Brade","21290","1953","10",NA,"Brazil","São Paulo","São Paulo","Vila Ema","-46.6300010681152","-23.5400009155273",NA,NA,NA,"US01891730","US01891730_01 US01891730_02",NA,"Myrtales",NA,"South America - Neotropics",NA,NA,NA,NA,NA,NA,"Dicotyledonae","53584","auto",NA,"1",NA,NA
"84","2020-09-12 05:00:02-03","US","US","2932670","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens",NA,NA,"P. Oliveira","277","1980","10","9","Brazil","Paraná","Balsa Nova","S. Luis do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,"US01891726","US01891726_01 US01891726_02",NA,"Myrtales",NA,"South America - Neotropics",NA,NA,NA,NA,NA,NA,"Dicotyledonae","27346","auto",NA,"1",NA,NA
"85","2020-09-12 05:00:02-03","US","US","2268973","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens",NA,NA,"R. Reitz & R. Klein","5191","1957","10","18","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,NA,"US01891728","US01891728_01 US01891728_02",NA,"Myrtales",NA,"South America - Neotropics","900",NA,NA,NA,NA,NA,"Dicotyledonae","37493","auto",NA,"1",NA,NA
"86","2020-09-12 05:00:02-03","US","US","1802780","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens",NA,NA,"B. J. Pickel","5374","1941","9","1","Brazil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"US01891732","US01891732_01 US01891732_02",NA,"Myrtales",NA,"South America - Neotropics",NA,NA,NA,NA,NA,NA,"Dicotyledonae","53584","auto",NA,"1",NA,NA
"87","2020-09-12 05:00:02-03","US","US","2536716","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens",NA,NA,"G. Hatschbach","18309","1968","1","18","Brazil","Paraná","Guarapuava","Guará","-51.4580993652344","-25.395299911499",NA,NA,NA,"US01891727","US01891727_01 US01891727_02",NA,"Myrtales",NA,"South America - Neotropics",NA,NA,NA,NA,NA,NA,"Dicotyledonae","53832","auto",NA,"1",NA,NA
"88","2020-09-12 05:00:02-03","US","US","2780100","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens",NA,NA,"F. C. Hoehne","s.n.","1918","9","14","Brazil","São Paulo","São Paulo","Vila Cerqueira Cezar","-46.6300010681152","-23.5400009155273",NA,NA,NA,"US01891734","US01891734_01 US01891734_02",NA,"Myrtales",NA,"South America - Neotropics",NA,NA,NA,NA,NA,NA,"Dicotyledonae","53584","auto",NA,"1",NA,NA
"89","2020-09-12 05:00:02-03","US","US","2790639","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens",NA,NA,"A. C. Brade","7407","1913","10","26","Brazil","São Paulo","São Bernardo do Campo",NA,"-46.560001373291","-23.6900005340576",NA,NA,NA,"US01891735","US01891735_01 US01891735_02",NA,"Myrtales",NA,"South America - Neotropics",NA,NA,NA,NA,NA,NA,"Dicotyledonae","31119","auto",NA,"1",NA,NA
"90","2020-09-12 05:00:02-03","US","US","1802830","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens",NA,NA,NA,"5375","1941","9","1","Brazil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"US01891731","US01891731_01 US01891731_02",NA,"Myrtales",NA,"South America - Neotropics",NA,NA,NA,NA,NA,NA,"Dicotyledonae","53584","auto",NA,"1",NA,NA
"91","2020-09-12 05:00:02-03","US","US","2268929","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens",NA,NA,"R. Reitz & R. Klein","4788","1957","9","5","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,NA,"US01891729","US01891729_01 US01891729_02",NA,"Myrtales",NA,"South America - Neotropics","1500",NA,NA,NA,NA,NA,"Dicotyledonae","37493","auto",NA,"1",NA,NA
"92","2020-09-12 05:00:02-03","US","US","2268927","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens alegrensis","D. Legrand in D. Legrand & R.M. Klein",NA,"R. Reitz & R. M. Klein","4780","1957","9","5","Brazil","Santa Catarina",NA,"Morro do Iqueririm, Campo Alegre.",NA,NA,NA,NA,NA,"US00117728","US00117728_01",NA,"Myrtales","Isotype","South America","1400","1400",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1","alegrensis",NA
"93","2020-09-12 05:00:02-03","US","US","2268927","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens alegrensis","D. Legrand in D. Legrand & R.M. Klein",NA,"R. Reitz & R. M. Klein","4780","1957","9","5","Brazil","Santa Catarina",NA,"Morro do Iqueririm, Campo Alegre.",NA,NA,NA,NA,NA,"US00117728","US00117728_01",NA,"Myrtales","Isotype","South America","1400","1400",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1","alegrensis",NA
"94","2019-12-09 17:30:23-03","UFPR","EFC","6510","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D. Legrand & Kausel","Ribeiro, C.L.","Tiepolo, G.; Svolenski, A.C.","454","1996","06","25","Brasil","Paraná","Rio Branco do Sul","Caverna de Caximba","-49.3142013549805","-25.1900005340576",NA,NA,"Árvore 6m. Capoeira/capoeirinha, 868m s.n..m.","EFC006510",NA,NA,NA,NA,NA,NA,NA,NA,"2015","04","22",NA,"37352","auto",NA,NA,NA,NA
"95","2019-12-09 17:30:23-03","UFPR","EFC","2679","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D. Legrand & Kausel","Sobral, M.","Tramujas, A.P.","189","1990","10","16","Brasil","Paraná","Campina Grande do Sul","Serra dos Órgãos","-49.0553016662598","-25.3055992126465",NA,NA,"Arvoreta 1 m, ocasional em campo de altitude a 1600 m s.n.m., em cume litólico.","EFC002679",NA,NA,NA,NA,NA,"1600","1600",NA,"2015","05","08",NA,"55154","auto",NA,NA,NA,NA
"96","2019-12-09 17:30:23-03","UFPR","EFC","13662","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D. Legrand & Kausel","Ribeiro, C.L.","Ribeiro, C.L.; et al.","96","2014","07","22","Brasil","Paraná","Campina Grande do Sul","Morro Cerro verde","-48.8361","-25.2582","-48.8361","-25.2582","Inflorecencias ferrugíneas e petalas alvas","EFC013662",NA,NA,NA,NA,NA,NA,NA,NA,"2016","06","06",NA,NA,NA,NA,NA,NA,NA
"97","2019-11-13 11:26:55-03","USP","SPF","13616","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Mattos, J","Hoehne, W","1958","1945","12","26","Brasil","São Paulo",NA,"Belem. S.P.R. São Paulo.",NA,NA,NA,NA,NA,"SPF00013616",NA,NA,NA,NA,NA,NA,NA,NA,"1963","10",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-13 11:26:55-03","USP","SPF","164712","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","rufescens","Myrceugenia rufescens","(DC.) D.Legrand & Kausel","Sobral, M","Mazine, FF","972","2003","11","02","Brasil","Paraná","Tunas do Paraná",NA,"-49.0858001708984","-24.9743995666504",NA,NA,NA,"SPF00164712",NA,NA,NA,NA,NA,NA,NA,NA,"2003","11",NA,NA,"41885","auto",NA,NA,NA,NA
