"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet","relatedCatalogItem","previousCatalogNumber","sex"
"96","2021-03-01 16:36:51-03","UNICAMP","UEC","25108","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Stubblebine, WH; et al.","11457",NA,"Brazil","São Paulo","Estação Experimental da Campininha",NA,"Flores alvas.","UEC103899","UEC103899","Lima, DF","1980","09","17","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"2016","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-01 16:36:48-03","UNICAMP","UEC","12223","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Leitão Filho, HF; Parentoni, R; Lopes, F","8429",NA,"Brazil","São Paulo","Estação Experimental do Instituto Florestal- Fazenda Campininha.",NA,"Arbusto até 1,5m; flores brancas.; Reserva de Cerrado.","UEC103893","UEC103893","Lima, DF","1978","09","27","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"2016","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-03-01 16:36:51-03","UNICAMP","UEC","25115","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Cytrynowicz, M","11428",NA,"Brazil","São Paulo","Fazenda Campininha",NA,"Com botões florais, arbusto.","UEC103907","UEC103907","Lima, DF","1980","09","04","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"2016","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-01 16:36:48-03","UNICAMP","UEC","12070","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Leitão Filho, HF; Semir, J; Monteiro, R; Ramos, MEM; Tamashiro, JY; Yamamoto, K; Shepherd","9133",NA,"Brazil","São Paulo","Fazenda Campininha",NA,"Cerrado, em aceiro.","UEC103900","UEC103900","Lima, DF","1977","10","20","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"2016","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-01 16:36:48-03","UNICAMP","UEC","12072","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Parentoni, R; Moraes, HC","5998",NA,"Brazil","São Paulo","Fazenda Campininha. Reserva do Instituto de Botânica.",NA,"Arbusto até 1,5m. Flores creme.; Cerrado","UEC103403","UEC103403","Lima, DF","1977","08","28","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"2016","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-01 16:36:51-03","UNICAMP","UEC","136821","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Mantovani, W","945",NA,"Brazil","São Paulo","Martinho Prado, Reserva Biológica da Fazenda Campininha.",NA,"Arbusto 0,5-1m alt., pétalas brancas.","UEC011718","UEC011718","Lima, DF","1980","09","15","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"2016","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-01 16:36:51-03","UNICAMP","UEC","37281","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Forero, E; Chiea, SAC; Muniz, C; Silva, J","8237",NA,"Brazil","São Paulo","Padua Sales, Fazenda Campininha.",NA,"Arbusto. Cáliz verde corola y estambres blancos.; Cerrado.","UEC108273","UEC108273","Lima, DF","1980","09","22","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"2016","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-01 16:36:51-03","UNICAMP","UEC","32705","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Martins, FR","14313",NA,"Brazil","São Paulo","Reserva Biológica de Mogi-Guaçu.",NA,"Arbusto 2,5m, frutos vinosos.; cerrado","UEC103911","UEC103911","Lima, DF","1982","10","09","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"2016","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-01 16:36:48-03","UNICAMP","UEC","131807","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Carmello-Guerreiro, SM; Lacchia, APS; Demarco, D; et al.","197",NA,"Brazil","São Paulo","Palmeira da Serra",NA,"Frutos imaturos vináceos; arbusto 2-3 metros de altura.; Cerrado.","UEC011843",NA,"Lima, DF","2003","09","04","Pratânia","-48.6599998474121","-22.7999992370605",NA,NA,NA,NA,NA,"2016","14688","auto",NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-01 16:36:48-03","UNICAMP","UEC","131805","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Carmello-Guerreiro, SM; Lacchia, APS; Demarco, D; Moreira-Coneglian, IR","198",NA,"Brazil","São Paulo","Palmeira da Serra",NA,"Frutos imaturos vináceos; arbusto.; Cerrado.","UEC011779","UEC011779","Lima, DF","2003","09","04","Pratânia","-48.6599998474121","-22.7999992370605",NA,NA,NA,NA,NA,"2016","14688","auto",NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-01 16:36:51-03","UNICAMP","UEC","189382","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Lima, DF; Morokawa, R","475",NA,"Brazil","Minas Gerais","Estrada para Paraíso Perdido.",NA,"Arbusto 1 m. Flores alvas.; Cerrado","UEC120049","UEC120049","Lima, DF","2014","09","04","Capitólio","-46.325556","-20.622222","885","885","-46.325556","-20.622222",NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-01 16:36:51-03","UNICAMP","UEC","189383","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Lima, DF; Morokawa, R","476",NA,"Brazil","Minas Gerais","Estrada para Paraíso Perdido.",NA,"Arbusto 1 m. Flores alvas.; Cerrado","UEC120046","UEC120046","Lima, DF","2014","09","04","Capitólio","-46.325556","-20.622222","885","885","-46.325556","-20.622222",NA,"2014",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"108","2021-03-01 16:36:51-03","UNICAMP","UEC","189300","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Lima, DF; Morokawa, R","457",NA,"Brazil","Minas Gerais","PARNA Serra da Canastra. Próximo a Guarita de Sacramento.",NA,"Árvore 2,5 m. Tronco com córtex rugoso; botões verdes; flores alvas.; Cerrado","UEC120096","UEC120096","Lima, DF","2014","09","01","Sacramento","-46.913333","-20.135278","1309","1309","-46.913333","-20.135278",NA,"2014",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"109","2021-03-01 16:36:51-03","UNICAMP","UEC","189361","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Lima, DF; Morokawa, R","464",NA,"Brazil","Minas Gerais","PARNA Serra da Canastra. Curral de Pedras.",NA,"Árvore 3 m. Folhas com face abaxial esbranquiçada; flores alvas.; Cerrado","UEC120068","UEC120068","Lima, DF","2014","09","02","São Roque de Minas","-46.476667","-20.218056","1466","1466","-46.476667","-20.218056",NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-01 16:36:51-03","UNICAMP","UEC","189384","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Lima, DF; Morokawa, R","477",NA,"Brazil","Minas Gerais","Estrada para Paraíso Perdido.",NA,"Arbusto 1 m. Frutos imaturos e maduros vermelhos.; Cerrado","UEC120047","UEC120047","Lima, DF","2014","09","04","Capitólio","-46.325556","-20.622222","885","885","-46.325556","-20.622222",NA,"2014",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"111","2021-03-01 16:36:51-03","UNICAMP","UEC","189385","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Lima, DF; Morokawa, R","478",NA,"Brazil","Minas Gerais","Estrada para Paraíso Perdido.",NA,"Arbusto 1 m. Botões verdes com corola branca.; Cerrado","UEC120044","UEC120044","Lima, DF","2014","09","04","Capitólio","-46.325556","-20.622222","885","885","-46.325556","-20.622222",NA,"2014",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"112","2019-11-06 09:56:42-03","UFOP","OUPR","19398","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Bünger, M.O.; Scalon, V.R. & Silva, J.L.","s.n.",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Morro do Cachorro.",NA,"Arbusto. Pétala branca, cálice creme. Campo rupestre quartzítico. nºMB04",NA,NA,NA,"2007","10","29","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-06 09:56:42-03","UFOP","OUPR","22801","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Damazio, L.B.","s.n.",NA,"Brasil","Minas Gerais","Itaculumi, Planalto do Itaculumi",NA,"Ex Herb. Escola de Minas n.1500",NA,NA,"Peron, M.",NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"1991","44599","auto","09","18",NA,NA,NA,NA,NA,NA
"114","2020-12-09 14:47:02-03","FURB","FURB","2219","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Hatschbach, G.; et al.","49838",NA,"Brasil","Minas Gerais","Serra da Moeda.",NA,"Habitat: campo rupestre e afloramento de arenito Habito: arbustiva e ramosa; flor alva","FURB02564","FURB02564","Sobral, M","1985","09","18","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,"1995","20553","auto",NA,NA,NA,NA,NA,NA,NA,NA
"115","2014-10-14 15:57:00-03","BS","M","M-0137008","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.","HOLOTYPE","Martius, C.F.P. von",NA,NA,"Brasil",NA,"Crescit in Brasiliae prov. Minar.",NA,NA,"M0137008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2014-10-14 15:57:00-03","BS","M","M-0137006","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.","NOTATYPE","Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,NA,NA,"M0137006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2014-10-14 15:57:00-03","BS","M","M-0137007","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.","NOTATYPE","Martius, C.F.P. von",NA,NA,"Brasil",NA,"Minas",NA,NA,"M0137007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-29 11:45:25-03","UTFPR","HCF","30018","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"F. Marinero","859",NA,"Brasil","MG",NA,NA,"árvore 6 m. Flores com cálice verde e corola alva. Vegetação secundária em estágio inicial.",NA,NA,"F. Marinero","2018","10","04","Mariana","-43.375","-20.254722","715","715","43°22'30 W","20°15'17 S",NA,"2019",NA,NA,"04","22",NA,NA,NA,NA,NA,NA
"119","2021-03-29 11:45:25-03","UTFPR","HCF","4359","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"H.C.L. Geraldino","444",NA,"Brasil","MG","Fazenda Rancharia, BR 265, Km 2",NA,"arbusto heliófito ca. 0,50 m de altura, com frutos imaturos verdes e os maduros de cor roxa.",NA,NA,"M.G. Caxambu","2006","07","30","Boa Esperança","-45.638467","-21.16625","887","887","45°38'18,48 W","21°09'58,50 S",NA,"2011",NA,NA,"11","28",NA,NA,NA,NA,NA,NA
"120","2019-12-04 12:52:31-03","UTFPR","HCF","4312","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"H.C.L. Geraldino","433",NA,"Brasil","MG","Fazenda Rancharia, BR 265, Km 2",NA,"arvoreta ca. 4m de altura, com folhas discolores, verdes na superfície adaxial, ferrugíneas na abaxial. Em pré-floração.",NA,NA,"D.F. Lima","2006","07","30","Boa Esperança","-45.638467","-21.16625","887","887","45°38'18,48 W","21°09'58,50 S",NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-29 11:45:25-03","UTFPR","HCF","4255","S","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"A.R. Silva","27",NA,"Brasil","MG","Fazenda Caxambu (Estrada Boa Esperança-",NA,"arbusto ramificado, heliófito, ca. 0,80 m de altura, de folhas crassas. Com frutos imaturos verdes e maduros róseos.",NA,NA,"M.G. Caxambu","2006","07","29","Boa Esperança","-45.5657997131348","-21.0900001525879",NA,NA,NA,NA,NA,"2011","37175","auto","11","28",NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:37:29-03","MBM","MBM","407287","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Lima, D.F.; Sobral, M.; Sobral, M.","367","Southern America","Brazil","Minas Gerais","Serra de Ouro Branco",NA,"Árvore 3 m. Casca rugosa, flores brancas e frutos imaturos verdes.; Cerrado.","MBM407287","MBM407287","Lima, D.F.","2013","10","23","Ouro Branco","-44.646389","-20.503889","1318","1318","-44.646389","-20.503889",NA,"2014",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:37:29-03","MBM","MBM","418600","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Marinero, F.; Nardin, E.C.; Nardin, E.C.","858","Southern America","Brazil","Minas Gerais",NA,NA,"Árvore 6 m; frutos verde-amarelados.; Vegetação Secundária Estágio Inicial","MBM418600",NA,"Marinero, F.","2018","10","04","Mariana","-43.375","-20.254722","713","713","-43.375","-20.254722",NA,"2019",NA,NA,"04","22",NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:37:29-03","MBM","MBM","418601","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Marinero, F.; Nardin, E.C.; Nardin, E.C.","859","Southern America","Brazil","Minas Gerais",NA,NA,"Árvore 6 m; flores com cálice verde e corola alva.; Vegetação Secundária Estágio Inicial","MBM418601",NA,"Marinero, F.","2018","10","04","Mariana","-43.375","-20.254722","715","715","-43.375","-20.254722",NA,"2019",NA,NA,"04","22",NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:37:29-03","MBM","MBM","122609","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Sobral, M.; et al.; et al.","5652","Southern America","Brazil","Minas Gerais","Reserva Biológica Tripuí",NA,NA,"MBM122609","MBM122609","Sobral, M.","1987","09",NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:37:29-03","MBM","MBM","227913","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","DC.",NA,"Lombardi, J.A.","2271","Southern America","Brazil","Minas Gerais","Parque Estadual do Itacolomi",NA,NA,"MBM227913","MBM227913","Sobral, M.","1998","05","13","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:37:29-03","MBM","MBM","187990","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Braga, M.M.N.; et al.; et al.","13691","Southern America","Brazil","Minas Gerais","Serra de Ouro Branco",NA,NA,"MBM187990","MBM187990",NA,"1988","07","29","Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:37:29-03","MBM","MBM","326821","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Geraldino, H.C.L.","433","Southern America","Brazil","Minas Gerais","Fazenda Rancharia, Rod. BR 265, Km 2",NA,"Arvoreta, 4m, folhas discolores, verdes na superfícia adaxial, ferrugíneas na abaxial; com botões florais","MBM326821","MBM326821","Sobral, M.","2006","07","30","Boa Esperança","-45.5657997131348","-21.0900001525879","887","887",NA,NA,NA,"2009","37175","auto",NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:37:29-03","MBM","MBM","102631","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Hatschbach, G.; Kummrow, R.; Kummrow, R.","49838","Southern America","Brazil","Minas Gerais","Serra da Moeda",NA,NA,"MBM102631","MBM102631","Sobral, M.","1985","09","18","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:37:29-03","MBM","MBM","193633","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Peron, M.","476","Southern America","Brazil","Minas Gerais","Estação Ecológica do Tripuí",NA,NA,"MBM193633","MBM193633","Peron, M.","1987","11","17","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2016-01-22 15:50:09-02","MNHN","RECOLNAT_MNHN_P","P00550512","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","(G.Mey.) DC.",NA,"Glaziou, A.",NA,NA,"Brésil",NA,"Rodrigo Silva (Capao), Minas","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00550512' target='other'> <mi>dwc_moreinfo</mi></a>","P00550512","P00550512_01","Lima","1892","5","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19734 a",NA,NA,NA,NA,NA
"132","2015-09-04 20:43:08-03","MNHN","RECOLNAT_MNHN_P","P00552630","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Claussen",NA,NA,"Brésil",NA,"Ouro Branco, Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552630' target='other'> <mi>dwc_moreinfo</mi></a>","P00552630","P00552630_01","Lughadha","1838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"735",NA,NA,NA,NA,NA
"133","2017-11-08 10:40:07-02","MNHN","RECOLNAT_MNHN_P","P00161042","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Martius",NA,NA,"Brésil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161042' target='other'> <mi>dwc_moreinfo</mi></a>","P00161042","P00161042_01","Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1232",NA,NA,NA,NA,NA
"134","2015-09-04 20:43:08-03","MNHN","RECOLNAT_MNHN_P","P00161064","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Claussen",NA,NA,"Brésil",NA,"Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161064' target='other'> <mi>dwc_moreinfo</mi></a>","P00161064","P00161064_01",NA,"1840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1313",NA,NA,NA,NA,NA
"135","2001-07-16 16:10:23-03","MNHN","RECOLNAT_MNHN_P","P00161065","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Claussen",NA,NA,"Brésil",NA,"Minas Geraes","hb","donné en 1864 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161065' target='other'> <mi>dwc_moreinfo</mi></a>","P00161065","P00161065_01",NA,"1840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1313",NA,NA,NA,NA,NA
"136","2015-10-04 15:07:17-03","MNHN","RECOLNAT_MNHN_P","P00161066","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Claussen",NA,NA,"Brésil",NA,"Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161066' target='other'> <mi>dwc_moreinfo</mi></a>","P00161066","P00161066_01",NA,"1840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1313",NA,NA,NA,NA,NA
"137","2015-09-04 20:43:08-03","MNHN","RECOLNAT_MNHN_P","P00552627","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Claussen",NA,NA,"Brésil",NA,"Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552627' target='other'> <mi>dwc_moreinfo</mi></a>","P00552627","P00552627_01","Lughadha","1841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1695",NA,NA,NA,NA,NA
"138","2015-09-04 20:43:08-03","MNHN","RECOLNAT_MNHN_P","P00552628","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Claussen",NA,NA,"Brésil",NA,"Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552628' target='other'> <mi>dwc_moreinfo</mi></a>","P00552628","P00552628_01","Lughadha","1841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1695",NA,NA,NA,NA,NA
"139","2015-09-04 20:43:08-03","MNHN","RECOLNAT_MNHN_P","P00552629","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Glaziou, A.",NA,NA,"Brésil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552629' target='other'> <mi>dwc_moreinfo</mi></a>","P00552629","P00552629_01","Lughadha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2018-05-16 10:21:19-03","MNHN","RECOLNAT_MNHN_P","P00552631","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Claussen",NA,NA,"Brésil",NA,"Ouro Branco, Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552631' target='other'> <mi>dwc_moreinfo</mi></a>","P00552631","P00552631_01","Lughadha","1838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"735",NA,NA,NA,NA,NA
"141","2001-07-16 16:10:23-03","MNHN","RECOLNAT_MNHN_P","P00552632","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Claussen",NA,NA,"Brésil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552632' target='other'> <mi>dwc_moreinfo</mi></a>","P00552632","P00552632_01","Lughadha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2015-09-04 20:43:08-03","MNHN","RECOLNAT_MNHN_P","P00552633","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Glaziou, A.",NA,NA,"Brésil",NA,"Congonha do Campo (Minas)","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552633' target='other'> <mi>dwc_moreinfo</mi></a>","P00552633","P00552633_01",NA,"1884","6","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14538",NA,NA,NA,NA,NA
"143","2015-09-04 20:43:08-03","MNHN","RECOLNAT_MNHN_P","P00552634","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(O.Berg) Kiaersk.",NA,"Glaziou, A.",NA,NA,"Brésil",NA,"Congonha do Campo (Minas)","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552634' target='other'> <mi>dwc_moreinfo</mi></a>","P00552634","P00552634_01",NA,"1884","6","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14538",NA,NA,NA,NA,NA
