"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet","relatedCatalogItem","previousCatalogNumber","sex"
"49","2019-11-21 14:40:26-03","UFJF","CESJ","52219","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(Berg) Kiaersk.",NA,"J.H.C. Ribeiro; F.S. Souza; D. Monteiro; J.A. Oliveira; A.C. Mezzonato","31","América do Sul","Brasil","Minas Gerais","Serra Negra, RPPN Serra Negra. Cachoeira da Borboleta Azul.",NA,"Arbusto no interior de mata. Folhas discolores com tricomas castanhos na face abaxial. Botões florais verdes.","CESJ052219",NA,"M. Sobral","2008","10","25","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,"2010","30417","auto","07",NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:40:26-03","UFJF","CESJ","10622","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(Berg) Kiaersk.",NA,"L. Krieger","CESJ10622","América do Sul","Brasil","Minas Gerais",NA,NA,"Arbusto, flores esbranquiçadas, folhas coriáceas. Sobre minério.","CESJ010622",NA,"M. Sobral","1971","06","10","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,"1998","20553","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-06-30 18:32:37-03","UFJF","CESJ","26193","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(Berg) Kiaersk.",NA,"R.C. Oliveira; et al.","91","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca",NA,"Beira do caminho para o Camping. Flores brancas, com forte odor de ácido fênico, muito visitada por abelhas. ca. 2,5 m alt. Folhas mais jovens muito pilosas na face abaxial adando coloração ferriginosa.","CESJ026193",NA,"M. Sobral","1992","12","05","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,"1998","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-21 14:40:26-03","UFJF","CESJ","52346","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","subverticillaris","Myrcia subverticillaris","(Berg) Kiaersk.",NA,"D. Monteiro; J.A. Oliveira; F.S. Souza; A.C. Mezzonato; J.H.C. Ribeiro","376","América do Sul","Brasil","Minas Gerais","Serra Negra, RPPN Fazenda Serra Negra.",NA,"Arbusto heliófilo ca. 1m altura em campo rupestre sobre solo quartzitico. Lâmina discolor nitida na face adaxial. Ramos jovens com tricomas ligeiramente ferrugíneos. Flores e botões verde-claros.","CESJ052346",NA,"M. Sobral","2008","10","25","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,"2010","30417","auto","07",NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:36:48-03","UNICAMP","UEC","12244","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Shepherd, GJ; Semir, J; Andrade, JB; Leite, V","5809",NA,"Brazil","Minas Gerais","Perto do Caparaó. Beira de Mata e Campo aberto com pedras.",NA,"Arbusto, 3m, só botões vinho.","UEC104920",NA,"Lima, DF","1977","09","06","Pico da Bandeira",NA,NA,"1800","2000",NA,NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-02-10 17:56:04-03","UNICAMP","UEC","149873","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Kinoshita, LS; Galvão, JC; Borges, A; Silveira, GAR; Caddah, MK; Silveira, AFP","08-195",NA,"Brazil","Minas Gerais","Vellozial, Campo Rupestre",NA,"Frutos maduros pretos, imaturos roxos","UEC106872",NA,"Lima, DF","2008","11","05","Capitólio","-46","-20","1206","1206","-46","-20",NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-02-10 17:56:04-03","UNICAMP","UEC","149446","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Kinoshita, LS; Martins, AB; Galvão, JC; Aranha, JLM; Silveira, MF; Caseli, CC; Segala, F","08/378",NA,"Brazil","Minas Gerais","Estrada para as pedreiras",NA,"Subarbusto, 50 cm, frutos imaturos vermelhos","UEC111193","UEC111193","Lima, DF","2008","11","05","Capitólio","-46.289167","-20.593333","1090","1090","-46.289167","-20.593333",NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-02-10 17:56:04-03","UNICAMP","UEC","149487","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Kinoshita, LS; Martins, AB; Galvão, JC; Aranha, JLM; Silveira, MF; Caseli, CC; Segala, F","08/374",NA,"Brazil","Minas Gerais","Estrada para as pedreiras",NA,"Erva ereta, 40 cm, frutos madurs roxos e imatros vermelhos","UEC111200","UEC111200","Lima, DF","2008","11","05","Capitólio","-46.289167","-20.593333","1090","1090","-46.289167","-20.593333",NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-02-10 17:56:04-03","UNICAMP","UEC","149890","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Kinoshita, LS; Martins, AB; Galvão, JC; Fanton, JCM; Shimizu, GH; Morokawa, R","08-56",NA,"Brazil","Minas Gerais","Pousada do Rio Turvo., Trilha para Cachoeira do Fecho.",NA,"Arbusto, 0,6 m. Frutos róseos.","UEC103906","UEC103906","Lima, DF","2008","11","04","Capitólio","-46.293333","-20.636389",NA,NA,"-46.293333","-20.636389",NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-05-29 15:50:03-03","UNICAMP","UEC","151988","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Costa, IR; Verola, CF","688",NA,"Brazil",NA,NA,NA,NA,"UEC033059",NA,"Lima, DF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:36:51-03","UNICAMP","UEC","179525","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Geraldino, HCL","433",NA,"Brazil","Minas Gerais","Fazenda Rancharia, BR 265, km 2",NA,"Arvoreta ca. 4m de altura, com folhas discolores, verdes na superfície adaxial, ferrúgeas na abaxial. Em pré-floração; Solo argilossolo.","UEC099104","UEC099104","Lima, DF","2006","07","30","Boa Esperança","-45.638467","-21.16625","887","887","-45.638467","-21.16625",NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:36:51-03","UNICAMP","UEC","189371","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Lima, DF; Trad, RJ","514",NA,"Brazil","Minas Gerais","Serra de Ouro Branco, beira da estrada principal.",NA,"Árvore 2.5 m. Frutos imaturos verdes.; Cerrado","UEC120058","UEC120058","Lima, DF","2014","11","11","Ouro branco","-43.638056","-20.505833","1318","1318","-43.638056","-20.505833",NA,"2014",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:36:51-03","UNICAMP","UEC","189317","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Lima, DF; Sobral, M","367",NA,"Brazil","Minas Gerais","Serra de Ouro Branco.",NA,"Árvore 3 m. Casca rugosa, flores brancas e frutos imaturos verdes.; Cerrado.","UEC120141","UEC120141","Lima, DF","2013","10","23","Ouro branco","-44.646389","-20.503889","1318","1318","-44.646389","-20.503889",NA,"2014",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:36:51-03","UNICAMP","UEC","25468","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Semir, J; Cruz, ND; Felippe, GM","11527",NA,"Brazil","São Paulo","Distrito de Santa Eudoxia. Cerradão próximo a Fazenda Figueira Branca.",NA,"Arvoreta com até 3,50m de alt. Caules decorticantes. Flores brancas. Frutos esverdeados.","UEC108272","UEC108272","Lima, DF","1980","09","30","São Carlos","-22.033333","-47.883333",NA,NA,"-22.033333","-47.883333",NA,"2016",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:36:51-03","UNICAMP","UEC","42730","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"DAC; et al.","s.n.",NA,"Brazil","Minas Gerais",NA,NA,"Arbusto.; Cerrado.","UEC105253","UEC105253","Lima, DF","1983","08","11","Alpinópolis","-46.3880996704102","-20.8635997772217",NA,NA,NA,NA,NA,"2016","22010","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:36:51-03","UNICAMP","UEC","42790","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Davide, LO; et al.","s.n.",NA,"Brazil","Minas Gerais",NA,NA,"Arbusto 1,00m.; Cerrado","UEC105254","UEC105254","Lima, DF","1982","07","27","Alpinópolis","-46.3880996704102","-20.8635997772217",NA,NA,NA,NA,NA,"2016","22010","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:36:48-03","UNICAMP","UEC","12121","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Leitão Filho, HF; Martins, FR","6953",NA,"Brazil","Minas Gerais","Próximo à barragem de Furnas",NA,"Arbusto até 1,5 m; flores branco creme.; Campo rupestre","UEC065077","UEC065077","Lima, DF","1977","09","18","Alpinópolis","-46.3880996704102","-20.8635997772217",NA,NA,NA,NA,NA,"2016","22010","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:36:48-03","UNICAMP","UEC","12137","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Leitão Filho, HF; Martins, FR","5953",NA,"Brazil","Minas Gerais","Próximo à barragem de Furnas",NA,"Arbusto até 1,5; flores branco creme.; Campo rupestre","UEC065078","UEC065078","Lima, DF","1977","09","18","Alpinópolis","-46.3880996704102","-20.8635997772217",NA,NA,NA,NA,NA,"2016","22010","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-02-10 17:56:04-03","UNICAMP","UEC","148998","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Kinoshita, LS; Galvão, JC; Borges, A; Silveira, GAR; Caddah, MK; Silveira, AFP","08-246",NA,"Brazil","Minas Gerais","Solo arenoso, Cerrado",NA,"Com frutos maduros e imaturos","UEC011782","UEC011782","Lima, DF","2008","11","05","Capitólio","-46.0499992370605","-20.6152992248535",NA,NA,NA,NA,NA,"2016","29474","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-02-10 17:56:04-03","UNICAMP","UEC","148999","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Kinoshita, LS; Galvão, JC; Borges, A; Silveira, GAR; Caddah, MK; Silveira, AFP","08-229",NA,"Brazil","Minas Gerais","Solo arenoso, Cerrado",NA,"Arbusto ca. 1,5m, frutos maduros pretos e imaturos roxos","UEC011781","UEC011781","Lima, DF","2008","11","05","Capitólio","-46.0499992370605","-20.6152992248535",NA,NA,NA,NA,NA,"2016","29474","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:36:51-03","UNICAMP","UEC","34479","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Leitão Filho, HF; Semir, J; Tozzi, AMGA; et al.","15442",NA,"Brazil","Minas Gerais","Cachoeira da Fumaça e Serra de Carrancas",NA,"Arvoreta 2m; Em remanescente de mata","UEC011729","UEC011729","Lima, DF","1983","12","09","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,NA,"2016","21143","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:36:48-03","UNICAMP","UEC","102355","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Kinoshita, LS; Hayashi, AH; Elias, SI","98596",NA,"Brazil","Minas Gerais","Pedreira do Guilherme, afloramento no caminho para Serra de Bicas.",NA,"Arbusto, 1,5m, flores brancas.","UEC106406",NA,"Lima, DF","1998","10","08","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,NA,"2016","21143","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:36:48-03","UNICAMP","UEC","136090","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Simões, AO; Singer, RB; Matsumoto, K; Belinello, R","496",NA,"Brazil","Minas Gerais","Serra de Bicas",NA,"Árvore, 3-4m, flores brancas.; Mata a cerca de 1200m de altitude.","UEC106405",NA,"Lima, DF","1998","11","12","Carrancas","-44.6425018310547","-21.4874992370605","1200","1200",NA,NA,NA,"2016","21143","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:36:48-03","UNICAMP","UEC","136082","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Simões, AO; Singer, RB; Matsumoto, K; Belinello, R","395",NA,"Brazil","Minas Gerais","Serra de Carancas, afloramento na propriedade do Sr. João Galdêncio.",NA,"Arbusto, cerca de 2m, flores brancas.; Mata em beira de estrada.","UEC106404",NA,"Lima, DF","1998","11","10","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,NA,"2016","21143","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:36:51-03","UNICAMP","UEC","136096","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Simões, AO; Singer, RB; Matsumoto, K; Belinello, R","545",NA,"Brazil","Minas Gerais","Subida da Serra do Moleque.",NA,"Arbusto, 2m, flores brancas.; Em beira de Mata.","UEC106409",NA,"Lima, DF","1998","11","13","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,NA,"2016","21143","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:36:51-03","UNICAMP","UEC","45335","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"DAC; et al.","s.n.",NA,"Brazil","Minas Gerais",NA,NA,"Arbusto.; Cerrado.","UEC105256","UEC105256","Lima, DF","1983","08","11","Pimenta","-45.798900604248","-20.4839000701904",NA,NA,NA,NA,NA,"2016","21095","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:36:51-03","UNICAMP","UEC","180708","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Scatigna, AV; Silva, JS; Costa, MFB; Silva, ED; Galvão, JC; Tozzi, AMGA","10",NA,"Brazil","Minas Gerais","Serra da Canastra, estrada para Cachoeira do Quilombo.",NA,"Arbusto ca. 1,5m. Frutos vermelhos.; Campo cerrado.","UEC021133","UEC021133","Lima, DF","2011","11","13","São João Batista do Glória","-46.5055999755859","-20.6413993835449",NA,NA,NA,NA,NA,"2016","29048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:36:51-03","UNICAMP","UEC","56634","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Tozzi, AMGA; Tozzi, CL","23077",NA,"Brazil","Minas Gerais","Serra do Chapadão",NA,"Em Mata Ciliar próxima à Campo Rupestre.","UEC065075","UEC065075","Lima, DF","1990","01","08","São Sebastião do Paraíso","-46.9914016723633","-20.9169006347656","1167","1167",NA,NA,NA,"2016","24792","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:36:51-03","UNICAMP","UEC","38459","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Santos Filho, D; Sart, SJ","16600",NA,"Brazil","São Paulo",NA,NA,"Arbusto até 3m, flores brancas.; Cerrado.","UEC103404","UEC103404","Lima, DF","1984","09","19","Altinópolis","-47.3699989318848","-21.0200004577637",NA,NA,NA,NA,NA,"2016","30403","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:36:48-03","UNICAMP","UEC","12120","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Leitão Filho, HF; Martins, FR","5938",NA,"Brazil","São Paulo","Reserva Estadual de São Simão.",NA,"Arbusto até 2,5m; flores brancas; frutos leves vinosos.; Cerrado","UEC103897","UEC103897","Lima, DF","1977","09","17","Altinópolis","-47.3699989318848","-21.0200004577637",NA,NA,NA,NA,NA,"2016","30403","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:36:48-03","UNICAMP","UEC","112589","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Pinheiro, MHO","541",NA,"Brazil","São Paulo","Jardim Botânico de Bauru",NA,"Arvoreta de 4,0m de altura; frutos imaturos.; Cerradão.","UEC103902","UEC103902","Lima, DF","1997","10","21","Bauru","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,NA,"2016","29186","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:36:48-03","UNICAMP","UEC","112588","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Pinheiro, MHO","531",NA,"Brazil","São Paulo","Jardim Botânico Municipal de Bauru.",NA,"Arbusto de 1,5m de alt., frutos imaturos; Cerradão","UEC103898","UEC103898","Lima, DF","1997","10","21","Bauru","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,NA,"2016","29186","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-02-10 17:56:03-03","UNICAMP","UEC","12291","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Leitão Filho, HF; et al.","8418",NA,"Brazil","São Paulo","Fazenda Santa Elisa.",NA,NA,"UEC103904","UEC103904","Lima, DF","1978","09","21","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"2016","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-02-10 17:56:03-03","UNICAMP","UEC","12269","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Russo, MT","8433",NA,"Brazil","São Paulo","Fazenda Santa Genebra.",NA,NA,"UEC103903","UEC103903","Lima, DF","1978","09","21","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"2016","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:36:51-03","UNICAMP","UEC","81388","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Kinoshita, LS; Muller, C","94223",NA,"Brazil","São Paulo",NA,NA,"Árvore 3m, fruto imaturo, maduro vermelho.","UEC020448","UEC020448","Lima, DF","1994","11","07","Casa Branca","-47.0800018310547","-21.7700004577637",NA,NA,NA,NA,NA,"2016","27086","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:36:51-03","UNICAMP","UEC","36650","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Cesar, O","s.n.",NA,"Brazil","São Paulo",NA,NA,"Altura 4m. DAP = 15; Cerrado do Corumbataí.","UEC103892","UEC103892","Lima, DF",NA,NA,NA,"Corumbataí","-47.6199989318848","-22.2199993133545",NA,NA,NA,NA,NA,"2016","14989","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-01 16:36:51-03","UNICAMP","UEC","68011","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Tamashiro, JY; Galvão, JC","T426",NA,"Brazil","São Paulo","Cerrado da FEPASA",NA,"Árvore com ca. de 3 m; frutos imaturo verde e avermelhados.","UEC065073","UEC065073","Lima, DF","1994","02","05","Itirapina","-47.8199996948242","-22.25",NA,NA,NA,NA,NA,"2016","22843","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:36:48-03","UNICAMP","UEC","126737","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Martins, ERF","35791",NA,"Brazil","São Paulo","Estação Experimental. Instituto Florestal",NA,"Arbusto, 1,80m, botões florais; Cerrado.","UEC103908","UEC103908","Lima, DF","1997","08","23","Itirapina","-47.8199996948242","-22.25",NA,NA,NA,NA,NA,"2016","22843","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-02-10 17:56:03-03","UNICAMP","UEC","126986","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Costa, IR","424",NA,"Brazil","São Paulo","Presídio, área de cerrado pertencente ao presídio municipal",NA,"arbusto, 2m","UEC033134","UEC033134","Lima, DF","2002","08","17","Itirapina","-47.8199996948242","-22.25",NA,NA,NA,NA,NA,"2016","22843","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-01 16:36:51-03","UNICAMP","UEC","174489","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Silva, EFLP","s.n.",NA,"Brazil","São Paulo","Est. Exp. de Luiz Antônio.&nf;Borda do fragmento florestal 800 alqueires",NA,"Nome vulgar: Brasa-viva; Cerradão (Borda de fragmento)","UEC026221","UEC026221","Lima, DF","2001","09","04","Luís Antônio","-47.7000007629395","-21.5499992370605",NA,NA,NA,NA,NA,"2016","26872","auto",NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-01 16:36:51-03","UNICAMP","UEC","145575","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Silva, EFLP","s.n.",NA,"Brazil","São Paulo","Est. Exp. de Luiz Antônio.&nf;Borda do fragmento florestal 800 alqueires",NA,"Nome vulgar: Brasa-viva; Cerradão (Borda de fragmento)","UEC026223","UEC026223","Lima, DF","2001","09","04","Luís Antônio","-47.7000007629395","-21.5499992370605",NA,NA,NA,NA,NA,"2016","26872","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-01 16:36:51-03","UNICAMP","UEC","145570","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Silva, EFLP","s.n.",NA,"Brazil","São Paulo","Est. Exp. de Luiz Antônio.&nf;Borda do fragmento florestal 800 alqueires",NA,"Nome vulgar: Brasa-viva; Cerradão (Borda de fragmento)","UEC026227","UEC026227","Lima, DF","2001","09","04","Luís Antônio","-47.7000007629395","-21.5499992370605",NA,NA,NA,NA,NA,"2016","26872","auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-01 16:36:51-03","UNICAMP","UEC","145569","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Silva, EFLP","s.n.",NA,"Brazil","São Paulo","Est. Exp. de Luiz Antônio.&nf;Borda do fragmento florestal 800 alqueires",NA,"Nome vulgar: Brasa-viva; Cerradão (Borda de fragmento)","UEC080032","UEC080032","Lima, DF","2001","09","04","Luís Antônio","-47.7000007629395","-21.5499992370605",NA,NA,NA,NA,NA,"2016","26872","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-02-10 17:56:03-03","UNICAMP","UEC","128040","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Costa, IR; Verola, CF; Gonçalves, APS","465",NA,"Brazil","São Paulo","Estação Ecológica e Experimental de Mogi Guaçu, Fazenda Campininha",NA,"arbusto, 2m, frutos maduros pretos","UEC020252","UEC020252","Lima, DF","2002","11","16","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"2016","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-02-10 17:56:03-03","UNICAMP","UEC","128038","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Costa, IR; Verola, CF; Gonçalves, APS","467",NA,"Brazil","São Paulo","Estação Ecológica e Experimental de Mogi Guaçu, Fazenda Campininha",NA,"arbusto, 2m, frutos pretos","UEC020249","UEC020249","Lima, DF","2002","11","16","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"2016","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-02-10 17:56:03-03","UNICAMP","UEC","128036","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Costa, IR; Rio, MCS; Alves, GM","461",NA,"Brazil","São Paulo","Estação Ecológica e Experimental de Mogi Guaçu, Fazenda Campininha",NA,"arbusto, flores brancas","UEC020257","UEC020257","Lima, DF","2002","10","25","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"2016","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-01 16:36:51-03","UNICAMP","UEC","25457","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","subalpestris","Myrcia subalpestris","A.DC.",NA,"Stubblebine, WH; et al.","11457",NA,"Brazil","São Paulo","Estação Experimental da Campininha",NA,"Flores alvas.","UEC104933",NA,"Lima, DF","1980","09","17","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"2016","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
