"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"359","2019-11-13 11:21:20-03","USP","SPF","13768","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Hoehne, FC","Hoehne, FC","s.n.","1951","08","26",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00013768",NA,"-47.4000015258789","-22.5599994659424","Limeira","20999","auto",NA,NA,"1951",NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2019-10-07 09:12:43-03","UEFS","HUEFS","175945","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","M.Ribeiro","Monteiro, M.T.","23678","1972","05","22",NA,"Brasil","Bahia","Fazenda Candeias.",NA,NA,"HUEFS0175945","HUEFS0175945","-39.2207984924316","-17.341100692749","Prado","53161","auto",NA,NA,"2014","10",NA,NA,NA,"Asteranae",NA,NA,NA,NA
"361","2019-10-07 09:12:43-03","UEFS","HUEFS","123898","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","M.Ribeiro","Rando, J.G.","227","2006","04","09",NA,"Brasil","Espírito Santo","Reserva da Companhia Vale do Rio Doce. Estrada Cinco Folhas.",NA,"Borda de mata de Tabuleiro degradada.","HUEFS0123898","HUEFS0123898","-40.0722007751465","-19.3910999298096","Linhares","48094","auto","68","68","2014","10",NA,NA,NA,"Asteranae",NA,NA,NA,NA
"362","2019-10-07 09:12:43-03","UEFS","HUEFS","121295","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","M.Ribeiro","Neves, M.L.C.","111","2005","03","28",NA,"Brasil","Bahia","Bosque de Amargosa.",NA,"Mata.","HUEFS0121295","HUEFS0121295","-39.466667","-12.866667","Amargosa",NA,NA,NA,NA,"2014","10",NA,"39W28'","12S52'","Asteranae",NA,NA,NA,NA
"363","2019-10-07 09:12:43-03","UEFS","HUEFS","202532","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Popovkin, A.V.","1606",NA,NA,NA,NA,"Brasil","Bahia","Algodão.",NA,NA,"HUEFS0202532","HUEFS0202532","-37.966667","-12.166667","Entre Rios",NA,NA,"120","120",NA,NA,NA,"37W58'0''","12S10'","Asteranae",NA,NA,NA,NA
"364","2019-10-07 09:12:43-03","UEFS","HUEFS","202562","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Popovkin, A.V.","1636",NA,NA,NA,NA,"Brasil","Bahia","Algodão.",NA,NA,"HUEFS0202562","HUEFS0202562","-37.966667","-12.166667","Entre Rios",NA,NA,"95","95",NA,NA,NA,"37W58'0''","12S10'","Asteranae",NA,NA,NA,NA
"365","2019-10-07 09:12:43-03","UEFS","HUEFS","217972","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Popovkin, A.V.","1889",NA,NA,NA,NA,"Brasil","Bahia","Algodão.",NA,NA,"HUEFS0217972","HUEFS0217972","-37.966667","-12.166667","Entre Rios",NA,NA,"120","120",NA,NA,NA,"37W58'0''","12S10'0''","Asteranae",NA,NA,NA,NA
"366","2019-10-07 09:12:43-03","UEFS","HUEFS","23408","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Mattos-Silva, L.A.","3096","1995","04","04",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0023408","HUEFS0023408","-39.166667","-14.8","Ilhéus",NA,NA,"40","40",NA,NA,NA,"39W10'","14S48'","Asteranae",NA,NA,NA,NA
"367","2019-10-07 09:12:43-03","UEFS","HUEFS","3669","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Carvalho, A.M.de","1672","1984","03","09",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0003669","HUEFS0003669","-39.016667","-14.416667","Uruçuca",NA,NA,NA,NA,NA,NA,NA,"39W1'","14S25'","Asteranae",NA,NA,NA,NA
"368","2019-10-07 09:12:43-03","UEFS","HUEFS","3741","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Carvalho, A.M.de","1672","1983","03","09",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0003741","HUEFS0003741","-39.016667","-14.416667","Uruçuca",NA,NA,NA,NA,NA,NA,NA,"39W1'","14S25'","Asteranae",NA,NA,NA,NA
"369","2019-10-07 09:12:43-03","UEFS","HUEFS","44411","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Pirani, J.R.","2983","1994","02","14",NA,"Brasil","Bahia","'Rodovia Itabuna-Itapetinga, a 41 km W da BR-101, e 5 km W do portão da Cidade de Ibicaraí.",NA,"Mata higrófila sul-baiana, perturbada.","HUEFS0044411","HUEFS0044411","-39.5875015258789","-14.8649997711182","Ibicaraí","12897","auto",NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA
"370","2019-09-04 18:41:17-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","brasiliensis","Cariniana brasiliensis",NA,NA,"G. Casaretto","584",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Isotype",NA,NA
"371","2019-03-15 16:32:04-03","F","FMNH-SEEDPLANTS","V0172443F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,NA,"94987",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0172443F","V0172443F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"372","2019-03-15 12:56:24-03","F","FMNH-SEEDPLANTS","V0172444F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"G. Martinelli","272120","1982","9","9","South America","Brazil",NA,NA,NA,NA,"V0172444F","V0172444F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"373","2019-03-15 12:57:40-03","F","FMNH-SEEDPLANTS","V0172445F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"R. P. Belém","3395","1967","9","3","South America","Brazil",NA,NA,NA,NA,"V0172445F","V0172445F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"374","2019-03-15 16:32:59-03","F","FMNH-SEEDPLANTS","V0172446F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"A. S. Moreira","251964","1982","2","2","South America","Brazil",NA,NA,NA,NA,"V0172446F","V0172446F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"375","2019-03-15 13:03:17-03","F","FMNH-SEEDPLANTS","V0172447F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"J. R. Pirani","2983","1994","2","14","South America","Brazil",NA,NA,NA,NA,"V0172447F","V0172447F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"376","2019-03-15 13:04:55-03","F","FMNH-SEEDPLANTS","V0172448F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"Mello Barreto","1562","1935","7","12","South America","Brazil",NA,NA,NA,NA,"V0172448F","V0172448F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"377","2019-03-15 13:07:16-03","F","FMNH-SEEDPLANTS","V0172449F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"Mello Barreto","1562","1935","7","12","South America","Brazil",NA,NA,NA,NA,"V0172449F","V0172449F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"378","2019-03-15 16:34:39-03","F","FMNH-SEEDPLANTS","V0172450F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"Y. Mexía","4989","1930","8","20","South America","Brazil",NA,NA,NA,NA,"V0172450F","V0172450F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"379","2019-03-15 13:19:30-03","F","FMNH-SEEDPLANTS","V0172451F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"A. Glaziou","7645","1875","1","27","South America","Brazil",NA,NA,NA,NA,"V0172451F","V0172451F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"380","2019-03-15 13:23:56-03","F","FMNH-SEEDPLANTS","V0172452F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"H. C. de Lima","4379",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0172452F","V0172452F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"381","2019-03-15 16:35:27-03","F","FMNH-SEEDPLANTS","V0172453F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"A. Glaziou","7643","1870",NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0172453F","V0172453F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"382","2019-03-15 13:28:48-03","F","FMNH-SEEDPLANTS","V0172454F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"H. N. Whitford","79","1918","7","5","South America","Brazil",NA,NA,NA,NA,"V0172454F","V0172454F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"383","2019-03-15 13:38:01-03","F","FMNH-SEEDPLANTS","V0172455F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"C. Angeli","274","1962","11","1","South America","Brazil",NA,NA,NA,NA,"V0172455F","V0172455F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"384","2019-03-15 13:37:19-03","F","FMNH-SEEDPLANTS","V0172456F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"C. Angeli","311","1962","8","20","South America","Brazil",NA,NA,NA,NA,"V0172456F","V0172456F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"385","2019-03-15 13:36:46-03","F","FMNH-SEEDPLANTS","V0172457F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"E. P. Heringer","2524","1946","6","11","South America","Brazil",NA,NA,NA,NA,"V0172457F","V0172457F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"386","2019-03-15 16:36:45-03","F","FMNH-SEEDPLANTS","V0172458F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0172458F","V0172458F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"387","2019-03-15 16:58:27-03","F","FMNH-SEEDPLANTS","V0172459F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"E. Amaral","30302","1933","3","13","South America","Brazil",NA,NA,NA,NA,"V0172459F","V0172459F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"388","2019-06-11 12:38:02-03","F","FMNH-SEEDPLANTS","V0353672F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"RRC ID Flag","R. P. Belém","3393","1967","9","3","South America","Brazil","Bahia",NA,NA,NA,"V0353672F","V0353672F_01 V0353672F_02","-42","-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"3393",NA
"389","2020-04-29 16:29:59-03","UFVJM","HDJF","5466","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Moreira, SN","Moreira, SN; Pereira, E","2038","2015","12","10","Southern America","Brasil","Minas Gerais","Cava Sul - Anglo American",NA,NA,"HDJF005466","HDJF005466_01","-43.426608","-18.904609","Conceição do Mato Dentro",NA,NA,"838","838","2015","10",NA,"-43.426608","-18.904609",NA,NA,NA,NA,NA
"390","2020-10-14 16:35:24-03","UFVJM","HDJF","7841","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Paixão, FA","119P97","2019","07","30","Southern America","Brasil","Espírito Santo","Rio Doce, Margem Direita",NA,NA,"HDJF007841","HDJF007841_01","-40.191167","-19.473056","Linhares",NA,NA,"18","18",NA,NA,NA,"-40.191167","-19.473056",NA,NA,NA,NA,NA
"391","2019-01-25 15:41:54-02","IAC","IAC","7263","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","O. Handro","A.P. Viégas","s/nº","1943","12","19",NA,"Brasil","São Paulo","Bosque dos Jequitibás",NA,"Nome popular: jequitibá-vermelho",NA,NA,"-47.042331","-22.801017","Campinas",NA,NA,NA,NA,"1943","12","05","-47.042331","-22.801017",NA,NA,NA,NA,NA
"392","2019-10-03 14:21:02-03","IAC","IAC","18048","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","D.M. Dedecca","C. Pacheco","s/nº","1955","09","10",NA,"Brasil","São Paulo","Recanto Infantil Chapadão",NA,"Material não localizado no acervo! nome popular: - jequitibá, anotado como só frutos - caixa p. pequena 39",NA,NA,"-47.0608","-22.9056","Campinas",NA,NA,NA,NA,"1995","09","25","-47.0608","-22.9056",NA,NA,NA,NA,NA
"393","2019-01-25 15:41:54-02","IAC","IAC","27138","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","L.C. Bernacci","J.C. Novaes","s/nº","1895","11","07",NA,"Brasil","São Paulo",NA,NA,"Pl.doada por José de Campos Novaes",NA,NA,"-47.0608","-22.9056","Campinas",NA,NA,NA,NA,"1995","01","03","-47.0608","-22.9056",NA,NA,NA,NA,NA
"394","2019-01-25 15:41:54-02","IAC","IAC","46391","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","J.A.M.A. Gomes & J. Pena Filho","J.A.M.A. Gomes & J. Pena Filho","8","2004","10","18",NA,"Brasil","São Paulo","Bosque dos Jequitibás",NA,"indivíduo da fitossociologia, no. 356",NA,NA,"-47.042331","-22.801017","Campinas",NA,NA,NA,NA,"2004","10","18","-47.042331","-22.801017",NA,NA,NA,NA,NA
"395","2019-01-25 15:41:54-02","IAC","IAC","47613","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","L.C. Bernacci & O. Kotchetkoff-Henriques","L.C. Bernacci & M. Sandrini","452","2001","04","26",NA,"Brasil","São Paulo","Reserva do Condomínio Santa Helena",NA,"UTM 0207569-7647342",NA,NA,"-47.817558","-21.251844","Ribeirão Preto",NA,NA,NA,NA,"2001","04","26","-47.817558","-21.251844",NA,NA,NA,NA,NA
"396","2019-01-25 15:41:54-02","IAC","IAC","8004","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","J. Santoro","R. Góes","107","1945","06","21",NA,"Brasil","São Paulo","IAC, Estação Experimental, área nativa",NA,"Nome popular: jequitibá-rosa, jequitibá-vermelho, caixão",NA,NA,"-46.668492","-22.694886","Monte Alegre do Sul",NA,NA,NA,NA,"1947","05","27","-46.668492","-22.694886",NA,NA,NA,NA,NA
"397","2020-07-23 12:09:46-03","CEPLAC","CEPEC","129052","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"J. M. A. Braga","H. C. de Lima","4272","1991","09","30",NA,"Brasil","Rio de Janeiro","Estação Ecológica Estadual de Paraiso. Parcela 5A. Indivíduo PO650.",NA,"<ll>dwc_commonname:</ll> Jaquitibá",NA,NA,"-42.933333","-22.533333","GUAPIMIRIM",NA,NA,NA,NA,NA,NA,NA,"42W56'0","22S32'0",NA,"12/06/1996",NA,NA,NA
"398","2020-07-23 12:09:46-03","CEPLAC","CEPEC","112979","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"J. G. Jardim","Jardim, J. G.","4651","2005","07","05",NA,"Brasil","Bahia","Rodovia BR 101/Jussari, ca. 4 km W.",NA,"Foto. N.V.: Jequitibá-rosa.",NA,NA,"-39.45","-15.183333","JUSSARÍ",NA,NA,NA,NA,NA,NA,NA,"39W27'","15S11'",NA,NA,NA,NA,NA
"399","2020-07-23 12:09:46-03","CEPLAC","CEPEC","128214","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"G. M. Carvalho","Carvalho, G. M.","413","2010","09","06",NA,"Brasil","Bahia","RPPN Estação Veracel",NA,"<ll>dwc_commonname:</ll> Jequitibá-rosa",NA,NA,"-39.25","-16.5","PORTO SEGURO",NA,NA,"100","100",NA,NA,NA,"39W15'","16S30'",NA,NA,NA,NA,NA
"400","2020-07-23 12:09:46-03","CEPLAC","CEPEC","145759","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"H. C. de Lima","C. Farney","3375",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"campos de goytacazes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","2020-07-23 12:09:46-03","CEPLAC","CEPEC","60845","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"L. S. Leoni","L. S. Leoni","2447","1979","02","08",NA,"Brasil","Minas Gerais","Faz. Sta. Rita.",NA,NA,NA,NA,"-42.033333","-20.766667","CARANGOLA",NA,NA,NA,NA,NA,NA,NA,"42W2'","20S46'",NA,"06/01/1994",NA,NA,NA
"402","2020-07-23 12:09:46-03","CEPLAC","CEPEC","65623","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"L. A. Mattos-Silva","L. A. Mattos-Silva","3096","2012","03","05",NA,"Brasil","Bahia","Campus da UESC, situado detrás da Torre Central.",NA,NA,NA,NA,"-39.166667","-14.8","ILHÉUS",NA,NA,NA,NA,NA,NA,NA,"39W10'","14S48'",NA,"30/12/1995",NA,NA,NA
"403","2020-07-23 12:09:46-03","CEPLAC","CEPEC","88333","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"B. Clifton","J. G. Jardim","1630","1998","02","18",NA,"Brasil","Bahia","Rod. Jussari/Palmira. Entrada ca. 7,5Km depois mais 1,7Km até a sede da Faz. Teimoso. RPPN Serra do Teimoso. Árvore 192.",NA,"<ll>dwc_commonname:</ll> Jequitibá",NA,NA,"-39.583333","-15.166667","JUSSARÍ",NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'",NA,"30/12/2003",NA,NA,NA
"404","2020-07-23 12:09:46-03","CEPLAC","CEPEC","88222","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"M. Ribeiro","J. G. Jardim","1527","1998","02","17",NA,"Brasil","Bahia","Rod. Jussari/Palmira. Entrada ca. 7,5Km percorrendo mais 1,7Km até sede Faz. Teimoso. RPPN Serra do Teimoso.",NA,"<ll>dwc_commonname:</ll> Jequitibá-rosa",NA,NA,"-39.583333","-15.166667","JUSSARÍ",NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'",NA,"30/12/2003",NA,NA,NA
"405","2020-07-23 12:09:46-03","CEPLAC","CEPEC","81355","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"B. Clifton","A. M. Amorim","2271","1998","02","21",NA,"Brasil","Bahia","Rod. Jussari/Palmira. Ntrada ca. 7,5Km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso. Árvore 494.",NA,"<ll>dwc_commonname:</ll> Jequitibá",NA,NA,"-39.528611","-15.158056","JUSSARÍ",NA,NA,NA,NA,NA,NA,NA,"39W31'43","15S9'29",NA,"30/12/2003",NA,NA,NA
"406","2020-07-23 12:09:46-03","CEPLAC","CEPEC","84732","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"B. Clifton","J. G. Jardim","2421","2000","01","14",NA,"Brasil","Bahia","Entrada a 7,5Km Rod. Jussari/Palmira. Faz. Teimoso, 1,7Km da entrada. RPPN Serra do Teimoso. Parcela 30. Árvore 875.",NA,"<ll>dwc_commonname:</ll> Jequitibá-rosa",NA,NA,"-39.536111","-15.160278","JUSSARÍ",NA,NA,NA,NA,NA,NA,NA,"39W32'10","15S9'37",NA,"30/12/2003",NA,NA,NA
"407","2020-07-23 12:09:46-03","CEPLAC","CEPEC","90666","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"P. Fiaschi","J. G. Jardim","3770","2001","09","12",NA,"Brasil","Bahia","Entrada 7,5Km Rod. Jussari/Palmira. Faz. Teimoso 1,7Km da entrada. RPPN Serra do Teimoso. Parcela 37. Árvore 1080.",NA,NA,NA,NA,"-39.531111","-15.154444","JUSSARÍ",NA,NA,NA,NA,NA,NA,NA,"39W31'52","15S9'16",NA,"30/08/2003",NA,NA,NA
"408","2020-07-23 12:09:46-03","CEPLAC","CEPEC","93538","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"J. G. Jardim","J. G. Jardim","1268","1998","01","21",NA,"Brasil","Bahia","Rod. Almadina/Ibitupã, entrada a ca. 5Km ao W da sede do municipio. Faz. Cruzeiro do Sul. Serra dos Sete Paus,ca. 8Km da entrada. Inventário Florestal e Fitossociologico. # 2.",NA,NA,NA,NA,"-39.696111","-14.735","ALMADINA",NA,NA,NA,NA,NA,NA,NA,"39W41'46","14S44'6",NA,"30/12/1998",NA,NA,NA
"409","2020-07-23 12:09:46-03","CEPLAC","CEPEC","1812","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"S. A. Mori","R. S. Pinheiro","36","1966","02","03",NA,"Brasil","Bahia","Sem informação.",NA,NA,NA,NA,"-39.6371994018555","-14.7053003311157","ALMADINA","14289","auto",NA,NA,NA,NA,NA,"0*0'0","0*0'0",NA,"30/12/1978",NA,NA,NA
"410","2020-07-23 12:09:46-03","CEPLAC","CEPEC","3224","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"S. A. Mori","R. S. Pinheiro","246","1967","09","26",NA,"Brasil","Bahia","Rod. Buerarema/Itabuna.",NA,"Frutos para plantio",NA,NA,"-39.2997016906738","-14.959400177002","BUERAREMA","14251","auto",NA,NA,NA,NA,NA,"0*0'0","0*0'0",NA,"30/12/1978",NA,NA,NA
"411","2020-07-23 12:09:46-03","CEPLAC","CEPEC","83544","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"F. Catenocci","J. R. Pirani","2983",NA,NA,NA,NA,"Brasil","Bahia","Rodovia Itabuna/Itapetinga, a 41Km a W da BR-101, e 5Km a W do portão da Cidade de Ibicaraí.",NA,NA,NA,NA,"-39.5875015258789","-14.8649997711182","IBICARAÍ","12897","auto",NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2016",NA,NA,NA
"412","2020-07-23 12:09:46-03","CEPLAC","CEPEC","9449","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"G. T. Prance","J. L. Hage","61","1973","06","12",NA,"Brasil","Bahia","Area do CEPEC.",NA,NA,NA,NA,"-39.0494003295898","-14.7889003753662","ILHÉUS","61245","auto",NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"30/12/1978",NA,NA,NA
"413","2020-07-23 12:09:46-03","CEPLAC","CEPEC","5025","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"S. G. da Vinha","T. S. dos Santos","380","1969","03","04",NA,"Brasil","Bahia","Area do CEPEC.",NA,NA,NA,NA,"-39.0494003295898","-14.7889003753662","ILHÉUS","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1978",NA,NA,NA
