"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"91","2020-11-04 10:56:02-03","ESALQ","ESA","132912","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Colletta, G.D","Colletta, G.D.","2055.0","2014","12","04",NA,"Brasil","São Paulo","Campus da Esalq, proxima a guarita da engenharia",NA,"Árvore, 15m, flores creme.","ESA132912",NA,"-47.6399993896484","-22.7199993133545","Piracicaba","44778","auto",NA,NA,"2014","12","04",NA,NA,NA,NA,NA,NA,NA
"92","2021-01-14 15:31:20-03","MN","R","8981","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","Mart.","Prance, G.T.","Glaziou, A.F.M.","7645","1875","01","27",NA,"Brasil","Rio de Janeiro",NA,NA,"Plantas do Brasil Central","R000008981","R000008981_001",NA,NA,NA,NA,NA,NA,NA,"1972","08",NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-04-02 11:40:30-03","UFPI","TEPB","18003","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"G. Pedralli","3332","1990","05","25",NA,"Brasil","Tocantins","A 84km da saída de Colinas em direção a Araguaina",NA,"Árvore, fruto marrom (imaturo), mais ou menos 12m altura, frutos jovens, solo alagado, relevo plano, frequencia escassa Ambiente: Mata alagada/vereda",NA,NA,"-48.2071990966797","-7.19111013412476","Araguaína","117559","auto","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2015-07-02 14:02:32-03","JBP","HPL","4026","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","Kuntze","H. Lorenzi","H. Lorenzi","1539","1994","05","19",NA,"Brasil","BA","Coletada na Estrada de terra para Potiraguá (trilha)",NA,NA,NA,NA,NA,NA,"Pau-Brasil",NA,NA,NA,NA,"1994","05","19",NA,NA,NA,NA,NA,NA,NA
"95","2015-07-02 14:02:32-03","JBP","HPL","4027","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","Kuntze","H. Lorenzi","H. Lorenzi","1871","1994","12","27",NA,"Brasil","SP","Coletado no IAC.",NA,NA,NA,NA,"-47.06","-22.9","Campinas","23900","auto",NA,NA,"1994","12","27",NA,NA,NA,NA,NA,NA,NA
"96","2015-07-02 14:02:32-03","JBP","HPL","4029","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","Kuntze","R. Tsuji","G.F. Arbocz","404","1995","05","19",NA,"Brasil","BA","Coletado na margem da rodovia entre Pau Brasil e Potinguá.",NA,NA,NA,NA,"-39.6511","-15.4642","Pau Brasil","26306","auto",NA,NA,"2005","06","06",NA,NA,NA,NA,NA,NA,NA
"97","2016-02-02 14:38:25-02","BGBM","B","B 18 0005989","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","O.Kuntze","S. Mori","Peckolt",NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,"5576; C. brasiliensis Cas. <a href=http://herbarium.bgbm.org/object/B180005989 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180005989",NA,NA,NA,NA,NA,NA,NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-02-15 11:41:00-02","IPA","IPA","74623","S","Plantae","Plantae",NA,"Lecythidaceae","Cariniana","brasiliensis","Cariniana brasiliensis","Casar.",NA,"Monteiro, M.T.","22701","1988","08","12","Southern America","Brasil","Alagoas","Fazenda Jequiá.",NA,"Frutos grandes do cor marron, alongados.","IPA0074623",NA,"-35.8532981872559","-9.4783296585083","Rio Largo","13982","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-09-11 10:58:28-03","IPA","IPA","74308","S","Plantae","Plantae",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Guedes, M.L.S.","Monteiro, M.T.","23678","1972","05","22","Southern America","Brasil","Bahia","Fazenda candeias",NA,"Flores verdea com estames esbranquiçados, perfumadas","IPA0074308",NA,"-39.2207984924316","-17.341100692749","Prado","53161","auto",NA,NA,"2020","07","27",NA,NA,NA,NA,NA,NA,NA
"100","2019-02-15 11:41:00-02","IPA","IPA","2438","S","Plantae","Plantae",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Mori, S.A.","Ducke","2300","1952","01","21","Southern America","Brasil","Pernambuco","Mata da Uzina Musserepe. Arredores de Recife.",NA,"Arvore muita alta. Frutos velhos.","IPA0002438",NA,NA,NA,NA,NA,NA,NA,NA,"1981","06","03",NA,NA,NA,NA,NA,NA,NA
"101","2019-02-15 11:41:00-02","IPA","IPA","2503","S","Plantae","Plantae",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Mori, S.A.","Andrade-Lima","1018","1952","03","26","Southern America","Brasil","Pernambuco","Uzina Musserepe. Mata engenho Itaboraí.",NA,"Arvore muito grande. Casca rugosa com fendas longitudinal . Flores cremes, perf. com estrias vermelhas no centro. Muito frequente.","IPA0002503",NA,NA,NA,NA,NA,NA,NA,NA,"1981","06","03",NA,NA,NA,NA,NA,NA,NA
"102","2019-02-15 11:41:00-02","IPA","IPA","2504","S","Plantae","Plantae",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Mori, S.A.","Andrade-Lima","1018","1952","03","26","Southern America","Brasil","Pernambuco","Uzina Musserepe. Mata engenho Iataboraí.",NA,"Arvore muito grande. Casca rugosa com fendas longitudinal. Flores creme, perf. com estrias vermelhas no centro. Muito frequente.","IPA0002504",NA,NA,NA,NA,NA,NA,NA,NA,"1981","06","03",NA,NA,NA,NA,NA,NA,NA
"103","2019-07-26 11:40:07-03","IPA","IPA","9881","S","Plantae","Plantae",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Mori, S.A.","Koscinski, M.","9881","1935","01",NA,"Southern America","Brasil","São Paulo","Serra da Cantareira, (Cuca).",NA,"Fruto em junho.","IPA0009881",NA,NA,NA,NA,NA,NA,NA,NA,"1981","06","03",NA,NA,NA,NA,NA,NA,NA
"104","2019-02-15 11:41:00-02","IPA","IPA","9882","S","Plantae","Plantae",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Mori, S.A.","Koscinski, M.","s.n.","1936","01",NA,"Southern America","Brasil","São Paulo","Serra da Cuca.",NA,"Fruto em junho. (Herb. Muss. Flor. 160)","IPA0009882",NA,NA,NA,NA,NA,NA,NA,NA,"1981","06","03",NA,NA,NA,NA,NA,NA,NA
"105","2019-08-27 13:34:20-03","IAP","PACA-AGP","64144","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","L. B. Smith","Hatschbach, G.","4294","1957","12","11",NA,"Brasil","PR","Rio Boguassu",NA,"8m de altura e flor creme. Habitat: in silva litoranea de tebuleiro arenoso Fenofase: flor Hábito: árvore","PACA064144",NA,"-48.5746994018555","-25.8827991485596","Guaratuba","41937","auto",NA,NA,"1958",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"106","2019-08-27 13:34:20-03","IAP","PACA-AGP","105641","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Lira Neto & Braga","de Lima, H.C.","4379","1992","02","19",NA,"Brasil","RJ","Guapimirim. Estação Ecológica Estadual de paraíso.",NA,"Habitat: na mata de encosta","PACA105641",NA,"-42.833333","-22.433333","Rio de Janeiro",NA,NA,NA,NA,"1996","06","12","42°50'00W","22°26'00S","Magnoliopsida",NA,NA,NA,NA
"107","2020-12-20 21:18:05-03","UFV","VIC","15056","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O.Ktze",NA,NA,"131","1995","10","09",NA,"Brasil","Minas Gerais","Serra de São Geraldo Estrada Viçosa - Ubá",NA,"Árvore de 30 m, 4,52 m de perimetro a 4 m do solo e 4 m de perimetro a 10 m do solo derubada.","VIC015056",NA,"-42.8027992248535","-20.8567008972168","Coimbra","10161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-12-20 21:18:05-03","UFV","VIC","17173","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O.Ktze",NA,"Lopes, W.P.; et al.","s.n.","1994","08","08",NA,"Brasil","Minas Gerais","Jardim Botânico da UFV",NA,"Árvore de 12 m, casca avermelhada, alburno bege, ind 1327","VIC017173",NA,"-42.8819007873535","-20.7539005279541","Viçosa","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-12-20 21:18:05-03","UFV","VIC","18134","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O.Ktze",NA,"Ana Luiza","s.n.","1995","08","16",NA,"Brasil","Bahia","FLONA Rio Preto",NA,"Altura de 13 m, P 6 n°89","VIC018134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-24 17:09:16-03","UFES","SAMES","6284","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Menezes,L.F.T.","2372","2017","04","27",NA,"Brasil","Espírito Santo",NA,NA,"Habito: Árvore","SAMES06284",NA,"-40.7402992248535","-18.9831008911133","Águia Branca","19701","auto",NA,NA,NA,NA,NA,"-404133333.0","-185822223.0",NA,NA,NA,NA,NA
"111","2021-03-24 17:09:16-03","UFES","SAMES","2929","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Ribeiro,M.","Ribeiro,M.; Alves-Araújo,A.G.","854","2013","02","08",NA,"Brasil","Espírito Santo","Água Limpa. Em plantação de maracujá, próx. a BR 101. Área de Tabuleiro. Elevação: 50 m.",NA,"Árvore, 20 m. CAP: 180 cm, tronco fissurado. Fruto passado. Inflorescência: raqui, pedicelo (2 mm), cálice e corola de cor creme esverdeado muito claro, capuz branco, estames laranjas, capuz vinoso (parte interna). Forte odor doce. Fl","SAMES02929",NA,"-40.076099395752","-18.9055995941162","Jaguaré","43085","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-24 17:09:16-03","UFES","SAMES","2928","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Smith,N.P.;Mori,S.A.","Menezes,L.F.T.; Menezes,L.F.T.;Broggio,I.S;Rocha,T.L.;Giaretta,A.O.;Rossini,J.;Hatum,A.C.C.","1932","2010","07","14",NA,"Brasil","Espírito Santo","Povoação. 'Estrada de chão próximo ao Rio Doce. Floresta Aluvial caracterizada por cabruca. Sítio Três Rios'.",NA,"Copa aberta e frondosa com frutos verdes. Fruto carpoteca. Habito: Árvore","SAMES02928",NA,"-40.0722007751465","-19.3910999298096","Linhares","48094","auto",NA,NA,"2013","10","19","-399386111.0","-194566667.0",NA,NA,NA,NA,NA
"113","2019-11-21 14:38:12-03","UFJF","CESJ","18403","PreservedSpecimen","Plantae","Angiosperma",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"L. Krieger","CESJ18403",NA,NA,NA,NA,"?",NA,NA,NA,"Fruto: pixídio. Nome vulgar: jequitibá rosa. Material exclusivo da carpoteca.","CESJ018403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:32:50-03","UNICAMP","UEC","168766","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kunze","Santos, K","Santos, K; Belinello, R","3180","2000","08","22",NA,"Brazil","São Paulo","Mata da Fazenda Malabar (Fragmento M2); área total: 21 ha.",NA,"Árvore decídua, anemocórica: córtex largo e profundamente sulcado, madeira moderadamente pesada; altura total: 8 m; altura do fuste: 6 m; PAP: 42 cm.&nf;51-75 % da copa infestada por lianas.; Floresta Estacional semidecidual.","UEC007896","UEC007896","-46.85","-22.9","Itatiba",NA,NA,"777","777",NA,NA,NA,"-46.85","-22.9",NA,NA,NA,NA,NA
"115","2021-03-01 16:32:50-03","UNICAMP","UEC","194785","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kunze","Monge, M","Monge, M","2045","2013","08","15",NA,"Brazil","São Paulo","Barão Geraldo. Próximo ao Colégio Rio Branco. 1° Árvore da esquina para Avenida I",NA,"Árvore, 8 m de altura, frutos abertos e fechados.; cultivada","UEC136049","UEC136049","-47.763889","-22.827778","Campinas",NA,NA,NA,NA,NA,NA,NA,"-47.763889","-22.827778",NA,NA,NA,NA,NA
"116","2021-03-01 16:32:50-03","UNICAMP","UEC","195250","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kunze","Monge, M","Monge, M; Tonhati, CH","2033","2013","07","30",NA,"Brazil","São Paulo","Barão Geraldo. Unicamp. Praça da Paz. Árvore da esquina com a guarita.",NA,"Árvore, 4 m de altura, frutos imaturos com eixo de corpo suculento.; Cultivada","UEC136039","UEC136039","-47.783333","-22.816389","Campinas",NA,NA,NA,NA,NA,NA,NA,"-47.783333","-22.816389",NA,NA,NA,NA,NA
"117","2021-03-01 16:32:50-03","UNICAMP","UEC","154021","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kunze","Santos, K","Santos, K","772","1999","11","30",NA,"Brazil","São Paulo","Campinas/Itatiba, Mata Ribeirão Cachoeira.",NA,"Árvore decídua. &nf;Altura total:18 m; &nf;altura do fuste: 13 m.&nf;PAP: 85 cm.&nf;Córtex: largo e profundamente sulcado; &nf;madeira moderada pesada.","UEC095868","UEC095868","-46.916667","-22.816667","Campinas",NA,NA,NA,NA,"2001",NA,NA,"-46.916667","-22.816667",NA,NA,NA,NA,NA
"118","2021-03-01 16:32:50-03","UNICAMP","UEC","161034","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kunze","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","14","2010","05","24",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar.",NA,"Árvore com 35 m.; Mata atlântica.","UEC095870","UEC095870","-45.503611","-23.621111","Caraguatatuba",NA,NA,"50","90","2010",NA,NA,"-45.503611","-23.621111",NA,NA,NA,NA,NA
"119","2021-03-01 16:32:50-03","UNICAMP","UEC","168658","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kunze","Santos, K","Santos, K; Belinello, R","1891","2000","06","10",NA,"Brazil","São Paulo","Mata da Fazenda Santana do Atalaia (Fragmento M4); área total : 25,2 ha.",NA,"Árvore decídua, anemocórica; córtex largo e profundamente sulcado, madeira moderadamente pesada; altura total: 6,5 m; altura do fuste: 5 m; PAP: 22 cm. 76 - 100 % da copa infestada por lianas.; Floresta Estacional semidecidual.","UEC007897","UEC007897","-46.883333","-22.8","Campinas",NA,NA,"733","733",NA,NA,NA,"-46.883333","-22.8",NA,NA,NA,NA,NA
"120","2021-03-01 16:32:50-03","UNICAMP","UEC","168761","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kunze","Santos, K","Santos, K; Belinello, R","2894","2000","08","14",NA,"Brazil","São Paulo","Mata da Fazenda Capoeira Grande (Fragmento M1); área total: 19,9 ha, Floresta estacional semidecidual.",NA,"Árvore decídua, anemocórica; cortéx largo e profundamente sulcado, madeira moderadamente pesada; altura total: 10 m; altura do fuste: 8 m; PAP: 31 cm. 01-25 % da copa infestada por lianas.","UEC007892","UEC007892","-46.9","-22.866667","Campinas",NA,NA,"885","885",NA,NA,NA,"-46.9","-22.866667",NA,NA,NA,NA,NA
"121","2021-03-01 16:32:50-03","UNICAMP","UEC","169004","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kunze","Vieira, LT","Vieira, LT; Sims","322","2006","07","24",NA,"Brazil","São Paulo","Souzas, Mata Ribeirão Cachoeira, Floresta Estacional Semidecídua.",NA,"Indivíduo jovem de árvore, ca. 50 cm.","UEC053242","UEC053242","-46.916667","-22.833333","Campinas",NA,NA,"700","700",NA,NA,NA,"-46.916667","-22.833333",NA,NA,NA,NA,NA
"122","2021-03-01 16:32:50-03","UNICAMP","UEC","46054","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kunze",NA,"Gentry, A; Vieira, MC; Calos, A","59186","1987","09","08",NA,"Brazil","Minas Gerais","Fazenda Lagoa.",NA,"Tree 15 m tall, sterile, cultivated from forest-collected seeds, fruit brown, from emergent tree.; Semideciduous forest.","UEC046521","UEC046521","-46.25","-21.416667","Monte Belo",NA,NA,"800","800",NA,NA,NA,"-46.25","-21.416667",NA,NA,NA,NA,NA
"123","2021-03-01 16:32:50-03","UNICAMP","UEC","65940","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kunze","Menandro, MS","Folli, DA","438","1983","03","11",NA,"Brazil","Espírito Santo","Reserva Florestal da CVRD. &nf;Est. Oiticica, ant. 151, km 0,704, lado direito.",NA,"Árvore em Floresta Alta, + ou - 38 m de altura e fuste de + ou - 25 m, DAP 134 cm, diâmetro da copa + ou - 26 m. Com flor e botão creme. Fuste cilíndrico e casca sulcada.&nf;Matriz nº 10.","UEC095869","UEC095869","-40.0722007751465","-19.3910999298096","Linhares","48094","auto",NA,NA,"1983","03","21",NA,NA,NA,NA,NA,NA,NA
"124","2021-03-01 16:32:50-03","UNICAMP","UEC","198437","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kunze","Menandro, MS","Silva, IA","144","1980","02","01",NA,"Brazil","Espírito Santo","Reserva Natural Vale",NA,"Terrestre, arbóreo, botão verde claro, flor verde claro, seiva branca, descamação em ripas, fuste cilíndrico 20m, casca sulcada, altura total 27m, CAP fuste 204,20cm, copa 20m.; Mata de tabuleiro","UEC050620","UEC050620","-40.0722007751465","-19.3910999298096","Linhares","48094","auto","450","450","1981","12","02",NA,NA,NA,NA,NA,NA,NA
"125","2021-03-01 16:32:50-03","UNICAMP","UEC","51576","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kunze",NA,"Barbosa, MR","235","1982","01","19",NA,"Brazil","Rio de Janeiro","Alto da Boa Vista, Av. Edson Passos.",NA,"Árvore crescendo isolada; flores amareladas; perfumadas, por cima da copa.","UEC095860","UEC095860","-43.2075004577637","-22.9027996063232","Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-01 16:32:50-03","UNICAMP","UEC","70920","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kunze",NA,"Toledo Filho, DV; Bertoni, JEA","26035","1990","07","13",NA,"Brazil","São Paulo","Reserva Estadual de Águas da Prata.",NA,"Árvore ultrapassa 30 cm, dominante na floresta.; Mata mesófila semidecídua.","UEC095872","UEC095872","-46.7099990844727","-21.9300003051758","Águas da Prata","13435","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-01 16:32:50-03","UNICAMP","UEC","154022","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kunze","Santos, K","Santos, K","1439","2000","05","08",NA,"Brazil","São Paulo","Campinas/Itatiba, Mata Ribeirão Cachoeira.",NA,"Árvore decídua. &nf;Altura total: 4 m; &nf;altura do fuste: 2,5 m.&nf;PAP: 19 cm.&nf;Córtex: largo e profundamente sulcado; &nf;madeira moderada pesada.","UEC095866","UEC095866","-47.060001373291","-22.8999996185303","Campinas","23900","auto",NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:32:50-03","UNICAMP","UEC","6150","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kunze",NA,"Mathes, LAF","10081","1978","06","15",NA,"Brazil","São Paulo","Nativo no interior do Bosque dos Jequitibás.",NA,"Árvore até 25 m, flores creme. Jequitibá-vermelho.","UEC095864","UEC095864","-47.060001373291","-22.8999996185303","Campinas","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-01 16:32:50-03","UNICAMP","UEC","126559","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kunze","Cielo-Filho, R","Cielo-Filho, R","185","2000","08","18",NA,"Brazil","São Paulo","Praça João Lech Junior (Bosque dos Alemães).",NA,"Árvore de aproximadamente 10 m de altura.","UEC095862","UEC095862","-47.060001373291","-22.8999996185303","Campinas","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-19 14:07:29-03","UFRPE","PEUFR","48982","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"G.E.L. Macedo; A.F. Souza","544","2004","03","04",NA,"Brasil","Bahia","Mata da Fazenda Brejo Novo",NA,"Árvore de folhas simples, glabras, membranáceas; flores com corola branca, amarelo róseo, cálice amarelo esverdeado. Frutos imaturos verdes, em separado.","PEUFR048982",NA,"-40.109417","-13.944722","Jequié",NA,NA,"617","750",NA,NA,NA,"40°06'33,9''W","13°56'41''S",NA,NA,NA,NA,NA
"131","2020-02-10 09:00:17-03","UFRPE","PEUFR","50870","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","S. I. da Silva.","R.M. Silva  ",NA,"2011","09","26",NA,"Brasil","Pernambuco","Reserva Biológica de Tapacurá",NA,"Árvore com +/- 35 m de altura; frutos imaturos com opérculo.","PEUFR050870",NA,"-35.19075","-8.030667","São Lourenço da Mata",NA,NA,"35","198","2011","09","26","35º11'26,7''W","08º01'50,4''S",NA,NA,NA,NA,NA
"132","2019-11-19 14:07:29-03","UFRPE","PEUFR","818","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","J.T. Pirce","Ducke","2300","1952","01","21",NA,"Brasil","Pernambuco","Mata da Usina Mussurepe",NA,"Árvore muito alta; frutos velhos.","PEUFR000818",NA,NA,NA,NA,NA,NA,NA,NA,"1992","10","22",NA,NA,NA,NA,NA,NA,NA
"133","2019-11-19 14:07:29-03","UFRPE","PEUFR","9109","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","J.T. Pirce","M.T. Monteiro","23678","1972","05","22",NA,"Brasil","Bahia","Mata da Fazenda Candeias",NA,"Flores verdes, perfume agradável. Madeira dura, amarelada","PEUFR009109",NA,"-39.2207984924316","-17.341100692749","Prado","53161","auto",NA,NA,"1992","10","22",NA,NA,NA,NA,NA,NA,NA
"134","2020-04-22 16:19:54-03","UFPB","JPB","16658","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Miranda, CAB de; Moura, OT","503","1977","09","21","Southern America","Brasil","Paraíba",NA,NA,NA,NA,NA,"-34.863056","-7.115","João Pessoa",NA,NA,"47","47",NA,NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA
"135","2020-04-22 16:19:54-03","UFPB","JPB","18503","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Felix, LP; Santana, ES","3017","1990","05","23","Southern America","Brasil","Paraíba",NA,NA,NA,NA,NA,"-35.080278","-6.803333","Rio Tinto",NA,NA,"11","11",NA,NA,NA,"-35.080278","-6.803333",NA,NA,NA,NA,NA
"136","2020-04-22 16:19:54-03","UFPB","JPB","61368","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Ribeiro, M","Nusbaumer, L; et al.","4673","2015","10","22","Southern America","Brasil","Alagoas","Serra de Murici, Localité de Murici. Serra das Pacas.",NA,"; HABITAT: Forêt ombrophile submontagnarde de pente; DESC: arbre, 20 m, 23 cm DBH; fr. brun-vert, rugeux lignifié, en tube à couvercle en forme de clou, fr. huileux au section. longitud., écrore à crevasses profondes, bois très dur;","JPB0061368",NA,"-35.914396","-9.237965","Murici",NA,NA,"370","370","2015","10","23","-35.914396","-9.237965",NA,NA,NA,NA,NA
"137","2020-04-22 16:19:54-03","UFPB","JPB","46640","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Gadelha Neto, PC; Duré, RC; Pontes, RA; Pioto, D","2931","2011","04","15","Southern America","Brasil","Paraíba","Estação Ecológica Mata do Pau Brasil",NA,"; HABITAT: Floresta Estacional Semidecidual; DESC: Árvore grande com cerca de 30m. Folhas simples, alternas. Inflorescência em panícula terminal. Flores brancas. Fruto pixídio alongado lenhoso. Substrato areno-argiloso.","JPB0046640",NA,"-35.1260986328125","-6.83861017227173","Mamanguape","36853","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","118","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","Kuntze","Barbosa, M","Lopes, A","s.n.","1998","09",NA,NA,"Brasil","Pernambuco","Estação Ecológica de Tapacurá, Mata de planície",NA,NA,NA,NA,NA,NA,"São Lorenço da Mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","105","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","Kuntze",NA,"Oliveira, M","s.n.","2004","03","25",NA,"Brasil","Alagoas","Usina Coruripe, Floresta Atlantica",NA,NA,NA,NA,"-36.1755981445312","-10.125599861145","Coruripe","31269","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
