"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","typeStatus","coordinatePrecision","geoFlag","fieldNumber","individualCount","previousCatalogNumber"
"53","2020-12-21 16:45:23-03","MBM","MBM","341920","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir","Lafetá, R.C.A.","Kriger, L.","9661","1970","12","19","Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,"Erva, fl. roxa, escura","MBM341920","MBM341920","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"1999","05",NA,"06",NA,"20553","auto",NA,NA,NA
"54","2020-12-21 16:45:23-03","MBM","MBM","248525","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir","Stehmann, J.R.","Borba, E.L.","171",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Jardim Canadá, Serra do Rola-Moça",NA,NA,NA,NA,"MBM248525","MBM248525","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA
"55","2020-12-21 16:45:23-03","MBM","MBM","248524","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir","Stehmann, J.R.","Borba, E.L.","170",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Jardim Canadá, Serra do Rola-Moça",NA,NA,NA,NA,"MBM248524","MBM248524","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA
"56","2020-12-21 16:45:23-03","MBM","MBM","341922","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir","Lafetá, R.C.A.","Roth, L.","s.n.","1956","03","18","Southern America","Brazil","Minas Gerais","Serra do Curral, BR 3, km 15",NA,NA,NA,"Herbácea à beira da estrada, flores branco-roxa. Do cerrado ou ruderal.","MBM341922","MBM341922","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"1999","05",NA,"06",NA,"17082","auto",NA,NA,NA
"57","2020-12-21 16:45:23-03","MBM","MBM","233806","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Stehmann, J.R.; et al.; et al.","2414",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Retiro das Pedras",NA,NA,NA,NA,"MBM233806","MBM233806","Brumadinho","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,NA,NA,NA,"26639","auto",NA,NA,NA
"58","2020-12-21 16:45:23-03","MBM","MBM","233807","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir","Stehmann, J.R.","Barros, A.","112",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Retiro das Pedras",NA,NA,NA,NA,"MBM233807","MBM233807","Brumadinho","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,NA,NA,NA,"26639","auto",NA,NA,NA
"59","2020-12-21 16:45:32-03","MBM","MBM","142084","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Petunia","elegans","Petunia elegans","J. Miers","Stehmann, J.R.","Duarte, A.P.","9928",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serra da Moeda",NA,NA,NA,NA,"MBM142084","MBM142084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:45:32-03","MBM","MBM","54415","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Petunia","elegans","Petunia elegans","J. Miers","Stehmann, J.R.","Gibbs, P.E.","4098",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Barbacena",NA,NA,NA,NA,"MBM054415","MBM054415","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA
"61","2015-09-18 05:12:59-03","MNHN","RECOLNAT_MNHN_P","P00578934","PreservedSpecimen",NA,NA,NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir","Giacomin","Claussen",NA,NA,NA,NA,NA,"Brésil",NA,"Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00578934' target='other'> <mi>dwc_moreinfo</mi></a>","P00578934","P00578934_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2015-09-04 12:17:20-03","MNHN","RECOLNAT_MNHN_P","P00475730","PreservedSpecimen",NA,NA,NA,"Solanaceae","Petunia","elegans","Petunia elegans","Miers","Stehmann","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Prov. Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00475730' target='other'> <mi>dwc_moreinfo</mi></a>","P00475730","P00475730_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2350",NA,NA
"63","2018-01-15 14:15:12-02","MNHN","RECOLNAT_MNHN_P","P00475731","PreservedSpecimen",NA,NA,NA,"Solanaceae","Petunia","elegans","Petunia elegans","Miers","Stehmann","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Prov. Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00475731' target='other'> <mi>dwc_moreinfo</mi></a>","P00475731","P00475731_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2350",NA,NA
"64","2015-09-04 12:17:20-03","MNHN","RECOLNAT_MNHN_P","P00475732","PreservedSpecimen",NA,NA,NA,"Solanaceae","Petunia","elegans","Petunia elegans","Miers","Stehmann","Glaziou, A.",NA,"1888","12","21",NA,"Brésil",NA,"Campos d'itabira de Campo (Minas)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00475732' target='other'> <mi>dwc_moreinfo</mi></a>","P00475732","P00475732_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17720",NA,NA
"65","2015-09-04 12:17:20-03","MNHN","RECOLNAT_MNHN_P","P00475733","PreservedSpecimen",NA,NA,NA,"Solanaceae","Petunia","elegans","Petunia elegans","Miers","Stehmann","Glaziou, A.",NA,"1888","12","21",NA,"Brésil",NA,"Campos d'itabira de Campo (Minas)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00475733' target='other'> <mi>dwc_moreinfo</mi></a>","P00475733","P00475733_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17720",NA,NA
"66","2015-09-04 12:17:20-03","MNHN","RECOLNAT_MNHN_P","P00475734","PreservedSpecimen",NA,NA,NA,"Solanaceae","Petunia","elegans","Petunia elegans","Miers",NA,"Glaziou, A.",NA,"1879","4","10",NA,"Brésil",NA,"Serra do Picu (Minas)","1900",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00475734' target='other'> <mi>dwc_moreinfo</mi></a>","P00475734","P00475734_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2015-09-04 12:17:20-03","MNHN","RECOLNAT_MNHN_P","P00475735","PreservedSpecimen",NA,NA,NA,"Solanaceae","Petunia","elegans","Petunia elegans","Miers","Stehmann","Claussen",NA,"1841","11",NA,NA,"Brésil",NA,"Serra da Hobira de Campo (Minas Geraes)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00475735' target='other'> <mi>dwc_moreinfo</mi></a>","P00475735","P00475735_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA
"68","2018-01-15 14:15:12-02","MNHN","RECOLNAT_MNHN_P","P00475736","PreservedSpecimen",NA,NA,NA,"Solanaceae","Petunia","elegans","Petunia elegans","Miers","Stehmann","Claussen",NA,"1843",NA,NA,NA,"Brésil",NA,"Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00475736' target='other'> <mi>dwc_moreinfo</mi></a>","P00475736","P00475736_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39",NA,NA
"69","2018-01-15 14:15:12-02","MNHN","RECOLNAT_MNHN_P","P00475737","PreservedSpecimen",NA,NA,NA,"Solanaceae","Petunia","elegans","Petunia elegans","Miers","Stehmann","Schott",NA,"1873",NA,NA,NA,"Brésil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00475737' target='other'> <mi>dwc_moreinfo</mi></a>","P00475737","P00475737_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2015-10-02 09:53:44-03","MNHN","RECOLNAT_MNHN_P","P00724299","PreservedSpecimen",NA,NA,NA,"Solanaceae","Petunia","ledifolia","Petunia ledifolia","Sendtn.",NA,"Sellow",NA,NA,NA,NA,NA,"brésil",NA,"Brasilia",NA,NA,"hb","Donné par le Mus. de Berlin 1855 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00724299' target='other'> <mi>dwc_moreinfo</mi></a>","P00724299","P00724299_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,"294",NA,NA
"71","2015-09-04 13:05:25-03","MNHN","RECOLNAT_MNHN_P","P03851015","PreservedSpecimen",NA,NA,NA,"Solanaceae","Petunia","ledifolia","Petunia ledifolia","Sendtn.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03851015' target='other'> <mi>dwc_moreinfo</mi></a>","P03851015","P03851015_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2350",NA,NA
"72","2020-12-11 11:41:42-03","UFMG","BHCB","103115","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Stehmann, JR; Vignoli-Silva, M; Kamino, LHY","4481","2006","11","21","Southern America","Brasil","Minas Gerais","Estrada para Andrelândia","1167","1167",NA,"Subarbusto, ca. 30cm de altura, flores púrpuras; Campo cerrado em substrato nodular, próximo a afloramento rochoso","BHCB022986",NA,"Santana do Garambéu","-44.126203","-21.610947","-44.126203","-21.610947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:41:42-03","UFMG","BHCB","104148","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Vasconcelos, MF de","s.n.","2005","12","09","Southern America","Brasil","Minas Gerais","Mina Casa de Pedra, CSN",NA,NA,NA,"Herbáceo, corola lilás; Campo cerrado","BHCB022982",NA,"Congonhas","-43.898139","-20.506361","-43.898139","-20.506361","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-11 11:41:42-03","UFMG","BHCB","104337","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Stehmann, JR","4553","2007","01","28","Southern America","Brasil","Minas Gerais","Morro do Chapéu, atrás do campo de golfe",NA,NA,NA,"Herbácea, ca. 30 cm de altura, flores purpúras; em capoeira","BHCB022988",NA,"Nova Lima","-43.918769","-20.106208","-43.918769","-20.106208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-11 11:41:42-03","UFMG","BHCB","161123","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Santos, RC","10","2011","11","20","Southern America","Brasil","Minas Gerais","Parque Estadual da Serra do Rola Moça","1405","1405",NA,"Flores lilases; em canga couraçada","BHCB011713",NA,"Nova Lima","-44.035639","-20.061861","-44.035639","-20.061861","2012","07",NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-11 11:41:42-03","UFMG","BHCB","125801","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Carmo, FF","4269","2009","03","02","Southern America","Brasil","Minas Gerais","Parque Estadual do Rola Moça, C2","1430","1430",NA,"Afloramento de canga; coletado em borda de capão","BHCB022985",NA,"Nova Lima","-44.001111","-20.044722","-44.001111","-20.044722","2009","04",NA,"01",NA,NA,NA,NA,NA,NA
"77","2020-12-11 11:41:42-03","UFMG","BHCB","128493","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Pena, FSR; Maielo Silva, L","2","2008","11",NA,"Southern America","Brasil","Minas Gerais","Mina de Capão Xavier",NA,NA,NA,"Herbácea, flor rosa; Campo sujo","BHCB022983",NA,"Nova Lima","-43.986678","-20.049469","-43.986678","-20.049469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-11 11:41:42-03","UFMG","BHCB","129079","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Leite, RLRM; Soares, VA","51","2008","09","21","Southern America","Brasil","Minas Gerais","Serra da Moeda, Estrada para o condomínio Retiro do Chalé e as torres de transmissão no local conhecido como Topo do Mundo, cerca de 24km S de Belo Horizonte a partir do entroncamento do anel rodoviário com a BR 040, morros do entorno da pista de","1501","1501",NA,"Flores lilás; Em mancha de vegetação arbustiva baixa circundada por campo rupestre com afloramento de minério de ferro","BHCB022987",NA,"Moeda","-43.96","-20.272222","-43.96","-20.272222","2009","05",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-11 11:41:42-03","UFMG","BHCB","154077","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Giacomin, LL; Almeida, TE; Fernandes, AC","1679","2012","01","14","Southern America","Brasil","Minas Gerais","Serra da Moeda, Campo rupestre quartzitico na margen direita da estrada que leva a Moeda, vindo da BR-040. Cerca de 1 km após a entrada na rodovia MG-825","1419","1419",NA,"Erva, ereta em campo degradado. Flores róseas.; Erva, ereta; flores róseas; Em campo degradado","BHCB022484",NA,"Moeda","-43.960472","-20.272333","-43.960472","-20.272333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-11 11:41:42-03","UFMG","BHCB","159826","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Vidal, CV; Paula-Souza, J","881","2012","02","14","Southern America","Brasil","Minas Gerais","Serra da Moeda",NA,NA,NA,"Campo limpo, herbáceo; Herbácea; Campo limpo","BHCB022356",NA,"Nova Lima","-43.972747","-20.136319","-43.972747","-20.136319","2012","05",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-11 11:41:42-03","UFMG","BHCB","165337","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Souza, FS; Tomich, S","1748","2013","01","08","Southern America","Brasil","Minas Gerais","Retiro das Pedras, Litotipo: Itabirito dolomítico, filito dolomítico e argiloso, dolomito, calcário magnesiano; filito e quartzito no quadrante noroeste.","1386","1386",NA,"Herbácea, flores roxas. Projeto Lacunas do Conhecimento.; Herbácea, flores roxas","BHCB022486",NA,"Nova Lima","-43.985833","-20.075833","-43.985833","-20.075833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-11 11:41:42-03","UFMG","BHCB","165609","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2406","2013","01","29","Southern America","Brasil","Minas Gerais","Mina de Fábrica, Litotipo: Formação ferrífera.","1221","1221",NA,"Herbácea em Campo Rupestre Ferruginoso Arbustivo, frutos imaturos verdes. Projeto Lacunas do Conhecimento.",NA,NA,"Congonhas","-43.893333","-20.446944","-43.893333","-20.446944","2014","04",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-11 11:41:42-03","UFMG","BHCB","165992","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","1818","2013","01","30","Southern America","Brasil","Minas Gerais","Mina de Fábrica, Cava João Pereira. Litotipo: Itabirito hematítico, magnetítico indiferenciados.",NA,NA,NA,"Herbácea em Campo Rupestre Ferruginoso Arbustivo, com e sem Vellozia, flores roxas. Projeto Lacunas do Conhecimento.; Herbácea; flores roxas; Em Campo Rupestre Ferruginoso Arbustivo, com e sem Vellozia","BHCB022485",NA,"Congonhas","-43.918889","-20.441111","-43.918889","-20.441111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-11 11:41:42-03","UFMG","BHCB","168234","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Miranda, E; Tomich, S; Machado, TM; Souza, FS","528","2013","01","09","Southern America","Brasil","Minas Gerais","Mina Capitão do Mato, Litotipo: Itabirito dolomítico e filito dolomítico e argiloso, indiferenciados.","1395","1395",NA,"Herbácea em Campo Rupestre Ferruginoso Arbustivo. Projeto Lacunas do Conhecimento.",NA,NA,"Nova Lima","-43.966667","-20.098889","-43.966667","-20.098889","2014","04",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-11 11:41:42-03","UFMG","BHCB","168276","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Miranda, E; Tomich, S; Machado, TM; Souza, FS","802","2013","01","09","Southern America","Brasil","Minas Gerais","Mina Capitão do Mato, Litotipo: Itabirito dolomítico e filito dolomítico e argiloso, indiferenciados.","1395","1395",NA,"Herbácea em Campo Rupestre Ferruginoso Aberto. Projeto Lacunas do Conhecimento.",NA,NA,"Nova Lima","-43.966667","-20.098889","-43.966667","-20.098889","2014","04",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-11 11:41:42-03","UFMG","BHCB","181765","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Brina, AE","s.n.","2015","01","27","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Subarbusto; Canga Nodular",NA,NA,"Itabirito","-43.920222","-20.419889","-43.920222","-20.419889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-11 11:41:42-03","UFMG","BHCB","183785","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Souza, JAM; Santos, A; Avelar, R","66","2016","11","16","Southern America","Brasil","Minas Gerais","RPPN Córrego Seco","1411","1411",NA,"Herbáceo, 0,3m alt. Terrestre. Flores roxo claro.; Campo Limpo.",NA,NA,"Itabirito","-43.865833","-20.253056","-43.865833","-20.253056","2016","12",NA,"15",NA,NA,NA,NA,NA,NA
"88","2020-12-11 11:41:42-03","UFMG","BHCB","189694","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Stehmann, JR; Paucar, JOA; Lopes, ADC; Moreira, JD; Ng, Julienne","6417","2017","11","02","Southern America","Brasil","Minas Gerais","Serra da Calçada, próximo às antenas","1381","1381",NA,"Subarbusto, ca. 30 cm altura; flores magenta; savana gramíneo-lenhosa, em canga nodular","BHCB189694",NA,"Brumadinho","-43.9835","-20.092944","-43.9835","-20.092944","2017","11",NA,"02",NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:41:42-03","UFMG","BHCB","190060","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Quaresma, AS","760","2018","01","07","Southern America","Brasil","Minas Gerais","BR 040, Às margens da rodovia BR 040, sentido Belo Horizonte #?# Congonhas, próximo ao km 580, ao lado direito da rodovia. Coordenadas aproximadas",NA,NA,NA,NA,"BHCB190060",NA,"Itabirito","-43.965278","-20.2475","-43.965278","-20.2475","2018","01",NA,"17",NA,NA,NA,NA,NA,NA
"90","2020-12-11 11:41:42-03","UFMG","BHCB","190239","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Paucar, JOA","88","2018","01","17","Southern America","Brasil","Minas Gerais","Serra da Moeda, caminho ao campo rupestre","1391","1391",NA,"Herbácea decumbente, flores liláses; Campo limpo","BHCB190239",NA,"Moeda","-43.964458","-20.262789","-43.964458","-20.262789","2018","01",NA,"19",NA,NA,NA,NA,NA,NA
"91","2020-12-11 11:41:42-03","UFMG","BHCB","44036","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Madsen, V; Silveira, FR da","111","1998","10","11","Southern America","Brasil","Minas Gerais","Serra da Moeda","1400","1400",NA,"Campo rupestre. Erva. Flores bonina. Plantas do Brasil; Erva; Flores bonina; Campo rupestre","BHCB022482",NA,"Brumadinho","-43.983333","-20.1","-43.983333","-20.1","2010","10",NA,"06",NA,NA,NA,NA,NA,NA
"92","2020-12-11 11:41:42-03","UFMG","BHCB","60391","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Salino, A; Mota, RC da","7054","2001","06","08","Southern America","Brasil","Minas Gerais","Área de Mata de galeria do córrego afluente da margem direita do Rio Grande.","1100","1150",NA,"Entre rochas no cerrado junto a mata de galeria","BHCB022478",NA,"Santana do Garambéu","-44.126694","-21.607917","-44.126694","-21.607917","2001","06",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-11 11:41:42-03","UFMG","BHCB","60460","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Pimentel, M; Madsen, V; Barros, AM; Almeida, L; Viana, MC","57","2001","03","13","Southern America","Brasil","Minas Gerais","Capão Xavier.","1474","1474",NA,"herbácea de aproximadamente 40 cm; flores cor de rosa forte, fúcsia","BHCB022469",NA,"Nova Lima","-43.978611","-20.048611","-43.978611","-20.048611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-11 11:41:42-03","UFMG","BHCB","71641","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Viana, PL","228","2001","09","25","Southern America","Brasil","Minas Gerais","Retiro das Pedras","1400","1400",NA,"Erva; flores lilases; Canga nodular","BHCB022476",NA,"Brumadinho","-43.983611","-20.093056","-43.983611","-20.093056","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-11 11:41:42-03","UFMG","BHCB","61185","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Sakuragui, CM; Giulietti, AM; Harley, RM; Atkins, S; Souza, VC de","s.n.","1994","01","30","Southern America","Brasil","Minas Gerais","Distrito de Casa Branca. Estrada entre a BR-040 e Casa Branca",NA,NA,NA,"Erva ramificada, até 30 cm de altura, cálice verde-arroxeado, corola com tubo roxo-escuro e lobos lilases; Canga","BHCB022480",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"2002","05",NA,NA,NA,"17082","auto",NA,NA,NA
"96","2020-12-11 11:41:42-03","UFMG","BHCB","157154","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Rodrigues, IMC; Falcão, BF","518","2012","02","23","Southern America","Brasil","Minas Gerais","Entrada do Condomínio Retiro das Pedras, Estrada de propriedade particular (Vale).",NA,NA,NA,"Erva ca. de 30cm de altura. Flores bonina.","BHCB026664",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"2015","07",NA,"14",NA,"17082","auto",NA,NA,NA
"97","2020-12-11 11:41:42-03","UFMG","BHCB","36521","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Borba, EL","171","1995","12","31","Southern America","Brasil","Minas Gerais","Jardim Canadá, No pé da Serra do Rola Moça",NA,NA,NA,"Flores com tubo da corola internamente marelo com anel arroxeado no ápice e limbo rosa escuro, corola externamente arroxeada; Campo de canga","BHCB022467",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"1997","05",NA,NA,NA,"17082","auto",NA,NA,NA
"98","2020-12-11 11:41:42-03","UFMG","BHCB","36520","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Borba, EL","170","1995","12","31","Southern America","Brasil","Minas Gerais","Jardim Canadá, No pé da Serra do Rola-Moça",NA,NA,NA,"Flores com tubo da corola internamente amarelo com anel arroxeado no ápice e limbo rosa escuro, corola externamente arroxeada; Campo de canga","BHCB022481",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"1997","05",NA,NA,NA,"17082","auto",NA,NA,NA
"99","2020-12-11 11:41:42-03","UFMG","BHCB","117290","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Rezende, SG; et al.","1947","2007","01","25","Southern America","Brasil","Minas Gerais","Mina Várzea do Lopes., Região da Gerdal, próximo a BR040","1260","1260",NA,"Habitat:Campo sujo, Porte: herbáceo; Herbáceo; Campo sujo","BHCB022477",NA,"Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA
"100","2020-12-11 11:41:42-03","UFMG","BHCB","107448","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","elegans","Calibrachoa elegans","(Miers) Stehmann & Semir",NA,"Mendes, MS; Brina, AE","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Mineração Casa de Pedra, CSN. Corpo norte",NA,NA,NA,"Herbáceo; Campo rupestre","BHCB022984",NA,"Congonhas","-43.8577995300293","-20.4997005462646",NA,NA,NA,NA,NA,NA,NA,"16368","auto",NA,NA,NA
