"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","locality","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","recordNumber","day","imagecode","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","typeStatus","relatedCatalogItem"
"115","2019-08-27 13:25:53-03","IAP","PACA-AGP","112494","PreservedSpecimen","Plantae","Gramineae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.",NA,NA,NA,NA,NA,"1934","10","Brasil","RS","Sapucaia do Sul","-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,"Herbarium Riograndense - Seminarii S. J. RS&nf;1068 Habitat: Ad aquam","PACA112494",NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"05",NA,"7291","auto","Liliatae",NA,NA,NA,NA
"116","2019-08-27 13:25:53-03","IAP","PACA-AGP","45862","PreservedSpecimen","Plantae","Gramineae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","E. M. Pfitscher","1975",NA,NA,"Rambo, B.","1950","02","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Habitat: in paludosis ad lacum Fenofase: fruto","PACA045862","Lagoa dos Quadros",NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"21",NA,"20837","auto","Liliatae",NA,NA,NA,NA
"117","2019-08-27 13:25:53-03","IAP","PACA-AGP","55985","PreservedSpecimen","Plantae","Gramineae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","Emrich-Rambo",NA,NA,NA,"Emrich, K. & Rambo, B.","1975","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PACA055985",NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"13",NA,NA,NA,"Liliatae",NA,NA,NA,NA
"118","2019-08-27 13:25:53-03","IAP","PACA-AGP","97143","PreservedSpecimen","Plantae","Gramineae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","L.F.P. Lima",NA,NA,NA,"L.F. Lima","2006","04","Brasil","RS","Bagé","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,"Habitat: na beira do arrozal","PACA097143","Estâcia Mato do Recreio",NA,NA,NA,"Magnoliophyta","Cyperales",NA,"346","14",NA,"74087","auto","Liliatae",NA,NA,NA,NA
"119","2019-08-27 13:25:53-03","IAP","PACA-AGP","63083","PreservedSpecimen","Plantae","Gramineae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","Emrich-Rambo","1958","09","18","Schlichting","1956","03","Brasil","RS","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"sicher, 18.9.1958. Habitat: in incultis Fenofase: flor","PACA063083",NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"11",NA,"51462","auto","Liliatae",NA,NA,NA,NA
"120","2019-08-27 13:25:53-03","IAP","PACA-AGP","40744","PreservedSpecimen","Plantae","Gramineae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","Emrich-Rambo",NA,NA,NA,"Rambo, B.","1949","03","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in dumetosis subpaludosis Fenofase: fruto","PACA040744","Cristal",NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"31",NA,"29946","auto","Liliatae",NA,NA,NA,NA
"121","2019-08-27 13:25:53-03","IAP","PACA-AGP","40624","PreservedSpecimen","Plantae","Gramineae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","Emrich-Rambo",NA,NA,NA,"Rambo, B.","1949","03","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in agro humido Fenofase: fruto","PACA040624","Esteio",NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"23",NA,"29946","auto","Liliatae",NA,NA,NA,NA
"122","2019-08-27 13:25:53-03","IAP","PACA-AGP","49720","PreservedSpecimen","Plantae","Gramineae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","E. M. Pfitscher","1975",NA,NA,"Rambo, B.","1951","01","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Fenofase: fruto","PACA049720","Lagoa dos Quadros",NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"18",NA,"20837","auto","Liliatae",NA,NA,NA,NA
"123","2019-08-27 13:25:53-03","IAP","PACA-AGP","28892","PreservedSpecimen","Plantae","Gramineae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","E. M. Pfitscher","1975",NA,NA,"A. Rohr SJ","1945","03","Brasil","SC","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Habitat: in paludosis Fenofase: fruto","PACA028892","Trindade",NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"17",NA,"27000","auto","Liliatae",NA,NA,NA,NA
"124","2019-08-27 13:25:53-03","IAP","PACA-AGP","55380.1","PreservedSpecimen","Plantae","Gramineae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","E. Cavalheiro","1989",NA,NA,"Reitz, R.","1953","06","Brasil","SC","Rodeio","-49.3664016723633","-26.9228000640869",NA,NA,NA,NA,"Habitat: in dumetosis","PACA055380-1","Ascurra",NA,NA,NA,"Magnoliophyta","Cyperales",NA,"7141","11",NA,"13874","auto","Liliatae",NA,NA,NA,NA
"125","2019-08-27 13:25:53-03","IAP","PACA-AGP","1011","PreservedSpecimen","Plantae","Gramineae","Echinochloa","crus-galli","Echinochloa crus-galli var. cruspavonis","(Kunth) Hitchc.","E. M. Pfitscher","1975",NA,NA,"Orth","1934","10","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in incultis Fenofase: fruto","PACA001011",NA,NA,NA,NA,"Magnoliophyta","Cyperales","var. cruspavonis",NA,"05",NA,"10287","auto","Liliatae",NA,NA,NA,NA
"126","2019-08-27 13:25:53-03","IAP","PACA-AGP","9847","PreservedSpecimen","Plantae","Gramineae","Echinochloa","crus-galli","Echinochloa crus-galli var. cruspavonis","(Kunth) Hitchc.","E. M. Pfitscher","1975",NA,NA,"Rambo, B.","1942","01","Brasil","RS","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,"Habitat: in incultis Fenofase: flor","PACA009847","Ch. Dr. Fernandes",NA,NA,NA,"Magnoliophyta","Cyperales","var. cruspavonis",NA,"29",NA,"59498","auto","Liliatae",NA,NA,NA,NA
"127","2020-12-20 21:18:57-03","UFV","VIC","050606","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Leopoldina","-42.6431007385254","-21.5319004058838",NA,NA,NA,NA,"Erva","VIC050606",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"VIC050606","26325","auto",NA,NA,NA,NA,NA
"128","2020-12-20 21:18:57-03","UFV","VIC","50606","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.)","P.L. Viana","2008",NA,NA,"DAC","1980","02","Brasil","Minas Gerais","Leopoldina","-42.6431007385254","-21.5319004058838",NA,NA,NA,NA,"Cultura de arroz inundado; erva de 1,5 m de altura; abundante; Cultura de arroz inundado; erva de 1,5 m de altura; abundante","VIC050606","Fazenda Vargem Lindall, EPAMIG",NA,NA,NA,NA,NA,NA,"27","06","VIC050606","26325","auto",NA,NA,NA,NA,NA
"129","2019-11-21 14:42:33-03","UFJF","CESJ","55069","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.",NA,NA,NA,NA,"E. Barbosa","2004","05","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Cespitosa, entouceirada. Lugar úmido.","CESJ055069","Solitude","América do Sul",NA,NA,"Angiosperma",NA,NA,"2127","01",NA,"25180","auto",NA,NA,NA,NA,NA
"130","2019-11-21 14:42:33-03","UFJF","CESJ","1197","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.",NA,NA,NA,NA,"s.col.",NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"S/data de coleta","CESJ001197",NA,NA,NA,NA,"Angiosperma",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-21 14:42:33-03","UFJF","CESJ","43009","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.",NA,NA,NA,NA,"T.M. Pedersen","1982","03","Argentina","Corrientes","Mburucuyá",NA,NA,NA,NA,NA,NA,"Sandy road, along the sides.","CESJ043009","Estancia Santa Teresa","América do Sul",NA,NA,"Angiosperma",NA,NA,"s.n.","21",NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-21 14:42:33-03","UFJF","CESJ","6520","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","R.S. Rodrigues","2016","04","29","s.col.","1877","09","Áustria",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CESJ006520",NA,"Europa",NA,NA,"Angiosperma",NA,NA,"s.n.","29",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-21 14:42:33-03","UFJF","CESJ","69533","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","H.M. Longhi-Wagner","2011","04","24","L. Sevegnani","2011","04","Brasil","Santa Catarina","Ágronômica","-49.706256","-27.308347","-49.706256","-27.308347","419","419","Floresta Ombrófila Densa. Erva terrícola, no brejo.","CESJ069533","Valada Mosquitinho","América do Sul",NA,NA,"Angiosperma",NA,NA,"s.n.","04",NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-21 14:42:33-03","UFJF","CESJ","55077","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","J. Cordeiro","2002",NA,NA,"J. Cordeiro","2002","05","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Planta ruderal.","CESJ055077","Guabirotuba","América do Sul",NA,NA,"Angiosperma",NA,NA,"2404","24",NA,"25180","auto",NA,NA,NA,NA,NA
"135","2021-04-07 11:47:17-03","UFMS","CGMS","49793","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.",NA,"2020",NA,NA,"A. Pott; V.J. Pott","2005","11","Brasil","Mato Grosso","Poconé","-56.7005556","-16.5766667","-56,7005556","-16,5766667",NA,NA,NA,"CGMS1079724","Cerca de 10 km a leste da Rodovia Transpantaneira MT-060, Km 32, sub-região de Poconé, Pantanal.",NA,NA,NA,NA,NA,NA,"13574","13",NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-04-07 11:47:17-03","UFMS","CGMS","73804","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.",NA,"2020",NA,NA,"M. do S.M. de Deus; F.A.L. Batista; N.J. da Silva; M. da Silva; B. Da Silva","2014","04","Brasil","Piauí","Picos","-41.4333333","-7.0827778","-41,4333333","-7,0827778",NA,NA,"Inflorescência tipo espigueta, folha com bainha e filotaxia alterna. Habitat: Aquático. Habito: Herbácea emersa fixa.","CGMS1106611","Lagoa (Cata-vento).",NA,NA,NA,NA,NA,NA,"584","04",NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-04-07 11:47:17-03","UFMS","CGMS","70813","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.",NA,"2020",NA,NA,"V.J. Pott; G.A. Damasceno-Junior; J. Nakajima; R. Romero","2001","11","Brasil","Mato Grosso do Sul","Corumbá","-57.5533333","-17.8308334","-57,5533333","-17,8308334",NA,NA,NA,"CGMS1103359","Reserva Acurizal, Rio Paraguai, em frente a Sede.",NA,NA,NA,NA,NA,NA,"5010","19",NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-04-07 11:47:17-03","UFMS","CGMS","70814","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","A. Pott",NA,NA,NA,"V.J. Pott; A. Pott; A.C.M. dos Santos","2002","05","Brasil","Mato Grosso do Sul","Aquidauana","-55.6894444","-20.3555556","-55,6894444","-20,3555556","250","250",NA,"CGMS1103358","Aldeia Córrego Seco, próximo a casa do cacique dos índios Terena.",NA,NA,NA,NA,NA,NA,"5461","06",NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-04-07 11:47:17-03","UFMS","CGMS","20274","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.",NA,"2020",NA,NA,"A. Guglieri; F.J.M. Caporal; L.F. Lima; N.I. Matzenbacher","2006","03","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Panicoideae Habitat: Interior de mata, próximo ao Arroio Petim. Habito: Erva.","CGMS1049671","Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.",NA,NA,NA,NA,NA,NA,"1013","12",NA,"28343","auto",NA,NA,NA,NA,NA
"140","2021-04-07 11:47:17-03","UFMS","CGMS","20271","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.",NA,"2020",NA,NA,"A. Guglieri; F.J.M. Caporal; L.F. Lima; N.I. Matzenbacher","2006","03","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Panicoideae Habitat: Margem do Arroio Petim. Habito: Erva.","CGMS1049668","Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.",NA,NA,NA,NA,NA,NA,"1010","12",NA,"28343","auto",NA,NA,NA,NA,NA
"141","2021-03-01 16:20:26-03","UNICAMP","UEC","31950","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","Boldrini, IJ","1997","08","01","Filgueiras, TS","1983","02","Brazil","São Paulo","Itu","-47.2900009155273","-23.2600002288818",NA,NA,NA,NA,"Erva ca. 1m de altura, inflorescência roxa. Local muito comum.",NA,"Margem de rodovia.",NA,NA,NA,"Liliopsida",NA,NA,"14500","20",NA,"22309","auto",NA,NA,NA,NA,NA
"142","2021-03-01 16:20:26-03","UNICAMP","UEC","16848","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli crus-pavonis","(Kunth) Hitchc.","Boldrini, IJ","1997","08","01","Monteiro, R","1978","05","Brazil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"Altura até 70cm.; Brejo.","UEC019778","Fazenda Campininha",NA,NA,NA,"Liliopsida",NA,"crus-pavonis","7686","08","UEC019778","39309","auto",NA,NA,NA,NA,NA
"143","2020-06-29 11:43:04-03","UFRPE","PEUFR","53113","PreservedSpecimen","Plantae","Poaceae","Echinochloa","cruss-galli","Echinochloa cruss-galli","L.","A.P.Dias","2015",NA,NA,"G.O. Lima","2015","08","Brasil","Pernambuco","Paulista","-34.920833","-7.920833","34º55'15W","07º55'15S","4","4","Planta de porte médio com cerca de 1 m de altura. Com flores e sem frutos.","PEUFR053113","Estação Ecológica Caetés",NA,NA,NA,NA,NA,NA,"30","24",NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-04 13:19:36-03","UDESC","LUSC","1122","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.",NA,NA,NA,NA,"Zanini, G.D.","2003","11","Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"LUSC005185",NA,NA,NA,NA,NA,NA,NA,NA,"17","LUSC005185",NA,NA,NA,NA,NA,NA,NA
"145","2020-12-04 13:19:36-03","UDESC","LUSC","1121","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","Tomazoni, M.C.",NA,NA,NA,"Tomazoni, M.C.","2006","10","Brasil","Santa Catarina","Campos Novos","-51.2249984741211","-27.4016990661621",NA,NA,NA,NA,NA,"LUSC005184",NA,NA,NA,NA,NA,NA,NA,NA,"21","LUSC005184","43319","auto",NA,NA,NA,NA,NA
"146","2020-12-04 13:19:36-03","UDESC","LUSC","4373","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","Post, A.J.",NA,NA,NA,"Post, A.J.","2008","11","Brasil","Santa Catarina","Cunha Porã","-53.168098449707","-26.8936004638672",NA,NA,NA,NA,NA,"LUSC005189","Agropecuária Post.",NA,NA,NA,NA,NA,NA,NA,"01","LUSC005189","12021","auto",NA,NA,NA,NA,NA
"147","2020-12-04 13:19:36-03","UDESC","LUSC","4398","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","Ogawa, V.K.",NA,NA,NA,"Ogawa, V.K.","2008","10","Brasil","Santa Catarina","Frei Rogério","-50.8046989440918","-27.1746997833252",NA,NA,NA,NA,NA,"LUSC005190","Sítio Ogawa.",NA,NA,NA,NA,NA,NA,NA,"05","LUSC005190","14872","auto",NA,NA,NA,NA,NA
"148","2020-12-04 13:19:36-03","UDESC","LUSC","1120","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.",NA,NA,NA,NA,"Égerton Z.","2002","10","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,NA,"LUSC005183","Epagri.",NA,NA,NA,NA,NA,NA,NA,"22","LUSC005183","27253","auto",NA,NA,NA,NA,NA
"149","2019-01-17 11:23:25-02","PUCRS","MPUC","14856","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","T. Strehl",NA,NA,NA,NA,"1988","02","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,NA,".","South America",NA,NA,NA,"Poales",NA,NA,"23",NA,NA,NA,"Liliopsida","1",NA,NA,NA
"150","2020-09-24 17:42:54-03","PUCRS","MPUC","7495","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","Equipe do Projeto","2010","01","01",NA,"1988","01","Brasil","RS","Cachoeira do Sul","-52.8938889","-30.0394444","-52.8938889000","-30.0394444000",NA,NA,NA,NA,"Distrito Ferreira","South America",NA,NA,NA,"Poales",NA,NA,"21",NA,NA,NA,"Liliopsida","1",NA,NA,NA
"151","2019-01-17 11:23:27-02","PUCRS","MPUC","1410","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","E.M. Pfitscher","1975","01","01",NA,"1974","03","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,NA,".","South America",NA,NA,NA,"Poales",NA,NA,"26",NA,NA,NA,"Liliopsida","1","71",NA,NA
"152","2019-01-17 11:23:25-02","PUCRS","MPUC","1178","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","T. Strehl","1975","01","01",NA,"1975","04","Brasil","RS","Cachoeirinha","-51.0936111","-29.9511111","-51.0936111000","-29.9511111000",NA,NA,NA,NA,".","South America",NA,NA,NA,"Poales",NA,NA,"29",NA,NA,NA,"Liliopsida","1",NA,NA,NA
"153","2019-01-17 11:23:27-02","PUCRS","MPUC","1436","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","E.M. Pfitscher","1975","01","01",NA,"1974","04","Brasil","RS","Cachoeirinha","-51.0936111","-29.9511111","-51.0936111000","-29.9511111000",NA,NA,NA,NA,".","South America",NA,NA,NA,"Poales",NA,NA,"05",NA,NA,NA,"Liliopsida","1","453",NA,NA
"154","2019-01-17 11:23:25-02","PUCRS","MPUC","10371","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","N.I. Matzenbacher","2008","01","01",NA,"1989","02","Argentina","Misiones","Apóstoles",NA,NA,NA,NA,NA,NA,NA,NA,"Porto Azara, arroio Tunas","South America",NA,NA,NA,"Poales",NA,NA,"21",NA,NA,NA,"Liliopsida","1",NA,NA,NA
"155","2020-09-24 17:42:54-03","PUCRS","MPUC","1435","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","E.M. Pfitscher","1975","01","01",NA,"1974","04","Brasil","RS","Cachoeira do Sul","-52.8938889","-30.0394444","-52.8938889000","-30.0394444000",NA,NA,NA,NA,"Distrito Ferreira","South America",NA,NA,NA,"Poales",NA,NA,"03",NA,NA,NA,"Liliopsida","1",NA,NA,NA
"156","2019-01-17 11:23:27-02","PUCRS","MPUC","1096","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","T. Strehl","1975","01","01",NA,"1975","01","Brasil","RS","Cachoeirinha","-51.0936111","-29.9511111","-51.0936111000","-29.9511111000",NA,NA,NA,NA,".","South America",NA,NA,NA,"Poales",NA,NA,"30",NA,NA,NA,"Liliopsida","1","54",NA,NA
"157","2020-09-24 17:42:54-03","PUCRS","MPUC","775","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","T. Strehl","1978","01","01",NA,"1978","02","Brasil","RS","Cachoeira do Sul","-52.8938889","-30.0394444","-52.8938889000","-30.0394444000",NA,NA,NA,NA,"Distrito Ferreira","South America",NA,NA,NA,"Poales",NA,NA,"17",NA,NA,NA,"Liliopsida","1","31",NA,NA
"158","2019-01-17 11:23:25-02","PUCRS","MPUC","14863","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(Kunth) Hitchc.","T. Strehl",NA,NA,NA,NA,"1988","02","Brasil","RS","Pelotas","-52.3422222","-31.7719444","-52.3422222000","-31.7719444000",NA,NA,NA,NA,".","South America",NA,NA,NA,"Poales",NA,NA,"04",NA,NA,NA,"Liliopsida","1",NA,NA,NA
"159","2019-01-17 11:23:26-02","PUCRS","MPUC","7500","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","Equipe do Projeto","2010","01","01",NA,"1988","01","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,NA,".","South America",NA,NA,NA,"Poales",NA,NA,"24",NA,NA,NA,"Liliopsida","1",NA,NA,NA
"160","2019-01-17 11:23:26-02","PUCRS","MPUC","7494","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","Equipe do Projeto","2010","01","01",NA,"1988","02","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,NA,".","South America",NA,NA,NA,"Poales",NA,NA,"23",NA,NA,NA,"Liliopsida","1",NA,NA,NA
"161","2019-01-17 11:23:27-02","PUCRS","MPUC","1395","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","E.M. Pfitscher","1975","01","01",NA,"1974","04","Brasil","RS","Cachoeirinha","-51.0936111","-29.9511111","-51.0936111000","-29.9511111000",NA,NA,NA,NA,".","South America",NA,NA,NA,"Poales",NA,NA,"03",NA,NA,NA,"Liliopsida","1","445",NA,NA
"162","2019-01-17 11:23:27-02","PUCRS","MPUC","768","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","T. Strehl","1978","01","01",NA,"1978","03","Brasil","RS","Pelotas","-52.3422222","-31.7719444","-52.3422222000","-31.7719444000",NA,NA,NA,NA,".","South America",NA,NA,NA,"Poales",NA,NA,"17",NA,NA,NA,"Liliopsida","1",NA,NA,NA
"163","2019-01-17 11:23:27-02","PUCRS","MPUC","7537","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","Equipe do Projeto","2010","01","01",NA,"1988","03","Brasil","RS","Uruguaiana","-57.0880556","-29.755","-57.0880556000","-29.7550000000",NA,NA,NA,NA,".","South America",NA,NA,NA,"Poales",NA,NA,"02",NA,NA,NA,"Liliopsida","1",NA,NA,NA
"164","2020-09-24 17:42:54-03","PUCRS","MPUC","1409","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","E.M. Pfitscher","1975","01","01",NA,"1974","04","Brasil","RS","Cachoeira do Sul","-52.8938889","-30.0394444","-52.8938889000","-30.0394444000",NA,NA,NA,NA,"Distrito Ferreira","South America",NA,NA,NA,"Poales",NA,NA,"13",NA,NA,NA,"Liliopsida","1",NA,NA,NA
"165","2019-01-17 11:23:27-02","PUCRS","MPUC","1406","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","E.M. Pfitscher","1975","01","01",NA,"1974","04","Brasil","RS","Cachoeirinha","-51.0936111","-29.9511111","-51.0936111000","-29.9511111000",NA,NA,NA,NA,".","South America",NA,NA,NA,"Poales",NA,NA,"05",NA,NA,NA,"Liliopsida","1","4450",NA,NA
"166","2020-09-24 17:42:54-03","PUCRS","MPUC","760","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","T. Strehl","1978","01","01",NA,"1978","03","Brasil","RS","Cachoeira do Sul","-52.8938889","-30.0394444","-52.8938889000","-30.0394444000",NA,NA,NA,NA,"Distrito Ferreira","South America",NA,NA,NA,"Poales",NA,NA,"17",NA,NA,NA,"Liliopsida","1",NA,NA,NA
"167","2019-01-17 11:23:25-02","PUCRS","MPUC","1433","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","E.M. Pfitscher","1975","01","01",NA,"1974","03","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,NA,".","South America",NA,NA,NA,"Poales",NA,NA,"26",NA,NA,NA,"Liliopsida","1",NA,NA,NA
"168","2019-01-17 11:23:27-02","PUCRS","MPUC","1434","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","E.M. Pfitscher","1975","01","01",NA,"1974","04","Brasil","RS","Cachoeirinha","-51.0936111","-29.9511111","-51.0936111000","-29.9511111000",NA,NA,NA,NA,".","South America",NA,NA,NA,"Poales",NA,NA,"05",NA,NA,NA,"Liliopsida","1","448",NA,NA
"169","2019-01-17 11:23:26-02","PUCRS","MPUC","7475","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","Equipe do Projeto","2010","01","01",NA,"1988","02","Brasil","RS","Pelotas","-52.3422222","-31.7719444","-52.3422222000","-31.7719444000",NA,NA,NA,NA,".","South America",NA,NA,NA,"Poales",NA,NA,"04",NA,NA,NA,"Liliopsida","1",NA,NA,NA
