"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"42","2021-03-15 16:37:00-03","NY","NYBG","818301","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","H. S. Irwin","11631","1966","01","13","South America","Brazil","sheet",NA,"Unicate. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860086' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818301","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Distrito Federal","Confluence of Riberão Bananal with Lagoa Paranoá.","-47.9","-15.73","975","975","NY00818301_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00906705","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","E. P. Heringer","700","1978","11","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982384' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906705","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Distrito Federal","A 500 m da margem do lago Paranoá","-47.9294","-15.7797",NA,NA,"NY00906705_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00906707","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","P. Clausen","194a",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982391' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906707","Magnoliophyta","Myrtales","(Cambess.) O.Berg",NA,"Minas Gerais","Minas, Brasilia",NA,NA,NA,NA,"NY00906707_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00906674","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","A. P. Duarte","5696","1961","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982319' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906674","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Minas Gerais","Base da Serra do Cipó","-43.539757","-19.388386",NA,NA,"NY00906674_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","579565","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","L. R. Landrum","4015","1981","12","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593862' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579565","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Paraná","Sao José dos Pihais, new suburb Jupiter.","-49.17","-25.5","900","900","NY00579565_01","Sao José dos Pinhais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","00906624","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","H. S. Irwin","9267","1965","10","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906624","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Distrito Federal","Ca. 5 km N. of Planaltina, on road to São Gabriela","-47.6667","-15.57151","1200","1200","NY00906624_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","00906669","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","M. T. V. do A. Campos","CFCR13485","1990","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982324' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906669","Magnoliophyta","Myrtales","(Cambess.) O.Berg","M. L. Kawasaki","Minas Gerais","Alto do Morro do jambeiro, flanco da descida para o Córrego Escurinha","-42.8894","-16.5594","750","750","NY00906669_01","Grão Mogol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","00906695","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","A. G. Ferreira","10","1965","09","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982341' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906695","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Minas Gerais","Estrada Belo Horizonte-Lagoa Santa, km. 32",NA,NA,NA,NA,"NY00906695_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","00906700","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","P. Clausen","156A",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906700","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum",NA,"Brasilia",NA,NA,NA,NA,"NY00906700_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","818303","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","H. S. Irwin","10850","1965","11","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860089' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818303","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Goiás","Serra dos Pirineus, ca. 12 km S. of Corumbá de Goiás.","-48.8086","-16.03204","1000","1000","NY00818303_01","Corumbá de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","00906648","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","L. R. Landrum","4240","1982","01","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982300' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906648","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Minas Gerais","Serra do Cipó, between Veu da Novia and Alto do Palacio","-43.67","-19.25","1000","1400","NY00906648_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","00906646","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","W. R. Anderson","8997","1973","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982293' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906646","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Minas Gerais","Serra do Espinhaço, 13 km by road SW of Rio Jequití and Mendanha on road to Diamantina","-43.58685","-18.18305","1410","1410","NY00906646_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","567245","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","L. R. Landrum","3948","1981","12","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567245","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Paraná","Fazenda Santa Rita, ca. 65 km W of Curitiba on rd to Ponta Grossa.","-49.83","-25.42",NA,NA,"NY00567245_01","Palmeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","567241","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","L. R. Landrum","3929","1981","12","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593845' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567241","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Paraná","Fazenda Santa Rita, ca. 65 km W of Curitiba on rd to Ponta Grossa.","-49.83","-25.42",NA,NA,"NY00567241_01","Palmeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","00906697","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","H. Bastos","s.n.","1945","07",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982360' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906697","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Minas Gerais","Sao Juliao",NA,NA,NA,NA,"NY00906697_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","00906621","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","H. S. Irwin","5997","1964","09","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982282' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906621","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Distrito Federal","Ca. 32 km. S.W. of Brasília on rd to Anápolis.","-48.2","-15.98","700","1000","NY00906621_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","00906706","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","P. Clausen","197A",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906706","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum",NA,"Brasilia",NA,NA,NA,NA,"NY00906706_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","579561","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","G. G. Hatschbach","22349","1969","10","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593859' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579561","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Paraná","Vila Velha","-50.012929","-25.234872",NA,NA,"NY00579561_01","Ponta Grossa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","00906673","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","A. P. Duarte","8918","1965","09","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982318' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906673","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Minas Gerais","Diamantina","-43.6003","-18.2494",NA,NA,"NY00906673_01","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","00907472","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","P. E. Gibbs","2680","1976","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985895' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907472","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Goiás","Rodovia Itumbiara-Goiania a 170 km de Goiânia","-49.3544","-18.0128",NA,NA,"NY00907472_01","Goiatuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","579566","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","L. R. Landrum","3908","1981","12","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593863' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579566","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Paraná","Ca 10 km E of Curitiba.","-49.17","-25.5",NA,NA,"NY00579566_01","Piraquara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","579569","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Gurgel","15067","1929","12","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593869' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579569","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Paraná","Entre Santa Barbara e Canta Galo.",NA,NA,NA,NA,"NY00579569_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","567196","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","R. P. Martins","10429","1979",NA,NA,"South America","Brazil","sheet",NA,"Date on label written as 26.0.79 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593839' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567196","Magnoliophyta","Myrtales","(Cambess.) O.Berg",NA,"São Paulo","Em cerrado da Faz. Campininha.","-47.164784","-22.242395",NA,NA,"NY00567196_01","Moji-Mirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","00906625","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","H. S. Irwin","18086","1966","07","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982290' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906625","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Distrito Federal","Rio Torto, ca. 10 km. N. of Brasília.","-47.9294","-15.7797","1000","1000","NY00906625_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","818292","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","L. O. Williams","7467","1945","09","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860061' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818292","Magnoliophyta","Myrtales","(Cambess.) O.Berg","M. L. Kawasaki","Minas Gerais","Morro das Pedras","-43.9378","-19.9208","1000","1000","NY00818292_01","Belo Horizonte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","567250","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","A. C. Cervi","3242","1990","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593867' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567250","Magnoliophyta","Myrtales","(Cambess.) O.Berg","A. Uhlmann","Paraná","Arredores de Jaguariaíva.","-49.68","-24.23",NA,NA,"NY00567250_01","Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","00906647","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","L. Duarte","172","1962","09","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982295' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906647","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Distrito Federal","Gama","-47.9294","-15.7797",NA,NA,"NY00906647_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","567247","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","L. R. Landrum","3965","1981","12","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593851' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567247","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Paraná","Fazenda Santa Rita, ca. 65 km W of Curitiba on rd to Ponta Grossa.","-49.83","-25.42",NA,NA,"NY00567247_01","Palmeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","567243","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","L. R. Landrum","3941","1981","12","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593847' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567243","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Paraná","Fazenda Santa Rita, ca. 65 km W of Curitiba on rd to Ponta Grossa.","-49.83","-25.42",NA,NA,"NY00567243_01","Palmeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","579564","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","G. Gardner","4684","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593861' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579564","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum",NA,"Brasilia",NA,NA,NA,NA,"NY00579564_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","00906703","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","A. Macedo","3762","1952","09","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982379' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906703","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Minas Gerais","Serra do Cipó, Mato Dentro","-43.539757","-19.388386",NA,NA,"NY00906703_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","1145341","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","P. G. Delprete","9095","2004","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1310814' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145341","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Goiás","Serra dos Pireneus. Córrego da Barriguda.","-48.8842","-15.8175","1080","1080","NY01145341_01","Pirenópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","00906671","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","P. E. Gibbs","2641","1976","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906671","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Goiás","Rodovia Itumbiara- Goiania a 170 km de Goiania","-49.3544","-18.0128",NA,NA,"NY00906671_01","Goiatuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","579551","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","G. G. Hatschbach","45451","1982","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593854' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579551","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Paraná","Ponta do Papagaio","-50.0064","-25.4294",NA,NA,"NY00579551_01","Palmeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","00906704","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","E. P. Heringer","9027","1962","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982383' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906704","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Distrito Federal","Horto do Guará","-47.9294","-15.7797",NA,NA,"NY00906704_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","579567","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","P. K. H. Dusén","15910","1914","11","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593871' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579567","Magnoliophyta","Myrtales","(Cambess.) O.Berg",NA,"Paraná","Jaguariahyva opp.","-49.713647","-24.340602","730","730","NY00579567_01","Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","1015852","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","L. B. Smith","15757","1971","12","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114887' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015852","Magnoliophyta","Myrtales","(Cambess.) O.Berg","L. R. Landrum","Santa Catarina","Campo Novo, 5 km from Mafra.","-49.849819","-26.072275",NA,NA,"NY01015852_01","Sao Joaquim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
