"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"630","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018563","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Faria Junior, J. E. Q.","183","2005","12","19",NA,"Brazil",NA,NA,"Subarbusto 50 cm, frutos imaturos verdes, maduros verde amarilados.",NA,"Magnoliophyta","Myrtales","Blume","L. H. Soars Silva, 2007","Goias","Campus U. E. G.- Anápolis","-48.969448","-16.379555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009238","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","B. Stannard; H. Longhi-Wagner and M. Harley","6200","1984","11","19",NA,"Brazil",NA,NA,"Coor from www.fallingrain.com/world; Arbusto ate 1.5m alt.; folhas coriaceas e frutos verdes. Proximo de riacho, mata.",NA,"Magnoliophyta","Myrtales","Blume","M.L. Kawasaki, Feb/1985.","Minas Gerais","Estrada para Conselheiro Mata, cerca de 4km da estrada Diamantina-Curvelo.","-43.6","-18.25",NA,NA,NA,"Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009292","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","E. Zardini; Leongino Guerrero","39664","1994","6","29",NA,"Paraguay",NA,NA,"Shrub 1m. Corolla white.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum, 2003.","Concepcion","Estancia Belo Horizonte.","-57.4253","-22.7972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0052773","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","B. S. Bertoni","953-a",NA,NA,NA,NA,"Paraguay",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Blume","M. Sobral, 1994","Alto Parana","Departamento de Alto Parana-Canindeyu. arbolillo muy abundanto a la Sabana Enana de la localidad de Laurel.","-55.1833","-24.85","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009226","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","G. Hatschbach; R. Kummrow","48450","1984","10","14",NA,"Brazil",NA,NA,"Coor from www.fallingrain.com/world; Arbuto 1m, flor alva. Campo cerrado.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum, 1987.","Mato Grosso do Sul","Rod. p/ Cel. Sappucaia.","-55.2167","-23.0833",NA,NA,NA,"Amambai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009269","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","L. R. Landrum; S.S. Landrum, I. Besualdo and N. Soria","8715","1995","8","20",NA,"Paraguay",NA,NA,"Shrub ca. 1m high.",NA,"Magnoliophyta","Myrtales","Blume",NA,"Amambay","Parque Nacional Cerro Cora. Cerrado de Nandu","-56.0833","-22.5833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","2019-04-08 21:37:24-03","ASU","ASU-PLANTS","ASU0305112","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Elsa M. Zardini; S. Ramirez","51124",NA,NA,NA,NA,"Paraguay",NA,NA,"Shrub 1 m. Corolla white",NA,"Magnoliophyta","Myrtales","Blume","L. R. Landrum","Canindeyu","Mbaracayu Natural_Reserve administered by Fundacidn Moises Bertoni Aguara Nu","-55.28","24.183333","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009290","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","E. Zardini; Leongino Guerrero","53934","2000","1","16",NA,"Paraguay",NA,NA,"Shrub 1m, corolla white.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum, 2003.","Concepcion","Around Sargento Jose E. Lopez. (Puentecinho)","-56.8972","-22.3828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009232","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","P.H. Miyagi; V.C. Souza, J.P. Souza, V.R. Scalon","607","1995","5","27",NA,"Brazil",NA,NA,"Arbusto, ca. 30cm alto; flores alvas.",NA,"Magnoliophyta","Myrtales","Blume",NA,"Sao Paulo","Mun. Itarare. Fazenda Espinho. Beira estrada Itarare-Bom Suceso de Itarare.","-46.820441","-23.789069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060420","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","N. Soria","1764","1987",NA,"12",NA,"Paraguay",NA,NA,"Sufrutice 0.50 m. Flores blancas.",NA,"Magnoliophyta","Myrtales","Blume","L. R. Landrum","Amambay","Cerro Cora, selva del cerro.","-56.211643","-22.631878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018578","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Elsa Matilde Zardini&Leongino Guerrero","43271","1995","8","22",NA,"Paraguay",NA,NA,"Shrub 1 m. Corolla white. DNA voucher.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum (ASU),","San Pedro","Yaguareté forest (Sustainable Forest Systems Site) E of arroyo Mboi. Cerrado scrub on red, sandy soil.","-56.12","-23.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009288","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","E. Zardini; Tulio Tilleria","37398","1993","11","18",NA,"Paraguay",NA,NA,"Shrub 1m. Fruit brown.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum, 2003.","Concepcion","Paso Horqueta, 6km north of Loreto.","-57.1833","-23.2167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009275","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","G. Hatschbach; M. Hatschbach, V. Nicolack","52974","1989","5","20",NA,"Brazil",NA,NA,"Arbusto 1m., flor alva.",NA,"Magnoliophyta","Myrtales","Blume",NA,"Minas Gerais","Alves (mun. Congonha do Norte).","-42.75","-18.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","2018-10-01 14:06:34-03","ASU","ASU-PLANTS","ASU0018574","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Elsa Matilde Zardini&Isabelino Chaparro","50686",NA,NA,NA,NA,"Paraguay",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum (ASU),","Canindeyu","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni: around Aguará-Ñú. Cerrado scrub on red sandy soil. Collecting area: around two hectares.","-55.28","-24.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009249","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","L. R. Landrum; I. Basualdo","8845","1995","11","18",NA,"Paraguay",NA,NA,"Shrub in grassland, ca. 1m high.",NA,"Magnoliophyta","Myrtales","Blume",NA,"Canindeyu","Ygatimi, Reserva Natural del Bosque Mbaracayu, Valinotti Cue in E side of Reserva,","-55.6667","-24.1667",NA,NA,NA,"Ygatimi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0052772","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","B. S. Bertoni","956-a",NA,NA,NA,NA,"Paraguay",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Blume","M. Sobral, 1994","Alto Parana","Departamento de Alto Parana - Canindeyu. arbolillo muy frecuente eu la Sabana Enana de la localidad de Laurel.","-55.1833","-24.85","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","2021-01-17 17:52:47-03","ASU","ASU-PLANTS","ASU0304760","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Elsa Matilde Zardini","43573","1995","8","24",NA,"Paraguay",NA,NA,"Shrub 50 cm. Corolla white.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum","San Pedro","Yaguareté forest (Sustainable Forest Systems Site). Trail to confluence.","-56.213333","-23.829444","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009264","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","I. Gottsberger; G. Gottsberger","22-25990","1990","9","25",NA,"Brazil",NA,NA,"Coor from www.fallingrain.com/world; Shrub 30-60cm. Ind Nr2.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum, 1991.","Minas Gerais","Fazenda Bela Tanda and neighboring fazendas: Fazenda Tabatinga.","-47.9167","-19.0333",NA,NA,NA,"Indianopolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009244","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","A. Schinini; G. Caballero Marmori","27223","1990","10","11",NA,"Paraguay",NA,NA,"Arbusto gemifero, sufruticoso de hasta 45-50cm alt; follaje verde y amarillente; flores blancas",NA,"Magnoliophyta","Myrtales","Blume",NA,"Alto Parana","Ea. Santa Elena, Pira Pyta.","-54.5833","-25.2833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009242","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","William Hahn","845","1982","12","13",NA,"Paraguay",NA,NA,"Shrub to 2m tall. Fruits green.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum, 1988.","Caaguazu","7km S of Yhu.","-55.9167","-25.1667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009289","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","E. Zardini; Daniel Quintana","53914","2000","1","15",NA,"Paraguay",NA,NA,"Shrub 1m. Fruit black.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum, 2003.","Concepcion","Estancia Lapuri, between Estancia Arrecife and road to Valle Mi.","-57.4761","-22.3597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009250","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","J. H. Kirkbride, Jr.","4942","1982","11","4",NA,"Brazil",NA,NA,"Arbusto ate 3cm; frutos verdes.",NA,"Magnoliophyta","Myrtales","Blume","C. Proenca, 1994.","Distrito Federal","Ca. 2km N do Corrego do Cupim","-48.1667","-15.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009237","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","J. M. Silva; F.J. Zelma","12","1985","10","30",NA,"Brazil",NA,NA,"Coor from www.fallingrain.com/world; Subarbusto de flores alvas; campo limpo.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum, 1987.","Parana","Villa Guarani","-49.2333","-25.2833",NA,NA,NA,"Colombo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009254","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","J. M. Rezende","73","1995","8","30",NA,"Brazil",NA,NA,"Subarbusto cerca de 35cm altura. Flores brancas. Os botoes podem apresentar-se de cor rosea ben claro; como tambem algumas de suas petalas no lado externo.",NA,"Magnoliophyta","Myrtales","Blume","C. Proenca, 7/Nov/1996.","Distrito Federal","Samambia. Na porcao noroeste do Parque.","-48.149858","-15.889995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","2018-10-01 14:06:34-03","ASU","ASU-PLANTS","ASU0018576","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Elsa Matilde Zardini&Idilfo Franco","54964","2000","8","28",NA,"Paraguay",NA,NA,"Shrub 1 m. Corolla white.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum (ASU),","Canindeyu","AguaraÑu. Cerrado forest and cerrado scrub.","-55.28","-24.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","2018-10-01 14:06:34-03","ASU","ASU-PLANTS","ASU0018573","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Elsa Matilde Zardini&Silverio Ramírez Benítez","51382","1999","9","24",NA,"Paraguay",NA,NA,"Tree 2 m. Corolla white.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum (ASU),","Canindeyu","Mbaracayú, Natural Reserve administered by Fundación Moisés Bertoni: Aguará-Ñú-Horqueta Mi. Cerrado scrub and cerrado forest on red sandy soil.","-55.29","-24.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018579","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Elsa Matilde Zardini&Tulio Tilleria","37398","1993","11","18",NA,"Paraguay",NA,NA,"Shrub 1 m. Fruit brown.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum (ASU),","Concepcion","Loreto - Paso Horqueta. 6 km north of Loreto. Cerrado scrub.","-57.18","-23.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057328","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","E. B. Miranda; T. S. Nunes, M. M. Silva Castro","1024","2007","8","29",NA,"Brazil",NA,NA,"Arbusto ca. 1.5 m alt. Folhas cartáceas. Flores brancas com anteras amarelas.",NA,"Magnoliophyta","Myrtales","Blume","L. R. Landrum","Minas Gerais","Diamantina. 2 km após Guinda.","-43.06722","-18.24722","1409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009240","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","S. Ferrucci; R. Vanni y L. Ferraro.","657","1988","9","14",NA,"Paraguay",NA,NA,"Arbusto 1.50m alt; flores blancas.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum, 1989.","Amambay","Parque Nacional Cerro Cora. En cerrado proximo al Cerro Muralla.","-56.214046","-22.630611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009262","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","V.C. Souza; F.F. Mazine, R.T. Tsuji.","26923","2001","8","27",NA,"Brazil",NA,NA,"Coor and elev from www.fallingrain.com/world",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum, 2002.","Minas Gerais","Serra da Soledade.","-43.8","-19.9",NA,NA,NA,"Sabara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","2018-10-01 14:06:34-03","ASU","ASU-PLANTS","ASU0018588","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Elsa Matilde Zardini&Silverio Ramírez Benítez","51273","1999","9","23",NA,"Paraguay",NA,NA,"Tree 6 m. Corolla white.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum (ASU),","Canindeyu","Mbaracayú Natural Reserve administered by Fundación Moisés Bertoni: Aguará Ñú. Cerrado scrub on red sandy soil.","-55.28","-24.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009272","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","G. Caballero Marmori","1773","1990","11","16",NA,"Paraguay",NA,NA,"Arbusto, hojas con haz verde-oscuro, enves verde claro; inflorescencias ascendentes; flores blancas.",NA,"Magnoliophyta","Myrtales","Blume",NA,"Alto Parana","Estancia Santa Elena. Pira Pyta","-54.5833","-25.2833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009287","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","E. Zardini; Isabelino Chaparro","49252","1998","10","29",NA,"Paraguay",NA,NA,"Shrub 50cm. Corolla white.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum, 2003.","Canindeyu","Reserve around lagunita. Administered by Fundacion Moises Bertoni.","-55.4381","-24.1303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009273","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","William Hahn","1764","1983","11","1",NA,"Paraguay",NA,NA,"Small tree to 1m tall. Fruits green.",NA,"Magnoliophyta","Myrtales","Blume","B.K. Holst, 1991","Amambay","Parque","-56.0833","-22.6667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009281","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","F. C. A. Oliveira; D. Alvarenga","229","1995","2","8",NA,"Brazil",NA,NA,"Arbusto ca. 0.70cm de altura; flores brancas; estames amarelos.",NA,"Magnoliophyta","Myrtales","Blume",NA,"Distrito Federal","Santuario de la Vida Silvestre do Riacho Fundo.","-47.740886","-15.783333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009243","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","A. Schinini; M. Dematteis y G. Caballero Marmori.","31485","1996","10","17",NA,"Paraguay",NA,NA,"Arbusto rizomatoso, ramas suberectas de 1m de alto, hojas verde-glaucas.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum, 1997.","Alto Parana","Bosque de la Represa Itaupu, del Rio Parana, 18km N de Ciudad del Este.","-54.5833","-25.3667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0052949","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","T. M. Cipríano; C. Proença","13","2006","9","14",NA,"Brazil",NA,NA,"Herbário UB 24062; Subarbusto 0.4m. Flor branca. Flores vistosas e com perfume agradável. Folhas glabras. Popular: Gabiroba",NA,"Magnoliophyta","Myrtales","Blume","M. Ibrahim","Distrito Federal","Brasilia","-47.9111","-15.9111","1012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","2018-10-01 14:06:34-03","ASU","ASU-PLANTS","ASU0018586","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Elsa Matilde Zardini&Isabelino Chaparro","49480","1998","10","31",NA,"Paraguay",NA,NA,"Shrub 1 m. Fruit yellow.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum (ASU),","Canindeyu","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni. Ñandurokai. Cerrado scrub.","-55.48","-23.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009229","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","G. Hatschbach; J. M Silva","51559","1987","10","23",NA,"Brazil",NA,NA,"Arbusto 70cm; flores alvas.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum, 1988.","Mato Grosso do Sul","Boa Vista. Rod para caracol.","-56.525886","-22.082509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009276","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","G. Hatschbach; M. Hatschbach, J. M. Silva","52436","1988","10","20",NA,"Brazil",NA,NA,"Coor from www.fallingrain.com/world; Arbusto 1m.",NA,"Magnoliophyta","Myrtales","Blume",NA,"Mato Grosso do Sul","Rod. BR-060.","-55.8","-20.5167",NA,NA,NA,"Anastacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0052972","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","C. A. S. Correia","58","2005","8","30",NA,"Brazil",NA,NA,"Herbário UB 17954; Arbusto 0.8m. Flor branca e perfumada. Popular: gabiroba",NA,"Magnoliophyta","Myrtales","Blume","C. A. S. Correia","Distrito Federal","Brasilia, Parque das Sucupiras. Setor Sudoeste.","-47.9167","-15.7667","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009256","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","M.C. de Assis","299","1995","10","31",NA,"Brazil",NA,NA,"Coor from www.fallingrain.com/world; Arvoreta, cerca de 2m altura. Fruto cor verde-cinereo.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum, 1999","Distrito Federal","Fazenda Sucurpira.","-47.9167","-15.7833",NA,NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009266","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","M.L. Kawasaki; R. Harley, B. Stannard and J.D.P. Oliveira.","6432","1984","11","26",NA,"Brazil",NA,NA,"Coor from www.fallingrain.com/world; Arbusto ate 80cm. Frutos verde-amarelados. Cerrado.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum, 1986.","Minas Gerais","Sa na estrada para Grao Mogol. 11km de Francisco Sa. Serra do Calixto.","-43.5","-16.4667",NA,NA,NA,"Francisco Sa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009711","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","V.C. Souza; C.M. Sakuragui, J.P Souza, C.D. Sanches, M.Wongtschowski, V.R. Scalon","8867","1995","8","18",NA,"Brazil",NA,NA,"Arbusto, ca.50cm; flores alvas.",NA,"Magnoliophyta","Myrtales","Blume","M. Ibrahim","Sao Paulo","Itarare. Fazenda Ibiti (Ripasa).","-46.820441","-23.789069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009260","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","V.C. Souza; L. Capellari Jr., J.P. Souza","21268","1998","9","8",NA,"Brazil",NA,NA,"Arbusto, ca. 60cm alto; botoes verdes.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum, 2002.","Goias","Estrada entre Catalao e a divisa con MG, ca. 8km de Catalao","-47.9944","-18.2483",NA,NA,NA,"Catalao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009278","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","R. Mello-Silva; M.M Arbo e Joao Vicente","724","1992","11","20",NA,"Brazil",NA,NA,"Arbuto 40cm. Hojas algo discoloras. Frutos immaturos verdes.",NA,"Magnoliophyta","Myrtales","Blume","L.R. Landrum, 1993.","Minas Gerais","14km W de Botumirim, camino hacia Adao Colares y Barrocao.","-43.0833","-16.75",NA,NA,NA,"Botumirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
