"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"51","2020-08-20 20:41:18-03","UFSC","FLOR","22508","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.","Falkenberg, D.B.","Falkenberg, D.B.; Silva Filho, F.A. da","5860","1992","12","04",NA,"Brasil","Santa Catarina","Urubici","Morro da Igreja.","-49.5917015075684","-28.0149993896484","1750","1750",NA,"planta entouceirada, flor sem, 0,8m altura. Colmo levemente oco, folha longitudinalmente metade verde, metade esbranquiçada, ponteaguda.","FLOR0022508",NA,NA,NA,"1992",NA,NA,NA,"30102","auto",NA,NA,NA,NA
"52","2020-08-20 20:41:18-03","UFSC","FLOR","36289","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.","Zanin, A.","Zanin, A.; Santos, B.H.","1457","2007","12","27",NA,"Brasil","Santa Catarina","Urubici","Morro da Igreja.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"ereta, 1,5m altura. Comum.","FLOR0036289",NA,NA,NA,"2008",NA,NA,NA,"30102","auto",NA,NA,NA,NA
"53","2020-08-20 14:59:33-03","UFSC","FLOR","35988","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L.Viana, L.G.Clark & Filg.",NA,"Zanin, A.; Souza, M.L.; Rieper, M. & Nardin, J.","1349","2007","03","13",NA,"Brasil","Santa Catarina","Urubici","Fazenda da Sra. Sônia Munaretto, campo leste do Cânion do Espraiado, Campo dos Padres.","-49.320556","-27.994444","1440","1440",NA,"3,5m altura. Fértil Habitat: campo turfoso","FLOR0035988","FLOR0035988",NA,NA,NA,NA,NA,NA,NA,NA,"49º19'14''W","27º59'40''S",NA,NA
"54","2020-08-20 14:59:33-03","UFSC","FLOR","35987","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L.Viana, L.G.Clark & Filg.",NA,"Zanin, A.; Souza, M.L.; Rieper, M. & Nardin, J.","1348","2007","03","13",NA,"Brasil","Santa Catarina","Urubici","Fazenda da Sra. Sônia Munaretto, campo leste do Cânion do Espraiado, Campo dos Padres.","-49.320556","-27.994444","1440","1440",NA,"3,5m altura Habitat: campo turfoso","FLOR0035987","FLOR0035987",NA,NA,NA,NA,NA,NA,NA,NA,"49º19'14''W","27º59'40''S",NA,NA
"55","2020-08-20 14:59:33-03","UFSC","FLOR","34913","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L.Viana, L.G.Clark & Filg.",NA,"Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1121","2006","04","28",NA,"Brasil","Santa Catarina","Urubici","Fazenda da Sra. Sônia Munareto, parte leste dos campos do Rio Espraiado, Campo dos Padres.","-49.314167","-27.99","1459","1459",NA,"0,6 a 1m altura. Abundante formando grande população. Habitat: turfeira","FLOR0034913","FLOR0034913",NA,NA,NA,NA,NA,NA,NA,NA,"49º18'51''W","27º59'24''S",NA,NA
"56","2020-08-20 20:41:22-03","UFSC","FLOR","40041","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L.Viana, L.G.Clark & Filg.","Greco, T.","Schmidt, R.","1400","2006","06","07",NA,"Brasil","Minas Gerais","São Francisco de Paula","Banhado Amarelo, Aratinga.","-44.9852981567383","-20.7099990844727",NA,NA,NA,NA,"FLOR0040041",NA,NA,NA,"2013",NA,NA,NA,"15684","auto",NA,NA,NA,NA
"57","2021-02-08 12:52:40-03","UFRGS","ICN","172913","S","Plantae","Monocotyledon",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.",NA,"Lorscheitter, ML; Baptista, LRM","s.n.","2006","11","25","América do Sul","Brasil","RS","São Francisco de Paula","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"58","2021-02-08 12:52:39-03","UFRGS","ICN","030689","S","Plantae","Monocotyledon",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.","Schmidt, R","Irgang, BE; Allem et alii, A","s.n.","1974","04","28","América do Sul","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Campo com turfeira.",NA,NA,NA,NA,"2007","05","11",NA,"55856","auto",NA,NA,NA,NA
"59","2021-02-08 12:52:39-03","UFRGS","ICN","152432","S","Plantae","Monocotyledon",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.","Schmidt, R","Grings, M","s.n.","2006","11","08","América do Sul","Brasil","RS","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Banhado.",NA,NA,NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA
"60","2021-02-08 12:52:39-03","UFRGS","ICN","042373","S","Plantae","Monocotyledon",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.","Valls, JFM","Waechter, JL","890","1978","07","28","América do Sul","Brasil","RS","Cambará do Sul","Parque Nacional Aparados da Serra","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Em turfeira, no meio de Sphagnum.",NA,NA,NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA
"61","2021-02-08 12:52:39-03","UFRGS","ICN","153736","S","Plantae","Monocotyledon",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.",NA,"Schmidt, R","1400","2006","06","07","América do Sul","Brasil","RS","São Francisco de Paula","Aratinga banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"62","2021-02-08 12:52:39-03","UFRGS","ICN","153740","S","Plantae","Monocotyledon",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.",NA,"Schmidt, R","1424","2006","12","04","América do Sul","Brasil","RS","São Francisco de Paula","Aratinga banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Rebrota após queimada.",NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"63","2021-02-08 12:52:39-03","UFRGS","ICN","153742","S","Plantae","Monocotyledon",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.",NA,"Lorscheitter, ML","s.n.","2007","12","02","América do Sul","Brasil","RS","São Francisco de Paula","banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"64","2021-02-08 12:52:39-03","UFRGS","ICN","126411","S","Plantae","Monocotyledon",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.","Trevisan, R","Lorscheitter, ML","s.n.","2005","10","29","América do Sul","Brasil","RS","São Francisco de Paula","Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Apresenta-se em touceiras.; Espécie coletada sobre turfeira.",NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"65","2021-02-08 12:52:39-03","UFRGS","ICN","153425","S","Plantae","Monocotyledon",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.",NA,"Schmidt, R","1401","2006","06","07","América do Sul","Brasil","RS","São Francisco de Paula","Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"66","2021-02-08 12:52:40-03","UFRGS","ICN","174761","S","Plantae","Monocotyledon",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.",NA,"Lorscheitter, ML; Baptista, LRM","s.n.","2006","11","25","América do Sul","Brasil","RS","São Francisco de Paula","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525","838","838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"67","2021-02-08 12:52:39-03","UFRGS","ICN","153741","S","Plantae","Monocotyledon",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.",NA,"Schmidt, R","1412","2006","06","07","América do Sul","Brasil","RS","São José dos Ausentes","Serra da Rocinha","-50.0657997131348","-28.7483005523682",NA,NA,NA,"Beira de riacho.",NA,NA,NA,NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA
"68","2021-02-08 12:52:39-03","UFRGS","ICN","153426","S","Plantae","Monocotyledon",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.",NA,"Longhi-Wagner, HM; Schmidt, R","10171a","2006","10","04","América do Sul","Brasil","RS","São José dos Ausentes","Serra da Rocinha","-50.0657997131348","-28.7483005523682",NA,NA,NA,"Campo turfoso.",NA,NA,NA,NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA
"69","2021-02-08 12:52:39-03","UFRGS","ICN","090763","S","Plantae","Monocotyledon",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.","Schmidt, R","Sobral, M","6467",NA,NA,NA,"América do Sul","Brasil","SC","Bom Jardim da Serra","Desfiladeiro do Funil","-49.624698638916","-28.3369007110596",NA,NA,NA,"Campos rupestres entremeados de banhados e capões de mata nebular. Erva em interior de banhado.",NA,NA,NA,NA,"2007","05","11",NA,"32577","auto",NA,NA,NA,NA
"70","2021-02-08 12:52:40-03","UFRGS","ICN","153744","S","Plantae","Monocotyledon",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.",NA,"Schmidt, R","s.n.","2006","11","23","América do Sul","Brasil","SC","Bom Jardim da Serra","Serra do Rio do Rastro","-49.624698638916","-28.3369007110596",NA,NA,NA,"Topo da serra.",NA,NA,NA,NA,NA,NA,NA,NA,"32577","auto",NA,NA,NA,NA
"71","2021-02-08 12:52:40-03","UFRGS","ICN","153745","S","Plantae","Monocotyledon",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.",NA,"Zanin, A; Longhi-Wagner, HM; Souza, ML; Rieper, M","1121","2006","04","28","América do Sul","Brasil","SC","Urubici","Faz. Da Sra. Sônia Munaretto campo leste do Cânion do Espraiado campo dos Padres","-49.5917015075684","-28.0149993896484","1459","1459",NA,"Doação Herbário FLOR (34913); Abundante formando grande população. Altura 0,6 - 1m.; Turfeira.",NA,NA,NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA
"72","2021-02-08 12:52:39-03","UFRGS","ICN","153743","S","Plantae","Monocotyledon",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.","Zanin, A","Zanin, A; Souza, ML; Rieper, M; Nardin, J","1348","2007","03","13","América do Sul","Brasil","SC","Urubici","Faz. Da Sra. Sônia Munaretto campo leste do Cânion do Espraiado campo dos Padres","-49.5917015075684","-28.0149993896484","1440","1440",NA,"Doação Herbário FLOR (35987); Altura 3,5m.; Campo turfoso.",NA,NA,NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA
"73","2021-02-08 12:52:40-03","UFRGS","ICN","153746","S","Plantae","Monocotyledon",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.","Zanin, A","Zanin, A; Souza, ML; Rieper, M; Nardin, J","1349","2007","03","13","América do Sul","Brasil","SC","Urubici","Faz. Da Sra. Sônia Munaretto campo leste do Cânion do Espraiado campo dos Padres","-49.5917015075684","-28.0149993896484","1440","1440",NA,"Doação Herbário FLOR (35988); Fártil, altura 3,5m.; Campo turfoso.",NA,NA,NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA
"74","2021-02-08 12:52:49-03","UFRGS","ICN","192815","S","Plantae","Monocotyledon",NA,"Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L. Viana, L.G. Clark & Filg.",NA,"Valls, JM; Dall'Agnol, M; Fischer, RG","7490","1983","11","24","América do Sul","Brasil","SC","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32577","auto",NA,NA,NA,NA
"75","2020-08-26 10:50:26-03","MCN-FZBRS","HAS","44462","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B. Sm.",NA,"Schmidt, R.","1072","2005","05",NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Campos de Cima da Serra; Josafá; arredores da Estação Ecol. Est. Aratinga","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Em Perigo.","HAS0044462",NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"76","2019-11-21 10:14:49-03","IBt","SP","138393","S","Plantae",NA,NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.","Clark, LG","Rambo, B","45330","1950","01","18",NA,"Brasil","Rio Grande do Sul",NA,"Aparados da Rocinha p. Bom Jesus.",NA,NA,NA,NA,NA,NA,"SP041067","SP041067",NA,NA,"1992","02","28",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 10:14:49-03","IBt","SP","249494","S","Plantae",NA,NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.",NA,"Clark, L; Windisch, P","869B","1991","03","05",NA,"Brasil","Santa Catarina","Urubici","Along road to Morro da Igreja, about 16,7 km from the main road between Urubici and Tubarão, above Fazenda Caiambora, Serra Geral.","-49.483333","-28.116667","1730","1730",NA,NA,"SP041069","SP041069",NA,NA,NA,NA,NA,NA,NA,NA,"-49.483333","-28.116667",NA,NA
"78","2019-11-21 10:14:49-03","IBt","SP","373308","S","Plantae",NA,NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.",NA,"Clark, L; Londoño, X; Oliveira, W","1048","1992","02","25",NA,"Brasil","Santa Catarina","Urubici","Morro da Igreja","-49.483333","-28.116667","1680","1680",NA,NA,"SP041070","SP041070",NA,NA,NA,NA,NA,NA,NA,NA,"-49.483333","-28.116667",NA,NA
