"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"50","2020-08-20 14:54:33-03","UFSC","FLOR","58946","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Fiaschi, P.; Trevisan, R. & Alcantara, S.","4449","2014","12","12",NA,"Brasil","Santa Catarina","Orleans","Parque Nacional de São Joaquim, Estrada para o Morro da Igreja. Trilha para a Pedra Furada.","-49.471667","-28.129167","1740","1740",NA,"Erva com roseta basal. Inflorescência com brácteas esverdeadas, flores arroxeadasPossui amostra em sílica para estudos moleculares Habitat: Floresta nebular","FLOR0058946","FLOR0058946","Lucas, D.B.","2020","01","22","49º28'18''W","28º7'45''S",NA,NA,NA,NA,NA
"51","2020-08-20 14:54:33-03","UFSC","FLOR","21398","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Falkenberg, D.B.","1861","1984","11","16",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Estrada de Praia Grande ao Itaimbezinho.","-50.1446990966797","-29.0478000640869","900","900",NA,NA,"FLOR0021398","FLOR0021398","Lucas, D.","2016","06","02",NA,NA,NA,"30776","auto",NA,NA
"52","2020-08-20 14:54:33-03","UFSC","FLOR","54178","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Hassemer, G.N.; Trevisan, R. & Venturi, S.","645","2012","12","03",NA,"Brasil","Santa Catarina","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,NA,NA,"erva, flores azuladasPossui amostra em sílica para estudos moleculares","FLOR0054178","FLOR0054178","Lucas, D.","2017","01","10",NA,NA,NA,"32577","auto",NA,NA
"53","2020-08-20 14:54:33-03","UFSC","FLOR","25238","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Falkenberg, D.B.","7328","1995","03","26",NA,"Brasil","Santa Catarina","Urubici","Estrada para o Morro da Igreja, km 14.","-49.5917015075684","-28.0149993896484","1770","1770",NA,"flor roxa, 0,5m altura","FLOR0025238","FLOR0025238","Lucas, D.","2016","06","02",NA,NA,NA,"30102","auto",NA,NA
"54","2020-08-20 14:54:33-03","UFSC","FLOR","25513","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Falkenberg, D.B.","7253","1995","03","24",NA,"Brasil","Santa Catarina","Urubici","Topo do Morro da Igreja, próximo do CINDACTA.","-49.5917015075684","-28.0149993896484","1800","1800",NA,"flor capítulo violáceo, 0,5m altura","FLOR0025513","FLOR0025513","Lucas, D.","2016","06","02",NA,NA,NA,"30102","auto",NA,NA
"55","2014-10-09 13:58:35-03","UHH","HBG","512988","S","Plantae",NA,NA,"Umbelliferae/Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H. Wolff","Isotype","Ule, E.","1477","1890","01",NA,"South America","Brazil",NA,NA,"Est. St. Catharina, auf dem Camp der Serra do Oratorio",NA,NA,NA,NA,NA,NA,"HBG512988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-02-08 12:32:57-03","UFRGS","ICN","029169","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Hagelund, K","8970 dupl.A","1975","01","21","América do Sul","Brasil","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Em lugares úmidos do campo.",NA,NA,"Irgang, BE",NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA
"57","2021-02-08 12:32:57-03","UFRGS","ICN","007249","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Ferreira, A; Irgang, BE","s.n.","1969","12","18","América do Sul","Brasil","RS","Bom Jesus","Ausentes","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Turfeira. Capítulos roxos.",NA,NA,"Irgang, BE",NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA
"58","2021-02-08 12:32:57-03","UFRGS","ICN","009375","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Lindeman, JC; Lindeman, FM; Porto, ML; Giardi, AM","s.n.","1971","12","04","América do Sul","Brasil","RS","Bom Jesus","Rocinha campo na margem do planalto fronteira RS-SC. Entre Bom Jesus e Turvo","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Capítulos vermelhos escuros 10 RP 3/2.; Numa valeta com Gramínea, Cyperaceae e Juncaceae.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA
"59","2021-02-08 12:32:57-03","UFRGS","ICN","062132","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Sobral, M; Stehmann, JR","2775","1983","12",NA,"América do Sul","Brasil","RS","Cambará do Sul","Faxinal","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Erva.; Em banhado.",NA,NA,"Lucas, D","2015","12","21",NA,NA,NA,"30776","auto",NA,NA
"60","2021-02-08 12:32:57-03","UFRGS","ICN","174849","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Lorscheitter, ML; Baptista, LRM","s.n.","2006","11","25","América do Sul","Brasil","RS","São Francisco de Paula","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525","838","838",NA,NA,NA,NA,"Lucas, D","2016","08","26",NA,NA,NA,"76715","auto",NA,NA
"61","2021-02-08 12:32:57-03","UFRGS","ICN","172781","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Lorscheitter, ML; Baptista, LRM","s.n.","2007","12","01","América do Sul","Brasil","RS","São Francisco de Paula","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"Lucas, D","2016","08","26",NA,NA,NA,"76715","auto",NA,NA
"62","2021-02-08 12:32:57-03","UFRGS","ICN","193581","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Hagelund, K","8976","1975","01","21","América do Sul","Brasil","SC","Bom Jesus",NA,"-52.3941993713379","-26.7339000701904",NA,NA,NA,NA,NA,NA,"Diober, L","2017","02","01",NA,NA,NA,"7315","auto",NA,NA
"63","2021-02-08 12:32:57-03","UFRGS","ICN","193584","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Hagelund, K","8973","1975","01","21","América do Sul","Brasil","SC","Bom Jesus",NA,"-52.3941993713379","-26.7339000701904",NA,NA,NA,NA,NA,NA,"Diober, L","2017","02","01",NA,NA,NA,"7315","auto",NA,NA
"64","2021-02-08 12:32:57-03","UFRGS","ICN","193585","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Hagelund, K","8971","1975","01","21","América do Sul","Brasil","SC","Bom Jesus",NA,"-52.3941993713379","-26.7339000701904",NA,NA,NA,NA,NA,NA,"Diober, L","2017","02","01",NA,NA,NA,"7315","auto",NA,NA
"65","2021-02-08 12:32:57-03","UFRGS","ICN","197455","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Külkamp, J","186","2016","12","11","América do Sul","Brasil","SC","Urubici","Parque Nacional de São Joaquim, campos de Santa Barbara.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Em campo aberto.",NA,NA,"Lucas, D",NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA
"66","2021-02-08 12:32:57-03","UFRGS","ICN","180994","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Silva Filho, PJS; Ardissone, RE","2152","2014","11","15","América do Sul","Brasil","RS","Cambará do Sul","Caminho para Cânion Fortaleza","-50.006667","-29.076944",NA,NA,NA,"Campo úmido a beira de corrego",NA,NA,"Lucas, DB","2015","12","21","-50.006667","-29.076944",NA,NA,NA,NA,NA
"67","2021-02-08 12:32:57-03","UFRGS","ICN","029168","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Hagelund, K","8977 dupl.A","1975","01","21","América do Sul","Brasil","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Palustre.",NA,NA,"Irgang, BE",NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA
"68","2021-02-08 12:32:57-03","UFRGS","ICN","007251","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Ferreira, A; Irgang, BE","s.n.","1969","12","18","América do Sul","Brasil","RS","Bom Jesus","Ausentes","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Turfeira. Capítulos roxos.",NA,NA,"Irgang, BE",NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA
"69","2021-02-08 12:32:57-03","UFRGS","ICN","007250","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Ferreira, A; Irgang, BE","s.n.","1969","12","18","América do Sul","Brasil","RS","Bom Jesus","Ausentes","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Turfeira. Capítulos roxos.",NA,NA,"Irgang, BE",NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA
"70","2021-02-08 12:32:57-03","UFRGS","ICN","007252","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Ferreira, A; Irgang, BE","s.n.","1969","12","18","América do Sul","Brasil","RS","Bom Jesus","Ausentes","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Turfeira. Capítulos roxos.",NA,NA,"Irgang, BE",NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA
"71","2021-02-08 12:32:57-03","UFRGS","ICN","007260","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Ferreira, A; Irgang, BE","s.n.","1969","12","18","América do Sul","Brasil","RS","Bom Jesus","estrada para Ausentes-Silveira","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Turfeira. Capítulos brancos.",NA,NA,"Irgang, BE",NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA
"72","2021-02-08 12:32:57-03","UFRGS","ICN","050005","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Goergem, J","s.n.","1980","12","27","América do Sul","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,"Irgang, BE",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA
"73","2021-02-08 12:32:57-03","UFRGS","ICN","008001","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Valls, JFM; Arzivenco, L","1410","1970","12","30","América do Sul","Brasil","RS","Cambará do Sul","Serra da Rocinha","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Turfeira.; No campo suave-ondulado. Abundante nas turfeiras.",NA,NA,"Valls, JFM",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA
"74","2021-02-08 12:32:57-03","UFRGS","ICN","130881","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Paz, J","32","2002","11","16","América do Sul","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Turfeira",NA,NA,"Irgang, BE",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA
"75","2021-02-08 12:32:57-03","UFRGS","ICN","130891","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Paz, J","43","2003","02","08","América do Sul","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Turfeira",NA,NA,"Irgang, BE",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA
"76","2021-02-08 12:32:57-03","UFRGS","ICN","174848","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Lorscheitter, ML; Baptista, LRM","s.n.","2006","11","25","América do Sul","Brasil","RS","São Francisco de Paula","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525","838","838",NA,NA,NA,NA,"Lucas, D","2016","08","26",NA,NA,NA,"76715","auto",NA,NA
"77","2021-02-08 12:32:57-03","UFRGS","ICN","174847","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Lorscheitter, ML; Baptista, LRM","s.n.","2009","03","20","América do Sul","Brasil","RS","São Francisco de Paula","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525","838","838",NA,NA,NA,NA,"Lucas, D","2016","08","26",NA,NA,NA,"76715","auto",NA,NA
"78","2021-02-08 12:32:57-03","UFRGS","ICN","174846","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Lorscheitter, ML; Baptista, LRM","s.n.","2009","01","23","América do Sul","Brasil","RS","São Francisco de Paula","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525","838","838",NA,NA,NA,NA,"Lucas, D","2016","08","26",NA,NA,NA,"76715","auto",NA,NA
"79","2021-02-08 12:32:57-03","UFRGS","ICN","125406","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Irgang, BE; Turma de Macrofitas Aquaticas","s.n.","2002","12","18","América do Sul","Brasil","RS","São José dos Ausentes","a 20km antes de Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; turfeira",NA,NA,"Turma de Macrofitas Aquaticas",NA,NA,NA,NA,NA,NA,"42598","auto",NA,NA
"80","2021-02-08 12:32:57-03","UFRGS","ICN","092750","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Longhi-Wagner, HM","s.n.","1980","11","27","América do Sul","Brasil","RS","São José dos Ausentes","Serra da Rocinha","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,NA,NA,"Lucas, D","2015","12","21",NA,NA,NA,"42598","auto",NA,NA
"81","2021-02-08 12:32:57-03","UFRGS","ICN","193582","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Hagelund, K","8977","1975","01","21","América do Sul","Brasil","SC","Bom Jesus",NA,"-52.3941993713379","-26.7339000701904",NA,NA,NA,NA,NA,NA,"Diober, L","2017","02","01",NA,NA,NA,"7315","auto",NA,NA
"82","2021-02-08 12:32:57-03","UFRGS","ICN","193583","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Hagelund, K","8970","1975","01","21","América do Sul","Brasil","SC","Bom Jesus",NA,"-52.3941993713379","-26.7339000701904",NA,NA,NA,NA,NA,NA,"Diober, L","2017","02","01",NA,NA,NA,"7315","auto",NA,NA
"83","2021-02-08 12:32:57-03","UFRGS","ICN","193586","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Hagelund, K","8969","1975","01","21","América do Sul","Brasil","SC","Bom Jesus",NA,"-52.3941993713379","-26.7339000701904",NA,NA,NA,NA,NA,NA,"Diober, L","2017","02","01",NA,NA,NA,"7315","auto",NA,NA
"84","2021-02-08 12:32:57-03","UFRGS","ICN","193580","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Hagelund, K","12068","1978","01","16","América do Sul","Brasil","SC","Bom Jesus","Serra da Rosinha","-52.3941993713379","-26.7339000701904",NA,NA,NA,NA,NA,NA,"Diober, L","2017","02","01",NA,NA,NA,"7315","auto",NA,NA
"85","2021-02-08 12:32:57-03","UFRGS","ICN","135166","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Longhi-Wagner, HM; Garcia, R","7273","2001","01","19","América do Sul","Brasil","SC","Timbé do Sul","Serra da Rocinha","-49.8471984863281","-28.8302993774414",NA,NA,NA,NA,NA,NA,"Lucas, DB","2015","12","21",NA,NA,NA,"15081","auto",NA,NA
"86","2021-02-08 12:32:57-03","UFRGS","ICN","135163","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H.Wolff",NA,"Longhi-Wagner, HM; et al.","7373","2001","01","21","América do Sul","Brasil","SC","Urubici","Parque Nacional de São Joaquim","-49.5917015075684","-28.0149993896484",NA,NA,NA,"flor roxo base revoluta",NA,NA,"Lucas, DB","2015","12","21",NA,NA,NA,"30102","auto",NA,NA
"87","2019-10-04 16:06:10-03","MCN-FZBRS","HAS","86796B","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H. Wolff.",NA,"Irgang, B.E.","s.n.","1998","04",NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Caniôn do Macuco","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Turfeira, próximo à cerca perpendicular do caniôn.","HAS086796B",NA,"Diober Lucas","2016","11","05",NA,NA,NA,"30776","auto",NA,NA
"88","2019-10-04 16:06:10-03","MCN-FZBRS","HAS","81638","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H. Wolff.",NA,"Silveira, N.","12188","1993","11",NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Inflorescência marrom-arroxeada.","HAS0081638",NA,"Diober Lucas","2016","11","05",NA,NA,NA,"30776","auto",NA,NA
"89","2019-10-04 16:06:10-03","MCN-FZBRS","HAS","70543","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","urbanianum","Eryngium urbanianum","H. Wolff.",NA,"Neves, M.","1779","1993","11",NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Erva ca. 30 cm altura. Rara e dispersa em lugar úmido.","HAS0070543",NA,"Diober Lucas","2016","11","05",NA,NA,NA,"30776","auto",NA,NA
