"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","county","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","sex","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"47","2015-09-04 04:31:41-03","MNHN","RECOLNAT_MNHN_P","P03258228","PreservedSpecimen",NA,"Araliaceae","Aralia","warmingiana","Aralia warmingiana","Glaziou, A.",NA,"1891","8","2",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03258228' target='other'> <mi>dwc_moreinfo</mi></a>","P03258228","Rio de Janeiro","Imabatiba",NA,NA,NA,NA,NA,NA,"(Marchal) J.Wen",NA,NA,NA,"P03258228_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19416 a",NA,NA
"48","2015-09-04 04:31:41-03","MNHN","RECOLNAT_MNHN_P","P03258229","PreservedSpecimen",NA,"Araliaceae","Aralia","warmingiana","Aralia warmingiana","Smith, L.B.|Klein, R.M.",NA,"1964","12","18",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03258229' target='other'> <mi>dwc_moreinfo</mi></a>","P03258229","Santa Catarina","Forest aboce Rio Uriguai, Barra Macaco Branco","-53.76667","-27.16667",NA,NA,NA,NA,"(Marchal) J.Wen","Itapiranga","150","250","P03258229_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14120",NA,NA
"49","2015-09-04 04:31:41-03","MNHN","RECOLNAT_MNHN_P","P03258227","PreservedSpecimen",NA,"Araliaceae","Aralia","warmingiana","Aralia warmingiana","Glaziou, A.",NA,"1873","10","8",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03258227' target='other'> <mi>dwc_moreinfo</mi></a>","P03258227","Rio de Janeiro","Engenho Novo",NA,NA,NA,NA,NA,NA,"(Marchal) J.Wen",NA,NA,NA,"P03258227_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2015-09-04 04:31:41-03","MNHN","RECOLNAT_MNHN_P","P03258224","PreservedSpecimen",NA,"Araliaceae","Aralia","warmingiana","Aralia warmingiana","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03258224' target='other'> <mi>dwc_moreinfo</mi></a>","P03258224","Rio de Janeiro","Brésil. (Rio Janeiro)",NA,NA,NA,NA,NA,NA,"(Marchal) J.Wen",NA,NA,NA,"P03258224_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6559",NA,NA
"51","2015-09-04 04:31:41-03","MNHN","RECOLNAT_MNHN_P","P03258225","PreservedSpecimen",NA,"Araliaceae","Aralia","warmingiana","Aralia warmingiana","Glaziou, A.",NA,"1878","12","28",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03258225' target='other'> <mi>dwc_moreinfo</mi></a>","P03258225","Rio de Janeiro","Engenho Novo",NA,NA,NA,NA,NA,NA,"(Marchal) J.Wen",NA,NA,NA,"P03258225_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10895",NA,NA
"52","2015-09-04 04:31:41-03","MNHN","RECOLNAT_MNHN_P","P03258226","PreservedSpecimen",NA,"Araliaceae","Aralia","warmingiana","Aralia warmingiana","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03258226' target='other'> <mi>dwc_moreinfo</mi></a>","P03258226","Rio de Janeiro","Brésil. Province de Rio Janeiro",NA,NA,NA,NA,NA,NA,"(Marchal) J.Wen",NA,NA,NA,"P03258226_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10895",NA,NA
"53","2020-12-11 11:32:05-03","UFMG","BHCB","194373","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Ferreira, VL; Stehmann, JR; Santos, GVA","157","2019","01","24","Southern America","Brasil",NA,NA,"Afloramento de calcáreo, em fenda no maciço.","BHCB194373","Minas Gerais","Gruta da Lapinha","-43.959444","-19.560556","-43.959444","-19.560556","Dicotyledon",NA,"(Marchal) J.Wen","Lagoa Santa","734","734",NA,NA,"2019","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-01-15 17:52:56-03","UFMG","BHCB","145739","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Mansur, T","1","2008","11","28","Southern America","Brasil",NA,NA,"Floresta Estacional decidual",NA,"Minas Gerais",NA,"-45.6613998413086","-20.3705997467041",NA,NA,"Dicotyledon",NA,"(Marchal) J.Wen","Pains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18263","auto",NA,NA,NA
"55","2020-12-11 11:32:05-03","UFMG","BHCB","50472","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Soares e Silva, LH","s.n.","1993","03","03","Southern America","Brasil",NA,NA,"Árvore, 30m de alt, botões florais e flores amareladas, odorífera, rara na area.",NA,"Paraná",NA,"-51.1627998352051","-23.3103008270264",NA,NA,"Dicotyledon",NA,"(Marchal) J.Wen","Londrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA
"56","2020-12-11 11:32:05-03","UFMG","BHCB","32691","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Brima, AE","s.n.","1996","03","03","Southern America","Brasil",NA,NA,NA,NA,"Minas Gerais","Carste de Lagoa Santa","-43.8897018432617","-19.6271991729736",NA,NA,"Dicotyledon",NA,"(Marchal) J.Wen","Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA
"57","2013-07-18 13:49:00-03","MO","MOBOT","1152044","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Fabiana Mamani M.|Antony Jardim","Mamani M. 1164","1997","11","9","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","San Juan de Chiquito. 40 km al Noreste de camino a Bocamina. con elementos de Anadenanthera colubrina; Schinopsis brasiliensis. suelos rojiso.","-60.75","-17.83333",NA,NA,NA,NA,"(Marchal) J. Wen","Chiquitos","400.00000000",NA,NA,"M. Mendoza (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"58","2018-04-23 17:24:00-03","MO","MOBOT","1307112","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Elsa M. Zardini|G. Hellman","Zardini 49087","1998","7","23","South America","Paraguay",NA,NA,NA,NA,"Caazapá","Estancia Golondrina. Reserva Privada Ypeti. Tall forest and swamps with tree ferns up to 8 m tall.","-55.5430555","-25.6930555",NA,NA,NA,NA,"(Marchal) J. Wen",NA,NA,NA,NA,"P.P. Lowry II",NA,NA,NA,NA,NA,NA,NA,NA,"1151","1",NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","1524024","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Michael H. Nee","Nee 33832",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,NA,NA,"(Marchal) J. Wen",NA,"250.00000000",NA,NA,"J. Wen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-08-25 05:21:00-03","MO","MOBOT","2409440","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Sara G. Tressens|Lidia I. Ferraro|H. A. Keller|Victor Maruñak|V. Revilla","Tressens 6110","1999","4","27","South America","Argentina",NA,NA,NA,NA,"Misiones","Predio Guaraní. Sendero CIFOR en selva","-54.205","-26.91638",NA,NA,NA,NA,"(Marchal) J. Wen","Guaraní",NA,NA,NA,"Tressens, S. G., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2009-05-15 11:31:00-03","MO","MOBOT","2293351","PreservedSpecimen","Plantae","Araliaceae","Pentapanax","warmingianus","Pentapanax warmingianus","Pedro Jörgensen","Jörgensen 3254","1919",NA,NA,"South America","Argentina",NA,NA,NA,NA,"Formosa","Guaycole?",NA,NA,NA,NA,NA,NA,"(Marchal) Harms",NA,NA,NA,NA,"Synonomy,used Zuloaga 1997!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2008-05-27 22:02:00-03","MO","MOBOT","2455242","PreservedSpecimen","Plantae","Araliaceae","Pentapanax","warmingianus","Pentapanax warmingianus","* GRUBNER","GRUBNER s.n.0","1933","1","25","South America","Argentina",NA,NA,NA,NA,"Misiones","Loreto","-55.53333","-27.31666",NA,NA,NA,NA,"(Marchal) Harms","Candelaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2015-11-30 20:43:00-02","MO","MOBOT","2455257","PreservedSpecimen","Plantae","Araliaceae","Pentapanax","warmingianus","Pentapanax warmingianus","M. Buchinger|E.M. Argentina","Buchinger s.n.4","1955","4","20","South America","Argentina",NA,NA,NA,NA,"Misiones","leandro N. Alem","-55.31666","-27.61666",NA,NA,NA,NA,"(Marchal) Harms","Leandro N. Alem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2009-10-25 08:46:00-02","MO","MOBOT","2492201","PreservedSpecimen","Plantae","Araliaceae","Pentapanax","warmingianus","Pentapanax warmingianus","L.C. Stutz","Stutz de Ortega 2214","1985","1","22","South America","Paraguay",NA,NA,NA,NA,"Alto Paraná","Pto Stroessner",NA,NA,NA,NA,NA,NA,"(Marchal) Harms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-07-22 15:29:00-03","MO","MOBOT","2492213","PreservedSpecimen","Plantae","Araliaceae","Pentapanax","warmingianus","Pentapanax warmingianus","Émile Hassler","Hassler 10387","1907","4",NA,"South America","Paraguay",NA,NA,NA,NA,"Amambay","Sierra de Amambay, in silvis Punta Porá",NA,NA,NA,NA,NA,NA,"(Marchal) Harms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"66","2009-08-25 17:44:00-03","MO","MOBOT","2492226","PreservedSpecimen","Plantae","Araliaceae","Pentapanax","warmingianus","Pentapanax warmingianus","Luciano Bernardi","Bernardi 18291","1978","10","30","South America","Paraguay",NA,NA,NA,NA,"Canindeyú","Salto del Guaira",NA,NA,NA,NA,NA,NA,"(Marchal) Harms",NA,NA,NA,NA,"Stutz, L. C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-07-22 15:29:00-03","MO","MOBOT","2492237","PreservedSpecimen","Plantae","Araliaceae","Pentapanax","warmingianus","Pentapanax warmingianus","Émile Hassler","Hassler 12689","1913","12",NA,"South America","Paraguay",NA,NA,NA,NA,"Cordillera","Montes Cerrito, San Bernardino",NA,NA,NA,NA,NA,NA,"(Marchal) Harms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"68","2019-03-29 10:41:14-03","UFSM","HDCF","6041","S","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Scipioni, M. C.; Meyer, E. A.",NA,"2007","10","10","América","Brasil",NA,NA,NA,NA,"Rio Grande do Sul",NA,"-53.394401550293","-27.3591995239258",NA,NA,NA,NA,"(Marchal) J. Wen","Frederico Westphalen",NA,NA,NA,"Longhi, S. J.","2007","10","23",NA,NA,NA,"16988","auto",NA,NA,NA
"69","2019-03-29 10:41:14-03","UFSM","HDCF","6040","S","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Scipioni, M. C.; Meyer, E. A.",NA,"2007","10","10","América","Brasil",NA,NA,"Ocorre na Floresta do Alto Uruguai e eventualmente na Floresta da Encosta meridional do Planalto",NA,"Rio Grande do Sul",NA,"-53.394401550293","-27.3591995239258",NA,NA,NA,NA,"(Marchal) J. Wen","Frederico Westphalen",NA,NA,NA,"Longhi, S. J.","2007","10","23",NA,NA,NA,"16988","auto",NA,NA,NA
"70","2020-08-31 08:52:37-03","INPA","INPA","204332","S","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Ratter, JA","5047","1985","09","15","Southern America","Brasil",NA,NA,NA,"INPA0204332","Minas Gerais","Projeto Integrado de Colonização, (INCRA), NW Minas Gerais.","-47","-16","-47","-16","Dicotyledon Asterids","Apiales","(Marchal) J.Wen","Sagarana",NA,NA,"INPA0204332 INPA0204332_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-07-10 09:43:34-03","MBML","MBML-HERBARIO","49526",NA,"Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","F. Z. Saiter; K. Novelli","502","2015","04","10",NA,"Brasil",NA,NA,"Árvore com 6 metros de altura, frutos verdes em inflorescências robustas.","MBML049526","Espírito Santo","Várzea Alegre, propriedade dos Novelli, à margem da rodovia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"(Marchal) J.Wen","Santa Teresa","200","200","MBML049526 MBML049526_1 MBML049526_2","F. Z. Saiter",NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA
"72","2020-07-10 09:43:34-03","MBML","MBML-HERBARIO","49535",NA,"Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","F. Z. Saiter","503","2015","04","24",NA,"Brasil",NA,NA,"Árvore com 6 metros de altura, frutos maduros de cor vinácea.","MBML049535","Espírito Santo","Várzea Alegre, propriedade dos Novelli, à margem da rodovia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"(Marchal) J.Wen","Santa Teresa","200","200","MBML049535_1 MBML049535_2 MBML049535_3","F. Z. Saiter",NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA
"73","2020-06-15 15:28:36-03","UNESP-RC","HRCB","39355","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Tomasetto, F.","198","2001","11","20",NA,"Brasil",NA,NA,"Árvore ca. 20m, botões creme, interior da mata.",NA,"São Paulo","Estação Ecológica de Paulo de Faria","-49.516667","-19.916667","49º31'W","19º55'S",NA,NA,"(Marchal) J. Wen","Paulo de Faria","500","500",NA,"Mendoza, M.","2015","09","25",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-06-15 15:28:36-03","UNESP-RC","HRCB","70798","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Arantes",NA,NA,NA,NA,NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> aralia",NA,"São Paulo","Campus da Unesp","-47.546111","-22.396328","47º32'46.00W","22º23'46.780S",NA,NA,"(Marchal) J. Wen","Rio Claro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-05-23 11:07:37-03","UFLA","ESAL","22394","S","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Santos, R M; F. A. Vieira","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 3, m; ;; caatinga",NA,"Bahia",NA,"-41.619722","-12.327278","-41.619722","-12.327278",NA,NA,"(Marchal) J.Wen","Iraquara","711","711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-05-23 11:07:37-03","UFLA","ESAL","18072","S","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 5,0 m; ;; floresta",NA,"Minas Gerais",NA,"-46.3880996704102","-20.8635997772217",NA,NA,NA,NA,"(Marchal) J.Wen","Alpinópolis",NA,NA,NA,"Ary T.O.Filho",NA,NA,NA,NA,NA,NA,"22010","auto",NA,NA,NA
"77","2019-05-23 11:07:37-03","UFLA","ESAL","26238","S","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Melo, PHA","3947",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; ; ; frutos imaturos verdes",NA,"Minas Gerais","CSN - Companhia Siderurgica Nacional, Proximidades da Mina da Bocaina","-45.5393981933594","-20.2819004058838",NA,NA,NA,NA,"(Marchal) J.Wen","Arcos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25000","auto",NA,NA,NA
"78","2019-05-23 11:07:37-03","UFLA","ESAL","17645","S","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Rocha, C","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 14 m; ;; floresta",NA,"Minas Gerais",NA,"-45.440601348877","-21.1893997192383",NA,NA,NA,NA,"(Marchal) J.Wen","Coqueiral",NA,NA,NA,"Ary T.O.Filho",NA,NA,NA,NA,NA,NA,"16658","auto",NA,NA,NA
"79","2019-05-23 11:07:37-03","UFLA","ESAL","20120","S","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Santos, RM","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; ; ;; caatinga",NA,"Minas Gerais",NA,"-44.1603012084961","-14.2624998092651",NA,NA,NA,NA,"(Marchal) J.Wen","Juvenilia",NA,NA,NA,"Ary T.O.Filho",NA,NA,NA,NA,NA,NA,"40104","auto",NA,NA,NA
"80","2019-05-23 11:07:37-03","UFLA","ESAL","12008","S","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Costa, MP; Pifano, DS; Melo, PHA","27",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; ; ;; floresta",NA,"Minas Gerais","Parque Mun.Serra de São Domingos, floresta de encosta do Cristo","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"(Marchal) J.Wen","Poços de Caldas","14","14",NA,NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA
"81","2019-05-23 11:07:37-03","UFLA","ESAL","4834","S","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Augusto Gabriel","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;; floresta",NA,"São Paulo","Bosque Rangel Pietraróia","-49.939998626709","-22.2099990844727",NA,NA,NA,NA,"(Marchal) J.Wen","Marília","6","6",NA,NA,NA,NA,NA,NA,NA,NA,"38865","auto",NA,NA,NA
"82","2019-12-19 11:17:09-03","UFG","UFG","9078","S","Plantae","Araliaceae","Pentapanax","warmingianus","Pentapanax warmingianus","Rizzo, J.A.","8987","1973","04","23",NA,"Brasil",NA,NA,NA,"UFG0009078","Goiás",NA,"-49.2153015136719","-18.4192008972168",NA,NA,NA,NA,"(Marchal) Harms","Itumbiara",NA,NA,"UFG0009078",NA,NA,NA,NA,NA,NA,NA,"77216","auto",NA,NA,NA
"83","2021-01-26 11:46:32-03","IMA","MAC","1767","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","D.A.Lima; F.A.Carvalho; P.F.Araújo","s.n.","1971","11","30",NA,"Brasil",NA,NA,"Árvore ca. de 7-8 m de altura. Inflorescência axilar.; Floresta/Caatinga.","MAC0001767","Paraiba","Estrada para Bonito de Santa Fé.","-38.51395","-7.333","-38.51395","-7.333",NA,NA,"(Marchal) J.Wen","Bonito",NA,NA,"MAC0001767",NA,"2016","12","12",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-09-12 05:00:02-03","US","US","1065678","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","P. Jörgensen","3254","1919",NA,NA,"South America","Argentina",NA,NA,NA,"US01155762","Formosa",NA,NA,NA,NA,NA,NA,"Apiales","(Marchal) J. Wen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"85","2020-09-12 05:00:02-03","US","US","2577499","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","L. B. Smith & R. M. Klein","14120","1964","12","18","South America","Brazil",NA,NA,NA,"US01155764","Santa Catarina","Mun. Itapiranga. Above Rio Uruguai, Barra Macaco Branco.","-53.77","-27.17",NA,NA,NA,"Apiales","(Marchal) J. Wen",NA,"150","250","US01155764_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"86","2020-09-12 05:00:02-03","US","US","3228282","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","L. C. Stutz","2280","1985","2","1","South America","Paraguay",NA,NA,NA,"US01155763",NA,"Route, C.F.A.P., Pto Stroessner, km 12.",NA,NA,NA,NA,NA,"Apiales","(Marchal) J. Wen",NA,NA,NA,"US01155763_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"87","2020-09-12 05:00:02-03","US","US","3266730","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","G. Hatschbach & J. M. Silva","50381","1986","6","14","South America - Neotropics","Brazil",NA,NA,NA,"US01155761","Minas Gerais","Pasmado (mun. Itaobim).",NA,NA,NA,NA,NA,"Apiales","(Marchal) J. Wen",NA,"200",NA,"US01155761_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"88","2020-09-02 16:20:18-03","Cenargen","CEN","41685","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Marina de Lourdes Fonseca Resende","2947","2001","10","18",NA,"Brasil","Exsicatas",NA,"Árvore heliófito. Folhas discolores verde. Cálice verde, flores, botões e estames alvos. (Linha 2, parcela 15, árvore 305). Doação do Herbário IBGE - Reserva Ecológica do IBGE. Plantas do Brasil - Goiás.","CEN00041685","GO","Fazenda Forquilha. (Mata 3). Prop. Sr. Vigilato Francisco Neto.","-46.4803009033203","-13.9357995986938","-4653000.0","-1380333.0",NA,NA,"(Marchal) J.Wen","GUARANI DE GOIAS","475","475","CEN00041685","P. Fiaschi","2013","02",NA,NA,NA,NA,"35901","auto",NA,"1",NA
"89","2019-11-13 11:15:36-03","USP","SPF","111341","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Pirani, JR","3734","1996","04","03",NA,"Brasil",NA,NA,NA,"SPF00111341","Minas Gerais",NA,"-44.183333","-18.283333","-44.183333","-18.283333",NA,NA,"(Marchal) J.Wen","Santo Hipólito","550","550","SPF00111341","Pirani, JR","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-13 11:15:36-03","USP","SPF","173305","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Pirani, JR","5468","2004","04","07",NA,"Brasil",NA,NA,NA,"SPF00173305","Minas Gerais","São João do Bonito.","-42.826944","-15.305833","-42.826944","-15.305833",NA,NA,"(Marchal) J.Wen","Mato Verde","580","580","SPF00173305","Pirani, JR","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-13 11:15:36-03","USP","SPF","202267","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Balansa, B","3158","1879","10",NA,NA,"Paraguai",NA,NA,NA,"SPF00202267",NA,"Posta-cué, près de Yaguaron.",NA,NA,NA,NA,NA,NA,"(Marchal) J.Wen",NA,NA,NA,"SPF00202267","Wen, J","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-13 11:15:36-03","USP","SPF","152879","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Brina, AE","s.n.","1996","03","03",NA,"Brasil",NA,NA,NA,"SPF00152879","Minas Gerais","Área de Proteção Ambiental Carste de Lagoa Santa","-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,"(Marchal) J.Wen","Lagoa Santa",NA,NA,"SPF00152879","Frodin, DG","2002","04",NA,NA,NA,NA,"12338","auto",NA,NA,NA
"93","2019-11-13 11:15:36-03","USP","SPF","89013","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Ceccantini, GCT","315","1994","03","24",NA,"Brasil",NA,NA,NA,"SPF00089013","Minas Gerais","Serra do Salitre, Mata ciliar próximo à margem do Rio Salitre.","-46.9925003051758","-18.9438991546631",NA,NA,NA,NA,"(Marchal) J.Wen","Patrocínio",NA,NA,"SPF00089013 SPF00089013_1","Anônimo",NA,NA,NA,NA,NA,NA,"44638","auto",NA,NA,NA
"94","2019-11-13 11:15:36-03","USP","SPF","71068","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Rollo, MAL","23","1990","12",NA,NA,"Brasil",NA,NA,NA,"SPF00071068","Minas Gerais","Região metropolitana de Belo Horizonte. Afloramento metropolitano de Belo Horizonte. Adjacente à Lavra da Cia. de cimento Portland Itaú.","-43.9233016967773","-19.6919002532959",NA,NA,NA,NA,"(Marchal) J.Wen","Vespasiano",NA,NA,NA,"Anônimo",NA,NA,NA,NA,NA,NA,"11802","auto",NA,NA,NA
"95","2019-11-13 11:15:36-03","USP","SPF","105530","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Soares, LH","307","1993","03","03",NA,"Brasil",NA,NA,NA,"SPF00105530","Paraná","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"(Marchal) J.Wen","Londrina",NA,NA,"SPF00105530 SPF00105530_1","Anônimo",NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA
"96","2019-11-21 12:02:42-03","USP","SPF","47780","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Pirani, JR","1407","1985","04",NA,NA,"Brasil",NA,NA,NA,"SPF00047780","São Paulo",NA,"-50.0699996948242","-21.4200000762939",NA,NA,NA,NA,"(Marchal) J.Wen","Penápolis",NA,NA,NA,"Fiaschi, P","2005",NA,NA,NA,NA,NA,"25555","auto",NA,NA,NA
"97","2019-10-07 09:10:50-03","UEFS","HUEFS","118163","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Queiroz, L.P.de","12666","2007","04","09",NA,"Brasil",NA,NA,"Caatinga.","HUEFS0118163","Bahia","Ca, 51 Km W de Seabra na BR 242.","-42.178611","-12.433333","42W10'43''","12S26'0''","Angiospermae","Apiales","(Marchal) J.Wen","Seabra","786","786","HUEFS0118163 HUEFS0118163_01 HUEFS0118163_02",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"98","2019-10-07 09:10:50-03","UEFS","HUEFS","118237","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Queiroz, L.P.de","12740","2007","04","10",NA,"Brasil",NA,NA,"Floresta estacional.","HUEFS0118237","Bahia","Ca, 5 Km S em estrada de terra que cruza pequeno ramal que sai a 5.1 km E de Ponto d'água, a 24,4 Km S de São Félix do Coribe na estrada para Coribe.","-44.32","-13.586111","44W19'12''","13S35'10''","Angiospermae","Apiales","(Marchal) J.Wen","Coribe","545","545","HUEFS0118237 HUEFS0118237_01",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
