"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","infraspecificEpithet","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"146","2021-02-11 17:20:49-03","UFPR","UPCB","30258","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Salvador, G.S.","Cervi, A.C.","3763","1992","09","30","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"2005","03","08","Árvore decumbente, flor amarela. Mata ciliar do cerrado..",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
"147","2021-02-11 17:20:49-03","UFPR","UPCB","29406","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Salvador, G.S.","Cervi, A.C.","6146","1996","08","17","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"2005","03","08","Arvoreta, flor amarela. Mata ciliar..",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
"148","2010-01-13 14:02:00-02","MO","MOBOT","100241331","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","P. Dusén","Per Dusén","Dusén 15888","1914","11","21","Brazil","Paraná","Jaguariaíva","Ad marginem silvae paludosae.","-49.7057991027832","-24.2511005401611",NA,NA,"730.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"44368","auto",NA,NA,"1",NA
"149","2010-01-14 07:49:00-02","MO","MOBOT","100241378","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","K. Yamamoto","Jacques S. Blanchet","Blanchet 3400","1841",NA,NA,"Brazil","Bahia",NA,"Cerca Igreja Vilha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1",NA
"150","2013-06-19 12:28:00-03","MO","MOBOT","100605660","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.",NA,"P.C. Gadelha Neto|I.B. Lima|R.A. Pontes|C.S. Silva","Gadelha Neto 3124","2011","11","17","Brazil","Paraíba","Mataraca","Millennium Inorganic Chemicals Mineração LTDA: Substrato areno-argiloso. Mata de Restinga.","-34.9769445","-6.5022222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1",NA
"151","2018-01-18 15:15:00-02","MO","MOBOT","101023335","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","F.O. Silva","F.O. Silva","Silva 169","2012","12","7","Brazil","Paraíba","João Pessoa","Campus I da UFPB: Corredor do Departamento de Biologia Mata Atlantica. Geo-referenciamento da Coleção do Herbário JPB. Google Earth.","-34.8463889","-7.1375",NA,NA,"47.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1",NA
"152","2012-05-30 16:17:00-03","MO","MOBOT","1718396","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","M.Kawasaki, 92","Bonifacio Mostacedo C.","Mostacedo C. 71","1991","5","16","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1",NA
"153","2008-05-27 22:02:00-03","MO","MOBOT","3078364","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","M.G. Silva","Nilo T. Silva","Silva 4846","1978","8","17","Brazil","Goiás",NA,"Rio Araguaia, Caseara, margem direita. Vegetacão da várzea. Sólo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"154","2008-05-27 22:02:00-03","MO","MOBOT","3224718","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.",NA,"S.A. da M. Souza","Souza 490","1986","10","25","Brazil",NA,NA,"Área à margem direita subindo o rio, em frente aorancho do Zacarias. Mata de várzea baix aberta com cipó.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"155","2021-01-10 20:46:02-03","INPA","INPA","227898","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Ramos, JF","Silva, WS da","83","2008","03","16","Brasil","Amazonas","Novo Airão","PARNA Jaú, Pq. Nacional do Jaú- Igapó","-62.183611","-2.481328","-62.183611","-2.481328",NA,NA,"INPA0227898",NA,"2008",NA,NA,NA,"Dicotyledon Com-Clade","Malpighiales",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"156","2020-08-31 09:04:11-03","INPA","INPA","234359","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Ramos, JF","Nascimento, CMN","68","2007","08","07","Brasil","Pará","Santarém","Santa Maria do Tapará, Mata Grande","-54.554444","-2.355556","-54.554444","-2.355556","7","11","INPA0234359","INPA0234359 INPA0234359_e","2010","04","23",NA,"Dicotyledon Com-Clade","Malpighiales",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"157","2020-08-31 09:04:11-03","INPA","INPA","27396","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Coêlho, LF","Albuquerque, BWP de","144","1969","07","03","Brasil","Amazonas","Careiro","Lago do Janauacá, igarapé do Itaúba, Rio Solimões, lago de Janauacá, Italiano, igarapé do Itaúba.","-60.283333","-3.45","-60.283333","-3.45",NA,NA,"INPA0027396",NA,"1989","03",NA,NA,"Dicotyledon Com-Clade","Malpighiales",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"158","2020-08-31 09:04:11-03","INPA","INPA","35261","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Coêlho, LF","Albuquerque, BWP de","506","1972","02","24","Brasil","Amazonas","Coari","Lago do Coarí, Lago do Coarí.","-63.5","-4.083333","-63.5","-4.083333",NA,NA,"INPA0035261",NA,"1989","03",NA,NA,"Dicotyledon Com-Clade","Malpighiales",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"159","2020-08-31 09:04:11-03","INPA","INPA","35321","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Coêlho, LF","Albuquerque, BWP de","566","1972","02","27","Brasil","Amazonas","Tefé","Lago de Tefé, lago de Tefé","-64.879289","-3.449167","-64.879289","-3.449167",NA,NA,"INPA0035321",NA,"1989","03",NA,NA,"Dicotyledon Com-Clade","Malpighiales",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"160","2020-08-31 09:04:11-03","INPA","INPA","241625","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Zartman, CE","9408","2011","03","31","Guyana","8 - Potaro-Siparuni",NA,"V4","-59.533333","5.376056","-59.533333","5.376056",NA,NA,"INPA0241625","INPA0241625 INPA0241625_e","2011","07","15",NA,"Dicotyledon Com-Clade","Malpighiales",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"161","2020-08-31 09:04:11-03","INPA","INPA","75156","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Coêlho, LF","Nascimento, JR do","555","1978","03","23","Brasil","Amazonas",NA,"Próximo a Arini, Margem direita do rio Solimões, próximo a Arini.","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,"INPA0075156",NA,"1989","03",NA,NA,"Dicotyledon Com-Clade","Malpighiales",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"162","2021-01-10 20:46:02-03","INPA","INPA","194355","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Coêlho, DF","Mouzinho, R","INPA194355","1997","04","05","Brasil","Amazonas","Manaus","Ilha Aquariquara, Ilha Aquariquara","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"INPA0194355",NA,"1997",NA,NA,NA,"Dicotyledon Com-Clade","Malpighiales",NA,NA,"Southern America",NA,"138090","auto",NA,NA,NA,NA
"163","2020-08-31 09:04:11-03","INPA","INPA","205784","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Ratter, JA","3843","1976","10","26","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa, Fazenda Água Limpa, University of Brasília field station, near Vargem Bonita, c. 18 km, SSW of Brasília TV tower.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"INPA0205784",NA,NA,NA,NA,NA,"Dicotyledon Com-Clade","Malpighiales",NA,NA,"Southern America",NA,"70570","auto",NA,NA,NA,NA
"164","2020-08-31 09:04:11-03","INPA","INPA","125349","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia","Engl.","Rosa, NA","Santos, MR dos","320","1978","11","17","Brasil","Pará","Almeirim","Monte Dourado, Monte Dourado, Beiradão. Estrada da caixa d' água.","-52.5817","-1.5233","-52.5817","-1.5233",NA,NA,"INPA0125349",NA,"1979",NA,NA,NA,"Dicotyledon Com-Clade","Malpighiales","latifolia",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"165","2020-08-31 09:04:11-03","INPA","INPA","125349","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia","Engl.","Rosa, NA","Santos, MR dos","320","1978","11","17","Brasil","Pará","Almeirim","Monte Dourado, Monte Dourado, Beiradão. Estrada da caixa d' água.","-52.5817","-1.5233","-52.5817","-1.5233",NA,NA,"INPA0125349",NA,"1979",NA,NA,NA,"Dicotyledon Com-Clade","Malpighiales","latifolia",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"166","2020-07-10 09:48:04-03","MBML","MBML-HERBARIO","7094",NA,"Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","K. Yamamoto/Março-1995","E. T. Neto; et al","713","1991","10","15","Brasil","Minas Gerais","Bom Sucesso","Bom Sucesso","-44.7580986022949","-21.0331001281738",NA,NA,NA,NA,"MBML007094","MBML007094",NA,NA,NA,"Habitat mata. Habitus arbóreo. Flores amarelas. Fazenda Porto Velho - Macaia.",NA,NA,NA,NA,NA,NA,"22016","auto",NA,NA,NA,NA
"167","2021-01-26 13:56:55-03","IMA","MAC","50270","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","E.C.O.Chagas","Chagas-Mota","9309","2010","11","11","Brasil","Alagoas","São José da Laje","BR 104.","-36.0583000183105","-9.00971984863281",NA,NA,NA,NA,"MAC0050270",NA,"2010","11","11","Árvore ca. 6 m de altura. Estéril.; Mata Atlântica.",NA,NA,NA,NA,NA,NA,"16954","auto",NA,NA,NA,NA
"168","2021-02-04 10:29:35-03","UFRPE","HST","5558","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","F.O.Silva","A.M.Miranda; M.Grillo, G.Pires, F.Ribeiro et B.Costa E Silva","691","1992","11","22","Brasil","Pernambuco","Triunfo","subida para o Pico do Papagaio","-38.1016998291016","-7.83805990219116",NA,NA,NA,NA,"HST005558",NA,"2014","10",NA,"Arbusto ca. 2 m alt.; flores amarelo-ouro.",NA,NA,NA,NA,NA,NA,"14606","auto",NA,NA,NA,NA
"169","2021-03-01 11:49:49-03","UFPE","UFP","61033","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO; Pereira, LA","130","2012","12","13","Brasil","Paraíba","Mamanguape",NA,"-35.142056","-6.741861","-35.142056","-6.741861","181","181","UFP061033",NA,"2014","11","12","Árvore ca. 9m de altura. Caule robusto e liso. Em plena floração.; Mata Atlantica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-01 11:49:49-03","UFPE","UFP","61072","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO","169","2012","12","07","Brasil","Paraíba","João Pessoa",NA,"-34.846381","-7.1375","-34.846381","-7.1375","47","47","UFP061072",NA,"2014","11","18","Árvore ca. 5m de altura. Em plena floração.; Mata Atlantica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-01 11:49:49-03","UFPE","UFP","81030","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO","169","2012","12","07","Brasil","Paraíba","João Pessoa",NA,"-34.846381","-7.1375","-34.846381","-7.1375","47","47","UFP081030",NA,"2014","11","18","Árvore ca. 5m de altura. Em plena floração.; Mata Atlantica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-01 11:49:49-03","UFPE","UFP","81082","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO; Pereira, LA","130","2012","12","13","Brasil","Paraíba","Mamanguape",NA,"-35.142056","-6.741861","-35.142056","-6.741861","181","181","UFP081082",NA,"2014","11","12","Árvore ca. 9m de altura. Caule robusto e liso. Em plena floração.; Mata Atlantica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-03-01 11:49:48-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO; Pereira, LA","130","2012","12","13","Brasil","Paraíba","Mamanguape",NA,"-35.142056","-6.741861","-35.142056","-6.741861","181","181",NA,NA,"2014","11","12","Árvore ca. 9m de altura. Caule robusto e liso. Em plena floração.; Mata Atlantica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-01 11:49:48-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO; Pereira, LA","130","2012","12","13","Brasil","Paraíba","Mamanguape",NA,"-35.142056","-6.741861","-35.142056","-6.741861","181","181",NA,NA,"2014","11","12","Árvore ca. 9m de altura. Caule robusto e liso. Em plena floração.; Mata Atlantica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-03-01 11:49:48-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO; Pereira, LA","130","2012","12","13","Brasil","Paraíba","Mamanguape",NA,"-35.142056","-6.741861","-35.142056","-6.741861","181","181",NA,NA,"2014","11","12","Árvore ca. 9m de altura. Caule robusto e liso. Em plena floração.; Mata Atlantica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-03-01 11:49:48-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO; Pereira, LA","130","2012","12","13","Brasil","Paraíba","Mamanguape",NA,"-35.142056","-6.741861","-35.142056","-6.741861","181","181",NA,NA,"2014","11","12","Árvore ca. 9m de altura. Caule robusto e liso. Em plena floração.; Mata Atlantica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-03-01 11:49:48-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO","169","2012","12","07","Brasil","Paraíba","João Pessoa",NA,"-34.846381","-7.1375","-34.846381","-7.1375","47","47",NA,NA,"2014","11","18","Árvore ca. 5m de altura. Em plena floração.; Mata Atlantica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-03-01 11:49:48-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO","169","2012","12","07","Brasil","Paraíba","João Pessoa",NA,"-34.846381","-7.1375","-34.846381","-7.1375","47","47",NA,NA,"2014","11","18","Árvore ca. 5m de altura. Em plena floração.; Mata Atlantica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-03-01 11:49:49-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO","169","2012","12","07","Brasil","Paraíba","João Pessoa",NA,"-34.846381","-7.1375","-34.846381","-7.1375","47","47",NA,NA,"2014","11","18","Árvore ca. 5m de altura. Em plena floração.; Mata Atlantica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-03-01 11:49:48-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO","169","2012","12","07","Brasil","Paraíba","João Pessoa",NA,"-34.846381","-7.1375","-34.846381","-7.1375","47","47",NA,NA,"2014","11","18","Árvore ca. 5m de altura. Em plena floração.; Mata Atlantica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-01 11:49:49-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO","169","2012","12","07","Brasil","Paraíba","João Pessoa",NA,"-34.846381","-7.1375","-34.846381","-7.1375","47","47",NA,NA,"2014","11","18","Árvore ca. 5m de altura. Em plena floração.; Mata Atlantica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-03-01 11:49:49-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO","169","2012","12","07","Brasil","Paraíba","João Pessoa",NA,"-34.846381","-7.1375","-34.846381","-7.1375","47","47",NA,NA,"2014","11","18","Árvore ca. 5m de altura. Em plena floração.; Mata Atlantica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-03-01 11:49:49-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO","169","2012","12","07","Brasil","Paraíba","João Pessoa",NA,"-34.846381","-7.1375","-34.846381","-7.1375","47","47",NA,NA,"2014","11","18","Árvore ca. 5m de altura. Em plena floração.; Mata Atlantica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-09-12 05:00:02-03","US","US","1484798","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.",NA,"B. J. Pickel","3421",NA,NA,NA,"Brazil","Paraíba","João Pessoa",NA,"-34.8630981445312","-7.11499977111816",NA,NA,NA,NA,"US01878123","US01878123_01 US01878123_02",NA,NA,NA,NA,NA,"Theales",NA,NA,"South America - Neotropics",NA,"15975","auto","Dicotyledonae",NA,"1",NA
"185","2020-09-12 05:00:02-03","US","US","3583864","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.",NA,"C. Zartman, M. Pombo, Y. Glen & C. Perry","9408","1911","3","31","Guyana","Potaro-Siparuni",NA,"V4",NA,NA,NA,NA,NA,NA,"US01122833",NA,NA,NA,NA,NA,NA,"Theales",NA,NA,"South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA
"186","2020-09-12 05:00:02-03","US","US","2124030","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.",NA,"J. Nestor","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Belo Horizonte","Estação Experimental","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"US01878126","US01878126_01 US01878126_02",NA,NA,NA,NA,NA,"Theales",NA,NA,"South America - Neotropics",NA,"17082","auto","Dicotyledonae",NA,"1",NA
"187","2020-09-12 05:00:02-03","US","US","2124029","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.",NA,"J. Nestor","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Belo Horizonte","Estação Experimental","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"US01878125","US01878125_01 US01878125_02",NA,NA,NA,NA,NA,"Theales",NA,NA,"South America - Neotropics",NA,"17082","auto","Dicotyledonae",NA,"1",NA
"188","2020-09-12 05:00:02-03","US","US","1744689","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.",NA,"A. F. M. Glaziou","12533",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01878124","US01878124_01 US01878124_02",NA,NA,NA,NA,NA,"Theales",NA,NA,"South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA
"189","2020-09-02 16:34:17-03","Cenargen","CEN","75409","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","cf. salicifolia","Ouratea cf. salicifolia","(A.St.-Hil. & Tul.) Engl.","R. G. Chacon","Roberta Gomes Chacon","574","2009","11","04","Brasil","MG","JABOTICATUBAS","Trilha para a cachoeira da Farofa, beira de estrada.","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"CEN00075409","CEN00075409",NA,NA,NA,"Tronco fino, casca lisa, cinza.",NA,NA,NA,NA,NA,"Exsicatas","31264","auto",NA,NA,"3",NA
"190","2020-09-02 16:34:22-03","Cenargen","CEN","89001","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","R. de Paula","Rodolfo de Paula Oliveira","48","2012","11","17","Brasil","DF","BRASILIA","Fazenda Água Limpa (Córrego Capetinga)","-47.941388","-15.954444","-47.941388","-15.954444",NA,NA,"CEN00089001","CEN00089001","2010","10",NA,NA,NA,NA,NA,NA,NA,"Exsicatas",NA,NA,NA,NA,"2",NA
"191","2020-09-02 16:34:22-03","Cenargen","CEN","23574","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","R. G. Chacon","Marta Camargo de Assis","74","1994","10","10","Brasil","DF","BRASILIA","Fazenda Experimental do CENARGEN - FAEX (churrasqueira).","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"CEN00023574","CEN00023574","2003","07",NA,NA,NA,NA,NA,NA,NA,"Exsicatas","70570","auto",NA,NA,"3",NA
"192","2020-09-02 16:34:22-03","Cenargen","CEN","74491","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","B. M. T. Walter","André Olmos Simões","269","1998","09","19","Brasil","MG","CARRANCAS","Cachoeira da Zilda.","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"CEN00074491","CEN00074491","2018","08",NA,"Próximo a riacho.",NA,NA,NA,NA,NA,"Exsicatas","21143","auto",NA,NA,NA,NA
"193","2020-09-02 16:34:22-03","Cenargen","CEN","74478","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","B. M. T. Walter","Renato Goldenberg","1","1994","10","05","Brasil","SP","ITIRAPINA",NA,"-47.8199996948242","-22.25",NA,NA,NA,NA,"CEN00074478","CEN00074478","2018","08",NA,"Vegetação secundária, em área brejosa atrás dos tanques de psicultura.",NA,NA,NA,NA,NA,"Exsicatas","22843","auto",NA,NA,NA,NA
"194","2019-11-13 11:27:33-03","USP","SPF","112320","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Yamamoto, K","Tameirão Neto, E","214","1990","10","10","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"SPF00112320",NA,"1995","12",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"195","2019-11-13 11:27:33-03","USP","SPF","106392","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Yamamoto, K","Tameirão Neto, E","713","1993","10","15","Brasil","Minas Gerais","Bom Sucesso",NA,"-44.7580986022949","-21.0331001281738",NA,NA,NA,NA,"SPF00106392",NA,"1995","03",NA,NA,NA,NA,NA,NA,NA,NA,"22016","auto",NA,NA,NA,NA
"196","2019-11-13 11:27:33-03","USP","SPF","35290","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Mello-Silva, R","Mello-Silva, R","CFCR5490","1984","10","14","Brasil","Minas Gerais","Rio Vermelho","Pedra Menina","-43.0092010498047","-18.2936000823975",NA,NA,NA,NA,"SPF00035290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26996","auto",NA,NA,NA,NA
"197","2019-11-13 11:27:33-03","USP","SPF","35465","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Souza, VC","Mello-Silva, R","CFCR5665","1984","10","30","Brasil","Minas Gerais","São Thomé das Letras","Serra de São Thomé","-44.9852981567383","-21.7222003936768",NA,NA,NA,NA,"SPF00035465",NA,"1985","07",NA,NA,NA,NA,NA,NA,NA,NA,"16076","auto",NA,NA,NA,NA
"198","2019-11-13 11:27:33-03","USP","SPF","116748","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Yamamoto, K","Kinoshita-Gouveia, LS","94156","1994","11","07","Brasil","São Paulo","Aguaí",NA,"-46.9700012207031","-22.0499992370605",NA,NA,NA,NA,"SPF00116748",NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25812","auto",NA,NA,NA,NA
