"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","infraspecificEpithet","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"50","2019-02-15 11:46:44-02","IPA","IPA","4392","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Killip","Pickel, B.","3421","1933","11","18","Brasil","Paraíba","João Pessoa","mata à beira da estrada de rodagem.","-34.8630981445312","-7.11499977111816",NA,NA,NA,NA,"IPA0004392",NA,"1934","03",NA,NA,"Plantae",NA,NA,NA,"Southern America",NA,"15975","auto",NA,NA,NA,NA
"51","2019-07-26 11:40:51-03","IPA","IPA","40891","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.",NA,"Bolland, G.","40891",NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,"IPA0040891",NA,NA,NA,NA,NA,"Plantae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"52","2019-02-15 11:46:44-02","IPA","IPA","88353","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Gallindo, F.","Silva, L.B. da","s.n.","2012","09","23","Brasil","Ceará","Barbalha","Chapada do Araripe, Floresta Nacional do Araripe.","-39.30419921875","-7.31111001968384",NA,NA,NA,NA,"IPA0088353",NA,"2013","04",NA,"Arbusto.; Mata úmida.","Plantae",NA,NA,NA,"Southern America",NA,"22868","auto",NA,NA,NA,NA
"53","2019-02-15 11:46:45-02","IPA","IPA","40892","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia","Engl.",NA,"Gardner","1514",NA,NA,NA,"Brasil","Ceará",NA,"woods near Crato.",NA,NA,NA,NA,NA,NA,"IPA0040892",NA,NA,NA,NA,NA,"Plantae",NA,"latifolia",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"54","2019-02-15 11:46:45-02","IPA","IPA","59392","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia","Engl.","Chacon, R.G.","Cestaro, L.A.","744","2001","01","29","Brasil","Rio Grande do Norte","Macaíba","Mata do Bebo. Colégio Agricola de Jundiaí, mata de tabuleiro. Solo arenoso.","-35.35","-5.891667","-35.35","-5.891667","40","40","IPA0059392",NA,"2012","11",NA,"Árvore 15m de altura, flor amarela, abundante. Única árvore deste porte vista na mata.","Plantae",NA,"latifolia",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"55","2019-02-15 11:46:45-02","IPA","IPA","40892","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia","Engl.",NA,"Gardner","1514",NA,NA,NA,"Brasil","Ceará",NA,"woods near Crato.",NA,NA,NA,NA,NA,NA,"IPA0040892",NA,NA,NA,NA,NA,"Plantae",NA,"latifolia",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"56","2019-02-15 11:46:45-02","IPA","IPA","59392","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia","Engl.","Chacon, R.G.","Cestaro, L.A.","744","2001","01","29","Brasil","Rio Grande do Norte","Macaíba","Mata do Bebo. Colégio Agricola de Jundiaí, mata de tabuleiro. Solo arenoso.","-35.35","-5.891667","-35.35","-5.891667","40","40","IPA0059392",NA,"2012","11",NA,"Árvore 15m de altura, flor amarela, abundante. Única árvore deste porte vista na mata.","Plantae",NA,"latifolia",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"57","2019-08-27 13:33:42-03","IAP","PACA-AGP","86724","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A. St.-Hil. & Tul.) Engl.","A. Sehnem","Sehnem, A.","7251","1958","12","06","Brasil","SC","Três Irmãos","Praia Grande",NA,NA,NA,NA,NA,NA,"PACA086724",NA,NA,NA,NA,"Habitat: arbustum ad viam","Magnoliophyta","Theales",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"58","2019-08-27 13:33:42-03","IAP","PACA-AGP","86723","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A. St.-Hil. & Tul.) Engl.","B. Rambo","Sehnem, A.","3009","1947","12","20","Brasil","SC","Florianópolis","Canasvieiras","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA086723",NA,NA,NA,NA,"Habitat: arbustum in arenoso ad mare","Magnoliophyta","Theales",NA,NA,NA,NA,"27000","auto","Magnoliatae",NA,NA,NA
"59","2019-08-27 13:33:42-03","IAP","PACA-AGP","49748","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A. St.-Hil. & Tul.) Engl.","E. Asplund","Rambo, B.",NA,"1951","01","18","Brasil","RS","Torres","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"PACA049748",NA,"1954","09","01","Habitat: In silva primaeva Fenofase: f. subaperto","Magnoliophyta","Theales",NA,NA,NA,NA,"20837","auto","Magnoliatae",NA,NA,NA
"60","2019-08-27 13:33:42-03","IAP","PACA-AGP","6445","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A. St.-Hil. & Tul.) Engl.","Emrich-Rambo","Sehnem, A.",NA,"1943","11","30","Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA006445",NA,"1954","09","01","Habitat: In silva Fenofase: flor","Magnoliophyta","Theales",NA,NA,NA,NA,"27000","auto","Magnoliatae",NA,NA,NA
"61","2021-03-24 17:09:40-03","UFES","SAMES","6704","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Korte,A.","5406","2010","12","03","Brasil","Santa Catarina","Palhoça","Pedra do urubu","-48.6678009033203","-27.645299911499","-483505556.0","-275408333.0",NA,NA,"SAMES06704",NA,NA,NA,NA,"Flor amarela. Habito: Arbusto",NA,NA,NA,NA,NA,NA,"31105","auto",NA,NA,NA,NA
"62","2019-11-21 14:40:35-03","UFJF","CESJ","57593","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A. St.-Hil. & Tul.) Engl.","C.N. Silva","F.R.G. Salimena; L. Menini Neto; P.H. Nobre; J.H.C. Ribeiro","3233","2011","02","25","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF - Mata do Krambeck, Trilha da Divisa, saindo da Ponte.","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ057593",NA,"2012","02","16","Arvoreta, ca. 1,5m, flores amarelas. Em interior de mata.","Angiosperma",NA,NA,NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA
"63","2019-11-21 14:40:35-03","UFJF","CESJ","44732","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A. St.-Hil. & Tul.) Engl.",NA,"L.M. Versieux; T.C. Spósito","58","2001","09","20","Brasil","Minas Gerais","Nova Lima","Mata do Jambreiro, Centro de Educação Ambiental da MBR.&nf;Lat.: 19° 59' 05 S, Lon.: 43° 52'56 W, Alt.: 850m.","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,"CESJ044732",NA,NA,NA,NA,"Em floresta estacional semidecídua montana. Arvoreta, 3m de altura. Flores amarelas.","Angiosperma",NA,NA,NA,"América do Sul",NA,"29211","auto",NA,NA,NA,NA
"64","2019-11-27 13:51:06-03","UFS","ASE","41826","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St-Hil. & Tul.) Engl.","Silvaa, FO","Silva, FO","169","2012","07","07","Brasil","Paraíba","João Pessoa","Campus I da UFPB, Corredor do departamento de Biologia.","-34.5047","-7.0815","-34.5047","-7.0815","47","47","ASE0043340",NA,"2014","06","18","Arvoreto ca. 5m de altura. Em plena floração.; Mata Atlântica","Magnoliophyta",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"65","2019-11-27 13:51:06-03","UFS","ASE","41815","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St-Hil. & Tul.) Engl.","Silva, FO","Silva, FO; Pereira, LA","130","2012","07","13","Brasil","Paraíba","Mamanguapé","Reserva Biológica Guaribas: Área II, Coletada no tabuleiro por trás do refeitorio.","-35.0831","-6.4431","-35.0831","-6.4431",NA,NA,"ASE0043329",NA,"2014","06","12","Árvore ca. 9m de altura. Caule robusto e liso. Em plena floração.; Mata Atlântica.","Magnoliophyta",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:37:21-03","UNICAMP","UEC","131733","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Silva, FO","França, F; Melo, E; Correia, CMB; Oliveira, PP; Silva; BM","2431","1997","10","26","Brazil","Bahia","Milagres","Morro do Coité ou Navio","-39.899167","-12.755","-39.899167","-12.755","426","426","UEC049173","UEC049173","2014","05",NA,"Arbusto ca. 1,5m. Folha coriácea, levemente discolor. Flores amarelas.; Orla interna da mata e início da subida na encosta com rocha exposta.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:37:21-03","UNICAMP","UEC","186360","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Silva, FO","Silva, FO","169","2012","12","07","Brazil","Paraíba","João Pessoa","Brasil, Paraíba, João Pessoa, Campus I da UFPB: Corredor do Departamento de Biologia. Geo-referenciamento da Coleção do Herbário JPB.","-34.846389","-7.1375","-34.846389","-7.1375","47","47","UEC110629","UEC110629","2014","11","18","Árvore ca. 5m de altura. Em plena floração.; Mata Atlântica.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:37:21-03","UNICAMP","UEC","186384","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Silva, FO","Silva, FO; Pereira, LA","130","2012","12","13","Brazil","Paraíba","Mamanguape","Reserva Biológica Guaribas: Área II. Coletado mo tabuleiro por trás do refeitório.","-35.141944","-6.741944","-35.141944","-6.741944",NA,NA,"UEC111654",NA,"2014","11","12","Árvore ca. 9m de altura. Caule robusto e liso. Em plena floração.; Mata Atlântica. Elev.: 181m","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:37:21-03","UNICAMP","UEC","187139","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Yamamoto, K","Lira, SS; Villarouco, FMO; Oliveira, M","97","1995","12","27","Brazil","Pernambuco","Bezerros","Parque ecológico de Serra Negra.","-35.816667","-8.2","-35.816667","-8.2","471","471","UEC117717","UEC117717",NA,NA,NA,"Àrvore com ca. 5-6m de alt; caule amarronzado; pétalas, sépalas, estilite, estigma e anteras amarelas; ovário verde.; Vegetação arbustivo-arbóreo, solo arenoso com grande afloramento rochos.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:37:21-03","UNICAMP","UEC","187140","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Yamamoto, K","Lira, SS; Villarouco, FMO; Oliveira, M","92","1995","10","11","Brazil","Pernambuco","Bezerros","Parque ecológico de Serra Negra.","-35.816667","-8.2","-35.816667","-8.2","471","471","UEC117716","UEC117716",NA,NA,NA,"Arbusto com ca. 5m de alt.; caule marrom; flores amarelas; cálice amarelo; estilete e estigma amarelos; ovário verde.; Vegetação arbustiva-arbórea; solo arenoso com grandes afloramentos rochosos. Borda de mata.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:37:21-03","UNICAMP","UEC","187141","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Yamamoto, K","Lira, SS; Oliveira, M","120","1996","02","08","Brazil","Pernambuco","Bezerros","Parque de Serra Negra.","-35.816667","-8.2","-35.816667","-8.2","471","471","UEC117715","UEC117715",NA,NA,NA,"Àrvore com ca.3m de alt; caule marrom esverdeado; frutos imaturos verdes e madures marom escuro quase preto; base do fruto maduro e imaturo vermelha.; Vegetação arbustisva-arbórea; solo argilo-arenoso de cor marrom.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:37:21-03","UNICAMP","UEC","187397","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Oliveira, AA","Korte, A","5327","2010","12","02","Brazil","Santa Catarina","Palhoça","parque estadual do tabuleiro- guarda embaú","-48.599444","-27.904722","-48.599444","-27.904722","15","15","UEC115826","UEC115826","2011","01","17","arbusto, flor amarela; restinga, estágio avançado","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:37:21-03","UNICAMP","UEC","160246","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Yamamoto, K","Scaramuzza, CAMR; Souza, VC","519","1989","09","24","Brazil","São Paulo","Itararé","Estrada para 400 alqueires.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"UEC017298","UEC017298","1993","11","28","Arbusto, 1,8m alt.; botões verdes.; Campo limpo.","Magnoliopsida",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"74","2020-04-22 16:22:42-03","UFPB","JPB","15494","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Felix, LP; Santana, ES","2546","1989","12","19","Brasil","Paraíba","Mamanguape",NA,"-35.125833","-6.838889","-35.125833","-6.838889","35","35",NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"75","2020-04-22 16:22:42-03","UFPB","JPB","26116","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Veloso, TMG","36","1999","11","26","Brasil","Paraíba","Mamanguape",NA,"-35.125833","-6.838889","-35.125833","-6.838889","35","35",NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"76","2020-04-22 16:22:42-03","UFPB","JPB","31689","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Barbosa, MR; Lima, JR; Brasil, RNA; Melo, AS de","2636","2003","02","02","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Área 1. Caiana, Tabuleiro.","-35.166111","-6.697778","-35.166111","-6.697778","165","165",NA,NA,NA,NA,NA,"; DESC: Árvore ca. de 4-5m de alt.; ráquis e penduculos maravilha, carpídios, carpídios verdes.","Angiosperma","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"77","2020-04-22 16:22:42-03","UFPB","JPB","31691","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Barbosa, MR; Lima, JR; Brasil, RNA; Melo, AS de","2638","2003","02","02","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Área 1. Caiana, Tabuleiro.","-35.166111","-6.697778","-35.166111","-6.697778","165","165",NA,NA,NA,NA,NA,"; DESC: Árvore ca. de 4m de alt.; ráquis e pedúnculo alaranjados carpídios verdes.","Angiosperma","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"78","2020-04-22 16:22:42-03","UFPB","JPB","43256","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO","57","2009","12","18","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Próximo a trilha Caiana.","-35.142056","-6.741861","-35.142056","-6.741861","181","181",NA,NA,"2011","01","24","; DESC: Arbusto; ca. de 2m Alt.; inflorescência de coloraçao amarela.","Angiosperma","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"79","2020-04-22 16:22:42-03","UFPB","JPB","43270","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Silva, FO","71","2010","01","06","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Próximo a trilha Caiana.","-35.142056","-6.741861","-35.142056","-6.741861","181","181",NA,NA,NA,NA,NA,"; DESC: Arbusto; ca. de 3m Alt.; inflorescência amarela.","Angiosperma","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"80","2020-04-22 16:22:42-03","UFPB","JPB","43285","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO","86","2010","02","24","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Próximo a trilha Caiana.","-35.142056","-6.741861","-35.142056","-6.741861","181","181",NA,NA,"2011","01","24","; DESC: Arbusto; ca. de 2m Alt.; frutos de coloraçao roxa e verde.","Angiosperma","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"81","2020-04-22 16:22:42-03","UFPB","JPB","43290","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Silva, FO","91","2010","03","18","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Próximo a trilha Caiana.","-35.142056","-6.741861","-35.142056","-6.741861","181","181",NA,NA,NA,NA,NA,"; DESC: Arbusto; ca. de 2m Alt.; frutos de coloraçao roxa e verde.","Angiosperma","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"82","2020-04-22 16:22:42-03","UFPB","JPB","61033","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO; Pereira, LA","130","2012","12","13","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Área II. Coletado mo tabuleiro por trás do refeitorio","-35.142056","-6.741861","-35.142056","-6.741861","181","181","JPB0061033",NA,"2014","11","12","; HABITAT: Mata Atlantica.; DESC: Árvore ca. 9m de altura. Caule robusto e liso. Em plena floração.","Angiosperma","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"83","2020-04-22 16:22:42-03","UFPB","JPB","61072","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO","169","2012","12","07","Brasil","Paraíba","João Pessoa","Campus I da UFPB, Corredor do Departamento de Biologia","-34.846381","-7.1375","-34.846381","-7.1375","47","47","JPB0061072",NA,"2014","11","18","; HABITAT: Mata Atlantica.; DESC: Árvore ca. 5m de altura. Em plena floração.","Angiosperma","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"84","2020-04-22 16:22:42-03","UFPB","JPB","61135","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Silva, FO; Lima, IB","240","2014","11","03","Brasil","Paraíba","João Pessoa","Campus I da UFPB, Corredor do DBM","-34.846381","-7.1375","-34.846381","-7.1375","47","47","JPB0061135",NA,"2014","11","18","; HABITAT: Mata Atlântica; DESC: Árvore. 8 m alt. Caule com periderme lisa. Inflorescencias laxas; flores amarelas.","Angiosperma","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"85","2020-04-22 16:22:42-03","UFPB","JPB","3018","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Silva, FO","Carvalheira, RPC","JPB3018","1971","11","29","Brasil","Paraíba","João Pessoa","Jardim Botânico, Mata do Buraquinho. Flores em cacho (panículas amarelas)-5 pétalas. Folhas simples.","-34.8630981445312","-7.11499977111816",NA,NA,NA,NA,NA,NA,"2015","11",NA,"; DESC: Planta arbórea. Flores em cacho (paniculas amarelas) - 5 petalas. Folhas simples.","Angiosperma","Dicotyledon",NA,NA,"Southern America",NA,"15975","auto",NA,NA,NA,NA
"86","2020-10-14 10:03:45-03","FURB","FURB","27946","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Oliveira, AA de","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2933","2010","07","06","Brasil","Santa Catarina","Joinville","Cubatão.","-49.05","-26.1016667","-49.0500000","-26.1016667","1169","1169","FURB33442","FURB33442","2011","01","21","Coleta Extra IFFSC (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arvoreta; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-10-14 10:03:45-03","FURB","FURB","30924","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Oliveira, AA de","Stival-Santos, A.; Legal, E. & Silveira, S.","2289","2010","03","30","Brasil","Santa Catarina","Botuverá","Reserva Biológica Canela Preta.","-49.14","-27.27","-49.1400000","-27.2700000","639","639","FURB33441","FURB33441","2011","01","21","Florística IFFSC 467 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor botão floral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-10-14 10:03:45-03","FURB","FURB","33460","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Oliveira, AA de","Korte, A.; Rigon-Junior, M.J.","5504","2010","12","09","Brasil","Santa Catarina","Içara","Balneário Rincão.","-49.2180556","-28.805","-49.2180556","-28.8050000","26","26","FURB33445","FURB33445","2011","01","17","Florística IFFSC 35 (Arbusto) Habitat: Restinga; Estágio Avançado Habito: arbusto; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-10-14 10:03:45-03","FURB","FURB","33538","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Oliveira, AA de","Korte, A.","5327","2010","12","02","Brasil","Santa Catarina","Palhoça","Parque Estadual do Tabuleiro - Guarda do Embaú.","-48.5994444","-27.9047222","-48.5994444","-27.9047222","15","15","FURB02630","FURB02630","2011","01","17","Regeneração IFFSC 228 /L/10 Habitat: Restinga; Estágio Avançado Habito: arbusto; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-10-14 10:03:45-03","FURB","FURB","33541","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Oliveira, AA de","Korte, A.","5406","2010","12","03","Brasil","Santa Catarina","Palhoça","Pedra do Urubu.","-48.5847222","-27.9022222","-48.5847222","-27.9022222","36","36","FURB33446","FURB33446","2011","01","17","Coleta Extra IFFSC (Arbusto) Habitat: Floresta Ombrófila Densa de Terras Baixas e Restinga; Estágio Avançado; costão rochoso Habito: arbusto; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-10-14 10:03:45-03","FURB","FURB","48807","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Pastório, FF","Oliveira, A.A. de","2761","2015","11","20","Brasil","Santa Catarina","Criciúma","Bairro Universitário.","-49.4091667","-28.7091667","-49.4091667","-28.7091667","50","50","FURB48807","FURB48807","2015","12","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-10-14 10:03:45-03","FURB","FURB","54814","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","882","2017","07","27","Brasil","Santa Catarina","Rio dos Cedros",NA,"-49.32","-26.55","-49.3200000","-26.5500000","893","893","FURB54814","FURB54814","2017","07","27","flor amarela Habitat: interior da U.A. Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-16 17:53:24-03","UCS","HUCS","45076","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A. St.-Hil. & Tul.) Engl.","Oliveira, A.A. de","Korte, A.","5504","2010","12","09","Brasil","Santa Catarina","Içara","Balneário Rincão","-49.218056","-28.805","-49.218056","-28.805","26","26",NA,NA,"2011","01","17","arbusto; flor amarela; Restinga; Estágio Avançado","Angiospermae","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-02-23 11:30:19-03","UNEMAT","HERBAM","9807","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St-Hil. & Tul.) Engl.","Gvasconcelos","Soares-Lopes, C R A; Leite, C.; Trevisan, L.R.; Benevides, L.C. & Lima, W.M.","CD 717765","2014","07","01","Brasil","Mato Grosso","Alta Floresta","PCH Cabeça-de-boi, área B1, margem esquerda, Floresta Ombrófila. Afloramento rochoso.","-8855.55278","50.3525","-8855.55278","50.3525",NA,NA,"HERBAM009807",NA,"2014","10","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-08-16 08:40:19-03","UTFPR","HCF","20320","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","A.A. de Oliveira","A. Korte","5406","2010","12","03","Brasil","SC","Palhoça","Pedra do Urubu","-48.584722","-27.902222","48°35'05 W","27°54'08 S","36","36",NA,NA,"2011","01","17","Estágio avançado; costão rochoso. Arbusto. Flor amarela.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-08-16 08:40:19-03","UTFPR","HCF","20536","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","A.A. de Oliveira","A. Korte","5504","2010","12","09","Brasil","SC","Içara","Balneário Rincão","-49.218056","-28.805","49°13'05 W","28°48'18 S","26","26",NA,NA,"2011","01","17","Restinga. Estágio avançado. Arbusto. Flor amarela.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
