"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","eventTime","sex"
"143","2020-02-27 12:52:06-03","FURB","FURB","54938","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Ribeiro, C.L.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","06","22","Brasil","Santa Catarina","Joinville","-49.1408333","-26.1872222","-49.1408333","-26.1872222","FURB54938","FURB54938","2019","12","18","1065",NA,"822","822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-05-20 17:53:18-03","FURB","FURB","57707","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Vieira, F. C. S.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2018","03","08","Brasil","Santa Catarina","Urubici","-49.5911111","-28.0825","-49.5911111","-28.0825000","FURB57707","FURB57707","2020","04","21","2339",NA,"140","140","Habitat: interior da unidade amostral Habito: arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-10-14 10:03:31-03","FURB","FURB","61115","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Grings, M.","Schwirkowski, P.","2018","08","20","Brasil","Santa Catarina","São Bento do Sul","-49.2933333","-26.2633333","-49.2933333","-26.2633333","FURB61115","FURB61115","2018","08","20","3015","Rio Vermelho. Recanto do Noti. APA Rio Vermelho / Humboldt","950","950","Fragmento de FOM. Heliófita. Frutos de cor vinácea quando maduros Habitat: Borda de mata Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-10-14 10:03:31-03","FURB","FURB","62512","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Vieira, F. C. S.","Kassner-Filho, A.","2019","02","09","Brasil","Santa Catarina","Rio Fortuna","-49.3205556","-27.9905555","-49.3205556","-27.9905555","FURB62512","FURB62512","2020","04","17","4594","Canyon Espraiado / Campo dos Padres. Canyon Espraiado / Campo dos Padres.","1450","1450","arvoreta; botão Habito: Arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-05-20 17:53:18-03","FURB","FURB","62513","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Vieira, F. C. S.","Kassner-Filho, A.","2019","02","09","Brasil","Santa Catarina","Rio Fortuna","-49.3205556","-27.9905555","-49.3205556","-27.9905555","FURB62513","FURB62513","2020","04","17","4595","Canyon Espraiado / Campo dos Padres. Canyon Espraiado / Campo dos Padres.","1450","1450","Arvoreta; fruto imaturo Habito: Arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-10-14 10:03:31-03","FURB","FURB","62514","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Vieira, F. C. S.","Kassner-Filho, A.","2019","02","09","Brasil","Santa Catarina","Urubici","-49.4122222","-27.9922222","-49.4122222","-27.9922222","FURB62514","FURB62514","2020","04","17","4690","Floresta Ombrófila Mista; Estágio Avançado. Floresta Ombrófila Mista; Estágio Avançado.","1482","1482","Arvoreta 2m; fruto imaturo Habito: Arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-10-14 10:03:31-03","FURB","FURB","63012","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Vieira, F. C. S.","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2018","11","28","Brasil","Santa Catarina","Ponte Serrada","-52.1102778","-26.9111111","-52.1102778","-26.9111111","FURB63012","FURB63012","2020","04","21","4198","Bahia Baixa.","934","934","Flor branca Habitat: Ecótono entre Floresta ombrófila mista e Floresta estacional decidual; Estágio avançado; Interior de unidade amostral; Beira de córrego. Habito: Arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-10-14 10:03:31-03","FURB","FURB","64600","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Vieira, F. C. S.","Kassner-Filho, A.; Santos, D; Uller, H.F.;Schneiders, A.","2019","08","12","Brasil","Santa Catarina","Matos Costa","-51.03","-26.46","-51.0300000","-26.4600000","FURB64600","FURB64600","2020","04","17","5287","Pedra Branca.","1090","1090","Fruto imaturo Habitat: Interior de unidade amostral;Estágio de regeneração Médio/Avançado;Floresta Ombrófila Mista Habito: Arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-10-14 10:03:31-03","FURB","FURB","64752","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Vieira, F. C. S.","Kassner-Filho, A.; Santos, D.; Uller, H.F.; Schneiders, A.","2019","08","29","Brasil","Santa Catarina","Bela Vista do Toldo","-50.4891666","-26.4597222","-50.4891666","-26.4597222","FURB64752","FURB64752","2020","04","17","5402","Serra do Lucindo.","866","866","fruto imaturo Habitat: interior da unidade amostral; floresta estacional decidual; estagio sucessional avançado Habito: arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-10-14 10:03:31-03","FURB","FURB","64851","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel",NA,"Funez, L.A.; Ribeiro-Nardes, Comin, M.","2018","08","28","Brasil","Santa Catarina","Urubici","-49.6133333","-28.1463889","-49.6133333","-28.1463889","FURB64851","FURB64851",NA,NA,NA,"8229","Santa Bárbara, estrada para a cascatinha. Parque Nacional de São Joaquim","1400","1400","Frutos imaturos verdes Habitat: Borda da estrada Habito: Arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-10-14 10:03:31-03","FURB","FURB","64852","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel",NA,"Funez, L.A.; Ribeiro-Nardes, Comin, M.","2018","08","28","Brasil","Santa Catarina","Urubici","-49.6133333","-28.1463889","-49.6133333","-28.1463889","FURB64852","FURB64852",NA,NA,NA,"8265","Santa Bárbara, estrada para a cascatinha. Parque Nacional de São Joaquim","1400","1400","Frutos imaturos verdes Habitat: Borda da estrada Habito: Arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-24 16:38:37-03","FURB","FURB","67212","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel",NA,"Funez, L.A.; Fiaschi, P., Trevisan, R., Comin, M., Cabral, F.S., Conti, I.","2019","12","07","Brasil","Santa Catarina","Alfredo Wagner","-49.1522222","-27.6875","-49.1522222","-27.6875000","FURB67212","FURB67212",NA,NA,NA,"9622","Alto da Boa Vista.","1333","1333","Flores brancas Habitat: Floresta nebular Habito: Arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-10-14 10:03:31-03","FURB","FURB","8184","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Gasper, A.L.","Dreveck, S.; Verdi, M. & Godoy, M.B.","2007","12","12","Brasil","Santa Catarina","Itaiópolis","-49.7708334","-26.55","-49.7708334","-26.5500000","FURB32773","FURB32773","2018","06","28","62","Moema.","943","943","Florística IFFSC 901.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-10-14 10:03:31-03","FURB","FURB","9380","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Gasper, A.L.","Gasper, A.L. de; Brogni, E. & Santos, E.M.","2007","11","23","Brasil","Santa Catarina","Major Vieira","-50.3127778","-26.5513889","-50.3127778","-26.5513889","FURB02512","FURB02512","2018","06","28","1015","Rio Novo.","861","861","Florística IFFSC 895.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-10-14 10:03:31-03","FURB","FURB","9936","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Gasper, A.L.","Gasper, A.L. de; Brogni, E.","2008","05","23","Brasil","Santa Catarina","São Joaquim","-49.8619444","-28.1691667","-49.8619444","-28.1691667","FURB32765","FURB32765","2018","06","28","1788",NA,"1359","1359","Regeneração IFFSC 137/S/1 Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; comum no fragmento Habito: arbusto;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-10-14 10:03:31-03","FURB","FURB","3670","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Gasper, A.L.","Ribas, O.S.; Motta, J.T. & Cordeiro, J.","1996","01","30","Brasil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"FURB32762","FURB32762","2018","06","28","1085","Serra de Santana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"159","2020-10-14 10:03:31-03","FURB","FURB","1324","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Gasper, A.L.","Sobral, M.","2001","10","01","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"FURB32759","FURB32759","2018","06","28",NA,"Pró-mata.","700","700",NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"160","2019-11-08 08:53:54-03","FURB","FURB","5957","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Gasper, A.L.","Vieira, F.C.S.","2005","09","07","Brasil","Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621",NA,NA,"FURB32766","FURB32766","2018","06","28","1297","Serra Quiriri.","1200","1200",NA,NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA,NA
"161","2020-10-14 10:03:31-03","FURB","FURB","17178","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Wagner, M.","Sevegnani, L.","2010","01","01","Brasil","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484",NA,NA,"FURB30480","FURB30480","2016","01","22",NA,"Localidade Santo Antônio, Morro da Pedra Furada, margem esquerda do rio Canoas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA
"162","2020-10-14 10:03:31-03","FURB","FURB","33937","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Wagner, M.","Sevegnani, L.","2010","01","01","Brasil","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484",NA,NA,"FURB30481","FURB30481","2016","01","22",NA,"Santo Antônio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA
"163","2019-11-08 08:53:54-03","FURB","FURB","4433","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Gasper, A.L.","Hatschbach, G.; Cervi, A.C. & Barbosa, E.","2004","10","18","Brasil","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484",NA,NA,"FURB32763","FURB32763","2018","06","28","78189","Serra do Rio do Rastro, subida ao Morro da Igreja.","1155","1155",NA,NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA
"164","2021-03-16 17:53:52-03","UCS","HUCS","19151","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Mattos) Mattos","Grings, M.; Molz, M.","Grings, M.","2014","11","29","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.175369","-29.480814","-50.175369","-29.480814",NA,NA,"2014",NA,NA,"s.n.","CPCN Pró-Mata",NA,NA,"arbusto de 9m de altura com frutos imaturos verde-avermelhados; isolada em meio a capoeira, próxima de borda de mata nebular","Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-03-16 17:53:52-03","UCS","HUCS","37623","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Mattos) Mattos","Sobral, M.","Chagas; Silva, F.","1991","11","18","Brasil","Paraná","Ibiporã","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"2009","07","31","1450","Fazenda Doralice",NA,NA,"árvore com 25m; frutos imaturos de cor verde; frequente na área.","Angiospermae","Myrtales",NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA,NA
"166","2021-03-16 17:53:52-03","UCS","HUCS","30090","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Mattos) Mattos","Ribeiro, C.L.","Ribas, O.S.","2006","06","30","Brasil","Paraná","Fênix","-51.9791984558105","-23.9160995483398",NA,NA,NA,NA,"2019","02","01","7318","Parque Estadual Vila Rica do Espírito Santo",NA,NA,"árvore, 8m, flor alva; Floresta Estacional Smeidecídua","Angiospermae","Myrtales",NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA
"167","2021-03-16 17:53:57-03","UCS","HUCS","49556","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(Berg.) Legr. & Kohs","Grings, M.","Schwirkowski, P.","2018","08","20","Brasil","Santa Catarina","São Bento do Sul","-49.293333","-26.263333","-49.293333","-26.263333",NA,NA,"2018","08","20","3015","Rio Vermelho. Recanto do Noti. APA Rio Vermelho / Humboldt","950","950","Fragmento de FOM. Heliófita. Frutos de cor vinácea quando maduros","Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-03-16 17:53:57-03","UCS","HUCS","38937","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(Berg.) Legr. & Kohs","Molz, M.","Meyer, J.","1987","11","11","Brasil","Rio Grande do Sul","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"2017","05","16","108","10 Km norte Silveira , na rodovia",NA,NA,"ca. 6m. alt., botões florais - HAS 76655","Angiospermae","Myrtales",NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA
"169","2021-03-16 17:53:57-03","UCS","HUCS","40537","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(Berg.) Legr. & Kohs","Molz, M.","Seger, G.D.S.","2007","07","10","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"2017","05","16","1040","CPCN Pró-Mata",NA,NA,"arbusto ca. de 2,5m. , frutos roxos - ICN 166518; interior de mata nativa","Angiospermae","Myrtales",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"170","2021-03-16 17:53:57-03","UCS","HUCS","11872 A","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(Berg.) Legr. & Kohs","Butzke, A.","Butzke, A.","1994","09","23","Brasil","Rio Grande do Sul","Erechim","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,NA,NA,NA,"449","Escola Agrária",NA,NA,"HERBARA 7449; beira do mato","Angiospermae","Myrtales",NA,NA,NA,NA,"46790","auto",NA,NA,NA,NA,NA,NA,NA
"171","2021-03-16 17:53:57-03","UCS","HUCS","38683","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(Berg.) Legr. & Kohs","Molz, M.","Mazitelli, S.M.","1994","01","12","Brasil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"2017","05","16","1240","Fortaleza",NA,NA,"árvore ca. 6m. de alt., flores brancas - HAS 70368; mata de beira","Angiospermae","Myrtales",NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"172","2021-03-16 17:53:57-03","UCS","HUCS","38928","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(Berg.) Legr. & Kohs","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"2017","05","15","6773","Fortaleza",NA,NA,"arbusto 1,5m. alt. - HAS 76522","Angiospermae","Myrtales",NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"173","2021-03-16 17:53:57-03","UCS","HUCS","38723","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(Berg.) Legr. & Kohs","Molz, M.","Silveira, N.","1985","02","05","Brasil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"2017","05","16","2038","Fortaleza dso Valos",NA,NA,"6m. alt. - HAS 76632","Angiospermae","Myrtales",NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"174","2021-03-16 17:53:57-03","UCS","HUCS","28983","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(Berg.) Legr. & Kohs","Molz, M.","Hatschbach, G.","2004","10","18","Brasil","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"2017","08","15","78199","Morro da Igreja","1650","1650","arbusto 1,5m; matinha nebular","Angiospermae","Myrtales",NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA
"175","2021-03-16 17:53:57-03","UCS","HUCS","38690","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(Berg.) Legr. & Kohs","Molz, M.","Silveira, N.","1987","03","10","Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"2017","05","16","7073","Rio da Terra",NA,NA,"árv. 3m. alt. - HAS 76673","Angiospermae","Myrtales",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"176","2021-03-16 17:53:57-03","UCS","HUCS","4332","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(Berg.) Legr. & Kohs","Molz, M.","Kummrow, R.","1983","11","08","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"2017","05","16","2386","Rio Itararé",NA,NA,"arbusto delicado de flores alvas; mata ao longo do rio encachoeirado","Angiospermae","Myrtales",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"177","2021-03-16 17:53:57-03","UCS","HUCS","26524","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(Berg.) Legr. & Kohs","Molz, M.","Barbosa, E.","2004","12","14","Brasil","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"2017","08","15","1005","Salto do Rio Avencal - Morro da Igreja",NA,NA,"arvoreta 3m.; capão do alto do morro","Angiospermae","Myrtales",NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA
"178","2021-03-16 17:53:57-03","UCS","HUCS","26883","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(Berg.) Legr. & Kohs","Molz, M.","Silva, J.M.","2004","01","12","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"2017","08","15","3939","Serra do Araçatuba",NA,NA,"subarbusto 50 cm - flor alva; matinha nebular","Angiospermae","Myrtales",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"179","2021-03-16 17:53:57-03","UCS","HUCS","28984","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(Berg.) Legr. & Kohs","Molz, M.","Hatschbach, G.","2004","10","18","Brasil","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"2017","08","15","78189","Serra do Rio do Rastro - subida do Morro da Igreja","1155","1155","arbusto 2m; matinha nebular","Angiospermae","Myrtales",NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA
"180","2014-10-14 15:57:00-03","BS","M","M-0136812","S","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata var. regnelliana","(O.Berg) Landrum",NA,"Luetzelburg, P. von","1915","12","31","Brasil",NA,NA,NA,NA,NA,NA,"M0136812",NA,NA,NA,NA,NA,"Serra dos Orgaos: Staat Rio, Morro Assú",NA,NA,NA,"Magnoliophyta","Myrtales","NOTATYPE",NA,NA,"var. regnelliana",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"21:00",NA
"181","2014-10-14 15:57:00-03","BS","M","M-0136811","S","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata var. regnelliana","(O.Berg) Landrum",NA,"Hatschbach, G.","1971","02","07","Brasil",NA,NA,NA,NA,NA,NA,"M0136811",NA,NA,NA,NA,NA,"Serra Capivari Grande (mun. Campina Gde. do Sul) Paraná",NA,NA,NA,"Magnoliophyta","Myrtales","NOTATYPE",NA,NA,"var. regnelliana",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"21:00",NA
"182","2019-08-16 08:40:12-03","UTFPR","HCF","24817","S","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Mattos) Mattos","M. Sobral","M. Verdi","2009","11","05","Brasil","SC","Siderópolis","-49.59","-28.62","49°35'24 W","28°37'12 S",NA,NA,"2010","01","25","3011","Barragem do Rio São Bento","479","479","Arbórea. Encontrada no interior do fragmento de Floresta Ombrófila Densa em estágio avançado. (IFFSC 47)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-08-16 08:40:12-03","UTFPR","HCF","8775","S","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Mattos) Mattos","M. Sobral","O.S. Ribas","2006","06","30","Brasil","PR","Fênix","-51.9791984558105","-23.9160995483398",NA,NA,NA,NA,"2009","07","17","7318","Parque Estadual Vila Rica do Espírito",NA,NA,"Árvore, 8 m, flor alva. Floresta Estacional Semidecídua.",NA,NA,NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA,NA
"184","2019-08-16 08:40:12-03","UTFPR","HCF","9571","S","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Mattos) Mattos","M. Sobral","F. Chagas e Silva","1991","11","18","Brasil","PR","Ibiporã","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"2009","07","31","1450","Fazenda Doralice",NA,NA,"árvore com 25 m; frutos imaturos de cor verde; frequente na área.",NA,NA,NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA,NA
"185","2019-08-16 08:40:15-03","UTFPR","HCF","23688","S","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D. Legrand & Kausel","E. Barboza","J.M. Silva","2017","02","05","Brasil","PR","Castro","-50.142222","-24.716111","50°08'32 W","24°42'58 S",NA,NA,"2017","03","31","9721","PCH Rio Iapó, Fazenda do Pulo","975","975","arbusto com 1,5 m de altura; fruto imaturo. Mata de galeria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-08-16 08:40:15-03","UTFPR","HCF","15308","S","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D. Legrand & Kausel","C.L. Ribeiro","R.S. Vieira","2014","08","22","Brasil","PR","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"2015","03","18","474","Serra Ibitiraquire, Pico Caratuva",NA,NA,"arvoreta com 3,5 m, no subosque da floresta. Com frutos verdes.",NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"187","2020-06-29 09:31:29-03","UFRRJ","RBR","32095","S","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Mattos) Mattos",NA,"C. Medri","1999","12","22","Brasil","Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,"RBR00032095","RBR00032095","2020","04","16","914","Salto João Nogueira",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA
"188","2021-03-21 19:37:33-03","UFC","EAC","459","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","Mattos(Mattos)",NA,"Bezerra, P.","1942","06","06","Brasil","Ceará","São Benedito","-40.8650016784668","-4.0486102104187",NA,NA,"EAC0000459","EAC0000459","2011","06","07","s.n.","Quebradas da serra, Ciuta, Serra da Ibiapaba",NA,NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,"27894","auto",NA,NA,NA,NA,NA,NA,NA
"189","2019-11-25 12:12:18-03","UFSM","SMDB","9064","S","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi",NA,"Soares; Silva, LH","Francisco, EM; et al.","1997","06","25","Brasil",NA,NA,NA,NA,NA,NA,"SMDB009064",NA,"2004","01",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-12-21 16:36:30-03","MBM","MBM","47726","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Mattos) Mattos","Legrand, D.","Hatschbach, G.","1961","09","03","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"MBM047726","MBM047726",NA,NA,NA,"8204","Pilão de Pedra",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
