"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","class","sex"
"150","2015-03-13 19:30:53-03","F","FMNH-SEEDPLANTS","V0252774F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0252774F","V0252774F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"151","2015-03-13 19:30:53-03","F","FMNH-SEEDPLANTS","V0252775F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0252775F","V0252775F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"152","2015-03-13 19:30:53-03","F","FMNH-SEEDPLANTS","V0252776F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0252776F","V0252776F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"153","2015-03-13 19:30:53-03","F","FMNH-SEEDPLANTS","V0252777F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0252777F","V0252777F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"154","2015-03-13 19:30:53-03","F","FMNH-SEEDPLANTS","V0252778F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0252778F","V0252778F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"155","2019-04-13 11:45:22-03","F","FMNH-SEEDPLANTS","V0355000F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,"A. P. Duarte","798","1947","1","South America","Brazil","Rio de Janeiro",NA,NA,NA,"V0355000F","V0355000F_01 V0355000F_02","RRC ID Flag","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"798",NA,"Dicotyledoneae",NA
"156","2020-07-23 12:20:03-03","CEPLAC","CEPEC","137145","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,"S. J. S. Neto","921",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"S. J. S. Neto",NA,"SARACURUNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-07-23 12:20:03-03","CEPLAC","CEPEC","136929","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,"R.C.Lopes","10",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"M. Gomes",NA,"rio de janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-11-12 16:59:56-03","UEL","FUEL","32166","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Baitello, JB","882","1999","03",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar",NA,NA,NA,NA,"Pastore, JA","30","Ilha Bela",NA,NA,NA,NA,"2005","08","02",NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-11-01 15:08:43-03","UnB","UB","187630","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"Braga, JMA","5408","1999","06","Southern America","Brasil","Rio de Janeiro","Garrão, Sítio Riacho dos Beija-Flores, próximo a Barragem de Saracuruna",NA,"Arvoreta 6m. Folhas membranáceas. Frutos imaturos verdes e maduros secos. Morrote mamelonar.",NA,NA,NA,"30","Duque de Caxias","-43.3925","-22.868333",NA,NA,NA,NA,NA,"-43.3925","-22.868333",NA,NA,NA,NA,NA,NA
"160","2021-02-23 13:23:04-03","MN","R-TIPOS","144623a","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.","Isosyntypus","Saldanha da Gama, J.","7089","1883","02",NA,"Brasil","Rio de Janeiro","Serra de Friburgo",NA,NA,"R000144623a","R000144623a_001","Kirkbride Jr., J.H.","03","Nova Friburgo","-42.5311012268066","-22.2819004058838","33190","auto","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-02-23 13:23:04-03","MN","R-TIPOS","144623","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.","Isosyntypus","Saldanha da Gama, J.","7089","1883","02",NA,"Brasil","Rio de Janeiro","Serra de Friburgo",NA,NA,"R000144623","R000144623_001","Kirkbride Jr., J.H.","03","Nova Friburgo","-42.5311012268066","-22.2819004058838","33190","auto","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-04 15:46:00-03","IF","SPSF","34425","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,"F. M. Souza & M. T. Z. Toniato & D.Souza","480","2005","02","América do Sul","Brasil","SP","Parque Estadual da Serra do Mar",NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: Trilha dos Macacos. Floresta Ombrófila Densa Montana. Borda.&nf;;",NA,NA,"N. M. Ivanauskas","22","Salesópolis","-45.8400001525879","-23.5300006866455","18032","auto","2005","03","05",NA,NA,"664","664",NA,NA,"Magnoliopsida",NA
"163","2021-03-04 15:46:00-03","IF","SPSF","34815","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,"F. A. R. D. P. Arzolla & F. M. Souza & C. O. Araújo & W. Corrêa","798","2005","03","América do Sul","Brasil","SP","Parque Estadual da Serra do Mar, Núcleo Itutinga - Pilões",NA,"COLETA: XLS: SPSFNovo; Árvore ca. 7 m, frutos imaturos; GEOGRAFIA: Trilha do Quilombo. Floresta Ombrófila Densa Submontana&nf;UTM: X=368186 Y=7366122;",NA,NA,"G. A. D. C. Franco","22","Santos","-46.3300018310547","-23.9599990844727","26836","auto","2005","04","07",NA,NA,"104","104",NA,NA,"Magnoliopsida",NA
"164","2021-03-04 15:46:00-03","IF","SPSF","07795","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,"J.R.Guillaumon",NA,"1981","05","América do Sul","Brasil","SP","Usina Itatinga",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Serra do Mar&nf;;",NA,NA,NA,"20","Bertioga","-46.138599395752","-23.8544006347656","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"165","2021-03-04 15:46:00-03","IF","SPSF","07789","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,"J.R.Guillaumon",NA,"1981","05","América do Sul","Brasil","SP","Usina Itatinga",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Serra do Mar&nf;;",NA,NA,NA,"20","Bertioga","-46.138599395752","-23.8544006347656","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"166","2021-03-04 15:46:00-03","IF","SPSF","26410","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,"J.B.Baitello","882","1999","03","América do Sul","Brasil","SP","Parque Estadual da Serra do Mar",NA,"COLETA: XLS: SPSFAntigo&nf;Arvoreta 6m, frutos.;",NA,NA,"J. A. Pastore","30","Ilhabela","-45.3499984741211","-23.7700004577637","23719","auto","2005","08","02",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"167","2021-03-04 15:46:00-03","IF","SPSF","32507","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,"O.T. Aguiar","661","2000","10","América do Sul","Brasil","SP","P.E.Serra do Mar",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha da Água Branca&nf;;",NA,NA,NA,"16","Ilhabela","-45.3499984741211","-23.7700004577637","23719","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"168","2021-03-04 15:46:00-03","IF","SPSF","29503","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,"L.D.Meireles","263","2001","04","América do Sul","Brasil","SP","Fazenda Sao Camilo",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta ombrofila&nf;;",NA,NA,NA,"19","Itanhaém","-46.7799987792969","-24.1800003051758","26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"169","2021-03-04 15:46:00-03","IF","SPSF","29545","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,"F.T.Farah","2300","2001","04","América do Sul","Brasil","SP","Parque Estadual da Serra do Mar, Núcleo Curucutu",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"17","Itanhaém","-46.7799987792969","-24.1800003051758","26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"170","2021-03-04 15:46:00-03","IF","SPSF","34622","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,"R.Cielo-Filho & N.M.Ivanauskas & D.de Souza","391","2005","03","América do Sul","Brasil","SP","Parque Estadual da Serra do Mar, Núcleo Curucutu",NA,"COLETA: XLS: SPSFNovo; Árvore de 5m. Fruto imaturo verde.; GEOGRAFIA: Trilha do Rio Itarirú&nf;UTM: X=301170 Y=7332340;",NA,NA,"R.Cielo-Filho","14","Itanhaém","-46.7799987792969","-24.1800003051758","26998","auto","2005","04","12",NA,NA,"8","8",NA,NA,"Magnoliopsida",NA
"171","2021-03-04 15:46:00-03","IF","SPSF","13028","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"J.B.Baitello","296","1989","05","América do Sul","Brasil","SP","Parque Estadual da Serra do Mar",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"J. A. Pastore","10","Paraibuna","-45.6599998474121","-23.3799991607666","30824","auto","2007","11","26",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"172","2021-03-04 15:46:00-03","IF","SPSF","13031","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"O.T. Aguiar","307","1989","04","América do Sul","Brasil","SP","Parque Estadual da Serra do Mar",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: nucleo Piloes&nf;;",NA,NA,"J. A. Pastore","17","Paraibuna","-45.6599998474121","-23.3799991607666","30824","auto","2007","11","26",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"173","2021-03-04 15:46:00-03","IF","SPSF","13946","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"J.B.Baitello","383","1990","12","América do Sul","Brasil","SP","Parque Estadual da Serra do Mar",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: nucleo Piloes&nf;;",NA,NA,"J.A.Pastore","13","Paraibuna","-45.6599998474121","-23.3799991607666","30824","auto","2009","10","09",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"174","2021-03-04 15:46:00-03","IF","SPSF","13029","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"O.T. Aguiar","306","1989","05","América do Sul","Brasil","SP","Parque Estadual da Serra do Mar",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"J. A. Pastore","10","Paraibuna","-45.6599998474121","-23.3799991607666","30824","auto","2007","11","26",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"175","2021-03-04 15:46:00-03","IF","SPSF","12362","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,"O.T. Aguiar",NA,"1988","08","América do Sul","Brasil","SP","Parque Estadual da Serra do Mar",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: nucleo Piloes&nf;;",NA,NA,NA,"31","Paraibuna","-45.6599998474121","-23.3799991607666","30824","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"176","2021-03-04 15:46:00-03","IF","SPSF","34376","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,"N.M.Ivanauskas & F.M.Souza & R.Cielo-Filho & C.O.Araújo & D.Souza. & Sr.Rosendo. (Guia)","6005","2005","02","América do Sul","Brasil","SP","Parque Estadual da Serra do Mar - Núcleo Picinguaba / Instituto Agronômico de Campinas.Trilha dos Escravos.",NA,"COLETA: XLS: SPSFNovo; Arvoreta de 2m. Casca vermelha, esfoliante. Frutos imaturos verdes.; GEOGRAFIA: UTM: X=487519 Y=7411169 ZONA=23;",NA,NA,"R.Cielo-Filho","16","Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto","2005","05","01",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"177","2017-09-11 17:13:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Glaziou, AFM","707",NA,NA,NA,"?",NA,"locis haud accuratis addictis probabiliter ejusdem provinciae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2017-09-11 17:13:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Glaziou, AFM","10914",NA,NA,NA,"?",NA,"locis haud accuratis addictis probabiliter ejusdem provinciae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2017-09-11 16:28:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Sello, HL","228",NA,NA,NA,"?",NA,"locis haud accuratis addictis probabiliter ejusdem provinciae",NA,"There is another Sello 228 that is Pisonia elliptica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2017-09-11 17:13:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Riedel, L","559",NA,NA,"Southern America","Brazil",NA,"in silvis prope Castel novo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2017-09-11 17:13:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Warming, JEB","s.n.",NA,NA,"Southern America","Brazil","Rio de Janeiro","in monte Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2017-09-11 17:13:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Martius, CFP","s.n.",NA,NA,"Southern America","Brazil",NA,"prope Batafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2017-09-11 17:13:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Schenck, JHR","2323",NA,NA,"Southern America","Brazil","Rio de Janeiro","in monte Corcovado",NA,"floret Januario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2017-09-11 17:13:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Regnell, AF","95ex p.",NA,NA,"Southern America","Brazil","Rio de Janeiro","in provincia Rio de Janeiro prope metropolin imperii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2017-09-11 17:13:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Widgren, JF","s.n.",NA,NA,"Southern America","Brazil","Rio de Janeiro","in provincia Rio de Janeiro prope metropolin imperii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2017-09-11 17:13:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Riedel, L","s.n.",NA,NA,"Southern America","Brazil",NA,"in silvis umbrosis prope Mandiocca",NA,"floret Martio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2017-09-11 17:13:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Burchell, WJ","1441","1825","12","Southern America","Brazil","Rio de Janeiro","IBB/Corcovado, Rio de Janeiro, RJ, on the Corcovado Mountain by the way of Laranjeiras",NA,NA,NA,NA,NA,"31","Rio de Janeiro","-43.216667","-22.95",NA,NA,NA,NA,NA,"-43.216667","-22.95",NA,NA,NA,NA,NA,NA
"188","2017-09-11 17:13:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Burchell, WJ","1148","1825","12","Southern America","Brazil","Rio de Janeiro","IBB/Corcovado, Rio de Janeiro, RJ, On the Corcovado Mountain, on the summit and in the forest which clothes the highest part of the mountain",NA,NA,NA,NA,NA,"06","Rio de Janeiro","-43.216667","-22.95",NA,NA,NA,NA,NA,"-43.216667","-22.95",NA,NA,NA,NA,NA,NA
"189","2017-09-11 17:13:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Mosén, CWH","3027ex p.",NA,NA,"Southern America","Brazil","São Paulo","in pronvica S. Paulo prope Santos in silva primaeva ad Sorocaba",NA,"fl. Decembri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2017-09-11 17:13:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Riedel, L","629",NA,NA,"Southern America","Brazil","Rio de Janeiro","in provincia Rio de Janeiro prope metropolin imperii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2017-09-11 17:13:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Saldanha da Gama, J de","7089",NA,NA,"Southern America","Brazil","Rio de Janeiro","in Serra de Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-11-21 10:17:30-03","IBt","SP","299541","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Toniato, MTZ; et al.","30155","1993","11",NA,"Brasil","São Paulo","Trilha do Corisco",NA,NA,NA,NA,NA,"10","Ubatuba","-44.816667","-23.333333",NA,NA,NA,NA,NA,"-44.816667","-23.333333",NA,NA,NA,NA,NA,NA
"193","2019-11-21 10:17:30-03","IBt","SP","487282","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Silva Neto, SJ","921","1997","05",NA,"Brasil","Rio de Janeiro","Reserva da Petrobras, trilha ao redor da barragem, lado direito, interior de mata&nf;22°31'00'' S, 43°14'00'' / 22°33'00'' S, 43°16'00'' W",NA,NA,NA,NA,"Silva Neto, SJ","07","Saracuruna",NA,NA,NA,NA,"1999","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-11-21 10:17:30-03","IBt","SP","491504","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Rosa, P; et al.","729","2016","03",NA,"Brasil","Rio de Janeiro","Parque Nacional da Tijuca, Horto Florestal, trilha atrás da localidade Grotão",NA,NA,NA,NA,"Gomes, M","14","Rio de Janeiro","-43.24","-22.970278",NA,NA,"2016","04","04","-43.24","-22.970278","100","100",NA,NA,NA,NA
"195","2019-11-21 10:17:30-03","IBt","SP","123822","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Lanna Sobrinho, JP","1211","1965","12",NA,"Brasil","Rio de Janeiro","Guanabara, Tijuca, estrada da Vista Chinesa",NA,NA,NA,NA,NA,"15","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-11-21 10:17:30-03","IBt","SP","316673","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Leitão Filho, HF","25628","1991","11",NA,"Brasil","São Paulo","Vale do Rio Pilões, em mata de encosta",NA,NA,NA,NA,"Germano Filho, P","13","Cubatão","-46.4199981689453","-23.8899993896484","15123","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2010-08-16 16:42:40-03","GH","HU-HERB","GH 00092374","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schumann","Type","L. Riedel","629","1832","9","South America","Brazil","Rio de Janeiro",NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"629",NA,NA,"undetermined"
