"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"47","2019-08-27 13:26:50-03","IAP","PACA-AGP","6807","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Angelphytum","oppositifolium","Angelphytum oppositifolium","C. Mondin","F. Theissen SJ",NA,"1907",NA,NA,NA,"Brasil","RS",NA,"-51.1472015380859","-29.7602996826172",NA,"Habitat: in campestribus siccis dumetosis Fenofase: flor","PACA006807",NA,"(Saenz.) H. Rob.","São Leopoldo",NA,NA,NA,NA,"2003","01","10287","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"48","2019-08-27 13:26:50-03","IAP","PACA-AGP","32359","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Angelphytum","oppositifolium","Angelphytum oppositifolium","C. Mondin","Rambo, B.",NA,"1949","03","09",NA,"Brasil","RS","ad viam ferream","-51.1472015380859","-29.7602996826172",NA,"in incultis. Fenofase: flor e fruto","PACA032359",NA,"(Saenz.) H. Rob.","São Leopoldo",NA,NA,NA,NA,"2003","01","10287","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"49","2019-08-27 13:28:04-03","IAP","PACA-AGP","51536","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Verbesina","arnottii","Verbesina arnottii","Emrich-Rambo","Rambo, B.",NA,"1951","12","26",NA,"Brasil","RS","Passo do Socorro","-50.9338989257812","-28.5121994018555",NA,"SEM MATERIAL Habitat: in campestribus dumetosis Fenofase: flor","PACA051536",NA,"Baker","Vacaria",NA,NA,NA,NA,"1954","07","63451","auto",NA,NA,"Magnoliatae",NA,"12",NA,NA
"50","2020-12-21 16:36:49-03","IAP","PACA-AGP","6825","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Verbesina","arnottii","Verbesina arnottii","Emrich-Rambo","Bruxel, A.",NA,"1935",NA,NA,NA,"Brasil","SC",NA,"-50.326099395752","-27.8160991668701",NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA006825",NA,"Baker","Lages",NA,NA,NA,NA,"1954","07","70701","auto",NA,NA,"Magnoliatae",NA,"12",NA,NA
"51","2019-08-27 13:28:04-03","IAP","PACA-AGP","49556","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Verbesina","arnottii","Verbesina arnottii","Emrich-Rambo","Rambo, B.",NA,"1951","01","10",NA,"Brasil","SC",NA,"-50.326099395752","-27.8160991668701",NA,"Habitat: in campestribus siccis dumetosis Fenofase: flor","PACA049556",NA,"Baker","Lages",NA,NA,NA,NA,"1954","07","70701","auto",NA,NA,"Magnoliatae",NA,"12",NA,NA
"52","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0015780","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Dematteis","H. A. Keller; J. Pirelli, L. Ritter","4592","2007","10","6",NA,"Argentina","Misiones","Dep. Candelaria. Municipio Loreto, Ruta Nac. 12.","-55.53","-27.32",NA,"Subarbusto, forma pequeñas matas deasas, capítulos amarillo-pálidos.",NA,NA,"(Baker) H.Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 14:31:13-03","UFJF","CESJ","55076","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","J.N. Nakajima","J.M. Silva; J. Cordeiro; C.B. Poliquesi","6283","2007","12","19","América do Sul","Brasil","Paraná","Uvaia","-50.1618995666504","-25.0949993133545",NA,"Ereta, 1m, capítulo amarelo. Campo graminoso.","CESJ055076","CESJ055076","(Baker) H.Rob.","Ponta Grossa",NA,NA,NA,NA,"2005",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 14:31:13-03","UFJF","CESJ","45187","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H.Robison","G. Hatschbach; et al.","76624","2003","10","22","América do Sul","Brasil","Mato Grosso do Sul","Rod. BR 463, Km 5-10, Dourado - Ponta Porã","-54.8055992126465","-22.2210998535156",NA,"Ereta, 1 m, capítulo amarelo. Campo limpo.","CESJ045187","CESJ045187","(Baker) H.Rob.","Dourados",NA,NA,NA,NA,"2004",NA,"74744","auto",NA,NA,NA,NA,NA,NA,NA
"55","2019-11-21 14:31:13-03","UFJF","CESJ","38252","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H.Robison","O.S. Ribas; et al.","1693","1997","02","10","América do Sul","Brasil","Paraná","Fazenda Araporanga","-49.8266983032227","-24.1578006744385",NA,"Ereta, 1 m, capítulo amarelo. Campo cerrado, solo arenoso.","CESJ038252","CESJ038252","(Baker) H.Rob.","Arapoti",NA,NA,NA,NA,"1997",NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 14:31:13-03","UFJF","CESJ","16891","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","J.N. Nakajima","L. Krieger","CESJ16891","1979","12","30","América do Sul","Brasil","Paraná",NA,"-50.1618995666504","-25.0949993133545",NA,"No campo, subarbusto (1,5 m), Folhas durinhas, brilhantes, flores amarelas.","CESJ016891","CESJ016891","(Baker) H.Rob.","Ponta Grossa",NA,NA,NA,NA,"2003","07","46557","auto",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 14:31:13-03","UFJF","CESJ","55074","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","J.N. Nakajima","J.M. Silva; J. Cordeiro; C.B. Poliquesi","6226","2007","11","24","América do Sul","Brasil","Paraná","Recanto Botuquara","-50.1618995666504","-25.0949993133545",NA,"Xilopodífera, capítulo amarelo. Campo limpo.","CESJ055074","CESJ055074","(Baker) H.Rob.","Ponta Grossa",NA,NA,NA,NA,"2009",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:23:59-03","UNICAMP","UEC","118899","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD; Valls, JFM; Oliveira, RC; Silva, GP","618","2001","03","27",NA,"Brazil","Mato Grosso do Sul","A 17,6 km do trevo de Amambai para Coronel Sapucaia.","-55.339","-23.195944",NA,"Subarbusto ca. 1m, com xilopódio.","UEC122514","UEC122514","(Baker) M.D.Moraes",NA,NA,NA,NA,NA,"2005",NA,NA,NA,"-55.339","-23.195944",NA,NA,NA,NA,NA
"59","2021-03-01 16:23:59-03","UNICAMP","UEC","118901","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD; Valls, JFM; Oliveira, RC; Silva, GP","s.n.","2001","03","27",NA,"Brazil","Mato Grosso do Sul","Corredor internacional.","-55.554972","-23.320472",NA,"Subarbusto 1m, com xilopódio.; Campo sujo, solo arenoso.","UEC122520","UEC122520","(Baker) M.D.Moraes","Coronel Sapucaia",NA,NA,NA,NA,"2005",NA,NA,NA,"-55.554972","-23.320472",NA,NA,NA,NA,NA
"60","2021-03-01 16:23:59-03","UNICAMP","UEC","118903","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD; Valls, JFM; Oliveira, RC; Silva, GP","622","2001","03","27",NA,"Brazil","Mato Grosso do Sul","Corredor internacional.","-55.554972","-23.320472",NA,"Subarbusto 1m, com xilopódio, folhas opostas.; Campo sujo, solo arenoso.","UEC122519","UEC122519","(Baker) M.D.Moraes","Coronel Sapucaia",NA,NA,NA,NA,"2005",NA,NA,NA,"-55.554972","-23.320472",NA,NA,NA,NA,NA
"61","2021-03-01 16:23:59-03","UNICAMP","UEC","131699","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Magenta, M; Mondin, C","s.n.","2003","01","21",NA,"Brazil","Rio Grande do Sul","Rod BR 290, km 159,7, sentido Arroio dos Ratos - Cachoeira do Sul.","-51.807667","-30.109278",NA,"Erva ca. 50cm. Capítulos amarelos.; Campo cerrado sujo degradado à beira da rodovia.","UEC122523","UEC122523","(Baker) M.D.Moraes","Arroio dos Ratos","94","94",NA,NA,"2005",NA,NA,NA,"-51.807667","-30.109278",NA,NA,NA,NA,NA
"62","2021-03-01 16:23:59-03","UNICAMP","UEC","143237","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD; Valls, JFM; Oliveira, RC; Silva, GP","620","2001","03","27",NA,"Brazil","Mato Grosso do Sul","Corredor Internacional.","-55.554972","-23.320472",NA,"Subarbusto 1m, com xilopódio.; Campo sujo, solo arenoso.","UEC122512","UEC122512","(Baker) M.D.Moraes","Coronel Sapucaia",NA,NA,NA,NA,"2005",NA,NA,NA,"-55.554972","-23.320472",NA,NA,NA,NA,NA
"63","2021-03-01 16:23:59-03","UNICAMP","UEC","98350","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Chung, F; Matos, J; Schmidt, M; Gandara, F; Ivanauskas, NM; Vanini, A; et al.","s.n.","1997","12","17",NA,"Brazil","São Paulo","Estação Experimental de Itapeva.","-49.237778","-24.075",NA,"Ervas de 1m, capítulos amarelos.; Cerrado.","UEC122509","UEC122509","(Baker) M.D.Moraes","Itapeva",NA,NA,NA,NA,NA,NA,NA,NA,"-49.237778","-24.075",NA,NA,NA,NA,NA
"64","2021-03-01 16:23:59-03","UNICAMP","UEC","32665","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Garcia, WG","14333","1979",NA,NA,NA,"Brazil","Mato Grosso do Sul","Arredores da tribo Caiuá.","-55.320619","-23.118472",NA,"Herbáceo de flores amarelas.","UEC122522","UEC122522","(Baker) M.D.Moraes","Amambai",NA,NA,NA,NA,"2005",NA,NA,NA,"-55.320619","-23.118472",NA,NA,NA,NA,NA
"65","2021-03-01 16:23:59-03","UNICAMP","UEC","97029","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Souza, JP; Souza, VC","s.n.","1996","02","14",NA,"Brazil","São Paulo","Rod. Raposo Tavares, km 516,5.","-51.043111","-22.414694",NA,"Erva, ca. 1 m alt.; invólucro verde; flores amarelas.; Cerrado.","UEC122516","UEC122516","(Baker) M.D.Moraes","Rancharia","430","430",NA,NA,"2005",NA,NA,NA,"-51.043111","-22.414694",NA,NA,NA,NA,NA
"66","2021-03-01 16:23:59-03","UNICAMP","UEC","111244","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD","441","2000","03","16",NA,"Brazil","Paraná","A 11 km em direção a Itararé, beira da estrada.","-49.7057991027832","-24.2511005401611",NA,"Subarbusto 1,60m, com xilopódio, flores amarelas.; Cerrado.","UEC122528","UEC122528","(Baker) M.D.Moraes","Jaguariaíva",NA,NA,NA,NA,"2005",NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:23:59-03","UNICAMP","UEC","111243","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD","442","2000","03","16",NA,"Brazil","Paraná","A 11 km em direção a Itararé, beira da estrada.","-49.7057991027832","-24.2511005401611",NA,"Subarbusto 1m, comxilopódio, flores amarelas.; Cerrado .","UEC122527","UEC122527","(Baker) M.D.Moraes","Jaguariaíva",NA,NA,NA,NA,"2005",NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:23:59-03","UNICAMP","UEC","111245","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD","440","2000","03","16",NA,"Brazil","Paraná","A 9 km em direção a Itararé, beira da estrada, entre herbáceas.","-49.7057991027832","-24.2511005401611",NA,"Subarbusto 1 m, com xilopódio, flores amarelas.; Área aberta em região de mata.","UEC122531","UEC122531","(Baker) M.D.Moraes","Jaguariaíva",NA,NA,NA,NA,"2005",NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:23:59-03","UNICAMP","UEC","111246","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD","439","2000","03","16",NA,"Brazil","Paraná","A 9 km em direção a Itararé, beira da estrada, entre herbáceas.","-49.7057991027832","-24.2511005401611",NA,"Subarbusto 60 cm,comxilopódio, flores amarelas.; Área aberta em região de mata.","UEC122529","UEC122529","(Baker) M.D.Moraes","Jaguariaíva",NA,NA,NA,NA,"2005",NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:23:59-03","UNICAMP","UEC","111250","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD","s.n.","2000","03","15",NA,"Brazil","Paraná","Estrada Piraí do Sul a 6 km de Jaguariaíva, beira da estrada, entre herbácas.","-49.7057991027832","-24.2511005401611",NA,"Subarbusto 1-1,5m, com xilopódio, flores amarelas.; Área aberta em região de mata.","UEC122525","UEC122525","(Baker) M.D.Moraes","Jaguariaíva",NA,NA,NA,NA,"2005",NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:23:59-03","UNICAMP","UEC","143235","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD","437","2000","03","15",NA,"Brazil","Paraná","Estrada Piraí do Sul a 6 km de Jaguariaíva, beira da estrada , entre herbáceas.","-49.7057991027832","-24.2511005401611",NA,"Subarbusto 1-1,5m, com xilopódio, flores amarelas.; Área aberta em região de mata.","UEC122511","UEC122511","(Baker) M.D.Moraes","Jaguariaíva",NA,NA,NA,NA,"2005",NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:23:59-03","UNICAMP","UEC","111251","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD","436","2000","03","15",NA,"Brazil","Paraná","A 26 km de Jaguariaíva,km 200, beira da estrada, entre herbáceas.","-49.948600769043","-24.5261001586914",NA,"Subarbusto 1-1,5m, com xilopódio, flores amarelas.; Área aberta em região de mata.","UEC122510","UEC122510","(Baker) M.D.Moraes","Piraí do Sul",NA,NA,NA,NA,"2005",NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:23:59-03","UNICAMP","UEC","103958","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD","435","2000","03","15",NA,"Brazil","Paraná","À 26 km de Jaguariaíva, km 200, beira da estrada, entre herbáceas.","-49.948600769043","-24.5261001586914",NA,"Subarbusto 1-1,5m, com xilopódio, flores amarelas.; Área aberta em região de mata.","UEC123394","UEC123394","(Baker) M.D.Moraes","Piraí do Sul",NA,NA,NA,NA,"2005",NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:23:59-03","UNICAMP","UEC","143234","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD","435","2000","03","15",NA,"Brazil","Paraná","À 26 km de Jaguariaíva, km 200, beira da estrada, entre herbáceas.","-49.948600769043","-24.5261001586914",NA,"Subarbusto 1-1,5m, com xilopódio, flores amarelas.; Área aberta em região de mata.","UEC122508","UEC122508","(Baker) M.D.Moraes","Piraí do Sul",NA,NA,NA,NA,"2005",NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:23:59-03","UNICAMP","UEC","111249","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD","s.n.","2000","03","15",NA,"Brazil","Paraná","A 26 km de Jaguariaíva, km 20, beira daestrada, entre herbácas.","-49.948600769043","-24.5261001586914",NA,"Subarbusto 1-1,5m, com xilopódio, flores amarelas.; Área aberta em região de mata.","UEC122530","UEC122530","(Baker) M.D.Moraes","Piraí do Sul",NA,NA,NA,NA,"2005",NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:23:59-03","UNICAMP","UEC","2633","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Gibbs, PE; Leitão Filho, HF; Semir, J","1631","1976","02","09",NA,"Brazil","São Paulo","Nativo na entrada da cidade, junto do acostamento.","-48.8699989318848","-23.9799995422363",NA,"Subarbusto até 40-50cm, flores amarelas.","UEC122517","UEC122517","(Baker) M.D.Moraes","Itapeva",NA,NA,NA,NA,"2005",NA,"42926","auto",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:23:59-03","UNICAMP","UEC","111239","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD","446","2000","03","16",NA,"Brazil","São Paulo","A 39 km de Itararé em direção a Itapeva, beira da estrada, entre gramíneas.","-49.3400001525879","-24.1100006103516",NA,"Subarbusto 1m, com xilopódio, flores amarelas.; Área aberta em região de mata semidecídua.","UEC122521","UEC122521","(Baker) M.D.Moraes","Itararé",NA,NA,NA,NA,"2005",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:23:59-03","UNICAMP","UEC","111241","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD","444","2000","03","16",NA,"Brazil","São Paulo","A 43 km de Jaguariaíva, beira da estrada.","-49.3400001525879","-24.1100006103516",NA,"Subarbusto 1m, com xilopódio, flores amarelas.; área aberta em região de mata semidecídua, com angicos predominando .","UEC122518","UEC122518","(Baker) M.D.Moraes","Itararé",NA,NA,NA,NA,"2005",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:23:59-03","UNICAMP","UEC","111242","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD","443","2000","03","16",NA,"Brazil","São Paulo","A 43km de Jaguariaíva, beira da estrada.","-49.3400001525879","-24.1100006103516",NA,"Subarbusto 1m, com xlopódio, flores amarelas.; Área aberta em região de mata semide#?#cidua, com angicos predominado.","UEC122515","UEC122515","(Baker) M.D.Moraes","Itararé",NA,NA,NA,NA,"2005",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:23:59-03","UNICAMP","UEC","111240","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD","s.n.","2000","03","16",NA,"Brazil","São Paulo","Entrada da cidade, beira da estrada, entre gramíneas.","-49.3400001525879","-24.1100006103516",NA,"Subarbusto 1m, com xilopódio, flores amarelas.; Área aberta em região de mata semidecídua.","UEC122526","UEC122526","(Baker) M.D.Moraes","Itararé",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:23:59-03","UNICAMP","UEC","143236","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Moraes, MD","Moraes, MD","445","2000","03","16",NA,"Brazil","São Paulo","Entradadacidade, beira de estrada, entre gramíneas.","-49.3400001525879","-24.1100006103516",NA,"Subarbusto 1m, com xilopódio, flores amarelas.; Área aberta em região de mata semidecídua.","UEC122513","UEC122513","(Baker) M.D.Moraes","Itararé",NA,NA,NA,NA,"2005",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"82","2020-10-14 09:59:08-03","FURB","FURB","53616","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Gaio, J.","Gonzatti, F.","1388","2014","11","28",NA,"Brasil","Rio Grande do Sul","Próximo à lagoa das Traíras.","-50.1869444","-29.8688889",NA,NA,"FURB53616","FURB53616","(Baker) M.D.Moraes","Osório","6","6",NA,NA,"2015","04",NA,NA,"-50.1869444","-29.8688889",NA,NA,"01",NA,NA
"83","2020-10-14 09:59:08-03","FURB","FURB","26365","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Nakajima, JN","Silva, J.M.; Cordeiro, J. & Poliquesi, C.B.","6226","2007","11","24",NA,"Brasil","Paraná","Recanto Botuquara.","-50.1618995666504","-25.0949993133545",NA,NA,"FURB17573","FURB17573","(Baker) M.D.Moraes","Ponta Grossa",NA,NA,NA,NA,"2009",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"84","2020-10-14 09:59:08-03","FURB","FURB","26364","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Nakajima, JN","Silva, J.M.; Cordeiro, J. & Poliquesi, C.B.","6293","2007","12","19",NA,"Brasil","Paraná","Uvaia.","-50.1618995666504","-25.0949993133545",NA,NA,"FURB00783","FURB00783","(Baker) M.D.Moraes","Ponta Grossa",NA,NA,NA,NA,"2007",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"85","2021-03-16 17:50:45-03","UCS","HUCS","42720","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Gaio, J.","Gonzatti, F.","1388","2014","11","28",NA,"Brasil","Rio Grande do Sul","Próximo à Lagoa das Traíras","-50.187056","-29.868806",NA,"erva ereta; campo arenoso",NA,NA,"(Baker) M.D.Moraes","Osório","6","6",NA,NA,"2015","04",NA,NA,"-50.187056","-29.868806",NA,NA,"01",NA,NA
"86","2021-03-16 17:50:45-03","UCS","HUCS","44393","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Gaio, J.","Gaio, J.","517","2015","11","22",NA,"Brasil","Rio Grande do Sul","Próxima à Lagoa do Horácio - margem oeste","-50.232989","-29.906167",NA,"Erva ereta em solo arenoso bem drenado, local alterado; Na jazida de extração de areia",NA,NA,"(Baker) M.D.Moraes","Osório","6","6",NA,NA,"2016","01",NA,NA,"-50.232989","-29.906167",NA,NA,"14",NA,NA
"87","2021-03-16 17:50:45-03","UCS","HUCS","44523","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Gaio, J.; Mondin, C.A.","Gaio, J.","471","2015","09","12",NA,"Brasil","Rio Grande do Sul","Fazenda do Arroio","-50.21275","-29.973722",NA,"Subarbusto ereto encontrado em campo arenoso; próximo à Lagoa da Emboaba",NA,NA,"(Baker) M.D.Moraes","Osório","8","8",NA,NA,"2015","10",NA,NA,"-50.21275","-29.973722",NA,NA,"26",NA,NA
"88","2021-03-16 17:50:45-03","UCS","HUCS","03104","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Robinson, H.","Silva, J.M.","269","1987","02","21",NA,"Brasil","Paraná","Córrego do Leão","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,"(Baker) M.D.Moraes","Ortigueira",NA,NA,NA,NA,"1987",NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA
"89","2021-03-16 17:50:45-03","UCS","HUCS","34194","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Robinson, H.","Ribas, O.S.","1693","1997","02","10",NA,"Brasil","Paraná","Fazenda Araporanga.","-49.8266983032227","-24.1578006744385",NA,"Herb. MBM; Campo cerrado.",NA,NA,"(Baker) M.D.Moraes","Arapoti",NA,NA,NA,NA,"2007",NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA
"90","2021-03-16 17:50:45-03","UCS","HUCS","11258","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Robinson, H.","Butzke, A.","s.n.","1995","11","16",NA,"Brasil","Rio Grande do Sul","Quatro Irmãos","-52.2738990783691","-27.6341991424561",NA,"HERBARA - 7924; No campo limpo.",NA,NA,"(Baker) M.D.Moraes","Erechim",NA,NA,NA,NA,"1996","04","46790","auto",NA,NA,NA,NA,NA,NA,NA
"91","2021-03-16 17:50:45-03","UCS","HUCS","27110","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Robinson, H.","Hatschbach, G.","76989","2004","03","13",NA,"Brasil","Mato Grosso do Sul","Rodovia Bela Vista a Caracol - Km 5 - 10","-56.5210990905762","-22.1089000701904",NA,"Herb. MBM",NA,NA,"(Baker) M.D.Moraes","Bela Vista",NA,NA,NA,NA,"2005",NA,"66197","auto",NA,NA,NA,NA,NA,NA,NA
"92","2021-03-16 17:50:45-03","UCS","HUCS","34193","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Robinson, H.","Hatschbach, G.","76624","2003","10","22",NA,"Brasil","Mato Grosso do Sul","Rodovia BR 463 Km 5 - 10. Dourados - Ponta Porã.","-54.8055992126465","-22.2210998535156",NA,"Herb. MBM; Campo limpo.",NA,NA,"(Baker) M.D.Moraes","Dourados",NA,NA,NA,NA,"2004",NA,"74744","auto",NA,NA,NA,NA,NA,NA,NA
"93","2021-03-16 17:50:45-03","UCS","HUCS","23687","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Robinson, H.","Hatschbach, G.","76624","2003","10","22",NA,"Brasil","Mato Grosso do Sul","Rodovia BR 463 Km 5 - 10. Dourados - Ponta Porã.","-54.8055992126465","-22.2210998535156",NA,"Herb. MBM",NA,NA,"(Baker) M.D.Moraes","Dourados",NA,NA,NA,NA,"2004",NA,"74744","auto",NA,NA,NA,NA,NA,NA,NA
"94","2021-03-16 17:50:45-03","UCS","HUCS","45988","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Nakajima, N.J.","Silva, M.J.","6283","2007","12","19",NA,"Brasil","Paraná","Uvaia","-50.1618995666504","-25.0949993133545",NA,"ereta, 1m, capitulo amarelo.&nf;&nf;Permuta HCF 14185",NA,NA,"(Baker) M.D.Moraes","Ponta Grossa",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
