"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"146","2008-05-27 22:02:00-03","MO","MOBOT","1392749","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|Isabelino Chaparro","Zardini 50606","1999","5","26","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni: around Aguará-Ñú. Cerrado scrub on red sandy soil. Collecting area: around two hectares.","-55.28","-24.18361",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1173","4"
"147","2019-04-25 09:47:00-03","MO","MOBOT","1408836","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|S. Ramírez B.","Zardini 51244","1999","9","23","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve administered by Fundación Moisés Bertoni: Aguará Ñú.","-55.28","-24.1836111",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1178","4"
"148","2019-05-03 06:42:00-03","MO","MOBOT","1420741","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|R. Brítez","Zardini 52931","1999","12","14","South America","Paraguay","Caazapá","Estancia Tapytá of Shell Forestry Limited.","-55.7630556","-26.2738889",NA,NA,NA,NA,"(Baker) H. Rob.",NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1192","4"
"149","2019-05-03 06:42:00-03","MO","MOBOT","1420768","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|R. Brítez","Zardini 52958","1999","12","14","South America","Paraguay","Caazapá","Estancia Tapytá of Shell Forestry Limited.","-55.7630556","-26.2738889",NA,NA,NA,NA,"(Baker) H. Rob.",NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1192","4"
"150","2019-05-03 06:42:00-03","MO","MOBOT","1420779","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|R. Brítez","Zardini 52969","1999","12","14","South America","Paraguay","Caazapá","Estancia Tapytá of Shell Forestry Limited.","-55.7630556","-26.2738889",NA,NA,NA,NA,"(Baker) H. Rob.",NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1192","4"
"151","2008-05-27 22:02:00-03","MO","MOBOT","1430726","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|D. Quintana","Zardini 53908","2000","1","15","South America","Paraguay","Concepción","Estancia Lapuri, between Estancia Arrecife and road to Valle Mi. Cerrado forest and scrubs on granites.","-57.47611","-22.35972",NA,NA,NA,NA,"(Baker) H. Rob.",NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1200","4"
"152","2010-04-23 21:34:00-03","MO","MOBOT","2194096","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Sáenz, A. A., / /","Osvaldo Morrone|Norma B. Deginani|Diego Giraldo-Cañas","Morrone 1593","1996","10","19","South America","Argentina","Misiones","6 km de S. Ignacio camino al paraje Payal","-55.55","-27.26666",NA,NA,NA,NA,"(Baker) H. Rob.","San Ignacio","90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2011-03-25 20:20:00-03","MO","MOBOT","2288987","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Cocucci, A. A., 2","Andrea A. Cocucci|A.N. Sérsic|N. Hempel|A. Dafni|J. Nattero|M. Moré|S. Benítez Vieyra|A. Fluegge","Cocucci 3049b","2003","11","19","South America","Argentina","Corrientes","Bella Vista",NA,NA,NA,NA,NA,NA,"(Baker) H. Rob.","Bella Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2018-05-17 05:29:00-03","MO","MOBOT","2297422","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Sáenz, A. A. & Delucchi, G.","María E. Múlgura|Sandra S. Aliscioni|Manuel J. Belgrano|M.A. Romero","Múlgura 3458","2002","3","18","South America","Argentina","Misiones","Camino desde San Ignacio hacia Parque Provincial Teyucuaré, ± 3 km del pueblo","-55.55","-27.26666",NA,NA,NA,NA,"(Baker) H. Rob.","San Ignacio","120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2012-04-20 05:09:00-03","MO","MOBOT","2490064","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Robinson, H. E., //","Aurelio Schinini|Guillermo Caballero M.","Schinini Cacace 30053","1995","10","10","South America","Paraguay","Caaguazú","Palomares, camino de Itaquyry a Curuguaty. En cerrado de Butia paraguayensis, suelo arenoso","-55.41666","-24.91666",NA,NA,NA,NA,"(Baker) H. Rob.",NA,"275.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2016-11-15 05:15:00-02","MO","MOBOT","3258552","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","W. D. Stevens","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 16482","1970",NA,NA,"South America","Argentina","Corrientes","Ramada Paso",NA,NA,NA,NA,NA,NA,"(Baker) H. Rob.","Itatí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2012-04-23 11:58:00-03","MO","MOBOT","3258900","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson","Edith Lurvey","Lurvey 391","1981","11","21","South America","Paraguay",NA,"San Juan Bautiste",NA,NA,NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"158","2008-05-27 22:02:00-03","MO","MOBOT","3259100","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","W. D. Stevens","Émile Hassler","Hassler 42417","1913",NA,NA,"South America","Paraguay",NA,"In regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2008-05-27 22:02:00-03","MO","MOBOT","3259532","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson","J. Cordeiro","Cordeiro 400","1987","1","7","South America","Brazil","Paraná","Rio Coutinho (mun, Guarapuava)",NA,NA,NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2008-05-27 22:02:00-03","MO","MOBOT","3262787","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"SORIA","SORIA 5089","1992",NA,NA,"South America","Paraguay","Concepción","20 Km N de Cororo",NA,NA,NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-02-19 04:30:00-03","MO","MOBOT","3263244","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","W. D. Stevens","C.F.P. Martius","Martius 7002","1905",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2013-10-09 05:41:00-03","MO","MOBOT","566566","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|Ramón Velásquez","Zardini 11663","1989","3","18","South America","Paraguay","Paraguarí","National Park Ybycu'í. Campo cerrado 8 kms N of Administración.","-56.83333","-26.05",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","4"
"163","2011-06-09 17:28:00-03","MO","MOBOT","567108","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|Tulio Tillería","Zardini 33673","1992","11","18","South America","Paraguay","Central","Estero del Ypoá. Villeta - Puerto Guyrati. 7 km S of Villeta. Cerrado scrub.","-57.55","-25.56666",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"782","5"
"164","2016-06-16 08:10:00-03","MO","MOBOT","567538","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|Leongino Guerrero","Zardini 34434","1993","1","7","South America","Paraguay","Central","Estero del Ypoá. Villeta - Puerto Guyrati. 7 km S of Villeta.","-57.55","-25.5666667",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"794","4"
"165","2008-05-27 22:02:00-03","MO","MOBOT","568568","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|Leongino Guerrero","Zardini 35903","1993","6","1","South America","Paraguay","Cordillera","Between Emboscada and Nueva Colombia. Cerrado forest.","-57.31666","-25.11666",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"822","2"
"166","2008-05-27 22:02:00-03","MO","MOBOT","568615","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|P. Aquino","Zardini 28455","1991","11","4","South America","Paraguay","Central","Pindoty. Cerrado Forest.","-57.51666","-25.61666",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"607","4"
"167","2015-05-05 09:04:00-03","MO","MOBOT","569349","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|M. Velázquez","Zardini 18191","1990","1","13","South America","Paraguay","Central","Central y Tororo.","-57.5","-25.25",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"259","4"
"168","2008-05-27 22:02:00-03","MO","MOBOT","569980","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|C. Velázquez","Zardini 20342","1990","5","19","South America","Paraguay","Cordillera","Western side of Río Piribebuy basin, 27 km W of Arroyos y Esteros. Savanna.","-57.3","-25.13333",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"322","2"
"169","2008-05-27 22:02:00-03","MO","MOBOT","570955","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|Ru. Velázquez","Zardini 26667","1991","2","23","South America","Paraguay","Cordillera","Tobatí. Ybytú Silla mesa. Southern area. Scrub on sandy soil.","-57.11666","-25.2",NA,NA,NA,NA,"(Baker) H. Rob.",NA,"297.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"556","2"
"170","2008-05-27 22:02:00-03","MO","MOBOT","571843","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|U. Velázquez","Zardini 26792","1991","3","3","South America","Paraguay","Cordillera","Tobatí. Ybytú Silla mesa. Middle area. Scrub on sandy soil.","-57.11666","-25.2",NA,NA,NA,NA,"(Baker) H. Rob.",NA,"297.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"561","5"
"171","2019-04-25 09:42:00-03","MO","MOBOT","571943","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|R. Velázquez","Zardini 24734","1990","12","1","South America","Paraguay","Caaguazú","Arroyo Cambay, 32 km S of Arroyo Yhú.","-55.9166667","-25.4166667",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"491","4"
"172","2008-05-27 22:02:00-03","MO","MOBOT","572353","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|Tulio Tillería","Zardini 28928","1991","11","25","South America","Paraguay","Paraguarí","National Park Ybycu'i, NW corner of park along Arroyo Mina. Cerrado scrub.","-56.76666","-26.01666",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"621","4"
"173","2014-10-07 11:09:00-03","MO","MOBOT","572960","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|Constancio Velásquez","Zardini 10364","1989","1","27","South America","Paraguay","Paraguarí","Parque Nacional Ybycu'í. Cerrado on NW corner of the park.","-56.8333333","-26.05",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","4"
"174","2008-05-27 22:02:00-03","MO","MOBOT","573048","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|et al.","Zardini 4162","1988","1","7","South America","Paraguay","Amambay","Parque Nacional Cerro Corá. Cerrado en límite Oeste del Parque.",NA,NA,NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-6","3"
"175","2008-05-27 22:02:00-03","MO","MOBOT","573276","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","William J. Hahn|et al.","Hahn 878","1982","12","13","South America","Paraguay","Caaguazú","3 km N of Yhu. Open fields and occasional pockets of forest.","-55.91666","-25",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-12","4"
"176","2008-05-27 22:02:00-03","MO","MOBOT","573311","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|Ru. Velázquez","Zardini 26951","1991","3","3","South America","Paraguay","Cordillera","Tobatí. Ybytú Silla mesa. Southern area. Scrub on sandy soil.","-57.11666","-25.2",NA,NA,NA,NA,"(Baker) H. Rob.",NA,"297.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"564","7"
"177","2008-05-27 22:02:00-03","MO","MOBOT","573564","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","William J. Hahn","Hahn 2108A","1984","2","15","South America","Paraguay","Canindeyú","Katueté. Swampy area between town and forest to the N. Dominated by myrtaceous treelets, tree ferns and other shrubs to a maximum height of 7 meters.","-54.66666","-24.16666",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-8","2"
"178","2008-05-27 22:02:00-03","MO","MOBOT","574476","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini","Zardini 4302","1988","5","28","South America","Paraguay","Cordillera","Cerro Ybitú Silla, 1 km al sur de Tobatí. En campo arenoso.","-57.11666","-25.2",NA,NA,NA,NA,"(Baker) H. Rob.",NA,"297.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-17","1"
"179","2008-05-27 22:02:00-03","MO","MOBOT","576605","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|C. Velázquez","Zardini 21092","1990","6","9","South America","Paraguay","Cordillera","9 km SE of Emboscada on road to Nueva Colombia. Scrub on sandstone.","-57.23333","-25.15",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"351","3"
"180","2011-06-09 17:28:00-03","MO","MOBOT","582048","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|Tulio Tillería","Zardini 33312","1992","10","28","South America","Paraguay","Central","Estero del Ypoá. Tacuara. 2 km NW of Cerro Pé, 140 msm. Cerrado forest.","-57.45","-25.65",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"812","4"
"181","2008-05-27 22:02:00-03","MO","MOBOT","592777","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|H. Velázquez","Zardini 25473","1991","1","5","South America","Paraguay","Caaguazú","Edge of Arroyo Taruma. Cerrado scrub.","-55.91666","-25.18333",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"513","4"
"182","2008-05-27 22:02:00-03","MO","MOBOT","593134","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|H. Velázquez","Zardini 25497","1991","1","5","South America","Paraguay","Caaguazú","Edge of Arroyo Taruma. Cerrado scrub.","-55.91666","-25.18333",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"513","4"
"183","2017-08-22 07:54:00-03","MO","MOBOT","594062","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|R. Velázquez","Zardini 25559","1991","1","5","South America","Paraguay","Caaguazú","2 km N of Arroyo Yuquyry.","-55.9166667","-25.25",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"515","4"
"184","2008-05-27 22:02:00-03","MO","MOBOT","595448","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|U. Velázquez","Zardini 25661","1991","1","5","South America","Paraguay","Caaguazú","2 km N of Arroyo Guaranungua. Cerrado scrub.","-55.91666","-25.36666",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"516","4"
"185","2008-05-27 22:02:00-03","MO","MOBOT","595466","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|U. Velázquez","Zardini 25662","1991","1","5","South America","Paraguay","Caaguazú","2 km N of Arroyo Guaranungua. Cerrado scrub.","-55.91666","-25.36666",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"516","3"
"186","2008-05-27 22:02:00-03","MO","MOBOT","595723","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|et al.","Zardini 9130","1988","12","21","South America","Paraguay","Paraguarí","Parque Nacional Ybycu'í. Campo cerrado in NW corner of the park, near tributaries of Arroyo Minas.","-56.83333","-26.05",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-147","3"
"187","2008-05-27 22:02:00-03","MO","MOBOT","596378","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|R. Velázquez","Zardini 23686","1990","11","10","South America","Paraguay","Caaguazú","Arroyo Yhú. Savanna.","-55.91666","-25.16666",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"452","4"
"188","2018-03-27 11:03:00-03","MO","MOBOT","597315","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|R. Velázquez","Zardini 25848","1991","1","12","South America","Paraguay","Caaguazú","Arroyo Yuquyry-Arroyo Taruma, 4 km N of Arroyo Yuquyry.","-55.9166667","-25.2166667",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"522","5"
"189","2008-05-27 22:02:00-03","MO","MOBOT","598577","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|H. Velázquez","Zardini 25956","1991","1","12","South America","Paraguay","Caaguazú","Arroyo Guaranunga-Arroyo Yuquyry, 5 km N of Arroyo Guaranunga. Cerrado scrub.","-55.91666","-25.31666",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"525","4"
"190","2008-05-27 22:02:00-03","MO","MOBOT","599292","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|U. Velázquez","Zardini 26025","1991","1","12","South America","Paraguay","Caaguazú","Arroyo Cambay, northern side. Cerrado scrub.","-55.91666","-25.41666",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"526","4"
"191","2008-05-27 22:02:00-03","MO","MOBOT","599309","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|Bonifacia Benítez B.","Zardini 38137","1994","1","27","South America","Paraguay","Caaguazú","Arroyo Yoyvy, between Caaguazú and Yhú. Peatbog.","-56","-25.18333",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"874","2"
"192","2011-06-09 17:35:00-03","MO","MOBOT","811926","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|Tulio Tillería","Zardini 38531","1994","2","23","South America","Paraguay","Misiones","Between San Juan Bautista and road San Ignacio-Pilar. Talaty, 8 km SE of San Juan Bautista. Cerrado scrub.","-57.23333","-26.66666",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"883","1"
"193","2008-05-27 22:02:00-03","MO","MOBOT","813036","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|Leongino Guerrero","Zardini 38642","1994","2","24","South America","Paraguay","Paraguarí","Between Caapucú and Villa Florida, 10 km N of Villa Florida. Cerrado scrub.","-57.15","-26.31666",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"886","2"
"194","2008-05-27 22:02:00-03","MO","MOBOT","813059","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|Leongino Guerrero","Zardini 38658","1994","2","24","South America","Paraguay","Paraguarí","Between Caapucú and Villa Florida, 10 km N of Villa Florida. Cerrado scrub.","-57.15","-26.31666",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"886","4"
"195","2008-05-27 22:02:00-03","MO","MOBOT","813538","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|Leongino Guerrero","Zardini 38953","1994","3","16","South America","Paraguay","Concepción","Estancia Santa Maria. Savanna on limestones.","-57.46666","-22.73333",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"895","5"
"196","2016-06-16 08:29:00-03","MO","MOBOT","592915","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","H. Robinson (US)","Elsa M. Zardini|P. Aquino","Zardini 29618","1991","12","16","South America","Paraguay","Central","Between Ytororo and Tavarory, 2 km from Tavarory.","-57.5833333","-25.5",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"636","4"
"197","2015-07-07 12:30:00-03","MO","MOBOT","1429324","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|Luciano Espinoza","Zardini 53756","2000","1","14","South America","Paraguay","Concepción","Estancia Arrecife.","-57.5188889","-22.1744445",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1199","4"
"198","2008-05-27 22:02:00-03","MO","MOBOT","1224950","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|L. Villate","Zardini 46179","1997","1","20","South America","Paraguay","Itapúa","Isla Yacyreta. Collecting area ca. 100 square m. Herbaceous on fixed dunes.","-56.75055","-27.44527",NA,NA,NA,NA,"(Baker) H. Rob.",NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1088","4"
