"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","country","county","locality","barcode","year","month","stateProvince","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","recordNumber","day","verbatimLongitude","verbatimLatitude","occurrenceRemarks","phylum","identifiedBy","yearIdentified","monthIdentified","dayIdentified","continentOcean","imagecode","infraspecificEpithet","class","order","minimumElevationInMeters","maximumElevationInMeters","preparationType","individualCount","fieldNumber","sex"
"57","2020-09-12 05:00:02-03","US","US","2174998","PreservedSpecimen","Plantae","Najadaceae (Hydrocharitaceae)","Najas","marina","Najas marina","L.","O. Fontanele","Brazil",NA,"Posto de Piscicultura Amanari","US00593551","1955","7","Ceará",NA,NA,NA,NA,"2","25",NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics","US00593551_01",NA,"Monocotyledonae","Najadales",NA,NA,NA,"1",NA,NA
"58","2020-09-12 05:00:02-03","US","US","1186213","PreservedSpecimen","Plantae","Najadaceae (Hydrocharitaceae)","Najas","marina","Najas marina","L.","E. de Bellard","Venezuela",NA,"Laguna de Lagunillas","US00593557","1922",NA,"Mérida",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"Monocotyledonae","Najadales",NA,NA,NA,"1",NA,NA
"59","2020-09-12 05:00:02-03","US","US","2173346","PreservedSpecimen","Plantae","Najadaceae (Hydrocharitaceae)","Najas","marina","Najas marina","L.","L. B. Smith","Brazil",NA,"Praia de Sernambetiba, Recreio dos Bandeirantes","US00593552","1952","4","Distrito Federal","-43.3469","-23.0036",NA,NA,"6374","4",NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics","US00593552_01",NA,"Monocotyledonae","Najadales",NA,NA,NA,"1",NA,NA
"60","2020-09-12 05:00:02-03","US","US","1344737","PreservedSpecimen","Plantae","Najadaceae (Hydrocharitaceae)","Najas","marina","Najas marina","L.","H. F. Pittier","Venezuela",NA,"Barbasco, Lagunillas Lagoon, Merida","US00593553","1928","2",NA,NA,NA,NA,NA,"12849","2",NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"Monocotyledonae","Najadales",NA,NA,NA,"1",NA,NA
"61","2020-09-12 05:00:02-03","US","US","1858529","PreservedSpecimen","Plantae","Najadaceae (Hydrocharitaceae)","Najas","marina","Najas marina","L.","-. Salazar","Venezuela",NA,"Laguna de Valencia, Punta Palmita, Marqacay","US00593560","1941","9","Aragua",NA,NA,NA,NA,"34","27",NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"Monocotyledonae","Najadales",NA,NA,NA,"1",NA,NA
"62","2020-09-12 05:00:02-03","US","US","1954327","PreservedSpecimen","Plantae","Najadaceae (Hydrocharitaceae)","Najas","marina","Najas marina","L.","E. Reed","Venezuela",NA,"Lagoon Laginious","US00593554","1931","2","Mérida",NA,NA,NA,NA,"634","16",NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"Monocotyledonae","Najadales",NA,NA,NA,"1",NA,NA
"63","2020-09-12 05:00:02-03","US","US","1777980","PreservedSpecimen","Plantae","Najadaceae (Hydrocharitaceae)","Najas","marina","Najas marina","L.","C. E. Chardón","Venezuela",NA,"Laguna de Valencia, La Cabrera","US00593556","1949","4",NA,NA,NA,NA,NA,"14","15",NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"Monocotyledonae","Najadales",NA,NA,NA,"1",NA,NA
"64","2020-09-12 05:00:02-03","US","US","1855721","PreservedSpecimen","Plantae","Najadaceae (Hydrocharitaceae)","Najas","marina","Najas marina","L.","E. P. Killip","Venezuela",NA,"Puerto Palmita, Lago de Valencia","US00593559","1943","5","Aragua",NA,NA,NA,NA,"37735","19",NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"Monocotyledonae","Najadales",NA,NA,NA,"1",NA,NA
"65","2020-09-12 05:00:02-03","US","US","2675365","PreservedSpecimen","Plantae","Najadaceae (Hydrocharitaceae)","Najas","marina","Najas marina","L.","L. J. Cumaná C. & W. Lampe","Venezuela","Sucre","Cuamana","US00593555","1974","1","Portuguesa",NA,NA,NA,NA,"569","9",NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"Monocotyledonae","Najadales",NA,NA,NA,"1",NA,NA
"66","2020-09-12 05:00:02-03","US","US","2925581","PreservedSpecimen","Plantae","Najadaceae (Hydrocharitaceae)","Najas","marina","Najas marina","L.","J. A. Steyermark, B. Manara & G. N. Morillo","Venezuela",NA,"Laguna de Patos, Suroeste de Cumana, Hotel Cumanagota","US00593558","1973","9","Sucre",NA,NA,NA,NA,"108555","15",NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,"Monocotyledonae","Najadales",NA,NA,NA,"1",NA,NA
"67","2019-10-07 09:19:39-03","UEFS","HUEFS","26726","PreservedSpecimen","Plantae","Hydrocharitaceae","Najas","marina","Najas marina","L.","Harley, R.M.","Brasil","Rui Barbosa",NA,"HUEFS0026726","1997","01","Bahia","-40.4939002990723","-12.2839002609253","68639","auto","28491","14",NA,NA,"Lagoa.","Angiospermae","A.R.Lourenço","2014","10",NA,NA,"HUEFS0026726",NA,"Lilianae","Alismatales",NA,NA,NA,NA,NA,NA
"68","2019-10-07 09:19:39-03","UEFS","HUEFS","168201","PreservedSpecimen","Plantae","Hydrocharitaceae","Najas","marina","Najas marina","L.","França, F.","Brasil","Tanquinho","Faz. Mateus","HUEFS0168201","2006","02","Bahia","-39.126389","-11.984167",NA,NA,"5405","04","39W7'35''","11S59'3''","Açude","Angiospermae","A.R.Lourenço","2014","10",NA,NA,"HUEFS0168201",NA,"Lilianae","Alismatales","246","246",NA,NA,NA,NA
"69","2018-06-19 14:07:24-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Najadaceae","Najas","marina","Najas marina",NA,"L. Bernardi","Venezuela",NA,NA,NA,"1976","11","Mérida","-71.1667","8.5",NA,NA,"16940","1",NA,NA,NA,"Spermatophyta","RRC ID Flag",NA,NA,NA,"South America",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,"16940",NA
"70","2020-11-05 13:53:48-03","UNIRIO","HUNI","164","PreservedSpecimen","Plantae","Hydrocharitaceae","Najas","marina","Najas marina","L.","C.P. Bove; A. Gil et al.","Brasil","Carapebus","Próximo à Praia de Carapebus.","HUNI00000164","1999","05","Rio de Janeiro","-41.6610984802246","-22.1872005462646","13257","auto","426","11",NA,NA,"Material em meio líquido. Botão de cor branca, imerso. Habitat: Aquático",NA,"C.P. Bove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-11-05 13:53:48-03","UNIRIO","HUNI","356","PreservedSpecimen","Plantae","Hydrocharitaceae","Najas","marina","Najas marina","L.","A. Gil; B.M.B. Leite; C.B. Moreira","Brasil","São Pedro da Aldeia","RJ-106, a 24,5 Km da Praia do Barbudo.","HUNI00000356","2000","02","Rio de Janeiro","-42.1027984619141","-22.8391990661621","20879","auto","13","11",NA,NA,"Material em meio líquido. Erva submersa, fixa. Espinho das flores enegrecido. Habitat: Alagado com ca. 1 m de profundidade Habito: Erva submersa",NA,"A. Gil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2018-07-20 21:34:46-03","UFMT","UFMT","780","S","Plantae","Najadaceae","Najas","marina","Najas marina","L.","Weislander, E.","Suécia","Stockholm","Bromma, Kyrksjon","UFMT00000780","1959","08",NA,NA,NA,NA,NA,"s.n.","30",NA,NA,NA,NA,"Jerbo, A.L.","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina angustifolia","(A.Braun) A.Braun ex K.Schum.","?","?",NA,"forma praecipue tropica vel regionibus calidioribus saltem propria e. g. Floridae, insulae Mauritius, Oahu, Australiae, at in Europa pariter invenitur e. g. prope Warnemunde Germaniae et in Fennia",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia",NA,NA,NA,NA,NA,NA,NA,NA
"74","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina angustissima","K.Schum.","Curtis, MA","?",NA,"e Florida tantum vidi, ubi in riculo Palm Creek prope Cape Romano",NA,NA,NA,NA,NA,NA,NA,NA,"2707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustissima",NA,NA,NA,NA,NA,NA,NA,NA
"75","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina bollei","K.Schum.","?","?",NA,"in insulae Gran Canaria lagunis prope Maspalomas",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bollei",NA,NA,NA,NA,NA,NA,NA,NA
"76","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina ehrenbergii","(A.Braun) K.Schum.","Ehrenberg, CA","?",NA,"in fluviis Wadi Djara et Wadi Komme Arabiae",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ehrenbergii",NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina genuina","K.Schum.","?","?",NA,"praecipue in Europa viget",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genuina",NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina gracilis","(Morong) Morong","Curtiss, AH","?",NA,"in Florida",NA,NA,NA,NA,NA,NA,NA,NA,"2705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gracilis",NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina latifolia","K.Schum.","Gollmer, J","?",NA,"in ditione Venezuelensi, in laguna ad Valencia",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina latior","K.Schum.","Oldfield, AF","?",NA,"in Queensland Australiensis fluvio Murchison River",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latior",NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina multidentata","(A.Braun) K.Schum.","Martens, M","?",NA,"in Lago di Nemi Italiana",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multidentata",NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina muricata","Hartm.","?","?",NA,"in Aegypto et in Alegria, at locis Europaeis et Americanis ipsis omnino non deest",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muricata",NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina paucidentata","K.Schum.","Duvernoy, GD","?",NA,"in Gallia austro-occidentali",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paucidentata",NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina riedelii","K.Schum.","Riedel, L","?",NA,"in Brasiliae prov. S. Paulo in aquis stagnantibus prope Pertininga",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"riedelii",NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina angustifolia","(A.Braun) A.Braun ex K.Schum.","?","?",NA,"forma praecipue tropica vel regionibus calidioribus saltem propria e. g. Floridae, insulae Mauritius, Oahu, Australiae, at in Europa pariter invenitur e. g. prope Warnemunde Germaniae et in Fennia",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustifolia",NA,NA,NA,NA,NA,NA,NA,NA
"86","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina angustissima","K.Schum.","Curtis, MA","?",NA,"e Florida tantum vidi, ubi in riculo Palm Creek prope Cape Romano",NA,NA,NA,NA,NA,NA,NA,NA,"2707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angustissima",NA,NA,NA,NA,NA,NA,NA,NA
"87","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina bollei","K.Schum.","?","?",NA,"in insulae Gran Canaria lagunis prope Maspalomas",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bollei",NA,NA,NA,NA,NA,NA,NA,NA
"88","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina ehrenbergii","(A.Braun) K.Schum.","Ehrenberg, CA","?",NA,"in fluviis Wadi Djara et Wadi Komme Arabiae",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ehrenbergii",NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina genuina","K.Schum.","?","?",NA,"praecipue in Europa viget",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"genuina",NA,NA,NA,NA,NA,NA,NA,NA
"90","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina gracilis","(Morong) Morong","Curtiss, AH","?",NA,"in Florida",NA,NA,NA,NA,NA,NA,NA,NA,"2705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gracilis",NA,NA,NA,NA,NA,NA,NA,NA
"91","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina latifolia","K.Schum.","Gollmer, J","?",NA,"in ditione Venezuelensi, in laguna ad Valencia",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latifolia",NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina latior","K.Schum.","Oldfield, AF","?",NA,"in Queensland Australiensis fluvio Murchison River",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latior",NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina multidentata","(A.Braun) K.Schum.","Martens, M","?",NA,"in Lago di Nemi Italiana",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multidentata",NA,NA,NA,NA,NA,NA,NA,NA
"94","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina muricata","Hartm.","?","?",NA,"in Aegypto et in Alegria, at locis Europaeis et Americanis ipsis omnino non deest",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muricata",NA,NA,NA,NA,NA,NA,NA,NA
"95","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina paucidentata","K.Schum.","Duvernoy, GD","?",NA,"in Gallia austro-occidentali",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paucidentata",NA,NA,NA,NA,NA,NA,NA,NA
"96","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Hydrocharitaceae","Najas","marina","Najas marina riedelii","K.Schum.","Riedel, L","?",NA,"in Brasiliae prov. S. Paulo in aquis stagnantibus prope Pertininga",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"riedelii",NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-02-08 12:51:50-03","UFRGS","ICN","020144","S","Plantae","Hydrocharitaceae","Najas","marina","Najas marina","L.","Muenscher, WC; Justice, OL","Estados Unidos da América","New York","near Canoga Marshes Cayuga Lake Seneca County",NA,"1938","09","New York",NA,NA,NA,NA,"s.n.","22",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; In 6 dm. of water.","Monocotyledon",NA,NA,NA,NA,"América do norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-04-05 12:35:01-03","UNIVASF","HVASF","14389","PreservedSpecimen","Plantae","Hydrocharitaceae","Najas","marina","Najas marina","L.","V.M. Cotarelli","Brasil","Custódia","Açude Marrecas, DNOCS. A ca. de 3km do Hotel Macambira, sentido Sertânia. Ilha formada pelo baixo nivel de água, a ca de 500m da margem","HVASF014389","2012","03","Pernambuco","-37.611555","-8.07025",NA,NA,"1446","10","-37.611555","-8.070250","Macrófita aquática submersa fixa.",NA,"D.J.L. Sousa","2012","11","29","América do Sul","HVASF014389_v01 HVASF014389_v02 HVASF014389_v03 HVASF014389_v04",NA,NA,NA,"536","536",NA,NA,NA,"U"
"99","2019-11-21 10:07:07-03","IBt","SP","31528","S","Plantae","Hydrocharitaceae","Najas","marina","Najas marina","L.","Ihering, R","Brasil",NA,"Mendonça","SP044804","1933","03","Pernambuco",NA,NA,NA,NA,"164","30",NA,NA,NA,NA,"Haynes, RR","1989",NA,NA,NA,"SP044804",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-21 10:07:07-03","IBt","SP","31530","S","Plantae","Hydrocharitaceae","Najas","marina","Najas marina","L.","Ihering, R","Brasil",NA,NA,"SP044805","1933",NA,"Pernambuco",NA,NA,NA,NA,"25-360",NA,NA,NA,NA,NA,"Haynes, RR","1989",NA,NA,NA,"SP044805",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-21 10:07:07-03","IBt","SP","68094","S","Plantae","Hydrocharitaceae","Najas","marina","Najas marina","L.","Kohonen, M","Finlândia","Kiviniemi",NA,"SP044803","1937","07","Pyhtää",NA,NA,NA,NA,"s.n.","18",NA,NA,NA,NA,"Haynes, RR","1989",NA,NA,NA,"SP044803",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-21 10:07:07-03","IBt","SP","68121","S","Plantae","Hydrocharitaceae","Najas","marina","Najas marina","L.","Kari, L","Finlândia","Korpo","Syvälaks, Varsinais-Suomi","SP044802","1947","07","Korpoström",NA,NA,NA,NA,"s.n.","28",NA,NA,NA,NA,"Haynes, RR","1989",NA,NA,NA,"SP044802",NA,NA,NA,NA,NA,NA,NA,NA,NA
